"gene","padj","logpadj","lfc","direction"
"DPT",3.07909002548636e-306,305.511577613143,6.45071222102491,"pituitary"
"AP000350.10",0,Inf,6.35837869714203,"pituitary"
"SOHO-1",4.87552620178656e-303,302.311978505258,6.30273678444962,"pituitary"
"CGA",0,Inf,6.26067168360113,"pituitary"
"SNTN",1.02695521711845e-125,124.988448494458,6.24186069135166,"pituitary"
"DTX2",0,Inf,6.23709164623676,"pituitary"
"GRHL2",0,Inf,6.18839684428449,"pituitary"
"MLN",4.19366918167213e-101,100.377405831916,6.180979121136,"pituitary"
"TRPV6",5.30865545494543e-111,110.275015460545,6.15959467999917,"pituitary"
"RDM1",0,Inf,6.14323259651232,"pituitary"
"AGR2",3.85139998313361e-165,164.414381375834,6.08878427216868,"pituitary"
"OVOL2",1.28187359253274e-216,215.892154799132,6.08593483784122,"pituitary"
"CA12",0,Inf,6.05099445549193,"pituitary"
"CALII",2.28598388138092e-145,144.640926836168,6.0392363122981,"pituitary"
"EYA1",0,Inf,6.02964805326894,"pituitary"
"LOC771758",0,Inf,5.97655791461243,"pituitary"
"SERPINF2",0,Inf,5.95916413461046,"pituitary"
"LOC101752206",0,Inf,5.9383282142095,"pituitary"
"LOC101750288",6.69033257037589e-282,281.17455229331,5.9112515599017,"pituitary"
"CDH1",3.39261649589695e-287,286.469465230579,5.9025931723,"pituitary"
"REG4",2.91185617902874e-55,54.5358300792892,5.71167945283081,"pituitary"
"SHOX2",0,Inf,5.64436580862872,"pituitary"
"FDX1L",3.87068076182733e-281,280.412212646065,5.6172706259404,"pituitary"
"S100A1",0,Inf,5.60862304848511,"pituitary"
"MMRN1",5.95046651872277e-304,303.225448984093,5.58604126601812,"pituitary"
"TSPAN1",1.96826096153501e-105,104.705917321229,5.55126339504745,"pituitary"
"EPCAM",0,Inf,5.54493942617271,"pituitary"
"GCH1",0,Inf,5.5239365673866,"pituitary"
"MANSC4",0,Inf,5.52220714323422,"pituitary"
"ILDR1",0,Inf,5.50151307529667,"pituitary"
"MSTN",0,Inf,5.4855974771055,"pituitary"
"CNKSR1",0,Inf,5.41444507741469,"pituitary"
"SIX1",0,Inf,5.40821824233267,"pituitary"
"NOXA1",0,Inf,5.389028424003,"pituitary"
"MAFA",0,Inf,5.34584818185487,"pituitary"
"SFTPA1",9.54756113846908e-127,126.020107551911,5.33119638383859,"pituitary"
"APLNR",2.24841642883285e-213,212.648123250045,5.30694288343523,"pituitary"
"RGS2",0,Inf,5.27849255554046,"pituitary"
"PITX2",0,Inf,5.27237161819657,"pituitary"
"NME4",0,Inf,5.26607238547076,"pituitary"
"LOC421690",0,Inf,5.20897890771394,"pituitary"
"OTOGL",0,Inf,5.19115527762066,"pituitary"
"LOC107054221",2.78636846023547e-171,170.554961454435,5.1589394840936,"pituitary"
"GSTT1L",8.64346014498567e-114,113.063312366196,5.15510807316258,"pituitary"
"KRT19",8.46055382688317e-150,149.072601207163,5.13937993446893,"pituitary"
"FEV",0,Inf,5.10231672394273,"pituitary"
"KCTD14",5.83396137274669e-288,287.234036450713,5.06236159718271,"pituitary"
"RP11-290H9.2",0,Inf,5.03983041187532,"pituitary"
"PNP",0,Inf,5.03020185272558,"pituitary"
"MARVELD3",0,Inf,5.0212021887364,"pituitary"
"CETP",1.01087675002519e-159,158.995301792032,5.00572409366322,"pituitary"
"LOC107049139",4.80877507939222e-178,177.317965535686,5.00364055688453,"pituitary"
"WFDC2",2.31851469530102e-81,80.6347901470971,4.99522124261866,"pituitary"
"SLC16A10",0,Inf,4.98660475814443,"pituitary"
"LOC771085",0,Inf,4.95787723211284,"pituitary"
"LUM",2.15721957022626e-147,146.666105648461,4.93165494013594,"pituitary"
"KREMEN1",0,Inf,4.88989748432347,"pituitary"
"SIGIRR",1.07921359723976e-95,94.9668925915339,4.86706475242226,"pituitary"
"CLDN23",9.6268976818916e-128,127.016513643997,4.8574077353926,"pituitary"
"ELF3",1.43083339268948e-168,167.844410932871,4.8272948381207,"pituitary"
"IL20RB",1.78666611001495e-97,96.7479566003352,4.82149471286157,"pituitary"
"TMPRSS3",0,Inf,4.80893514414772,"pituitary"
"PIGR",3.08356883840116e-41,40.5109463518253,4.79773275857478,"pituitary"
"CER1",0,Inf,4.72256406842944,"pituitary"
"APOV1",8.0478737200631e-192,191.09431884679,4.7135214122544,"pituitary"
"NR5A2",0,Inf,4.66950980778775,"pituitary"
"TULP1",3.17652496252204e-153,152.498047727439,4.66142540453406,"pituitary"
"LOC107056595",0,Inf,4.64966670274342,"pituitary"
"SH2D4A",0,Inf,4.64307116276256,"pituitary"
"DHX32",7.97756485695861e-151,150.098129656341,4.6391721858241,"pituitary"
"SERPINF1",0,Inf,4.63146571820214,"pituitary"
"GHRL",1.30362243634665e-173,172.8848481736,4.61302460882974,"pituitary"
"AP1S3",0,Inf,4.61238320836093,"pituitary"
"ITGB6",6.92827757467259e-167,166.159374721058,4.57795823744998,"pituitary"
"LOC107050496",1.51969800846971e-106,105.818242705664,4.53344429673015,"pituitary"
"SLC9A4",2.76862298793721e-106,105.557736179468,4.51202948113448,"pituitary"
"MUC13",8.28303009710989e-223,222.081810760591,4.507631131872,"pituitary"
"MATN2",0,Inf,4.49635347049846,"pituitary"
"ZNF750",0,Inf,4.47512074374356,"pituitary"
"PRKAG3",7.55059052371067e-303,302.12201908133,4.41666651856147,"pituitary"
"CFI",9.64734271920292e-207,206.015592293009,4.39025146324134,"pituitary"
"TRHR",0,Inf,4.38358126686075,"pituitary"
"HNRPK",1.56151977706906e-133,132.806452510942,4.37677213559954,"pituitary"
"TMEM45B",3.58955449422317e-200,199.444959449112,4.37583489435769,"pituitary"
"LOC420039",1.01225569150369e-158,157.994709772691,4.34182557022749,"pituitary"
"LOC101748951",1.68351918917505e-104,103.77378192905,4.33111005120513,"pituitary"
"LOC428250",4.02697961631044e-91,90.3950205686906,4.30870171495218,"pituitary"
"DSC2",0,Inf,4.30605398220579,"pituitary"
"COL20A1",2.89726352211609e-189,188.538012001518,4.27511093707117,"pituitary"
"LOC427778",1.31204410935677e-74,73.8820515642529,4.27439514758737,"pituitary"
"SPAG5",1.24941730476396e-245,244.903292483254,4.23848370051233,"pituitary"
"TBX1",2.18068820309449e-143,142.661406425827,4.21933455922647,"pituitary"
"NMUR2",0,Inf,4.18708627779934,"pituitary"
"HAND2",5.27209280537781e-44,43.278016953401,4.16554166185988,"pituitary"
"UMODL1",0,Inf,4.15717772963093,"pituitary"
"ANKDD1B",8.32723773505374e-93,92.0794990364528,4.15052084891876,"pituitary"
"LOC421740",1.70261438109195e-96,95.7688837026701,4.14780728486434,"pituitary"
"IL12RB2",1.58103164233923e-114,113.801059438129,4.14160913505809,"pituitary"
"FAM167B",1.43752668752772e-168,167.842384083933,4.1345579309051,"pituitary"
"UMOD",8.3021771121514e-205,204.08080800596,4.10558826870671,"pituitary"
"CARD10",0,Inf,4.08450270208597,"pituitary"
"OC3",2.46786303181964e-139,138.607678947627,4.08106168468347,"pituitary"
"ATP4B",1.6861267461582e-196,195.773109782565,4.07282493980004,"pituitary"
"C1H21ORF62",1.07250841647049e-158,157.96959929102,4.07255927249365,"pituitary"
"INHBA",0,Inf,4.07191023689722,"pituitary"
"RARRES1",0,Inf,4.06393412879834,"pituitary"
"RASSF6",9.97832683950581e-202,201.000942274874,4.03556444178633,"pituitary"
"EYA4",0,Inf,4.01993424346241,"pituitary"
"CYP26A1",4.3635053207201e-116,115.360164490132,4.01709949141472,"pituitary"
"CPQ",0,Inf,4.01391990016607,"pituitary"
"SMTNL1",0,Inf,3.98267352491841,"pituitary"
"VEPH1",0,Inf,3.98024052131281,"pituitary"
"MDK",0,Inf,3.97288953237259,"pituitary"
"BHMT",0,Inf,3.96777652757508,"pituitary"
"STEAP1",0,Inf,3.94554720384136,"pituitary"
"PLVAP",1.12587676489534e-292,291.948509143459,3.94516063414488,"pituitary"
"CLDN1",1.49743138477317e-92,91.824653068703,3.92610921659139,"pituitary"
"KRT8",4.64387553442702e-166,165.333119428778,3.92378019828431,"pituitary"
"PLA2G4E",4.7278726384482e-121,120.325334231189,3.90734832391209,"pituitary"
"DAPP1",1.51355058478401e-112,111.820003059791,3.90031662231498,"pituitary"
"OTOG",0,Inf,3.88393225099046,"pituitary"
"CAPN14",8.68386697705392e-100,99.0612868378632,3.87861977048303,"pituitary"
"FN1",1.71020353734883e-204,203.766952199615,3.86166139673013,"pituitary"
"LOC100857280",8.00660413297373e-280,279.096551643594,3.85259328136841,"pituitary"
"MFSD2B",5.82951117862015e-132,131.234367860563,3.83922077159505,"pituitary"
"VDR",0,Inf,3.82548034226655,"pituitary"
"HTR1E",0,Inf,3.8187691448966,"pituitary"
"CPA6",0,Inf,3.81782173211877,"pituitary"
"PTGER3",0,Inf,3.81748382022503,"pituitary"
"LOC419888",6.08514926867273e-219,218.215728764062,3.80423874375726,"pituitary"
"WNT5A",0,Inf,3.79978636734235,"pituitary"
"TRPV4",4.28737582611431e-201,200.367808445098,3.79844925320425,"pituitary"
"LGALS3",4.61949313427091e-181,180.335405674025,3.79694433353044,"pituitary"
"FAM83F",3.65235802993831e-259,258.437426656438,3.78818604471798,"pituitary"
"TBX20",1.19682796581157e-153,152.921968271372,3.78537656126791,"pituitary"
"GJB2",1.15229210274509e-143,142.93843741455,3.76610197762462,"pituitary"
"OBSCN",1.96647754497057e-75,74.7063110083954,3.76524778143074,"pituitary"
"NPC2",0,Inf,3.75391055300808,"pituitary"
"DEPTOR",0,Inf,3.71932436012251,"pituitary"
"OTOL1",5.18006713066987e-182,181.285664612013,3.70321782389257,"pituitary"
"PRDM5",0,Inf,3.68795852776301,"pituitary"
"UGT8L",7.99212735483781e-231,230.097337604229,3.66576294557898,"pituitary"
"LOC100857191",5.10475716772622e-155,154.292024912387,3.66160787042578,"pituitary"
"HRH1",0,Inf,3.65889083819887,"pituitary"
"LOC422654",2.40446545055666e-147,146.618981458865,3.65476303978363,"pituitary"
"LOC422224",9.86765685472329e-293,292.005785961401,3.64429990058781,"pituitary"
"ANO9",1.74557578440304e-140,139.758061291488,3.63814819830449,"pituitary"
"EMILIN3",1.92220808783577e-72,71.7161995997543,3.62987510240696,"pituitary"
"DMRTA2",1.5614206144115e-209,208.806480091229,3.62008509439083,"pituitary"
"YBX3",0,Inf,3.61973098213617,"pituitary"
"LRRC15",3.39783244162057e-136,135.468798041439,3.61924409586763,"pituitary"
"FOXL2",3.44861063018409e-89,88.4623558374414,3.61595460262647,"pituitary"
"A4GALT",0,Inf,3.61369108739621,"pituitary"
"ASB9",1.03344669323318e-254,253.985711920035,3.6074450658566,"pituitary"
"ADAM5",0,Inf,3.60385201097945,"pituitary"
"RXRG",1.32679923597652e-180,179.877194787236,3.60167975489749,"pituitary"
"GIPC3",1.06242538745362e-130,129.973701560059,3.59693622474923,"pituitary"
"GFRAL",0,Inf,3.58269482527645,"pituitary"
"TRIM65",0,Inf,3.58234095932616,"pituitary"
"CDCP1",8.55008744935436e-213,212.068029443333,3.5795380992997,"pituitary"
"MDFI",1.08200026459899e-150,149.965772633024,3.57845483970334,"pituitary"
"ODF2L",8.19195197065341e-45,44.0866126026257,3.56986505978551,"pituitary"
"CRHR1",0,Inf,3.56570749891234,"pituitary"
"GNG11",0,Inf,3.56515438025205,"pituitary"
"C14ORF180",8.66628184090568e-144,143.062167191143,3.55348372843899,"pituitary"
"GADD45B",0,Inf,3.51952376782137,"pituitary"
"OFCC1",8.56017809965077e-229,228.067517199471,3.50787958399376,"pituitary"
"SCNN1A",1.03206870446749e-249,248.986291390908,3.49304425780371,"pituitary"
"LOC422993",5.16081031507846e-207,206.287282103075,3.49299768466788,"pituitary"
"IL16",6.94982835142083e-130,129.15802592159,3.48400813055504,"pituitary"
"LOC771811",0,Inf,3.48287315996048,"pituitary"
"KCNQ1",3.45052563915437e-155,154.462114741218,3.48024303188388,"pituitary"
"LOC428479",2.83867351500222e-179,178.546884554211,3.47797183085281,"pituitary"
"HPGD",4.68016102441461e-306,305.329739204445,3.47378698239143,"pituitary"
"TMEM246",0,Inf,3.4576390352953,"pituitary"
"ATP8B3",1.73689153505076e-136,135.760227301415,3.45243007832705,"pituitary"
"CCDC69",6.91894537387312e-85,84.159960098204,3.43794243512311,"pituitary"
"C9H3ORF55",0,Inf,3.43356212181193,"pituitary"
"LOC423653",0,Inf,3.42904240965681,"pituitary"
"LOC101751781",2.63443423433521e-41,40.5793126386254,3.4247331039195,"pituitary"
"RP11-106M3.2",0,Inf,3.42270448631461,"pituitary"
"HSD11B1a",8.37679197760474e-132,131.076922269337,3.42113621102038,"pituitary"
"BMP5",2.46828200817217e-185,184.607605222436,3.4118425154467,"pituitary"
"VILL",2.10419558004031e-120,119.676913895989,3.4080228929268,"pituitary"
"LOC100857380",1.75800656318839e-180,179.754979507902,3.40486611071357,"pituitary"
"SULT1C3",1.20628730461917e-68,67.9185492428173,3.39513561766419,"pituitary"
"ATP12A",7.84342040141858e-78,77.1054945065093,3.39173836314873,"pituitary"
"XKR5",0,Inf,3.3896271463506,"pituitary"
"DNTT",6.92777669644694e-116,115.159406119412,3.38287079052601,"pituitary"
"CCDC3",0,Inf,3.37492497103181,"pituitary"
"COL17A1",0,Inf,3.3544802912834,"pituitary"
"CA3",6.74879486026504e-64,63.1707737726897,3.32822332221032,"pituitary"
"MAP1LC3C",2.44770004301646e-142,141.611241804518,3.32128238528391,"pituitary"
"VNN1",6.51620214032724e-170,169.186005451824,3.31629242801521,"pituitary"
"ALPK1",0,Inf,3.31086797273421,"pituitary"
"MYO15A",4.00674686143587e-230,229.397208094591,3.30356567839042,"pituitary"
"BTC",1.53281260120207e-116,115.81451093793,3.29323785163501,"pituitary"
"PCOLCE2",0,Inf,3.28098277107655,"pituitary"
"LOC101747728",1.69515307205678e-48,47.7707910789665,3.2778260413033,"pituitary"
"SIX3",0,Inf,3.26502383390303,"pituitary"
"IL22RA1",1.60276031578101e-81,80.7951314192033,3.26093146215253,"pituitary"
"COL1A1",1.15741964911386e-95,94.9365091490424,3.2602138638843,"pituitary"
"SCN4A",1.67239662883691e-55,54.7766607165575,3.26006388232871,"pituitary"
"PCOLCE",0,Inf,3.25958050706264,"pituitary"
"CERKL",5.73335978403914e-299,298.241590804201,3.25628013681026,"pituitary"
"C2H8ORF46",9.99353886352795e-75,74.0002806942816,3.24996783618917,"pituitary"
"AVPR2",1.47822300648713e-161,160.830260042815,3.24168480632054,"pituitary"
"TMEM79",6.77337020937796e-155,154.169195186686,3.23165440830627,"pituitary"
"FKBP11",9.71776285528391e-133,132.012433703328,3.22793325888358,"pituitary"
"GSTA4",8.0228102216363e-268,267.095673480846,3.22492070429568,"pituitary"
"LOC424998",0,Inf,3.22259335643849,"pituitary"
"NPBWR2",0,Inf,3.22171787399725,"pituitary"
"PRR15",4.2239155612125e-90,89.3742847722134,3.21900536191503,"pituitary"
"LOC107049100",1.40880789082718e-43,42.8511482245215,3.20764255526406,"pituitary"
"SLC17A8",1.06188997683602e-283,282.973920478479,3.20517040439236,"pituitary"
"ERN1",9.14806790218317e-101,100.038670620472,3.19986203059112,"pituitary"
"LOC100858460",0,Inf,3.19977100280445,"pituitary"
"MACC1",1.77405338366431e-57,56.7510333157997,3.19272451324034,"pituitary"
"LOC415324",5.54208472914337e-96,95.2563268388717,3.19133667931939,"pituitary"
"RIPK4",0,Inf,3.17521713732367,"pituitary"
"ERBB3",3.28294590532538e-155,154.48373627329,3.17198116820677,"pituitary"
"SLCO4C1",3.90056027095484e-167,166.408873007048,3.17182811922195,"pituitary"
"E2F8",3.9605615809519e-130,129.402243229676,3.17168607293785,"pituitary"
"TFPI2",0,Inf,3.1627784148073,"pituitary"
"CEBPD",4.47229445092757e-222,221.349469610711,3.16263200524736,"pituitary"
"GCNT1",4.51783167708803e-191,190.345069953822,3.15467721001273,"pituitary"
"UBAP2L",1.26171464216564e-227,226.899038856935,3.15165454722899,"pituitary"
"ARHGAP28",2.25657687342912e-187,186.646549867046,3.15049850574478,"pituitary"
"CAPG",7.59387801526425e-162,161.119536383457,3.13273182066938,"pituitary"
"EMILIN2",0,Inf,3.12224638154229,"pituitary"
"CD24",7.53124270419647e-160,159.123133356463,3.11990706708788,"pituitary"
"CCDC125",0,Inf,3.11772868946165,"pituitary"
"APOLD1",2.14181552427097e-54,53.6692179379119,3.10413686713744,"pituitary"
"SLC38A6",0,Inf,3.10271923403874,"pituitary"
"MCM3",0,Inf,3.10149729741054,"pituitary"
"STRA6",8.78797811419151e-118,117.056111033328,3.09580563516929,"pituitary"
"C1H12ORF40",1.57122771382097e-24,23.8037608692635,3.0885631536031,"pituitary"
"GALNT6",0,Inf,3.08753744566987,"pituitary"
"LOC107049112",6.71019229824174e-13,12.1732650337999,3.08532763835895,"pituitary"
"CZH9ORF84",1.50502722616371e-48,47.8224556435481,3.08455563506663,"pituitary"
"AEN",1.86249875286035e-252,251.729904009386,3.08351158948512,"pituitary"
"IGSF5",1.84372309017966e-162,161.73430430532,3.0834280472394,"pituitary"
"SERINC4",1.26368449038341e-53,52.8983613447164,3.07439918058953,"pituitary"
"RDH10",8.13868992170954e-164,163.089445497514,3.0654176375419,"pituitary"
"HPSE",3.91547517599739e-267,266.407215525103,3.06231606418527,"pituitary"
"MPZL3",0,Inf,3.05920022718742,"pituitary"
"BIK",0,Inf,3.05032682098004,"pituitary"
"FAM3B",9.38439682388807e-79,78.027593636146,3.04699393955867,"pituitary"
"RBM47",1.61653756080384e-129,128.791414199954,3.0448961285721,"pituitary"
"LOC421856",0,Inf,3.04213964623473,"pituitary"
"GPR160",8.13145660802369e-283,282.089831651188,3.0342286952106,"pituitary"
"PRDM1",0,Inf,3.03301558366795,"pituitary"
"GPR39",2.54151198318372e-136,135.594907838266,3.02639118651743,"pituitary"
"RAB25",6.47095744415853e-156,155.189031456279,3.02328773696275,"pituitary"
"MYBPC1",6.18706387844232e-94,93.2085154000764,3.02020263513534,"pituitary"
"CCDC102B",4.60129039711433e-160,159.337120356632,3.01348832582952,"pituitary"
"ASB11",8.83066268484727e-53,52.0540067041718,3.00602636046315,"pituitary"
"INSM1",0,Inf,2.98835021674756,"pituitary"
"BSPRY",1.11959262389679e-176,175.950939971417,2.98761748748945,"pituitary"
"LOC107051508",0,Inf,2.98321486617146,"pituitary"
"SMYD1",9.60975316349538e-28,27.0172877674936,2.97298178165855,"pituitary"
"ANKRD33B",1.04131851466748e-158,157.982416409774,2.96352766066225,"pituitary"
"IL10RA",3.34845719502046e-165,164.475155248493,2.9621050025741,"pituitary"
"LOC107050961",5.62665737037364e-91,90.2497495299654,2.95871823914798,"pituitary"
"SPTLC3",1.83179687628139e-195,194.737122685909,2.95635811750787,"pituitary"
"LOC416655",3.44210133276943e-81,80.4631763485306,2.95467991869107,"pituitary"
"LEPR",9.37103210578046e-253,252.028212574196,2.95032645017988,"pituitary"
"DSG2",2.16958159025222e-101,100.663624012956,2.94754392676817,"pituitary"
"IQGAP2",7.1801176172004e-156,155.14386844154,2.93754474578901,"pituitary"
"MGMT",6.23345809642874e-50,49.205270955662,2.93707394802092,"pituitary"
"BCHE",9.54267869109243e-262,261.020329698937,2.93049490181472,"pituitary"
"PPAP2C",7.92299034370074e-151,150.101110873378,2.92780796347792,"pituitary"
"ZC3HAV1L",8.144046125412e-135,134.089159775288,2.9231508103865,"pituitary"
"LOC417253",4.66326260877121e-130,129.33131012683,2.92049311047982,"pituitary"
"HNMT",0,Inf,2.91589023591539,"pituitary"
"TMPRSS2",3.60683189553562e-98,97.4428740984752,2.90719810179237,"pituitary"
"GATA2",1.39122878471947e-206,205.856601445298,2.89297820464654,"pituitary"
"MPZL2",0,Inf,2.88219420857153,"pituitary"
"ISX",4.27892377850807e-57,56.3686654496386,2.87484870860475,"pituitary"
"HSPA8",6.60481437202926e-254,253.180139383702,2.87334875857941,"pituitary"
"LOC407092",0,Inf,2.87088084656695,"pituitary"
"NIPAL1",1.39717536761114e-93,92.8547490796368,2.86554682738426,"pituitary"
"KIAA1324",4.05202833966844e-97,96.3923275258689,2.86511616108541,"pituitary"
"FKBP5",0,Inf,2.84852914272396,"pituitary"
"LOC107049015",3.71670199625401e-146,145.429842259074,2.83902856192191,"pituitary"
"DSE",1.89899192802271e-272,271.721476881299,2.83853806237857,"pituitary"
"LOC100858579",2.97435827070913e-38,37.5266067205415,2.83500214315143,"pituitary"
"SLC38A8",2.64942610339781e-156,155.576848189127,2.83428792319581,"pituitary"
"FAM83G",6.36971090188608e-65,64.1958802782714,2.83049227912951,"pituitary"
"PGR",7.59733020068211e-110,109.119338997563,2.82791124284844,"pituitary"
"BEST3",7.13082278641962e-30,29.1468603564054,2.82427144621424,"pituitary"
"LOC101750586",0,Inf,2.82317342263963,"pituitary"
"LOC418421",6.45523891581388e-59,58.190087679362,2.82107958235522,"pituitary"
"BLNK",1.76012045722049e-55,54.7544576093927,2.81997340266779,"pituitary"
"IFI6",1.39822030628764e-79,78.8544243949229,2.80868251997945,"pituitary"
"C26H6ORF132",9.27744560156316e-57,56.0325715834637,2.80488694053847,"pituitary"
"BTG2",2.51141713830649e-200,199.60008114638,2.79852935080573,"pituitary"
"DSP",1.78331059326088e-203,202.748773010615,2.79516025226608,"pituitary"
"EPHX1L",0,Inf,2.79431898265554,"pituitary"
"LOC100857165",1.69192070764322e-95,94.7716199941575,2.79391694757385,"pituitary"
"COL24A1",1.66336958275254e-117,116.779011244516,2.79164004217079,"pituitary"
"KLHL14",0,Inf,2.78681786448907,"pituitary"
"COL4A6",0,Inf,2.78449819432251,"pituitary"
"TMEM184A",1.04477177394591e-59,58.980978569018,2.78313120749849,"pituitary"
"TMEM71",6.76494906434479e-52,51.1697354690083,2.78225422639073,"pituitary"
"LOC101749017",6.85039222524111e-102,101.164284561883,2.78198502534422,"pituitary"
"RP11-514P8.6",7.03676534722691e-28,27.1526269310109,2.77438325237768,"pituitary"
"MIS12",0,Inf,2.7639553871198,"pituitary"
"MNX1",2.14994683548858e-72,71.667572279312,2.76235161424598,"pituitary"
"EVPL",1.36925269911131e-86,85.8635163943042,2.76063963708717,"pituitary"
"LOC107056232",8.54683239576514e-262,261.068194812515,2.7544884080696,"pituitary"
"FAM46A",0,Inf,2.75385088928576,"pituitary"
"NT5C1B",2.85907503018209e-301,300.543774447382,2.75082204401883,"pituitary"
"GIF",1.68633907989875e-21,20.7730550953561,2.74624601175726,"pituitary"
"PLK1S1",0,Inf,2.74000482463232,"pituitary"
"TMPRSS13",2.57934172358386e-118,117.588491116631,2.73682733334533,"pituitary"
"ELMO3",1.61856178584637e-299,298.790870717491,2.73681942779268,"pituitary"
"ST6GALNAC1",3.10610958005209e-296,295.507783226916,2.73583257389564,"pituitary"
"XCL1",4.17603188078737e-35,34.3792361944892,2.7356329679016,"pituitary"
"BAIAP2L2",1.28333510426333e-83,82.8916599259089,2.7332185696397,"pituitary"
"CD79B",2.56935460832813e-65,64.5901759526382,2.72245100783028,"pituitary"
"LMBR1L",1.76634807507899e-274,273.752923710617,2.720971683386,"pituitary"
"TECRL",3.86587733782704e-58,57.4127519300152,2.71775033789177,"pituitary"
"LOC107056486",2.7661597739285e-124,123.558122738568,2.71655869044157,"pituitary"
"CYP2J2L5",1.08003977967317e-34,33.9665602484257,2.71578369534981,"pituitary"
"GRXCR2",2.84250763274938e-34,33.5462983604638,2.71322560185678,"pituitary"
"VGLL3",1.07187246902244e-177,176.969856883761,2.70069644498747,"pituitary"
"TAAR1",1.334035027412e-22,21.8748327671121,2.6958020061852,"pituitary"
"STAB2",5.64113051242474e-48,47.2486338523806,2.69547294679489,"pituitary"
"METTL21EP",7.71353426890281e-241,240.112746586698,2.69171973614932,"pituitary"
"LOC424033",2.22233961985426e-22,21.6531895710667,2.67913562292565,"pituitary"
"CASP7",0,Inf,2.67581968771304,"pituitary"
"TRAM2",2.00798575033123e-286,285.697239373486,2.67341286911019,"pituitary"
"LOC414835",1.5234341136051e-288,287.817176323664,2.67332010420821,"pituitary"
"CTSO",8.06010880292926e-197,196.09365909564,2.6686488842123,"pituitary"
"FAM162B",7.34793542537848e-127,126.133834668986,2.66518494512253,"pituitary"
"ANTXR2",0,Inf,2.66212921107304,"pituitary"
"SPINT1",4.13412669324655e-107,106.383616218242,2.65920494956456,"pituitary"
"COL4A5",0,Inf,2.65464443218531,"pituitary"
"VWA5B2",3.87870263626456e-305,304.411313514646,2.65123911152066,"pituitary"
"SCG3",0,Inf,2.6471201896966,"pituitary"
"VRK2",0,Inf,2.6470681627749,"pituitary"
"POSTN",9.90193866944747e-36,35.0042797679261,2.64503058443398,"pituitary"
"CHRNA3",2.76705189244374e-117,116.557982696157,2.64276741267516,"pituitary"
"LOC107054248",1.51125695958601e-46,45.8206616861293,2.64162683963204,"pituitary"
"CASZ1",4.9700015597871e-233,232.303643474968,2.63698314830778,"pituitary"
"MAPK13",1.84055893604755e-101,100.735050271567,2.6357089786734,"pituitary"
"IGFBP7",5.4715310528519e-258,257.261891131662,2.62741089606311,"pituitary"
"VEGFC",8.44777475390156e-284,283.073257674408,2.62434187211685,"pituitary"
"MMP13",1.20079209680231e-17,16.9205321791312,2.62265775216369,"pituitary"
"DSCR6",1.63762109738281e-80,79.7857865753175,2.6203645990706,"pituitary"
"TRIM63",8.10385191562088e-24,23.0913085035827,2.6195014038317,"pituitary"
"LOC107050309",1.21464266024914e-26,25.9155514698087,2.61740657692499,"pituitary"
"VWA2",7.3356647064022e-82,81.1345605273226,2.61661173484135,"pituitary"
"TLR1B",5.63482886039702e-92,91.2491192697002,2.61555877207199,"pituitary"
"SFT2D2",0,Inf,2.61126012113608,"pituitary"
"LOC107055647",1.24484824891911e-94,93.9048835872621,2.61110870120499,"pituitary"
"FAM114A1",1.11590468414857e-283,282.952372899409,2.60874092360766,"pituitary"
"ANGPTL7",1.23551064891766e-96,95.9081535070436,2.60125573204457,"pituitary"
