"gene","padj","logpadj","lfc","direction"
"C20H20ORF195",2.01063360299011e-114,113.696667063514,12.5866663535664,"gonad"
"LOC107056226",4.20987273914298e-159,158.375731032317,12.4576785516676,"gonad"
"LOC422928",3.35006846701415e-123,122.47494631698,11.8352644754961,"gonad"
"ODF1",2.11808312377237e-181,180.674057000089,11.6808538037146,"gonad"
"CAPZA3",3.94115104436637e-175,174.404376920507,11.627328412903,"gonad"
"LOC101747255",0,Inf,11.4432150498647,"gonad"
"FAM229A",1.75934442694858e-154,153.754649130366,11.4166208011773,"gonad"
"LOC101748683",2.08438339301463e-275,274.681022395662,11.3981322291029,"gonad"
"C8ORF88",0,Inf,11.3232333860542,"gonad"
"LOC101750451",4.49526349609687e-147,146.347244846412,11.2582981839857,"gonad"
"PLCZ1",0,Inf,11.2500717704832,"gonad"
"TSSK3",1.28407915399057e-238,237.891408204397,11.1739194038885,"gonad"
"STK31",0,Inf,11.1594188427679,"gonad"
"LOC100858845",7.45389311903646e-197,196.127616838862,11.1556693673521,"gonad"
"ZNRF4",2.88984764357878e-261,260.539125053194,11.1454682329422,"gonad"
"LOC428451",0,Inf,11.1341484610446,"gonad"
"ZPBP2",0,Inf,11.0673405467467,"gonad"
"C7ORF72",2.32096393298061e-284,283.634331608286,11.0588561622977,"gonad"
"LOC100859381",7.09113305943053e-275,274.149284365361,10.9466094167703,"gonad"
"SOX30",7.41985633958158e-290,289.129604503283,10.9412321563164,"gonad"
"GCM2",0,Inf,10.7679398923193,"gonad"
"ASZ1",0,Inf,10.7518709099865,"gonad"
"FBXW10",7.50457500713857e-265,264.124673897329,10.7154640856558,"gonad"
"LOC421502",5.7452943960419e-305,304.240687712615,10.691527594354,"gonad"
"LOC101748426",0,Inf,10.6071405430881,"gonad"
"GATA4",0,Inf,10.5660892305505,"gonad"
"STMND1",0,Inf,10.5562507776349,"gonad"
"TRIM42",1.27060681300085e-279,278.895988820305,10.503313819983,"gonad"
"ZP3L2",1.31603753293591e-160,159.880731724617,10.4972178182657,"gonad"
"FAM71BL",5.463914735974e-300,299.26249608641,10.4477804921699,"gonad"
"C5H14ORF166B",8.56309412595345e-165,164.067369282166,10.4306293330498,"gonad"
"DMRT1",1.49803948568083e-232,231.824476739248,10.3955224421568,"gonad"
"HSD3B2",0,Inf,10.3924866574638,"gonad"
"C10ORF122",0,Inf,10.3816718645478,"gonad"
"FP325317.1",0,Inf,10.3517095662379,"gonad"
"TDRD9",0,Inf,10.2657364241361,"gonad"
"LOC419741",0,Inf,10.264309113598,"gonad"
"LOC101747522",0,Inf,10.208680716945,"gonad"
"DNAJB8",5.24586112939619e-229,228.280183210417,10.1807512903803,"gonad"
"FBXO43",0,Inf,10.1805748908456,"gonad"
"SPATA16",0,Inf,10.1758016968489,"gonad"
"ZP2",0,Inf,10.1729798277704,"gonad"
"LOC101747625",3.27219109713554e-141,140.485161341306,10.1553379714728,"gonad"
"C17ORF64",2.81905432696667e-236,235.549896554609,10.1304587981936,"gonad"
"C8H1ORF111",4.02411130419636e-94,93.3953300154944,10.1290195234775,"gonad"
"LOC421081",1.26856613740417e-208,207.896686885667,10.1155431679658,"gonad"
"OPNVA",1.1857322616933e-291,290.926013363582,10.0383184470812,"gonad"
"ADAM15",1.99118078931668e-292,291.700889306402,10.0337099595678,"gonad"
"HK3",0,Inf,10.0324654730143,"gonad"
"SYPL1",1.94801841051396e-266,265.710406942967,10.0311898400825,"gonad"
"ZPBP",0,Inf,10.0037038896003,"gonad"
"PCSK4",3.12042375103939e-223,222.505786425135,9.99607600023236,"gonad"
"OVALY",1.75063286922855e-102,101.756804921641,9.98138225354031,"gonad"
"DMRTB1",1.44009528544935e-266,265.841608771394,9.96551903364735,"gonad"
"C1ORF158",1.02390777777166e-235,234.989739158017,9.95495628771994,"gonad"
"MYO5B",0,Inf,9.92814448424235,"gonad"
"NME8",3.79489904615592e-251,250.420799772939,9.91862646214989,"gonad"
"PABPN1",0,Inf,9.91658713095583,"gonad"
"LOC100859850",5.48948222325108e-140,139.260468616969,9.86630642279365,"gonad"
"ZP4",5.56016869608067e-277,276.25491203168,9.8637141260483,"gonad"
"LRRC18",0,Inf,9.8178319931689,"gonad"
"LOC107049338",0,Inf,9.78893795466592,"gonad"
"LOC107055038",0,Inf,9.76560362436295,"gonad"
"RNF212",0,Inf,9.75817029291908,"gonad"
"RAD21L1",4.66843291755712e-68,67.3308288773507,9.74555418359601,"gonad"
"PLIN3",1.21293488058586e-257,256.916162514683,9.73340216654509,"gonad"
"C2H7ORF31",1.44282694729839e-198,197.840785755074,9.68827090357363,"gonad"
"CCDC63",4.34577323565894e-148,147.3619329391,9.6677370576226,"gonad"
"CCDC67",0,Inf,9.6606788468433,"gonad"
"C1ORF100",3.9931615802065e-259,258.398683116059,9.65755519259347,"gonad"
"LOC768589",0,Inf,9.64514952751461,"gonad"
"LARP6L",0,Inf,9.62500217541763,"gonad"
"LOC101751993",4.78741967514407e-156,155.319898499694,9.6099460681917,"gonad"
"LOC101751348",0,Inf,9.59875326955436,"gonad"
"TEX33",0,Inf,9.58713441053037,"gonad"
"VMO1",2.24349959527789e-242,241.649074004477,9.55835130043876,"gonad"
"VRTN",0,Inf,9.52440679799209,"gonad"
"WT1",0,Inf,9.50791488983304,"gonad"
"C19ORF71",4.33259145040551e-154,153.363252261623,9.50447371161127,"gonad"
"BNC1",0,Inf,9.40416541715839,"gonad"
"KLHL10",0,Inf,9.35686061900895,"gonad"
"TPPP2",0,Inf,9.32991380130921,"gonad"
"SLC28A3",0,Inf,9.31924814925108,"gonad"
"NKX3-1",1.25801423414739e-260,259.900314444919,9.24523284508499,"gonad"
"TAGAP",0,Inf,9.24478299306143,"gonad"
"ERICH6B",5.04657869247355e-169,168.297002950303,9.23943343050761,"gonad"
"C5H11ORF91",3.71992656102671e-110,109.429465633897,9.2367621737874,"gonad"
"C8H1ORF177",8.51161843168184e-169,168.06998785365,9.21824188945905,"gonad"
"C3H2ORF70",1.889645201728e-87,86.7236197309571,9.21263864931658,"gonad"
"SDR42E2",2.35024685527347e-183,182.628886519748,9.18448090516952,"gonad"
"AvBD12",0,Inf,9.13234893245655,"gonad"
"SYCE2",2.69763364913661e-122,121.569017029817,9.12284472978125,"gonad"
"LOC425362",0,Inf,9.10879403181316,"gonad"
"TDRD6",0,Inf,9.09799596665559,"gonad"
"CYP17A1",0,Inf,9.05397782575864,"gonad"
"LOC101750842",5.82301436732444e-221,220.234852138341,9.03650302070509,"gonad"
"BRDT",0,Inf,9.01115590026904,"gonad"
"LOC101748962",4.06797641313474e-74,73.3906215738602,8.98850699315183,"gonad"
"ADAD1",0,Inf,8.98444732614809,"gonad"
"LOC100857794",5.32013024089147e-122,121.274077735711,8.975141978304,"gonad"
"PDC",1.7516429694086e-152,151.756554409707,8.96939415416469,"gonad"
"CCDC122",2.35102323020312e-169,168.628743079638,8.96219593958598,"gonad"
"C4H4ORF45",9.5192866290466e-119,118.021395596224,8.95814044137437,"gonad"
"COPRS",0,Inf,8.94632212830387,"gonad"
"VPS29L",0,Inf,8.91973154532411,"gonad"
"C12ORF50",4.2995199908281e-118,117.366580027437,8.91257985109123,"gonad"
"C11ORF88",0,Inf,8.91054485651399,"gonad"
"LOC107049379",1.52954658650103e-159,158.815437290858,8.90834506867983,"gonad"
"RBM44",0,Inf,8.90766343544491,"gonad"
"BFSP1",0,Inf,8.90019153768584,"gonad"
"NEIL2",0,Inf,8.88438568609978,"gonad"
"LOC107054074",3.69849068314121e-147,146.431975470991,8.79787864372979,"gonad"
"MMP10",2.39340150136988e-254,253.620984440875,8.79559406685504,"gonad"
"TEKT5",0,Inf,8.78931126495412,"gonad"
"CCDC113",0,Inf,8.77370523915963,"gonad"
"CCNO",0,Inf,8.7596481598923,"gonad"
"AXDND1",0,Inf,8.7442609679314,"gonad"
"FKBP6",5.82628415070866e-229,228.234608338439,8.74030415939589,"gonad"
"BOLL",0,Inf,8.73993243345131,"gonad"
"TDRD15",0,Inf,8.72248699014096,"gonad"
"SPINK7",2.00949694519267e-104,103.696912649679,8.70577726191139,"gonad"
"LHX8",0,Inf,8.65854217284929,"gonad"
"C27H17ORF104",0,Inf,8.64959944322022,"gonad"
"RLN1",0,Inf,8.64006315464458,"gonad"
"LOC420748",0,Inf,8.62836315879069,"gonad"
"LOC101750658",0,Inf,8.62115428957459,"gonad"
"CA7",0,Inf,8.61382033100896,"gonad"
"LOC423786",3.92491454985006e-133,132.406169793933,8.60973759669488,"gonad"
"BTG4",0,Inf,8.60418299256053,"gonad"
"C1ORF94",2.87551993304515e-215,214.541283617535,8.60028495775657,"gonad"
"LOC101751469",1.17051241778287e-175,174.931623974581,8.54623917712791,"gonad"
"LOC425470",3.11247120036055e-76,75.5068946583966,8.51922953450648,"gonad"
"GDF9",3.0796711632088e-300,299.511495653509,8.50337372736706,"gonad"
"MAEL",0,Inf,8.48458902959979,"gonad"
"OvoDA1",3.7263537910209e-119,118.428715914283,8.4625764148072,"gonad"
"LOC770450",1.73251216277533e-158,157.761323707823,8.46242289604037,"gonad"
"TEKT2",0,Inf,8.43232979882346,"gonad"
"GNOT1",0,Inf,8.3899916231618,"gonad"
"LOC101751481",1.25281812459842e-169,168.902111972275,8.38278301366024,"gonad"
"ZPAX",6.56274278445975e-206,205.182914616843,8.38086598283006,"gonad"
"RNF17",0,Inf,8.37216972947783,"gonad"
"LOC107052752",1.42697141825505e-105,104.845584725567,8.3661598431964,"gonad"
"AGRP",4.72146822175669e-147,146.325922929024,8.3650841904886,"gonad"
"DLEU7",2.76294089148037e-88,87.5586284059914,8.3394226597717,"gonad"
"LRRC46",0,Inf,8.32552099581435,"gonad"
"MEP1A",0,Inf,8.32207589929453,"gonad"
"SPAG8",9.87239572294855e-218,217.005577444797,8.29555929218277,"gonad"
"BPIFCB",0,Inf,8.28491216261029,"gonad"
"CRYBA1",6.25198705403513e-207,206.203981929944,8.2347247071828,"gonad"
"HOXB4",5.51844617595512e-253,252.258183188974,8.23431270964528,"gonad"
"LOC421285",5.58820066287272e-288,287.252728007495,8.21391930586673,"gonad"
"EIF4E1B",5.94203262935745e-154,153.226064967694,8.20887797642774,"gonad"
"WDR72",0,Inf,8.20881819779583,"gonad"
"LOC101750794",2.38512609492943e-76,75.6224886560853,8.17175647377581,"gonad"
"LRRC71",8.59166379418321e-207,206.065922725963,8.14518967939356,"gonad"
"CTD-2207O23.12",0,Inf,8.14426397239558,"gonad"
"PFN3",2.51873935368399e-207,206.598816772206,8.13568200391886,"gonad"
"DCP1B",1.83046672116785e-143,142.737438162409,8.08960167034027,"gonad"
"SH3BGR",2.11301255142257e-147,146.675097923205,8.08740422173257,"gonad"
"LOC101749628",6.05965420249967e-174,173.21755215838,8.08223934826127,"gonad"
"ASCL4",2.79710991022733e-254,253.553290468034,8.05203808434685,"gonad"
"C9ORF24",1.70983901271588e-197,196.767044778017,8.04379842691219,"gonad"
"MEIOB",0,Inf,8.03237372459126,"gonad"
"SPO11",5.33103570101749e-173,172.273188409071,8.02632832209859,"gonad"
"LOC101748011",1.55886070332926e-195,194.807192690763,8.00732293952888,"gonad"
"DEPDC1",0,Inf,8.00108012813882,"gonad"
"TTLL3",1.04847672651591e-287,286.979441205311,7.97208970277073,"gonad"
"LOC107057480",1.86542388261965e-209,208.729222467359,7.96435005504415,"gonad"
"SPINK5",7.11333928449223e-217,216.147926476292,7.937562836547,"gonad"
"HSD17B2",0,Inf,7.9270611443868,"gonad"
"ARX",0,Inf,7.91080079136965,"gonad"
"LHCGR",0,Inf,7.87291413533518,"gonad"
"PKIG",1.95427331156454e-55,54.7090146988548,7.86816255925594,"gonad"
"LOC107053690",0,Inf,7.86755095591864,"gonad"
"BMP15",3.47809758495555e-169,168.458658237166,7.8509222853175,"gonad"
"WEE2",0,Inf,7.83338171663476,"gonad"
"LOC107055266",7.64644782629293e-213,212.11654027043,7.8325595136563,"gonad"
"LOC419726",7.70814380653588e-222,221.113050191551,7.78743298452634,"gonad"
"DDX4",0,Inf,7.77928137141831,"gonad"
"LOC107055128",4.93056695637968e-71,70.307103139167,7.76327118278416,"gonad"
"SLC15A5",8.03339128460513e-120,119.09510107922,7.74313391045452,"gonad"
"OLFM4",3.58608284593443e-180,179.445379681557,7.73047000909524,"gonad"
"C11ORF97",0,Inf,7.72269651140371,"gonad"
"HOXD8",8.33515478256398e-114,113.079086330978,7.70324349842612,"gonad"
"C14ORF39",7.93676111748368e-258,257.100356690996,7.67772103314271,"gonad"
"GSX2",8.03675747915918e-230,229.094919136942,7.66814857591553,"gonad"
"SLC51A",7.62436265022822e-117,116.117796454808,7.66200497178695,"gonad"
"LOC416309",2.06144566719426e-72,71.6858281072602,7.65183139771341,"gonad"
"CAPN9",1.58333686310324e-271,270.800426676911,7.63981588437796,"gonad"
"NOX5",1.20987255194483e-87,86.9172603758838,7.63644580127649,"gonad"
"CCDC183",1.38172326008948e-286,285.859578931384,7.62255572155682,"gonad"
"SYT8",0,Inf,7.60731369269628,"gonad"
"LOC107053832",0,Inf,7.60241508034019,"gonad"
"OVALX",5.28733346070957e-46,45.2767632987155,7.60209400397836,"gonad"
"NKX1-2",5.50477198073541e-154,153.259260665713,7.58520621744508,"gonad"
"FABP4",1.1464495002052e-157,156.94064507069,7.56268513712487,"gonad"
"LOC101750588",1.13620201066265e-159,158.944544446515,7.56239798566412,"gonad"
"LOC107052644",0,Inf,7.56032650822817,"gonad"
"HOXB6",8.62459124504323e-188,187.064261478774,7.56010232464769,"gonad"
"PIWIL1",0,Inf,7.55803145204149,"gonad"
"LOC417691",6.43963960398707e-223,222.191138437357,7.54485265173752,"gonad"
"CCDC121",1.14932309255855e-151,150.939557867229,7.54079922069977,"gonad"
"FLRT1",1.21047029278682e-139,138.917045864493,7.53945244584952,"gonad"
"LOC107053803",5.77533595557368e-126,125.238422747469,7.52953639954596,"gonad"
"CDHR4",0,Inf,7.48884969436467,"gonad"
"NKX2-3",5.77459629707555e-257,256.238478371969,7.47963188726274,"gonad"
"PRR22",2.49891668473902e-69,68.6022482232498,7.47336584248816,"gonad"
"ORM1",9.33586186417734e-59,58.0298455828484,7.47327100835708,"gonad"
"PADI1",0,Inf,7.46363454676735,"gonad"
"C3ORF30",2.64865316347092e-94,93.5769749080873,7.46297420763931,"gonad"
"RIBC2",0,Inf,7.45979072639226,"gonad"
"LOC101748326",1.35360414584469e-200,199.868508324138,7.45542492193474,"gonad"
"PAX5",5.3608493452922e-114,113.27076639748,7.45385607487319,"gonad"
"CDC20B",0,Inf,7.44786780959108,"gonad"
"PROK2",0,Inf,7.43475353607577,"gonad"
"LOC395381",3.17761473799342e-208,207.497898758893,7.41194051006766,"gonad"
"C11ORF85",1.53487671601983e-296,295.813926502078,7.38396961380522,"gonad"
"KBTBD12",7.96720554886989e-139,138.098693978167,7.38243283146275,"gonad"
"COR4",4.05826115565926e-54,53.3916600088521,7.38132485409342,"gonad"
"SLC26A3",7.2760376601773e-236,235.13810506173,7.37126940285615,"gonad"
"TCTE1",5.05036174445781e-225,224.296677513367,7.35679837127868,"gonad"
"TDRD1",0,Inf,7.32904564679306,"gonad"
"LOC101751416",2.83018320284378e-50,49.5481854509037,7.2598300638217,"gonad"
"KNSTRN",0,Inf,7.25843940287464,"gonad"
"PKDREJ",0,Inf,7.25563957954902,"gonad"
"DAZL",8.35286971412178e-201,200.078164292553,7.23028113899402,"gonad"
"FOXA2",6.76974576568606e-65,64.1694276407141,7.23009002797292,"gonad"
"TSPAN19",6.51771096797487e-169,168.185904902508,7.22762235583544,"gonad"
"SPACA1",8.61040332645896e-134,133.064976504951,7.2206283555622,"gonad"
"LOC107049033",0,Inf,7.21801431046914,"gonad"
"DDX43",0,Inf,7.21646315078761,"gonad"
"PAX2",0,Inf,7.21282683144048,"gonad"
"GUCY2C",1.22254616905203e-198,197.912734730907,7.21148183935582,"gonad"
"H1FOO",1.30486283671692e-249,248.884435137665,7.20739877725426,"gonad"
"FBXO47",7.61460399202622e-245,244.118352677824,7.20042205999064,"gonad"
"LOC107051069",1.55247131032211e-179,178.808976416842,7.18948306778402,"gonad"
"LOC101750514",0,Inf,7.11654724543539,"gonad"
"LOC417741",5.07904434691903e-69,68.2942179951773,7.10910513487505,"gonad"
"PCK1",0,Inf,7.10643278429436,"gonad"
"LOC424028",0,Inf,7.10273712437806,"gonad"
"LOC422926",3.92589077377036e-230,229.40606178752,7.08581475333299,"gonad"
"PIFO",3.68551966900209e-246,245.433501266701,7.082105252536,"gonad"
"CDX4",1.68177739621462e-82,81.7742314889147,7.07955599642058,"gonad"
"LOC422448",0,Inf,7.07344759707876,"gonad"
"LOC100858077",0,Inf,7.06221537663086,"gonad"
"HOXC9",2.37114095302266e-222,221.625042628518,7.06165482168579,"gonad"
"AKAP7L",2.01974899755876e-268,267.694702598746,7.05896735927493,"gonad"
"NEUROG2",0,Inf,7.02912291475497,"gonad"
"ANXA8",3.94821948967772e-302,301.403598712004,7.02879387832361,"gonad"
"CDK3",1.46812642015497e-119,118.833236545774,7.01881188642879,"gonad"
"GABRR3",2.03568872419105e-223,222.691288628939,7.00890314149506,"gonad"
"CNTD1",0,Inf,7.00868090363249,"gonad"
"C6ORF163",1.94603899272059e-105,104.710848462036,7.00038351093459,"gonad"
"KPNA7",1.4226441281156e-282,281.846903724318,6.99389590266169,"gonad"
"FAM221A",4.97841629633235e-289,288.302908790403,6.99316082443597,"gonad"
"C1HXORF59",0,Inf,6.99034520018604,"gonad"
"PAPOLG",0,Inf,6.97089513732455,"gonad"
"LOC100857840",0,Inf,6.96183719461803,"gonad"
"C7H21ORF58",2.0923137397083e-218,217.679373193032,6.95050814038264,"gonad"
"LOC101748341",1.07709684277473e-93,92.9677452471274,6.92982375551772,"gonad"
"LDLRAD1",3.33857150286254e-160,159.476439317958,6.92532651272942,"gonad"
"CCDC172",3.88920734901662e-42,41.4101389022798,6.91869272333607,"gonad"
"TCP10",2.41033822699252e-203,202.617922011446,6.90665457116765,"gonad"
"AvBD11",1.96248387040082e-59,58.707193904022,6.88207493372228,"gonad"
"AvBD7",3.50043197352559e-68,67.4558783578948,6.87737919403655,"gonad"
"HOXB5",8.03766985900342e-86,85.0948698360835,6.87109535373771,"gonad"
"RNF32",0,Inf,6.85733675251892,"gonad"
"FBXO39",1.02859419130072e-231,230.987755932565,6.83996778805183,"gonad"
"ATOH1",1.64063995086132e-116,115.784986717247,6.83451578339307,"gonad"
"EOMES",0,Inf,6.83419008691949,"gonad"
"LOC107052128",6.07349248244063e-131,130.21656150173,6.83209678479281,"gonad"
"ACR",5.9530857597349e-210,209.225257860987,6.8239151734601,"gonad"
"HOXB8",3.72404967344672e-106,105.428984534791,6.81213880001335,"gonad"
"LECT2",6.59302041579371e-113,112.180915579428,6.80948909125539,"gonad"
"ITIH3",0,Inf,6.80914250548189,"gonad"
"HOXB7",8.27356093200461e-307,306.082307530318,6.80232330188557,"gonad"
"PDCL2",8.57285401203961e-218,217.066874571853,6.80016422675423,"gonad"
"IMPG1",2.58350813908442e-138,137.587790165915,6.79833771379738,"gonad"
"PAX3",1.30228659470474e-202,201.885293429898,6.78558779991783,"gonad"
"KIF20AL",0,Inf,6.78244681801648,"gonad"
"LOC423793",0,Inf,6.78104984080813,"gonad"
"DDX25",7.99175716048134e-111,110.097357721162,6.78072885606813,"gonad"
"CFC1B",1.29670270792204e-218,217.887159582211,6.76707012227539,"gonad"
"BPIFB2",6.67194523199709e-138,137.175747527349,6.75047488630031,"gonad"
"RP1",2.60713442269901e-99,98.5838365762228,6.74774928749242,"gonad"
"BHLHE23",1.43908782285532e-155,154.841912701673,6.74465148739311,"gonad"
"SPIRE1L",0,Inf,6.7388377017709,"gonad"
"SLC38A1",0,Inf,6.72486277089097,"gonad"
"GPR174",5.76458789218862e-252,251.239231734778,6.72004518440613,"gonad"
"KRT75L4",3.91067769864451e-127,126.40774797527,6.71345227753193,"gonad"
"HOXA3",3.9032445848051e-275,274.408574234139,6.71339736068883,"gonad"
"HSD17B1",2.36761010718379e-172,171.625689814719,6.68750787191059,"gonad"
"AICDA",9.0244977768646e-131,130.044576957711,6.67505783151361,"gonad"
"PKHD1",1.08441368466012e-178,177.964805010517,6.67316913977774,"gonad"
"DPYS",3.3041777009234e-165,164.480936604071,6.66874961033685,"gonad"
"LOC101748229",2.28652847687687e-167,166.64082338546,6.65529464668343,"gonad"
"LOC423462",1.06956669436133e-202,201.970792129194,6.65510259540782,"gonad"
"HPD",2.0395753331419e-198,197.69046024908,6.61836117582341,"gonad"
"MMP13",1.57391962902459e-128,127.803017448319,6.61314807356751,"gonad"
"LOC101747521",8.5636523157365e-210,209.067340973375,6.57831304204912,"gonad"
"LOC107052731",3.59777793577302e-80,79.4439656459501,6.57084121613014,"gonad"
"MUC1",1.54007025592808e-253,252.812459466783,6.56931748709621,"gonad"
"FMR1NB",3.09362190427753e-182,181.509532765918,6.56831061105713,"gonad"
"PDE1A",0,Inf,6.56779309718907,"gonad"
"PBK",0,Inf,6.53893532914796,"gonad"
"NPY6R",6.04383861754633e-198,197.2186871407,6.52656055170418,"gonad"
"MUC6",1.52946607452999e-178,177.815460151767,6.51752493486574,"gonad"
"LRRC34",0,Inf,6.51726734136962,"gonad"
"BIRC7",0,Inf,6.51400535848116,"gonad"
"GPAT2",0,Inf,6.51345075405172,"gonad"
"RP11-514P8.6",6.64153043483982e-203,202.177731832858,6.51251305976685,"gonad"
"DCST1",1.38910165698074e-182,181.857265970641,6.51117136145896,"gonad"
"HOXC8",1.54668752862267e-149,148.810597416295,6.49477634063436,"gonad"
"ROS1",4.85324504280413e-149,148.313967780382,6.49163111209699,"gonad"
"DNAH7",0,Inf,6.49089240348381,"gonad"
"MOS",1.65348438031462e-173,172.781599903306,6.47744457471192,"gonad"
"RFX8",4.50178554107422e-239,238.34661519804,6.47594999643457,"gonad"
"LOC107052729",6.33169437368346e-73,72.1984800563849,6.47562238054991,"gonad"
"GMNC",0,Inf,6.4595235730828,"gonad"
"PARPBP",0,Inf,6.45663664652972,"gonad"
"LOC422511",1.17274728721113e-212,211.930795562986,6.45582068279643,"gonad"
"XAF1",0,Inf,6.45391361612259,"gonad"
"LOC100857632",4.52870200190158e-198,197.344026255865,6.43749613306309,"gonad"
"RBM46",7.92693686992839e-212,211.100894600511,6.43374332472795,"gonad"
"LOC107055930",7.91033237969953e-240,239.101805267749,6.42410994627924,"gonad"
"HOXA6",1.16821652368249e-138,137.932476655233,6.42171322817142,"gonad"
"AURKA",0,Inf,6.42024612959178,"gonad"
"LOC107057584",0,Inf,6.4194272087295,"gonad"
"DMC1",4.97546059714088e-275,274.30316670878,6.41487130215814,"gonad"
"HOXC6",2.73446168094459e-289,288.563128158181,6.41276253604779,"gonad"
"ARSE",0,Inf,6.40631974539435,"gonad"
"LOC101750583",8.43419733242367e-304,303.073956242143,6.40460479341397,"gonad"
"UBXN11",9.33305378529301e-236,235.029976231376,6.37643145462395,"gonad"
"HFM1",1.44117000204091e-282,281.841284786297,6.37624392650996,"gonad"
"COL10A1",2.4167322811912e-212,211.61677145685,6.35019856758292,"gonad"
"ZIC3",0,Inf,6.33297204613752,"gonad"
"LOC770883",4.71157200454357e-69,68.3268341673948,6.30799350624607,"gonad"
"LOC100857777",4.02618502172718e-179,178.395106271159,6.30737865227946,"gonad"
"LNP1",1.72939805000588e-179,178.762105035052,6.30278051948355,"gonad"
"RHOF",0,Inf,6.29495457230047,"gonad"
"CCDC178",1.7294501047785e-108,107.762091963012,6.29440642458725,"gonad"
"HSF5",4.16546595464435e-269,268.380336410773,6.28778451712224,"gonad"
"SYCP2",2.48985620772524e-233,232.603825733223,6.28301098823496,"gonad"
"TMED11",4.24271265621586e-226,225.372356380452,6.28107364390895,"gonad"
"LOC101752063",5.79304380505342e-80,79.2370931874994,6.26639614367371,"gonad"
"LOC100859353",2.1913656849082e-108,107.659285143349,6.26239884914439,"gonad"
"LOC424473",0,Inf,6.26181217213012,"gonad"
"LOC101747886",1.72166519785455e-46,45.7640512993755,6.25279878064739,"gonad"
"HBAD",1.83642826994467e-78,77.7360260303329,6.2497823669926,"gonad"
"TAF4B",0,Inf,6.24125525643909,"gonad"
"LOC107052834",2.26332624373028e-141,140.645252840813,6.24041719001749,"gonad"
"KYNU",0,Inf,6.23468689262545,"gonad"
"CCDC37",0,Inf,6.22947176175907,"gonad"
"PRDM12",2.01028418462341e-174,173.696742544027,6.22440033134079,"gonad"
"CALCA",4.18885942130788e-286,285.377904214376,6.22281640619673,"gonad"
"GPR114",6.86314503435267e-266,265.163476823351,6.213738450118,"gonad"
"GBX2",3.39382683434816e-167,166.469310320771,6.21024372000045,"gonad"
"DNAH1",2.30686169460975e-68,67.6369784423529,6.20641812792768,"gonad"
"TTC34",0,Inf,6.2012154379784,"gonad"
"LOC107052726",3.04996855167326e-58,57.5157046386549,6.19994000555797,"gonad"
"FRMPD2",1.60821381396735e-288,287.793656211773,6.19155321726303,"gonad"
"OR4S2",3.72233524554874e-125,124.429184515478,6.19134210326546,"gonad"
"PATL2",0,Inf,6.17611185580471,"gonad"
"LAD1",1.58329244016735e-100,99.8004388618773,6.17234792883467,"gonad"
"GLRA1",2.09120945485064e-153,152.679602466211,6.17164539070801,"gonad"
"C17ORF78",1.10454492906669e-165,164.956816613836,6.16604412674424,"gonad"
"BCL2L14",1.36811720578078e-136,135.863876695274,6.16046764866462,"gonad"
"CENPI",0,Inf,6.147255403043,"gonad"
"LHX9",2.26406954250208e-304,303.645110237616,6.13329370554745,"gonad"
"NPHS2",4.31802338193984e-178,177.364715010307,6.13309664289072,"gonad"
"LOC428499",4.80647211930815e-150,149.318173572538,6.12524248649887,"gonad"
"ATP8A2",7.80378931527428e-58,57.1076944640916,6.12186795008524,"gonad"
"RAG2",4.62969788950683e-214,213.334447347902,6.11109814624831,"gonad"
"CLDN18",1.16433043098999e-275,274.933923751653,6.10376971972285,"gonad"
"ADAM20",2.27799369359552e-230,229.642447482557,6.10298945264018,"gonad"
"EMB",0,Inf,6.09981721691547,"gonad"
"KIF18B",0,Inf,6.09901718161736,"gonad"
"Pou5f3",1.33591709716146e-270,269.874220491982,6.09364000942263,"gonad"
"TOPAZ1",0,Inf,6.08949677758456,"gonad"
"TEX14",2.24241678678829e-279,278.649283664096,6.08614113015098,"gonad"
"SP9",5.61991501788937e-204,203.250270251609,6.08419774358931,"gonad"
"TNFSF8",5.99894670839782e-107,106.221924996097,6.0735584715406,"gonad"
"IGFALS",1.6233185530807e-76,75.7895962477215,6.04938112340463,"gonad"
"EXO1",0,Inf,6.04528053296039,"gonad"
"LRRC48",1.4051206987888e-306,305.852286368594,6.04190099823905,"gonad"
"ZAR1L",0,Inf,6.04162903282558,"gonad"
"LOC107054158",2.60780692759714e-132,131.583724565311,6.03930846343501,"gonad"
"UPB1",0,Inf,6.03899029048748,"gonad"
"RP11-834C11.12",1.08868312650211e-115,114.963098508157,6.02583329021539,"gonad"
"TRIM66",0,Inf,6.01864282159719,"gonad"
"LOC101752046",2.42761259141197e-139,138.6148206186,6.0168444914854,"gonad"
"NOBOX",3.06823463823309e-225,224.513111431492,6.00925494847477,"gonad"
"C2H18ORF63",7.61528631750463e-176,175.118313763533,6.00862039139235,"gonad"
"MCMDC2",3.97775959940862e-296,295.400361467518,6.00047133533987,"gonad"
"ANXA10",5.47250255332208e-177,176.26181402713,5.99625059309092,"gonad"
"CCDC147",0,Inf,5.99406883659637,"gonad"
"VTG1",3.18564826422178e-213,212.49680217748,5.99109002451486,"gonad"
"SLC25A48",4.05126933606506e-254,253.392408883136,5.98161259178398,"gonad"
"FIGLA",1.66172545207285e-232,231.779440728145,5.9814401750361,"gonad"
"PLA2G2A",1.24050519475136e-88,87.9064014127323,5.97430339942457,"gonad"
