"gene","padj","logpadj","lfc","sextissue","direction"
"OVALX",0.00705135047744658,2.15172769879079,6.17292190934136,"female_gonad","chicks"
"LOC101749216",2.44977689434551e-06,5.61087346582593,5.19375383835196,"female_gonad","chicks"
"BPIFB2",0.00522506068542057,2.28190866116136,4.94711507795932,"female_gonad","chicks"
"OvoDA1",0.000268984344850601,3.57027299562155,4.89819903331522,"female_gonad","chicks"
"CDC20B",2.9873907127164e-10,9.5247079734856,4.07239625182937,"female_gonad","chicks"
"WFIKKN2",0.019018440393535,1.72082510024051,4.00714909639099,"female_gonad","chicks"
"OVALY",0.0322773236833845,1.49110248255355,3.94746060580691,"female_gonad","chicks"
"OCX36",0.0168344774268733,1.77380036036575,3.63763733232302,"female_gonad","chicks"
"AGRP",0.00292235277856092,2.53426735837625,3.48828290497474,"female_gonad","chicks"
"GCM1",0.00871898704057029,2.05953396784777,2.8397354752929,"female_gonad","chicks"
"LOC101750121",0.000807048512149142,3.09310035880278,2.80327031368763,"female_gonad","chicks"
"AvBD11",0.0128288120383273,1.89181355789522,2.772279647959,"female_gonad","chicks"
"ZP1",0.00124530013091959,2.90472596624402,2.72620327354601,"female_gonad","chicks"
"SULT1C3",0.019731716826459,1.70483512580612,2.69688899162235,"female_gonad","chicks"
"CA8",0.000147977819994858,3.82980337498148,2.6716307089236,"female_gonad","chicks"
"SPINK7",0.078114019472168,1.10727101435578,2.6459884140884,"female_gonad","chicks"
"LOC107053409",0.0277479481318521,1.55676912598134,2.62858318135548,"female_gonad","chicks"
"COL10A1",0.0166363080891167,1.77894304549848,2.60056260502026,"female_gonad","chicks"
"SPINK5",0.013279324646209,1.87682401155557,2.59700061785755,"female_gonad","chicks"
"IL20RB",0.0143286773841079,1.84379389552681,2.51945821007926,"female_gonad","chicks"
"RBP",0.00755517016168299,2.12175574979647,2.44307942524096,"female_gonad","chicks"
"FOXN4",1.8335951888923e-06,5.73669653924165,2.42085693605333,"female_gonad","chicks"
"WFDC2",0.049720680440169,1.30346293655918,2.39348258232389,"female_gonad","chicks"
"REG4",0.0965632283761709,1.01518822300061,2.02448839838648,"female_gonad","chicks"
"LOC428250",0.0357837831319594,1.44631374687426,2.01125453521316,"female_gonad","chicks"
"PI15",0.0197523838824106,1.70438048259452,1.91780948446954,"female_gonad","chicks"
"SLC26A7",0.0421347189361802,1.37535989873747,1.88958696373039,"female_gonad","chicks"
"GHRH-LR",0.00435927045518017,2.36058618591494,1.88161544240988,"female_gonad","chicks"
"TEKT5",0.00681103687564265,2.16678676839677,1.83424675842555,"female_gonad","chicks"
"LOC101749727",0.00317945313740752,2.49764757178598,1.77154874244841,"female_gonad","chicks"
"CCDC67",0.0309360748520139,1.50953479012761,1.71134686067854,"female_gonad","chicks"
"LOC107050569",0.0935034436311361,1.02917239423486,1.70449526252075,"female_gonad","chicks"
"ADORA1",0.0137538672141986,1.86157517284111,1.66992804010874,"female_gonad","chicks"
"TF",0.0786175402376395,1.10448054838074,1.61158087965567,"female_gonad","chicks"
"NWD2",0.000646172532109892,3.18965150717669,1.59750417351275,"female_gonad","chicks"
"SOX17",0.00217113537180237,2.66331309713798,1.59648465105969,"female_gonad","chicks"
"SLC10A4",0.00675112769760984,2.17062367725147,1.59365890124497,"female_gonad","chicks"
"GMNC",0.00960679367840349,2.01742153638203,1.59253652712674,"female_gonad","chicks"
"CHST4",0.0273545778340895,1.56296998334457,1.53262848794885,"female_gonad","chicks"
"RNF43",0.00222500524870292,2.65266896019764,1.52540705522321,"female_gonad","chicks"
"ST8SIA3",0.0323625248751401,1.48995760274071,1.50586454199466,"female_gonad","chicks"
"BCL11B",0.0029773235760986,2.5261739635805,1.50301545731081,"female_gonad","chicks"
"CKMT1A",0.0142297679551388,1.84680218189916,1.49247890950281,"female_gonad","chicks"
"TSGA10",0.00380459044674016,2.41969208693385,1.47460916361722,"female_gonad","chicks"
"SEMA3G",0.00168508268581703,2.77337878374634,1.47285917351097,"female_gonad","chicks"
"LOC101750367",0.0924517398786655,1.03408491130207,1.47121872487416,"female_gonad","chicks"
"MUC2",0.0884688427319461,1.05320965373246,1.46962942709856,"female_gonad","chicks"
"RIMBP2",0.0119436804833378,1.92286182334895,1.46353761787488,"female_gonad","chicks"
"SI",0.069152793096692,1.16019027394971,1.45761542283162,"female_gonad","chicks"
"GPX2",0.0599024967572761,1.22255507568565,1.43022713199888,"female_gonad","chicks"
"OPRM1",0.0541290456053721,1.2665696302519,1.38861679327947,"female_gonad","chicks"
"FAM167A",0.0596847183942937,1.22413685089055,1.38481953163373,"female_gonad","chicks"
"ANO9",0.0120591759873822,1.91868236685252,1.36922505587962,"female_gonad","chicks"
"HK3",0.024536761436366,1.61018275958503,1.35830984996681,"female_gonad","chicks"
"F13B",0.0164732217638524,1.78322145502394,1.31870870840993,"female_gonad","chicks"
"MPPED2",0.000136472673969687,3.86495429904243,1.31864550207099,"female_gonad","chicks"
"SPTSSB",0.0737961188372506,1.13196647844646,1.31153143496112,"female_gonad","chicks"
"CENPA",0.00292235277856092,2.53426735837625,1.30227253110759,"female_gonad","chicks"
"CLIC6",0.0511025952826855,1.29155704334223,1.28789128608331,"female_gonad","chicks"
"TLDC2",0.0575002200287933,1.24033049344762,1.28046276575271,"female_gonad","chicks"
"SRMS",0.00495038190622867,2.30536129533516,1.27997247019148,"female_gonad","chicks"
"KCNA6",0.011826576090747,1.92714096966815,1.27994247084205,"female_gonad","chicks"
"CALB1",0.0689356373395771,1.16155620481696,1.27534843657544,"female_gonad","chicks"
"LOC422150",0.0680897579024085,1.16691820998137,1.2489368142645,"female_gonad","chicks"
"CELSR1",0.0351816317870082,1.45368402105655,1.24194150551521,"female_gonad","chicks"
