"","row.names","Name","geneid","entrezid"
"1","408082","EDNRB",408082,"NP_001001127.1"
"2","408183","CYP26A1",408183,"NP_001001129.1"
"3","374073","CFDP1",374073,"NP_001001189.1"
"4","407777","AvBD7",407777,"NP_001001194.1"
"5","407779","KRT5",407779,"NP_001001195.1"
"6","408034","HSD11B1L",408034,"NP_001001201.1"
"7","408036","EREG",408036,"NP_001001203.1"
"8","408251","ADCYAP1",408251,"NP_001001291.2"
"9","408035","EGF",408035,"NP_001001292.1"
"10","408027","IGFBP1",408027,"NP_001001294.1"
"11","403120","IFI6",403120,"NP_001001296.1"
"12","408024","PAH",408024,"NP_001001298.1"
"13","408032","BVES",408032,"NP_001001299.2"
"14","408025","TOP1MT",408025,"NP_001001300.1"
"15","408026","TPH2",408026,"NP_001001301.1"
"16","395102","POLH",395102,"NP_001001304.2"
"17","396195","SRSF2",396195,"NP_001001305.1"
"18","408038","LOC408038",408038,"NP_001001310.2"
"19","408039","KRT14",408039,"NP_001001311.2"
"20","408253","RP11-196G11.1",408253,"NP_001001328.1"
"21","395542","TEAD4",395542,"NP_001001337.1"
"22","373928","PPARG",373928,"NP_001001460.1"
"23","373964","MSTN",373964,"NP_001001461.1"
"24","374102","SDC2",374102,"NP_001001462.1"
"25","374115","ARNTL",374115,"NP_001001463.1"
"26","378791","RTN1",378791,"NP_001001466.1"
"27","395225","TOB1",395225,"NP_001001467.1"
"28","395226","IFRD1",395226,"NP_001001468.1"
"29","395708","LYG2",395708,"NP_001001470.1"
"30","396006","PTPRVP",396006,"NP_001001471.1"
"31","396093","NFKBIA",396093,"NP_001001472.2"
"32","414142","LEPRE1",414142,"NP_001001529.1"
"33","414143","LEPREL1",414143,"NP_001001530.1"
"34","414144","FUS",414144,"NP_001001531.1"
"35","414335","ST8SIA6",414335,"NP_001001603.1"
"36","414336","ST8SIA2",414336,"NP_001001604.1"
"37","414339","AvBD12",414339,"NP_001001607.2"
"38","414340","AvBD5",414340,"NP_001001608.2"
"39","414341","AvBD10",414341,"NP_001001609.1"
"40","414343","AvBD9",414343,"NP_001001611.1"
"41","414740","EIF1AD",414740,"NP_001001612.1"
"42","414741","CD74",414741,"NP_001001613.1"
"43","414743","TGFA",414743,"NP_001001614.1"
"44","374259","CACNB4",374259,"NP_001001733.1"
"45","414884","CCK",414884,"NP_001001741.1"
"46","414885","CCKBR",414885,"NP_001001742.1"
"47","373974","IRX4",373974,"NP_001001744.1"
"48","414795","VSIG1",414795,"NP_001001745.1"
"49","414796","ST8SIA3",414796,"NP_001001746.1"
"50","414798","CYB5A",414798,"NP_001001748.1"
"51","414832","CYP3A7",414832,"NP_001001751.1"
"52","414833","CYP2C45",414833,"NP_001001752.1"
"53","414834","CYP7A1",414834,"NP_001001753.1"
"54","414837","THBS2",414837,"NP_001001755.1"
"55","414838","CYP11A1",414838,"NP_001001756.1"
"56","414841","CYP2C8",414841,"NP_001001757.1"
"57","414842","CDH6",414842,"NP_001001758.1"
"58","414847","CDHR1",414847,"NP_001001759.1"
"59","414854","CYP19A1",414854,"NP_001001761.2"
"60","414870","SLC5A7",414870,"NP_001001763.1"
"61","414873","PDLIM3",414873,"NP_001001764.1"
"62","414879","UBA5",414879,"NP_001001765.1"
"63","414881","RNF114",414881,"NP_001001767.2"
"64","414891","SLC24A2",414891,"NP_001001772.1"
"65","414892","SLC24A1",414892,"NP_001001773.1"
"66","414895","GSTA",414895,"NP_001001776.1"
"67","414896","GSTA3",414896,"NP_001001777.1"
"68","414829","CMTM3",414829,"NP_001001778.2"
"69","414876","AvBD11",414876,"NP_001001779.1"
"70","414782","RPS13",414782,"NP_001001783.1"
"71","414803","THPO",414803,"NP_001001784.1"
"72","414780","XYLT2",414780,"NP_001001785.1"
"73","396057","STMN1",396057,"NP_001001858.1"
"74","415121","CYP4V2",415121,"NP_001001879.1"
"75","425056","CYP17A1",425056,"NP_001001901.1"
"76","432370","CSNK2A1",432370,"NP_001002242.1"
"77","416018","GATA2",416018,"NP_001003797.1"
"78","415400","CCNB2",415400,"NP_001004369.1"
"79","415490","RHCG",415490,"NP_001004370.1"
"80","415803","GCSH",415803,"NP_001004372.1"
"81","415809","PNAT3",415809,"NP_001004373.1"
"82","416650","HBZ",416650,"NP_001004374.1"
"83","416651","HBAD",416651,"NP_001004375.1"
"84","416652","HBAA",416652,"NP_001004376.1"
"85","416669","PAM16",416669,"NP_001004377.1"
"86","417044","GNB2L1",417044,"NP_001004378.1"
"87","417158","RPL7A",417158,"NP_001004379.1"
"88","417771","CAPZA2",417771,"NP_001004380.1"
"89","417890","EPYC",417890,"NP_001004382.1"
"90","418090","IGF1",418090,"NP_001004384.1"
"91","418308","EPHB6",418308,"NP_001004387.1"
"92","418486","CCT8",418486,"NP_001004389.2"
"93","419222","CDH4",419222,"NP_001004391.1"
"94","419243","COL20A1",419243,"NP_001004392.2"
"95","419263","STMN3",419263,"NP_001004393.1"
"96","419825","CNTN2",419825,"NP_001004395.1"
"97","419956","RNF113A",419956,"NP_001004396.1"
"98","420077","SF3A2",420077,"NP_001004397.1"
"99","420872","LY86",420872,"NP_001004399.1"
"100","420883","TUBB2B",420883,"NP_001004400.1"
"101","422743","PPAT",422743,"NP_001004401.1"
"102","422842","WDR1",422842,"NP_001004402.1"
"103","422902","SLBP",422902,"NP_001004403.1"
"104","423233","CAPN3",423233,"NP_001004405.2"
"105","423320","CFL2",423320,"NP_001004406.1"
"106","424230","GYPC",424230,"NP_001004407.1"
"107","424547","VTG1",424547,"NP_001004408.1"
"108","424776","TRPC1",424776,"NP_001004409.1"
"109","424971","PIK3CA",424971,"NP_001004410.1"
"110","425031","MME",425031,"NP_001004412.1"
"111","426905","NCSTN",426905,"NP_001004413.2"
"112","428264","IL10",428264,"NP_001004414.2"
"113","423646","SIRT1",423646,"NP_001004767.1"
"114","448832","MCAM",448832,"NP_001004768.1"
"115","416362","PDLIM7",416362,"NP_001005345.2"
"116","419088","TSKU",419088,"NP_001005346.1"
"117","422851","EVC",422851,"NP_001005347.1"
"118","374137","MEOX2",374137,"NP_001005427.1"
"119","421186","FKBP5",421186,"NP_001005431.1"
"120","425055","CYP8B1",425055,"NP_001005571.1"
"121","419485","PLOD1",419485,"NP_001005618.1"
"122","395127","AVEN",395127,"NP_001005791.1"
"123","396509","SSRP1",396509,"NP_001005796.1"
"124","404774","SNTB1",404774,"NP_001005798.1"
"125","415328","CTD-2116N17.1",415328,"NP_001005800.1"
"126","415334","SEC11A",415334,"NP_001005802.1"
"127","415421","TMOD3",415421,"NP_001005813.1"
"128","415461","BTBD1",415461,"NP_001005819.1"
"129","415498","MRPS11",415498,"NP_001005821.1"
"130","415523","SNRPA1",415523,"NP_001005823.1"
"131","415540","VWA9",415540,"NP_001005825.1"
"132","415544","RAB11A",415544,"NP_001005827.1"
"133","415549","MAP2K1",415549,"NP_001005830.1"
"134","415627","CFAP20",415627,"NP_001005833.1"
"135","415637","CIAPIN1",415637,"NP_001005834.2"
"136","769430","E2F4",769430,"NP_001005835.1"
"137","415730","BRD7",415730,"NP_001005839.1"
"138","415742","ITFG1",415742,"NP_001005840.1"
"139","415744","DNAJA2",415744,"NP_001005841.1"
"140","415750","VPS35",415750,"NP_001005842.1"
"141","415752","UQCRFS1",415752,"NP_001005843.1"
"142","395128","HES4",395128,"NP_001005848.1"
"143","415783","GPI",415783,"NP_001006128.1"
"144","415817","USP10",415817,"NP_001006130.1"
"145","415876","DHODH",415876,"NP_001006131.1"
"146","415937","USP4",415937,"NP_001006134.1"
"147","415942","WDR82",415942,"NP_001006135.1"
"148","415974","ACAD9",415974,"NP_001006136.1"
"149","416015","C12H3ORF37",416015,"NP_001006137.1"
"150","416022","RUVBL1",416022,"NP_001006138.1"
"151","416044","CCDC174",416044,"NP_001006140.2"
"152","416087","SUCLG2",416087,"NP_001006141.1"
"153","416098","PPP4R2",416098,"NP_001006142.1"
"154","416110","EDEM1",416110,"NP_001006143.1"
"155","416132","HARS",416132,"NP_001006144.1"
"156","416133","IK",416133,"NP_001006145.1"
"157","416157","SLU7",416157,"NP_001006146.1"
"158","416183","HSPA9",416183,"NP_001006147.1"
"159","416219","BRD8",416219,"NP_001006148.1"
"160","416250","TIMD4",416250,"NP_001006149.1"
"161","416265","G3BP1",416265,"NP_001006150.1"
"162","416270","RBM22",416270,"NP_001006151.1"
"163","416318","PPP2CA",416318,"NP_001006152.1"
"164","416319","CTD-2410N18.5",416319,"NP_001006153.1"
"165","416321","C13H5ORF15",416321,"NP_001006154.2"
"166","416341","GNPDA1",416341,"NP_001006156.1"
"167","416433","CCZ1",416433,"NP_001006158.1"
"168","416467","NUDT1",416467,"NP_001006160.2"
"169","416476","CARD11",416476,"NP_001006161.2"
"170","416481","WIPI2",416481,"NP_001006162.1"
"171","416504","COPS3",416504,"NP_001006163.1"
"172","416508","PEMT",416508,"NP_001006164.1"
"173","416545","TBL3",416545,"NP_001006166.1"
"174","416565","LCMT1",416565,"NP_001006167.2"
"175","416597","NDE1",416597,"NP_001006169.1"
"176","416598","FOPNL",416598,"NP_001006170.1"
"177","416604","RP11-1035H13.3",416604,"NP_001006171.1"
"178","416623","METTL9",416623,"NP_001006172.1"
"179","416628","RMI2",416628,"NP_001006174.1"
"180","416666","TRAP1",416666,"NP_001006175.1"
"181","416670","CORO7",416670,"NP_001006176.1"
"182","416715","APMAP",416715,"NP_001006177.1"
"183","416724","SEC23B",416724,"NP_001006179.1"
"184","416769","AL158801.1",416769,"NP_001006180.1"
"185","416771","TOP3B",416771,"NP_001006181.1"
"186","416777","SEPT2L",416777,"NP_001006182.1"
"187","416787","RANBP1",416787,"NP_001006183.1"
"188","416811","AACS",416811,"NP_001006184.1"
"189","416820","DDX55",416820,"NP_001006185.1"
"190","416821","SSPO",416821,"NP_001006186.1"
"191","416842","ANAPC5",416842,"NP_001006187.1"
"192","416853","RP11-87C12.2",416853,"NP_001006189.1"
"193","416872","PPP1CC",416872,"NP_001006190.1"
"194","416884","TRAFD1",416884,"NP_001006191.2"
"195","416918","XBP1",416918,"NP_001006192.2"
"196","416969","ACADS",416969,"NP_001006193.1"
"197","417019","THOC5",417019,"NP_001006195.1"
"198","417134","PMPCA",417134,"NP_001006197.1"
"199","417144","WDR5",417144,"NP_001006198.1"
"200","417184","FUBP3",417184,"NP_001006199.1"
"201","417197","SSPO",417197,"NP_001006200.1"
"202","417226","CDK9",417226,"NP_001006201.1"
"203","417254","NELFB",417254,"NP_001006202.1"
"204","417286","EDF1",417286,"NP_001006203.1"
"205","417363","SRP68",417363,"NP_001006204.1"
"206","417366","ACOX1",417366,"NP_001006205.1"
"207","417382","GPS1",417382,"NP_001006206.1"
"208","417405","UTP6",417405,"NP_001006207.2"
"209","417410","RHOT1",417410,"NP_001006208.1"
"210","417423","NOL11",417423,"NP_001006210.1"
"211","417477","SBDS",417477,"NP_001006211.1"
"212","417484","WBSCR16",417484,"NP_001006212.1"
"213","417508","PRKRIP1",417508,"NP_001006214.1"
"214","417530","LIG3",417530,"NP_001006215.2"
"215","417541","CCT6A",417541,"NP_001006216.1"
"216","417554","YWHAE",417554,"NP_001006219.1"
"217","417563","RPA1",417563,"NP_001006221.1"
"218","417628","TRIM37",417628,"NP_001006224.1"
"219","417716","PSMC2",417716,"NP_001006225.1"
"220","417728","PHTF2",417728,"NP_001006226.1"
"221","417739","MAPK11",417739,"NP_001006227.1"
"222","417773","TFEC",417773,"NP_001006229.2"
"223","417784","THAP5",417784,"NP_001006230.1"
"224","417811","RPAP3",417811,"NP_001006231.1"
"225","417889","POC1B",417889,"NP_001006232.1"
"226","417912","METAP2",417912,"NP_001006233.1"
"227","417918","LTA4H",417918,"NP_001006234.1"
"228","417923","TMPO",417923,"NP_001006235.1"
"229","417999","L3MBTL2",417999,"NP_001006238.1"
"230","418011","RPS19BP1",418011,"NP_001006239.2"
"231","418014","TAB1",418014,"NP_001006240.2"
"232","418016","RPL3",418016,"NP_001006241.1"
"233","418019","DNAL4",418019,"NP_001006242.1"
"234","418058","MCM5",418058,"NP_001006243.1"
"235","418145","WASH1",418145,"NP_001006245.1"
"236","418162","ATP6V1E1",418162,"NP_001006246.1"
"237","418175","STRAP",418175,"NP_001006247.2"
"238","418176","DERA",418176,"NP_001006248.1"
"239","418261","FKBP4",418261,"NP_001006250.1"
"240","418281","ING4",418281,"NP_001006251.1"
"241","418365","TAF13",418365,"NP_001006252.1"
"242","418398","PCNP",418398,"NP_001006253.1"
"243","418413","HJURP",418413,"NP_001006255.2"
"244","418470","SAMSN1",418470,"NP_001006256.2"
"245","418497","C1H21ORF59",418497,"NP_001006258.1"
"246","418595","PDK3",418595,"NP_001006259.1"
"247","418597","EIF2S3L",418597,"NP_001006260.1"
"248","418634","TRAPPC2",418634,"NP_001006263.1"
"249","418735","CDC16",418735,"NP_001006265.2"
"250","418745","PCID2",418745,"NP_001006266.2"
"251","418765","ARGLU1",418765,"NP_001006267.1"
"252","418778","UBAC2",418778,"NP_001006268.1"
"253","418842","GPALPP1",418842,"NP_001006270.1"
"254","418857","SUCLA2",418857,"NP_001006271.2"
"255","418871","SPRYD7",418871,"NP_001006273.1"
"256","418882","CKAP2",418882,"NP_001006274.1"
"257","418907","RFC3",418907,"NP_001006276.1"
"258","418951","N6AMT2",418951,"NP_001006277.1"
"259","418983","MMP7",418983,"NP_001006278.1"
"260","418984","TMEM123",418984,"NP_001006279.2"
"261","419000","MED17",419000,"NP_001006280.1"
"262","419039","RP11-234B24.6",419039,"NP_001006281.1"
"263","419053","POLD3",419053,"NP_001006284.2"
"264","419139","UQCC",419139,"NP_001006285.1"
"265","419150","CHMP4B",419150,"NP_001006286.1"
"266","419190","YWHAB",419190,"NP_001006289.1"
"267","419194","ADA",419194,"NP_001006290.1"
"268","419196","SERINC3",419196,"NP_001006291.1"
"269","419308","DDX27",419308,"NP_001006293.1"
"270","419312","NELFCD",419312,"NP_001006294.1"
"271","419317","VAPB",419317,"NP_001006296.1"
"272","419329","RTFDC1",419329,"NP_001006297.2"
"273","419373","ICMT",419373,"NP_001006298.1"
"274","419383","WRAP73",419383,"NP_001006299.2"
"275","419397","RER1",419397,"NP_001006300.1"
"276","419408","MIB2",419408,"NP_001006301.1"
"277","419423","SDF4",419423,"NP_001006302.1"
"278","419450","PGD",419450,"NP_001006303.1"
"279","419472","PQLC2",419472,"NP_001006304.1"
"280","419513","NFU1",419513,"NP_001006305.2"
"281","419535","CHMP7",419535,"NP_001006306.1"
"282","419549","ZNF593",419549,"NP_001006307.1"
"283","419556","SNRNP40",419556,"NP_001006308.1"
"284","419575","LPO",419575,"NP_001006310.2"
"285","419578","NUDC",419578,"NP_001006311.1"
"286","419626","ADPRHL2",419626,"NP_001006312.1"
"287","419650","TMEM39B",419650,"NP_001006313.2"
"288","419711","EI24",419711,"NP_001006316.2"
"289","419727","APLP2",419727,"NP_001006317.2"
"290","419760","RBM7",419760,"NP_001006318.1"
"291","419788","TRAPPC4",419788,"NP_001006320.1"
"292","419793","SSPO",419793,"NP_001006321.1"
"293","419845","EIF2D",419845,"NP_001006322.2"
"294","419875","SLC16A1",419875,"NP_001006323.1"
"295","419887","SIKE1",419887,"NP_001006324.2"
"296","419926","MED20",419926,"NP_001006327.1"
"297","419940","CD79B",419940,"NP_001006328.2"
"298","419948","METTL2A",419948,"NP_001006329.1"
"299","419955","LIMD2",419955,"NP_001006330.2"
"300","420018","BECN1",420018,"NP_001006332.1"
"301","420032","NKIRAS2",420032,"NP_001006333.1"
"302","420034","NT5C3B",420034,"NP_001006334.1"
"303","420047","SMARCE1",420047,"NP_001006335.2"
"304","420055","LSM7",420055,"NP_001006337.1"
"305","420085","RNF126",420085,"NP_001006338.2"
"306","420117","COPE",420117,"NP_001006339.1"
"307","420131","PEX11G",420131,"NP_001006340.1"
"308","420144","CHERP",420144,"NP_001006341.2"
"309","420161","C28H19ORF10",420161,"NP_001006342.1"
"310","420182","RPL7",420182,"NP_001006345.1"
"311","420197","FABP5",420197,"NP_001006346.1"
"312","420222","OTUD6B",420222,"NP_001006347.1"
"313","420237","MTERF3",420237,"NP_001006348.1"
"314","420272","EIF3E",420272,"NP_001006349.1"
"315","420350","DERL1",420350,"NP_001006350.1"
"316","420367","SSPO",420367,"NP_001006351.2"
"317","420398","ARF1",420398,"NP_001006352.1"
"318","420458","GTPBP4",420458,"NP_001006354.1"
"319","420483","RAB18",420483,"NP_001006355.1"
"320","420492","APBB1IP",420492,"NP_001006357.2"
"321","420594","BZW2",420594,"NP_001006358.2"
"322","420617","IGF2BP3",420617,"NP_001006359.1"
"323","420618","TRA2A",420618,"NP_001006360.1"
"324","420623","DFNA5",420623,"NP_001006361.1"
"325","420632","HIBADH",420632,"NP_001006362.1"
"326","420649","RAB5A",420649,"NP_001006363.1"
"327","420669","CNOT10",420669,"NP_001006364.1"
"328","420686","MRPL3",420686,"NP_001006366.1"
"329","420689","ACAD11",420689,"NP_001006367.1"
"330","420706","TGM4",420706,"NP_001006368.1"
"331","420709","KIAA1143",420709,"NP_001006369.1"
"332","420797","SLC12A7",420797,"NP_001006371.2"
"333","420840","DTNBP1",420840,"NP_001006372.1"
"334","420866","BLOC1S5",420866,"NP_001006373.1"
"335","420889","EXOC2",420889,"NP_001006376.2"
"336","420895","SERPINB6",420895,"NP_001006377.1"
"337","420901","VPS4B",420901,"NP_001006378.2"
"338","420955","GALNT1",420955,"NP_001006381.1"
"339","420969","FH",420969,"NP_001006382.1"
"340","421013","CNDP2",421013,"NP_001006385.1"
"341","421119","TCEA1",421119,"NP_001006387.1"
"342","421121","MRPL15",421121,"NP_001006388.1"
"343","421126","TGS1",421126,"NP_001006389.1"
"344","421145","YTHDF3",421145,"NP_001006391.1"
"345","421237","PLK1S1",421237,"NP_001006394.1"
"346","421295","WDR43",421295,"NP_001006396.1"
"347","421346","IARS2",421346,"NP_001006397.1"
"348","421348","EPRS",421348,"NP_001006398.1"
"349","421374","INTS7",421374,"NP_001006399.1"
"350","421413","MCFD2",421413,"NP_001006400.1"
"351","421460","RASGRP3",421460,"NP_001006401.1"
"352","421480","SLC30A6",421480,"NP_001006402.1"
"353","421526","TSNAX",421526,"NP_001006403.2"
"354","421531","EXOC8",421531,"NP_001006404.1"
"355","421586","TCP1",421586,"NP_001006405.1"
"356","421602","EIF3M",421602,"NP_001006406.1"
"357","421760","CDC40",421760,"NP_001006407.1"
"358","421772","SNX3",421772,"NP_001006408.1"
"359","421784","ATG5",421784,"NP_001006409.1"
"360","421785","PREP",421785,"NP_001006410.1"
"361","421853","HMGN3",421853,"NP_001006412.1"
"362","421874","LMBRD1",421874,"NP_001006413.1"
"363","421895","FBXO9",421895,"NP_001006414.1"
"364","421932","YWHAQ",421932,"NP_001006415.1"
"365","421934","KLF11",421934,"NP_001006417.1"
"366","421975","LOC421975",421975,"NP_001006419.1"
"367","422043","MCM3",422043,"NP_001006421.1"
"368","422055","ENPP4",422055,"NP_001006422.2"
"369","422108","SLC9A3R1",422108,"NP_001006424.1"
"370","422119","HN1",422119,"NP_001006425.1"
"371","422120","NUP85",422120,"NP_001006426.2"
"372","422143","CHMP1B",422143,"NP_001006428.1"
"373","422214","LOC422214",422214,"NP_001006430.1"
"374","422271","APOOL",422271,"NP_001006434.1"
"375","422332","MAGT1",422332,"NP_001006435.1"
"376","422346","NXT2",422346,"NP_001006436.1"
"377","422368","NKAP",422368,"NP_001006437.1"
"378","422423","MSMO1",422423,"NP_001006438.1"
"379","422462","ABCE1",422462,"NP_001006440.1"
"380","422501","PGRMC2",422501,"NP_001006441.1"
"381","422525","OSTC",422525,"NP_001006442.1"
"382","422556","SSPO",422556,"NP_001006444.1"
"383","422558","AGA",422558,"NP_001006445.1"
"384","422565","FBXO8",422565,"NP_001006446.1"
"385","422594","COPS4",422594,"NP_001006447.1"
"386","422621","POLR2B",422621,"NP_001006448.1"
"387","422626","SRP72",422626,"NP_001006449.1"
"388","422629","ERI1",422629,"NP_001006450.1"
"389","422648","DCK",422648,"NP_001006451.1"
"390","422676","RPL7L1",422676,"NP_001006452.1"
"391","422727","ASAH1",422727,"NP_001006453.1"
"392","422733","CNOT7",422733,"NP_001006454.1"
"393","422865","GRPEL1",422865,"NP_001006458.1"
"394","422879","GRK4",422879,"NP_001006459.1"
"395","422898","LETM1",422898,"NP_001006461.2"
"396","422912","IMMT",422912,"NP_001006462.1"
"397","422964","TMEM258",422964,"NP_001006464.1"
"398","422983","NADSYN1",422983,"NP_001006465.1"
"399","423062","RRAS2",423062,"NP_001006466.1"
"400","423063","COPB1",423063,"NP_001006467.1"
"401","423092","TSSC4",423092,"NP_001006470.1"
"402","423105","CD151",423105,"NP_001006472.1"
"403","423111","RNH1",423111,"NP_001006473.1"
"404","423168","API5",423168,"NP_001006474.1"
"405","423262","ERH",423262,"NP_001006475.1"
"406","423265","SRSF5A",423265,"NP_001006476.2"
"407","423279","EIF2S1",423279,"NP_001006477.1"
"408","423284","SRP14",423284,"NP_001006478.1"
"409","423359","EIF2B2",423359,"NP_001006481.1"
"410","423362","TMED10",423362,"NP_001006482.1"
"411","423379","SPTLC2",423379,"NP_001006483.1"
"412","423407","TTC7B",423407,"NP_001006484.2"
"413","423443","VRK1",423443,"NP_001006485.1"
"414","423445","SETD3",423445,"NP_001006486.1"
"415","423479","EIF5",423479,"NP_001006488.1"
"416","423485","XRCC3",423485,"NP_001006489.1"
"417","423501","NUDT14",423501,"NP_001006490.1"
"418","423542","PSMA3",423542,"NP_001006491.1"
"419","423543","ACTR10",423543,"NP_001006492.1"
"420","423567","POLE2",423567,"NP_001006493.1"
"421","423586","PSMC6",423586,"NP_001006494.1"
"422","423673","TUBGCP2",423673,"NP_001006496.1"
"423","423697","SUPV3L1",423697,"NP_001006498.1"
"424","423699","TSPAN15",423699,"NP_001006499.1"
"425","423727","POLR3A",423727,"NP_001006500.1"
"426","423735","ADK",423735,"NP_001006501.1"
"427","423763","RP11-411B6.6",423763,"NP_001006502.1"
"428","423949","BUB3",423949,"NP_001006506.1"
"429","423992","ZC3H15",423992,"NP_001006510.1"
"430","424005","ACADL",424005,"NP_001006511.1"
"431","424015","UBE2F",424015,"NP_001006512.1"
"432","424037","LSS",424037,"NP_001006514.2"
"433","424052","GTF3C3",424052,"NP_001006515.1"
"434","424073","BZW1",424073,"NP_001006516.1"
"435","424077","ORC2",424077,"NP_001006517.1"
"436","424102","NDUFS1",424102,"NP_001006518.1"
"437","424151","DYNC1I2",424151,"NP_001006519.2"
"438","424212","BCS1L",424212,"NP_001006520.1"
"439","424215","RQCD1",424215,"NP_001006521.2"
"440","424224","PECR",424224,"NP_001006522.1"
"441","424226","ERCC3",424226,"NP_001006523.2"
"442","424243","EAF2",424243,"NP_001006525.1"
"443","424250","SEC22A",424250,"NP_001006526.1"
"444","424295","MCM6",424295,"NP_001006527.2"
"445","424296","SSPO",424296,"NP_001006528.1"
"446","424328","PKP4",424328,"NP_001006529.1"
"447","424413","STX6",424413,"NP_001006531.1"
"448","424429","RALGPS2",424429,"NP_001006532.1"
"449","424512","ZNF326",424512,"NP_001006533.2"
"450","424522","SH3GLB1",424522,"NP_001006534.1"
"451","424563","CDC20",424563,"NP_001006536.1"
"452","424573","IPO13",424573,"NP_001006537.1"
"453","424574","DPH2",424574,"NP_001006538.1"
"454","424631","RNF11",424631,"NP_001006540.1"
"455","424656","TMEM59",424656,"NP_001006541.1"
"456","424675","HOOK1",424675,"NP_001006542.1"
"457","424812","FARSB",424812,"NP_001006543.1"
"458","424866","C9H21ORF2",424866,"NP_001006544.1"
"459","424869","TBCCD1",424869,"NP_001006545.1"
"460","424880","CCDC61",424880,"NP_001006546.1"
"461","424891","BDH1",424891,"NP_001006547.2"
"462","424897","LSG1",424897,"NP_001006549.1"
"463","424962","MCCC1",424962,"NP_001006551.1"
"464","424970","TTC14",424970,"NP_001006552.1"
"465","424978","NDUFB5",424978,"NP_001006553.1"
"466","425003","PDCD10",425003,"NP_001006554.1"
"467","425041","SELT",425041,"NP_001006557.3"
"468","425050","GYG1",425050,"NP_001006558.1"
"469","425210","LAMTOR3",425210,"NP_001006559.1"
"470","425656","SSR2",425656,"NP_001006561.1"
"471","426038","ABCF2",426038,"NP_001006562.1"
"472","426109","ANP32E",426109,"NP_001006564.2"
"473","426153","ANKRA2",426153,"NP_001006565.1"
"474","426335","QDPR",426335,"NP_001006566.1"
"475","426430","LOC101749001",426430,"NP_001006567.1"
"476","426504","RP11-529K1.3",426504,"NP_001006568.1"
"477","426563","CENPL",426563,"NP_001006569.2"
"478","426787","GOLGA7",426787,"NP_001006570.1"
"479","426847","ACAA2",426847,"NP_001006571.1"
"480","426988","GLYR1",426988,"NP_001006572.1"
"481","427001","LOC427001",427001,"NP_001006573.1"
"482","427109","FAM172A",427109,"NP_001006574.1"
"483","427124","PHAX",427124,"NP_001006575.1"
"484","427152","DEPDC1B",427152,"NP_001006576.1"
"485","427190","OXCT1",427190,"NP_001006578.2"
"486","427206","RASSF2",427206,"NP_001006579.1"
"487","427255","TMC1",427255,"NP_001006580.1"
"488","427278","RIOK2",427278,"NP_001006581.2"
"489","427293","TMEM175",427293,"NP_001006582.1"
"490","427307","MRPL50",427307,"NP_001006583.1"
"491","427317","DHFR",427317,"NP_001006584.2"
"492","427389","AP3S1",427389,"NP_001006586.1"
"493","428697","BMP15",428697,"NP_001006589.2"
"494","429040","WNT10A",429040,"NP_001006590.1"
"495","423504","HSPA2",423504,"NP_001006686.1"
"496","420744","BMPER",420744,"NP_001007081.1"
"497","421357","ESRRG",421357,"NP_001007082.1"
"498","417772","CAV2",417772,"NP_001007087.1"
"499","415577","BLM",415577,"NP_001007088.2"
"500","395343","DAD1",395343,"NP_001007474.1"
"501","415551","RPL4",415551,"NP_001007480.1"
"502","426274","TLR1A",426274,"NP_001007489.4"
"503","428688","AIFM1",428688,"NP_001007491.1"
"504","395235","WNT6",395235,"NP_001007595.1"
"505","373941","PRRX1",373941,"NP_001007822.1"
"506","374012","BIRC2",374012,"NP_001007823.1"
"507","395181","RPSA",395181,"NP_001007824.1"
"508","415447","BLOC1S6",415447,"NP_001007826.1"
"509","415479","ABHD17C",415479,"NP_001007827.1"
"510","415485","KIAA1024",415485,"NP_001007828.1"
"511","415539","HACD3",415539,"NP_001007829.1"
"512","415550","SNAPC5",415550,"NP_001007830.1"
"513","415610","SLC25A46",415610,"NP_001007831.1"
"514","415741","SSPO",415741,"NP_001007832.1"
"515","416187","PAIP2",416187,"NP_001007833.1"
"516","416402","NUBP2",416402,"NP_001007834.1"
"517","416548","SYNGR3",416548,"NP_001007835.1"
"518","416784","TANGO2",416784,"NP_001007837.1"
"519","416867","VPS29",416867,"NP_001007838.1"
"520","416947","SNRPD3",416947,"NP_001007839.1"
"521","416955","YWHAH",416955,"NP_001007840.1"
"522","417026","C15H12ORF49",417026,"NP_001007842.1"
"523","417221","URM1",417221,"NP_001007844.1"
"524","417339","WDR45B",417339,"NP_001007845.1"
"525","417438","PRKAR1A",417438,"NP_001007846.1"
"526","417553","CRK",417553,"NP_001007847.1"
"527","417632","YPEL2",417632,"NP_001007848.1"
"528","417763","TSPAN12",417763,"NP_001007850.1"
"529","417790","YAF2",417790,"NP_001007851.1"
"530","417840","AC113404.1",417840,"NP_001007853.1"
"531","417959","DDX47",417959,"NP_001007854.1"
"532","418155","ADIPOR2",418155,"NP_001007855.1"
"533","418214","FGFR1OP2",418214,"NP_001007856.1"
"534","418478","GABPA",418478,"NP_001007859.1"
"535","419184","SDC4",419184,"NP_001007870.1"
"536","419235","GID8",419235,"NP_001007872.1"
"537","419355","SPATA2",419355,"NP_001007874.1"
"538","419410","SSU72",419410,"NP_001007876.1"
"539","419518","TMEM230",419518,"NP_001007878.1"
"540","419864","GUCA1B",419864,"NP_001007882.1"
