"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ETNPPL",4.6496148983921,18.0328076411555,2.41483293789615,7.46751767303044,8.17217536470988e-14,1.0506148648871e-09
"ANKH",607.300751581704,0.693826764696253,0.117633659807908,5.89819925546182,3.67490035688072e-09,1.57481729960195e-05
"MYC",58.3095706693056,-3.07791944420241,0.518664961909438,-5.9343114924733,2.95081142627815e-09,1.57481729960195e-05
"WSCD2",1955.24198092204,2.07588691169162,0.359243337877418,5.77849800627327,7.53704370054149e-09,2.03685304991553e-05
"ENC1",521.043945604431,1.29109539136818,0.2237556181501,5.77011385029038,7.92179935405851e-09,2.03685304991553e-05
"TFPI2",5235.4913446589,-2.26948446009485,0.397871093424824,-5.70406972911606,1.16980185991981e-08,2.50649545185484e-05
"CREB3L1",775.043729035714,-1.80628003293967,0.318500036654603,-5.67120824195849,1.41793916086113e-08,2.6041465502901e-05
"NSMF",375.881997656056,2.06570735168677,0.370098923378612,5.58150056970996,2.38452273176567e-08,3.83192802994744e-05
"TMEM8A",319.486774342968,1.80482944511298,0.325818798470431,5.53936560316907,3.03569307571178e-08,4.33631890903896e-05
"FAM46D",170.495376330798,-1.72105145577358,0.319508871170874,-5.3865529600684,7.18217733158128e-08,8.39400652498263e-05
"C10ORF10",586.294156073782,1.31683404348949,0.243900929975731,5.39905298278495,6.69935886917073e-08,8.39400652498263e-05
"LOC771735",29.7847131711636,2.34655980056292,0.448285821793071,5.23451710156048,1.65416756461184e-07,0.000177216485088748
"FHL2",95.5003951634269,1.83635937806968,0.351888733516683,5.21857963373135,1.80300455556005e-07,0.000178303281279077
"FGF6",181.486769213889,-5.06612699379913,0.974269906936043,-5.19992145680806,1.99372758104185e-07,0.000183081155584815
"TMEM100",45.9725513069465,-2.39899844270303,0.462999633123903,-5.18142622817378,2.2019567715786e-07,0.000188722375036097
"KANK1",6228.78346995604,2.0346864564191,0.397739529463873,5.11562544251441,3.12703043467333e-07,0.000251256895426002
"CARD10",167.931662136053,2.13203310438384,0.42833635323934,4.97747410010874,6.44193985592803e-07,0.000487162228163593
"SPRY1",254.015066102499,-1.07374346200555,0.217871808288862,-4.92832675525391,8.29368291442319e-07,0.000592353264154581
"CDKN3",57.4711571243965,-1.78796864090391,0.363714615731744,-4.91585590341691,8.83954008360591e-07,0.000598111196393882
"GPR135",51.8304550095544,-1.21228374211225,0.25089430809353,-4.83185031706787,1.3526994249055e-06,0.000869515190329254
"ASIC4",26.8834881303537,3.92597168317621,0.815408556925062,4.81472956082433,1.47399371365913e-06,0.000902364913466751
"GREB1",1811.67536790862,2.17441352613931,0.456073243144154,4.76768492523037,1.86354917849567e-06,0.0010889903744882
"SLC35B1",652.62352183986,-0.997147610733001,0.210177383131021,-4.74431452080359,2.09213572936489e-06,0.00116941291029196
"PHF19",282.001510977339,1.01147026516894,0.213718465538369,4.73272284929141,2.21527875806857e-06,0.00118665098807207
"NPM3",17.4819468174041,-2.67848898056122,0.574727178337278,-4.66045296189099,3.15514262149344e-06,0.00162250054167679
"SPTY2D1",891.833868160949,0.848034379406113,0.182455421765213,4.6478990385793,3.35332961332987e-06,0.00163787105213699
"GPSM1",688.741284483723,1.12379349883509,0.242059091763617,4.64264114455379,3.43983497259634e-06,0.00163787105213699
"LGALS1",97.9491859499958,5.61576448592376,1.2179408036091,4.61086817132873,4.00990778466054e-06,0.00177763360274469
"PNPLA3",2247.46259240041,1.00615678070764,0.218146709563729,4.61229409657311,3.98248973503116e-06,0.00177763360274469
"RDH10",1111.54168741996,1.28212812065922,0.278519198434679,4.60337430189724,4.15700133241577e-06,0.00178141363765124
"LOC101749375",425.522390068063,1.09250632904878,0.238143732042628,4.5875922060935,4.48387407775266e-06,0.00180813537038197
"ITPR3",176.23574490489,1.57447721911765,0.343261744930636,4.58681237385136,4.50064809055872e-06,0.00180813537038197
"PIK3R3",1538.23013680124,0.83073157322007,0.181504340615872,4.57692400303634,4.71862780682133e-06,0.00183826300256045
"MYRIP",779.716391160451,1.76152570836853,0.38566817529855,4.56746452310959,4.93659196419375e-06,0.00186661253799044
"LBH",678.285276260983,-1.70282958830672,0.375959218562532,-4.52929334946868,5.91812847558781e-06,0.00217381313377591
"KCTD14",174.238004460952,-1.34432807432775,0.297282706388304,-4.5220527310856,6.12427972967615e-06,0.0021870483390199
"RASA4",190.312223301258,3.26313480019451,0.723513466759094,4.51012310083376,6.47900174292873e-06,0.00221571810583094
"VSTM5",56.9375318730589,1.36274130870663,0.302305082714194,4.50783459037968,6.54926011368821e-06,0.00221571810583094
"SLC7A5",1841.93347903706,-2.01700212871734,0.449208782806091,-4.49012175611896,7.1182472875078e-06,0.00228780467820501
"ETF1",924.495416283759,-0.454895603756667,0.101280105554449,-4.49146060093816,7.07363875737857e-06,0.00228780467820501
"LOC101750767",12326.2687578554,-1.23988184035028,0.277057741984663,-4.47517485513513,7.63488041763519e-06,0.00239400055241751
"LIPG",464.856042429586,-3.34912822847096,0.754577149513949,-4.43841723888439,9.06228169393689e-06,0.00277392127279173
"QDPR",1425.22322229573,-0.768112568649318,0.175250992571256,-4.38292849232798,1.17094555565144e-05,0.0032725382746641
"LOC424214",13.9797195119854,2.68944337383845,0.612688636707341,4.38957606312371,1.13571849107262e-05,0.0032725382746641
"C1ORF198",483.560616955242,1.04962091286306,0.239228944652004,4.38751637846291,1.14652362373412e-05,0.0032725382746641
"RRP15",112.803949760565,-0.857991369662152,0.195658971939206,-4.38513685908941,1.15912878476332e-05,0.0032725382746641
"PDE10A",937.355683569041,-1.08996344562472,0.248997225761981,-4.37741200645596,1.20096821790532e-05,0.00328503136370017
"MSTN",460.797771935105,-2.09926633221968,0.483433117766709,-4.34241315927539,1.40926195566924e-05,0.00369744320450688
"ATP6V1G3",103.359578190072,-1.36809286885668,0.314918619763951,-4.34427430769935,1.39736820597311e-05,0.00369744320450688
"TMPRSS13",142.795681851607,-1.17896194228997,0.271921208721524,-4.33567483696114,1.45313619784875e-05,0.0037363037919087
"SUGP1",928.348191470414,0.668602743175083,0.154594826708374,4.32487139065996,1.52620876380706e-05,0.00378540997240766
"PHF21B",507.194478695991,0.60973010417856,0.14100536350285,4.32416249305465,1.53112413320783e-05,0.00378540997240766
"CDHR5",56.2564435831175,1.89193429263082,0.439160824958607,4.30806707954685,1.6468744378462e-05,0.00397057257412829
"FAM132A",94.6752683417834,-3.64907299858751,0.847581978368737,-4.30527440615307,1.6677887290209e-05,0.00397057257412829
"ALAS1",530.628426226086,1.00408100043137,0.234132571464967,4.28851481085626,1.79871806953746e-05,0.00420442172763156
"AREG",116.880637778075,1.38599161389052,0.324462399003924,4.27165556978379,1.94027097433174e-05,0.00440004925060434
"LOC100858130",204.273782114202,-1.43245371646997,0.335434554142347,-4.27044172635263,1.95086191104891e-05,0.00440004925060434
"LPAR1",273.059774446208,2.14698812897294,0.504068863753887,4.25931511219312,2.05054227674982e-05,0.00446809686608401
"MFSD2A",19.5453711819713,-2.84113718290859,0.666716104080032,-4.26138976623181,2.03159556969143e-05,0.00446809686608401
"PAM",5934.4217507179,-0.728266512101697,0.171442988252618,-4.24786408312371,2.15818255033537e-05,0.00462426581118525
"USP35",65.949717262161,-2.2490263635524,0.531512698178064,-4.23136901763906,2.32273240091697e-05,0.00489525372888337
"DIRAS1",31.4470958412348,-1.91874512038965,0.454047465337829,-4.22586902662705,2.38020408813831e-05,0.00493546834792033
"ANGPTL4",102.93062700858,-2.48351065981922,0.588236092429879,-4.22196239193751,2.4218452511092e-05,0.00494210199178728
"HAPLN2",7.79724345494892,14.6175185457635,3.46527355875701,4.21828704080921,2.46165317302954e-05,0.00494484581132308
"VIMP",1067.71142522961,-0.705974606473414,0.16814304251989,-4.19865488273119,2.6850517427053e-05,0.00531061926218759
"LHFPL5",292.772346969852,-0.815122938911759,0.19501055014876,-4.17989148940894,2.91648227882999e-05,0.00568095396615733
"UFC1",398.011536389555,-1.05381374708225,0.25475350373101,-4.13660158407461,3.5248734678708e-05,0.0067635482541712
"AQP3",124.808119571872,2.76844537957937,0.672754168378305,4.11509212384786,3.87024808595343e-05,0.00731704549897313
"FLVCR2",11.5187205310804,2.64807153027389,0.644474103496522,4.10888741053687,3.97569829853704e-05,0.00740747497478147
"LOC419662",51.5542238737716,-0.988307531695988,0.24113928429201,-4.09849243186434,4.15849832681912e-05,0.00742522979022036
"GALE",206.800351121229,-1.37400715798257,0.334832555763619,-4.10356500385396,4.06832075163761e-05,0.00742522979022036
"CCNG2",800.326707669536,0.576594494959974,0.140645888507431,4.09961856033574,4.13831629719562e-05,0.00742522979022036
"NRK",229.721315006949,0.888941979110221,0.218206603207565,4.07385462237654,4.62413528384168e-05,0.00814354564507789
"LMAN1",1326.93549693323,-0.897979214216373,0.22103482797019,-4.06261412494452,4.85262098153334e-05,0.00831803937847901
"GUCY1B4",45.2483345916272,-1.47263831503574,0.362295869362503,-4.06473945625437,4.80861479603161e-05,0.00831803937847901
"IGDCC4",1999.43235036948,0.856775779145029,0.211969831084811,4.041970382107,5.30039287214736e-05,0.00889610310465033
"DNAJB11",1027.02221597373,-0.832945450150211,0.206136792183155,-4.04074130255277,5.32825092608957e-05,0.00889610310465033
"SSR3",1087.23566854824,-0.963610429959734,0.238933830799957,-4.03295936257138,5.50788072613041e-05,0.0090101437728577
"TRIOBP",302.725652901038,0.935338146415346,0.231994113985413,4.03173222952611,5.53672493820596e-05,0.0090101437728577
"SSR1",2131.78901328003,-0.809303139914882,0.201300884965399,-4.02036553418028,5.81079089789869e-05,0.00922265775103525
"LOC417372",84.1430829961658,1.50696036427948,0.374656171139079,4.02224887874612,5.76450997930641e-05,0.00922265775103525
"ELMOD1",768.30609091515,1.05306248040092,0.262289146957066,4.01489155238779,5.94731344005817e-05,0.00932422702260827
"NPDC1",213.305137666143,1.46985965128776,0.366598689789659,4.00945145802653,6.08599620276389e-05,0.00936899669168419
"IGDCC3",16.0085430598078,2.00070711431878,0.499169339671763,4.00807292297715,6.12162198274325e-05,0.00936899669168419
"MLN",28.9735727868718,-3.38085729426435,0.849516439061329,-3.97974322662904,6.8989743625575e-05,0.0103131644657022
"NR4A3",578.116180291981,-2.51510595582639,0.631720235845904,-3.98136043949668,6.85219493624009e-05,0.0103131644657022
"CEBPB",34.6382506019993,1.70278382951269,0.428918458890351,3.96994765372873,7.18884237276988e-05,0.0105802678198346
"MCM2",196.70469257414,-1.22948007110821,0.309834462643796,-3.96818372177561,7.24224928551218e-05,0.0105802678198346
"CBLN2",87.7350135916065,-2.49629383550387,0.63175119318915,-3.9513876070456,7.76993612421153e-05,0.010695147430421
"AKR1B1",3629.68279444632,1.33895730381833,0.338130892577815,3.95987865412265,7.49878570913877e-05,0.010695147430421
"SIK1",949.964575678965,-1.84579700243343,0.466736273696119,-3.95468941767999,7.66341375407117e-05,0.010695147430421
"LOC101749175",275.9192219031,1.12737007412743,0.285421023429958,3.94984945600579,7.82003623568428e-05,0.010695147430421
