"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ETNPPL",4.6496148983921,20.3954120466545,1.76292669983644,11.5690641298624,5.91240509330507e-31,7.600987987953e-27
"LHX9",1.94478838245963,12.855312738604,1.75413556556347,7.32857425102978,2.3261407359773e-13,1.49524326508621e-09
"IP6K2",831.387887553952,-0.399047282217733,0.076895189902048,-5.18949602343209,2.10864006900096e-07,0.000903622557569212
"WDR61",347.708933142872,-0.432616343165322,0.0933598187786476,-4.63386014267056,3.58909517427193e-06,0.00916633478092672
"SORL1",1317.36094955906,0.595963853589595,0.127419305047977,4.67718650141121,2.90837722873789e-06,0.00916633478092672
"TXNL4A",194.600320876788,-0.659830440031102,0.143522589551327,-4.59739781795905,4.27800316471378e-06,0.00916633478092672
"NDUFS4",237.433015710121,-0.684234999357935,0.152611169241169,-4.48351849186509,7.34222368126381e-06,0.0134845182351897
"AMACR",228.964970116969,-0.570791005716553,0.129747269688199,-4.3992525398665,1.08624362002519e-05,0.0174559349738048
"LOC107052389",286.80720402989,-0.863527740298756,0.198415794196032,-4.35211190620038,1.3483240629657e-05,0.0192600601705411
"XRCC4",114.544166861099,-0.655195994567373,0.15183498338078,-4.31518468259872,1.59469526688543e-05,0.0205014023510791
"FBP1",396.650110773605,-0.606923314990579,0.142068912737446,-4.27203462950561,1.93697486616543e-05,0.022637953526748
"PSMC6",801.680606004056,-0.356633004994391,0.0839366178167728,-4.248836970926,2.14883226210231e-05,0.022693232202896
"ZNHIT3",149.660194678093,-0.615289032783382,0.145892681114756,-4.21740849562843,2.47126050747156e-05,0.022693232202896
"ERCC8",210.663725148903,-0.410427136646692,0.0972559562048083,-4.22007199006287,2.44224317226605e-05,0.022693232202896
"SLC13A3",64.1527997284951,5.19616294721879,1.25466991189139,4.1414581620003,3.45104828680808e-05,0.0242192847009802
"SNX2",1000.00041315919,-0.334987875318252,0.0810504836778673,-4.1330768197467,3.57939024049956e-05,0.0242192847009802
"RPRD1A",4670.21389965569,-0.738845987376587,0.178186025320218,-4.14648671829794,3.37615754438097e-05,0.0242192847009802
"CPAMD8",171.739885406777,1.17519400878216,0.283552592785117,4.14453628245519,3.40502043575834e-05,0.0242192847009802
"SNRPB2",248.947147961129,-0.45487031771538,0.109978141636628,-4.13600658227421,3.53402057591106e-05,0.0242192847009802
"PSMA2",440.368828392665,-0.41334678659417,0.100634660884199,-4.10739980601526,4.00138261999567e-05,0.0242421578090849
"C2H7ORF25",205.701461715249,-0.408760452623449,0.0995962354987314,-4.10417573090557,4.05758957489888e-05,0.0242421578090849
"NDRG1",3999.01491621826,0.537115089452212,0.131034001134014,4.09905127527076,4.14847131144887e-05,0.0242421578090849
"LOC769726",117.05109541329,4.32537006809684,1.07223514338372,4.03397528497993,5.48410886871057e-05,0.029376543173393
"LOC107049346",309.564538822035,-0.47890938132127,0.118461354434677,-4.04274781093571,5.28284315578174e-05,0.029376543173393
"NAA35",651.096976766958,-0.346354291672221,0.0861830695375536,-4.01882055873282,5.84901932901533e-05,0.0300779969975284
"CLEC16A",3.51211900193132,-2.53192169355527,0.641015287189512,-3.94986164004966,7.81963818398146e-05,0.0386651032666406
"GLDN",18.6630777100907,2.13041327997033,0.544157489355488,3.9150674605134,9.03789342280785e-05,0.0430337621643028
"MAGOH2",382.670047063133,-0.389889996391399,0.0999710147267643,-3.90003039838124,9.61806111415935e-05,0.0441606406012974
"RAD50",418.147874329488,0.379058220732039,0.0976726084619387,3.88090608719385,0.000104068023514178,0.0461344313895958
"ING4",404.008496829444,-0.320863141369006,0.0833887276956992,-3.84779993933826,0.000119183316297902,0.0510740238108609
"MCCC2",633.612664846702,-0.39540641149805,0.103197680917653,-3.83154357716203,0.000127341813559587,0.0528098824232921
"MED18",108.061646494294,-0.458434129451362,0.120810672281523,-3.79464927058001,0.000147852309506779,0.0575996754854287
"LOC422895",2214.0115945727,-0.472890804938043,0.124515086381503,-3.79785950988419,0.000145951002645345,0.0575996754854287
"NPY6R",1.62964147253724,5.43669011692305,1.44215479638027,3.76983811347356,0.000163353470650506,0.0617668299612619
"SHANK3",33.8992737531122,5.00479259982064,1.33588774791122,3.74641702317136,0.000179378300011597,0.0658882121414024
"CCT8",1461.66007470998,-0.325822831537686,0.0882388463086322,-3.69251010374794,0.000222051516021324,0.0670027071286496
"EP300",2815.63974965037,0.406028418878588,0.109784422506651,3.69841558217415,0.000216949478507275,0.0670027071286496
"DGKH",19.2235483998546,-1.35654678124116,0.367611202363949,-3.69016714539109,0.000224106752219348,0.0670027071286496
"COMMD10",185.108735373798,-0.517445210235612,0.1388141327571,-3.72761187897956,0.000193302758693197,0.0670027071286496
"CTNNA2",55.0323786999806,-3.65612428546858,0.984690763675855,-3.71296697434253,0.00020484362617636,0.0670027071286496
"PYROXD2",3.92092735457772,-2.29470011389306,0.61574821298177,-3.72668578733009,0.000194014075833104,0.0670027071286496
"LOC107054816",929.08995340558,-0.452718966173823,0.121878193913674,-3.7145198138929,0.000203589918332386,0.0670027071286496
"TULP1",7.77649494892797,1.78988194409978,0.483976851849608,3.69828006703091,0.000217065312609295,0.0670027071286496
"RNF169",548.96604463038,0.286302499223422,0.0779782690631858,3.67156776705867,0.000241067137331895,0.0673730242943226
"CPEB2",41.9669767078106,-1.4320479863851,0.389633225104501,-3.67537441397875,0.000237500849357223,0.0673730242943226
"NINJ2",31.1128498175645,3.06467404512625,0.832573503476434,3.68096514281276,0.000232352771340894,0.0673730242943226
"FKTN",496.01675156281,-0.375722965166695,0.103161163937482,-3.64209699489619,0.000270426135284105,0.073800373396967
"NME7",237.27247932194,-0.427210314970224,0.117453646940057,-3.63726734843963,0.000275545886983076,0.073800373396967
"SEPT2L",1565.69764393602,-0.299755002198724,0.0827514141667687,-3.6223550402973,0.000291933061803663,0.0748846640816257
"PRLH",6.57117797699018,4.22039840737114,1.17602868647637,3.5886866161542,0.000332348053889922,0.0748846640816257
"CDC42SE2",1079.18001617522,-0.34203122044939,0.0952469331241059,-3.59099457831074,0.000329418489441134,0.0748846640816257
"ATP5J",524.788632368521,-0.512609493745827,0.141744220563277,-3.6164401744831,0.000298682308217073,0.0748846640816257
"MKL1",732.392202996077,0.574909280495063,0.1592966743193,3.60904760222861,0.00030732321833239,0.0748846640816257
"TMEM38B",244.024692133552,-0.436582783404359,0.121052795551155,-3.60654854286174,0.000310296832174212,0.0748846640816257
"HYAL1",134.04227550407,0.745115640639912,0.206765381716517,3.60367695237056,0.000313746973316903,0.0748846640816257
"LOC107055786",170.4417719432,1.01262110933168,0.281189947594165,3.6011995378767,0.000316752346681265,0.0748846640816257
"MED10",273.252685957461,-0.486459475003551,0.135715414452842,-3.58440842526834,0.000337843070685617,0.0748846640816257
"HELQ",470.570597212877,-0.661494081768315,0.184416347528838,-3.58696010756246,0.000334555482641133,0.0748846640816257
"LOC107056348",24.9570914040481,-1.49270677941676,0.417753167372044,-3.57317884339913,0.000352673714422507,0.076847004620606
"ACAT2",204.929252426458,-0.467708991320947,0.131455735129466,-3.55792001665289,0.000373803090957529,0.0800935422891666
"MRPS17",522.66820235581,-0.441128042608762,0.124525405314649,-3.54247425651117,0.000396392111182454,0.081264291733012
"ATP5G3",850.22110970237,-0.414511318361444,0.116929886893657,-3.54495612176915,0.000392678448559785,0.081264291733012
"NDUFAF1",105.259519392678,-0.468315506119462,0.132245679749737,-3.54125372568471,0.000398230427752003,0.081264291733012
