"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NUS1",391.012147409466,-0.52554428041224,0.119250439679721,-4.40706367057203,1.04781394538756e-05,0.0035468502051369
"ZC3H6",320.873981567231,0.555906599400462,0.126381567403677,4.39863669062461,1.08933007895304e-05,0.00356843450057038
"DNAJB9",1102.08696068408,-0.849683647999198,0.193947704655653,-4.38099357508653,1.18139355236016e-05,0.00374907860131795
"WDR43",507.72364554734,-0.384633928102228,0.0880880750857137,-4.36646989649804,1.26270681392885e-05,0.00388569324104467
"MANF",913.960792927706,-1.11774880602225,0.256494840668691,-4.35778280416181,1.31386670950005e-05,0.00392421071616852
"SSPO",2238.11267606134,-0.656894696390659,0.15173130146805,-4.32932882032241,1.49564474641933e-05,0.00407022863749999
"LMAN1",1326.93549693323,-0.810213137516736,0.186859993019875,-4.33593689276527,1.45140583675864e-05,0.00407022863749999
"ERLEC1",1093.94192131674,-0.802297929921557,0.185488521142625,-4.32532387977076,1.52307915534219e-05,0.00407022863749999
"FAM46D",170.495376330798,-1.16134758350532,0.267863041663982,-4.33560216553562,1.45361639741006e-05,0.00407022863749999
"TRAM1",2420.66935930315,-0.689783920316418,0.160257585631174,-4.30422009416718,1.67575008144947e-05,0.00436339540438958
"PRDX4",402.990728818015,-0.699738223599165,0.162984554959233,-4.29327934646438,1.76053272523193e-05,0.00438656979510232
"ACSBG2",187.05306029248,-1.24603567503858,0.290318684281275,-4.29195826001803,1.77104245789458e-05,0.00438656979510232
"CRELD2",1555.92329071651,-1.1824119183966,0.276522082918779,-4.27601262769277,1.90270435562647e-05,0.00460046731699687
"RP11-196G11.1",339.702417570251,-0.457800009220299,0.107769106051109,-4.24797074036402,2.15715559544735e-05,0.00497165355663458
"FAM18B1",546.331242396606,-0.442192273554101,0.104210847978289,-4.2432460932112,2.20309611076865e-05,0.00497165355663458
"COPB2",2381.67374002842,-0.419971907931589,0.0988807434871122,-4.24725677741619,2.16403890062385e-05,0.00497165355663458
"GNL3",632.272972305753,-0.4264288771189,0.100666199321262,-4.23606811416425,2.27467801076009e-05,0.00502159895636275
"SCFD1",816.996341256939,-0.483744090922005,0.114980975933826,-4.20716633332812,2.58592809770209e-05,0.00547085413170098
"REST",1288.74721896159,-0.426727989993911,0.101373519166199,-4.20946213077896,2.55979340378587e-05,0.00547085413170098
"ERP29",1698.27353099058,-0.64480922384806,0.153901000838614,-4.18976628049501,2.79241922204904e-05,0.00578714636732817
"UFL1",945.29831651195,-0.486421920953275,0.116500508184198,-4.17527724586571,2.97623358643242e-05,0.00604473041404424
"PYCR2",215.229374791154,-1.52028447125269,0.365432269204857,-4.16023597084262,3.17918953213888e-05,0.00633032739193536
"HYOU1",4754.89856684083,-0.918664592730266,0.221272580032308,-4.15173263942659,3.29967611268102e-05,0.00644388671620688
"NUCB2",7193.96558642119,-0.667181737302557,0.162129203116997,-4.11512376842498,3.86971714851079e-05,0.00741452408360888
"NEU3",55.9950048454008,1.23116172298897,0.300265354257595,4.1002456844647,4.12711755036261e-05,0.00748408548641648
"SEC61A2",3273.98650457867,-0.547057955022405,0.133392456360737,-4.10111613465594,4.11162130266437e-05,0.00748408548641648
"NABP1",476.096741796207,-0.746097735670591,0.181635366838061,-4.10766773376126,3.99674510164436e-05,0.00748408548641648
"HDLBP",5023.15562899755,-0.70322217499411,0.171841624405975,-4.09226913109684,4.27172458792675e-05,0.00761041459480634
"UFM1",1027.12601998212,-0.723303020541562,0.18007681232316,-4.01663607440778,5.9034782407403e-05,0.0103361761266755
"ARFGAP3",1097.66304744707,-0.591905415051422,0.147666993880041,-4.00837993310993,6.11367080472477e-05,0.010522767291861
"SLC33A1",603.562132901855,-0.531283500333893,0.132690497953863,-4.00393026272779,6.22987363666506e-05,0.0105440611300556
"SEC13",917.532397316509,-0.526265078711473,0.132524346123595,-3.97108225095988,7.15468706031008e-05,0.0119107946061392
"LOC101750767",12326.2687578554,-0.925489444604177,0.234145024721842,-3.95263339762881,7.72958126204131e-05,0.0126603060832306
"RRP15",112.803949760565,-0.653268804218125,0.165836402486824,-3.93923646691522,8.17413344921883e-05,0.0131759246312408
"PLK3",39.3151993128833,-1.36150558602921,0.348018545229583,-3.91216389095313,9.1472797799081e-05,0.0145141603382761
"OAZ1",8383.41779890752,-0.770743314265554,0.198111657302669,-3.89044907684577,0.000100058874094673,0.0151656397974836
"HSPA5",6856.78079033784,-0.854160039416778,0.219270057912699,-3.89547048761603,9.80082959219126e-05,0.0151656397974836
"TFPI2",5235.4913446589,-1.30856630088853,0.336141222215458,-3.89290635722677,9.90503933746753e-05,0.0151656397974836
"SSR2",1315.6233477215,-0.97971861516051,0.253743096641016,-3.86106510139494,0.000112893815547254,0.0165760399059656
"GALNT16",553.229888225252,0.678024606294255,0.175739508088489,3.85812281864845,0.000114261230272535,0.0165760399059656
"USP16",797.675411475785,-0.487082451163923,0.126195064459197,-3.85975832930782,0.000113499216475169,0.0165760399059656
"RHOBTB3",353.389455168035,-0.968427110438218,0.251466440448322,-3.85111869683953,0.000117579489995443,0.0168171791676581
"ABCE1",1383.85105339327,-0.388771303516785,0.101220839990992,-3.84082273523303,0.000122622641618122,0.0170637755862136
"GORASP2",1292.42016520849,-0.382914757536739,0.099784986282659,-3.83739850854981,0.000124344598067927,0.0170637755862136
"PAM",5934.4217507179,-0.556279557058892,0.14490612897766,-3.83889598724048,0.000123588768311417,0.0170637755862136
"KIAA1841",102.666498750568,-0.685112614458007,0.180398070528219,-3.79778238454516,0.000145996409988439,0.0197679139124347
"SLC30A7",1129.62758036209,-0.453187190559217,0.119491138762478,-3.79264266164584,0.000149052568684445,0.0199161688814545
"UGGT1",2576.93468130715,-0.485032825947316,0.128471100364312,-3.77542361334092,0.000159735970424046,0.020533149109572
"GOLGA2",1434.72858319573,-0.291949033086417,0.0772736480709851,-3.77811893671988,0.000158017412541537,0.020533149109572
"TEX9",175.802869112968,0.822845847753885,0.21774301678907,3.77897697886212,0.000157473980198984,0.020533149109572
"RP11-156P1.2",537.14749311962,-0.512966304548271,0.136089746552606,-3.76932368192766,0.000163690495443214,0.020778462265323
"VDAC1",445.643198547494,-0.494189743384195,0.131527036833226,-3.75732438959161,0.000171739807812539,0.0210122620281486
"PLS1",1465.9244799569,-0.601599228814638,0.160032302480532,-3.75923622599769,0.000170432859694374,0.0210122620281486
"FKBP11",293.690684829211,-1.60840053067726,0.427759485591053,-3.76005812812044,0.000169873880549836,0.0210122620281486
"TRIP11",1563.5244932586,-0.498769514816884,0.133584172172989,-3.73374709520964,0.000188651932910428,0.0228066711750643
"SMIM18",213.430919151423,-0.497821060769025,0.133670344540467,-3.72424461446882,0.00019590090974856,0.0234043969234897
"FICD",1036.20605541995,-0.671465703916787,0.180546297009603,-3.7190776827789,0.0001999515558411,0.0236105587158881
"RP11-407N17.3",972.39003872528,-0.428178781064877,0.115387502106776,-3.71078993172635,0.000206613508361667,0.0241167836484221
"ATAD3A",355.232246110593,-0.394195983258423,0.107816952530938,-3.65615957421268,0.00025602201771673,0.0292732942266768
"NMD3",413.960771239929,-0.362143175982289,0.0990646280814239,-3.65562545376573,0.000256555705187025,0.0292732942266768
"CBLN2",87.7350135916065,-1.9366581368275,0.531134773377482,-3.64626500447768,0.000266079579145747,0.0300226458469451
"KCTD14",174.238004460952,-0.910714663190531,0.250009826043133,-3.64271547884445,0.000269776978825897,0.0301053320876591
"XBP1",1361.88255403675,-0.652817068756574,0.179727863861646,-3.63225297808642,0.000280957481899774,0.0306787443945399
"GRB10",573.966353615929,-0.421010682041742,0.11583298819858,-3.63463542285532,0.000278374006342983,0.0306787443945399
"ALG5",300.320508929376,-0.641168162850168,0.177077760126654,-3.62082828691516,0.000293661374344391,0.0317248006007158
"IARS",834.630540619639,-0.54831969781024,0.151593641006001,-3.61703626993519,0.000297995560342572,0.0318541570029349
"SLC37A4",311.835093220294,0.645184498449086,0.17860302586502,3.61239399682225,0.000303383139535116,0.032092247728949
"LTN1",923.224265219135,-0.31074332662554,0.0862201006300841,-3.60407056306676,0.000313271945524311,0.0324620061918304
"POU6F1",47.779173364263,1.11742738749758,0.31000893066197,3.6045006352285,0.000312753684153822,0.0324620061918304
"PDE9A",103.574059594275,0.926351716614946,0.257614921880677,3.59587755962372,0.000323299846510101,0.0331627266798998
"SRM",391.641146827742,-0.517825810546508,0.144347664100639,-3.58735150840737,0.00033405385764525,0.0339231692438752
"LBH",678.285276260983,-1.13618372965411,0.317278588589271,-3.58102869376079,0.000342244061461284,0.0341944695720878
"FOSL2",49.0883802926232,-2.03575335856164,0.569187431653534,-3.57659576678919,0.000348097827295454,0.0341944695720878
"ZNF516",352.502656123248,0.493408279958682,0.138108682627065,3.5726086917434,0.000353442707168677,0.0341944695720878
"ELAVL4",400.571132687421,-0.94720785186026,0.26491846502867,-3.57546934962707,0.00034960013450099,0.0341944695720878
"EIF2AK3",380.443913779791,-0.391695452088455,0.109641203245393,-3.57252055335239,0.000353561723788205,0.0341944695720878
"TMPRSS13",142.795681851607,-0.815938661170526,0.228813265512704,-3.56595872770857,0.000362528426747252,0.0347309072982862
"PDE10A",937.355683569041,-0.746565597260143,0.210278523784507,-3.55036540976111,0.000384696783277273,0.0365102414409412
"TMEM100",45.9725513069465,-1.31890881718367,0.372108653786035,-3.54441855561374,0.000393480050165376,0.0369980547169388
"EIF5",2748.20360358967,-0.345348231048306,0.0975028671734061,-3.54192898178177,0.000397212400965948,0.0370063479982495
"ADARB2",692.577631786033,-0.936207334996685,0.264800494717782,-3.53551958426087,0.000406974077381762,0.0375711068710163
"CLPTM1L",1342.92652182862,-0.388686807190909,0.110088178890683,-3.53068613821718,0.000414483261870124,0.0379196173359559
"SLC35B3",418.302113487078,-0.479899354988118,0.136656830104595,-3.51171144992028,0.00044523112009943,0.0397650880232985
"ERGIC1",1038.37481385912,-0.327590822849858,0.0933037939725365,-3.51101288492387,0.000446402760675138,0.0397650880232985
"SUCO",1242.11431394819,-0.301800688789155,0.0858743148842924,-3.51444653964114,0.000440671361471003,0.0397650880232985
"EPS8",1060.25513182754,-0.587652764611048,0.168213845510487,-3.49348629910736,0.00047675744739339,0.0417368265368955
"DDX18",456.591124972291,-0.434815813815467,0.124437049639572,-3.49426328472828,0.000475371962415676,0.0417368265368955
"RAB1A",4865.80895500313,-0.261269572066761,0.0749057106923198,-3.48797934966458,0.000486685665971961,0.0422418199824382
"PRSS23",439.161530055407,-0.723299277712786,0.208603342634323,-3.46734270208082,0.000525631280519726,0.0448553416275447
"FHL2",95.5003951634269,1.05785427847603,0.304957803953389,3.46885459156087,0.000522682266026401,0.0448553416275447
"CERK",621.585338361258,-0.460421215362037,0.132976534342483,-3.4624245370707,0.000535332011728309,0.0453024714925081
"TBC1D30",1322.4962146185,-0.702301582979952,0.2031077317339,-3.45777867235535,0.000544648630331285,0.0457099738926793
"CTC-487M23.8",577.556274775541,-0.558227896277031,0.162010419996797,-3.44562958535673,0.000569730728567719,0.0466581899081064
"ALG2",217.759198777413,-0.536004000234707,0.155468657348482,-3.44766597574235,0.000565452863084391,0.0466581899081064
"WDR66",181.061809869091,1.27719199779243,0.370302063029209,3.44905450254456,0.000562553143717184,0.0466581899081064
"TCP1",1149.9638452488,-0.327286218474177,0.0952663834683426,-3.43548486421693,0.000591494503233135,0.0480530134426598
"SPCS2",647.842544755991,-0.671260534646393,0.195536507512353,-3.43291666188721,0.000597125607843845,0.0481254805369384
"MIA3",1282.1097724741,-0.387757950176498,0.11304177506034,-3.43021816465213,0.000603096132337046,0.0482239466447457
"PGRMC2",595.828146506251,-0.337913931522979,0.0990947386163417,-3.41000880814931,0.000649607814698093,0.0515372449863995
"MARC2",4766.68176396096,-0.347654267223789,0.102310827234012,-3.3980202938699,0.000678753848554105,0.053432134357108
"PCSK1",602.971023067535,-1.20540511883662,0.355223620315069,-3.39336983775876,0.000690383595748447,0.0539295801140421
"KDELR3",217.366390611694,-0.74635962920471,0.220436984559956,-3.3858185399089,0.000709662933018736,0.0545956597333732
"U2AF1",1582.2166426213,-0.302964251836066,0.0894802656714911,-3.38582199731435,0.000709653992506201,0.0545956597333732
"PRMT3",219.181839389746,-0.390203195790224,0.115780742530432,-3.37019082156657,0.00075116147143607,0.0558822594488547
"LOC101750338",683.146585358723,0.456176679832279,0.135319976006314,3.37109636947462,0.000748696623636167,0.0558822594488547
"OSBPL11",493.09617447859,-0.352539169747974,0.104607057207806,-3.37012797375269,0.000751332818805561,0.0558822594488547
"C1H12ORF5",258.231824495684,-0.507301209624656,0.150570789618055,-3.36918741617481,0.000753901481486272,0.0558822594488547
"QPCT",542.695605685804,-0.988094770723756,0.293062641980662,-3.37161626622118,0.000747284891690734,0.0558822594488547
"RER1",657.613839806916,-0.301818010338294,0.0896769484442345,-3.36561419154421,0.000763734478635786,0.0562008958735247
"TMED7",1133.87830192171,-0.371101559820421,0.110560449233154,-3.35654895031974,0.000789217489122336,0.0576582992952325
"SLC30A6",608.915042159512,-0.838597392342235,0.250677336591011,-3.34532592274361,0.000821859314636358,0.0596141524295158
"CDHR5",56.2564435831175,1.28568875118174,0.385215925462312,3.33757943584169,0.000845115607970536,0.0605646088493687
"SEC24D",3978.84090602482,-0.345840322411489,0.103655646972376,-3.33643494120158,0.000848602877878018,0.0605646088493687
"FAM98A",871.447737274979,-0.294567405057804,0.0883248554049401,-3.33504542642397,0.000852854659326414,0.0605646088493687
"LOC422249",3539.48122620056,-0.284696490455366,0.0854517838281363,-3.33166234455629,0.000863289306983953,0.0608798813362642
"LOC419662",51.5542238737716,-0.676778145481972,0.203526949866379,-3.32525076372586,0.000883390426944305,0.0618677916249615
"COPB1",1602.84871580189,-0.304813103770151,0.0918283116416883,-3.31938046470378,0.0009021742005688,0.0627505411423025
"FASTKD2",145.52700615739,-0.391220054922456,0.117931307372054,-3.31735536254355,0.000908739531932581,0.0627772105222813
"YIPF5",1286.66621306985,-0.337876296084429,0.102219925465689,-3.30538585843365,0.000948457268136214,0.0646439780528034
"UGGT2",74.1177526045172,-0.994857092228957,0.300981600270591,-3.30537511706546,0.000948493621848125,0.0646439780528034
"SEC63",1885.69614767697,-0.297257025291518,0.0902665306055847,-3.2931034714336,0.000990880013463637,0.0670825769114882
"WSCD2",1955.24198092204,0.999978545388878,0.304057942570918,3.28877626722625,0.00100623976632704,0.0676712902453715
"KIF1B",51.9835456693683,-0.93858192496253,0.285864891343534,-3.28330604206517,0.00102597218075648,0.0685443914183028
"PSMD12",684.781169466824,-0.294423944492703,0.0899449182976202,-3.27338053183259,0.00106269303459811,0.0686297457363511
"CCDC167",257.053539882345,-0.573068230500868,0.175139665722977,-3.27206420164867,0.00106765328628914,0.0686297457363511
"LOC420849",722.538894664178,-0.313373357330106,0.0955979076661261,-3.27803573300534,0.00104532162107554,0.0686297457363511
"USO1",1256.19624790685,-0.449634995702229,0.137391204449442,-3.27266215842579,0.00106539739110139,0.0686297457363511
"CCDC18",163.037269609821,-0.584789716029054,0.178557872285821,-3.27507103743357,0.00105635406966217,0.0686297457363511
"AGR2",320.164128613944,-1.62674333927442,0.49716705849101,-3.27202559278943,0.00106779909663648,0.0686297457363511
"PWP2",257.541682877122,-0.538720445426098,0.164823997571101,-3.26845880068954,0.00108134919318864,0.0690635286593119
"TMEM121L",63.7132445795322,0.774331502264316,0.237078463890843,3.26614020335831,0.00109024255807054,0.0691963323575394
"NCOA1",470.594763068516,0.588028221701963,0.180244894356508,3.26238490028404,0.00110479026803313,0.0696841315023379
"ERO1L",487.510973657041,-0.634790421272058,0.194832790918571,-3.25812928244387,0.00112149301168478,0.0698913039812088
"BTN1",40.8125954579749,2.11311212337934,0.648583537693263,3.25804156376646,0.00112183973894013,0.0698913039812088
"ALG12",975.828466725431,-0.465217039480968,0.143090022494901,-3.25121927699429,0.00114911193331847,0.0702965764027051
"SHPRH",1219.42789103131,-0.385869639080477,0.118622948310643,-3.2529088559659,0.00114230130699025,0.0702965764027051
"ERO1LB",975.182331317168,-0.526285769873665,0.161779562092624,-3.25310418118421,0.00114151636941535,0.0702965764027051
"NRD1",1945.79402368887,-0.301204148391092,0.0927617744421741,-3.24707186987736,0.00116598942101673,0.0704798962525291
"SMG8",619.047009533391,-0.431138593646153,0.132738600240464,-3.24802727213576,0.00116208131693371,0.0704798962525291
"ENTPD7",342.678414443196,-0.503541184321289,0.155336865514392,-3.24160773203341,0.00118857500338082,0.0714199950256347
"MRPL37",1166.49450267422,-0.246276500557262,0.0760466625348964,-3.23849189889498,0.00120163433495922,0.0717104211756314
"SUGP1",928.348191470414,0.426713993294393,0.131820034578007,3.23709514005534,0.00120753146440502,0.0717104211756314
"C8H1ORF27",293.72500884162,-0.343297984011837,0.106129467540079,-3.23470937873305,0.00121766603836416,0.0718918524394656
"ALG14",51.3766370495617,-0.654900210588454,0.202877120211723,-3.2280634203847,0.00124631339496928,0.0731578758723294
"COPE",970.9331854618,-0.47115979313217,0.146715059611629,-3.21139352960345,0.00132092908395712,0.0767661729227705
"RIPK3",151.272534067056,-0.787456120734909,0.245239751146005,-3.21096444216375,0.00132290302919595,0.0767661729227705
"HERPUD1",373.485810362155,-0.871611112614692,0.271595135382116,-3.20922947087545,0.0013309122599675,0.0767921249998294
"VCP",2538.77274333912,-0.327974593562009,0.10258615320385,-3.19706493828935,0.00138833667522086,0.079652875349536
"SLC17A9",545.781108157771,-0.756770428554995,0.236906350070749,-3.19438642454706,0.00140128410676093,0.0799440455289733
"KCNA2",167.466725652753,0.764655595379369,0.239707658501087,3.18995062636224,0.00142297102183731,0.0802792818153214
"TAX1BP1",3419.67095096204,-0.233085322728766,0.0730588529355691,-3.19037752939161,0.00142087048660432,0.0802792818153214
"LRRC70",46.6579856568942,-0.895406401128128,0.280989593373613,-3.18661766216219,0.00143946923916708,0.0807613818991252
"SEC61G",293.924021924379,-0.738203317452872,0.232369148873353,-3.17685596832483,0.00148880955457299,0.082616726921796
"CCT4",1861.20262640425,-0.308016374687715,0.0969162089786111,-3.17817192741921,0.00148206838870529,0.082616726921796
"AP4E1",740.793329861227,-0.378987069916117,0.119421790740422,-3.17351688972653,0.00150604139079377,0.0831187517582104
"SLC7A3",139.858265641663,-0.740718354249601,0.233953700522668,-3.16608949802798,0.00154503248733201,0.0839100040161547
"RASAL2",1958.41040611973,0.483789251121887,0.152804625556379,3.1660641774446,0.00154516698680659,0.0839100040161547
"DCAF10",406.785451203527,0.541686794562406,0.170971562859648,3.16828591551848,0.00153340636633864,0.0839100040161547
"OSTC",707.241656685884,-0.623757755589712,0.197374581835468,-3.16027398152858,0.00157620843412686,0.0851404077050969
"SEC11C",623.414860390916,-0.583252668881666,0.184883594990503,-3.15470211898263,0.00160662050270722,0.0863239746295865
"MYBBP1A",329.624943643799,-0.350243133772112,0.111195407973372,-3.14979854074537,0.00163383084139311,0.0868667654154296
"TXNL1",740.040911941304,-0.362892864588342,0.115163479099319,-3.15111064224948,0.00162650862876779,0.0868667654154296
"PLXNA1",186.046204976996,0.82443949732707,0.261963151686268,3.14715826260342,0.00164865699357478,0.0871984988007909
"CMPK1",915.608711396186,-0.413090738117609,0.131348546491037,-3.14499664559134,0.00166088734328065,0.0873902122850521
"RNF145",989.483530332548,0.294512268734632,0.0937617765690398,3.14106962892041,0.00168332007211721,0.0881139965585066
"ZNF277",75.7576708966073,-0.574560373277072,0.183047984366619,-3.13885113384428,0.00169611590058928,0.0882829544622681
"DDX1",1731.07680116405,-0.26663914832295,0.0851453604552083,-3.13157577697047,0.00173870909822291,0.0882829544622681
"STC1",936.628383201119,-1.33924518359559,0.427644694780307,-3.13167730113804,0.00173810802400697,0.0882829544622681
"GOLGA3",1821.87806961437,-0.298870744881966,0.0954338744996085,-3.13170503082941,0.0017379438834892,0.0882829544622681
"INPP5A",1035.17135488117,-0.350934009604081,0.112000726152333,-3.13331905658159,0.00172841449492886,0.0882829544622681
"GRIP2",1081.28559006533,0.626302771621906,0.199970636781589,3.13197368224597,0.00173635439146058,0.0882829544622681
"BET1",521.52570789309,-0.619132517964855,0.198044328144498,-3.12623200959899,0.00177061801529347,0.0894558504741551
"PEX14",415.26606256824,-0.256136382058598,0.0821101782103592,-3.11942304402748,0.00181205588384559,0.0906474261106008
"PIM3",420.440182426876,-1.19399965381513,0.382696439315088,-3.11996541162502,0.00180872277081068,0.0906474261106008
"HSPA14",358.569936644871,-0.330136439651989,0.105919795688858,-3.11685306325337,0.00182792654642424,0.0909931082300892
"C4BPA",1345.83741831247,-0.471848845300733,0.151819745578553,-3.10795439356465,0.00188387136914663,0.0924404063605057
"ESRP1",295.18798991548,-0.450649820039409,0.144896558752906,-3.11014853574202,0.00186993284786483,0.0924404063605057
"LOC107054440",493.324317510301,0.67966284506438,0.218689785202174,3.10788564923618,0.00188430961266614,0.0924404063605057
"ARF1",4775.68850453188,-0.312794165810186,0.100765451842129,-3.10418065013241,0.00190806788849405,0.0927101885533833
"RCN1",309.741085665976,-0.369497140931619,0.119030718761026,-3.10421666589651,0.00190783561953486,0.0927101885533833
"CD164",1581.82177052241,-0.402740162125202,0.129885574590631,-3.10073049601194,0.00193043903028774,0.0933505159646286
"CARS",507.507319895875,-0.449935863717725,0.145339672850082,-3.09575393211345,0.00196313200009231,0.0944633324863732
"ERP44",962.425016354574,-0.351221696451922,0.113502036529849,-3.09440876296132,0.00197205578405821,0.0944633324863732
"P4HB",3457.75783548107,-0.514505711882938,0.166457075611109,-3.09092124797968,0.00199536547726737,0.0951311569091555
"NARFL",432.667552032484,-0.319184588516346,0.103405260954459,-3.08673451979312,0.00202368243625308,0.0960303511221966
"PRKAR2A",509.359229978509,-0.345992664555333,0.112233993346777,-3.08277959500467,0.00205076981820637,0.0962956225165734
"LOC107057574",565.883545974513,0.982104273965612,0.31868162643904,3.08177250423779,0.00205772034328867,0.0962956225165734
"DHX57",1987.56344639638,0.430525711214827,0.139585697158129,3.08431107183644,0.00204024147087168,0.0962956225165734
"SOWAHA",80.9778085698138,0.620388739772226,0.201536916655823,3.07828833578764,0.00208193368840575,0.0969818192924788
"RPN1",2383.33661796489,-0.358732452226902,0.116597864876159,-3.07666399044202,0.00209331121388912,0.0970665542330775
"RSL1D1",294.740081478181,-0.373174943869378,0.121510947122429,-3.07112200757833,0.00213255990154674,0.0975502063072396
"HMOX1",97.273313950613,-0.912669797336311,0.297168952175595,-3.07121518131215,0.00213189449944801,0.0975502063072396
"PIGB",4420.06099275165,-0.328693196051621,0.106953087235849,-3.07324645362314,0.00211743536104496,0.0975502063072396
"NOCT",223.277164726005,-0.412968753236913,0.134686492045159,-3.06614826005305,0.00216835766416144,0.0983140122167004
"WDR77",332.750886003068,-0.335522058422621,0.109524127468936,-3.06345337941891,0.00218798294051938,0.0983140122167004
"XRN2",1082.30479380987,0.244250484344746,0.0796990076218165,3.06466155141793,0.00217916446656943,0.0983140122167004
"PISD",1375.54909319095,-0.407757882718172,0.133008032822575,-3.06566358486104,0.00217187533165562,0.0983140122167004
"ALDH6A1",1827.61047704307,-0.330058910597671,0.107818151398005,-3.06125551512448,0.00220410912547914,0.0986023267367432
"BTBD9",545.198323829386,-0.327117934044549,0.107039932704161,-3.05603643220371,0.00224284001706686,0.0996296771004253
"CHKA",1014.01338995914,-0.652870095571922,0.213668966372031,-3.05552138271298,0.00224669582038379,0.0996296771004253
