"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ETNPPL",4.6496148983921,16.5336716699792,1.93160044034519,8.55957128847234,1.1328799839018e-17,1.45643050730415e-13
"LAPTM4B",1654.99000798161,1.72661155897228,0.212406737110087,8.12879846686501,4.33566448687303e-16,2.78696513216198e-12
"LOC101750767",12326.2687578554,1.4457233598171,0.201881789923342,7.1612370802045,7.99522375014978e-13,2.05573193063851e-09
"KPNA2",50.2590478864316,4.74735211907613,0.659918503008925,7.19384605436942,6.29912166708087e-13,2.05573193063851e-09
"CDK1",45.993881304783,4.33434747563157,0.603865992756867,7.17766446135458,7.09123325413624e-13,2.05573193063851e-09
"CKAP2",54.7227795481464,4.24060449054508,0.601397443953743,7.05125127015215,1.77315962206146e-12,3.79929001687036e-09
"CREB3L1",775.043729035714,1.61188091849151,0.23224133384546,6.94054280434035,3.90596202119331e-12,7.17357824920874e-09
"LBH",678.285276260983,1.89851852691307,0.274771168362141,6.90945319419715,4.86525358887928e-12,7.818462517329e-09
"LOC423793",28.1509825426538,4.21631962224728,0.616767626316592,6.83615585893772,8.13464406851113e-12,1.16198871271977e-08
"SSR1",2131.78901328003,0.999049146225269,0.146933904507745,6.79930986365784,1.05121500363726e-11,1.35144200867606e-08
"SSR3",1087.23566854824,1.18059106104204,0.174318117612364,6.77262396595716,1.26467357139874e-11,1.47805849399111e-08
"STC1",936.628383201119,2.493792384317,0.369631575494645,6.74669738639015,1.51248262890436e-11,1.62037305643287e-08
"HELLS",141.767813223232,1.24104533942164,0.185356036723863,6.69546760578674,2.14983068622777e-11,2.12601717708802e-08
"WIPI1",431.658054403055,0.926478850954351,0.138679574008959,6.68071601441821,2.37777607524307e-11,2.18347780166607e-08
"ITGB1BP3",3531.85789116935,0.846269325768609,0.12819684525922,6.601327232799,4.07492963474347e-11,3.20851343975162e-08
"CENPN",42.2411885706159,2.04940100408971,0.310734571076834,6.59534276146879,4.24274490321854e-11,3.20851343975162e-08
"LHX9",1.94478838245963,12.0531102493391,1.82661219959081,6.59861477550584,4.15017121926374e-11,3.20851343975162e-08
