"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ANKRD9",78.9629964446874,-1.1173372297612,0.268353444170156,-4.16367762007452,3.13162198392388e-05,0.0152243222818463
"SLC2A12",199.284301976766,-0.829594969998596,0.200101750073217,-4.14586563933122,3.38532306674425e-05,0.0156002133509561
"POLR3G",176.592366727099,0.934216624762693,0.225560780544403,4.14175116129636,3.44664168198787e-05,0.0156002133509561
"POR",605.696229505569,-0.69463154553047,0.168150794477187,-4.13100364877974,3.61182848282205e-05,0.0158029535551741
"CYTH4",10.2460863393821,-2.30827048022578,0.565652850758433,-4.08071925586661,4.48965561219745e-05,0.0173327116369717
"REG4",24.2210948570722,5.43964106190346,1.33186712572531,4.08422203449247,4.42247293840995e-05,0.0173327116369717
"SGSM1",2651.64891453139,-0.908736321073076,0.222519311818126,-4.08385372778711,4.42949187865364e-05,0.0173327116369717
"FAM101B",122.720676111253,0.941252472252886,0.229803782461275,4.0958963432706,4.20538078343652e-05,0.0173327116369717
"NETO2",194.893824008459,-1.9573102600576,0.482652091768861,-4.05532327205771,5.0065013500845e-05,0.01738150218502
"PHF19",282.001510977339,-0.763314530275199,0.187717037344511,-4.06630394914189,4.77646313622232e-05,0.01738150218502
"TMEM8A",319.486774342968,-1.16159687533017,0.285224430703024,-4.07257145703493,4.64969283703472e-05,0.01738150218502
"USP32",1006.51224064198,0.39717068804256,0.097966768904984,4.05413685152531,5.03197533925614e-05,0.01738150218502
"NPC2",5285.12195374775,-1.31883058993597,0.325828266526051,-4.04762485464264,5.17399842879648e-05,0.0174138213785596
"CHST15",137.912162330433,-1.21113535633001,0.302703782785247,-4.00105788301049,6.30599285169429e-05,0.0204827502966139
"SLC25A30",227.269503778182,-1.19827718271612,0.299746751730884,-3.99763192026831,6.39793358343113e-05,0.0204827502966139
"PDIA3",8025.05928606103,-0.991293238077647,0.253920248391135,-3.90395505816721,9.46333612383293e-05,0.0295751785622455
"ITPR2",2770.97349363831,0.528615649619437,0.136859190080524,3.86247828376314,0.000112242545601037,0.0342626896176562
"AMPH",1369.08183260819,0.66046152037064,0.172032764814148,3.83916122654982,0.000123455345100009,0.0368289740859709
"CNTN4",80.3129880090489,1.07869324971538,0.283273535525278,3.8079563193757,0.000140120015619291,0.0408714516670849
"GTF2IRD1",348.332247345404,0.472498638566466,0.124507762514755,3.79493317543531,0.00014768322765568,0.0421410879610533
"LOC770492",15.1480579757018,-2.02390042232403,0.536189527424226,-3.77459894087552,0.000160265291674639,0.0447583450749216
"MADD",3367.67654092952,0.418404343094459,0.111327146282144,3.758331701363,0.000171050030285963,0.0467750561986156
"SIX2",3906.70257310566,-0.560074858020816,0.151093180032102,-3.70681759363209,0.000209879993414932,0.0542988112772192
"HIPK3",2085.29683126178,0.435159837144194,0.117680082132472,3.69782064440045,0.000217458444977947,0.0542988112772192
"XPNPEP1",954.045033373141,-0.362399235007111,0.0975413781521735,-3.71533847350131,0.000202931866703646,0.0542988112772192
"MYBBP1A",329.624943643799,-0.416136401420731,0.11268693380215,-3.69285406373167,0.000221751289029764,0.0542988112772192
"FNDC5",104.797079819449,-1.55769448722653,0.421323622342403,-3.69714491337166,0.000218037889444238,0.0542988112772192
"DISP2",1012.37210362759,0.437624568407138,0.118565666020537,3.69098899449809,0.000223383803822172,0.0542988112772192
"CRELD2",1555.92329071651,-1.0584215164458,0.287893594213271,-3.67643302150628,0.000236517917192092,0.0554381103761321
"LONP1",674.025025853911,-0.365928441974328,0.099437758134579,-3.67997477858542,0.000233257022954346,0.0554381103761321
"IGLL1",85.3500759679478,4.34349901099353,1.18626067972195,3.66150466355473,0.000250738296135636,0.0577401907908133
"HSPA5",6856.78079033784,-0.821127557935831,0.227907658118352,-3.6028958601708,0.00031469162943447,0.0712179711716699
"LOC428754",412.039948359793,-0.711413990211601,0.19776653236691,-3.59724156406674,0.000321609777559317,0.0715499989871796
"HPSE",117.051565109626,-1.34812749486802,0.377631777922522,-3.56995246079267,0.000357046017958859,0.0775158878028412
"GREB1",1811.67536790862,-1.42924324691241,0.400615198881602,-3.56762112596433,0.000360236870026917,0.0775158878028412
"LOC424214",13.9797195119854,-1.6513111435967,0.464950612794058,-3.55158397076491,0.000382919786604701,0.0810678244995694
"MPP1",332.192664155256,-0.696758406984978,0.196997944813321,-3.53688160374079,0.000404881124344608,0.0817746942277255
"RND2",142.964162958022,-0.940282885664671,0.265750273749674,-3.53821981967318,0.00040283454538351,0.0817746942277255
"ZFYVE28",157.759818258509,0.586345401734302,0.165782393196121,3.5368376003636,0.000404948584854652,0.0817746942277255
"NLGN4X",1644.90036463011,0.469048106443115,0.13286324023009,3.53030759772851,0.000415076789024495,0.0825499686778109
"SLC30A4",526.645840932551,0.41403359807829,0.117668125279019,3.51865551606706,0.000433739514892055,0.0849741025742256
"SP3",657.603505272286,0.330930172543325,0.0944059391081639,3.50539569511795,0.00045592911051361,0.0880077280088478
"RASL10A",11.8089391953697,-3.20716966821966,0.920392450139246,-3.48456755347618,0.000492933013266345,0.0895851541979526
"TBX20",63.7081020123191,1.47510907599404,0.424240753418945,3.47705651591973,0.000506950946547392,0.0895851541979526
"SLC6A2",25.6459138756441,-1.86083331004171,0.53559504760514,-3.4743288205562,0.00051213301692328,0.0895851541979526
"FICD",1036.20605541995,-0.652678998619477,0.187893441667947,-3.47366567361579,0.000513400302166797,0.0895851541979526
"MBP",3897.85103685845,1.62564699239845,0.468363572733283,3.47090825811126,0.000518701182313301,0.0895851541979526
"LOC107054221",13.3807689830597,-2.1665027601532,0.621940075422428,-3.48345901119442,0.000494978909835351,0.0895851541979526
"TMEM52",52.4967197108172,2.34682729494041,0.675927515328002,3.47201029950909,0.000516576517618055,0.0895851541979526
"DNAJB11",1027.02221597373,-0.634277437533437,0.181541982682704,-3.49383337209673,0.000476138098000378,0.0895851541979526
"XBP1",1361.88255403675,-0.646715904856481,0.186943877538293,-3.45941206191151,0.000541356017161187,0.0900272822438316
"B3GALT1",237.358038478728,0.709231529900627,0.204662094467669,3.46537805031927,0.000529486598844571,0.0900272822438316
"CNTN6",1934.98704112099,0.456224966994017,0.132074243197499,3.45430688034906,0.000551709191088786,0.0900272822438316
"NRSN1",2542.03492777784,-0.475592773030889,0.137707627645735,-3.45364146606602,0.000553072138928313,0.0900272822438316
"STRN",471.864332476022,0.782028561970782,0.226515177142396,3.45243339469111,0.000555554613877065,0.0900272822438316
"DLK1",68.4788925976381,2.40007781330884,0.697376648872601,3.44158041022577,0.000578326555481814,0.0922707813242362
"SYT12",241.810764482148,-0.93958550368407,0.273199679559523,-3.43918962569413,0.000583458391734847,0.0922707813242362
"ST5",555.00106071881,-0.42087440961699,0.12268164742488,-3.43062241542442,0.000602198188319231,0.0931167067002732
"DOC2B",120.95273402167,1.34918742383701,0.393318898781332,3.43026340208253,0.000602995586585648,0.0931167067002732
"HSP90B1",10491.535475902,-0.714797104491403,0.209482088999554,-3.41221107687601,0.000644381958635937,0.0942636928500886
"VTN",172.152202954425,-2.56746675722088,0.752616448363114,-3.41138804872646,0.000646330363896691,0.0942636928500886
"PLVAP",196.115604239985,-0.883726401843647,0.258956609087538,-3.41264277809921,0.000643362151325308,0.0942636928500886
"PSMD7",675.967569106144,-0.53791526579453,0.157644304482824,-3.41220869069291,0.000644387599689463,0.0942636928500886
"HERPUD1",373.485810362155,-0.968881595977995,0.283270295445556,-3.42034308416998,0.000625422051934032,0.0942636928500886
"C1H12ORF40",3.62888299148925,-4.9686494716362,1.45870125051355,-3.40621458292912,0.000658703842937797,0.0950126004659509
"DHCR24",2563.59631600244,-0.591833017807509,0.173991460679795,-3.40150611699668,0.0006701562875997,0.0956138199025398
"PHLDA2",159.361768164564,-1.13185159180044,0.334718330504644,-3.38150465226683,0.000720900120992177,0.0993330087013205
"LOC107050516",73.3325311994289,2.38155570330507,0.704731510117513,3.3793801882194,0.000726494654527409,0.0993330087013205
"LOC100857837",75.3718235198316,0.903838064561954,0.267014555815081,3.38497675455528,0.00071184282515887,0.0993330087013205
"SMTNL2",979.199979755384,0.244281815839123,0.0722183621778927,3.38254438999036,0.000718176702313718,0.0993330087013205
"PDIA6",2890.16627615634,-0.682737418881404,0.202207569293733,-3.37641870314774,0.000734360706285079,0.0993733879453396
