"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RNF20",2333.92282332168,1.24881142832539,0.0912156564738011,13.6907574489044,1.15301015435506e-42,1.48230985443886e-38
"RGP1",320.407104041969,1.33738101184796,0.119920631400786,11.1522178980054,6.98434408323808e-29,3.26353146514423e-25
"IKBKAP",480.566923312175,1.19716876152905,0.107422214434357,11.1445176198692,7.61558369277589e-29,3.26353146514423e-25
"DCTN3",671.985937996722,1.28911676640926,0.120848552519467,10.6672089945107,1.44913926556487e-26,4.65753359952548e-23
"SIGMAR1",315.301862673462,1.55104988031713,0.148816630704975,10.4225574317164,1.95621025381316e-25,5.0298078046044e-22
"LOC107049322",309.115284238663,1.53356407330718,0.147972137415434,10.3638705238248,3.62009874755006e-25,7.75666491641725e-22
"AP3B1",1897.32481314948,0.925678673180375,0.0906660216053882,10.2097638871734,1.79300614524937e-24,3.29298385761798e-21
"MED18",108.061646494294,1.54313177786875,0.156637202143768,9.85163011563758,6.74411470576351e-23,1.0837792332162e-19
"ND1",8157.87919094876,-2.53893724414696,0.259421879028256,-9.78690484263443,1.28158994199869e-22,1.8306800327039e-19
"MIER3",595.432212089396,-1.35347586388539,0.138791948663559,-9.75183270296393,1.81167632355502e-22,2.32909108156233e-19
"GALC",1477.01197631542,-1.7812957174082,0.184281187146801,-9.66618321157868,4.19741101421464e-22,4.90562872715849e-19
"ENAH",1080.34316486138,-1.19242756795517,0.127539929079384,-9.3494451232835,8.81087344853248e-21,9.43938242119446e-18
"GFM2",325.382897077604,1.08452671932902,0.118769564018437,9.13135219693709,6.76489775148945e-20,6.68996349947295e-17
"NAA35",651.096976766958,0.908307798245603,0.101498142937999,8.94900903556877,3.58687803230612e-19,3.29377885595196e-16
"GTF2H2",269.198895282576,1.07804086236747,0.121780670603021,8.85231504334253,8.57223183318737e-19,7.34697416316379e-16
"CTC-487M23.8",577.556274775541,1.37410691777511,0.155447534199148,8.83968295061342,9.59906060998531e-19,7.7128452001232e-16
"SMARCA2",3672.68554542224,0.661582749744906,0.0751629501638235,8.80197954315171,1.34423690863509e-18,1.01655939396546e-15
"NANS",939.976959791634,0.847315271131963,0.0972300315802212,8.71454279465982,2.91934420636658e-18,2.08506050650271e-15
"FOCAD",760.203478542808,1.0624162247027,0.122275032071427,8.68874214714655,3.6647438886278e-18,2.47968144379995e-15
"RP11-598P20.5",676.506756916963,0.930385104720936,0.107377281148636,8.66463645538813,4.52956058056704e-18,2.91160154118849e-15
"C11H19ORF40",70.8401612011664,-5.08537549135617,0.591719979463779,-8.59422643792521,8.38275781168029e-18,5.13184449652199e-15
"LOC107049346",309.564538822035,1.27624369936392,0.149100921207118,8.5595963393886,1.13263386171667e-17,6.61870042101343e-15
"MFSD7",111.039336501838,1.53660629960588,0.179964819744179,8.53837045368185,1.36127894524075e-17,7.6089574434848e-15
"CREB3",643.742758240315,1.02811745122247,0.12068675346219,8.51889227051397,1.61086595017193e-17,8.62887193975429e-15
"MRPL17",233.6657596777,1.62230796756003,0.196609171060756,8.25143587558642,1.56502605912052e-16,8.04799000642136e-14
"DCDC2",200.189285095229,-1.92088190565458,0.23306939505963,-8.24167370908193,1.69818155271394e-16,8.3968546314194e-14
"PPAP2A",674.795406575378,0.916323082818705,0.111289502368013,8.23368838319177,1.81535541699992e-16,8.64378120035219e-14
"MRPS27",393.429668802849,1.17189637903976,0.145351084487347,8.06252243093362,7.47360268077101e-16,3.43145128799972e-13
"MCCC2",633.612664846702,0.939763040743959,0.118278546133762,7.94533811466684,1.93661816508769e-15,8.58522866564392e-13
"C16ORF72",941.858199345966,-0.662880684820206,0.083505313464779,-7.93818569521084,2.05160032146734e-15,8.79179124426138e-13
"YTHDC2",725.935284509284,0.815056376405594,0.103189785669122,7.89861487859923,2.82019783045961e-15,1.16956333252867e-12
"TOMM5",221.384583998284,1.60477806462386,0.207086719692009,7.74930457641405,9.23971567146281e-15,3.71205577101018e-12
"NDUFS4",237.433015710121,1.33255754817681,0.173671026658477,7.6728834614266,1.68172272389608e-14,6.55158404194183e-12
"UTP15",177.03617189597,1.13161872059195,0.147718632777492,7.66063630101764,1.85014116307406e-14,6.9957102330824e-12
"ATP5A1",3569.43124442248,0.823942994778786,0.108500010093904,7.59394394586403,3.10312676681963e-14,1.13982279183523e-11
"WDR70",217.195611105676,1.03812321671709,0.13734331168856,7.55860044405472,4.07429327649568e-14,1.4549753989619e-11
"LOC100859449",4.11079597247051,-15.449537557675,2.04761310144974,-7.54514490395499,4.51784883995e-14,1.50944663889516e-11
"GBA2",227.99368333517,1.05108238264183,0.139230688155335,7.54921487904434,4.3788989597794e-14,1.50944663889516e-11
"LOC107051352",78.9233534650601,-5.20068380487447,0.689435815034965,-7.54339082980584,4.57906183236709e-14,1.50944663889516e-11
"SMU1",997.893635743692,0.589744806114118,0.0783114874438332,7.53075730475808,5.04468763043748e-14,1.62136260442261e-11
"LOC107049315",780.259560848884,1.11862869995902,0.149452969309845,7.48482084447509,7.16448013793012e-14,2.24650138178609e-11
"PJA2",626.221350169017,0.94170512799164,0.126097820337861,7.46805238558825,8.13904441015954e-14,2.4913227365955e-11
"UBE2V1",1459.25713618731,-0.80644664354794,0.10849175489125,-7.43325282512303,1.05959096430908e-13,3.16793056678082e-11
"DNAJA1",2387.15706235112,0.846655832457871,0.113962078707813,7.42927684417383,1.09192995189342e-13,3.19042078671403e-11
"THOC5",496.358985942692,1.00333153545936,0.135164814521833,7.42302306268692,1.14476833321091e-13,3.19937862864335e-11
"ZCCHC7",112.491402764494,1.42705536361662,0.19219860243749,7.42489979385129,1.12865329840927e-13,3.19937862864335e-11
"PIGO",179.779739842969,1.58334067132017,0.213760019405336,7.40709453397741,1.29096441392932e-13,3.53119968201603e-11
"HINT1",495.822389005743,1.39297339532876,0.18936573824231,7.35599485027397,1.89510321724442e-13,5.07571811685297e-11
"MRPS36",34.7732799880196,-7.81569947727868,1.06398604970444,-7.34567852600112,2.047178782511e-13,5.37112865876764e-11
"ABCA1",1706.14668939729,1.00578005120823,0.137515312869094,7.31394948114369,2.59402702079409e-13,6.66976227586576e-11
"NUP155",440.956659748726,0.742099266410211,0.101549368115899,7.30776843006295,2.71615351529094e-13,6.71516722934238e-11
"BTC",75.1931102921192,-4.22934786268617,0.578662746302504,-7.30883038472848,2.69477666789302e-13,6.71516722934238e-11
"PCNP",1615.10479233142,-0.61865124045506,0.0849082644505875,-7.28611336550266,3.19024560333065e-13,7.73845235404129e-11
"PHF10",1366.73290590458,-0.694184459178322,0.0963514475386303,-7.20471229972961,5.81665308301995e-13,1.38479429695008e-10
"FREM3",305.253213365493,1.00131032029478,0.139172538015081,7.19474067639894,6.25795890263812e-13,1.46276944822392e-10
"OSTM1",1137.54575953478,-0.735403984386578,0.102345745018839,-7.18548664872398,6.69682194582694e-13,1.53739898099199e-10
"TMEM50B",479.434007533023,-0.962133011072476,0.134303544723106,-7.16386907773809,7.84313121075722e-13,1.76897008500868e-10
"CABLES2",287.144919705794,-1.25388915962508,0.175894357027511,-7.12864915517996,1.0135872394732e-12,2.24666854321853e-10
"LOC101750188",59.8250031638798,-7.71730383169937,1.0830974750667,-7.12521634419298,1.0391733195856e-12,2.26434105026992e-10
"ACP1",978.909373115543,-0.807366226170522,0.113406481625366,-7.11922470919805,1.08535835592031e-12,2.32556117061859e-10
"UBXN2B",219.007780896443,-1.08095272472219,0.151927838078228,-7.11490888302909,1.11986794323902e-12,2.33009068275579e-10
"PTK7",1538.02096026455,0.720409387777552,0.101260237638607,7.11443508900958,1.12372139336387e-12,2.33009068275579e-10
"ZFAND5",1223.05946017853,-0.699407146713874,0.0985076228516748,-7.10003070287248,1.24729176536106e-12,2.54526713261615e-10
"HIC2",97.6885347821733,1.35455019960752,0.191032847443884,7.09066643633326,1.33467691860284e-12,2.68103226024345e-10
"PCMTD2",1964.68937664887,-0.648664020510793,0.091685050695634,-7.07491587329931,1.49539451401368e-12,2.8693719212179e-10
"EPG5",491.617220162795,0.763166872996536,0.107847843910858,7.07632944083089,1.48022735455087e-12,2.8693719212179e-10
"ERCC8",210.663725148903,0.822178898007772,0.116142619375181,7.07904559438125,1.45150627594071e-12,2.8693719212179e-10
"FKTN",496.01675156281,0.863848825543074,0.122605925007506,7.04573474316341,1.84485405863794e-12,3.4878593790955e-10
"DCUN1D1",484.596665549556,-0.721008708692699,0.103069952069997,-6.99533369534359,2.64628315306746e-12,4.93052408925149e-10
"TTC37",940.560555423793,0.915265290084665,0.131618988504408,6.95390004500764,3.55323411945805e-12,6.52576826282182e-10
"C6ORF211",537.656557005611,-0.717343713528522,0.103655407539831,-6.92046590287994,4.50160663424451e-12,8.15107815349963e-10
"RPL37",1888.38049516649,1.42193265406794,0.205690295357018,6.91297881409465,4.74580847906616e-12,8.47390469539925e-10
"PTBP2",1433.75121862873,-0.73836828082447,0.107114443178762,-6.89326536097674,5.4526023645259e-12,9.60255561621163e-10
"DHFR",439.84746511435,1.17630695131786,0.172228650124154,6.82991447979127,8.49652682598954e-12,1.47609930912056e-09
"PSMD2",1330.80525441966,0.901146340644605,0.132341844028043,6.80923216132346,9.81210261043078e-12,1.63823884622985e-09
"CLN8",778.249756090417,-0.811871558025489,0.119183813565923,-6.81192801047957,9.62992971818885e-12,1.63823884622985e-09
"EPDR1",1867.00343226531,-0.915616393822893,0.134447144166806,-6.81023311798208,9.74407194627792e-12,1.63823884622985e-09
"RPS6",10220.320210373,0.79761635270537,0.117480005672988,6.78937958962635,1.12616777266514e-11,1.85615549812604e-09
"AL158801.1",1087.67685883838,-0.695048522677679,0.102508934313148,-6.78037019245972,1.19868335683318e-11,1.95066749815789e-09
"OSTF1",502.479993676382,0.704116925733897,0.104137782908186,6.76139731488893,1.36667164183821e-11,2.196241328434e-09
"SRSF2",3843.1454825197,-0.612656625738285,0.090887926610487,-6.74079218864691,1.57525376501503e-11,2.50018054358435e-09
"NGLY1",547.578185966847,-0.819187201056858,0.121957708518411,-6.71697763928708,1.85532426311484e-11,2.90878643007371e-09
"PLCE1",384.494281794864,-1.18666593215937,0.176903645862152,-6.70797894738731,1.97338392651171e-11,3.05660527219694e-09
"TOPORS",218.428933376034,0.921946885037827,0.137549234496236,6.70266823668187,2.04647744987506e-11,3.1320850113802e-09
"FAM49B",494.826321682958,-0.794092683968773,0.1185738160017,-6.6970323697551,2.12694521678204e-11,3.21694208317057e-09
"PODXL2",2891.19578475929,0.704803847135657,0.105792458474841,6.66213695471752,2.69874354927961e-11,4.03430779878356e-09
"SCP2",2372.57083252106,-0.595933974279309,0.0897909525890786,-6.63690446638377,3.20339114904113e-11,4.6798632513719e-09
"CCDC28A",221.217100536568,-1.09855343885386,0.165511616184378,-6.63731926603919,3.19439264466322e-11,4.6798632513719e-09
"CWC27",551.343873405491,1.00280626169473,0.151247839731388,6.63021874213669,3.35189776766941e-11,4.84179749451213e-09
"AUTS2",1069.58052643849,-1.02457300298156,0.155095960057897,-6.60605861428684,3.94686673747434e-11,5.63787986410778e-09
"CAPZA2",1324.66896682532,-0.710849784391755,0.107926557070863,-6.58642139325378,4.50553916495121e-11,6.36518807742998e-09
"SLC30A9",1337.90776131083,-0.621012057161698,0.0947055258512499,-6.55729485243655,5.47926102327963e-11,7.65667170818293e-09
