"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TMEM52",52.4967197108172,-3.35262223765784,0.593957782017845,-5.64454636197882,1.6561734906393e-08,0.000163712749549695
"PTEN",1780.54746110418,-0.407404067442536,0.0749501169916065,-5.4356695332198,5.45910511018547e-08,0.000269816270070917
"PLLP",53.6187836947749,-4.44901756334482,0.854892337990331,-5.20418462727542,1.9485021649202e-07,0.000642031463341206
"CNP",431.672450944691,-2.66291299166623,0.523078887039409,-5.09084395804643,3.56473299083757e-07,0.000880934640360734
"LOC769726",117.05109541329,-5.00705841852913,1.11665641085769,-4.48397409430825,7.32655609082842e-06,0.0072423006957839
"LOC107050516",73.3325311994289,-2.81634729880408,0.615462167913958,-4.57598768150085,4.73978435692395e-06,0.0072423006957839
"BTC",75.1931102921192,2.33843328482379,0.506100947236163,4.62048786431652,3.82838738154182e-06,0.0072423006957839
"MBP",3897.85103685845,-1.86274142644492,0.408812820444218,-4.55646528996047,5.2021630968221e-06,0.0072423006957839
"DAAM2",153.048025840683,-1.62228596005317,0.359669826518163,-4.51048667539879,6.46790642348465e-06,0.0072423006957839
"ENO1",7060.26835909779,0.435714272917856,0.0967113580188676,4.50530611753845,6.62773288259992e-06,0.0072423006957839
"RPSA",3744.99286389262,0.537226522387959,0.120976560430723,4.44074885643324,8.96463684764263e-06,0.00782020087185063
"LOC100859848",185.803205386359,-1.94598785158815,0.441156737692208,-4.41110309630101,1.02845332659644e-05,0.00782020087185063
"FAM101B",122.720676111253,-0.876707150137574,0.198447293041759,-4.41783375676025,9.96950523167764e-06,0.00782020087185063
"TSPAN2",217.632828688368,-1.18058429708599,0.269808755988755,-4.37563374383297,1.21080173929717e-05,0.00854912513782323
"HM13",1296.05616405051,0.600627618736718,0.138196956920987,4.34617108884765,1.38534528437418e-05,0.00912942542402585
"LOC100857380",249.676277800365,2.54119910210686,0.587671059027128,4.32418623151825,1.53095929097951e-05,0.00945845786958278
"UGT8",141.16207691999,-2.3083881727408,0.540581781053519,-4.27019232546474,1.95304477274473e-05,0.0101609724097798
"BMP2K",575.906612122271,-0.391042267765011,0.091146133189774,-4.29027819480644,1.78449436581228e-05,0.0101609724097798
"USP32",1006.51224064198,-0.363589134828612,0.0851293326868579,-4.27102061478678,1.9458041875519e-05,0.0101609724097798
"SMURF1",1447.24481487398,-0.551148518639467,0.131087902155015,-4.20441939781535,2.61753193278336e-05,0.0129371515777817
"VCPIP1",629.179814056262,-0.390826626209936,0.094276524689892,-4.14553493030741,3.39021311605758e-05,0.0150157921803342
"SNRPD2",268.295562255752,0.766150395480572,0.184660184642805,4.14897449042719,3.33968020275605e-05,0.0150157921803342
"HEBP2",300.959640291284,-2.35004720539804,0.567831727722203,-4.13863313842114,3.49381102830233e-05,0.0150157921803342
"SSR2",1315.6233477215,0.932660222512861,0.230535472027381,4.04562566580681,5.21835630081643e-05,0.0170816519750921
"GTF2A1",1194.25266677666,-0.41559222613915,0.102401402557114,-4.05846224525448,4.93969175092939e-05,0.0170816519750921
"COQ9",214.81236130855,0.586261527499149,0.145132814721233,4.0394829289656,5.35691665379723e-05,0.0170816519750921
