"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ETNPPL",4.6496148983921,19.3606214084234,2.16037494089454,8.96169504743784,3.19725047845827e-19,4.45600799182729e-15
"LHX9",1.94478838245963,15.629828009055,2.02443164542718,7.72060051736494,1.15782902279249e-14,8.06833154532949e-11
"LOC100859449",4.11079597247051,-15.1713189440194,2.37437240425382,-6.38961222630417,1.66306945460366e-10,7.72606632960373e-07
"APOD",32.5260543492192,5.34300228278586,1.25659657115294,4.25196312439686,2.1190475839671e-05,0.042190237396785
"NEFM",33.1999298725202,4.31423391787586,1.01020422949279,4.27065517241201,1.94899558654965e-05,0.042190237396785
"PVALB",8.64464701829404,5.75199400270687,1.34638843989646,4.27216532188081,1.93583966936854e-05,0.042190237396785
"SEPP1L",31.4620163577462,5.88480082696109,1.36515927357948,4.31070640682901,1.62733849037741e-05,0.042190237396785
"SHANK3",33.8992737531122,6.8225649402551,1.61955000421286,4.21263000370961,2.52414348097382e-05,0.0439737346179152
"AGT",47.1176878253525,5.09406144468169,1.22929619287814,4.14388450415274,3.41471769899193e-05,0.0528788006342783
"LOC769726",117.05109541329,5.30659619492492,1.32284605552546,4.0114994278885,6.03343232757584e-05,0.0775645608306699
"HYAL3",160.032283421558,-0.926416315074595,0.232775817147307,-3.97986494657361,6.89544300834029e-05,0.0775645608306699
"LOC107049005",14.8501913431878,-10.0608622380127,2.53522925643199,-3.96842305779166,7.23498091984436e-05,0.0775645608306699
"RGS8",4.24559346951101,5.16692488696717,1.29740099749371,3.98251958873819,6.81885025990262e-05,0.0775645608306699
