"tissue","gene","padj","direction","pvalue","direction2","lfc","logpadj"
"gonads","ABCG2",2.66890170354348e-12,"male",7.6007928739433e-13,"male",1.83601119215661,11.573667421115
"gonads","ABCG4",4.15124139896803e-14,"female",1.04064223206932e-14,"female",-3.00131127744049,13.3818220112152
"gonads","ABCG5",4.08777194073802e-10,"male",1.35114277202478e-10,"male",3.88826873235224,9.38851334174855
"gonads","ABCG8",5.00084760574625e-10,"male",1.6651536943735e-10,"male",4.63874779275135,9.30095637980384
"gonads","ABHD11",1.71467841955719e-28,"male",1.48738441104775e-29,"male",2.49621902904302,27.7658173180162
"gonads","ABHD12",3.13666166510545e-18,"female",5.81564011151966e-19,"female",-1.41835109165967,17.5035323237958
"gonads","ABHD16A",0.0135131441590624,"female",0.00886612079429508,"female",-0.657530394998987,1.8692435901296
"gonads","ABHD17A",0.0379726057156325,"female",0.0262421626746551,"female",-0.447886664243464,1.4205296001451
"gonads","ABHD17B",2.38283359457561e-11,"male",7.23610747627477e-12,"male",1.29084281648245,10.6229062855935
"gonads","ABHD17C",1.2068501576819e-10,"female",3.84517747352763e-11,"female",-0.89640166555959,9.91834664848727
"gonads","ABHD6",3.22086788412736e-22,"female",4.44991369313589e-23,"female",-2.67084909439885,21.492027089018
"gonads","ABHD8",4.60585509801701e-15,"male",1.06927542236744e-15,"male",1.70163349073459,14.3366897292293
"gonads","ABI2",0.00662872271510108,"female",0.00419257429804756,"female",-0.389042508181602,2.1785701474963
"gonads","ABI3BP",4.76367821528551e-11,"female",1.47398315594322e-11,"female",-2.67034086401334,10.3220575826313
"gonads","ABLIM1",0.00045337220754616,"female",0.000252795863248308,"female",-0.800102951854123,3.34354510635174
"gonads","ABLIM2",1.92512098696948e-26,"female",1.96438095826773e-27,"female",-5.23128841285554,25.7155419714427
"gonads","ABLIM3",0.000260932287351995,"female",0.000141970698065925,"female",-1.05372281181608,3.58347217865667
"gonads","ABR",0.00137574649219242,"female",0.000804840346969094,"female",-0.539140737518876,2.86146158585711
"gonads","ABRACL",1.69873310815966e-20,"female",2.64092860775934e-21,"female",-1.93745877547534,19.7698748487698
"gonads","ABTB1",1.04004996464628e-07,"female",4.17035688825564e-08,"female",-0.763580953374094,6.9829457964234
"gonads","ABTB2",0.00143209389186252,"female",0.000840375648736211,"female",-1.43408001465067,2.84402850760006
"gonads","AC004754.3",1.06844127910051e-06,"female",4.7007621064549e-07,"female",-0.782269572766844,5.97124934141137
"gonads","AC005943.2",0.000287441991263527,"male",0.000156848462703687,"male",0.903840761021863,3.54144978720416
"gonads","AC006538.4",9.63807658308041e-30,"male",7.48843807474724e-31,"male",2.11979869999576,29.0160096271656
"gonads","AC024592.12",1.17106416639769e-08,"female",4.35343902731642e-09,"female",-1.45129350381445,7.93141930787472
"gonads","AC025048.1",1.66440411348923e-08,"male",6.2758767772023e-09,"male",0.655786391362048,7.77874121954127
"gonads","AC113404.1",6.67032839558022e-31,"female",4.7227802657203e-32,"female",-1.63573736459346,30.1758527842427
"gonads","ACAA1",4.24115409085859e-14,"female",1.06409538944851e-14,"female",-1.08563218936326,13.3725159483387
"gonads","ACAA2",3.59176623402409e-41,"female",1.08067646995267e-42,"female",-2.57949006720235,40.444691936642
"gonads","ACACA",2.96324676816954e-22,"male",4.08573031216028e-23,"male",1.60687935524742,21.5282321805848
"gonads","ACAD10",1.44436624601812e-25,"male",1.55990724832059e-26,"male",2.32665654841664,24.8403226693309
"gonads","ACAD11",3.42911719757971e-15,"female",7.89686834169046e-16,"female",-1.25630210507766,14.4648176716677
"gonads","ACADL",1.65636492125977e-20,"female",2.56792464814006e-21,"female",-1.17682075468435,19.7808439756248
"gonads","ACADS",2.26553308653795e-14,"female",5.5572748984731e-15,"female",-0.996710382950444,13.6448295908691
"gonads","ACADSB",2.32515409305372e-05,"male",1.15005467420322e-05,"male",0.805707556009597,4.63354826017387
"gonads","ACAN",0.0196293448497994,"female",0.013089048992908,"female",-1.07389154950934,1.70709419519699
"gonads","ACAP3",0.0642490826691729,"male",0.0457854298728186,"male",0.382034003485498,1.19213306869021
"gonads","ACAT1",2.46829244448041e-05,"female",1.22333437109032e-05,"female",-0.601805555034085,4.60760338617045
"gonads","ACAT2",1.61948357895755e-30,"male",1.18966803193564e-31,"male",2.20846915144286,29.7906234512378
"gonads","ACBD3",1.04021882044584e-28,"female",8.8739046293958e-30,"female",-1.50488449842287,27.9828752928974
"gonads","ACBD5",0.0600295505250413,"female",0.042583877648185,"female",-0.337390112469464,1.22163490843865
"gonads","ACBD6",5.39023909966882e-28,"male",4.87312295453328e-29,"male",1.88408077396623,27.2683919699962
"gonads","ACBD7",0.00555214599657561,"female",0.00347975946130346,"female",-1.50335272961177,2.25553912240307
"gonads","ACCN2",8.53354709993e-09,"male",3.13068304850943e-09,"male",2.54989998222688,8.06887041013158
"gonads","ACCS",3.02323273801912e-11,"female",9.23946469410409e-12,"female",-1.01741614828461,10.5195284181723
"gonads","ACD",7.59772997934529e-10,"female",2.5636746497877e-10,"female",-0.900779452675346,9.11931614518037
"gonads","ACE",4.64869440014484e-09,"female",1.66639971603641e-09,"female",-2.88470624287846,8.33266900290126
"gonads","ACE2",0.000428515392423388,"male",0.000238105134753136,"male",2.20308787031522,3.36803357345029
"gonads","ACER1",0.0215738072104129,"male",0.0144661935753867,"male",2.30479982996369,1.6660732065632
"gonads","ACER2",0.000127167517538227,"male",6.71451067398095e-05,"male",0.764721385032484,3.89562380657618
"gonads","ACER3",1.96476509205307e-10,"male",6.34746384399451e-11,"male",1.03446255730735,9.70668936657282
"gonads","ACHE",0.0011844572342091,"female",0.000688594411040992,"female",-2.59300905497575,2.92648061521331
"gonads","ACKR2",1.0618133676091e-15,"male",2.35831448083797e-16,"male",2.72941376876135,14.973951811447
"gonads","ACKR4",0.000770238450815562,"female",0.000440041441525823,"female",-1.17895298462513,3.11337480490284
"gonads","ACLY",3.73843660068476e-05,"male",1.88693600935037e-05,"male",0.558383209996181,4.42730998005842
"gonads","ACMSD",4.96945544063773e-06,"male",2.31201362917506e-06,"male",1.70488124654658,5.30369119921105
"gonads","ACN9",0.000339847861897686,"male",0.000186957810570025,"male",0.89078657382572,3.46871545803231
"gonads","ACO2",7.867943920545e-06,"female",3.72775341000689e-06,"female",-0.560680553187312,5.10413874421338
"gonads","ACOT11",1.29588748682274e-14,"female",3.11362884597794e-15,"female",-1.95465975896072,13.8874327036917
"gonads","ACOT12",4.15900531887746e-15,"male",9.62550204131987e-16,"male",5.10413751148959,14.3810105242233
"gonads","ACOT13",0.00489706481926005,"male",0.00304774240905693,"male",0.511651075777716,2.31006414747032
"gonads","ACOT7",1.60323413834082e-31,"male",1.07526977251926e-32,"male",2.56947755716726,30.7950030480988
"gonads","ACOT8",7.88199718265247e-12,"male",2.32226299299318e-12,"male",1.1236115074924,11.103363724705
"gonads","ACOT9",6.8249385534021e-27,"female",6.72888168449022e-28,"female",-1.69512520488053,26.1659012543295
"gonads","ACOX1",6.45389947037167e-10,"female",2.16798375142889e-10,"female",-0.727137946857622,9.1901778036986
"gonads","ACOX2",5.19050350515699e-34,"female",2.89976427331045e-35,"female",-3.56023482771696,33.2847905113413
"gonads","ACOX3",0.000151042758444469,"female",8.03587388564605e-05,"female",-0.895627173544165,3.82090009159558
"gonads","ACP2",1.19354119126855e-17,"male",2.29691971319812e-18,"male",1.61217695950254,16.9231625881093
"gonads","ACP5",0.00175967035459026,"female",0.00104359596858832,"female",-2.0962744320521,2.75456868252178
"gonads","ACP6",0.00890626471048798,"female",0.00570919324073863,"female",-0.621403793154565,2.05030440098609
"gonads","ACPL2",0.00495131579562517,"female",0.00308399491679253,"female",-0.661369545463627,2.30527937342136
"gonads","ACPP",3.94659854976351e-14,"female",9.88208325651684e-15,"female",-3.33204447017214,13.4037770480381
"gonads","ACR",3.99638216569789e-47,"male",7.54738266249135e-49,"male",8.24076222888911,46.398332987784
"gonads","ACRBP",1.68305735436219e-44,"male",3.87951609040831e-46,"male",6.58989704046753,43.7739010841082
"gonads","ACRC",0.0108379844739609,"male",0.00702920262593817,"male",0.583503551097162,1.96505147547513
"gonads","ACSBG2",3.05295649603874e-43,"male",8.06755701954801e-45,"male",3.24195674595379,42.5152793842585
"gonads","ACSF2",5.04626456678555e-17,"female",1.01606533428599e-17,"female",-2.56480300202558,16.2970299839249
"gonads","ACSL1",0.00467924004582034,"male",0.00290579261211075,"male",1.33341186911992,2.3298246748546
"gonads","ACSL3",5.79883854465787e-06,"male",2.71536881729958e-06,"male",2.21381679294526,5.23665898301593
"gonads","ACSL4",9.07292342473336e-51,"male",1.3486249812723e-52,"male",2.08442689466255,50.0422527545428
"gonads","ACSL5",0.043412096515066,"female",0.0302257423387965,"female",-0.455608691326556,1.36238924012448
"gonads","ACSM3",3.44421723527074e-18,"male",6.41555328758603e-19,"male",2.80169390678214,17.462909464331
"gonads","ACSM4",3.52419681752082e-21,"male",5.21822047804677e-22,"male",3.66210574581087,20.4529398453291
"gonads","ACSM5",1.13693084802048e-30,"male",8.23756445248212e-32,"male",3.26814799792271,29.9442659497682
"gonads","ACSS2",2.29043290958595e-18,"female",4.19731781219542e-19,"female",-1.32400163011366,17.640082424876
"gonads","ACTA2",4.20917978255218e-39,"female",1.51731168378658e-40,"female",-2.28095094488479,38.3758025242632
"gonads","ACTN2",7.22666441046618e-06,"male",3.40991037205036e-06,"male",2.06265230709937,5.14106211244218
"gonads","ACTN4",2.22275658463735e-06,"male",1.00204835352327e-06,"male",0.813748142299969,5.65310809453762
"gonads","ACTR10",2.42755522808367e-17,"male",4.76585953869076e-18,"male",0.920268174267079,16.614830880893
"gonads","ACTR1A",8.47984016213258e-07,"male",3.69310861577869e-07,"male",0.429390319437272,6.07161233375249
"gonads","ACTR2",8.70187898987115e-10,"female",2.95124044730443e-10,"female",-0.765565086874885,9.06038696039019
"gonads","ACTR3",8.50869527441136e-26,"female",9.0549234501491e-27,"female",-1.04204964454894,25.0701370296411
"gonads","ACTR5",0.00560501675432406,"female",0.00351469026790183,"female",-0.445205296273359,2.25142308488888
"gonads","ACTR6",0.00763793263852487,"male",0.00486489031335025,"male",0.487144860516563,2.11702417613368
"gonads","ACVR1",0.000993980659798568,"female",0.000573719412858027,"female",-0.581278026226135,3.00262206572791
"gonads","ACVR1B",4.49880816901153e-13,"female",1.20885682668685e-13,"female",-1.18993363306805,12.3469025249309
"gonads","ACVRL1",4.43032999375562e-09,"female",1.58494212472286e-09,"female",-2.18611909161733,8.35356392408628
"gonads","ACY1",1.68284436794985e-10,"female",5.41613417862362e-11,"female",-1.58448099581704,9.77395604639251
"gonads","ACYP1",1.63319009627168e-20,"male",2.53082308470077e-21,"male",2.76150494779293,19.7869632623197
"gonads","ACYP2",2.86799808362732e-18,"female",5.30515802342666e-19,"female",-2.4023095879875,17.5424211431961
"gonads","ADA",1.17272204341373e-13,"female",3.01896346807282e-14,"female",-1.40958742371745,12.9308049114278
"gonads","ADAD1",2.88667415754263e-29,"male",2.33819363040937e-30,"male",3.69695171298213,28.5396022357132
"gonads","ADAL",4.61509836699533e-14,"female",1.16123112724053e-14,"female",-1.37395813918737,13.3358190379126
"gonads","ADAM10",0.0417529350288477,"female",0.0290075862705803,"female",-0.400347662280255,1.37931299031139
"gonads","ADAM12",0.00021856121838666,"male",0.000118006735677818,"male",1.01155418597137,3.66042689698315
"gonads","ADAM15",9.62053274348847e-27,"male",9.56112115251188e-28,"male",6.90312727556752,26.0168008779465
"gonads","ADAM17",1.0959110086205e-12,"female",3.02662195831858e-13,"female",-1.01448352838239,11.9602247104814
"gonads","ADAM19",5.44953562939631e-14,"female",1.37666712223296e-14,"female",-3.9923652111982,13.2636405036285
"gonads","ADAM20",1.39807077497416e-55,"male",1.33522485330722e-57,"male",7.48007278131434,54.8544708426084
"gonads","ADAM22",0.000736180927535448,"female",0.000420214145697205,"female",-0.939154323803709,3.13301543814364
"gonads","ADAM23",0.0226197397590814,"male",0.0152065204383542,"male",0.813283063892231,1.64551239595544
"gonads","ADAM33",2.62315601138719e-19,"female",4.44350497692258e-20,"female",-3.45328903317943,18.5811758791124
"gonads","ADAM5",0.000450386574444999,"female",0.000251001738063165,"female",-1.66666956899934,3.34641456383023
"gonads","ADAMTS1",2.8551984181141e-30,"female",2.13842592998205e-31,"female",-3.86047926237739,29.5443637056676
"gonads","ADAMTS13",0.000439184052941022,"male",0.000244253948731022,"male",0.784147322763926,3.35735343778714
"gonads","ADAMTS15",8.28226397874754e-05,"female",4.30468380569975e-05,"female",-1.42593968738553,4.08185093144215
"gonads","ADAMTS17",5.7888611076224e-26,"male",6.0898187007517e-27,"male",3.16164875210631,25.2374068703532
"gonads","ADAMTS19",3.17650155453469e-07,"male",1.33095551994183e-07,"male",1.96724730146876,6.49805092779112
"gonads","ADAMTS5",4.32804557095675e-13,"female",1.16110715590223e-13,"female",-3.38218290255852,12.363708175094
"gonads","ADAMTS7",0.0241524604888516,"male",0.0163184331997418,"male",0.702788917571038,1.61703861968268
"gonads","ADAMTS8",1.83275079336103e-19,"female",3.0716934882268e-20,"female",-4.32630988513862,18.7368965838245
"gonads","ADAMTS9",3.404991993713e-08,"female",1.31226425608629e-08,"female",-1.13038978251854,7.46788390492311
"gonads","ADAMTSL1",0.0134320432120539,"male",0.00881098052147868,"male",0.792220116572892,1.87185791970456
"gonads","ADAMTSL3",0.00945698422955538,"female",0.00607919882399682,"female",-0.624164130913649,2.02424733519156
"gonads","ADAMTSL5",1.3082047397248e-08,"female",4.88674497777425e-09,"female",-2.75520908496841,7.88332428171942
"gonads","ADAP1",4.93740496672683e-37,"female",2.12727486718088e-38,"female",-4.51763419653842,36.3065012504183
"gonads","ADAP2",3.07525344941272e-51,"male",4.2178185325135e-53,"male",4.4047713934591,50.5121190856949
"gonads","ADAR",6.62720238330306e-13,"male",1.80503939680228e-13,"male",1.19847844864286,12.1786697666038
"gonads","ADARB1",8.64333997992479e-42,"female",2.48885489871452e-43,"female",-1.90132306124119,41.0633184039846
"gonads","ADAT1",6.8600018540568e-09,"male",2.4925757131644e-09,"male",1.59559561638017,8.1636757669162
"gonads","ADCK1",7.5973930135331e-22,"male",1.07910694964588e-22,"male",1.74057808122474,21.1193354069386
"gonads","ADCK2",4.4119538360071e-11,"male",1.36293446808147e-11,"male",1.02944242958202,10.3553690404005
"gonads","ADCY1",0.0590179150155054,"female",0.0418372007060943,"female",-1.08438362527302,1.22901613731751
"gonads","ADCY7",0.0220462698466157,"female",0.0148004148209113,"female",-0.646184206897118,1.65666488112003
"gonads","ADCY8",0.0532199468955763,"male",0.0375359987367766,"male",1.1599591629312,1.27392556313618
"gonads","ADCY9",5.31905122930561e-07,"male",2.27260913502574e-07,"male",1.13538556123326,6.27416582684475
"gonads","ADCYAP1",4.52930890557179e-26,"male",4.74201664822897e-27,"male",3.58141589480434,25.3439680587804
"gonads","ADD2",6.23297999609427e-19,"male",1.08761606997767e-19,"male",2.5125130199989,18.2053042669151
"gonads","ADD3",1.09312859177952e-30,"female",7.88879961753851e-32,"female",-2.82796931575716,29.961328746179
"gonads","ADGRD1",6.82036587947367e-08,"female",2.69954450148348e-08,"female",-1.73892777322939,7.16619232693087
"gonads","ADGRD2",0.000542772494335089,"male",0.000305255936782451,"male",1.47945274056467,3.26538216886264
"gonads","ADGRF4",7.6407191820282e-07,"female",3.31229511000317e-07,"female",-4.64654395033954,6.11686576157005
"gonads","ADGRF5",7.6137517101638e-15,"female",1.79436543966377e-15,"female",-2.73704146330519,14.1184012899414
"gonads","ADGRG3",0.0698080377837226,"female",0.0499824748485924,"female",-1.52287443224715,1.15609456929454
"gonads","ADGRL4",1.17545620119689e-22,"female",1.5725081881587e-23,"female",-2.32893099120394,21.9297935485321
"gonads","ADGRV1",1.84061603586257e-09,"male",6.39840746058501e-10,"male",3.10710946080705,8.73503679862138
"gonads","ADH1C",3.05865484546649e-07,"male",1.27894206269936e-07,"male",1.71553720702435,6.51446952830027
"gonads","ADH5",2.00104600336518e-22,"female",2.71576687229656e-23,"female",-1.50805773648566,21.698742926967
"gonads","ADHFE1",0.00642889895173544,"female",0.00405649397450088,"female",-0.686410395937485,2.19186340034655
"gonads","ADI1",0.000490646457982645,"male",0.000274319497476151,"male",0.745895447095331,3.3092313320158
"gonads","ADIPOQ",1.29551276771146e-10,"female",4.1351100477362e-11,"female",-3.53925871606526,9.88755830253975
"gonads","ADIPOR2",0.012355531006623,"female",0.00807465802752234,"female",-0.463609401063035,1.90813858508257
"gonads","ADIRF",5.91013463539517e-14,"female",1.49557047645645e-14,"female",-4.54109515592621,13.228402625592
"gonads","ADK",3.59162993678551e-06,"female",1.65164427080098e-06,"female",-0.719870926296932,5.44470841718609
"gonads","ADM",0.00753916351600604,"female",0.00479927362985736,"female",-0.854850970365247,2.1226768372251
"gonads","ADMP",0.035634780096168,"male",0.024534415594001,"male",1.29198149114427,1.44812591690956
"gonads","ADNP2",6.38299641141604e-19,"male",1.11470969930804e-19,"male",1.06143504683469,18.1949753997348
"gonads","ADO",6.29620465428556e-06,"female",2.95369129731779e-06,"female",-1.60574790045507,5.20092116394277
"gonads","ADORA1",1.87452941406895e-05,"female",9.18285197671865e-06,"female",-3.89103912202832,4.72710774048243
"gonads","ADORA2B",0.0191589405259657,"female",0.0127616208759772,"female",-1.12182768773702,1.71762851072975
"gonads","ADPGK",2.4194668765432e-11,"male",7.35430366825174e-12,"male",1.01419148092573,10.6162803191776
"gonads","ADPRH",4.03769723091104e-13,"male",1.0797346321925e-13,"male",2.89138117654797,12.3938662499972
"gonads","ADPRHL",8.67974947010941e-08,"female",3.46417115861468e-08,"female",-4.84414139919456,7.06149280999854
"gonads","ADPRHL2",1.0479777886255e-12,"female",2.88972763774374e-13,"female",-1.04614128169758,11.979647921913
"gonads","ADPRM",7.11515011348805e-26,"male",7.53615282018877e-27,"male",1.91729980027459,25.147815932857
"gonads","ADRA1B",0.000104196545429815,"female",5.46646532321004e-05,"female",-1.84102261040799,3.9821466795551
"gonads","ADRA1D",1.41529615558463e-36,"male",6.44332732041257e-38,"male",5.93787126707295,35.8491526730172
"gonads","ADRA2A",4.46492584020241e-27,"female",4.33796112436727e-28,"female",-3.90053297332478,26.350185750092
"gonads","ADRA2C",1.08747892971747e-39,"male",3.71707576149302e-41,"male",3.66722801185311,38.9635791488985
"gonads","ADRA2L1",2.78365861935279e-13,"male",7.35992462764395e-14,"male",1.63053894210503,12.5553840265407
"gonads","ADRB2",3.66874940775149e-17,"female",7.31326178078281e-18,"female",-2.81948237565776,16.4354819515167
"gonads","ADRBK2",3.80653509810076e-22,"male",5.28366533435931e-23,"male",1.20978723305719,21.4194701614463
"gonads","ADRM1",0.0342455588931833,"male",0.0235263005838779,"male",0.340356087105184,1.4653957416385
"gonads","ADSSL1",0.0356914461598645,"male",0.0245836817151673,"male",0.669270741371005,1.4474358547755
"gonads","ADTRP",2.25453793771021e-05,"male",1.11350796607575e-05,"male",3.93538732603668,4.64694245230703
"gonads","AEBP1",1.84430358605797e-12,"female",5.18089589879276e-13,"female",-2.78777889635704,11.7341675893031
"gonads","AEBP2",4.06820027564873e-23,"male",5.27002247398413e-24,"male",1.70355961490247,22.3905976751032
"gonads","AEN",0.00150306383198218,"female",0.000884072658894588,"female",-1.28299531990736,2.82302257544172
"gonads","AES",2.25444968081928e-23,"female",2.85893877375187e-24,"female",-2.03664074707317,22.6469594536758
"gonads","AFAP1",1.00779729212563e-08,"female",3.72291786404251e-09,"female",-1.02121165926437,7.9966268128948
"gonads","AFAP1L1",1.77450219920483e-16,"female",3.70802915387481e-17,"female",-2.57211818368321,15.7509234580792
"gonads","AFAP1L2",1.59550494650159e-07,"female",6.50415164533214e-08,"female",-1.067806780034,6.79710184503674
"gonads","AFF1",0.00284332876614165,"male",0.00172567964465239,"male",0.647327236112875,2.54617292115158
"gonads","AFF2",7.0748180289639e-19,"female",1.24111593025699e-19,"female",-2.23210427484896,18.1502847261264
"gonads","AFF4",9.28151795841798e-11,"male",2.92588423362451e-11,"male",0.989749498787272,10.0323809906935
"gonads","AFG3L2",6.77489174799475e-16,"male",1.47893658723999e-16,"male",1.07612381929397,15.1690976397339
"gonads","AFMID",0.0232099518348773,"female",0.0156249675751813,"female",-0.71013567444412,1.63432576078789
"gonads","AFP",5.25537265363176e-25,"male",5.94371099344393e-26,"male",2.54045293281246,24.2793964831224
"gonads","AGA",0.0471935952576504,"female",0.0330009500659917,"female",-0.431939994440663,1.32611693638702
"gonads","AGBL1",0.0001318566925615,"male",6.97062308371223e-05,"male",1.46827919180767,3.87989782211806
"gonads","AGBL2",5.17013162568021e-11,"female",1.6056885883288e-11,"female",-4.04850660904233,10.286498400121
"gonads","AGBL3",1.01498118938128e-50,"male",1.52327350697033e-52,"male",4.34149762767262,49.993542006444
"gonads","AGBL4",6.22465305845439e-05,"female",3.20574549297967e-05,"female",-0.575447295895924,4.20588484969372
"gonads","AGBL5",2.9420204153663e-39,"male",1.0394040243862e-40,"male",3.29062607970826,38.5313543179273
"gonads","AGGF1",2.50574414294562e-37,"male",1.05440619543741e-38,"male",1.83420278745056,36.6010632761111
"gonads","AGK",4.73730399017758e-16,"male",1.02053080357122e-16,"male",1.07157843442999,15.3244687459411
"gonads","AGO3",0.0644223608274964,"male",0.0459227901719486,"male",0.647551281719221,1.19096336403096
"gonads","AGPAT1",0.0135754301492688,"male",0.00890893696209737,"male",0.616534352546531,1.86724640052407
"gonads","AGPAT2",2.28707000819325e-27,"female",2.16783887032536e-28,"female",-4.66561724833482,26.6407205412495
"gonads","AGPAT3",5.320346066364e-23,"female",6.96084341010714e-24,"female",-1.91335189369542,22.274060117738
"gonads","AGPAT5",4.62066842983639e-06,"female",2.14410163676596e-06,"female",-0.765815152436088,5.33529519448905
"gonads","AGPAT6",5.13996384187019e-65,"male",2.36218358379788e-67,"male",3.44366216123682,64.2890399361276
"gonads","AGPS",8.17078042504968e-18,"female",1.55483039827529e-18,"female",-1.24685222863133,17.0877364602233
"gonads","AGR2",2.97289310023469e-32,"female",1.86579676116984e-33,"female",-10.8023465915579,31.5268207069447
"gonads","AGR3",2.8625202681931e-17,"female",5.65679719809522e-18,"female",-7.83145973227999,16.5432514296011
"gonads","AGRN",2.76684518394059e-24,"female",3.30209442460812e-25,"female",-2.92429018313535,23.5580151406933
"gonads","AGRP",3.17560974335617e-23,"female",4.06585679477528e-24,"female",-9.62967409004044,22.4981728742301
"gonads","AGTPBP1",8.93508314358737e-74,"male",1.92483480042813e-76,"male",4.38134690468535,73.0489014019011
"gonads","AGTR1",0.00955735531377725,"female",0.00614646518671471,"female",-1.24963289301587,2.01966226792612
"gonads","AGTR2",8.27135745547438e-07,"female",3.59993519586602e-07,"female",-3.4840669589129,6.08242321027291
"gonads","AGTRAP",2.80962663610323e-07,"male",1.17098039608956e-07,"male",0.686283718323741,6.55135138851252
"gonads","AGXT",7.47483628969734e-11,"male",2.34454149887965e-11,"male",4.85142742995253,10.1263983146102
"gonads","AGXT2",3.05049854223308e-14,"male",7.57038845465857e-15,"male",1.9556388081912,13.5156291782114
"gonads","AHCTF1",5.60204899249427e-37,"male",2.42972683575078e-38,"male",2.02660520618114,36.2516530973909
"gonads","AHCY",4.66981305008356e-13,"female",1.25581285886564e-13,"female",-1.22818401986329,12.3307005055029
