"tissue","gene","padj","direction","pvalue","direction2","lfc","logpadj"
"pituitary","APOH",0.569086466796308,"NS",0.0316833565922017,"female",-2.8664364695227,0.244821742041595
"pituitary","AR",0.260105984667184,"NS",0.0109582466380762,"female",-0.79719678313325,0.584849655193467
"pituitary","ARAP2",0.000462109292692716,"male",8.9913914859698e-06,"male",1.53762688136424,3.33525529803704
"pituitary","ARHGAP24",0.480591970687722,"NS",0.0251151760438417,"female",-0.498776316062649,0.318223489285646
"pituitary","ARHGAP25",0.333370296224702,"NS",0.0151749064697086,"female",-0.783310514987242,0.477073099050302
"pituitary","ARHGEF39",0.00311090348807596,"male",7.23573794751528e-05,"male",1.21242104756761,2.5071134621302
"pituitary","ARID4B",0.760530747256438,"NS",0.04768200077849,"female",-0.285829073332299,0.118883223302144
"pituitary","ARL15",0.0482057591217884,"male",0.0014985687754425,"male",0.454285388228879,1.31690107368228
"pituitary","ARRDC3",0.0316614542914342,"female",0.000929969657881696,"female",-0.649509959289096,1.49946914076111
"pituitary","ARSB",2.03612077107984e-09,"male",1.65451889106681e-11,"male",0.829935992942591,8.69119646569776
"pituitary","ARSK",3.74450261446867e-05,"male",5.94587041062939e-07,"male",1.40152695836012,4.42660586184636
"pituitary","ASIC4",0.293598448668213,"NS",0.0128479416556017,"female",-1.29052768883564,0.532246243499204
"pituitary","ATG12",4.472035070973e-17,"male",9.66818376757246e-20,"male",1.00752214982126,16.3494947992472
"pituitary","ATP12A",0.0472620906452464,"male",0.00145866300336455,"male",2.3603406312753,1.32548707120107
"pituitary","ATP5A1",0.279737438851674,"NS",0.0121371096922375,"male",0.39029276910283,0.553249405639226
"pituitary","ATP6V0B",0.231199900727773,"NS",0.00937622975964726,"female",-0.536798745821238,0.636012356728108
"pituitary","ATP6V1C2",0.0972850614057889,"female",0.00333615090552131,"female",-1.3115770511478,1.01195384264142
"pituitary","AUH",0.0857241063110366,"male",0.00290171909158436,"male",0.437316051537053,1.06689703378617
"pituitary","AURKA",0.513640384441979,"NS",0.0277612403996149,"female",-0.826777954462703,0.289340837644021
"pituitary","AVD",0.596839689491155,"NS",0.0339495956393936,"male",1.36663183343269,0.224142304245404
"pituitary","AVPR1A",0.177907372265589,"NS",0.00681708583155755,"male",1.02054050793943,0.749806054906937
"pituitary","B4GALNT4",0.00147137120657571,"female",3.10881581416138e-05,"female",-0.987214745324471,2.83227774696665
"pituitary","B4GALT1",0.0376364537221325,"male",0.00113352671117799,"male",0.643557999413037,1.42439130451858
"pituitary","BANK1",0.430710077559335,"NS",0.0215772455732722,"female",-1.15898773139035,0.365814966692918
"pituitary","BATF3",0.279431523969582,"NS",0.0120793168939331,"female",-1.11708705663485,0.553724600677982
"pituitary","BCAN",0.303667489485876,"NS",0.0134290967098673,"female",-3.32017092926347,0.517601700978196
"pituitary","BDP1L",7.76417267826572e-14,"male",2.83617460291502e-16,"male",0.914655240515913,13.1099048142955
"pituitary","BF1",0.753425039208229,"NS",0.0468242460806248,"female",-0.740715064639843,0.122959950618995
"pituitary","BHLHA15",0.424034323791782,"NS",0.0211325224973119,"female",-0.359654122208418,0.372598987676046
"pituitary","BLVRA",0.425824043355318,"NS",0.0213007255920246,"male",0.503500401730698,0.370769820582656
"pituitary","BNC2",0.0329245504887327,"male",0.000974433170122774,"male",0.7302465006883,1.48248014564774
"pituitary","BOC",0.596839689491155,"NS",0.0339932550150024,"female",-0.458202806519567,0.224142304245404
"pituitary","BRIX1",5.30899457577583e-08,"male",5.42218769107864e-10,"male",0.931792409954292,7.27498771837929
"pituitary","BTC",3.21980573417149e-18,"female",5.28073103859943e-21,"female",-3.74917926344194,17.4921703305161
"pituitary","BTF3",0.335249895465419,"NS",0.0153454179078401,"male",0.355438269555187,0.474631348894108
"pituitary","BTG2",0.686499065263351,"NS",0.0405226092251643,"male",1.02558248093561,0.163360049761888
"pituitary","BX255923.2",3.06076540054697e-10,"male",2.09922779819831e-12,"male",0.861085329278041,9.51416995663345
"pituitary","C10H15ORF59",0.699462802964445,"NS",0.0415068131176158,"female",-0.501920602067077,0.155235376092553
"pituitary","C11H19ORF40",1.75818258345165e-21,"female",1.96606073891268e-24,"female",-8.13313137025297,20.7549360263794
"pituitary","C14H17ORF103",0.647181098706091,"NS",0.0373911846948875,"female",-0.357007021313737,0.188974175029151
"pituitary","C1QA",0.289627795499229,"NS",0.0126310019656366,"female",-1.00232957904091,0.538159761353784
"pituitary","C1QB",0.279431523969582,"NS",0.0120616117627857,"female",-1.11726461340851,0.553724600677982
"pituitary","C20ORF196",0.422724311865987,"NS",0.0209481160196158,"female",-0.480885219798499,0.373942774159117
"pituitary","C2ORF50",0.348197449094692,"NS",0.0161716871019825,"female",-1.62745335046424,0.458174414861873
"pituitary","C3AR1",0.447022928477688,"NS",0.0226277447768264,"female",-1.25249809899159,0.349670200680232
"pituitary","C5ORF30",2.16996023369391e-10,"male",1.45591487276317e-12,"male",1.0585384957575,9.66354822488214
"pituitary","C9ORF72",3.474823433966e-14,"male",1.24341378284157e-16,"male",0.977083424803079,13.4590672582976
"pituitary","C9ORF85",2.16003191414799e-12,"male",1.11109439448495e-14,"male",1.03034494253598,11.6655398321657
"pituitary","CA9",0.303667489485876,"NS",0.0134470321123163,"male",1.18385710064211,0.517601700978196
"pituitary","CAAP1",3.3350960185091e-18,"male",5.71844404545321e-21,"male",1.06043031588199,17.4768916580867
"pituitary","CALB2",0.306653729328405,"NS",0.0136451124458424,"male",0.814201118078055,0.513351749329989
"pituitary","CALCA",0.478269721694007,"NS",0.0249225089804765,"male",2.20440012396056,0.320327112578686
"pituitary","CALN1",0.762920230617309,"NS",0.0479809699944664,"female",-0.827428545616769,0.117520868616268
"pituitary","CAMKK1",0.727479311663359,"NS",0.0441997643510987,"female",-0.400281265192983,0.13817935280006
"pituitary","CAPG",0.0805211456667055,"female",0.00270724889635338,"female",-1.18353152634154,1.09409005453365
"pituitary","CAPSL",4.36315344846601e-05,"male",6.96074875482127e-07,"male",1.1062954682486,4.36019951297005
"pituitary","CARD10",0.000420937352178275,"female",8.07242019772701e-06,"female",-1.30099141967768,3.37578253510928
"pituitary","CARHSP1",0.0556065413459139,"male",0.00176594502857905,"male",0.702205188013539,1.25487411663137
"pituitary","CARNMT1",3.22371303262901e-05,"male",4.94007770356642e-07,"male",0.573338022888373,4.49164362502222
"pituitary","CASKIN2",0.00217427874802869,"female",4.86270780086929e-05,"female",-1.17280794526819,2.66268477903061
"pituitary","CAST",0.191142090116665,"NS",0.00748095999040177,"male",0.634681146382344,0.718643669341329
"pituitary","CCDC125",2.98665785236337e-05,"male",4.54210676816853e-07,"male",0.859547869880139,4.52481452675696
"pituitary","CCDC141",0.383106638875474,"NS",0.0183356539554238,"male",0.684516980881468,0.416680322039364
"pituitary","CCDC171",0.0067933993753895,"male",0.000171177052995501,"male",1.03962586627475,2.16791285303338
"pituitary","CCK",0.593065687840314,"NS",0.0333361807538092,"female",-2.85460727683504,0.226897201599232
"pituitary","CCNB2",0.00158026935646965,"male",3.3928550370006e-05,"male",0.786740431023761,2.80126888136313
"pituitary","CCNH",7.28657386107955e-08,"male",7.65921361571654e-10,"male",0.851998327137584,7.13747662847071
"pituitary","CCNO",0.736177798183458,"NS",0.0450554963593975,"male",1.87030631950679,0.133017284243068
"pituitary","CCR5",0.422724311865987,"NS",0.0209623458151227,"female",-0.904392644986826,0.373942774159117
"pituitary","CCSAP",0.190438616134998,"NS",0.00743923027096608,"male",0.434205961051393,0.720244983084513
"pituitary","CD2",0.516542421645622,"NS",0.0280336128640236,"female",-0.900042121339532,0.286894005741532
"pituitary","CD300A",0.506079185701304,"NS",0.027201661912229,"female",-1.11121779708017,0.295781524222446
"pituitary","CD34",0.00133674225929234,"female",2.78031228822545e-05,"female",-0.977372116671969,2.87395232210053
"pituitary","CD74",0.333370296224702,"NS",0.0151516538458791,"female",-0.734180971942993,0.477073099050302
"pituitary","CD9",0.0736044876879453,"female",0.00241434132866378,"female",-1.10194300003828,1.13309570578893
"pituitary","CDC14B",0.00110292060047468,"male",2.26109411905872e-05,"male",0.741920269480518,2.95745575140106
"pituitary","CDC37L1",2.88949860522674e-06,"male",3.72657863951265e-08,"male",0.736741191997799,5.53917751083334
"pituitary","CDC42EP4",0.700973574149376,"NS",0.0417306131481512,"female",-0.476457112523839,0.154298354098149
"pituitary","CDC42SE2",1.44605735541008e-14,"male",5.06669865098209e-17,"male",0.842574114255792,13.8398144811465
"pituitary","CDH20",0.557237351962575,"NS",0.0308653162746528,"female",-1.29769318232405,0.253959780246018
"pituitary","CDH9",2.43507027297396e-05,"female",3.64879323742184e-07,"female",-12.2279754272945,4.61348850109229
"pituitary","CDK7",9.25390034245116e-14,"male",3.72529162436531e-16,"male",0.950245469877617,13.033675181836
"pituitary","CDKN1A",0.00230325519677454,"female",5.21984180572133e-05,"female",-1.66339387483251,2.63765794027683
"pituitary","CEBPA",4.43071986382886e-08,"female",4.45912614892572e-10,"female",-2.1845320520604,7.35352570775203
"pituitary","CEBPZ",0.736177798183458,"NS",0.0450425316752582,"male",0.351848876382273,0.133017284243068
"pituitary","CECR1",0.411506691214397,"NS",0.0200738615859272,"female",-0.688730217632618,0.385623098644022
"pituitary","CELF4",0.0857241063110366,"male",0.00290774328101399,"male",0.442774916133745,1.06689703378617
"pituitary","CENPI",0.516542421645622,"NS",0.0280310008166064,"female",-1.29315142179682,0.286894005741532
"pituitary","CEP120",7.72916200856804e-19,"male",1.15240226756643e-21,"male",1.20175293162658,18.1118675894947
"pituitary","CEP78",1.07139718311984e-09,"male",8.30664283915783e-12,"male",0.946053204124822,8.97004949979359
"pituitary","CER1",0.301446704437623,"NS",0.013258800925764,"male",0.809156325477043,0.52078945969174
"pituitary","CETN3",0.00160136145118827,"male",3.45007797370964e-05,"male",1.00250510065377,2.79551063026729
"pituitary","CETP",0.0926275621167541,"male",0.00315571760007131,"male",1.37053402974726,1.03325976608113
"pituitary","CHAT",0.688231987164107,"NS",0.0406864444476768,"female",-2.69606212922863,0.162265146411353
"pituitary","CHKA",0.0480726558595391,"female",0.00148726346963685,"female",-0.477135621776877,1.31810188383598
"pituitary","CHRNA6",0.00192614034959058,"male",4.27903551646036e-05,"male",1.20990911553605,2.71531207088128
"pituitary","CHST1",0.178002287193182,"NS",0.00683399268707982,"female",-0.847171985246577,0.749574417303486
"pituitary","CHST15",0.240754589047398,"NS",0.00996114484279899,"female",-0.684860854333592,0.618425425993802
"pituitary","CHST3",0.306653729328405,"NS",0.0136707119530629,"female",-1.12839674889136,0.513351749329989
"pituitary","CHST8",0.361139092685526,"NS",0.0170688970301643,"male",0.719204143716395,0.442325497397964
"pituitary","CISD2",0.312688567155778,"NS",0.0140329892222885,"female",-0.375120760247126,0.504887997592784
"pituitary","CITED4",2.35536736586233e-08,"female",2.26511398685135e-10,"female",-2.27551353172982,7.62794134648663
"pituitary","CKMT1A",0.00175841249355826,"female",3.85398295143976e-05,"female",-1.13726598370683,2.75487923923807
"pituitary","CKS2",0.0385043210945323,"male",0.00116540587180409,"male",0.881677552456635,1.41449052965497
"pituitary","CLTA",0.188926284606513,"NS",0.00735198453590276,"male",0.935825848201597,0.723707616109667
"pituitary","CMYA5",0.452933499924479,"NS",0.0230619934731191,"male",1.52756279948776,0.343965556786018
"pituitary","CNR1",0.0439177212215331,"male",0.00133907469655636,"male",0.682213580986546,1.35736020240561
"pituitary","CNR2",0.0522089969076468,"female",0.00163469350687429,"female",-2.04622886545914,1.28225465081646
"pituitary","CNTFR",0.257604578765595,"NS",0.010811941094754,"female",-1.00996583669172,0.589046421921856
"pituitary","CNTLN",1.06025507829358e-05,"male",1.49387363797143e-07,"male",0.889914334016248,4.97458963872716
"pituitary","CNTNAP4",0.544646166419601,"NS",0.0299242749851831,"male",0.884784884454172,0.263885548872834
"pituitary","COL11A1",0.0999087340602923,"female",0.0034484675614966,"female",-0.88052754769554,1.00039654392231
"pituitary","COL13A1",0.710609818668993,"NS",0.0425396617033994,"female",-0.604042811447146,0.148368796052569
"pituitary","COL1A1",0.0554218410803636,"male",0.00175594770084647,"male",1.09120385848853,1.2563190513116
"pituitary","COL1A2",0.479821622902524,"NS",0.0250391483548358,"male",0.802831630601155,0.31892018468071
"pituitary","COL4A3BP",0.00188550528396361,"male",4.16064979911457e-05,"male",0.580901964652274,2.72457224618436
"pituitary","COL5A1",0.140861701803232,"NS",0.00519804252218578,"female",-0.530662989750641,0.851207069036911
"pituitary","COMMD10",2.63343571081457e-13,"male",1.15828766168227e-15,"male",1.05467943964868,12.5794772794631
"pituitary","COPG2",0.738571728670853,"NS",0.0452591293400508,"male",0.538800719011068,0.131607320456004
"pituitary","CORO7",7.59214895929902e-06,"female",1.02443638111907e-07,"female",-1.29877688679468,5.11963527956299
"pituitary","COTL1",0.723319435307023,"NS",0.0438930982808944,"female",-0.357436184090544,0.140669865425219
"pituitary","CPA6",0.439545753050802,"NS",0.0222164917674403,"male",0.869554833937383,0.356995911800012
"pituitary","CPLX1",0.0138730094549793,"male",0.000374387164358321,"male",0.834667541755035,1.85782931773573
"pituitary","CPLX3",0.160356383739133,"NS",0.00604892874399892,"female",-1.72287882734257,0.794913746259431
"pituitary","CREB3",4.04978289918398e-15,"male",1.26801015182442e-17,"male",0.981566806517894,14.3925682578257
"pituitary","CRHR1",0.721753989133681,"NS",0.0436366844481449,"male",0.691091460275071,0.141610807095378
"pituitary","CRHR2",0.657537213100811,"NS",0.0382712003665436,"male",0.580829480326151,0.182079663390292
"pituitary","CRYBB2",0.364790540687433,"NS",0.0172958687846435,"female",-2.12643952607621,0.437956431803362
"pituitary","CSRP1",0.392262752748978,"NS",0.0189274323975069,"female",-0.699134884142475,0.406422928280274
"pituitary","CTC-487M23.8",9.44804783713057e-13,"male",4.64865929067107e-15,"male",0.997118814460069,12.0246579164795
"pituitary","CTC-554D6.1",0.000253767429444736,"male",4.63493515833907e-06,"male",0.700115602325713,3.59556411951531
"pituitary","CTSS",0.447412238547839,"NS",0.0227141594193439,"female",-0.689881367505573,0.349292140353164
"pituitary","CWC27",1.22482805939224e-08,"male",1.10484713870927e-10,"male",0.842538484031443,7.91192487301225
"pituitary","CX3CR1",0.613585319825641,"NS",0.0352214623725767,"female",-0.880908643143955,0.212125039533301
"pituitary","CYBRD1",0.554340444760334,"NS",0.0306635313860271,"female",-0.49247293471703,0.25622343406233
"pituitary","CYTH4",8.44168892016773e-05,"female",1.40967520360636e-06,"female",-2.02176870953658,4.07357065582338
"pituitary","CZH18ORF25",8.15328358809811e-18,"male",1.51954741093225e-20,"male",0.889374047445759,17.0886674517513
"pituitary","CZH5ORF28",2.4940364050809e-11,"male",1.52460850765345e-13,"male",0.973560218684606,10.6030972114788
"pituitary","CZH5ORF34",1.08269185788607e-09,"male",8.47492508409407e-12,"male",1.12599552757734,8.96549512921182
"pituitary","CZH5ORF42",1.10046623390985e-08,"male",9.76259742323485e-11,"male",1.08877487392464,7.95842327855507
"pituitary","CZH5ORF51",0.0802122145412321,"male",0.00268780974193809,"male",0.810244959483758,1.09575949326271
"pituitary","CZH5ORF63",3.52457410657512e-05,"male",5.4652707184108e-07,"male",1.21118207278722,4.45289335366234
"pituitary","CZH9ORF3",3.82734387265291e-07,"male",4.39399848209742e-09,"male",0.879172380132517,6.41710251627393
"pituitary","CZH9ORF64",0.0101324520103109,"male",0.000265888110006668,"male",0.738280654269259,1.99428544450278
"pituitary","DACT1",0.0147848411350705,"female",0.000400096714777887,"female",-0.653634347557787,1.83018333766021
"pituitary","DAPK1",1.30824477510419e-07,"male",1.43366618413833e-09,"male",0.809963322903983,6.88331099107937
"pituitary","DAW1",0.411506691214397,"NS",0.0200936993249911,"male",0.391282583418244,0.385623098644022
"pituitary","DCAF10",0.000137415493186161,"male",2.36640665916231e-06,"male",0.662847225271051,3.86196429911106
"pituitary","DCLRE1B",0.520001230690772,"NS",0.0282988592816657,"female",-0.889475333887488,0.283995628516011
"pituitary","DCP2",0.080863275303498,"male",0.00272751955526276,"male",0.884322672857174,1.09224867188897
"pituitary","DCTN3",1.59846893800325e-16,"male",3.81325525690354e-19,"male",1.02137741097547,15.7962957986697
"pituitary","DDC",0.00335620920925802,"female",7.90638221354952e-05,"female",-2.17995118824958,2.47415097525858
"pituitary","DDX10",0.0154445597094066,"female",0.000420252295656285,"female",-0.805645101642361,1.81122446797119
"pituitary","DENND4C",0.348652814289764,"NS",0.0162968029342241,"male",0.345569751315316,0.457606824864391
"pituitary","DGKQ",6.40188692410106e-05,"male",1.04041400734608e-06,"male",0.906865626108941,4.19369200102485
"pituitary","DHFR",5.25321716440539e-10,"male",3.75957095409958e-12,"male",1.01390200173547,9.27957464538888
"pituitary","DHX29",0.00983104582354807,"male",0.00025724594334765,"male",0.561264888633927,2.00740027960057
"pituitary","DHX32",0.0243241666719054,"male",0.00069813658630413,"male",1.18340675269017,1.6139620294149
"pituitary","DIMT1",1.64602946697687e-05,"male",2.40511238651756e-07,"male",0.751147015321305,4.78356239437836
"pituitary","DIO2",0.359265478142653,"NS",0.0169267766651377,"male",0.695436360388557,0.444584512192652
"pituitary","DIO3",7.14871758414275e-08,"female",7.40772136719727e-10,"female",-4.18201141716382,7.14577185974897
"pituitary","DMB2",0.306653729328405,"NS",0.0136387901477394,"female",-1.12774870291395,0.513351749329989
"pituitary","DMGDH",0.0317479931656465,"male",0.000934878283914595,"male",0.833567905296051,1.49828372185646
"pituitary","DMRTA2",0.436821975448174,"NS",0.02201369132272,"male",0.780209449071699,0.359695521457595
"pituitary","DNAI1",0.236750580283897,"NS",0.00970723267900278,"male",0.671892183719258,0.625708947852522
"pituitary","DNAJA1",1.65139336663147e-12,"male",8.37145884381542e-15,"male",0.855866533907584,11.7821494642243
"pituitary","DNAJC25",0.238180310220969,"NS",0.00978361047649871,"male",0.426256007406184,0.623094143423456
"pituitary","DTWD2",3.4273612746739e-09,"male",2.88722099327681e-11,"male",1.02100191854477,8.46504011461661
"pituitary","DTX1",0.000269500014705489,"female",4.98255581086636e-06,"female",-2.15731555595165,3.56944120677961
"pituitary","DUSP15",0.572284682926544,"NS",0.0319121024921019,"female",-0.587562123619737,0.242387877732187
"pituitary","DYNC2H1",0.00218511457295055,"female",4.90323159727236e-05,"female",-0.545698447737235,2.66052578656739
"pituitary","E2F3",0.422724311865987,"NS",0.0209881013644511,"female",-0.405766358328405,0.373942774159117
"pituitary","E2F8",0.0528259310356957,"male",0.0016602119624787,"male",1.01229373410216,1.27715283994338
"pituitary","EDA2R",0.116744253735535,"NS",0.00415140964901224,"female",-1.89630716437111,0.932764486627931
"pituitary","EGF",0.462987301241176,"NS",0.0238500242401709,"female",-1.32782509686882,0.334430920594392
"pituitary","EHD3",0.00568857519112988,"female",0.000141641875192886,"female",-0.544589466760527,2.24499649707011
"pituitary","EMB",0.0435655586985039,"male",0.00132508930587368,"male",1.09246958788594,1.3608567120644
"pituitary","EMCN",0.0736044876879453,"female",0.00240871666597775,"female",-0.585760042451267,1.13309570578893
"pituitary","EMID1",6.80998748715718e-10,"female",5.02600835864441e-12,"female",-2.72493132846396,9.16685368607012
"pituitary","ENAH",0.000294700485424932,"female",5.47043543095333e-06,"female",-0.467896100282472,3.53061914878803
"pituitary","ENS-3",0.113279414385089,"NS",0.00399945382252197,"female",-1.97685061096273,0.945849004798918
"pituitary","EPB41L4A",0.473603328158485,"NS",0.0246440378004043,"male",0.693790183574553,0.324585254351466
"pituitary","EPG5",1.99078306162687e-06,"male",2.4933021794641e-08,"male",0.553007036069002,5.70097606306227
"pituitary","EPHA1",0.140670570345535,"NS",0.00518050259062878,"female",-0.459485782418107,0.851796751701105
"pituitary","EPHA2",0.743254610718656,"NS",0.0458231372494654,"female",-0.52441016089995,0.128862388004681
"pituitary","EPSTI1",0.755971771853549,"NS",0.0470580311240281,"female",-1.05400291129602,0.121494420844188
"pituitary","ERBB2IP",0.000828951154677528,"male",1.67471121900708e-05,"male",0.590767927909229,3.08147105917107
"pituitary","ERCC6L2",8.42024872734572e-13,"male",3.89186984564958e-15,"male",0.995748554485358,12.0746750796027
"pituitary","ERCC8",1.75818258345165e-21,"male",1.86220261425948e-24,"male",1.08403438391638,20.7549360263794
"pituitary","ERMN",0.721013944868907,"NS",0.0435381910946634,"female",-2.10388048655047,0.142056335667462
"pituitary","ERMP1",0.000420937352178275,"male",8.09615602072423e-06,"male",0.510095599796667,3.37578253510928
"pituitary","ESAM",0.0802122145412321,"female",0.00267546422351003,"female",-0.74539773322958,1.09575949326271
"pituitary","ETS1",0.740818822815829,"NS",0.0455491795783777,"female",-0.433049602539267,0.130287991578287
"pituitary","EXPH5",0.00552959914061372,"female",0.000136657909863044,"female",-1.08330279243397,2.25730635103338
"pituitary","F2R",0.627391841636438,"NS",0.0361374191662144,"male",0.700747764375709,0.202461133000902
"pituitary","FAAH2",0.379051434282421,"NS",0.0180285384726543,"female",-0.577840343436616,0.421301855706207
"pituitary","FADS2",0.105305161979116,"NS",0.00368183397705422,"female",-0.553216672137985,0.977550339506833
"pituitary","FAM169A",0.00306052779514267,"male",7.08115096677181e-05,"male",0.695864702928513,2.51420367196539
"pituitary","FAM172BP",0.763696542585338,"NS",0.048222079288041,"female",-0.677651099314487,0.117079175535293
"pituitary","FAM174A",0.00235641665799294,"male",5.37545472898345e-05,"male",0.719437802329619,2.62774791580837
"pituitary","FAM20A",0.752521847668958,"NS",0.0466749796675543,"male",0.911300859504626,0.123480886851283
"pituitary","FAM26F",0.2340250840151,"NS",0.00956058938722788,"female",-0.849613971591726,0.630737590173227
"pituitary","FAM38A",0.392262752748978,"NS",0.0189073189577828,"female",-0.591064829478763,0.406422928280274
"pituitary","FBP1",1.74559249862336e-11,"male",1.01503067610423e-13,"male",1.04503319252467,10.7580571330558
"pituitary","FBXL17",0.348652814289764,"NS",0.016283351912543,"male",0.308530895253152,0.457606824864391
"pituitary","FBXL3",0.596839689491155,"NS",0.0339762103780439,"male",0.29323754453984,0.224142304245404
"pituitary","FBXO39",0.593713127940702,"NS",0.0334168340237983,"male",0.720567659205912,0.226423348026658
"pituitary","FBXO4",3.81702455290758e-08,"male",3.81304077895941e-10,"male",1.06027797273976,7.41827504645436
"pituitary","FCHO2",0.0972850614057889,"male",0.003332296153182,"male",0.416360577206668,1.01195384264142
"pituitary","FDX1L",1.40198449927214e-05,"female",2.02762034336362e-07,"female",-2.09862781783623,4.85325678802256
"pituitary","FEM1C",0.00158026935646965,"male",3.38496702028504e-05,"male",0.568460545443848,2.80126888136313
"pituitary","FER",0.0011793223229439,"male",2.43530850943388e-05,"male",0.664117962677049,2.92836748078731
"pituitary","FETUB",0.773357405008893,"NS",0.049048840158209,"female",-0.784683348585085,0.111619751682429
"pituitary","FGF10",0.00330639301528926,"male",7.76437900563677e-05,"male",0.827960680200153,2.48064552516663
"pituitary","FGF5",0.292340117757889,"NS",0.0127710831225677,"female",-0.70689477037795,0.534111582434725
"pituitary","FGF9",0.140942668083031,"NS",0.00522204458306743,"male",0.724802688979629,0.8509575114483
"pituitary","FHOD1",0.0801565027811912,"female",0.00266511109590065,"female",-0.697974065450145,1.09606123928076
"pituitary","FILIP1L",0.45788272483822,"NS",0.0234163969911301,"male",0.553776584062078,0.339245741379404
"pituitary","FKBP5",0.243615680445782,"NS",0.0100976828930859,"male",0.651486232316937,0.613294761556774
"pituitary","FKTN",1.07952622594504e-13,"male",4.42626676807641e-16,"male",0.888550836610171,12.9667668024776
"pituitary","FLVCR2",0.0086474314669629,"female",0.000222406728500239,"female",-1.43976057229233,2.06311287119134
"pituitary","FMR1NB",0.527819015373983,"NS",0.0288030057591886,"female",-1.01923009918443,0.277514967804425
"pituitary","FNDC5",9.26649349052013e-05,"female",1.5612252339776e-06,"female",-1.50293932785011,4.03308457500457
