"gene","lfc","padj","logpadj","direction","tissue"
"PNOC",7.04199750635067,0.0373428599042584,1.42779242465485,"m.inc.d9","pituitary"
"BCAN",5.87965792513042,0.00790268133001948,2.1022255303225,"m.inc.d9","pituitary"
"OLIG2",5.741144764335,0.000789090160882505,3.10287337177578,"m.inc.d9","pituitary"
"GFAP",5.5260407017318,0.00707466800111097,2.1502939358275,"m.inc.d9","pituitary"
"SLC6A7",4.94139924886486,0.0636441884805858,1.19624124677925,"m.inc.d9","pituitary"
"LOC769726",4.86044296021138,4.04102878771574e-06,5.39350805569406,"m.inc.d9","pituitary"
"BCAN",4.80471897134347,0.0375454298780091,1.42544291883434,"m.inc.d9","pituitary"
"SLC32A1",4.52641236664185,0.0295459135237359,1.52950257761919,"m.inc.d9","pituitary"
"APOD",4.47811410058354,0.000130355038460838,3.88487217789458,"m.inc.d9","pituitary"
"CCK",4.46533461307593,0.00417428465519493,2.37941793860425,"m.inc.d9","pituitary"
"PVALB",4.43952063749292,0.00121996641003453,2.91365212681499,"m.inc.d9","pituitary"
"PLP1",4.43019800573386,0.00397815251713864,2.4003185706128,"m.inc.d9","pituitary"
"TSHR",4.07155908221236,0.0203691400204667,1.69102730640729,"m.inc.d9","pituitary"
"TNNC1",4.06217746246521,0.00460672693640849,2.33660752977589,"m.inc.d9","pituitary"
"NPY",3.79843627177659,0.0338533545373834,1.47039829049753,"m.inc.d9","pituitary"
"VIP",3.7769654966399,0.0629166926318008,1.2012341151891,"m.inc.d9","pituitary"
"SLC6A11",3.64932626507993,0.00122294643142502,2.91259256589588,"m.inc.d9","pituitary"
"LGI3",3.63585673058778,0.00812095831592554,2.09039271869466,"m.inc.d9","pituitary"
"CLTA",3.51803292517279,0.0719406353142052,1.14302573120704,"m.inc.d9","pituitary"
"GPR37L1",3.30101279698061,0.0479094364928702,1.31957893725031,"m.inc.d9","pituitary"
"AQP4",3.12019606068798,0.00254175164195145,2.59486688722003,"m.inc.d9","pituitary"
"CLEC18A",3.00007676447639,0.0252686235099996,1.59741841531371,"m.inc.d9","pituitary"
"GLRA2",2.9443376559015,0.086103600143723,1.06497868954674,"m.inc.d9","pituitary"
"NEFM",2.84885245886972,0.000624977072651374,3.20413591450174,"m.inc.d9","pituitary"
"ERI1",2.77237626644611,0.037676595843903,1.42392834348518,"m.inc.d9","pituitary"
"CSPG5",2.74879527312774,0.0193718923100125,1.71282795389854,"m.inc.d9","pituitary"
"ISLR2",2.74057024967144,0.0949457537987544,1.02252445318084,"m.inc.d9","pituitary"
