"entrezid","padj","logpadj","lfc","tissue","direction","row.names","Name","geneid","gene"
"XP_015149814.1",0.0572228808991738,1.24243028132421,1.37275007545703,"hypothalamus","extend",416453,"CYP2W1",416453,"CYP2W1"
"XP_004938405.1",0.017406792400449,1.75928125019957,1.37092000342622,"hypothalamus","extend",418466,"LIPI",418466,"LIPI"
"XP_004940237.2",0.0117252363757078,1.9308783933352,1.3688993239217,"hypothalamus","extend",421304,"CAPN13",421304,"CAPN13"
"XP_015142235.1",0.00253732722130999,2.59562352125072,1.3599756103447,"hypothalamus","extend",423101,"MUC2",423101,"MUC2"
"XP_015138232.1",0.00144702662458254,2.83952347800128,1.35550460916467,"hypothalamus","extend",420171,"CPA6",420171,"CPA6"
"XP_004940921.1",0.0422487528300724,1.37418610676191,1.35100465157258,"hypothalamus","extend",101748316,"FMR1NB",101748316,"FMR1NB"
"XP_004937800.2",0.0195534075427597,1.70877754783016,1.34767320744582,"hypothalamus","extend",101747255,"LOC101747255",101747255,"LOC101747255"
"XP_015130343.1",0.0315849133125345,1.50052031072591,1.34580696167287,"hypothalamus","extend",101751101,"LOC101751101",101751101,"LOC101751101"
"XP_015144411.1",0.0785869096448216,1.10464978910664,1.34390065378657,"hypothalamus","extend",771374,"PNLIPRP3",771374,"PNLIPRP3"
"XP_004948029.1",0.00938515123766317,2.02755872451804,1.34030874900718,"hypothalamus","extend",419726,"LOC419726",419726,"LOC419726"
"XP_015130238.1",0.0457061709350094,1.34002516049696,1.33099921040234,"hypothalamus","extend",107051069,"LOC107051069",107051069,"LOC107051069"
"XP_015139320.1",0.0823013057166106,1.08459327461737,1.33031987289813,"hypothalamus","extend",421402,"ABCG8",421402,"ABCG8"
"XP_015138127.1",0.000447175216909881,3.34952227367604,1.3288672334414,"hypothalamus","extend",421104,"DTNA",421104,"DTNA"
"NP_998751.1",0.0631071363804225,1.19992152640734,1.31814295164857,"hypothalamus","extend",407088,"MASP1",407088,"MASP1"
"XP_015140429.1",0.000967546358798009,3.01432821712267,1.31810226567781,"hypothalamus","extend",421913,"SNTG2",421913,"SNTG2"
"XP_015149516.1",0.00113069882038087,2.94665306091497,1.30273977445671,"hypothalamus","extend",427949,"CLCN1",427949,"CLCN1"
"XP_015133445.1",0.0653429877914375,1.18480101140224,1.3009247921468,"hypothalamus","extend",421064,"GREB1L",421064,"GREB1L"
"XP_015155917.1",0.0147436099822175,1.83139616617823,1.30038750291874,"hypothalamus","extend",100857682,"LOC100857682",100857682,"LOC100857682"
"NP_989545.2",0.0728773073601088,1.13740768186724,1.29904045973647,"hypothalamus","extend",374048,"MYOD1",374048,"MYOD1"
"XP_015141077.1",0.000308644355925114,3.51054166042048,1.29663356956054,"hypothalamus","extend",422719,"SORBS2",422719,"SORBS2"
"XP_015150824.1",0.0805765251241762,1.09379146556437,1.29338215613871,"hypothalamus","extend",417371,"UNK",417371,"UNK"
"XP_015155548.1",0.00122920889090645,2.91037430713869,1.29231935478644,"hypothalamus","extend",420135,"MYO9B",420135,"MYO9B"
"NP_001006590.1",0.0816648531216084,1.08796481469827,1.29052244505618,"hypothalamus","extend",429040,"WNT10A",429040,"WNT10A"
"XP_003641650.2",0.00295024421539891,2.53014203249294,1.28866894905528,"hypothalamus","extend",424180,"SCN3A",424180,"SCN3A"
"NP_990524.1",0.000474360987418112,3.3238910355918,1.28034996700527,"hypothalamus","extend",396110,"FOXG1",396110,"FOXG1"
"XP_015150680.1",0.0100317302580677,1.99862415404603,1.27342837872885,"hypothalamus","extend",768487,"MYH13",768487,"MYH13"
"XP_015139277.1",0.00638442682238908,2.19487808650508,1.27137982186283,"hypothalamus","extend",421435,"RNF8",421435,"RNF8"
"XP_418986.3",0.000952103718052804,3.02131573887975,1.26776919408761,"hypothalamus","extend",420900,"SERPINB5",420900,"SERPINB5"
"XP_015131862.1",0.00208344491230112,2.68121797809604,1.26759695708179,"hypothalamus","extend",771481,"BBS7",771481,"BBS7"
"XP_003640913.2",0.0784947021398225,1.1051596541985,1.26747260851968,"hypothalamus","extend",420340,"FER1L6",420340,"FER1L6"
"XP_421969.4",0.000264544147853308,3.57750184132575,1.26399098102285,"hypothalamus","extend",424116,"PDE1A",424116,"PDE1A"
"XP_015157102.1",0.0307453479926164,1.51222058700971,1.26245814148764,"hypothalamus","extend",101748402,"LOC101748402",101748402,"LOC101748402"
"XP_015157131.1",0.0867955167924044,1.06150270665074,1.2608178014555,"hypothalamus","extend",418565,"CASK",418565,"CASK"
"NP_001041543.1",0.00410170954108999,2.38703509705594,1.25513140683872,"hypothalamus","extend",422219,"IL13RA2",422219,"IL13RA2"
"XP_015138826.1",4.78914118196674e-05,4.31974235994104,1.2548425915388,"hypothalamus","extend",100857196,"PAPOLG",100857196,"PAPOLG"
"XP_015144351.1",0.0187247599017566,1.72758374233401,1.25436085777579,"hypothalamus","extend",101750407,"PLEKHS1",101750407,"PLEKHS1"
"NP_996873.1",0.0226879664982083,1.64420442778996,1.25227332513209,"hypothalamus","extend",404535,"UTS2",404535,"UTS2"
"XP_418412.4",0.0247295921033664,1.6067830469512,1.24956820656491,"hypothalamus","extend",420300,"LOC420300",420300,"LOC420300"
"XP_015145964.1",0.00839639147599663,2.07590732093508,1.24916307773794,"hypothalamus","extend",424412,"CACNA1E",424412,"CACNA1E"
"XP_004940786.1",0.00446296331396711,2.35037668309161,1.24865770760114,"hypothalamus","extend",422289,"GABRA3",422289,"GABRA3"
"XP_004949057.1",0.0028155384369535,2.55043853941412,1.24614219874535,"hypothalamus","extend",374119,"NEDD4L",374119,"NEDD4L"
"XP_015135349.1",0.00390620725842384,2.4082447173201,1.24588641390964,"hypothalamus","extend",396202,"NRCAM",396202,"NRCAM"
"XP_415931.3",0.0811571621928688,1.09067314726615,1.24346974622549,"hypothalamus","extend",417686,"TEKT1",417686,"TEKT1"
"XP_015150649.1",0.00311231711996347,2.50691615832967,1.24087658452309,"hypothalamus","extend",417366,"ACOX1",417366,"ACOX1"
"XP_429523.1",0.0706935381106088,1.15062028197626,1.23534812778892,"hypothalamus","extend",417655,"C17ORF78",417655,"C17ORF78"
"XP_015152108.1",0.0162166498512645,1.79003886044459,1.23468014799143,"hypothalamus","extend",419251,"OPRL1",419251,"OPRL1"
"XP_015139589.1",0.0132955314733134,1.87629429757168,1.23198763665918,"hypothalamus","extend",421689,"MAP7",421689,"MAP7"
"XP_015135707.1",0.00704608572767316,2.15205207718814,1.23006472812546,"hypothalamus","extend",419023,"CCDC90B",419023,"CCDC90B"
"XP_015149996.1",0.0154200537428193,1.81191411265541,1.22845719926381,"hypothalamus","extend",416593,"UNKL",416593,"UNKL"
"XP_004940504.1",0.000879360254425532,3.05583316763803,1.22821714154244,"hypothalamus","extend",421873,"COL19A1",421873,"COL19A1"
"XP_015135314.1",0.0194296413208495,1.71153521658054,1.22606860000417,"hypothalamus","extend",417117,"DAB2IP",417117,"DAB2IP"
"XP_015150059.1",0.00949958243508299,2.02229548419798,1.22475468448425,"hypothalamus","extend",416632,"CLEC16A",416632,"CLEC16A"
"XP_015138304.1",0.0121470020926099,1.91553089369437,1.22052096413325,"hypothalamus","extend",420212,"WWP1",420212,"WWP1"
"XP_001233370.2",0.00182929209577595,2.73771694216974,1.21722512002941,"hypothalamus","extend",770055,"CDHR5",770055,"CDHR5"
"NP_001035556.2",0.0076926762621934,2.11392254398256,1.21485413719795,"hypothalamus","extend",424721,"LHX8",424721,"LHX8"
"XP_015155908.1",0.030514888803165,1.51548820828185,1.21422376614549,"hypothalamus","extend",107055431,"LOC107055431",107055431,"LOC107055431"
"XP_015143367.1",0.00110825203835667,2.95536146125016,1.20825664434378,"hypothalamus","extend",423506,"AKAP5",423506,"AKAP5"
"XP_015140245.1",0.000404800969296962,3.39275845624776,1.20750562800044,"hypothalamus","extend",421860,"FILIP1",421860,"FILIP1"
"XP_015129814.1",0.0106420114899182,1.97297627651397,1.20533124922194,"hypothalamus","extend",418781,"FARP1",418781,"FARP1"
"XP_003641458.1",0.000921326509981916,3.03558643239396,1.2046108468778,"hypothalamus","extend",423444,"BCL11B",423444,"BCL11B"
"XP_015137837.1",0.00505484863959813,2.29629184422164,1.20292360397443,"hypothalamus","extend",420957,"TMEM245",420957,"TMEM245"
"XP_015135450.1",0.0262257831374372,1.58127153431879,1.20284265274904,"hypothalamus","extend",100858895,"BPTF",100858895,"BPTF"
"XP_015129391.1",0.0429971733576922,1.36656009408336,1.20203177675508,"hypothalamus","extend",429272,"MYO7L2",429272,"MYO7L2"
