"gene","lfc","padj","logpadj","direction","tissue"
"LOC100859224",18.7883432772157,4.45528654503793e-17,16.3511243587591,"hatch","pituitary"
"PLP1",8.47493781693371,2.59065802902255e-07,6.58658991079273,"hatch","pituitary"
"C5H11ORF9",6.49493278840056,1.50300935484207e-05,4.82303831632351,"hatch","pituitary"
"APOH",5.55350693018118,0.0149964534142905,1.82401143725906,"hatch","pituitary"
"ANXA1",5.22882712044823,4.45528654503793e-17,16.3511243587591,"hatch","pituitary"
"LOC769726",4.87963708852214,0.000105477769858788,3.97683906117156,"hatch","pituitary"
"SOX10",4.11801522452149,0.0388452081070743,1.41066254754545,"hatch","pituitary"
"TMEM88B",3.68641666647536,0.0700867093829075,1.1543643299493,"hatch","pituitary"
"NINJ2",3.29116337017222,0.00510916329456581,2.29165021655917,"hatch","pituitary"
"SERPINB10",2.91799174730967,4.85228638583682e-06,5.31405357464014,"hatch","pituitary"
"CNP",1.85759988236588,0.0202632262168977,1.69329140711742,"hatch","pituitary"
"NPAS2",0.898923519428786,0.0673722176945975,1.17151915671925,"hatch","pituitary"
"SCG3",0.668551107920721,0.0388452081070743,1.41066254754545,"hatch","pituitary"
"IVNS1ABP",0.292161418156249,0.00483004791722534,2.31604856074262,"hatch","pituitary"
"TTK",-0.580062813918132,0.0277899776144334,1.55611180305825,"inc.d17","pituitary"
"CD34",-0.793628916074103,0.0632777232056795,1.19874915556914,"inc.d17","pituitary"
"WSCD2",-0.898153934738396,0.0202632262168977,1.69329140711742,"inc.d17","pituitary"
"CEBPA",-1.41130238780911,0.0275238902216851,1.56029018299435,"inc.d17","pituitary"
"LGALS1",-3.06863073702739,0.00527182685063416,2.27803886227008,"inc.d17","pituitary"
"LOC100859449",-5.16762811932652,0.0467836306726855,1.32990607752627,"inc.d17","pituitary"
"WHSC1L1",-18.8527552762899,5.86451827468652e-09,8.23176765605275,"inc.d17","pituitary"
