"","row.names","Name","geneid","entrezid"
"XP_015138454.1","420251","RNF19A",420251,"XP_015138454.1"
"XP_015138459.1","420242","VPS13B",420242,"XP_015138459.1"
"XP_015138460.1","101751119","RGS22",101751119,"XP_015138460.1"
"XP_015138461.1","107052775","LOC107052775",107052775,"XP_015138461.1"
"XP_015138472.1","420264","RIMS2",420264,"XP_015138472.1"
"XP_015138475.1","420259","ATP6V1C1",420259,"XP_015138475.1"
"XP_015138476.1","420255","KLF10",420255,"XP_015138476.1"
"XP_015138478.1","420257","ODF1",420257,"XP_015138478.1"
"XP_015138483.1","420252","UBR5",420252,"XP_015138483.1"
"XP_015138490.1","427868","TRHDE",427868,"XP_015138490.1"
"XP_015138493.1","420270","OXR1",420270,"XP_015138493.1"
"XP_015138496.1","772061","KCNC2",772061,"XP_015138496.1"
"XP_015138501.1","420277","SYBU",420277,"XP_015138501.1"
"XP_015138503.1","772061","KCNC2",772061,"XP_015138503.1"
"XP_015138504.1","420271","RSPO2",420271,"XP_015138504.1"
"XP_015138521.1","420279","CSMD3",420279,"XP_015138521.1"
"XP_015138535.1","420289","TRPS1",420289,"XP_015138535.1"
"XP_015138539.1","420285","SLC30A8",420285,"XP_015138539.1"
"XP_015138541.1","420282","SAMD12",420282,"XP_015138541.1"
"XP_015138547.1","396276","COL14A1",396276,"XP_015138547.1"
"XP_015138561.1","420354","MTBP",420354,"XP_015138561.1"
"XP_015138563.1","378908","SLA",378908,"XP_015138563.1"
"XP_015138568.1","420322","WISP1",420322,"XP_015138568.1"
"XP_015138573.1","420323","PHF20L1",420323,"XP_015138573.1"
"XP_015138580.1","420336","MTSS1",420336,"XP_015138580.1"
"XP_015138599.1","428387","TMEM65",428387,"XP_015138599.1"
"XP_015138600.1","100857838","TG",100857838,"XP_015138600.1"
"XP_015138601.1","101749956","TMEM71",101749956,"XP_015138601.1"
"XP_015138603.1","420325","KCNQ3",420325,"XP_015138603.1"
"XP_015138606.1","101749300","HHLA1",101749300,"XP_015138606.1"
"XP_015138609.1","420327","EFR3A",420327,"XP_015138609.1"
"XP_015138611.1","420326","RP11-240B13.2",420326,"XP_015138611.1"
"XP_015138619.1","428385","ASAP1",428385,"XP_015138619.1"
"XP_015138627.1","417864","NAP1L1",417864,"XP_015138627.1"
"XP_015138630.1","420334","KIAA0196",420334,"XP_015138630.1"
"XP_015138631.1","428386","TRIB1",428386,"XP_015138631.1"
"XP_015138634.1","416682","CPA2",416682,"XP_015138634.1"
"XP_015138635.1","420347","ZHX1",420347,"XP_015138635.1"
"XP_015138638.1","107052797","PHLDA1",107052797,"XP_015138638.1"
"XP_015138639.1","770521","FAM83A",770521,"XP_015138639.1"
"XP_015138643.1","420348","C2H8ORF76",420348,"XP_015138643.1"
"XP_015138646.1","420351","ZHX2",420351,"XP_015138646.1"
"XP_015138649.1","417866","OSBPL8",417866,"XP_015138649.1"
"XP_015138664.1","768579","LOC768579",768579,"XP_015138664.1"
"XP_015138688.1","426867","HCLS1",426867,"XP_015138688.1"
"XP_015138702.1","417865","BBS10",417865,"XP_015138702.1"
"XP_015138705.1","776273","LOC776273",776273,"XP_015138705.1"
"XP_015138713.1","100859755","BAI1",100859755,"XP_015138713.1"
"XP_015138715.1","420304","TSNARE1",420304,"XP_015138715.1"
"XP_015138722.1","420308","SLC45A4",420308,"XP_015138722.1"
"XP_015138726.1","107049004","EEF1D",107049004,"XP_015138726.1"
"XP_015138731.1","426402","PUF60",426402,"XP_015138731.1"
"XP_015138735.1","101750205","LOC101750205",101750205,"XP_015138735.1"
"XP_015138738.1","417870","PAWR",417870,"XP_015138738.1"
"XP_015138761.1","429470","SCRIB",429470,"XP_015138761.1"
"XP_015138770.1","776552","NRBP2",776552,"XP_015138770.1"
"XP_015138772.1","107052832","LOC107052832",107052832,"XP_015138772.1"
"XP_015138776.1","772154","OTOGL",772154,"XP_015138776.1"
"XP_015138797.1","107052834","LOC107052834",107052834,"XP_015138797.1"
"XP_015138802.1","421205","CCDC85A",421205,"XP_015138802.1"
"XP_015138806.1","772163","PTPRQ",772163,"XP_015138806.1"
"XP_015138813.1","421210","CCDC88A",421210,"XP_015138813.1"
"XP_015138826.1","100857196","PAPOLG",100857196,"XP_015138826.1"
"XP_015138828.1","378790","RTN4",378790,"XP_015138828.1"
"XP_015138839.1","421216","SPTBN1",421216,"XP_015138839.1"
"XP_015138840.1","421218","PSME4",421218,"XP_015138840.1"
"XP_015138847.1","421223","NPHP1",421223,"XP_015138847.1"
"XP_015138851.1","421237","PLK1S1",421237,"XP_015138851.1"
"XP_015138861.1","421257","PTK7",421257,"XP_015138861.1"
"XP_015138862.1","428545","ASB3",428545,"XP_015138862.1"
"XP_015138863.1","417877","PPFIA2",417877,"XP_015138863.1"
"XP_015138866.1","428551","ESF1",428551,"XP_015138866.1"
"XP_015138869.1","101751309","ERLEC1",101751309,"XP_015138869.1"
"XP_015138872.1","101751874","LOC101751874",101751874,"XP_015138872.1"
"XP_015138876.1","421242","C3H20ORF26",421242,"XP_015138876.1"
"XP_015138877.1","107052848","INSM1",107052848,"XP_015138877.1"
"XP_015138878.1","421244","SLC24A3",421244,"XP_015138878.1"
"XP_015138884.1","421246","RIN2",421246,"XP_015138884.1"
"XP_015138886.1","101750093","NPAS4",101750093,"XP_015138886.1"
"XP_015138891.1","421251","KLHDC3",421251,"XP_015138891.1"
"XP_015138893.1","421250","PPP2R5D",421250,"XP_015138893.1"
"XP_015138894.1","417878","CCDC59",417878,"XP_015138894.1"
"XP_015138897.1","421255","LOC421255",421255,"XP_015138897.1"
"XP_015138901.1","421254","PACS1",421254,"XP_015138901.1"
"XP_015138903.1","417880","TMTC2",417880,"XP_015138903.1"
"XP_015138904.1","107052850","LOC107052850",107052850,"XP_015138904.1"
"XP_015138908.1","421258","CUL9",421258,"XP_015138908.1"
"XP_015138909.1","428552","FLRT3",428552,"XP_015138909.1"
"XP_015138912.1","421259","MACROD2",421259,"XP_015138912.1"
"XP_015138921.1","378779","BMP2",378779,"XP_015138921.1"
"XP_015138937.1","395760","SLC8A1",395760,"XP_015138937.1"
"XP_015138940.1","100859115","TSPAN19",100859115,"XP_015138940.1"
"XP_015138941.1","396414","RRBP1",396414,"XP_015138941.1"
"XP_015138943.1","396444","SNAP25",396444,"XP_015138943.1"
"XP_015138946.1","427871","ALX1",427871,"XP_015138946.1"
"XP_015138947.1","416708","ENTPD6",416708,"XP_015138947.1"
"XP_015138951.1","416718","SNX5",416718,"XP_015138951.1"
"XP_015138958.1","416722","DZANK1",416722,"XP_015138958.1"
"XP_015138975.1","416730","PLCB4",416730,"XP_015138975.1"
"XP_015138979.1","416734","PAK7",416734,"XP_015138979.1"
"XP_015138990.1","416741","TASP1",416741,"XP_015138990.1"
"XP_015138997.1","416746","CDC42BPA",416746,"XP_015138997.1"
"XP_015139000.1","416746","CDC42BPA",416746,"XP_015139000.1"
"XP_015139005.1","427873","MGAT4C",427873,"XP_015139005.1"
"XP_015139007.1","426265","SRSF7",426265,"XP_015139007.1"
"XP_015139008.1","416743","SSPO",416743,"XP_015139008.1"
"XP_015139010.1","416740","ISM1",416740,"XP_015139010.1"
"XP_015139017.1","416732","LAMP5",416732,"XP_015139017.1"
"XP_015139023.1","107052863","LOC107052863",107052863,"XP_015139023.1"
"XP_015139026.1","416717","SYNDIG1",416717,"XP_015139026.1"
"XP_015139028.1","416714","ACSS1",416714,"XP_015139028.1"
"XP_015139030.1","101749883","POLR1B",101749883,"XP_015139030.1"
"XP_015139031.1","101749883","POLR1B",101749883,"XP_015139031.1"
"XP_015139032.1","769542","GNMT",769542,"XP_015139032.1"
"XP_015139035.1","100858990","CNPY3",100858990,"XP_015139035.1"
"XP_015139036.1","416709","PEX6",416709,"XP_015139036.1"
"XP_015139044.1","100859089","NINL",100859089,"XP_015139044.1"
"XP_015139060.1","425963","ARHGEF33",425963,"XP_015139060.1"
"XP_015139067.1","425965","MAP4K3",425965,"XP_015139067.1"
"XP_015139068.1","427687","PLCB1",427687,"XP_015139068.1"
"XP_015139069.1","416687","FBXO18",416687,"XP_015139069.1"
"XP_015139070.1","417886","C12ORF29",417886,"XP_015139070.1"
"XP_015139092.1","374180","ENAH",374180,"XP_015139092.1"
"XP_015139098.1","395147","EIF2AK2",395147,"XP_015139098.1"
"XP_015139099.1","395357","CENPF",395357,"XP_015139099.1"
"XP_015139108.1","395802","PROX1",395802,"XP_015139108.1"
"XP_015139110.1","396188","HSP90AB1",396188,"XP_015139110.1"
"XP_015139112.1","396285","LBR",396285,"XP_015139112.1"
"XP_015139121.1","421315","C1ORF95",421315,"XP_015139121.1"
"XP_015139123.1","421316","LIN9",421316,"XP_015139123.1"
"XP_015139128.1","421326","NVL",421326,"XP_015139128.1"
"XP_015139146.1","421363","ANGEL2",421363,"XP_015139146.1"
"XP_015139157.1","421380","RCOR3",421380,"XP_015139157.1"
"XP_015139162.1","421380","RCOR3",421380,"XP_015139162.1"
"XP_015139164.1","421380","RCOR3",421380,"XP_015139164.1"
"XP_015139165.1","421384","DIEXF",421384,"XP_015139165.1"
"XP_015139166.1","421385","MRPS10",421385,"XP_015139166.1"
"XP_015139171.1","421398","THADA",421398,"XP_015139171.1"
"XP_015139183.1","421405","PREPL",421405,"XP_015139183.1"
"XP_015139187.1","421414","TTC7A",421414,"XP_015139187.1"
"XP_015139196.1","421431","MDGA1",421431,"XP_015139196.1"
"XP_015139200.1","421450","XPO5",421450,"XP_015139200.1"
"XP_015139204.1","421458","FAM98A",421458,"XP_015139204.1"
"XP_015139206.1","421461","LTBP1",421461,"XP_015139206.1"
"XP_015139214.1","421481","SPAST",421481,"XP_015139214.1"
"XP_015139231.1","421478","PRKD3",421478,"XP_015139231.1"
"XP_015139233.1","421473","SULT6B1",421473,"XP_015139233.1"
"XP_015139236.1","421469","HEATR5B",421469,"XP_015139236.1"
"XP_015139237.1","421466","CYP1B1",421466,"XP_015139237.1"
"XP_015139238.1","421465","RMDN2",421465,"XP_015139238.1"
"XP_015139239.1","428577","CDC42EP3",428577,"XP_015139239.1"
"XP_015139257.1","421456","ABCC10",421456,"XP_015139257.1"
"XP_015139263.1","421455","TJAP1",421455,"XP_015139263.1"
"XP_015139266.1","421441","LOC421441",421441,"XP_015139266.1"
"XP_015139268.1","428575","SLC35B2",428575,"XP_015139268.1"
"XP_015139277.1","421435","RNF8",421435,"XP_015139277.1"
"XP_015139279.1","421434","CMTR1",421434,"XP_015139279.1"
"XP_015139280.1","421430","ZFAND3",421430,"XP_015139280.1"
"XP_015139282.1","421426","SAYSD1",421426,"XP_015139282.1"
"XP_015139286.1","421422","DAAM2",421422,"XP_015139286.1"
"XP_015139288.1","417922","NEDD1",417922,"XP_015139288.1"
"XP_015139294.1","421420","SLC4A1AP",421420,"XP_015139294.1"
"XP_015139297.1","421421","SUPT7L",421421,"XP_015139297.1"
"XP_015139310.1","421408","SRBD1",421408,"XP_015139310.1"
"XP_015139313.1","378786","SIX3",378786,"XP_015139313.1"
"XP_015139320.1","421402","ABCG8",421402,"XP_015139320.1"
"XP_015139321.1","421402","ABCG8",421402,"XP_015139321.1"
"XP_015139323.1","107052930","ZFP36L2",107052930,"XP_015139323.1"
"XP_015139325.1","421395","MTA3",421395,"XP_015139325.1"
"XP_015139326.1","421395","MTA3",421395,"XP_015139326.1"
"XP_015139328.1","417895","PLEKHG7",417895,"XP_015139328.1"
"XP_015139333.1","428567","TBCC",428567,"XP_015139333.1"
"XP_015139335.1","421386","TRERF1",421386,"XP_015139335.1"
"XP_015139347.1","421383","SERTAD4",421383,"XP_015139347.1"
"XP_015139349.1","421381","KCNH1",421381,"XP_015139349.1"
"XP_015139354.1","421371","TMEM206",421371,"XP_015139354.1"
"XP_015139360.1","421369","ATF3",421369,"XP_015139360.1"
"XP_015139366.1","417920","CDK17",417920,"XP_015139366.1"
"XP_015139369.1","421364","VASH2",421364,"XP_015139369.1"
"XP_015139379.1","421358","USH2A",421358,"XP_015139379.1"
"XP_015139382.1","421349","SLC30A10",421349,"XP_015139382.1"
"XP_015139383.1","421349","SLC30A10",421349,"XP_015139383.1"
"XP_015139387.1","107052956","HLX",107052956,"XP_015139387.1"
"XP_015139393.1","421324","WDR26",421324,"XP_015139393.1"
"XP_015139394.1","421328","FBXO28",421328,"XP_015139394.1"
"XP_015139395.1","421328","FBXO28",421328,"XP_015139395.1"
"XP_015139401.1","101748950","SHANK3",101748950,"XP_015139401.1"
"XP_015139402.1","417914","NTN4",417914,"XP_015139402.1"
"XP_015139403.1","421321","EPHX1",421321,"XP_015139403.1"
"XP_015139405.1","421318","SDE2",421318,"XP_015139405.1"
"XP_015139407.1","421311","GPCPD1",421311,"XP_015139407.1"
"XP_015139409.1","428559","CRLS1",428559,"XP_015139409.1"
"XP_015139411.1","417913","USP44",417913,"XP_015139411.1"
"XP_015139412.1","101751903","C20ORF196",101751903,"XP_015139412.1"
"XP_015139415.1","421443","MRPL14",421443,"XP_015139415.1"
"XP_015139416.1","428574","C6ORF137",428574,"XP_015139416.1"
"XP_015139418.1","100858112","DNAH8",100858112,"XP_015139418.1"
"XP_015139420.1","421390","PKDCCa",421390,"XP_015139420.1"
"XP_015139422.1","770442","SUSD4",770442,"XP_015139422.1"
"XP_015139425.1","395620","RGS7",395620,"XP_015139425.1"
"XP_015139432.1","395620","RGS7",395620,"XP_015139432.1"
"XP_015139440.1","421507","GREM2",421507,"XP_015139440.1"
"XP_015139443.1","421506","LOC421506",421506,"XP_015139443.1"
"XP_015139458.1","421499","CEP170",421499,"XP_015139458.1"
"XP_015139459.1","421499","CEP170",421499,"XP_015139459.1"
"XP_015139462.1","421499","CEP170",421499,"XP_015139462.1"
"XP_015139467.1","421497","AKT3",421497,"XP_015139467.1"
"XP_015139471.1","428580","ZBTB18",428580,"XP_015139471.1"
"XP_015139476.1","417908","FGD6",417908,"XP_015139476.1"
"XP_015139477.1","421492","HNRNPU",421492,"XP_015139477.1"
"XP_015139478.1","421491","EFCAB2",421491,"XP_015139478.1"
"XP_015139479.1","100859813","KIF26B",100859813,"XP_015139479.1"
"XP_015139480.1","775973","FMN2",775973,"XP_015139480.1"
"XP_015139481.1","421489","SMYD3",421489,"XP_015139481.1"
"XP_015139491.1","374204","QKI",374204,"XP_015139491.1"
"XP_015139492.1","374204","QKI",374204,"XP_015139492.1"
"XP_015139523.1","395716","EYA4",395716,"XP_015139523.1"
"XP_015139533.1","395995","TBP",395995,"XP_015139533.1"
"XP_015139536.1","396099","ESR1",396099,"XP_015139536.1"
"XP_015139540.1","421511","GPR137B",421511,"XP_015139540.1"
"XP_015139553.1","421626","KATNA1",421626,"XP_015139553.1"
"XP_015139557.1","421635","ZBTB2",421635,"XP_015139557.1"
"XP_015139558.1","417901","PLXNC1",417901,"XP_015139558.1"
"XP_015139559.1","421648","TIAM2",421648,"XP_015139559.1"
"XP_015139570.1","417904","CEP83",417904,"XP_015139570.1"
"XP_015139572.1","421678","REPS1",421678,"XP_015139572.1"
"XP_015139586.1","421689","MAP7",421689,"XP_015139586.1"
"XP_015139587.1","421689","MAP7",421689,"XP_015139587.1"
"XP_015139589.1","421689","MAP7",421689,"XP_015139589.1"
"XP_015139591.1","421698","RPS12",421698,"XP_015139591.1"
"XP_015139595.1","421702","VNN1",421702,"XP_015139595.1"
"XP_015139599.1","422069","MTR",422069,"XP_015139599.1"
"XP_015139602.1","428607","PCMT1",428607,"XP_015139602.1"
"XP_015139607.1","430948","LGALS8",430948,"XP_015139607.1"
"XP_015139617.1","421706","ARHGAP18",421706,"XP_015139617.1"
"XP_015139633.1","417897","NUDT4",417897,"XP_015139633.1"
"XP_015139635.1","421703","EPB41L2",421703,"XP_015139635.1"
"XP_015139636.1","421703","EPB41L2",421703,"XP_015139636.1"
"XP_015139645.1","421703","EPB41L2",421703,"XP_015139645.1"
"XP_015139647.1","421703","EPB41L2",421703,"XP_015139647.1"
"XP_015139649.1","107052987","LOC107052987",107052987,"XP_015139649.1"
"XP_015139651.1","768536","TAAR1",768536,"XP_015139651.1"
"XP_015139653.1","421694","HBS1L",421694,"XP_015139653.1"
"XP_015139661.1","421692","PDE7B",421692,"XP_015139661.1"
"XP_015139666.1","100858086","BCLAF1",100858086,"XP_015139666.1"
"XP_015139670.1","421688","MAP3K5",421688,"XP_015139670.1"
"XP_015139672.1","421684","TNFAIP3",421684,"XP_015139672.1"
"XP_015139682.1","421677","HECA",421677,"XP_015139682.1"
"XP_015139688.1","421667","PHACTR2",421667,"XP_015139688.1"
"XP_015139700.1","421658","TULP4",421658,"XP_015139700.1"
"XP_015139701.1","421656","SYNJ2",421656,"XP_015139701.1"
"XP_015139711.1","421654","SNX9",421654,"XP_015139711.1"
"XP_015139722.1","421650","ARID1B",421650,"XP_015139722.1"
"XP_015139724.1","421650","ARID1B",421650,"XP_015139724.1"
"XP_015139734.1","421647","SCAF8",421647,"XP_015139734.1"
"XP_015139735.1","428608","TFB1M",428608,"XP_015139735.1"
"XP_015139740.1","421645","IPCEF1",421645,"XP_015139740.1"
"XP_015139743.1","421642","FBXO5",421642,"XP_015139743.1"
"XP_015139748.1","421636","RMND1",421636,"XP_015139748.1"
"XP_015139751.1","421637","C6ORF211",421637,"XP_015139751.1"
"XP_015139757.1","421630","PPP1R14C",421630,"XP_015139757.1"
"XP_015139759.1","421629","LRP11",421629,"XP_015139759.1"
"XP_015139761.1","421622","TAB2",421622,"XP_015139761.1"
"XP_015139763.1","768809","UST",768809,"XP_015139763.1"
"XP_015139766.1","416693","NET1",416693,"XP_015139766.1"
"XP_015139792.1","421610","UTRN",421610,"XP_015139792.1"
"XP_015139799.1","421589","FNDC1",421589,"XP_015139799.1"
"XP_015139802.1","421588","WTAP",421588,"XP_015139802.1"
"XP_015139809.1","421579","MAP3K4",421579,"XP_015139809.1"
"XP_015139814.1","421576","PACRG",421576,"XP_015139814.1"
"XP_015139824.1","421567","TCP10",421567,"XP_015139824.1"
"XP_015139838.1","421564","MLLT4",421564,"XP_015139838.1"
"XP_015139850.1","421561","DACT2",421561,"XP_015139850.1"
"XP_015139852.1","107053040","LOC107053040",107053040,"XP_015139852.1"
"XP_015139858.1","421559","SMOC2",421559,"XP_015139858.1"
"XP_015139860.1","100857350","PHF10",100857350,"XP_015139860.1"
"XP_015139861.1","421552","FAM120B",421552,"XP_015139861.1"
"XP_015139864.1","100857188","TRIM67",100857188,"XP_015139864.1"
"XP_015139865.1","421548","GNPAT",421548,"XP_015139865.1"
"XP_015139868.1","421547","C1ORF131",421547,"XP_015139868.1"
"XP_015139869.1","107053045","FAM89A",107053045,"XP_015139869.1"
"XP_015139870.1","768787","C1ORF198",768787,"XP_015139870.1"
"XP_015139871.1","421541","PGBD5",421541,"XP_015139871.1"
"XP_015139872.1","421540","GALNT2",421540,"XP_015139872.1"
"XP_015139874.1","421538","TAF5L",421538,"XP_015139874.1"
"XP_015139875.1","421537","ABCB10",421537,"XP_015139875.1"
"XP_015139876.1","421537","ABCB10",421537,"XP_015139876.1"
"XP_015139877.1","421533","CCSAP",421533,"XP_015139877.1"
"XP_015139878.1","428589","RHOU",428589,"XP_015139878.1"
"XP_015139879.1","768374","LOC768374",768374,"XP_015139879.1"
"XP_015139886.1","101747480","MAP10",101747480,"XP_015139886.1"
"XP_015139887.1","428587","PCNXL2",428587,"XP_015139887.1"
"XP_015139892.1","428586","LOC428586",428586,"XP_015139892.1"
"XP_015139893.1","421518","SLC35F3",421518,"XP_015139893.1"
"XP_015139894.1","428585","IRF2BP2",428585,"XP_015139894.1"
"XP_015139895.1","427092","GGPS1",427092,"XP_015139895.1"
"XP_015139896.1","395236","BID",395236,"XP_015139896.1"
"XP_015139898.1","430770","B3GALNT2",430770,"XP_015139898.1"
"XP_015139902.1","421514","LYST",421514,"XP_015139902.1"
"XP_015139907.1","421508","RYR2",421508,"XP_015139907.1"
"XP_015139911.1","107053055","LOC107053055",107053055,"XP_015139911.1"
"XP_015139912.1","107053056","LOC107053056",107053056,"XP_015139912.1"
"XP_015139913.1","100857259","LOC100857259",100857259,"XP_015139913.1"
"XP_015139914.1","100857919","OLIG3",100857919,"XP_015139914.1"
"XP_015139915.1","428594","MAS1",428594,"XP_015139915.1"
"XP_015139916.1","374049","TPD52L1",374049,"XP_015139916.1"
"XP_015139918.1","395500","MKRN1",395500,"XP_015139918.1"
"XP_015139920.1","769021","ECHDC1",769021,"XP_015139920.1"
"XP_015139926.1","426209","RNF217",426209,"XP_015139926.1"
"XP_015139928.1","421718","HEY2",421718,"XP_015139928.1"
"XP_015139929.1","425313","RNF146",425313,"XP_015139929.1"
"XP_015139938.1","769224","THEMIS",769224,"XP_015139938.1"
"XP_015139940.1","421711","PTPRK",421711,"XP_015139940.1"
"XP_015139947.1","421713","SOGA3",421713,"XP_015139947.1"
"XP_015139948.1","100857742","MCM9",100857742,"XP_015139948.1"
"XP_015139957.1","421721","TRDN",421721,"XP_015139957.1"
"XP_015139974.1","421734","DCBLD1",421734,"XP_015139974.1"
"XP_015139976.1","770364","GOPC",770364,"XP_015139976.1"
"XP_015139980.1","395635","HDAC2",395635,"XP_015139980.1"
"XP_015139990.1","396294","FYN",396294,"XP_015139990.1"
"XP_015139992.1","396473","MARCKS",396473,"XP_015139992.1"
"XP_015139994.1","421754","GTF3C6",421754,"XP_015139994.1"
"XP_015140012.1","396239","BRAF",396239,"XP_015140012.1"
"XP_015140019.1","428628","GRIK2",428628,"XP_015140019.1"
"XP_015140020.1","428628","GRIK2",428628,"XP_015140020.1"
"XP_015140031.1","421778","BEND3",421778,"XP_015140031.1"
"XP_015140035.1","428626","SCML4",428626,"XP_015140035.1"
"XP_015140037.1","421770","LACE1",421770,"XP_015140037.1"
"XP_015140047.1","395380","CD164",395380,"XP_015140047.1"
"XP_015140050.1","421763","ZBTB24",421763,"XP_015140050.1"
"XP_015140058.1","770953","DDO",770953,"XP_015140058.1"
"XP_015140062.1","421756","CDK19",421756,"XP_015140062.1"
"XP_015140065.1","428622","REV3L",428622,"XP_015140065.1"
"XP_015140070.1","421745","DSE",421745,"XP_015140070.1"
"XP_015140073.1","421739","ZUFSP",421739,"XP_015140073.1"
"XP_015140075.1","421737","RFX6",421737,"XP_015140075.1"
"XP_015140077.1","107053098","PRDM13",107053098,"XP_015140077.1"
"XP_015140078.1","107053099","MCHR2",107053099,"XP_015140078.1"
"XP_015140080.1","101748060","LOC101748060",101748060,"XP_015140080.1"
"XP_015140081.1","374189","ME1",374189,"XP_015140081.1"
"XP_015140087.1","395967","EPHA7",395967,"XP_015140087.1"
"XP_015140092.1","421792","LOC421792",421792,"XP_015140092.1"
"XP_015140093.1","421796","PNISR",421796,"XP_015140093.1"
"XP_015140101.1","421822","ORC3",421822,"XP_015140101.1"
"XP_015140105.1","417923","TMPO",417923,"XP_015140105.1"
"XP_015140110.1","421831","SYNCRIP",421831,"XP_015140110.1"
"XP_015140113.1","421845","FAM46A",421845,"XP_015140113.1"
"XP_015140118.1","421853","HMGN3",421853,"XP_015140118.1"
"XP_015140121.1","428633","CNR1",428633,"XP_015140121.1"
"XP_015140139.1","428635","SNAP91",428635,"XP_015140139.1"
"XP_015140157.1","107053103","POU3F2",107053103,"XP_015140157.1"
"XP_015140159.1","421801","KLHL32",421801,"XP_015140159.1"
"XP_015140161.1","417924","SLC25A3",417924,"XP_015140161.1"
"XP_015140163.1","421808","MAP3K7",421808,"XP_015140163.1"
"XP_015140166.1","417924","SLC25A3",417924,"XP_015140166.1"
"XP_015140168.1","421808","MAP3K7",421808,"XP_015140168.1"
"XP_015140173.1","421809","BACH2",421809,"XP_015140173.1"
"XP_015140180.1","421813","ANKRD6",421813,"XP_015140180.1"
"XP_015140187.1","107053109","RRAGD",107053109,"XP_015140187.1"
"XP_015140193.1","771973","HTR1E",771973,"XP_015140193.1"
"XP_015140197.1","428634","TRIB3",428634,"XP_015140197.1"
"XP_015140200.1","417927","ANKS1B",417927,"XP_015140200.1"
"XP_015140201.1","421836","MRAP2",421836,"XP_015140201.1"
"XP_015140206.1","421842","DOPEY1",421842,"XP_015140206.1"
"XP_015140212.1","421849","TTK",421849,"XP_015140212.1"
"XP_015140215.1","421854","PHIP",421854,"XP_015140215.1"
"XP_015140217.1","421856","LOC421856",421856,"XP_015140217.1"
"XP_015140218.1","101748468","MEI4",101748468,"XP_015140218.1"
"XP_015140221.1","417930","SCYL2",417930,"XP_015140221.1"
"XP_015140228.1","395875","COL12A1",395875,"XP_015140228.1"
"XP_015140231.1","421863","SLC17A5",421863,"XP_015140231.1"
"XP_015140235.1","772297","MTO1",772297,"XP_015140235.1"
"XP_015140238.1","421859","SENP6",421859,"XP_015140238.1"
"XP_015140245.1","421860","FILIP1",421860,"XP_015140245.1"
"XP_015140250.1","421866","KCNQ5",421866,"XP_015140250.1"
"XP_015140254.1","421867","RIMS1",421867,"XP_015140254.1"
"XP_015140271.1","421867","RIMS1",421867,"XP_015140271.1"
"XP_015140272.1","421867","RIMS1",421867,"XP_015140272.1"
"XP_015140281.1","421869","OGFRL1",421869,"XP_015140281.1"
"XP_015140283.1","417936","CNOT4",417936,"XP_015140283.1"
"XP_015140284.1","421871","FAM135A",421871,"XP_015140284.1"
"XP_015140299.1","395610","ANGPT2",395610,"XP_015140299.1"
"XP_015140304.1","417936","CNOT4",417936,"XP_015140304.1"
"XP_015140305.1","396034","MYOM2",396034,"XP_015140305.1"
"XP_015140314.1","421879","RAB23",421879,"XP_015140314.1"
"XP_015140324.1","421909","ACP1",421909,"XP_015140324.1"
"XP_015140325.1","421916","TSSC1",421916,"XP_015140325.1"
"XP_015140326.1","428646","ELOVL5",428646,"XP_015140326.1"
"XP_015140328.1","428649","COLEC11",428649,"XP_015140328.1"
"XP_015140331.1","100858320","LOC100858320",100858320,"XP_015140331.1"
"XP_015140332.1","428641","PHF3",428641,"XP_015140332.1"
"XP_015140345.1","421881","ZNF451",421881,"XP_015140345.1"
"XP_015140360.1","421884","DST",421884,"XP_015140360.1"
"XP_015140384.1","421887","GFRAL",421887,"XP_015140384.1"
"XP_015140385.1","421886","HMGCLL1",421886,"XP_015140385.1"
"XP_015140388.1","428645","FAM83B",428645,"XP_015140388.1"
"XP_015140389.1","421889","MLIP",421889,"XP_015140389.1"
"XP_015140394.1","421891","LRRC1",421891,"XP_015140394.1"
"XP_015140395.1","421892","LOC421892",421892,"XP_015140395.1"
"XP_015140404.1","421897","TMEM14A",421897,"XP_015140404.1"
"XP_015140406.1","421899","CSMD1",421899,"XP_015140406.1"
"XP_015140411.1","421900","ARHGEF10",421900,"XP_015140411.1"
"XP_015140413.1","421903","DLGAP2",421903,"XP_015140413.1"
"XP_015140415.1","421905","TDRP",421905,"XP_015140415.1"
"XP_015140416.1","100859913","FAM110C",100859913,"XP_015140416.1"
"XP_015140420.1","421910","FAM150B",421910,"XP_015140420.1"
"XP_015140428.1","421915","MYT1L",421915,"XP_015140428.1"
"XP_015140429.1","421913","SNTG2",421913,"XP_015140429.1"
"XP_015140430.1","776120","TPO",776120,"XP_015140430.1"
"XP_015140431.1","421921","CMPK2",421921,"XP_015140431.1"
"XP_015140432.1","421922","RNF144A",421922,"XP_015140432.1"
"XP_015140434.1","417966","ATF7IP",417966,"XP_015140434.1"
"XP_015140443.1","421952","ZPAX",421952,"XP_015140443.1"
"XP_015140449.1","421961","PUM2",421961,"XP_015140449.1"
"XP_015140453.1","421961","PUM2",421961,"XP_015140453.1"
"XP_015140460.1","421973","UBXN2A",421973,"XP_015140460.1"
"XP_015140462.1","417966","ATF7IP",417966,"XP_015140462.1"
"XP_015140466.1","421985","NRBP1",421985,"XP_015140466.1"
"XP_015140471.1","100857732","LOC100857732",100857732,"XP_015140471.1"
"XP_015140473.1","430980","GTF3C2",430980,"XP_015140473.1"
