"gene","counts","sex","tissue","treatment","samples"
"DIO1",4.69054216233691,"female","gonads","prolong","x.g50_female_gonad_inc.prolong"
"DIO1",4.96305183731484,"female","gonads","inc.d9","x.g9.o166_female_gonad_inc.d9.NYNO"
"DIO1",5.28891007286307,"female","gonads","inc.d17","x.o159.w90_female_gonad_inc.d17"
"DIO1",5.17379818700726,"female","gonads","m.n2","x.o171.w45_female_gonad_m.hatch"
"DIO1",5.00311458142125,"female","gonads","n5","x.o175.g21_female_gonad_n5"
"DIO1",4.69054216233691,"female","gonads","hatch","x.o37.blu50_female_gonad_hatch"
"DIO1",5.01773841110791,"female","gonads","m.n2","x.o61_female_gonad_extend.hatch"
"DIO1",5.20155649124766,"female","gonads","n5","x.o70_female_gonad_n5"
"DIO1",5.05489740302775,"female","gonads","m.inc.d3","x.r180_female_gonad_m.inc.d3"
"DIO1",5.05744321317561,"female","gonads","inc.d3","x.r33.w183_female_gonad_inc.d3"
"DIO1",5.04902118877306,"female","gonads","bldg","x.r39.g10_female_gonad_bldg"
"DIO1",5.19994655861902,"female","gonads","hatch","x.r44.w95_female_gonad_hatch"
"DIO1",4.69054216233691,"female","gonads","inc.d17","x.r48.y139_female_gonad_inc.d17"
"DIO1",5.29748626222821,"female","gonads","n5","x.r50.w97_female_gonad_n5"
"DIO1",4.94993501334464,"female","gonads","m.n2","x.r74.o29_female_gonad_m.hatch"
"DIO1",5.02974712824356,"female","gonads","m.inc.d9","x.r76_female_gonad_m.inc.d9"
"DIO1",5.02200425232078,"female","gonads","early","x.s188_female_gonad_m.inc.d8"
"DIO1",5.01089055630789,"female","gonads","n9","x.w178_female_gonad_n9"
"DIO1",5.08251555913126,"female","gonads","lay","x.w51_female_gonad_lay"
"DIO1",4.69054216233691,"female","gonads","n9","x.w6_female_gonad_n9"
"DIO1",5.30565759913552,"female","gonads","inc.d9","x.y109_female_gonad_inc.d9"
"DIO1",4.9711375975817,"female","gonads","m.inc.d17","x.y119.w11_female_gonad_m.inc.d17"
"DIO1",5.22621793477341,"female","gonads","n9","x.y138.w176_female_gonad_n9"
"DIO1",4.69054216233691,"female","gonads","prolong","x.y145.r55_female_gonad_inc.prolong"
"DIO1",4.91229012978979,"female","gonads","early","x.y5_female_gonad_m.inc.d8"
"DIO1",4.69054216233691,"female","gonads","extend","x.y64_female_gonad_extend"
"DIO1",5.17453201185287,"female","gonads","hatch","x.y90_female_gonad_hatch"
"DIO1",5.02772160615028,"female","gonads","inc.d9","x.y93.g126_female_gonad_inc.d9"
"DIO1",5.07274452132085,"female","gonads","n9","x.y9_female_gonad_n9"
"DIO1",4.69054216233691,"female","gonads","lay","y.s156.o.r_female_gonad_lay"
"DIO1",5.10285850561797,"female","gonads","m.inc.d9","y12.x_female_gonad_m.inc.d9"
"DIO1",4.69054216233691,"female","gonads","inc.d17","y126.w92.x_female_gonad_inc.d17"
"DIO1",5.19466619556733,"female","gonads","inc.d9","y128.g23.x_female_gonad_inc.d9"
"DIO1",4.69054216233691,"female","gonads","inc.d3","y13.x_female_gonad_inc.d3"
"DIO1",4.69054216233691,"female","gonads","inc.d17","y130.o170.x_female_gonad_inc.d17"
"DIO1",5.11425800232635,"female","gonads","inc.d17","y135.blu107.x_female_gonad_inc.d17"
"DIO1",4.69054216233691,"female","gonads","inc.d17","y136.x_female_gonad_inc.d17"
"DIO1",5.1666398254089,"female","gonads","inc.d9","y140.w119.x_female_gonad_inc.d9"
"DIO1",4.69054216233691,"female","gonads","prolong","y146.r32.x_female_gonad_inc.prolong"
"DIO1",5.00942917632206,"female","gonads","hatch","y15.x_female_gonad_hatch"
"DIO1",4.69054216233691,"female","gonads","n5","y6.o54_female_gonad_n5"
"DIO1",5.05974321997826,"female","gonads","hatch","y7.g58_female_gonad_hatch"
"DIO1",4.69054216233691,"female","gonads","m.inc.d17","y85.r71.x_female_gonad_m.inc.d17"
"DIO1",4.69054216233691,"female","gonads","n5","y94.g133.x_female_gonad_n5"
"DIO1",4.96801087787965,"female","gonads","n9","y97.x_female_gonad_n9"
"DIO1",5.163269795892,"female","gonads","m.n2","y98.g54_female_gonad_m.hatch"
"DIO2",8.35214282230354,"female","gonads","control","L.G118_female_gonad_control"
"DIO2",7.49865195033627,"female","gonads","control","R.G106_female_gonad_control"
"DIO2",9.18296450719923,"female","gonads","control","R.R20_female_gonad_control"
"DIO2",7.76227382219431,"female","gonads","control","R.R9_female_gonad_control"
"DIO2",9.86295339204396,"female","gonads","control","R.W44_female_gonad_control"
"DIO2",7.22757480837769,"female","gonads","prolong","blk.s031.pu.d_female_gonad_prolong"
"DIO2",6.29547548113037,"female","gonads","m.n2","blk.s032.g.w_female_gonad_m.hatch"
"DIO2",7.21603483183375,"female","gonads","m.inc.d3","blk.s049.y.g_female_gonad_m.inc.d3"
"DIO2",9.06830058330433,"female","gonads","m.inc.d3","blk.s060.pu.w_female_gonad_m.inc.d3"
"DIO2",7.30378503716457,"female","gonads","inc.d9","blk.s061.pu.y_female_gonad_inc.d9"
"DIO2",6.39601645238287,"female","gonads","early","blk.y.l.s109_female_gonad_m.inc.d8"
"DIO2",9.20576665201896,"female","gonads","m.n2","blk0.x_female_gonad_m.n2"
"DIO2",8.87123932321546,"female","gonads","bldg","blk11.x_female_gonad_bldg"
"DIO2",7.9029653866192,"female","gonads","extend","blk19.x_female_gonad_extend"
"DIO2",5.7481140859807,"female","gonads","hatch","blk21.x_female_gonad_hatch"
"DIO2",9.20571951849565,"female","gonads","n9","blk4.x_female_gonad_n9"
"DIO2",6.08018097033943,"female","gonads","control","blu.o.x.ATLAS_female_gonad_control"
"DIO2",9.29174691516414,"female","gonads","hatch","blu103.x_female_gonad_hatch.NYNO"
"DIO2",8.06008590220067,"female","gonads","prolong","blu115.y150.x_female_gonad_inc.prolong"
"DIO2",8.46619274651076,"female","gonads","early","blu119.w84.x_female_gonad_m.inc.d8"
"DIO2",7.54941534555691,"female","gonads","hatch","blu124.w180.x_female_gonad_hatch"
"DIO2",8.42830563587359,"female","gonads","n9","blu36.w16_female_gonad_n9"
"DIO2",10.80969843591,"female","gonads","bldg","blu38.g135.x_female_gonad_bldg"
"DIO2",7.29651967522791,"female","gonads","inc.d3","blu39.o26.x_female_gonad_inc.d3"
"DIO2",8.96834901746359,"female","gonads","extend","blu44.y102_female_gonad_extend"
"DIO2",7.15639018355054,"female","gonads","inc.d9","blu47.y96.x_female_gonad_inc.d9"
"DIO2",7.49955274224285,"female","gonads","n5","blu55.g51_female_gonad_n5"
"DIO2",7.40041639169404,"female","gonads","m.inc.d3","blu56.o53_female_gonad_m.inc.d3"
"DIO2",8.92289569685324,"female","gonads","m.inc.d9","blu63.g62_female_gonad_m.inc.d9"
"DIO2",7.27160883697947,"female","gonads","early","blu80.r97_female_gonad_m.inc.d8"
"DIO2",7.57896308597819,"female","gonads","m.inc.d9","d.r.blk.s159_female_gonad_m.inc.d9"
"DIO2",8.43809328399117,"female","gonads","m.inc.d17","d.s112.blk.w_female_gonad_m.inc.d17"
"DIO2",7.39721833484233,"female","gonads","m.inc.d3","d.s177.blk.r_female_gonad_m.inc.d3"
"DIO2",7.42465621760047,"female","gonads","lay","g.blk.s004.pk_female_gonad_lay"
"DIO2",7.80784683904473,"female","gonads","m.n2","g.s076.pk.r_female_gonad_m.hatch"
"DIO2",9.13219074117833,"female","gonads","lay","g.s078.blk.o_female_gonad_lay"
"DIO2",7.07965433552292,"female","gonads","control","g.x.ATLAS_female_gonad_control"
"DIO2",8.56238702747225,"female","gonads","m.inc.d17","g.y.blk.s006_female_gonad_m.inc.d17"
"DIO2",9.86192001628013,"female","gonads","bldg","g141.blu27.x_female_gonad_bldg"
"DIO2",7.06394586746902,"female","gonads","inc.d17","g142.r40.x_female_gonad_inc.d17"
"DIO2",7.40031123279234,"female","gonads","m.inc.d3","g144.r54.x_female_gonad_m.inc.d3"
"DIO2",7.43014878092458,"female","gonads","extend","g17.w108.x_female_gonad_extend"
"DIO2",7.71801620767627,"female","gonads","extend","g22.blu118_female_gonad_extend"
"DIO2",7.41004741150445,"female","gonads","inc.d3","g6.w197.x_female_gonad_inc.d3"
"DIO2",6.77507577496214,"female","gonads","m.inc.d17","g63.blu65_female_gonad_m.inc.d17"
"DIO2",7.33990360671009,"female","gonads","m.inc.d9","g73.x_female_gonad_m.inc.d9"
"DIO2",8.10922049882459,"female","gonads","inc.d9","g75.x_female_gonad_inc.d9"
"DIO2",9.19258015401377,"female","gonads","m.n2","l.s.w.d_female_gonad_m.hatch"
"DIO2",7.76506863145414,"female","gonads","prolong","l.s052.pk.r_female_gonad_prolong"
"DIO2",6.49513054507361,"female","gonads","bldg","l.s120.y.blk_female_gonad_bldg"
"DIO2",8.14370399177253,"female","gonads","prolong","l.s166.o.w_female_gonad_prolong"
"DIO2",7.83398606956959,"female","gonads","m.inc.d17","o.s084.w.blk_female_gonad_m.inc.d17"
"DIO2",7.54359873132621,"female","gonads","inc.d3","o156.w80.x_female_gonad_inc.d3"
"DIO2",7.54844460593982,"female","gonads","inc.d3","o165.w122.x_female_gonad_inc.d3.NYNO"
"DIO2",7.7785706752228,"female","gonads","m.inc.d17","o169.r28.x_female_gonad_m.inc.d17"
"DIO2",8.5219107206023,"female","gonads","hatch","o172.w115.x_female_gonad_hatch"
"DIO2",7.41868128844182,"female","gonads","inc.d3","o173.w179.x_female_gonad_inc.d3"
"DIO2",7.2568579928956,"female","gonads","inc.d17","o35.r51.x_female_gonad_inc.d17"
"DIO2",8.00107105850513,"female","gonads","m.inc.d9","o36.r62.x_female_gonad_m.inc.d9"
"DIO2",8.93405720546675,"female","gonads","bldg","o38.blu29.x_female_gonad_bldg"
"DIO2",8.74186430479844,"female","gonads","m.inc.d9","o45.g128.x_female_gonad_m.inc.d9.NYNO"
"DIO2",6.36977539511166,"female","gonads","inc.d17","o52.blu53_female_gonad_inc.d17"
"DIO2",7.24529049070315,"female","gonads","inc.d9","o73.x_female_gonad_inc.d9"
"DIO2",7.58636520214573,"female","gonads","early","p.g.blk.s040_female_gonad_m.inc.d8"
"DIO2",7.06110841407667,"female","gonads","m.inc.d17","pk.s011.o.y_female_gonad_m.inc.d17"
"DIO2",9.01174193675877,"female","gonads","m.n2","pk.s054.d.g_female_gonad_m.hatch"
"DIO2",7.89865205516008,"female","gonads","early","pk.s055.d.l_female_gonad_m.inc.d8"
"DIO2",5.46794865298058,"female","gonads","control","r.r.x.ATLAS.R2XR_female_gonad_control"
"DIO2",6.18104919583626,"female","gonads","control","r.r.x.ATLAS_female_gonad_control"
"DIO2",8.4073290489583,"female","gonads","m.inc.d3","r.s035.y.blk_female_gonad_m.inc.d3"
"DIO2",9.12434636405665,"female","gonads","bldg","r.s056.g.o_female_gonad_bldg"
"DIO2",6.63950455539007,"female","gonads","extend","r.s131.o.d_female_gonad_extend"
"DIO2",8.6620283420562,"female","gonads","n9","r.s171.l.w_female_gonad_n9"
"DIO2",7.51820214164643,"female","gonads","hatch","r183.o22_female_gonad_hatch"
"DIO2",7.76737534842274,"female","gonads","prolong","r194.x_female_gonad_prolong"
"DIO2",6.9129248105286,"female","gonads","inc.d3","r27.w111.blu125_female_gonad_inc.d3"
"DIO2",8.05308397893622,"female","gonads","inc.d9","r30.w112.r46_female_gonad_inc.d9"
"DIO2",8.79657052990648,"female","gonads","inc.d9","r36.w184.x_female_gonad_inc.d9"
"DIO2",7.43373120551536,"female","gonads","inc.d17","r49.w189.x_female_gonad_inc.d17"
"DIO2",8.68154982553449,"female","gonads","control","r6.x_female_gonad_control.NYNO"
"DIO2",6.7151589528386,"female","gonads","inc.d3","r73.g127.x_female_gonad_inc.d3"
"DIO2",10.5873758635413,"female","gonads","bldg","r83.g45_female_gonad_bldg"
"DIO2",7.66525146600341,"female","gonads","n9","r95.blu99_female_gonad_n9"
"DIO2",7.54656411855649,"female","gonads","lay","s.o.pk_female_gonad_lay"
"DIO2",8.38285763414076,"female","gonads","prolong","s.pu.pk_female_gonad_prolong"
"DIO2",7.07202211207401,"female","gonads","control","s.x.ATLAS_female_gonad_control"
"DIO2",6.8564323899678,"female","gonads","early","s002.x_female_gonad_m.inc.d8"
"DIO2",7.96192050816346,"female","gonads","m.inc.d17","s038.g.d.blk_female_gonad_m.inc.d17"
"DIO2",8.00152960516493,"female","gonads","bldg","s063.d.blk.l_female_gonad_bldg"
"DIO2",7.04631707492912,"female","gonads","m.inc.d3","s069.pk.pu.g_female_gonad_m.inc.d3"
"DIO2",7.02104938208639,"female","gonads","extend","s089.blk.pk.pu_female_gonad_extend"
"DIO2",7.12226695453297,"female","gonads","early","s091.blk.r.g_female_gonad_m.inc.d8"
"DIO2",8.70512148173309,"female","gonads","bldg","s092.blk.r.o_female_gonad_bldg"
"DIO2",6.84693358365367,"female","gonads","m.inc.d3","s093.blk.y.d_female_gonad_m.inc.d3"
"DIO2",9.88007449594204,"female","gonads","lay","s095.g.blk.o_female_gonad_lay"
"DIO2",9.03015624875397,"female","gonads","m.inc.d17","s100.l.pk.blk_female_gonad_m.inc.d17"
"DIO2",7.47788965603738,"female","gonads","m.inc.d3","s103.y.pk.blk_female_gonad_m.inc.d3"
"DIO2",7.93799577898522,"female","gonads","lay","s136.d.w.o_female_gonad_lay"
"DIO2",8.2917936333642,"female","gonads","extend","s137.g.blk.y_female_gonad_extend"
"DIO2",9.39925003078442,"female","gonads","lay","s142.o.pk.pu_female_gonad_lay"
"DIO2",9.47082061206356,"female","gonads","lay","s176.blk.pu.r_female_gonad_lay"
"DIO2",8.06236822460176,"female","gonads","extend","s186.l.o.pk_female_gonad_extend"
"DIO2",8.64769443009882,"female","gonads","m.n2","s333.y.blk.pk_female_gonad_m.hatch"
"DIO2",8.21320015598345,"female","gonads","control","w191.r1_female_gonad_control"
"DIO2",6.63568082156372,"female","gonads","prolong","x.blk20_female_gonad_prolong"
"DIO2",6.67038078403789,"female","gonads","inc.d9","x.blu101.w43_female_gonad_inc.d9"
"DIO2",8.38828305114148,"female","gonads","inc.d3","x.blu102.w105_female_gonad_inc.d3"
"DIO2",8.28372512437033,"female","gonads","n5","x.blu109.w121_female_gonad_n5"
"DIO2",8.00469672313817,"female","gonads","inc.d17","x.blu116.w107_female_gonad_inc.d17"
"DIO2",7.76769424280152,"female","gonads","inc.d9","x.blu122.r66_female_gonad_inc.d9"
"DIO2",9.3129222683039,"female","gonads","m.inc.d9","x.blu25_female_gonad_m.inc.d9"
"DIO2",8.69111875418296,"female","gonads","n9","x.blu43.g132_female_gonad_n9"
"DIO2",7.04466930627519,"female","gonads","lay","x.blu6.y80_female_gonad_lay"
"DIO2",8.60584580271923,"female","gonads","m.inc.d17","x.blu94_female_gonad_m.inc.d17"
"DIO2",7.2121534460721,"female","gonads","m.n2","x.blu96_female_gonad_m.n2"
"DIO2",5.54314460925804,"female","gonads","control","x.g.g.ATLAS_female_gonad_control"
"DIO2",8.29482728672834,"female","gonads","early","x.g26_female_gonad_m.inc.d8"
"DIO2",9.06712793389294,"female","gonads","n5","x.g37_female_gonad_n5"
"DIO2",9.38233198201651,"female","gonads","n9","x.g4.w50_female_gonad_n9"
"DIO2",7.66127006608982,"female","gonads","n5","x.g43_female_gonad_n5"
"DIO2",7.56400435966112,"female","gonads","n5","x.g49_female_gonad_n5"
"DIO2",6.54113267993611,"female","gonads","prolong","x.g50_female_gonad_inc.prolong"
"DIO2",8.1963451323025,"female","gonads","inc.d9","x.g9.o166_female_gonad_inc.d9.NYNO"
"DIO2",8.02720899332785,"female","gonads","inc.d17","x.o159.w90_female_gonad_inc.d17"
"DIO2",9.08534116613053,"female","gonads","m.n2","x.o171.w45_female_gonad_m.hatch"
"DIO2",8.21447824572633,"female","gonads","n5","x.o175.g21_female_gonad_n5"
"DIO2",7.35879917573146,"female","gonads","hatch","x.o37.blu50_female_gonad_hatch"
"DIO2",7.59689763871895,"female","gonads","m.n2","x.o61_female_gonad_extend.hatch"
"DIO2",7.39937628532311,"female","gonads","n5","x.o70_female_gonad_n5"
"DIO2",6.44950160196713,"female","gonads","m.inc.d3","x.r180_female_gonad_m.inc.d3"
"DIO2",6.54200032977178,"female","gonads","inc.d3","x.r33.w183_female_gonad_inc.d3"
"DIO2",8.39452944418897,"female","gonads","bldg","x.r39.g10_female_gonad_bldg"
"DIO2",6.16208131302572,"female","gonads","hatch","x.r44.w95_female_gonad_hatch"
"DIO2",8.27534270930904,"female","gonads","inc.d17","x.r48.y139_female_gonad_inc.d17"
"DIO2",8.62326330174045,"female","gonads","n5","x.r50.w97_female_gonad_n5"
"DIO2",7.72595819896347,"female","gonads","m.n2","x.r74.o29_female_gonad_m.hatch"
"DIO2",6.5430680272887,"female","gonads","m.inc.d9","x.r76_female_gonad_m.inc.d9"
"DIO2",8.66029048447212,"female","gonads","early","x.s188_female_gonad_m.inc.d8"
"DIO2",8.51408432630979,"female","gonads","n9","x.w178_female_gonad_n9"
"DIO2",8.25352010438839,"female","gonads","lay","x.w51_female_gonad_lay"
"DIO2",10.6112563623807,"female","gonads","n9","x.w6_female_gonad_n9"
"DIO2",7.56611930560168,"female","gonads","inc.d9","x.y109_female_gonad_inc.d9"
"DIO2",9.13683549673209,"female","gonads","m.inc.d17","x.y119.w11_female_gonad_m.inc.d17"
"DIO2",9.77993945385423,"female","gonads","n9","x.y138.w176_female_gonad_n9"
"DIO2",6.81721523073948,"female","gonads","prolong","x.y145.r55_female_gonad_inc.prolong"
"DIO2",7.21553917186607,"female","gonads","early","x.y5_female_gonad_m.inc.d8"
"DIO2",8.00075313782152,"female","gonads","extend","x.y64_female_gonad_extend"
"DIO2",7.82128489529302,"female","gonads","hatch","x.y90_female_gonad_hatch"
"DIO2",7.91638396260402,"female","gonads","inc.d9","x.y93.g126_female_gonad_inc.d9"
"DIO2",8.28968285487256,"female","gonads","n9","x.y9_female_gonad_n9"
"DIO2",11.1673623875059,"female","gonads","lay","y.s156.o.r_female_gonad_lay"
"DIO2",7.55655236412497,"female","gonads","m.inc.d9","y12.x_female_gonad_m.inc.d9"
"DIO2",7.7389266798835,"female","gonads","inc.d17","y126.w92.x_female_gonad_inc.d17"
"DIO2",8.77188096816715,"female","gonads","inc.d9","y128.g23.x_female_gonad_inc.d9"
"DIO2",8.05502719634107,"female","gonads","inc.d3","y13.x_female_gonad_inc.d3"
"DIO2",6.24542199436485,"female","gonads","inc.d17","y130.o170.x_female_gonad_inc.d17"
"DIO2",6.05004245766431,"female","gonads","inc.d17","y135.blu107.x_female_gonad_inc.d17"
"DIO2",6.44387101555547,"female","gonads","inc.d17","y136.x_female_gonad_inc.d17"
"DIO2",7.11974102835898,"female","gonads","inc.d9","y140.w119.x_female_gonad_inc.d9"
"DIO2",8.25870569489256,"female","gonads","prolong","y146.r32.x_female_gonad_inc.prolong"
"DIO2",7.18862857537919,"female","gonads","hatch","y15.x_female_gonad_hatch"
"DIO2",7.89314554077666,"female","gonads","n5","y6.o54_female_gonad_n5"
"DIO2",7.8922528727819,"female","gonads","hatch","y7.g58_female_gonad_hatch"
"DIO2",8.35945620957592,"female","gonads","m.inc.d17","y85.r71.x_female_gonad_m.inc.d17"
"DIO2",7.90738988994344,"female","gonads","n5","y94.g133.x_female_gonad_n5"
"DIO2",7.77573337498163,"female","gonads","n9","y97.x_female_gonad_n9"
"DIO2",9.52739912822951,"female","gonads","m.n2","y98.g54_female_gonad_m.hatch"
"DIO3",8.27618255541023,"female","gonads","control","L.G118_female_gonad_control"
"DIO3",10.1965895013856,"female","gonads","control","R.G106_female_gonad_control"
"DIO3",7.2586110073195,"female","gonads","control","R.R20_female_gonad_control"
"DIO3",8.39217577195313,"female","gonads","control","R.R9_female_gonad_control"
"DIO3",7.20299406229294,"female","gonads","control","R.W44_female_gonad_control"
"DIO3",8.12753193011336,"female","gonads","prolong","blk.s031.pu.d_female_gonad_prolong"
"DIO3",9.32959352183531,"female","gonads","m.n2","blk.s032.g.w_female_gonad_m.hatch"
"DIO3",8.11915762424251,"female","gonads","m.inc.d3","blk.s049.y.g_female_gonad_m.inc.d3"
"DIO3",7.50270931095414,"female","gonads","m.inc.d3","blk.s060.pu.w_female_gonad_m.inc.d3"
"DIO3",9.39082345157254,"female","gonads","inc.d9","blk.s061.pu.y_female_gonad_inc.d9"
"DIO3",8.66771554763564,"female","gonads","early","blk.y.l.s109_female_gonad_m.inc.d8"
"DIO3",8.5706313745648,"female","gonads","m.n2","blk0.x_female_gonad_m.n2"
"DIO3",9.97892989328951,"female","gonads","bldg","blk11.x_female_gonad_bldg"
"DIO3",7.52756695054127,"female","gonads","extend","blk19.x_female_gonad_extend"
"DIO3",8.21852020697355,"female","gonads","hatch","blk21.x_female_gonad_hatch"
"DIO3",7.27557158652397,"female","gonads","n9","blk4.x_female_gonad_n9"
"DIO3",8.11937333032765,"female","gonads","control","blu.o.x.ATLAS_female_gonad_control"
"DIO3",7.94571239892637,"female","gonads","hatch","blu103.x_female_gonad_hatch.NYNO"
"DIO3",8.52784197943818,"female","gonads","prolong","blu115.y150.x_female_gonad_inc.prolong"
"DIO3",9.27826061300657,"female","gonads","early","blu119.w84.x_female_gonad_m.inc.d8"
"DIO3",9.56204848298833,"female","gonads","hatch","blu124.w180.x_female_gonad_hatch"
"DIO3",8.56671872919309,"female","gonads","n9","blu36.w16_female_gonad_n9"
"DIO3",4.69054216233691,"female","gonads","bldg","blu38.g135.x_female_gonad_bldg"
"DIO3",6.73306286480453,"female","gonads","inc.d3","blu39.o26.x_female_gonad_inc.d3"
"DIO3",8.06161184528647,"female","gonads","extend","blu44.y102_female_gonad_extend"
"DIO3",8.42562746427775,"female","gonads","inc.d9","blu47.y96.x_female_gonad_inc.d9"
"DIO3",8.13973679585373,"female","gonads","n5","blu55.g51_female_gonad_n5"
"DIO3",8.92759332112747,"female","gonads","m.inc.d3","blu56.o53_female_gonad_m.inc.d3"
"DIO3",9.1613355111356,"female","gonads","m.inc.d9","blu63.g62_female_gonad_m.inc.d9"
"DIO3",9.23623854555256,"female","gonads","early","blu80.r97_female_gonad_m.inc.d8"
"DIO3",8.93874750877013,"female","gonads","m.inc.d9","d.r.blk.s159_female_gonad_m.inc.d9"
"DIO3",8.61752659089289,"female","gonads","m.inc.d17","d.s112.blk.w_female_gonad_m.inc.d17"
"DIO3",9.16265485275268,"female","gonads","m.inc.d3","d.s177.blk.r_female_gonad_m.inc.d3"
"DIO3",9.27997642836317,"female","gonads","lay","g.blk.s004.pk_female_gonad_lay"
"DIO3",9.32711244505407,"female","gonads","m.n2","g.s076.pk.r_female_gonad_m.hatch"
"DIO3",8.89958900693889,"female","gonads","lay","g.s078.blk.o_female_gonad_lay"
"DIO3",7.83454859975954,"female","gonads","control","g.x.ATLAS_female_gonad_control"
"DIO3",8.01477013989783,"female","gonads","m.inc.d17","g.y.blk.s006_female_gonad_m.inc.d17"
"DIO3",7.96317635440572,"female","gonads","bldg","g141.blu27.x_female_gonad_bldg"
"DIO3",8.76365383735028,"female","gonads","inc.d17","g142.r40.x_female_gonad_inc.d17"
"DIO3",9.68152658142248,"female","gonads","m.inc.d3","g144.r54.x_female_gonad_m.inc.d3"
"DIO3",9.58981795192822,"female","gonads","extend","g17.w108.x_female_gonad_extend"
"DIO3",9.16242080369686,"female","gonads","extend","g22.blu118_female_gonad_extend"
"DIO3",7.76587322121371,"female","gonads","inc.d3","g6.w197.x_female_gonad_inc.d3"
"DIO3",9.31449655543658,"female","gonads","m.inc.d17","g63.blu65_female_gonad_m.inc.d17"
"DIO3",9.22462901912325,"female","gonads","m.inc.d9","g73.x_female_gonad_m.inc.d9"
"DIO3",8.09913473856999,"female","gonads","inc.d9","g75.x_female_gonad_inc.d9"
"DIO3",8.52311557389777,"female","gonads","m.n2","l.s.w.d_female_gonad_m.hatch"
"DIO3",8.31233853724138,"female","gonads","prolong","l.s052.pk.r_female_gonad_prolong"
"DIO3",10.6639527881634,"female","gonads","bldg","l.s120.y.blk_female_gonad_bldg"
"DIO3",8.21314385667099,"female","gonads","prolong","l.s166.o.w_female_gonad_prolong"
"DIO3",9.8061182210017,"female","gonads","m.inc.d17","o.s084.w.blk_female_gonad_m.inc.d17"
"DIO3",8.50943333639262,"female","gonads","inc.d3","o156.w80.x_female_gonad_inc.d3"
"DIO3",8.26232321351096,"female","gonads","inc.d3","o165.w122.x_female_gonad_inc.d3.NYNO"
"DIO3",8.69212196252463,"female","gonads","m.inc.d17","o169.r28.x_female_gonad_m.inc.d17"
"DIO3",9.43556614935189,"female","gonads","hatch","o172.w115.x_female_gonad_hatch"
"DIO3",8.62273993961049,"female","gonads","inc.d3","o173.w179.x_female_gonad_inc.d3"
"DIO3",9.34235155543647,"female","gonads","inc.d17","o35.r51.x_female_gonad_inc.d17"
"DIO3",8.80473687921995,"female","gonads","m.inc.d9","o36.r62.x_female_gonad_m.inc.d9"
"DIO3",8.44184696961259,"female","gonads","bldg","o38.blu29.x_female_gonad_bldg"
"DIO3",8.07712125286493,"female","gonads","m.inc.d9","o45.g128.x_female_gonad_m.inc.d9.NYNO"
"DIO3",9.30174238511604,"female","gonads","inc.d17","o52.blu53_female_gonad_inc.d17"
"DIO3",8.59401961576736,"female","gonads","inc.d9","o73.x_female_gonad_inc.d9"
"DIO3",8.25614483344305,"female","gonads","early","p.g.blk.s040_female_gonad_m.inc.d8"
"DIO3",8.5413976038954,"female","gonads","m.inc.d17","pk.s011.o.y_female_gonad_m.inc.d17"
"DIO3",8.36316895240952,"female","gonads","m.n2","pk.s054.d.g_female_gonad_m.hatch"
"DIO3",9.2450292066263,"female","gonads","early","pk.s055.d.l_female_gonad_m.inc.d8"
"DIO3",9.36632889237347,"female","gonads","control","r.r.x.ATLAS.R2XR_female_gonad_control"
"DIO3",8.79320037091013,"female","gonads","control","r.r.x.ATLAS_female_gonad_control"
"DIO3",7.71902532087045,"female","gonads","m.inc.d3","r.s035.y.blk_female_gonad_m.inc.d3"
"DIO3",9.08571277436443,"female","gonads","bldg","r.s056.g.o_female_gonad_bldg"
"DIO3",8.52487567231338,"female","gonads","extend","r.s131.o.d_female_gonad_extend"
"DIO3",7.57112234410069,"female","gonads","n9","r.s171.l.w_female_gonad_n9"
"DIO3",9.25023681718787,"female","gonads","hatch","r183.o22_female_gonad_hatch"
"DIO3",8.43948354494529,"female","gonads","prolong","r194.x_female_gonad_prolong"
"DIO3",8.97493013535607,"female","gonads","inc.d3","r27.w111.blu125_female_gonad_inc.d3"
"DIO3",8.78414713576605,"female","gonads","inc.d9","r30.w112.r46_female_gonad_inc.d9"
"DIO3",8.22197841100252,"female","gonads","inc.d9","r36.w184.x_female_gonad_inc.d9"
"DIO3",9.18134756818545,"female","gonads","inc.d17","r49.w189.x_female_gonad_inc.d17"
"DIO3",8.2257200036896,"female","gonads","control","r6.x_female_gonad_control.NYNO"
"DIO3",10.7998457349676,"female","gonads","inc.d3","r73.g127.x_female_gonad_inc.d3"
"DIO3",7.28984065660981,"female","gonads","bldg","r83.g45_female_gonad_bldg"
"DIO3",8.82366564803981,"female","gonads","n9","r95.blu99_female_gonad_n9"
"DIO3",8.15170613332234,"female","gonads","lay","s.o.pk_female_gonad_lay"
"DIO3",8.39740464805972,"female","gonads","prolong","s.pu.pk_female_gonad_prolong"
"DIO3",7.80992693288197,"female","gonads","control","s.x.ATLAS_female_gonad_control"
"DIO3",9.76559188976061,"female","gonads","early","s002.x_female_gonad_m.inc.d8"
"DIO3",8.69576677744738,"female","gonads","m.inc.d17","s038.g.d.blk_female_gonad_m.inc.d17"
"DIO3",10.2299920084845,"female","gonads","bldg","s063.d.blk.l_female_gonad_bldg"
"DIO3",8.13889038232252,"female","gonads","m.inc.d3","s069.pk.pu.g_female_gonad_m.inc.d3"
"DIO3",8.78619845973279,"female","gonads","extend","s089.blk.pk.pu_female_gonad_extend"
