"","gene","counts","sex","tissue","treatment","extint","samples"
"883","BRINP1",10.5574767758062,"female","hypothalamus","m.inc.d9","loss","o36.r62.x_female_hypothalamus_m.inc.d9"
"884","BRINP1",10.4382421895098,"female","hypothalamus","bldg","reference","o38.blu29.x_female_hypothalamus_bldg"
"885","BRINP1",10.3329187050043,"female","hypothalamus","m.inc.d9","loss","o45.g128.x_female_hypothalamus_m.inc.d9"
"886","BRINP1",10.5051870310782,"female","hypothalamus","inc.d17","eggs","o52.blu53_female_hypothalamus_inc.d17"
"887","BRINP1",10.4220893789615,"female","hypothalamus","inc.d9","eggs","o73.x_female_hypothalamus_inc.d9"
"888","BRINP1",10.4047648660616,"female","hypothalamus","early","chicks","p.g.blk.s040_female_hypothalamus_m.inc.d8"
"889","BRINP1",10.5876437891788,"female","hypothalamus","m.inc.d17","loss","pk.s011.o.y_female_hypothalamus_m.inc.d17"
"890","BRINP1",10.670912493365,"female","hypothalamus","m.n2","loss","pk.s054.d.g_female_hypothalamus_m.hatch"
"891","BRINP1",10.4867479024045,"female","hypothalamus","early","chicks","pk.s055.d.l_female_hypothalamus_m.inc.d8"
"892","BRINP1",11.330425899139,"female","hypothalamus","control","reference","r.r.x.ATLAS.R2XR_female_hypothalamus_control"
"893","BRINP1",11.3279685984512,"female","hypothalamus","control","reference","r.r.x.ATLAS_female_hypothalamus_control"
"894","BRINP1",10.71529303769,"female","hypothalamus","m.inc.d3","loss","r.s035.y.blk_female_hypothalamus_m.inc.d3"
"895","BRINP1",10.1209328153395,"female","hypothalamus","bldg","reference","r.s056.g.o_female_hypothalamus_bldg"
"896","BRINP1",10.2519581419942,"female","hypothalamus","extend","chicks","r.s131.o.d_female_hypothalamus_extend"
"897","BRINP1",10.4493286746711,"female","hypothalamus","n9","chicks","r.s171.l.w_female_hypothalamus_n9"
"898","BRINP1",10.2258141109992,"female","hypothalamus","hatch","chicks","r183.o22_female_hypothalamus_hatch"
"899","BRINP1",10.6050491389149,"female","hypothalamus","prolong","eggs","r194.x_female_hypothalamus_prolong"
"900","BRINP1",10.4164814741195,"female","hypothalamus","inc.d3","eggs","r27.w111.blu125_female_hypothalamus_inc.d3"
"901","BRINP1",10.3560768761275,"female","hypothalamus","inc.d9","eggs","r30.w112.r46_female_hypothalamus_inc.d9"
"902","BRINP1",10.628232244907,"female","hypothalamus","inc.d9","eggs","r36.w184.x_female_hypothalamus_inc.d9"
"903","BRINP1",10.5604612614692,"female","hypothalamus","inc.d17","eggs","r49.w189.x_female_hypothalamus_inc.d17"
"904","BRINP1",10.5145904688886,"female","hypothalamus","control","reference","r6.x_female_hypothalamus_control.NYNO"
"905","BRINP1",10.5267831093144,"female","hypothalamus","inc.d3","eggs","r73.g127.x_female_hypothalamus_inc.d3"
"906","BRINP1",10.1474170986386,"female","hypothalamus","bldg","reference","r83.g45_female_hypothalamus_bldg"
"907","BRINP1",10.4350664309773,"female","hypothalamus","n9","chicks","r95.blu99_female_hypothalamus_n9"
"908","BRINP1",10.6361547261553,"female","hypothalamus","lay","eggs","s.o.pk_female_hypothalamus_lay"
"909","BRINP1",10.6122101883039,"female","hypothalamus","prolong","eggs","s.pu.pk_female_hypothalamus_prolong"
"910","BRINP1",11.3110178055431,"female","hypothalamus","control","reference","s.x.ATLAS_female_hypothalamus_control"
"911","BRINP1",10.3237839403262,"female","hypothalamus","early","chicks","s002.x_female_hypothalamus_m.inc.d8"
"912","BRINP1",10.431171038128,"female","hypothalamus","m.inc.d17","loss","s038.g.d.blk_female_hypothalamus_m.inc.d17"
"913","BRINP1",10.2650080095976,"female","hypothalamus","bldg","reference","s063.d.blk.l_female_hypothalamus_bldg"
"914","BRINP1",10.3188259639894,"female","hypothalamus","m.inc.d3","loss","s069.pk.pu.g_female_hypothalamus_m.inc.d3"
"915","BRINP1",10.4561703314941,"female","hypothalamus","extend","chicks","s089.blk.pk.pu_female_hypothalamus_extend"
"916","BRINP1",10.4251806932507,"female","hypothalamus","early","chicks","s091.blk.r.g_female_hypothalamus_m.inc.d8"
"917","BRINP1",10.1721972215515,"female","hypothalamus","bldg","reference","s092.blk.r.o_female_hypothalamus_bldg"
"918","BRINP1",10.6344613541403,"female","hypothalamus","m.inc.d3","loss","s093.blk.y.d_female_hypothalamus_m.inc.d3"
"919","BRINP1",10.1246572430891,"female","hypothalamus","lay","eggs","s095.g.blk.o_female_hypothalamus_lay"
"920","BRINP1",10.4680471770675,"female","hypothalamus","m.inc.d17","loss","s100.l.pk.blk_female_hypothalamus_m.inc.d17"
"921","BRINP1",10.519968152207,"female","hypothalamus","m.inc.d3","loss","s103.y.pk.blk_female_hypothalamus_m.inc.d3"
"922","BRINP1",10.5117719237596,"female","hypothalamus","lay","eggs","s136.d.w.o_female_hypothalamus_lay"
"923","BRINP1",10.2861879002255,"female","hypothalamus","extend","chicks","s137.g.blk.y_female_hypothalamus_extend"
"924","BRINP1",10.5803515883792,"female","hypothalamus","lay","eggs","s142.o.pk.pu_female_hypothalamus_lay"
"925","BRINP1",10.4246175641039,"female","hypothalamus","lay","eggs","s176.blk.pu.r_female_hypothalamus_lay"
"926","BRINP1",10.4575243459701,"female","hypothalamus","extend","chicks","s186.l.o.pk_female_hypothalamus_extend"
"927","BRINP1",10.3867649517628,"female","hypothalamus","m.n2","loss","s333.y.blk.pk_female_hypothalamus_m.hatch"
"928","BRINP1",10.407816386618,"female","hypothalamus","control","reference","w191.r1_female_hypothalamus_control"
"929","BRINP1",10.6533418374596,"female","hypothalamus","prolong","eggs","x.blk20_female_hypothalamus_prolong"
"930","BRINP1",10.3013773468058,"female","hypothalamus","inc.d9","eggs","x.blu101.w43_female_hypothalamus_inc.d9"
"931","BRINP1",10.4489433282673,"female","hypothalamus","inc.d3","eggs","x.blu102.w105_female_hypothalamus_inc.d3"
"932","BRINP1",10.4852651409324,"female","hypothalamus","n5","chicks","x.blu109.w121_female_hypothalamus_n5"
"933","BRINP1",10.3955274728233,"female","hypothalamus","inc.d17","eggs","x.blu116.w107_female_hypothalamus_inc.d17"
"934","BRINP1",10.3497272527643,"female","hypothalamus","inc.d9","eggs","x.blu122.r66_female_hypothalamus_inc.d9"
"935","BRINP1",10.6142657159636,"female","hypothalamus","m.inc.d9","loss","x.blu25_female_hypothalamus_m.inc.d9"
"936","BRINP1",10.5325194915802,"female","hypothalamus","n9","chicks","x.blu43.g132_female_hypothalamus_n9"
"937","BRINP1",10.3888102322212,"female","hypothalamus","lay","eggs","x.blu6.y80_female_hypothalamus_lay"
"938","BRINP1",10.501459236665,"female","hypothalamus","m.inc.d17","loss","x.blu94_female_hypothalamus_m.inc.d17"
"939","BRINP1",10.4036912283655,"female","hypothalamus","m.n2","loss","x.blu96_female_hypothalamus_m.n2"
"940","BRINP1",10.3606627558387,"female","hypothalamus","early","chicks","x.g26_female_hypothalamus_m.inc.d8"
"941","BRINP1",10.4189197196016,"female","hypothalamus","n5","chicks","x.g37_female_hypothalamus_n5"
"942","BRINP1",10.3437628337002,"female","hypothalamus","n9","chicks","x.g4.w50_female_hypothalamus_n9"
"943","BRINP1",10.2805225887673,"female","hypothalamus","n5","chicks","x.g43_female_hypothalamus_n5"
"944","BRINP1",10.2803677142993,"female","hypothalamus","n5","chicks","x.g49_female_hypothalamus_n5"
"945","BRINP1",10.5789882061954,"female","hypothalamus","prolong","eggs","x.g50_female_hypothalamus_inc.prolong"
"946","BRINP1",10.34963232256,"female","hypothalamus","inc.d9","eggs","x.g9.o166_female_hypothalamus_inc.d9"
"947","BRINP1",10.2649853719664,"female","hypothalamus","inc.d17","eggs","x.o159.w90_female_hypothalamus_inc.d17"
"948","BRINP1",10.3267437631347,"female","hypothalamus","m.n2","loss","x.o171.w45_female_hypothalamus_m.hatch"
"949","BRINP1",10.5021260251552,"female","hypothalamus","n5","chicks","x.o175.g21_female_hypothalamus_n5"
"950","BRINP1",10.0303528104145,"female","hypothalamus","hatch","chicks","x.o37.blu50_female_hypothalamus_hatch.NYNO"
"951","BRINP1",10.4923356945657,"female","hypothalamus","m.n2","loss","x.o61_female_hypothalamus_extend.hatch"
"952","BRINP1",10.4928489715042,"female","hypothalamus","n5","chicks","x.o70_female_hypothalamus_n5.NYNO"
"953","BRINP1",10.8026531230151,"female","hypothalamus","m.inc.d3","loss","x.r180_female_hypothalamus_m.inc.d3"
"954","BRINP1",10.5407426645451,"female","hypothalamus","inc.d3","eggs","x.r33.w183_female_hypothalamus_inc.d3"
"955","BRINP1",10.4695799283619,"female","hypothalamus","bldg","reference","x.r39.g10_female_hypothalamus_bldg"
"956","BRINP1",11.0111595841651,"female","hypothalamus","hatch","chicks","x.r44.w95_female_hypothalamus_hatch"
"957","BRINP1",10.3375114196377,"female","hypothalamus","inc.d17","eggs","x.r48.y139_female_hypothalamus_inc.d17"
"958","BRINP1",10.3393216372849,"female","hypothalamus","n5","chicks","x.r50.w97_female_hypothalamus_n5"
"959","BRINP1",10.476961382954,"female","hypothalamus","m.n2","loss","x.r74.o29_female_hypothalamus_m.hatch"
"960","BRINP1",10.4023925239516,"female","hypothalamus","m.inc.d9","loss","x.r76_female_hypothalamus_m.inc.d9"
"961","BRINP1",10.4668018014752,"female","hypothalamus","early","chicks","x.s188_female_hypothalamus_m.inc.d8"
"962","BRINP1",10.3340886848096,"female","hypothalamus","n9","chicks","x.w178_female_hypothalamus_n9"
"963","BRINP1",10.3194752826097,"female","hypothalamus","lay","eggs","x.w51_female_hypothalamus_lay"
"964","BRINP1",10.4860682164484,"female","hypothalamus","n9","chicks","x.w6_female_hypothalamus_n9"
"965","BRINP1",10.5712404230201,"female","hypothalamus","inc.d9","eggs","x.y109_female_hypothalamus_inc.d9"
"966","BRINP1",10.6485479263075,"female","hypothalamus","m.inc.d17","loss","x.y119.w11_female_hypothalamus_m.inc.d17"
"967","BRINP1",10.4999803046767,"female","hypothalamus","n9","chicks","x.y138.w176_female_hypothalamus_n9"
"968","BRINP1",10.5392714388621,"female","hypothalamus","prolong","eggs","x.y145.r55_female_hypothalamus_inc.prolong"
"969","BRINP1",10.1141770494015,"female","hypothalamus","early","chicks","x.y5_female_hypothalamus_m.inc.d8"
"970","BRINP1",10.4423936055532,"female","hypothalamus","extend","chicks","x.y64_female_hypothalamus_extend"
"971","BRINP1",10.1668476913424,"female","hypothalamus","hatch","chicks","x.y90_female_hypothalamus_hatch"
"972","BRINP1",10.5785150739283,"female","hypothalamus","inc.d9","eggs","x.y93.g126_female_hypothalamus_inc.d9"
"973","BRINP1",10.4028254652754,"female","hypothalamus","n9","chicks","x.y9_female_hypothalamus_n9"
"974","BRINP1",10.1603227010188,"female","hypothalamus","lay","eggs","y.s156.o.r_female_hypothalamus_lay"
"975","BRINP1",10.094252753658,"female","hypothalamus","m.inc.d9","loss","y12.x_female_hypothalamus_m.inc.d9"
"976","BRINP1",10.1840818816069,"female","hypothalamus","inc.d17","eggs","y126.w92.x_female_hypothalamus_inc.d17"
"977","BRINP1",10.2404287274062,"female","hypothalamus","m.inc.d9","loss","y128.g23.x_female_hypothalamus_m.inc.d9"
"978","BRINP1",10.0727840579925,"female","hypothalamus","inc.d3","eggs","y13.x_female_hypothalamus_inc.d3"
"979","BRINP1",10.491723934419,"female","hypothalamus","inc.d17","eggs","y130.o170.x_female_hypothalamus_inc.d17"
"980","BRINP1",10.5091689212615,"female","hypothalamus","inc.d17","eggs","y135.blu107.x_female_hypothalamus_inc.d17"
"981","BRINP1",10.461032665382,"female","hypothalamus","inc.d17","eggs","y136.x_female_hypothalamus_inc.d17"
"982","BRINP1",10.4897393787078,"female","hypothalamus","inc.d9","eggs","y140.w119.x_female_hypothalamus_inc.d9"
"983","BRINP1",10.4947141989955,"female","hypothalamus","prolong","eggs","y146.r32.x_female_hypothalamus_inc.prolong"
"984","BRINP1",10.1429480454623,"female","hypothalamus","hatch","chicks","y15.x_female_hypothalamus_hatch"
"985","BRINP1",10.2162669475032,"female","hypothalamus","n5","chicks","y6.o54_female_hypothalamus_n5"
"986","BRINP1",10.4614415049126,"female","hypothalamus","hatch","chicks","y7.g58_female_hypothalamus_hatch"
"987","BRINP1",10.3807977208759,"female","hypothalamus","m.inc.d17","loss","y85.r71.x_female_hypothalamus_m.inc.d17"
"988","BRINP1",10.4719596109881,"female","hypothalamus","n5","chicks","y94.g133.x_female_hypothalamus_n5.NYNO"
"989","BRINP1",10.4285813567109,"female","hypothalamus","n9","chicks","y97.x_female_hypothalamus_n9"
"990","BRINP1",10.3056422286483,"female","hypothalamus","m.n2","loss","y98.g54_female_hypothalamus_m.hatch"
"991","CGNRH-R",5.78777588947227,"female","hypothalamus","control","reference","L.G118_female_hypothalamus_control.NYNO"
"992","CGNRH-R",6.06763378933621,"female","hypothalamus","control","reference","R.G106_female_hypothalamus_control"
"993","CGNRH-R",5.78777588947227,"female","hypothalamus","control","reference","R.R20_female_hypothalamus_control.NYNO"
"994","CGNRH-R",5.98375368748107,"female","hypothalamus","control","reference","R.R9_female_hypothalamus_control"
"995","CGNRH-R",5.9719990193243,"female","hypothalamus","control","reference","R.W44_female_hypothalamus_control"
"996","CGNRH-R",5.78777588947227,"female","hypothalamus","prolong","eggs","blk.s031.pu.d_female_hypothalamus_prolong"
"997","CGNRH-R",6.11861199169667,"female","hypothalamus","m.n2","loss","blk.s032.g.w_female_hypothalamus_m.hatch"
"998","CGNRH-R",6.20614824524833,"female","hypothalamus","m.inc.d3","loss","blk.s049.y.g_female_hypothalamus_m.inc.d3"
"999","CGNRH-R",6.15362989363914,"female","hypothalamus","m.inc.d3","loss","blk.s060.pu.w_female_hypothalamus_m.inc.d3"
"1000","CGNRH-R",6.05417077950836,"female","hypothalamus","inc.d9","eggs","blk.s061.pu.y_female_hypothalamus_inc.d9"
"1001","CGNRH-R",6.02648477228067,"female","hypothalamus","early","chicks","blk.y.l.s109_female_hypothalamus_m.inc.d8"
"1002","CGNRH-R",5.78777588947227,"female","hypothalamus","m.n2","loss","blk0.x_female_hypothalamus_m.n2"
"1003","CGNRH-R",6.03529901988451,"female","hypothalamus","bldg","reference","blk11.x_female_hypothalamus_bldg"
"1004","CGNRH-R",5.93939608840654,"female","hypothalamus","extend","chicks","blk19.x_female_hypothalamus_extend"
"1005","CGNRH-R",6.38034319506432,"female","hypothalamus","hatch","chicks","blk21.x_female_hypothalamus_hatch"
"1006","CGNRH-R",5.78777588947227,"female","hypothalamus","n9","chicks","blk4.x_female_hypothalamus_n9"
"1007","CGNRH-R",5.78777588947227,"female","hypothalamus","control","reference","blu.o.x.ATLAS_female_hypothalamus_control"
"1008","CGNRH-R",6.1802292218055,"female","hypothalamus","hatch","chicks","blu103.x_female_hypothalamus_hatch"
"1009","CGNRH-R",6.08635946290385,"female","hypothalamus","prolong","eggs","blu115.y150.x_female_hypothalamus_inc.prolong"
"1010","CGNRH-R",6.16106950451613,"female","hypothalamus","early","chicks","blu119.w84.x_female_hypothalamus_m.inc.d8"
"1011","CGNRH-R",6.15748616349695,"female","hypothalamus","hatch","chicks","blu124.w180.x_female_hypothalamus_hatch"
"1012","CGNRH-R",5.78777588947227,"female","hypothalamus","n9","chicks","blu36.w16_female_hypothalamus_n9"
"1013","CGNRH-R",6.21825313882388,"female","hypothalamus","bldg","reference","blu38.g135.x_female_hypothalamus_bldg"
"1014","CGNRH-R",6.12193075798863,"female","hypothalamus","inc.d3","eggs","blu39.o26.x_female_hypothalamus_inc.d3.NYNO"
"1015","CGNRH-R",6.11399135688065,"female","hypothalamus","extend","chicks","blu44.y102_female_hypothalamus_extend"
"1016","CGNRH-R",6.08967620991087,"female","hypothalamus","inc.d9","eggs","blu47.y96.x_female_hypothalamus_inc.d9"
"1017","CGNRH-R",6.16726708254602,"female","hypothalamus","n5","chicks","blu55.g51_female_hypothalamus_n5"
"1018","CGNRH-R",6.26479974164163,"female","hypothalamus","m.inc.d3","loss","blu56.o53_female_hypothalamus_m.inc.d3"
"1019","CGNRH-R",6.20901295877429,"female","hypothalamus","m.inc.d9","loss","blu63.g62_female_hypothalamus_m.inc.d9"
"1020","CGNRH-R",5.95905389136149,"female","hypothalamus","early","chicks","blu80.r97_female_hypothalamus_m.inc.d8"
"1021","CGNRH-R",6.09579890682945,"female","hypothalamus","m.inc.d9","loss","d.r.blk.s159_female_hypothalamus_m.inc.d9"
"1022","CGNRH-R",5.78777588947227,"female","hypothalamus","m.inc.d17","loss","d.s112.blk.w_female_hypothalamus_m.inc.d17"
"1023","CGNRH-R",6.07732253016943,"female","hypothalamus","m.inc.d3","loss","d.s177.blk.r_female_hypothalamus_m.inc.d3"
"1024","CGNRH-R",5.94459470103257,"female","hypothalamus","lay","eggs","g.blk.s004.pk_female_hypothalamus_lay"
"1025","CGNRH-R",6.07016330758899,"female","hypothalamus","m.n2","loss","g.s076.pk.r_female_hypothalamus_m.hatch"
"1026","CGNRH-R",5.98750299872378,"female","hypothalamus","lay","eggs","g.s078.blk.o_female_hypothalamus_lay"
"1027","CGNRH-R",6.08351818459038,"female","hypothalamus","m.inc.d17","loss","g.y.blk.s006_female_hypothalamus_m.inc.d17"
"1028","CGNRH-R",6.10688283707339,"female","hypothalamus","bldg","reference","g141.blu27.x_female_hypothalamus_bldg"
"1029","CGNRH-R",5.99512996022366,"female","hypothalamus","inc.d17","eggs","g142.r40.x_female_hypothalamus_inc.d17"
"1030","CGNRH-R",6.13257853600735,"female","hypothalamus","m.inc.d3","loss","g144.r54.x_female_hypothalamus_m.inc.d3"
"1031","CGNRH-R",5.99655393630796,"female","hypothalamus","extend","chicks","g17.w108.x_female_hypothalamus_extend"
"1032","CGNRH-R",5.95527300036854,"female","hypothalamus","extend","chicks","g22.blu118_female_hypothalamus_extend"
"1033","CGNRH-R",6.23401512971571,"female","hypothalamus","inc.d3","eggs","g6.w197.x_female_hypothalamus_inc.d3"
"1034","CGNRH-R",5.9423693316589,"female","hypothalamus","m.inc.d17","loss","g63.blu65_female_hypothalamus_m.inc.d17"
"1035","CGNRH-R",6.08494822658805,"female","hypothalamus","m.inc.d9","loss","g73.x_female_hypothalamus_m.inc.d9"
"1036","CGNRH-R",6.10561060325488,"female","hypothalamus","inc.d9","eggs","g75.x_female_hypothalamus_inc.d9"
"1037","CGNRH-R",6.22578004828837,"female","hypothalamus","m.n2","loss","l.s.w.d_female_hypothalamus_m.hatch"
"1038","CGNRH-R",6.12153739052353,"female","hypothalamus","prolong","eggs","l.s052.pk.r_female_hypothalamus_prolong"
"1039","CGNRH-R",6.02387620514618,"female","hypothalamus","bldg","reference","l.s120.y.blk_female_hypothalamus_bldg"
"1040","CGNRH-R",6.03390174060136,"female","hypothalamus","prolong","eggs","l.s166.o.w_female_hypothalamus_prolong"
"1041","CGNRH-R",5.78777588947227,"female","hypothalamus","m.inc.d17","loss","o.s084.w.blk_female_hypothalamus_m.inc.d17"
"1042","CGNRH-R",6.00756257034084,"female","hypothalamus","inc.d3","eggs","o156.w80.x_female_hypothalamus_inc.d3"
"1043","CGNRH-R",5.78777588947227,"female","hypothalamus","inc.d3","eggs","o165.w122.x_female_hypothalamus_inc.d3"
"1044","CGNRH-R",6.21453136963271,"female","hypothalamus","m.inc.d17","loss","o169.r28.x_female_hypothalamus_m.inc.d17"
"1045","CGNRH-R",5.98978384671895,"female","hypothalamus","hatch","chicks","o172.w115.x_female_hypothalamus_hatch"
"1046","CGNRH-R",6.23095418843188,"female","hypothalamus","inc.d3","eggs","o173.w179.x_female_hypothalamus_inc.d3"
"1047","CGNRH-R",5.94520643731856,"female","hypothalamus","inc.d17","eggs","o35.r51.x_female_hypothalamus_inc.d17"
"1048","CGNRH-R",6.01061254487653,"female","hypothalamus","m.inc.d9","loss","o36.r62.x_female_hypothalamus_m.inc.d9"
"1049","CGNRH-R",6.0408579392131,"female","hypothalamus","bldg","reference","o38.blu29.x_female_hypothalamus_bldg"
"1050","CGNRH-R",6.02944285697616,"female","hypothalamus","m.inc.d9","loss","o45.g128.x_female_hypothalamus_m.inc.d9"
"1051","CGNRH-R",6.199661965208,"female","hypothalamus","inc.d17","eggs","o52.blu53_female_hypothalamus_inc.d17"
"1052","CGNRH-R",6.01552712373306,"female","hypothalamus","inc.d9","eggs","o73.x_female_hypothalamus_inc.d9"
"1053","CGNRH-R",5.96168518641238,"female","hypothalamus","early","chicks","p.g.blk.s040_female_hypothalamus_m.inc.d8"
"1054","CGNRH-R",5.78777588947227,"female","hypothalamus","m.inc.d17","loss","pk.s011.o.y_female_hypothalamus_m.inc.d17"
"1055","CGNRH-R",6.02634277215555,"female","hypothalamus","m.n2","loss","pk.s054.d.g_female_hypothalamus_m.hatch"
"1056","CGNRH-R",6.12741857279653,"female","hypothalamus","early","chicks","pk.s055.d.l_female_hypothalamus_m.inc.d8"
"1057","CGNRH-R",6.92247774382857,"female","hypothalamus","control","reference","r.r.x.ATLAS.R2XR_female_hypothalamus_control"
"1058","CGNRH-R",6.92295179616484,"female","hypothalamus","control","reference","r.r.x.ATLAS_female_hypothalamus_control"
"1059","CGNRH-R",6.2194552669582,"female","hypothalamus","m.inc.d3","loss","r.s035.y.blk_female_hypothalamus_m.inc.d3"
"1060","CGNRH-R",5.78777588947227,"female","hypothalamus","bldg","reference","r.s056.g.o_female_hypothalamus_bldg"
"1061","CGNRH-R",5.98651198716837,"female","hypothalamus","extend","chicks","r.s131.o.d_female_hypothalamus_extend"
"1062","CGNRH-R",6.12280755717179,"female","hypothalamus","n9","chicks","r.s171.l.w_female_hypothalamus_n9"
"1063","CGNRH-R",6.21072743306774,"female","hypothalamus","hatch","chicks","r183.o22_female_hypothalamus_hatch"
"1064","CGNRH-R",6.16646544226882,"female","hypothalamus","prolong","eggs","r194.x_female_hypothalamus_prolong"
"1065","CGNRH-R",5.95801774159875,"female","hypothalamus","inc.d3","eggs","r27.w111.blu125_female_hypothalamus_inc.d3"
"1066","CGNRH-R",6.12556222583607,"female","hypothalamus","inc.d9","eggs","r30.w112.r46_female_hypothalamus_inc.d9"
"1067","CGNRH-R",6.02448831790186,"female","hypothalamus","inc.d9","eggs","r36.w184.x_female_hypothalamus_inc.d9"
"1068","CGNRH-R",6.09333217704096,"female","hypothalamus","inc.d17","eggs","r49.w189.x_female_hypothalamus_inc.d17"
"1069","CGNRH-R",5.98461554099448,"female","hypothalamus","control","reference","r6.x_female_hypothalamus_control.NYNO"
"1070","CGNRH-R",6.07442629156571,"female","hypothalamus","inc.d3","eggs","r73.g127.x_female_hypothalamus_inc.d3"
"1071","CGNRH-R",5.78777588947227,"female","hypothalamus","bldg","reference","r83.g45_female_hypothalamus_bldg"
"1072","CGNRH-R",5.94228503764955,"female","hypothalamus","n9","chicks","r95.blu99_female_hypothalamus_n9"
"1073","CGNRH-R",6.15056663067164,"female","hypothalamus","lay","eggs","s.o.pk_female_hypothalamus_lay"
"1074","CGNRH-R",6.21314019193494,"female","hypothalamus","prolong","eggs","s.pu.pk_female_hypothalamus_prolong"
"1075","CGNRH-R",6.65075461851012,"female","hypothalamus","control","reference","s.x.ATLAS_female_hypothalamus_control"
"1076","CGNRH-R",5.78777588947227,"female","hypothalamus","early","chicks","s002.x_female_hypothalamus_m.inc.d8"
"1077","CGNRH-R",5.78777588947227,"female","hypothalamus","m.inc.d17","loss","s038.g.d.blk_female_hypothalamus_m.inc.d17"
"1078","CGNRH-R",6.1650005413213,"female","hypothalamus","bldg","reference","s063.d.blk.l_female_hypothalamus_bldg"
"1079","CGNRH-R",6.25665752399834,"female","hypothalamus","m.inc.d3","loss","s069.pk.pu.g_female_hypothalamus_m.inc.d3"
"1080","CGNRH-R",6.02105078960648,"female","hypothalamus","extend","chicks","s089.blk.pk.pu_female_hypothalamus_extend"
"1081","CGNRH-R",6.09478900516362,"female","hypothalamus","early","chicks","s091.blk.r.g_female_hypothalamus_m.inc.d8"
"1082","CGNRH-R",6.0702405686383,"female","hypothalamus","bldg","reference","s092.blk.r.o_female_hypothalamus_bldg"
"1083","CGNRH-R",6.16116231438922,"female","hypothalamus","m.inc.d3","loss","s093.blk.y.d_female_hypothalamus_m.inc.d3"
"1084","CGNRH-R",6.08549963319572,"female","hypothalamus","lay","eggs","s095.g.blk.o_female_hypothalamus_lay"
"1085","CGNRH-R",6.03263683627939,"female","hypothalamus","m.inc.d17","loss","s100.l.pk.blk_female_hypothalamus_m.inc.d17"
"1086","CGNRH-R",6.18118318667733,"female","hypothalamus","m.inc.d3","loss","s103.y.pk.blk_female_hypothalamus_m.inc.d3"
"1087","CGNRH-R",6.04825271142735,"female","hypothalamus","lay","eggs","s136.d.w.o_female_hypothalamus_lay"
"1088","CGNRH-R",5.93378686491986,"female","hypothalamus","extend","chicks","s137.g.blk.y_female_hypothalamus_extend"
"1089","CGNRH-R",6.11552748616575,"female","hypothalamus","lay","eggs","s142.o.pk.pu_female_hypothalamus_lay"
"1090","CGNRH-R",5.96960038895536,"female","hypothalamus","lay","eggs","s176.blk.pu.r_female_hypothalamus_lay"
"1091","CGNRH-R",6.19451813486335,"female","hypothalamus","extend","chicks","s186.l.o.pk_female_hypothalamus_extend"
"1092","CGNRH-R",5.78777588947227,"female","hypothalamus","m.n2","loss","s333.y.blk.pk_female_hypothalamus_m.hatch"
"1093","CGNRH-R",5.78777588947227,"female","hypothalamus","control","reference","w191.r1_female_hypothalamus_control"
"1094","CGNRH-R",5.78777588947227,"female","hypothalamus","prolong","eggs","x.blk20_female_hypothalamus_prolong"
"1095","CGNRH-R",6.11113748954952,"female","hypothalamus","inc.d9","eggs","x.blu101.w43_female_hypothalamus_inc.d9"
"1096","CGNRH-R",6.09301112913335,"female","hypothalamus","inc.d3","eggs","x.blu102.w105_female_hypothalamus_inc.d3"
"1097","CGNRH-R",6.0832904171715,"female","hypothalamus","n5","chicks","x.blu109.w121_female_hypothalamus_n5"
"1098","CGNRH-R",5.78777588947227,"female","hypothalamus","inc.d17","eggs","x.blu116.w107_female_hypothalamus_inc.d17"
"1099","CGNRH-R",5.94761434826355,"female","hypothalamus","inc.d9","eggs","x.blu122.r66_female_hypothalamus_inc.d9"
"1100","CGNRH-R",5.94182644727984,"female","hypothalamus","m.inc.d9","loss","x.blu25_female_hypothalamus_m.inc.d9"
"1101","CGNRH-R",5.78777588947227,"female","hypothalamus","n9","chicks","x.blu43.g132_female_hypothalamus_n9"
"1102","CGNRH-R",5.9520436848978,"female","hypothalamus","lay","eggs","x.blu6.y80_female_hypothalamus_lay"
"1103","CGNRH-R",6.06260362757301,"female","hypothalamus","m.inc.d17","loss","x.blu94_female_hypothalamus_m.inc.d17"
"1104","CGNRH-R",6.09749004986825,"female","hypothalamus","m.n2","loss","x.blu96_female_hypothalamus_m.n2"
"1105","CGNRH-R",5.94561351636453,"female","hypothalamus","early","chicks","x.g26_female_hypothalamus_m.inc.d8"
"1106","CGNRH-R",5.95040603485736,"female","hypothalamus","n5","chicks","x.g37_female_hypothalamus_n5"
"1107","CGNRH-R",5.78777588947227,"female","hypothalamus","n9","chicks","x.g4.w50_female_hypothalamus_n9"
"1108","CGNRH-R",5.78777588947227,"female","hypothalamus","n5","chicks","x.g43_female_hypothalamus_n5"
"1109","CGNRH-R",6.1397397619033,"female","hypothalamus","n5","chicks","x.g49_female_hypothalamus_n5"
"1110","CGNRH-R",6.0820861428807,"female","hypothalamus","prolong","eggs","x.g50_female_hypothalamus_inc.prolong"
"1111","CGNRH-R",5.97430404558362,"female","hypothalamus","inc.d9","eggs","x.g9.o166_female_hypothalamus_inc.d9"
"1112","CGNRH-R",6.01252564825252,"female","hypothalamus","inc.d17","eggs","x.o159.w90_female_hypothalamus_inc.d17"
"1113","CGNRH-R",6.02091252802321,"female","hypothalamus","m.n2","loss","x.o171.w45_female_hypothalamus_m.hatch"
"1114","CGNRH-R",6.00606199731638,"female","hypothalamus","n5","chicks","x.o175.g21_female_hypothalamus_n5"
