"entrezid","padj","logpadj","lfc","tissue","direction","row.names","Name","geneid","gene"
"XP_004949397.1",1.5720721430629e-21,20.8035275278798,10.5865913334539,"gonads","m.inc.d9",101748962,"LOC101748962",101748962,"LOC101748962"
"XP_004939006.1",1.04211480630249e-15,14.9820844336304,9.60713613040361,"gonads","m.inc.d9",101750559,"DLEU7",101750559,"DLEU7"
"XP_004949545.1",2.46461491156256e-09,8.60825092825217,7.30066435494491,"gonads","m.inc.d9",101750451,"LOC101750451",101750451,"LOC101750451"
"XP_015151367.1",2.12942182135045e-05,4.67173829979279,5.97430836305832,"gonads","m.inc.d9",101747625,"LOC101747625",101747625,"LOC101747625"
"XP_015151822.1",0.00619780461423437,2.20776211901274,5.19933038186748,"gonads","m.inc.d9",395882,"BPIFB2",395882,"BPIFB2"
"NP_001106132.1",0.0472656225435719,1.32545461756599,4.3502661902587,"gonads","m.inc.d9",416236,"SPINK7",416236,"SPINK7"
"XP_015142236.1",0.0034671802424664,2.46002358082014,4.23214478471996,"gonads","m.inc.d9",414878,"MUC6",414878,"MUC6"
"XP_003641055.1",0.0119647354740986,1.92209689867271,3.55247995727716,"gonads","m.inc.d9",100858979,"COL10A1",100858979,"COL10A1"
"XP_015141970.1",0.0409101549820805,1.388168875238,2.26753038223588,"gonads","m.inc.d9",423056,"TRIM66",423056,"TRIM66"
"NP_001012852.1",0.0735236678474568,1.13357283559668,1.9094502567622,"gonads","m.inc.d9",419284,"KIF3B",419284,"KIF3B"
"XP_015153627.1",0.00110092049223508,2.95824404436195,1.70137533416599,"gonads","m.inc.d9",101748867,"LOC101748867",101748867,"LOC101748867"
"XP_422226.3",0.0174552881007367,1.7580729787302,1.67167948438114,"gonads","m.inc.d9",424381,"PHGDH",424381,"PHGDH"
"XP_015131938.1",0.0415306606023259,1.38163116078362,1.39142790411401,"gonads","m.inc.d9",422616,"LPHN3",422616,"LPHN3"
"NP_990447.2",0.0879905513518306,1.05556396098705,1.23953076698658,"gonads","m.inc.d9",396013,"MYBPC3",396013,"MYBPC3"
"NP_990017.1",0.0979780747277374,1.00887109869613,1.11733620359859,"gonads","m.inc.d9",395421,"STAR",395421,"STAR"
"XP_015147185.1",0.0417628812581767,1.37920954661112,1.04583687031094,"gonads","m.inc.d9",425020,"RSRC1",425020,"RSRC1"
"XP_419273.3",0.0811012732908304,1.09097232730746,1.0286164330609,"gonads","m.inc.d9",421195,"LOC421195",421195,"LOC421195"
"NP_001264292.1",0.0555183201062321,1.2555636833967,1.02345436802902,"gonads","m.inc.d9",417931,"GAS2L3",417931,"GAS2L3"
"XP_015139017.1",0.034385080070508,1.46362996000484,1.0148351221503,"gonads","m.inc.d9",416732,"LAMP5",416732,"LAMP5"
"XP_015149144.1",0.0865132316650767,1.06291746479339,1.0116634182672,"gonads","m.inc.d9",416150,"HTR4",416150,"HTR4"
"XP_015146178.1",0.0952330781578753,1.02121217802024,0.955613688238533,"gonads","m.inc.d9",429088,"GFI1",429088,"GFI1"
"NP_990482.1",0.0784916900653227,1.10517631968544,0.952889538669705,"gonads","m.inc.d9",396056,"BFSP1",396056,"BFSP1"
"NP_990701.1",0.0405346487146005,1.39217358635638,0.889943599000026,"gonads","m.inc.d9",396328,"KCNJ2",396328,"KCNJ2"
"XP_015133678.1",0.0261000765866943,1.58335821828892,0.866554353242663,"gonads","m.inc.d9",395823,"KIF4A",395823,"KIF4A"
"XP_015145920.1",0.0286544727677754,1.5428075779985,0.84659050956678,"gonads","m.inc.d9",424391,"MYOC",424391,"MYOC"
"XP_015141737.1",0.0787067193486181,1.10398818947755,0.842924292449446,"gonads","m.inc.d9",770601,"B4GALNT4",770601,"B4GALNT4"
"XP_015133423.1",0.0119647354740986,1.92209689867271,0.842363168780857,"gonads","m.inc.d9",418922,"SLC7A1",418922,"SLC7A1"
"NP_001279000.1",0.0878976439824203,1.05602276564462,0.783618369115758,"gonads","m.inc.d9",769203,"PYCR2",769203,"PYCR2"
"NP_001005431.1",0.0924086779747235,1.03428724285381,0.751059172873103,"gonads","m.inc.d9",421186,"FKBP5",421186,"FKBP5"
"NP_001006514.2",0.0119647354740986,1.92209689867271,0.731404838140099,"gonads","m.inc.d9",424037,"LSS",424037,"LSS"
"XP_015132571.1",0.00816638918523434,2.08796992676765,0.730258413735706,"gonads","m.inc.d9",424845,"PASK",424845,"PASK"
"XP_003640861.2",0.0678051476639707,1.16873733390295,0.716461741934344,"gonads","m.inc.d9",425567,"POP1",425567,"POP1"
"NP_001264611.1",0.0917571412929447,1.03736012540364,0.711137145096613,"gonads","m.inc.d9",415658,"PSKH1",415658,"PSKH1"
"XP_015139108.1",0.0352406107955506,1.45295657293767,0.704625742172551,"gonads","m.inc.d9",395802,"PROX1",395802,"PROX1"
