"net$unmergedColors","entrezid","row.names","Name","geneid"
"darkred","XP_015151012.1",422099,"ABCC3",422099
"darkred","NP_001177731.1",770135,"AC005943.2",770135
"darkred","XP_003643482.1",100857405,"ANAPC15",100857405
"darkred","XP_001231375.1",768660,"ATP5E",768660
"darkred","NP_990634.1",396240,"CAPN11",396240
"darkred","XP_418185.1",420066,"CD320",420066
"darkred","NP_996788.1",404269,"CG-16",404269
"darkred","XP_015129796.1",100859555,"CLAPS2",100859555
"darkred","NP_001025748.1",415826,"COX4I1",415826
"darkred","NP_001185711.1",772260,"COX7A2",772260
"darkred","NP_989907.1",395263,"DBI",395263
"darkred","NP_001264758.1",771257,"DCTN6",771257
"darkred","NP_001264295.1",423852,"DPCD",423852
"darkred","NP_001186093.1",771539,"DPM2",771539
"darkred","NP_989881.1",395233,"DYRK1A",395233
"darkred","NP_001006475.1",423262,"ERH",423262
"darkred","XP_015141350.1",107053303,"FAM193A",107053303
"darkred","NP_001254748.1",771014,"GNG13",771014
"darkred","NP_001264583.2",770307,"HYPK",770307
"darkred","NP_001264285.1",417780,"IMMP2L",417780
"darkred","XP_015153829.1",100859842,"LAMTOR2",100859842
"darkred","XP_004946719.2",101747587,"LOC101747587",101747587
"darkred","XP_015129231.1",101747652,"LOC101747652",101747652
"darkred","NP_001264845.1",428192,"LOC101748375",428192
"darkred","XP_015129713.1",107050492,"LOC107050492",107050492
"darkred","XP_015158130.1",107057566,"LOC107057566",107057566
"darkred","NP_001289075.1",771947,"LOC771947",771947
"darkred","NP_001264462.1",424404,"MGST3",424404
"darkred","XP_003640629.1",771615,"MRP63",771615
"darkred","XP_015139415.1",421443,"MRPL14",421443
"darkred","NP_001264656.1",771953,"MRPL33",771953
"darkred","NP_001263232.1",396544,"NACA",396544
"darkred","NP_001171687.1",417907,"NDUFA12",417907
"darkred","XP_414844.1",416543,"NDUFB10",416543
"darkred","NP_001289096.1",424078,"NDUFB3",424078
"darkred","NP_998739.1",404751,"NDUFC2",404751
"darkred","XP_015153320.1",419642,"NFYC",419642
"darkred","NP_001239073.1",416218,"NHP2",416218
"darkred","NP_001185813.1",100526758,"OST4",100526758
"darkred","NP_001264075.1",416142,"PFDN1",416142
"darkred","NP_001026269.1",422011,"POMC",422011
"darkred","XP_415266.2",416973,"POP5",416973
"darkred","XP_004941028.2",428735,"POU4F2",428735
"darkred","XP_015155007.1",419997,"PSMB3",419997
"darkred","NP_989728.1",378915,"PSMB7",378915
"darkred","XP_015130124.1",107050968,"RBM8A",107050968
"darkred","NP_001264969.1",418296,"RBP5",418296
"darkred","NP_001185750.1",768833,"ROMO1",768833
"darkred","XP_416274.2",418037,"RP1-37E16.12",418037
"darkred","NP_001264027.1",396400,"RP11-849F2.7",396400
"darkred","XP_418020.1",419895,"RPL10A",419895
"darkred","NP_001292117.1",419682,"RPL11",419682
"darkred","XP_001233393.1",418933,"RPL21",418933
"darkred","NP_989472.1",373937,"RPL22",373937
"darkred","XP_418122.3",420001,"RPL23",420001
"darkred","XP_415820.3",417574,"RPL23A",417574
"darkred","NP_990668.1",396280,"RPL27",396280
"darkred","NP_001007968.1",425416,"RPL30",425416
"darkred","NP_001264684.1",418710,"RPL31",418710
"darkred","NP_001239184.1",416122,"RPL32",416122
"darkred","NP_001268429.1",422526,"RPL34",422526
"darkred","NP_001264386.1",424924,"RPL35A",424924
"darkred","XP_003641142.1",100859914,"RPL36A",100859914
"darkred","NP_001116235.1",427186,"RPL37",427186
"darkred","NP_001264941.1",771528,"RPL38",771528
"darkred","NP_989603.1",374132,"RPL39",374132
"darkred","XP_424134.1",426492,"RPLP2",426492
"darkred","NP_001026004.1",419049,"RPS11",419049
"darkred","XP_015139591.1",421698,"RPS12",421698
"darkred","NP_001001783.1",414782,"RPS13",414782
"darkred","NP_989548.1",374053,"RPS17",374053
"darkred","XP_417405.4",419228,"RPS21",419228
"darkred","NP_001264272.1",423726,"RPS24",423726
"darkred","XP_001234052.1",770722,"RPS25",770722
"darkred","NP_001264389.1",415372,"RPS27L",415372
"darkred","NP_001289106.1",768930,"RPS28",768930
"darkred","NP_001264809.1",776054,"RPS29",776054
"darkred","NP_001026007.1",419069,"RPS3",419069
"darkred","NP_990439.1",396001,"RPS4X",396001
"darkred","NP_001289102.1",100858258,"S100A1",100858258
"darkred","XP_015127983.1",107049207,"SNRPD2",107049207
"darkred","NP_001264291.1",417916,"SNRPF",417916
"darkred","XP_015138451.1",420249,"SPAG1",420249
"darkred","NP_001244215.1",417470,"SUPT4H1",417470
"darkred","XP_015136288.1",426392,"TMEM126A",426392
"darkred","NP_001292599.2",417294,"TMEM141",417294
"darkred","XP_004937781.2",418010,"TNRC6B",418010
"darkred","NP_001186546.1",420610,"TOMM7",420610
"darkred","NP_990394.1",395937,"TSHB",395937
"darkred","XP_418903.1",420811,"TXNL4A",420811
"darkred","NP_001289078.1",770937,"UQCR10",770937
"darkred","XP_414651.1",416336,"UQCRQ",416336
