"gene","padj","logpadj","lfc","tissue","direction"
"DYL1",0.00361255283334233,2.44218579266135,-0.579009180326099,"pituitary","inc.d3"
"PRDX1",0.0521292535544959,1.28291849374715,-0.921028785598886,"pituitary","inc.d3"
"TMSB4X",0.0521292535544959,1.28291849374715,-1.22015771091237,"pituitary","inc.d3"
"C23H1ORF63",0.0523720308188615,1.28090058522922,-1.61561719350718,"pituitary","inc.d3"
"LOC422926",0.0523720308188615,1.28090058522922,-2.39949996111427,"pituitary","inc.d3"
"GHRH",0.098873183301536,1.00492148315916,-2.5472067245566,"pituitary","inc.d3"
"LOC107054855",0.000932719681169364,3.0302488591618,-3.18942815538666,"pituitary","inc.d3"
"REG4",0.0521292535544959,1.28291849374715,-3.57993892917337,"pituitary","inc.d3"
"PROCA1",0.00361255283334233,2.44218579266135,-3.78121206780108,"pituitary","inc.d3"
"LOC107049005",0.000151662167353958,3.81912274194606,-7.35015049936316,"pituitary","inc.d3"
"HMX3",1.74554727755943e-07,6.7580683839709,-16.1437095447244,"pituitary","inc.d3"
