"gene","lfc","padj","logpadj","direction","tissue"
"KPNA2",4.88611086951588,6.61878988044588e-23,22.1792214057695,"inc.d17","pituitary"
"FOXM1",4.67471186521495,3.46665491045038e-06,5.46008938820988,"inc.d17","pituitary"
"FOXM1",4.67471186521495,3.46665491045038e-06,5.46008938820988,"inc.d17","pituitary"
"FGF6",4.67247645051246,3.13916876064085e-12,11.5031853361493,"inc.d17","pituitary"
"CDCA3",4.59013420816777,8.8665628029793e-08,7.05224470542211,"inc.d17","pituitary"
"CDK1",4.49982106161215,8.50549359255469e-24,23.0703004782533,"inc.d17","pituitary"
"CKAP2",4.41213268531516,8.05799829155061e-21,20.0937728290263,"inc.d17","pituitary"
"DEPDC1",4.3074553385171,8.6940708518135e-12,11.0607768248737,"inc.d17","pituitary"
"SHCBP1",4.27599862118364,3.29510260122661e-15,14.482131058019,"inc.d17","pituitary"
"CCNB3",4.10276667555123,1.03655493758906e-13,12.9844076752783,"inc.d17","pituitary"
"SLC13A3",4.09315604925054,0.00065650956745419,3.18275894046211,"inc.d17","pituitary"
"LOC423793",4.07135368195674,5.40801963939732e-20,19.2669617399092,"inc.d17","pituitary"
"CENPK",3.91924779104855,1.18695177329701e-11,10.9255669263836,"inc.d17","pituitary"
"ESCO2",3.89765931741786,1.95768707855139e-09,8.70825672566829,"inc.d17","pituitary"
"RRM2",3.88382122260131,3.9576394939427e-17,16.4025637687254,"inc.d17","pituitary"
"LOC101749834",3.83538135975595,2.09468167252083e-10,9.67888196714725,"inc.d17","pituitary"
"BUB1",3.82711682973128,2.3137933020752e-23,22.6356754404481,"inc.d17","pituitary"
"PBK",3.79635279776976,3.29510260122661e-15,14.482131058019,"inc.d17","pituitary"
"LOC101749531",3.74632722710891,0.000582186672645405,3.23493774060591,"inc.d17","pituitary"
"RACGAP1",3.71697287044725,2.10062650628517e-22,21.6776511587691,"inc.d17","pituitary"
"PRC1",3.61598430742573,0.054501606371966,1.26359069720593,"inc.d17","pituitary"
"CDC45",3.56892884464072,1.38973788422934e-15,14.8570671034634,"inc.d17","pituitary"
"CENPI",3.56832618358514,1.28931966074562e-14,13.8896393947592,"inc.d17","pituitary"
"MKI67",3.4959983070383,3.28329625156489e-22,21.4836899291454,"inc.d17","pituitary"
"CDC6",3.43474116786739,0.000999411995142468,3.000255442373,"inc.d17","pituitary"
"NUF2",3.39879550092529,2.81933736218119e-10,9.54985295329925,"inc.d17","pituitary"
"ANLN",3.36761903503173,0.000206152514185412,3.68581136428153,"inc.d17","pituitary"
"SKA1",3.28647983692748,3.40040921216021e-13,12.4684688159315,"inc.d17","pituitary"
"PHGDH",3.24523075876669,0.000104790664431583,3.97967740596338,"inc.d17","pituitary"
"LOC107052690",3.19388953584619,0.0191239062950505,1.71842339296423,"inc.d17","pituitary"
"PRLH",3.10567307816831,0.0184524799558475,1.73394525775631,"inc.d17","pituitary"
"GAS2L3",3.09111811114427,2.20689094205091e-06,5.65621912784231,"inc.d17","pituitary"
"MLN",3.05093439048615,5.73975921704446e-10,9.24110632587768,"inc.d17","pituitary"
"SGOL1",3.0406079142321,2.81933736218119e-10,9.54985295329925,"inc.d17","pituitary"
"CENPA",3.02681657511628,1.38078988331506e-05,4.85987240357885,"inc.d17","pituitary"
"PDE11A",2.96125014507881,0.000213915222932025,3.66975830846198,"inc.d17","pituitary"
"LOC422926",2.94221996101341,0.000381400303333599,3.41861896588871,"inc.d17","pituitary"
"UBE2C",2.89763030220658,2.53095784305949e-13,12.5967150886146,"inc.d17","pituitary"
"CAMKV",2.8818268077422,0.0018700396155342,2.72814919312892,"inc.d17","pituitary"
"LOC101748788",2.808135098346,0.0229835203455792,1.63858345042726,"inc.d17","pituitary"
