"gene","lfc","padj","logpadj","direction"
"LGALS1",2.97219303745553,0.0271634630222981,1.56601486341947,"inc.d3"
"UMOD",2.79312880683674,0.0171959901437632,1.76457281247981,"inc.d3"
"BTC",2.34469388591329,0.000836534357945683,3.07751621709275,"inc.d3"
"SGK2",2.20525181083131,0.0271634630222981,1.56601486341947,"inc.d3"
"LOC100857380",1.73001973603222,0.0400762597312714,1.39711281742694,"inc.d3"
"FDX1L",1.66545684680055,0.0192322245973713,1.71597047787882,"inc.d3"
"SLC12A4",1.65970587179941,0.0257972801518593,1.58842607997885,"inc.d3"
"ANGPTL7",1.35331846636931,0.0786299230412998,1.10441214939739,"inc.d3"
"CDKN1A",1.20898190653435,0.0873372239677846,1.05880061633766,"inc.d3"
"KRT14",1.20452555260006,0.0753702113190826,1.1228002670742,"inc.d3"
"CHRNB4",1.08315544742855,0.0940242750736846,1.02676000629921,"inc.d3"
"CSRP1",1.01449784886145,0.0163723862140156,1.78588801917962,"inc.d3"
"AGR2",0.994399221326982,0.0983452052685048,1.007246808863,"inc.d3"
"ALDH1A2",0.983745698928544,0.0211498875136889,1.67469193809103,"inc.d3"
"GNRHR",0.981414071862242,0.0245700468913414,1.60959401467859,"inc.d3"
"PDIA3",0.918016559040583,0.000836534357945683,3.07751621709275,"inc.d3"
"DCAF6",0.894484554535741,0.0870115054867803,1.06042331704752,"inc.d3"
"FAM193A",0.863166095533222,0.0576769242508073,1.23899790738222,"inc.d3"
"SSR2",0.858009488103552,0.00193193047769142,2.71400850612873,"inc.d3"
"NPC2",0.852109930808741,0.0245700468913414,1.60959401467859,"inc.d3"
"CLEC3B",0.847394023048067,0.0171959901437632,1.76457281247981,"inc.d3"
"FAAH2",0.841690829642701,0.0105814362961017,1.97545537831836,"inc.d3"
"KANK1",0.834375924594184,0.0780163199985324,1.10781453905401,"inc.d3"
"LOC101747652",0.82666363888211,0.085945514797887,1.06577678272741,"inc.d3"
"CGA",0.808236750355791,0.0151208171168,1.82042473927604,"inc.d3"
"MANF",0.795881541675434,0.00756157044052686,2.12138799777587,"inc.d3"
"LOC771758",0.777503854435505,0.0827891332361217,1.08202666424536,"inc.d3"
"RPS11",0.773338022900198,0.0958236741709328,1.0185271809881,"inc.d3"
"RPL35A",0.769900605494679,0.052952661210834,1.27611220892499,"inc.d3"
"SERF2",0.762881538113647,0.0347819845567971,1.45864564207231,"inc.d3"
"GMPPB",0.758328775812669,0.0681072550527021,1.16680662286652,"inc.d3"
"CRELD2",0.748899370883815,0.0151208171168,1.82042473927604,"inc.d3"
"HPSE",0.735727518741099,0.062941640944972,1.20106193882895,"inc.d3"
"NKIRAS1",0.719838357977427,0.0105814362961017,1.97545537831836,"inc.d3"
"PACRG",0.70917524473222,0.0192322245973713,1.71597047787882,"inc.d3"
"RPS17",0.708679063944699,0.00197268459568089,2.70494234673221,"inc.d3"
"HSD17B10",0.699061847296786,0.0403672765923962,1.39397054959368,"inc.d3"
"SDF2L1",0.6962241062309,0.0123877632306577,1.9070071039773,"inc.d3"
"SPCS2",0.687386147470724,0.00197268459568089,2.70494234673221,"inc.d3"
"TRIAP1",0.682057360286532,0.0211498875136889,1.67469193809103,"inc.d3"
"GADL1",0.679731080420753,0.0827891332361217,1.08202666424536,"inc.d3"
"LOC107054051",0.679452064242857,0.0863297200489094,1.06383966742211,"inc.d3"
"DYL1",0.666864086657198,0.0111559549858074,1.95249324677735,"inc.d3"
"RBM8A",0.662066977776663,0.084791937143765,1.07164544279579,"inc.d3"
"RGCC",0.660824014607988,0.086015880734052,1.06542135947208,"inc.d3"
"PLVAP",0.657560466340531,0.0492918640587802,1.30722475792288,"inc.d3"
"LSM1",0.655990967498092,0.0311569277133277,1.50644537330149,"inc.d3"
"RPL24",0.655967175343152,0.0151208171168,1.82042473927604,"inc.d3"
"RBP5",0.641830016216022,0.0714335624858255,1.14609769049767,"inc.d3"
"MDK",0.639214350686328,0.0171959901437632,1.76457281247981,"inc.d3"
"UQCR10",0.633484196093443,0.0657267657854557,1.18225773750645,"inc.d3"
"SEC61G",0.633014308860298,0.0273071614593586,1.56372344180853,"inc.d3"
"REEP6",0.631607403855401,0.0576769242508073,1.23899790738222,"inc.d3"
"GCSH",0.621153104312957,0.0311912470850256,1.50596726098131,"inc.d3"
"CD320",0.615776897674442,0.074710578650415,1.12661789986835,"inc.d3"
