"gene","padj","logpadj","lfc","tissue","direction"
"ANXA1",5.61902651582653e-21,20.2503389184924,5.24387217642888,"pituitary","hatch"
"KPNA2",3.64837437315059e-15,14.4379006034984,4.41256127685598,"pituitary","hatch"
"SHCBP1",2.34697375094984e-10,9.62949176761546,4.21453987304479,"pituitary","hatch"
"FOXM1",8.9577973729551e-06,5.04779876560229,4.15386525987417,"pituitary","hatch"
"CDK1",3.19167395572071e-16,15.4959814802485,4.14047148916459,"pituitary","hatch"
"RRM2",1.08579327811716e-10,9.96425285128382,3.83243042745515,"pituitary","hatch"
"ESCO2",2.03620545788845e-07,6.69117840279631,3.82725103035162,"pituitary","hatch"
"NUF2",7.99139397333206e-10,9.09737745821766,3.80691694776669,"pituitary","hatch"
"LOC101749834",1.92517933486274e-06,5.71552880874579,3.6581789906818,"pituitary","hatch"
"FGF6",2.0634323214195e-07,6.68540977099111,3.64692028251373,"pituitary","hatch"
"CKAP2",4.47455400120019e-12,11.3492502462633,3.64183792261268,"pituitary","hatch"
"CDCA3",3.08666207385592e-05,4.5105109142474,3.63752324708936,"pituitary","hatch"
"MLN",6.58642708806885e-09,8.18135011146532,3.52396286510496,"pituitary","hatch"
"CENPP",0.0575918691036686,1.23963882651894,3.49552477686866,"pituitary","hatch"
"CCNB3",5.66904262474577e-09,8.24649027759674,3.48529779220554,"pituitary","hatch"
"PBK",1.21908295756502e-09,8.91396674000356,3.45579386474549,"pituitary","hatch"
"CENPK",6.36201437050507e-07,6.19640535424406,3.35383831551434,"pituitary","hatch"
"RACGAP1",4.85246595203714e-12,11.314037503213,3.2897139044642,"pituitary","hatch"
"CENPA",0.000210384217741358,3.67698684248845,3.17841414832702,"pituitary","hatch"
"UBE2C",4.48131855976532e-12,11.348594182659,3.1630838004283,"pituitary","hatch"
"MXD3",1.01441367548584e-07,6.99378490462401,3.14719910452656,"pituitary","hatch"
"BUB1",3.00940958840804e-10,9.52151869963785,3.10034680433692,"pituitary","hatch"
"TMPRSS11F",0.00427614428020181,2.36894764980601,3.08531362026783,"pituitary","hatch"
"CENPI",1.2741846107135e-08,7.89476764452361,2.99546734960895,"pituitary","hatch"
"PRC1",0.0484167869584443,1.31500403464889,2.98805735404811,"pituitary","hatch"
"SLC9A3",0.0188992872125396,1.72355457495365,2.98483902014196,"pituitary","hatch"
"LOC423793",1.9780722593041e-08,7.7037578476004,2.95346575727454,"pituitary","hatch"
"DEPDC1",1.5176237798492e-05,4.81883587704798,2.88450193947432,"pituitary","hatch"
"LOC107054798",2.60150771642481e-08,7.58477488158968,2.87734864286895,"pituitary","hatch"
"CAMKV",0.00046940411279503,3.32845310954705,2.85928639933108,"pituitary","hatch"
"MKI67",5.84306695214818e-09,8.23335913734506,2.81877550001814,"pituitary","hatch"
"CDC45",2.66939437344063e-07,6.57358725927487,2.75599407060673,"pituitary","hatch"
"PRL",2.57781674210483e-17,16.5887479600321,2.75021990295993,"pituitary","hatch"
"STC1",3.78153412878225e-15,14.4223319756923,2.74750721364065,"pituitary","hatch"
"CTNNA2",0.00324021843451178,2.48942571148923,2.74624431505718,"pituitary","hatch"
"MFSD2A",3.81072109354272e-10,9.41899283605279,2.71848323322582,"pituitary","hatch"
"MCM10",7.71001847045153e-08,7.11294458153328,2.60968449639172,"pituitary","hatch"
