"sex","tissue","comparison","direction","gene","lfc","padj","logpadj"
"female","gonads","lo_hi","lo","FBXO21",-0.114808032625679,0.0450170445483022,1.34662302063039
"female","gonads","lo_hi","lo","LOC107054731",-0.114820682854756,0.035532158589505,1.44937840818659
"female","gonads","lo_hi","lo","ADCY5",-0.114964693990191,0.0467788233633598,1.32995070628118
"female","gonads","lo_hi","lo","HSF3",-0.115056098359637,0.0504311950888161,1.29730074006358
"female","gonads","lo_hi","lo","LOC416106",-0.115286094365313,0.0652647624743319,1.18532123822733
"female","gonads","lo_hi","lo","ZNF346",-0.115539816139196,0.0512945417467225,1.28992884571463
"female","gonads","lo_hi","lo","DLGAP4",-0.115603975093686,0.0964932647430964,1.01550299947477
"female","gonads","lo_hi","lo","RP5-1021I20.4",-0.116752932626916,0.0731962704714684,1.13551104674113
"female","gonads","lo_hi","lo","SDCBP",-0.116891730648876,0.0641476084637177,1.19281953025353
"female","gonads","lo_hi","lo","WBP1L",-0.116930814255674,0.0640058341505088,1.19378043814278
"female","gonads","lo_hi","lo","LRRC42",-0.117260299439778,0.0985684104439663,1.00626224700626
"female","gonads","lo_hi","lo","LMF1",-0.117834568287345,0.0274487168063246,1.56147795347103
"female","gonads","lo_hi","lo","RANBP10",-0.117964750105629,0.0785083432049169,1.10508418764561
"female","gonads","lo_hi","lo","STK40",-0.118153204149786,0.0360376943759301,1.44324300215029
"female","gonads","lo_hi","lo","N4BP1",-0.11831089926668,0.0492623302841049,1.30748504833144
"female","gonads","lo_hi","lo","DNAJB6",-0.118901710032112,0.0720482648863284,1.14237647368922
"female","gonads","lo_hi","lo","VPS45",-0.119075999102751,0.0982157883479212,1.00781869305591
"female","gonads","lo_hi","lo","CBR1",-0.119102492901586,0.0966684428873319,1.01471527686471
"female","gonads","lo_hi","lo","MFSD1",-0.122743794661759,0.0754346574910204,1.12242907722102
"female","gonads","lo_hi","lo","ANAPC2",-0.122937110276571,0.0781410269432119,1.10712088549875
"female","gonads","lo_hi","lo","TPM3",-0.122942358575831,0.0837202455574888,1.0771695065146
"female","gonads","lo_hi","lo","YARS",-0.124373781633707,0.0891411999940929,1.04992152385872
"female","gonads","lo_hi","lo","TOMM22",-0.124395716478404,0.0826603213672898,1.08270291059835
"female","gonads","lo_hi","lo","LOC107054707",-0.124526231914238,0.0347443133902097,1.45911626633565
"female","gonads","lo_hi","lo","TMEM183A",-0.125432661655189,0.0150267264529683,1.82313561943016
"female","gonads","lo_hi","lo","MGRN1",-0.12547376689524,0.0462286876985798,1.33508843477638
"female","gonads","lo_hi","lo","KLHL12",-0.125801174952776,0.0116463767491346,1.93380916499017
"female","gonads","lo_hi","lo","SUPT5H",-0.125860717791113,0.0466916852023075,1.33076045117402
"female","gonads","lo_hi","lo","RNF41",-0.126042279630977,0.0867933139100274,1.06151372924542
"female","gonads","lo_hi","lo","LONP2",-0.1276160496591,0.0096822648910866,2.01402303993893
"female","gonads","lo_hi","lo","MBD2",-0.127927786459959,0.0450790162962608,1.34602556959503
"female","gonads","lo_hi","lo","NXN",-0.127981224502939,0.0809985591051617,1.09152270677867
"female","gonads","lo_hi","lo","CHTOP",-0.128064902759392,0.0143967346488066,1.84173599990588
"female","gonads","lo_hi","lo","TMBIM1",-0.128162724667743,0.0881838111425474,1.05461113569329
"female","gonads","lo_hi","lo","MITD1",-0.128406686586231,0.0737189482442343,1.1324208695325
"female","gonads","lo_hi","lo","MIEF2",-0.128913552453478,0.0985684104439663,1.00626224700626
"female","gonads","lo_hi","lo","MLST8",-0.129221125474126,0.0403893285056463,1.39373336714981
"female","gonads","lo_hi","lo","PEF1",-0.129396872689931,0.0799880530120053,1.0969748742383
"female","gonads","lo_hi","lo","ZKSCAN7",-0.129759903795018,0.0804497897581666,1.09447508651818
"female","gonads","lo_hi","lo","SLC7A6",-0.130198542963278,0.0458048481234861,1.3390885525235
"female","gonads","lo_hi","lo","SYS1",-0.131380906662829,0.0321515309956727,1.49279834195775
"female","gonads","lo_hi","lo","TCF7L2",-0.132212729024252,0.0720404728064596,1.14242344553931
"female","gonads","lo_hi","lo","CRIPT",-0.132288257993542,0.0705667676666822,1.15139977510765
"female","gonads","lo_hi","lo","NR3C2",-0.132394861902573,0.0733488037480672,1.1346069647089
"female","gonads","lo_hi","lo","ACAD11",-0.133383874173036,0.0908408809873078,1.0417186625845
"female","gonads","lo_hi","lo","ADIPOR1",-0.133668467901916,0.0299357047269249,1.52381051351923
"female","gonads","lo_hi","lo","LDB1",-0.134130924166123,0.0256104350630371,1.59158304379352
"female","gonads","lo_hi","lo","COG1",-0.134351311978168,0.012928633796134,1.88844736577302
"female","gonads","lo_hi","lo","YIPF4",-0.134590236648983,0.0734304825257671,1.13412361795057
"female","gonads","lo_hi","lo","SARS",-0.135073802739766,0.0568446598639539,1.24531032781968
"female","gonads","lo_hi","lo","ENAH",-0.135807276807943,0.0615363637088046,1.21086817054971
"female","gonads","lo_hi","lo","PPP2R5A",-0.135816874378187,0.0863167981875528,1.06390467763084
"female","gonads","lo_hi","lo","HIP1",-0.135908933586507,0.0948443235334206,1.0229886566771
"female","gonads","lo_hi","lo","MAGI3",-0.136252636661938,0.091166032364697,1.04016694571168
"female","gonads","lo_hi","lo","TADA3",-0.136569076747004,0.0645148279872882,1.19034045632669
"female","gonads","lo_hi","lo","PCYT2",-0.136817476689259,0.0620271388698157,1.20741825110504
"female","gonads","lo_hi","lo","DCAF8",-0.136871440039968,0.0409936630039422,1.38728327340531
"female","gonads","lo_hi","lo","NBEAL1",-0.137012884335845,0.0652647624743319,1.18532123822733
"female","gonads","lo_hi","lo","RNF121",-0.137358757930989,0.0960616581097928,1.01744992132272
"female","gonads","lo_hi","lo","ZMAT2",-0.137391136021499,0.0528692339384738,1.27679698236402
"female","gonads","lo_hi","lo","APPL2",-0.138281828307189,0.0927345685263228,1.03275834436996
"female","gonads","lo_hi","lo","TXNDC17",-0.138425095340068,0.0732601037403554,1.13513247068605
"female","gonads","lo_hi","lo","ETV6",-0.13916974003023,0.0753648440415611,1.12283119523495
"female","gonads","lo_hi","lo","DCTN1",-0.139505809811962,0.043832435473099,1.35820439785751
"female","gonads","lo_hi","lo","FAM193B",-0.139519544534036,0.0609450228246849,1.21506175596908
"female","gonads","lo_hi","lo","TRAPPC4",-0.139683390785146,0.0665078307869947,1.17712721684186
"female","gonads","lo_hi","lo","SSU72",-0.139955128716238,0.0179197680331411,1.74666761646959
"female","gonads","lo_hi","lo","PAAF1",-0.139976077828166,0.0343039844744601,1.46465543287937
"female","gonads","lo_hi","lo","ABCB6",-0.140624715897393,0.088530494327354,1.05290711080531
"female","gonads","lo_hi","lo","SAYSD1",-0.140671979383616,0.0515527057062412,1.28774853615247
"female","gonads","lo_hi","lo","AKTIP",-0.14082833789495,0.0175856575351512,1.75484138858963
"female","gonads","lo_hi","lo","SIRT1",-0.140904598861687,0.0660952902139124,1.17982948615707
"female","gonads","lo_hi","lo","RITA1",-0.140936292365251,0.0980317204393824,1.0086333755037
"female","gonads","lo_hi","lo","RNF103",-0.140948810246714,0.0240658266547339,1.61859921583066
"female","gonads","lo_hi","lo","TSC22D1",-0.141012874595381,0.0283293174692755,1.54776388869517
"female","gonads","lo_hi","lo","GON4L",-0.141092483028843,0.0465257164249526,1.33230693067419
"female","gonads","lo_hi","lo","INPPL1",-0.141452214597682,0.0507090309239132,1.29491468896738
"female","gonads","lo_hi","lo","SH3BGRL3",-0.141784192616772,0.0544964953196616,1.26363142638891
"female","gonads","lo_hi","lo","CUEDC1",-0.141856482161482,0.0512840771067258,1.29001745551406
"female","gonads","lo_hi","lo","YIPF3",-0.142121410336181,0.0620271388698157,1.20741825110504
"female","gonads","lo_hi","lo","TNRC18",-0.142220150334044,0.0908613261111906,1.04162092899432
"female","gonads","lo_hi","lo","TRIT1",-0.142484444497938,0.0555546384418346,1.25527967451619
"female","gonads","lo_hi","lo","ZER1",-0.142783855301292,0.02830425451184,1.54814827924107
"female","gonads","lo_hi","lo","PINK1",-0.143184923050156,0.0338561599126119,1.47036230267537
"female","gonads","lo_hi","lo","ATF6",-0.143730494881684,0.0100653554793872,1.99717088247328
"female","gonads","lo_hi","lo","FBRSL1",-0.144068668538616,0.0461469027828068,1.3358574419723
"female","gonads","lo_hi","lo","CAPS2",-0.144131149080265,0.088508518162051,1.05301493028803
"female","gonads","lo_hi","lo","BFAR",-0.144204483294558,0.0495910939974812,1.30459631090976
"female","gonads","lo_hi","lo","LOC420860",-0.144216900886772,0.0425591559013948,1.37100699422339
"female","gonads","lo_hi","lo","RNPEP",-0.144508564550851,0.0734365742815727,1.13408759059372
"female","gonads","lo_hi","lo","NDFIP1",-0.144860893405207,0.00848680737708747,2.07125565478309
"female","gonads","lo_hi","lo","LOC100858304",-0.144949499369206,0.0890328213192005,1.05044986425222
"female","gonads","lo_hi","lo","ATP1A3",-0.145498132697255,0.043824163494972,1.35828636486303
"female","gonads","lo_hi","lo","STAT3",-0.145628798324304,0.0131780212461174,1.8801497966015
"female","gonads","lo_hi","lo","HPS4",-0.146131034959169,0.0337406967786727,1.47184595304482
"female","gonads","lo_hi","lo","GNA11",-0.146393145971944,0.0166157433683871,1.7794802241375
"female","gonads","lo_hi","lo","GATB",-0.146775162332484,0.0176516994971171,1.7532134745998
"female","gonads","lo_hi","lo","LOC107056797",-0.147119037841297,0.0710036439122247,1.14871936268426
"female","gonads","lo_hi","lo","C1ORF131",-0.147296740130533,0.0976030953633591,1.01053640899407
"female","gonads","lo_hi","lo","ANKS1B",-0.147636899339407,0.0960553191217379,1.01747858081522
"female","gonads","lo_hi","lo","CWF19L2",-0.148350956130139,0.0358941719815184,1.44497606066227
"female","gonads","lo_hi","lo","RB1CC1",-0.148375438350489,0.0504549885781975,1.29709588780414
"female","gonads","lo_hi","lo","LOC776992",-0.148752572036702,0.0701068611366765,1.15423947692658
"female","gonads","lo_hi","lo","ST5",-0.148949129559384,0.0279109310408063,1.55422567626162
"female","gonads","lo_hi","lo","TMBIM6",-0.149086860812465,0.0200338734173534,1.69823507461303
"female","gonads","lo_hi","lo","ABHD17A",-0.149140120652407,0.0435348526936088,1.36116292069939
"female","gonads","lo_hi","lo","SLC11A2",-0.149428255006571,0.0774252419725559,1.11111742869405
"female","gonads","lo_hi","lo","DERL2",-0.149451500677486,0.0260041526060502,1.58495729395655
"female","gonads","lo_hi","lo","POLR2E",-0.149750095511095,0.0557188779325666,1.25399763798751
"female","gonads","lo_hi","lo","OLFML2A",-0.149818969635922,0.0774252419725559,1.11111742869405
"female","gonads","lo_hi","lo","TMEM42",-0.149938507083548,0.0662560216617228,1.17877464485357
"female","gonads","lo_hi","lo","LOC420419",-0.150029096305076,0.0687168495854061,1.16293675952369
"female","gonads","lo_hi","lo","LOC101750469",-0.150074746239027,0.0262364967379079,1.58109415515641
"female","gonads","lo_hi","lo","ASCC1",-0.150206608709569,0.0554655416670446,1.25597674140828
"female","gonads","lo_hi","lo","LYRM9",-0.15034141301085,0.0363512409209641,1.43948075905726
"female","gonads","lo_hi","lo","NSUN5",-0.150479559127335,0.0345307990562375,1.46179337178957
"female","gonads","lo_hi","lo","FASTK",-0.15096353345507,0.085745801178209,1.06678713740509
"female","gonads","lo_hi","lo","LOC107050398",-0.151364316059561,0.0932658572486886,1.03027731361982
"female","gonads","lo_hi","lo","NAA20",-0.151924955440259,0.05986161595292,1.22285156364077
"female","gonads","lo_hi","lo","TOM1",-0.153035922124349,0.0789198542527458,1.10281372546352
"female","gonads","lo_hi","lo","IVD",-0.153109207966778,0.014435261810902,1.84057533495618
"female","gonads","lo_hi","lo","TACC2",-0.153294681083962,0.0900641215689673,1.04544818247078
"female","gonads","lo_hi","lo","GCC1",-0.153301541396271,0.0493876765125411,1.30638140513058
"female","gonads","lo_hi","lo","ACSS2",-0.153424558163237,0.0339809257883062,1.46876479323402
"female","gonads","lo_hi","lo","NLK",-0.153468767870058,0.0492624668574349,1.30748384430879
"female","gonads","lo_hi","lo","CNPY3",-0.153499546933346,0.0918727899399885,1.03681309501972
"female","gonads","lo_hi","lo","LOC415641",-0.154119843145487,0.0124035795761681,1.90645296275434
"female","gonads","lo_hi","lo","MSRB1",-0.154127411328425,0.0716216463197542,1.1449557003673
"female","gonads","lo_hi","lo","RAP1A",-0.154258717688438,0.0364942394714553,1.43777568248047
"female","gonads","lo_hi","lo","GPN2",-0.154290159819524,0.041119356089943,1.38595369480982
"female","gonads","lo_hi","lo","NAT9",-0.154475426963868,0.0994861894527515,1.00223720328191
"female","gonads","lo_hi","lo","GRB10",-0.154574738332709,0.0331993459815532,1.47887047169958
"female","gonads","lo_hi","lo","TFCP2",-0.155149892196518,0.0595061208182832,1.22543836030697
"female","gonads","lo_hi","lo","PPT1",-0.155248381340379,0.0568446598639539,1.24531032781968
"female","gonads","lo_hi","lo","MFSD12",-0.155269843698184,0.0802814760279452,1.09538465132034
"female","gonads","lo_hi","lo","COX7A2L",-0.155285280730393,0.0283742127355432,1.54707617946763
"female","gonads","lo_hi","lo","GLA",-0.155324731966289,0.0145223461272655,1.83796321643091
"female","gonads","lo_hi","lo","COQ9",-0.15560363562913,0.0932658572486886,1.03027731361982
"female","gonads","lo_hi","lo","CERS2L2",-0.156373239104522,0.00451105595692138,2.34572178570844
"female","gonads","lo_hi","lo","C1GALT1C1",-0.157039983771301,0.0180488766811311,1.74354982236593
"female","gonads","lo_hi","lo","ASB13",-0.15710038202154,0.0188430253059704,1.72484936862328
"female","gonads","lo_hi","lo","PCSK7",-0.157118171553352,0.0766958521944641,1.11522812259294
"female","gonads","lo_hi","lo","IGF1R",-0.157288784843636,0.0969171964604391,1.01359915726019
"female","gonads","lo_hi","lo","NPTN",-0.157518071689728,0.0750189883179527,1.12482879690208
"female","gonads","lo_hi","lo","ATP6V0B",-0.157987126714947,0.0731864176279286,1.13556951042481
"female","gonads","lo_hi","lo","NDUFS2",-0.158045628475356,0.0312780515558725,1.50476030883754
"female","gonads","lo_hi","lo","GSE1",-0.158048173022134,0.0925342441067878,1.03369751834817
"female","gonads","lo_hi","lo","ZBTB7A",-0.15804893354334,0.0380717576476214,1.41939707277737
"female","gonads","lo_hi","lo","PRKAB2",-0.158335485056096,0.0723409386623638,1.14061586033469
"female","gonads","lo_hi","lo","FBXW4",-0.158483434834085,0.000573411783604062,3.24153338655236
"female","gonads","lo_hi","lo","CEP78",-0.158579244804151,0.0830005275030098,1.08091914749238
"female","gonads","lo_hi","lo","SLC52A3",-0.158915779379669,0.03997291033901,1.39823423057004
"female","gonads","lo_hi","lo","TTL",-0.159222380312163,0.0215553326201478,1.66644527116406
"female","gonads","lo_hi","lo","PCMT1L",-0.159325290596876,0.0109311267245226,1.96133507089356
"female","gonads","lo_hi","lo","SLC25A1",-0.159686912785237,0.0361293204374016,1.44214020707472
"female","gonads","lo_hi","lo","AGPAT6",-0.159780227411845,0.00306695774297839,2.51329220775333
"female","gonads","lo_hi","lo","ZBTB18",-0.159971525509435,0.0779673361150663,1.10808730392593
"female","gonads","lo_hi","lo","RNF130",-0.160048612279491,0.0404947484201256,1.39260129481109
"female","gonads","lo_hi","lo","ZFYVE1",-0.160219876703564,0.0734304825257671,1.13412361795057
"female","gonads","lo_hi","lo","ITM2B",-0.16031764531765,0.0525294505457105,1.2795971418623
"female","gonads","lo_hi","lo","AAMDC",-0.160597565281925,0.0258470096511185,1.58758969501262
"female","gonads","lo_hi","lo","RASSF3",-0.160672779839667,0.0680515594366735,1.16716191826399
"female","gonads","lo_hi","lo","DPYD",-0.161151425466105,0.0844817729363773,1.07323698060091
"female","gonads","lo_hi","lo","ANKRD11",-0.161788074435295,0.0789538810016433,1.10262651725579
"female","gonads","lo_hi","lo","TMEM50A",-0.162062195912389,0.0443388103235737,1.35321596383404
"female","gonads","lo_hi","lo","GTF3C2",-0.162436394864112,0.0294747584223902,1.53054974573254
"female","gonads","lo_hi","lo","ERLEC1",-0.163013622718493,0.00847276021520571,2.07197508424419
"female","gonads","lo_hi","lo","TRMT12",-0.163539013324045,0.0774653085334033,1.11089274504981
"female","gonads","lo_hi","lo","FYTTD1L",-0.163953978889773,0.0963734119736303,1.0160427651202
"female","gonads","lo_hi","lo","ECI2",-0.164156721619291,0.0342368514522469,1.46550618148871
"female","gonads","lo_hi","lo","ZPR1",-0.164538108051585,0.027915168404926,1.55415974782038
"female","gonads","lo_hi","lo","HEBP1",-0.16461852855248,0.0659411912300948,1.18084321157588
"female","gonads","lo_hi","lo","RARB",-0.164860667185985,0.0123778348385869,1.90735531653486
"female","gonads","lo_hi","lo","ATP6V0E1",-0.1649231986403,0.0568942670277925,1.24493149324699
"female","gonads","lo_hi","lo","PHF2",-0.165019228845493,0.0372775611150147,1.42855250911149
"female","gonads","lo_hi","lo","PAF1",-0.165093281966642,0.0674434380046404,1.17106029917236
"female","gonads","lo_hi","lo","BLCAP",-0.165302068810324,0.0595472309101462,1.22513842945249
"female","gonads","lo_hi","lo","MPV17L2",-0.166298881257845,0.0399586416897027,1.39838928312606
"female","gonads","lo_hi","lo","ECHDC3",-0.167071244374266,0.0495691142573304,1.30478884136498
"female","gonads","lo_hi","lo","RAVER2",-0.167237048228948,0.0252821051455657,1.59718676682009
"female","gonads","lo_hi","lo","UROD",-0.16733896610393,0.0612728976117998,1.21273158127961
"female","gonads","lo_hi","lo","PSMC3IP",-0.167345436252637,0.0435446690922302,1.36106500542185
"female","gonads","lo_hi","lo","FAM188B",-0.167452837853745,0.0987606707040524,1.00541596934683
"female","gonads","lo_hi","lo","BACE1",-0.167651413406388,0.04413787691026,1.35518856080586
"female","gonads","lo_hi","lo","MKNK2",-0.167673213398665,0.0231929480182368,1.63464404538183
"female","gonads","lo_hi","lo","SNF8",-0.168129415540145,0.0969171964604391,1.01359915726019
"female","gonads","lo_hi","lo","PAK1",-0.168791548705873,0.0354239324133729,1.45070322940704
"female","gonads","lo_hi","lo","HM13",-0.168820030361829,0.0125809106618783,1.90028792160025
"female","gonads","lo_hi","lo","PAM16",-0.16902355818663,0.0900641215689673,1.04544818247078
"female","gonads","lo_hi","lo","COX19",-0.169545598328016,0.0294499832898585,1.53091494729876
"female","gonads","lo_hi","lo","SLC20A1",-0.169581852604804,0.0534769999041067,1.27183296494106
"female","gonads","lo_hi","lo","ZNRF1",-0.17030980949114,0.0184307482031709,1.73445703407486
"female","gonads","lo_hi","lo","RABEPK",-0.170574394032938,0.0343764374201144,1.46373913314504
"female","gonads","lo_hi","lo","RPL4",-0.170628841014539,0.0960553191217379,1.01747858081522
"female","gonads","lo_hi","lo","VIMP",-0.170704699550555,0.02830425451184,1.54814827924107
"female","gonads","lo_hi","lo","MPST",-0.170756261316997,0.045944669181316,1.33776487120807
"female","gonads","lo_hi","lo","LEPRE1",-0.171323216887267,0.0985684104439663,1.00626224700626
"female","gonads","lo_hi","lo","CCNG2",-0.172204776393155,0.0505850495056007,1.29597782064283
"female","gonads","lo_hi","lo","APOA1BP",-0.172506940567267,0.0801068222384773,1.09633049597124
"female","gonads","lo_hi","lo","IPP",-0.172543086161434,0.0216398959416863,1.66474483192314
"female","gonads","lo_hi","lo","HGSNAT",-0.172543713893469,0.0268245549525296,1.5714674747027
"female","gonads","lo_hi","lo","FNBP4",-0.172581263133153,0.0406302351666984,1.39115066398164
"female","gonads","lo_hi","lo","BAP1",-0.172673786925495,0.00314071860467236,2.50297097283822
"female","gonads","lo_hi","lo","EXOSC1",-0.172687255129646,0.0608358275688621,1.21584057972683
"female","gonads","lo_hi","lo","BTBD2",-0.172772173193221,6.0146965992898e-05,4.22078627498707
"female","gonads","lo_hi","lo","CHURC1",-0.17318702533838,0.0789538810016433,1.10262651725579
"female","gonads","lo_hi","lo","RPE",-0.174767957828898,0.00837057150557443,2.0772448892894
"female","gonads","lo_hi","lo","MGAT2",-0.17499675518676,0.0288775308391315,1.53943994367802
"female","gonads","lo_hi","lo","DNMT3A",-0.175020496836628,0.0697140759779184,1.15667952459431
"female","gonads","lo_hi","lo","NDUFC2",-0.175660582584177,0.0819445882945841,1.08647972240349
"female","gonads","lo_hi","lo","RGS3",-0.175903527345255,0.050358403464523,1.29792804698234
"female","gonads","lo_hi","lo","CTDSP1",-0.176285809172165,0.0286774053762066,1.54246014455829
"female","gonads","lo_hi","lo","POLR2F",-0.176481888627682,0.091166032364697,1.04016694571168
"female","gonads","lo_hi","lo","SHMT1",-0.17677171607233,0.0352994821795389,1.45223166538324
"female","gonads","lo_hi","lo","CDC42SE1",-0.17701560773282,0.0268035247293677,1.57180809142419
"female","gonads","lo_hi","lo","RASAL2",-0.177183371069224,0.0683167744404455,1.1654726469412
"female","gonads","lo_hi","lo","PSMB7",-0.177283158038744,0.0196359335056708,1.7069484472469
"female","gonads","lo_hi","lo","LOC107049002",-0.177446266662658,0.0204986553329092,1.68827462678088
"female","gonads","lo_hi","lo","LRRFIP1",-0.177693513320451,0.0511572956437472,1.29109242193461
"female","gonads","lo_hi","lo","ZNF740",-0.177716197970938,0.0176911947176677,1.75224283742547
"female","gonads","lo_hi","lo","ESYT1",-0.177804569342396,0.0867023316670271,1.0619692229793
"female","gonads","lo_hi","lo","LOC101750333",-0.177912890387636,0.0834383684076452,1.07863419689318
"female","gonads","lo_hi","lo","ALDH4A1",-0.178030849470243,0.0348367123303489,1.45796283771029
"female","gonads","lo_hi","lo","BAZ2B",-0.178061527334578,0.0363700979295351,1.43925552956944
"female","gonads","lo_hi","lo","P4HB",-0.178083564579858,0.0525332332850843,1.27956586866848
"female","gonads","lo_hi","lo","MRPL18",-0.178120745288016,0.0295015684441932,1.53015489424045
"female","gonads","lo_hi","lo","SPOP",-0.178123652957704,0.02830425451184,1.54814827924107
"female","gonads","lo_hi","lo","ZNF710",-0.178354024352943,0.0106806221895292,1.97140344715685
"female","gonads","lo_hi","lo","LHPP",-0.178646423363395,0.0550406806632479,1.25931620401555
"female","gonads","lo_hi","lo","NMRAL1",-0.179065886580101,0.00742354598515622,2.12938859688763
"female","gonads","lo_hi","lo","UBE2Q2",-0.179170646641113,0.00142856594003775,2.84509970856539
"female","gonads","lo_hi","lo","PCGF1",-0.179184520372872,0.0300218743511345,1.52256219700469
"female","gonads","lo_hi","lo","ALAD",-0.17973426298544,0.0787201119425842,1.10391429699526
"female","gonads","lo_hi","lo","CCNI",-0.180171869611339,0.0827627115972017,1.08216528876017
"female","gonads","lo_hi","lo","SEC62",-0.180753480771865,0.00647523938176627,2.18874417160834
"female","gonads","lo_hi","lo","GTPBP6",-0.180911362728935,0.045944669181316,1.33776487120807
"female","gonads","lo_hi","lo","RBPMS",-0.180964143896004,0.0271817638360213,1.5657223651386
"female","gonads","lo_hi","lo","RALGDS",-0.181067373248431,0.0577349060100914,1.23856153686162
"female","gonads","lo_hi","lo","FUK",-0.181114853222436,0.0465065056441503,1.33248629081476
"female","gonads","lo_hi","lo","KIAA1147",-0.181356481619882,0.092264691646484,1.03496446535345
"female","gonads","lo_hi","lo","SEMA4C",-0.181497574094562,0.052562351588667,1.27932521309942
"female","gonads","lo_hi","lo","TMEM115",-0.181540543889595,0.00387402329866193,2.41183777173
"female","gonads","lo_hi","lo","ADAP1",-0.182018373227543,0.0749313583607874,1.12533639441048
"female","gonads","lo_hi","lo","MCRS1",-0.182132766568717,0.0125259405376617,1.90218965428461
"female","gonads","lo_hi","lo","PYGL",-0.182176876500501,0.00249214507687403,2.60342667940777
"female","gonads","lo_hi","lo","ST6GALNAC4",-0.182323793528326,0.0475816057968802,1.32256090536399
"female","gonads","lo_hi","lo","LOC107051991",-0.182679937899322,0.0392711126399439,1.40592679400479
"female","gonads","lo_hi","lo","EMC6",-0.183033005512394,0.0316716737005199,1.49932898557998
"female","gonads","lo_hi","lo","ACSF2",-0.18306417957139,0.0924370212254235,1.0341540580675
"female","gonads","lo_hi","lo","TGOLN2",-0.183642246372468,0.0887824471165985,1.05167288865748
"female","gonads","lo_hi","lo","S1PR2",-0.183711745986565,0.0849309955232467,1.0709337852792
"female","gonads","lo_hi","lo","RILPL1",-0.183770644747772,0.0106806221895292,1.97140344715685
"female","gonads","lo_hi","lo","ATP5H",-0.183770906933812,0.0631838147808381,1.19939415671113
"female","gonads","lo_hi","lo","TPRN",-0.183777317145194,0.00340137382354053,2.4683456348773
"female","gonads","lo_hi","lo","MUL1L",-0.184478276303897,0.0617219679338626,1.20956023540876
"female","gonads","lo_hi","lo","GOLGA7",-0.184528377550412,0.00922575504185037,2.03499808076883
"female","gonads","lo_hi","lo","SLC31A1",-0.18460493502102,0.0135919399861354,1.86671855171904
"female","gonads","lo_hi","lo","HPDL",-0.184620401356912,0.0587018021763543,1.23134856547757
"female","gonads","lo_hi","lo","DHRSX",-0.184911510485941,0.048005644327555,1.31870769687029
"female","gonads","lo_hi","lo","TMC7",-0.1854702954908,0.0857862505669007,1.06658231333341
"female","gonads","lo_hi","lo","RCHY1",-0.185555412629876,0.0341689098700669,1.46636887677533
"female","gonads","lo_hi","lo","RNH1",-0.18589948865582,0.0373577197230114,1.42761964052376
"female","gonads","lo_hi","lo","ENTPD7",-0.186009067625761,0.0229329436163905,1.63954019671769
"female","gonads","lo_hi","lo","PDCL",-0.186146384731929,0.0114407500568319,1.94154550221563
"female","gonads","lo_hi","lo","GPD1L",-0.186479365552117,0.0454566431151462,1.34240263923132
"female","gonads","lo_hi","lo","MRPL41",-0.186502352600202,0.0246011050656332,1.6090453842329
"female","gonads","lo_hi","lo","DCTN6",-0.186652583451134,0.0472937991189469,1.32519579763348
"female","gonads","lo_hi","lo","RABIF",-0.186743289589675,0.0523109271307796,1.28140758270219
"female","gonads","lo_hi","lo","SAP18",-0.186904060914467,0.0426766519818544,1.36980965866742
"female","gonads","lo_hi","lo","PSMF1",-0.187273255826652,0.0016006216909543,2.79571130202538
"female","gonads","lo_hi","lo","CAPN10",-0.187363680605972,0.0783693108329622,1.10585397233068
"female","gonads","lo_hi","lo","TMEM80",-0.187648591836178,0.076721282504311,1.11508414593268
"female","gonads","lo_hi","lo","CNP",-0.187735775600033,0.0909618027901067,1.04114094086609
"female","gonads","lo_hi","lo","PLEKHA2",-0.188243189913089,0.0138912905083653,1.85725740619705
"female","gonads","lo_hi","lo","ALDH3A2",-0.188450107708849,0.00702413867152755,2.15340692311495
"female","gonads","lo_hi","lo","LOC421255",-0.188634789817157,0.0399586416897027,1.39838928312606
"female","gonads","lo_hi","lo","RASGRP1",-0.188704570250158,0.0885214444103791,1.05295150827461
"female","gonads","lo_hi","lo","CHD5",-0.188830999731185,0.0592530191788442,1.22728951570933
"female","gonads","lo_hi","lo","RNF11",-0.188975435286894,0.0167533049017496,1.77589950749198
"female","gonads","lo_hi","lo","WNT5B",-0.189103545280909,0.0610061358399795,1.2146264825723
"female","gonads","lo_hi","lo","ANP32A",-0.189205807602298,0.00878193702503326,2.05640968153118
"female","gonads","lo_hi","lo","TBCCD1",-0.189750526886926,0.0956116657661334,1.01948911537278
"female","gonads","lo_hi","lo","ZNF638",-0.190075573329273,0.014735792695833,1.83162649678954
"female","gonads","lo_hi","lo","CCDC25",-0.190122623341313,0.000468962796973778,3.32886160869186
"female","gonads","lo_hi","lo","PLAT",-0.190140202460231,0.0507139993677692,1.2948721391097
"female","gonads","lo_hi","lo","LOC107051533",-0.190186035131255,0.0721534902967314,1.1417426558394
"female","gonads","lo_hi","lo","BORCS7",-0.190438024883387,0.00123471192754661,2.90843435646938
"female","gonads","lo_hi","lo","TMEM222",-0.190778378997132,0.0166605190592151,1.77831147225448
"female","gonads","lo_hi","lo","ZSWIM7",-0.19113787943218,0.0778793527505152,1.10857766652601
"female","gonads","lo_hi","lo","C12H3ORF37",-0.191338699684966,0.00716332173086226,2.14488554265678
"female","gonads","lo_hi","lo","TULP4",-0.191495728460656,0.00659005231377368,2.18111113783496
