"sex","tissue","comparison","direction","gene","lfc","padj","logpadj"
"female","pituitary","lo_hi","hi","DUS1L",0.0885657084092353,0.00507675276916438,2.29441398562081
"female","pituitary","lo_hi","hi","TMEM128",0.0885338294099217,0.0262861341991029,1.58027327922061
"female","pituitary","lo_hi","hi","TBP",0.0885077350027754,0.0100092440859733,1.99959871989198
"female","pituitary","lo_hi","hi","TEX10",0.0885016270717408,0.00080719353931197,3.09302232280235
"female","pituitary","lo_hi","hi","RHOA",0.0884970449430063,0.0553512874207453,1.25687227337201
"female","pituitary","lo_hi","hi","MIOS",0.088496489739012,0.00758931778097894,2.11979726195336
"female","pituitary","lo_hi","hi","PPP2R5D",0.0882640011444794,0.0198252170833728,1.70278204852008
"female","pituitary","lo_hi","hi","KCTD6",0.0882011503826048,0.0108452084449188,1.96476209642913
"female","pituitary","lo_hi","hi","SNX6",0.0881979157292718,0.00572976844598236,2.24186292858481
"female","pituitary","lo_hi","hi","ANP32E",0.0881723381073086,0.00107763403097113,2.96752870233554
"female","pituitary","lo_hi","hi","SNX9",0.0880953818872205,0.00158715203822055,2.79938146883586
"female","pituitary","lo_hi","hi","NMD3",0.0879777908872055,0.0104825667263383,1.97953236443231
"female","pituitary","lo_hi","hi","ZNF644",0.087874000354893,0.0132889798868863,1.87650835588948
"female","pituitary","lo_hi","hi","SRP9",0.0878667305594009,0.0370097549218445,1.43168379078824
"female","pituitary","lo_hi","hi","SACM1L",0.0878585824188718,0.0180979748733818,1.74237001908224
"female","pituitary","lo_hi","hi","SCG5",0.0878298854520688,0.0759359428484908,1.11955261032478
"female","pituitary","lo_hi","hi","SUPT3H",0.0878036589236704,0.00322128599157424,2.49197071602202
"female","pituitary","lo_hi","hi","HTATSF1",0.0877886281508115,0.00340346562966139,2.46807863081633
"female","pituitary","lo_hi","hi","FGD3",0.0877462904360421,0.0440688262740867,1.35586851630369
"female","pituitary","lo_hi","hi","EIF2B1",0.0875124598018616,0.0220661054962057,1.6562743098268
"female","pituitary","lo_hi","hi","SEC23IP",0.0873806086005269,0.00493291017523382,2.30689679265776
"female","pituitary","lo_hi","hi","LOC427439",0.0873276349336708,0.0046875673465911,2.32905247968176
"female","pituitary","lo_hi","hi","MRS2",0.0873267531792243,0.0248913548565645,1.60395146374835
"female","pituitary","lo_hi","hi","RMND5A",0.0873033936425413,0.00354801472895539,2.45001458593987
"female","pituitary","lo_hi","hi","RNF138",0.087238231473346,0.0183983296609736,1.73522160372691
"female","pituitary","lo_hi","hi","PAXIP1",0.0872043648911748,0.0114312920557463,1.9419046794063
"female","pituitary","lo_hi","hi","PMM2",0.0871068839876166,0.0321512510601346,1.49280212327034
"female","pituitary","lo_hi","hi","OGFOD3",0.0870586691752913,0.0450876192459899,1.34594269606683
"female","pituitary","lo_hi","hi","CCP110",0.0869681248835008,0.071048126700666,1.14844736846542
"female","pituitary","lo_hi","hi","CFAP221",0.0869641286704663,0.0623399106690317,1.20523382438793
"female","pituitary","lo_hi","hi","GFRAL",0.0869137586490424,0.0590433377171581,1.22882909984403
"female","pituitary","lo_hi","hi","POMP",0.0867758895752716,0.0739135048237858,1.13127620389733
"female","pituitary","lo_hi","hi","STAMBPL1",0.0866737614692586,0.0286940737427559,1.54220778990648
"female","pituitary","lo_hi","hi","MTPAP",0.0865798721927681,0.0232090858592099,1.63434196484866
"female","pituitary","lo_hi","hi","PLA2G7",0.0864824352604359,0.0985072551992904,1.00653178191883
"female","pituitary","lo_hi","hi","MAPRE2",0.086261390046665,0.0997488146281851,1.00109225657853
"female","pituitary","lo_hi","hi","FBXO11",0.0861809234814702,0.00744493692994222,2.12813897703794
"female","pituitary","lo_hi","hi","TOR1AIP2",0.086174815972754,0.0644320272509486,1.19089820405565
"female","pituitary","lo_hi","hi","TSPAN7",0.0861519895224217,0.0454315993539542,1.34264197420517
"female","pituitary","lo_hi","hi","RSRC2",0.0861399568306732,0.0122091874514115,1.91331323835738
"female","pituitary","lo_hi","hi","ARF1",0.0860535381914736,0.031631883710755,1.49987494463733
"female","pituitary","lo_hi","hi","KLHL22",0.0860366639682765,0.003467736630047,2.45995389402763
"female","pituitary","lo_hi","hi","USP30",0.0859989638625466,0.0144267639558847,1.84083107387614
"female","pituitary","lo_hi","hi","GOPC",0.0858319047847044,0.00195692860661752,2.70842501814252
"female","pituitary","lo_hi","hi","TMEM50B",0.0855894226999334,0.0589592089624202,1.22944835190546
"female","pituitary","lo_hi","hi","APBA1",0.0855735825347221,0.0532605729567932,1.27359416589867
"female","pituitary","lo_hi","hi","ABHD5",0.0854526371019238,0.0244552517607678,1.61162786186542
"female","pituitary","lo_hi","hi","VEZT",0.0854521676922912,0.0836394561087856,1.07758879997824
"female","pituitary","lo_hi","hi","FGFR1OP",0.0853058446393741,0.0269486469167611,1.56946303572164
"female","pituitary","lo_hi","hi","NADSYN1",0.0850877923607314,0.0499664101357366,1.30132185156291
"female","pituitary","lo_hi","hi","YWHAQ",0.0850568003308897,0.0370097549218445,1.43168379078824
"female","pituitary","lo_hi","hi","GABPB1",0.0850494626119988,0.0294736114452384,1.53056664614384
"female","pituitary","lo_hi","hi","SPAG1",0.0850232601362512,0.0831128413462651,1.08033187037991
"female","pituitary","lo_hi","hi","IWS1",0.0849967472561456,0.0134892608545086,1.87001184688872
"female","pituitary","lo_hi","hi","FIP1L1",0.0849428593807938,0.00794594098258162,2.0998546649331
"female","pituitary","lo_hi","hi","SPTLC1",0.0847932159754438,0.0611744856570005,1.2134296734231
"female","pituitary","lo_hi","hi","PDDC1",0.0847863856921836,0.0917868059384354,1.0372197427634
"female","pituitary","lo_hi","hi","MCUR1",0.0845992327334055,0.0684453446530249,1.16465608529855
"female","pituitary","lo_hi","hi","CAB39",0.0845957366530719,0.00763862608931311,2.1169847481635
"female","pituitary","lo_hi","hi","WDR47",0.0845772596481261,0.0144266130069433,1.84083561797455
"female","pituitary","lo_hi","hi","TMEM170B",0.0845086963359102,0.0870548322671275,1.06020711692227
"female","pituitary","lo_hi","hi","GLTSCR1L",0.0844683870471971,0.0115324405780968,1.93807877445402
"female","pituitary","lo_hi","hi","ING3",0.0842415429643377,0.00600277389370342,2.22164801489272
"female","pituitary","lo_hi","hi","DCAF6",0.0841456959963148,0.00895020228732706,2.04816714889894
"female","pituitary","lo_hi","hi","UBE2E3",0.0840728488772606,0.0129878539802786,1.88646260270047
"female","pituitary","lo_hi","hi","NDUFAF7",0.083975581439642,0.0980153288391169,1.00870599869888
"female","pituitary","lo_hi","hi","DNAJA1",0.083949203972626,0.0522808702155707,1.28165719219564
"female","pituitary","lo_hi","hi","MIB1",0.0839045917778237,0.00707154332537302,2.15048579348062
"female","pituitary","lo_hi","hi","KPNA4",0.0838490554997143,0.000194794128373874,3.71042413807988
"female","pituitary","lo_hi","hi","AZI2",0.0838252202456189,0.00419673934915839,2.37708800308716
"female","pituitary","lo_hi","hi","TOP3B",0.0837586350356075,0.000617574319806244,3.20931077128359
"female","pituitary","lo_hi","hi","BTBD9",0.0837437550392715,0.0342406121310235,1.46545847989589
"female","pituitary","lo_hi","hi","TMOD2",0.0837175237328609,0.0803566202149128,1.09497833788796
"female","pituitary","lo_hi","hi","DESI2",0.0835052560661599,0.0122730110354811,1.91104887527871
"female","pituitary","lo_hi","hi","MTM1",0.0833511838660899,0.00443509043510648,2.35309752012374
"female","pituitary","lo_hi","hi","INTS6",0.0832986603260393,0.00917587627117401,2.03735245115612
"female","pituitary","lo_hi","hi","ZNF326",0.0832475680048947,0.0142816896156676,1.84522040969198
"female","pituitary","lo_hi","hi","CHST6",0.0831265859774298,0.0973430627518969,1.01169499346006
"female","pituitary","lo_hi","hi","TMEM9B",0.0830744767807151,0.0831725731018552,1.08001986258237
"female","pituitary","lo_hi","hi","ZDHHC3",0.0829305796458074,0.0179253797747879,1.74653163441344
"female","pituitary","lo_hi","hi","TMEM184C",0.0829172650174889,0.0108006356366707,1.96655068475608
"female","pituitary","lo_hi","hi","TMEM69",0.082766195342574,0.0611390792820733,1.21368110577555
"female","pituitary","lo_hi","hi","ZNF207",0.0826902124926679,0.00207188460334556,2.68363443692192
"female","pituitary","lo_hi","hi","PSMD12",0.0826881473893786,0.00880713050921008,2.0551655679795
"female","pituitary","lo_hi","hi","UBE2N",0.0826789257499399,0.0338110016214344,1.47094196344841
"female","pituitary","lo_hi","hi","BPNT1",0.0826109367210238,0.0385413643213362,1.41407291586789
"female","pituitary","lo_hi","hi","DCP1A",0.0825657714390218,0.0672410830910459,1.17236529974363
"female","pituitary","lo_hi","hi","EIF4E",0.0825372352480487,0.000790402336101463,3.10215178482418
"female","pituitary","lo_hi","hi","COPA",0.0825091723340354,0.0367311314109875,1.4349656940892
"female","pituitary","lo_hi","hi","ZMYND8",0.0824491564383252,0.00638405196535321,2.1949035865423
"female","pituitary","lo_hi","hi","TCP11L2",0.0824218185623341,0.0396469687559632,1.40179001144556
"female","pituitary","lo_hi","hi","GMDS",0.0823773961172166,0.0188910189856589,1.72374461550785
"female","pituitary","lo_hi","hi","NCL",0.0823594162868418,0.064801629628591,1.18841407237315
"female","pituitary","lo_hi","hi","CSPP1",0.0820627871318947,0.0324522668158388,1.48875496199992
"female","pituitary","lo_hi","hi","RHOT1",0.0820419514698194,0.0162017857922001,1.7904371140404
"female","pituitary","lo_hi","hi","KLHDC3",0.0820100972721662,0.048024716344885,1.31853519159308
"female","pituitary","lo_hi","hi","TRMT6",0.0819901004765397,0.0621653358427064,1.20645171577102
"female","pituitary","lo_hi","hi","MED31",0.0819816575753099,0.0176690222164702,1.75278748318939
"female","pituitary","lo_hi","hi","BMS1",0.0818861437807141,0.0204901064725765,1.688455784872
"female","pituitary","lo_hi","hi","USP38",0.0818708736074312,0.0480764351516304,1.31806774257298
"female","pituitary","lo_hi","hi","EXOC5",0.0817050334097084,0.0327279933606503,1.48508062161263
"female","pituitary","lo_hi","hi","CLK4",0.08167344104881,0.0269538467781766,1.56937924475126
"female","pituitary","lo_hi","hi","SBNO1",0.0816710551420466,0.00776793384122834,2.1096944819301
"female","pituitary","lo_hi","hi","PDXDC1",0.081649548575819,0.00174729969639434,2.75763259855029
"female","pituitary","lo_hi","hi","SRSF5A",0.0816394674507943,0.00217112492377774,2.66331518707232
"female","pituitary","lo_hi","hi","HDX",0.0816280008802379,0.0659253915017012,1.1809472824443
"female","pituitary","lo_hi","hi","SH3D19",0.0815644902079996,0.0926989623901635,1.03292512702862
"female","pituitary","lo_hi","hi","RTFDC1",0.0814854317942238,0.00215052143478821,2.66745622436595
"female","pituitary","lo_hi","hi","INTS12",0.0812937636785543,0.0672032618429631,1.17260964709468
"female","pituitary","lo_hi","hi","RPL4",0.0812679083303381,0.0902140709415029,1.04472571904724
"female","pituitary","lo_hi","hi","EIF3A",0.0810362192619586,0.00440526477207714,2.35602798382484
"female","pituitary","lo_hi","hi","RUFY2",0.0809566974543755,0.0553512874207453,1.25687227337201
"female","pituitary","lo_hi","hi","ERCC5",0.0808832995366271,0.0312395449806235,1.50529530046194
"female","pituitary","lo_hi","hi","P3H3",0.0808536373449059,0.0449084759648692,1.3476716831087
"female","pituitary","lo_hi","hi","N6AMT2",0.0808289544571082,0.0867185199673062,1.06188814288499
"female","pituitary","lo_hi","hi","PDHX",0.080712251997426,0.0509121544624053,1.29317852442532
"female","pituitary","lo_hi","hi","FAM8A1",0.0805370795767887,0.044515432189119,1.35148940581163
"female","pituitary","lo_hi","hi","CCDC6",0.0804454992850228,0.0226084166107525,1.64572985257249
"female","pituitary","lo_hi","hi","PAPSS1",0.0803223184097618,0.0659302199509784,1.18091547539634
"female","pituitary","lo_hi","hi","SUN1",0.0803222237373961,0.0328088228071118,1.48400935198357
"female","pituitary","lo_hi","hi","SNX13",0.0802311936982838,0.00904040934418808,2.04381190449176
"female","pituitary","lo_hi","hi","FAM105B",0.0801239606098292,0.0211243451716197,1.67521674475744
"female","pituitary","lo_hi","hi","CDC123",0.0800650322539326,0.0244847377549389,1.61110454315456
"female","pituitary","lo_hi","hi","ME1",0.08004865224371,0.040769068980932,1.38966920616032
"female","pituitary","lo_hi","hi","GPCPD1",0.0800120363117051,0.0910684367261103,1.04063211842637
"female","pituitary","lo_hi","hi","PEX7",0.0799790294032177,0.0248597449688684,1.6045033310114
"female","pituitary","lo_hi","hi","BEND3",0.0798715614549176,0.061329177938366,1.21233285659449
"female","pituitary","lo_hi","hi","CAMSAP2",0.07974594995032,0.0479221693690117,1.31946353027513
"female","pituitary","lo_hi","hi","PPP2R3C",0.0797259278040579,0.0185816038781546,1.73091680243228
"female","pituitary","lo_hi","hi","IVNS1ABP",0.0797164905987673,0.0108056633523659,1.9663485669178
"female","pituitary","lo_hi","hi","VWA9",0.0796924519642274,0.00883453918928078,2.05381609842341
"female","pituitary","lo_hi","hi","OSBPL2",0.0796297769224607,0.00277775368888696,2.55630626698567
"female","pituitary","lo_hi","hi","AVL9",0.0796032152787927,0.0321219182074715,1.49319852808683
"female","pituitary","lo_hi","hi","KCTD5",0.0794937405865267,0.0468800894447028,1.32901156837854
"female","pituitary","lo_hi","hi","VPS13D",0.0793624363488452,0.0834289113651404,1.07868342333691
"female","pituitary","lo_hi","hi","GID8",0.0793116541274479,0.00792634622562654,2.10092696144984
"female","pituitary","lo_hi","hi","TBC1D19",0.079239017816926,0.028407329215713,1.54656959561188
"female","pituitary","lo_hi","hi","FAM98A",0.0792007843342495,0.00825773512648224,2.08313905158387
"female","pituitary","lo_hi","hi","FH",0.0789517449620621,0.0613626257206232,1.21209606510243
"female","pituitary","lo_hi","hi","CREB1",0.0788981154685392,0.0142162068570482,1.84721626582874
"female","pituitary","lo_hi","hi","NOCT",0.078886663478497,0.0889447045217571,1.05087990329045
"female","pituitary","lo_hi","hi","MBTPS1",0.078834779326641,0.0833866452557732,1.07890349799703
"female","pituitary","lo_hi","hi","TBC1D23",0.0788281109463032,0.0272211402424238,1.56509368697173
"female","pituitary","lo_hi","hi","TICRR",0.0787497349049539,0.0805230730518006,1.0940796592184
"female","pituitary","lo_hi","hi","ATF4",0.078730030531771,0.0558401752372333,1.25305322748296
"female","pituitary","lo_hi","hi","RICTOR",0.0786758896354992,0.0775208512255049,1.11058146711686
"female","pituitary","lo_hi","hi","TXNRD2",0.0786252244858363,0.0671904783730947,1.17269226687193
"female","pituitary","lo_hi","hi","WDR19",0.0784844396307106,0.0435442266365349,1.36106941829367
"female","pituitary","lo_hi","hi","MYNN",0.078436710538827,0.0519291490223837,1.28458879425284
"female","pituitary","lo_hi","hi","SENP6",0.0782209400356013,0.00846280356792216,2.07248573951698
"female","pituitary","lo_hi","hi","NAA35",0.0780705836265546,0.033473349659668,1.47530082585793
"female","pituitary","lo_hi","hi","IFT88",0.0780358149476892,0.0139983787116127,1.85392226127704
"female","pituitary","lo_hi","hi","PAPOLA",0.0780349217864007,0.0113552857320743,1.94480193319221
"female","pituitary","lo_hi","hi","IFT57",0.0780005482603108,0.0514786628716939,1.28837274216755
"female","pituitary","lo_hi","hi","LOC772071",0.0779858115151727,0.0140384958878733,1.85267942088069
"female","pituitary","lo_hi","hi","ASNSD1",0.0779559758798099,0.0477808611747057,1.32074602704214
"female","pituitary","lo_hi","hi","MRPL37",0.0778242348212468,0.00456903417742261,2.3401755933099
"female","pituitary","lo_hi","hi","MTRR",0.0777161435796498,0.0385610288775179,1.41385138685771
"female","pituitary","lo_hi","hi","DDX5",0.0775615281058215,0.00248057349168384,2.60544790164132
"female","pituitary","lo_hi","hi","CNOT6",0.0775063993677034,0.0337065430142529,1.47228578698723
"female","pituitary","lo_hi","hi","PRKD3",0.0774299488352091,0.0817067109446483,1.08774227141698
"female","pituitary","lo_hi","hi","LRRC57",0.0773855810995874,0.0594570841241563,1.22579639314387
"female","pituitary","lo_hi","hi","LA16c-431H6.6",0.0772672612949675,0.0432643110826093,1.36387020736333
"female","pituitary","lo_hi","hi","PTPN12",0.0772544820108911,0.0816935414183493,1.08781227684881
"female","pituitary","lo_hi","hi","DNAJB14",0.0772053007621342,0.00613232648850733,2.21237473111993
"female","pituitary","lo_hi","hi","UBP1",0.0771703530761585,0.0625659297640982,1.20366209719587
"female","pituitary","lo_hi","hi","CEBPG",0.0771666457856534,0.0211077858223667,1.67555732119551
"female","pituitary","lo_hi","hi","SEC22C",0.0770989544767391,0.0225614618724702,1.64663276361698
"female","pituitary","lo_hi","hi","NCLN",0.077062102180036,0.0448515103406864,1.34822292783546
"female","pituitary","lo_hi","hi","RWDD4",0.0770261910266418,0.0776161886594106,1.11004768708977
"female","pituitary","lo_hi","hi","FAM120A",0.076952116317592,0.0242040886009753,1.6161112659675
"female","pituitary","lo_hi","hi","C19H17ORF85",0.0769261895679423,0.0294744745261108,1.53055392880945
"female","pituitary","lo_hi","hi","CNST",0.0769182956351375,0.0505936711197906,1.29590380667124
"female","pituitary","lo_hi","hi","TRAPPC10",0.0769176583717756,0.0163005645758416,1.78779735339197
"female","pituitary","lo_hi","hi","PARN",0.0768572977810451,0.0439241341060657,1.35729679116822
"female","pituitary","lo_hi","hi","EMC1",0.0768042262685356,0.085303346509896,1.06903393082225
"female","pituitary","lo_hi","hi","FAM188A",0.076752793643426,0.0366856668175004,1.43550358255816
"female","pituitary","lo_hi","hi","CHIC1",0.0767454185580945,0.0731722050838624,1.13565385707097
"female","pituitary","lo_hi","hi","TRAPPC9",0.0766527149021856,0.018358195270772,1.7361700149904
"female","pituitary","lo_hi","hi","DCUN1D4",0.0764424361302559,0.0996659403139807,1.0014532314666
"female","pituitary","lo_hi","hi","CCZ1",0.0764257843027546,0.00463887974473317,2.33358688569977
"female","pituitary","lo_hi","hi","LRRFIP2",0.0763532875962413,0.0441830007197851,1.35474479204562
"female","pituitary","lo_hi","hi","RSL24D1",0.0762638544854838,0.0897530122940661,1.04695096669686
"female","pituitary","lo_hi","hi","SLC9A8",0.0762532849122391,0.0461027807898819,1.33627287840041
"female","pituitary","lo_hi","hi","EPS15",0.0761808967570591,0.0370097549218445,1.43168379078824
"female","pituitary","lo_hi","hi","ABCC5",0.0761023465363707,0.0648303178929503,1.18822184884572
"female","pituitary","lo_hi","hi","RPA1",0.0760642257123417,0.00445569952676034,2.35108410380152
"female","pituitary","lo_hi","hi","GNA11",0.0758960491509883,0.0667445646216677,1.1755840955204
"female","pituitary","lo_hi","hi","RCAN1",0.0757191308235409,0.0488439689184266,1.31118905379064
"female","pituitary","lo_hi","hi","FAM21A",0.0757077737092011,0.00685253787562203,2.16414855533196
"female","pituitary","lo_hi","hi","NUP107",0.0755473923845434,0.0138471995460786,1.85863804931872
"female","pituitary","lo_hi","hi","TBC1D9",0.0755405463301794,0.00890171949731732,2.05052609492056
"female","pituitary","lo_hi","hi","UBA2",0.0755367131696087,0.00809008541057322,2.09204689332656
"female","pituitary","lo_hi","hi","LMO7",0.0754734553897339,0.0830225840944306,1.08080375324506
"female","pituitary","lo_hi","hi","C6ORF211",0.0751716543671133,0.0302123930293577,1.51981487425386
"female","pituitary","lo_hi","hi","RP2",0.0751144864411437,0.0530943360060249,1.27495180608481
"female","pituitary","lo_hi","hi","DOPEY1",0.0750193744671895,0.0871523874712433,1.0597207112346
"female","pituitary","lo_hi","hi","PMPCB",0.0749202050770475,0.0271733495569969,1.56585682442865
"female","pituitary","lo_hi","hi","MON2",0.0748341778556137,0.0201043591988968,1.69670976492955
"female","pituitary","lo_hi","hi","ATG4C",0.0748157305386997,0.0517544815470502,1.28605203762208
"female","pituitary","lo_hi","hi","SELT",0.0744650360663422,0.0589928325212613,1.22920075082491
"female","pituitary","lo_hi","hi","TRAPPC11",0.0741736657682275,0.0264436437654285,1.57767870205376
"female","pituitary","lo_hi","hi","LOC107054305",0.0740549758058714,0.0260593927115086,1.58403570931084
"female","pituitary","lo_hi","hi","USE1",0.0739921772516519,0.0723093060138477,1.14080580657292
"female","pituitary","lo_hi","hi","DCAF4",0.0739130112806527,0.0378752439189011,1.42164456159745
"female","pituitary","lo_hi","hi","USP42",0.0738251939821154,0.0620608587649439,1.2071822191757
"female","pituitary","lo_hi","hi","RABGGTB",0.0738119825525049,0.0882231736720003,1.05441732330386
"female","pituitary","lo_hi","hi","UBE2D2",0.0737539775521169,0.013690400201301,1.86358385627242
"female","pituitary","lo_hi","hi","TMCO1",0.0737405006541016,0.0807150979437616,1.09304522190273
"female","pituitary","lo_hi","hi","TWF1",0.0737260810502449,0.0807150979437616,1.09304522190273
"female","pituitary","lo_hi","hi","ISOC1",0.0737043181400397,0.0842124941360279,1.07462346988051
"female","pituitary","lo_hi","hi","RNF38",0.0735673082587387,0.071965996315183,1.14287265774865
"female","pituitary","lo_hi","hi","RECK",0.0734814070442875,0.0894675002936326,1.04833469659933
"female","pituitary","lo_hi","hi","RBM26",0.0733070808804628,0.0139770299674908,1.8545851036808
"female","pituitary","lo_hi","hi","DHX36",0.0732741559319727,0.0189143056105984,1.72320959806783
"female","pituitary","lo_hi","hi","TTLL1",0.0731245570857684,0.0256546171658564,1.59083446177245
"female","pituitary","lo_hi","hi","VAPB",0.0730874725517023,0.0623207689342948,1.20536719683323
"female","pituitary","lo_hi","hi","C6H10ORF137",0.0730207135705046,0.0456783017079728,1.34029005127199
"female","pituitary","lo_hi","hi","RBM5",0.0728628784439195,0.014511138823945,1.83829850310001
"female","pituitary","lo_hi","hi","TUBGCP6",0.0728589961860329,0.0292367361994769,1.53407111084112
"female","pituitary","lo_hi","hi","IKZF5",0.0727918306095053,0.0539627077999507,1.2679062659484
"female","pituitary","lo_hi","hi","SLC25A36",0.0727012043771766,0.0511044564646467,1.29154122640902
"female","pituitary","lo_hi","hi","POLR1B",0.0726887274319242,0.00470807707384246,2.32715643612799
"female","pituitary","lo_hi","hi","ATP6V1A",0.0726180241280344,0.00353670634027806,2.45140099901798
"female","pituitary","lo_hi","hi","SNU13",0.0725200869474911,0.0125324372780409,1.90196446025322
"female","pituitary","lo_hi","hi","REPS1",0.0722247218700518,0.0311541635226222,1.50648390489345
"female","pituitary","lo_hi","hi","GPR89B",0.0721730357942701,0.0524137479627447,1.28055478398487
"female","pituitary","lo_hi","hi","UBLCP1",0.0721629338123065,0.0547745373899332,1.26142128167867
"female","pituitary","lo_hi","hi","SGMS1",0.0721201526311469,0.0248400649773045,1.60484727245488
"female","pituitary","lo_hi","hi","DDX1",0.0721168025975591,0.0103437050036446,1.98532387377308
"female","pituitary","lo_hi","hi","SALL4",0.0720990178699867,0.0369406544483844,1.43249541477546
"female","pituitary","lo_hi","hi","LARP6",0.0719952936258838,0.0773348970928185,1.11162448803675
"female","pituitary","lo_hi","hi","CTR9",0.0719624302645181,0.00931881104828959,2.03063949409511
"female","pituitary","lo_hi","hi","RNPC3",0.071653072652983,0.0747406093406515,1.12644336578256
"female","pituitary","lo_hi","hi","NUDT14",0.0715124611810066,0.0999432127388348,1.00024669399368
"female","pituitary","lo_hi","hi","SRSF11",0.0714547357967285,0.00947133032468411,2.0235890165519
"female","pituitary","lo_hi","hi","TIPRL",0.0714431651289079,0.00359527469168723,2.44426792238082
"female","pituitary","lo_hi","hi","HSD17B4",0.071356442894144,0.0854071611047139,1.06850571364501
"female","pituitary","lo_hi","hi","HIBCH",0.0711966081125297,0.0111375208435968,1.95321147018285
"female","pituitary","lo_hi","hi","RP11-295P9.13",0.071138494542299,0.0673432844372056,1.17170570621093
"female","pituitary","lo_hi","hi","PDCD11",0.0711231590147704,0.0333310735636884,1.47715069788231
"female","pituitary","lo_hi","hi","SMCHD1",0.0710658129917985,0.0620696132355306,1.20712096075603
"female","pituitary","lo_hi","hi","SNX25",0.0709175083020444,0.0655021549243285,1.18374441212501
"female","pituitary","lo_hi","hi","ODF2",0.0708158715878432,0.0271411574882377,1.56637163493585
"female","pituitary","lo_hi","hi","SAFB",0.0707973248101584,0.049001484844208,1.30979075976994
"female","pituitary","lo_hi","hi","STIM2",0.070622675436126,0.0619817230709443,1.20773635468916
"female","pituitary","lo_hi","hi","ZFR",0.070475313877933,0.0217165015155164,1.66321013741116
"female","pituitary","lo_hi","hi","MST4",0.070472503011093,0.0140938548518723,1.85097020547644
"female","pituitary","lo_hi","hi","LOC420849",0.0703083771343573,0.0333310735636884,1.47715069788231
"female","pituitary","lo_hi","hi","KIF16B",0.0702402405659504,0.0708307656868984,1.14977806341413
"female","pituitary","lo_hi","hi","RBM17",0.0702288313183186,0.03553651973017,1.44932510708763
"female","pituitary","lo_hi","hi","PSMC6",0.0701433673928479,0.0848656679957,1.07126796600503
"female","pituitary","lo_hi","hi","BRF1",0.0701332008090986,0.0566477418288338,1.24681739790692
"female","pituitary","lo_hi","hi","CCDC53",0.0701311784856996,0.0840267748022004,1.07558230565216
"female","pituitary","lo_hi","hi","OTUD4",0.07007604198186,0.0640371559985204,1.19356796409777
"female","pituitary","lo_hi","hi","CAPRIN1",0.0700067868863856,0.00153789607593989,2.81307301119959
"female","pituitary","lo_hi","hi","PPP4R2",0.0699780775032313,0.0243210710929367,1.61401730277476
"female","pituitary","lo_hi","hi","RALGAPA2",0.0698815315468811,0.0451438265640575,1.34540163123034
"female","pituitary","lo_hi","hi","TRPM7",0.0698589724842993,0.0226023658270364,1.64584610015119
"female","pituitary","lo_hi","hi","SUPT20H",0.0697981821573828,0.0396199450906331,1.40208613068671
"female","pituitary","lo_hi","hi","LAP3",0.06969492098545,0.044515432189119,1.35148940581163
"female","pituitary","lo_hi","hi","CKAP5",0.0696895790729509,0.0450732906263461,1.34608073461382
"female","pituitary","lo_hi","hi","FAN1",0.0696352839452371,0.0445246472310707,1.35139951276772
"female","pituitary","lo_hi","hi","OGT",0.0694505439591553,0.0248437086848629,1.60478357189543
"female","pituitary","lo_hi","hi","MYO5A",0.069443517065178,0.0702198166813505,1.15354030865566
"female","pituitary","lo_hi","hi","MTMR1",0.0693845232047975,0.000549079303087216,3.26036492621308
"female","pituitary","lo_hi","hi","TAF2",0.0692401470090816,0.0438388567304354,1.35814078030237
"female","pituitary","lo_hi","hi","FBXO33",0.0691340532874651,0.0450732906263461,1.34608073461382
"female","pituitary","lo_hi","hi","NVL",0.0691305281686788,0.0333310735636884,1.47715069788231
"female","pituitary","lo_hi","hi","SCAPER",0.069126453685252,0.00913095104737343,2.03948398554177
"female","pituitary","lo_hi","hi","DCUN1D1",0.0689527868357771,0.0320901767707805,1.49362789055912
"female","pituitary","lo_hi","hi","WARS",0.068889008710075,0.0404528985586352,1.39305035457283
"female","pituitary","lo_hi","hi","ZBTB14",0.068827287431978,0.0669237691583362,1.17441960747997
"female","pituitary","lo_hi","hi","EIF4H",0.0684929633710541,0.0102846080578694,1.98781225443576
"female","pituitary","lo_hi","hi","SEC62",0.068232836394975,0.0815477079965772,1.08858824085825
"female","pituitary","lo_hi","hi","ZRSR2",0.0681603793027896,0.0450732906263461,1.34608073461382
"female","pituitary","lo_hi","hi","TRIP12",0.0681419652998718,0.0213136948974752,1.671341255378
"female","pituitary","lo_hi","hi","ARFIP1",0.068081882657711,0.0582243919774543,1.23489503799663
"female","pituitary","lo_hi","hi","SLK",0.068070123308074,0.0196514619474284,1.70660513525886
"female","pituitary","lo_hi","hi","DROSHA",0.0679747754454853,0.0649720594591526,1.18727336691833
"female","pituitary","lo_hi","hi","RIC1",0.0679506523195561,0.0491960243325424,1.30806999235872
"female","pituitary","lo_hi","hi","AQR",0.0677734458578637,0.0415534333903618,1.38139308641935
"female","pituitary","lo_hi","hi","ZDHHC6",0.0677538046895919,0.0435442266365349,1.36106941829367
"female","pituitary","lo_hi","hi","API5",0.0676629178089566,0.0109450203143429,1.96078342802946
"female","pituitary","lo_hi","hi","GMFB",0.0673983227053032,0.0215937604371425,1.66567172103347
"female","pituitary","lo_hi","hi","CREB3L2",0.0673683095310308,0.0999432127388348,1.00024669399368
