"net$unmergedColors","entrezid","row.names","Name","geneid"
"red","NP_990647.1",396255,"CALB2",396255
"red","NP_990411.1",395963,"CAPN2",395963
"red","XP_015133000.1",426055,"CAPSL",426055
"red","XP_003643080.1",427256,"CARNMT1",427256
"red","XP_015147602.1",415575,"CASC4",415575
"red","NP_001131122.1",427121,"CAST",427121
"red","NP_001099134.1",373996,"CAV1",373996
"red","XP_424893.3",427313,"CCDC125",427313
"red","XP_004942755.1",770766,"CCDC141",770766
"red","XP_003643043.2",427242,"CCDC171",427242
"red","XP_015146123.1",424497,"CCDC18",424497
"red","XP_414586.1",416268,"CCDC69",416268
"red","XP_015128168.1",107049316,"CCL28",107049316
"red","NP_001161216.1",396508,"CCL5",396508
"red","XP_004938804.1",418901,"CCNA1",418901
"red","NP_001004369.1",415400,"CCNB2",415400
"red","XP_424908.2",427328,"CCNH",427328
"red","XP_419879.4",421862,"CD109",421862
"red","XP_015135627.1",427224,"CD274",427224
"red","NP_001025902.1",417730,"CD36",417730
"red","XP_015148650.1",395362,"CD4",395362
"red","NP_989996.1",395385,"CD40",395385
"red","NP_001006328.2",419940,"CD79B",419940
"red","NP_001032928.1",427944,"CD86",427944
"red","XP_004949292.1",427473,"CDC14B",427473
"red","XP_015135675.1",426535,"CDC37L1",426535
"red","NP_001289046.1",768825,"CDC42SE2",768825
"red","XP_015147997.1",427553,"CDH8",427553
"red","XP_001233370.2",770055,"CDHR5",770055
"red","XP_001234587.2",771294,"CDK7",771294
"red","XP_424964.2",427391,"CDO1",427391
"red","XP_004937135.1",426889,"CELF4",426889
"red","XP_015155216.1",425867,"CELF5",425867
"red","XP_015136305.1",426802,"CEP120",426802
"red","XP_015135847.1",431612,"CEP78",431612
"red","NP_990154.1",395623,"CER1",395623
"red","XP_424696.2",427104,"CETN3",427104
"red","NP_001029986.2",415645,"CETP",415645
"red","NP_001264283.1",423788,"CH25H",423788
"red","NP_989502.1",373985,"CHRDL1",373985
"red","NP_989746.1",386577,"CHRNA5",386577
"red","XP_413749.1",415363,"CIB2",415363
"red","NP_001289047.1",768830,"CKS2",768830
"red","XP_015129218.1",101749507,"CLDN34",101749507
"red","XP_015150059.1",416632,"CLEC16A",416632
"red","NP_001034402.1",427284,"CLTA",427284
"red","XP_424765.4",427177,"CMYA5",427177
"red","XP_015135701.1",769413,"CNTLN",769413
"red","XP_428089.4",430532,"CNTNAP4",430532
"red","XP_015145306.1",424231,"CNTNAP5",424231
"red","XP_015146330.1",424526,"COL24A1",424526
"red","XP_004937404.1",427209,"COL4A3BP",427209
"red","NP_990121.2",395568,"COL5A1",395568
"red","XP_015136104.1",427388,"COMMD10",427388
"red","XP_015142468.1",416685,"COPG2",416685
"red","XP_429181.4",431629,"COX7C",431629
"red","XP_015155654.1",420138,"CPAMD8",420138
"red","NP_989909.2",395266,"CPZ",395266
"red","XP_424990.1",427417,"CREB3",427417
"red","NP_989652.1",374218,"CRHR1",374218
"red","XP_003642939.2",100858730,"CRLF1",100858730
"red","XP_015154359.1",100499189,"CSF1",100499189
"red","XP_015155357.1",100857862,"CSNK1G2",100857862
"red","XP_416493.4",418268,"CSTA",418268
"red","XP_001233375.2",770061,"CTC-487M23.8",770061
"red","XP_001233411.3",415607,"CTC-554D6.1",415607
"red","XP_003643143.3",100858213,"CTD-2287O16.3",100858213
"red","XP_418373.4",420262,"CTHRC1",420262
"red","XP_424748.2",427159,"CWC27",427159
"red","XP_415743.1",417495,"CYB5D2",417495
"red","XP_015141554.1",428809,"CYP26B1",428809
"red","XP_004949097.1",416381,"CZH18ORF25",416381
"red","XP_004937275.1",427193,"CZH5ORF28",427193
"red","XP_015133043.1",427194,"CZH5ORF34",427194
"red","XP_015133013.1",427440,"CZH5ORF42",427440
"red","XP_424778.2",427191,"CZH5ORF51",427191
"red","XP_015136016.1",427125,"CZH5ORF63",427125
"red","XP_015135866.1",427467,"CZH9ORF3",427467
"red","XP_004949223.1",768494,"CZH9ORF40",768494
"red","XP_001231514.2",427457,"CZH9ORF64",427457
"red","XP_015136119.1",101747858,"CZH9ORF84",101747858
"red","XP_015139850.1",421561,"DACT2",421561
"red","XP_015135806.1",431670,"DAPK1",431670
"red","XP_004943781.2",100857587,"DAPK2",100857587
"red","XP_422608.4",424790,"DAW1",424790
"red","XP_424415.3",426804,"DCAF10",426804
"red","XP_015132815.1",427396,"DCAF12",427396
"red","XP_004949329.1",769972,"DCP2",769972
"red","NP_001026616.1",427404,"DCTN3",427404
"red","XP_004949183.1",427236,"DENND4C",427236
"red","XP_417610.1",419451,"DFFA",419451
"red","XP_424953.3",427381,"DGKQ",427381
"red","NP_001026459.1",424661,"DHCR24",424661
"red","NP_001186419.1",422982,"DHCR7",422982
"red","NP_001006584.2",427317,"DHFR",427317
"red","NP_001264839.1",419480,"DHRS3",419480
"red","XP_015133056.1",427136,"DHX29",427136
"red","XP_003641552.2",768812,"DHX32",768812
"red","XP_424746.3",427157,"DIMT1",427157
"red","XP_003641003.3",100859633,"DISC1",100859633
"red","XP_003643002.1",416370,"DMGDH",416370
"red","XP_015146712.1",107054041,"DMRTA2",107054041
"red","XP_015136164.1",427385,"DMXL1",427385
"red","NP_001012963.1",427376,"DNAJA1",427376
"red","XP_015132945.1",427409,"DNAJB5",427409
"red","XP_425006.2",427434,"DNAJC21",427434
"red","XP_003643130.1",431639,"DNAJC25",431639
"red","NP_001186610.1",423246,"DNAL1",423246
"red","XP_417678.2",419527,"DOCK5",419527
"red","XP_015135634.1",427348,"DOCK8",427348
"red","XP_004936253.2",422875,"DOK7",422875
"red","NP_001138320.1",427633,"DRD1",427633
"red","XP_015141174.1",100858463,"DTHD1",100858463
"red","XP_015140722.1",421992,"DTNB",421992
"red","NP_001026613.1",427386,"DTWD2",427386
"red","XP_004938375.1",418444,"DUSP27",418444
"red","XP_015141736.1",422978,"E2F8",422978
"red","XP_414315.2",415972,"EFCC1",415972
"red","XP_426097.3",428543,"EFEMP1",428543
"red","XP_004949594.1",770158,"ELAVL2",770158
"red","XP_004949598.1",770158,"ELAVL2",770158
"red","NP_989888.1",395242,"EMB",395242
"red","XP_015139092.1",374180,"ENAH",374180
"red","XP_004939476.1",428443,"EOMES",428443
"red","XP_413976.3",415608,"EPB41L4A",415608
"red","XP_004949102.1",416379,"EPG5",416379
"red","XP_015132302.1",395559,"EPHA4",395559
"red","XP_004938021.1",418174,"EPS8",418174
"red","XP_001232418.2",427122,"ERAP1",427122
"red","XP_015133095.1",431583,"ERBB2IP",431583
"red","XP_420137.3",422135,"ERCC6L",422135
"red","XP_425043.4",427469,"ERCC6L2",427469
"red","XP_424742.1",427153,"ERCC8",427153
"red","XP_004940017.1",101749535,"ERICH5",101749535
"red","XP_424271.3",426644,"ERMP1",426644
"red","XP_001231246.1",768449,"F2RL2",768449
"red","XP_015149136.1",416154,"FABP6",416154
"red","XP_004941841.1",423341,"FAM161B",423341
"red","XP_429149.3",431595,"FAM169A",431595
"red","NP_001006574.1",427109,"FAM172A",427109
"red","XP_003643106.1",427273,"FAM174A",427273
"red","XP_001233857.1",771980,"FAM78A",771980
"red","XP_015131580.1",421946,"FAM84A",421946
"red","NP_001025726.1",415571,"FAM96A",415571
"red","NP_001264977.1",395218,"FBP1",395218
"red","XP_413983.3",415615,"FBXL17",415615
"red","XP_429141.3",431586,"FBXO4",431586
"red","XP_001232744.3",769464,"FCHO2",769464
"red","XP_004949743.1",431262,"FEM1C",431262
"red","XP_413981.2",415614,"FER",415614
"red","NP_990027.1",395432,"FGF10",395432
"red","NP_989730.1",378917,"FGF9",378917
"red","XP_015141364.1",396515,"FGFR3",396515
"red","XP_003640516.2",769163,"FILIP1L",769163
"red","XP_004938300.1",769163,"FILIP1L",769163
"red","NP_989898.1",395254,"FKBP1B",395254
"red","NP_001005431.1",421186,"FKBP5",421186
"red","XP_004949412.2",427303,"FKTN",427303
"red","XP_015139799.1",421589,"FNDC1",421589
"red","NP_001182532.1",427233,"FOCAD",427233
"red","XP_004949158.2",427355,"FREM1",427355
"red","XP_003643031.2",425372,"FREM3",425372
"red","XP_003643086.1",427452,"FRMD3",427452
"red","XP_424884.2",427302,"FSD1L",427302
"red","XP_424827.3",427244,"FXN",427244
"red","NP_001026622.1",427448,"FYB",427448
"red","NP_001038131.1",429929,"GADD45B",429929
"red","XP_424873.4",427291,"GAK",427291
"red","NP_001264360.1",424854,"GAL3ST2",424854
"red","XP_429060.4",431509,"GALT",431509
"red","XP_004949280.1",770168,"GAS1",770168
"red","XP_003642968.1",100859407,"GBA2",100859407
"red","XP_003643070.1",427260,"GCNT1",427260
"red","XP_003643009.1",427207,"GCNT4",427207
"red","XP_015128059.1",107049246,"GDF11",107049246
"red","XP_424792.2",427205,"GFM2",427205
"red","NP_989690.1",378781,"GH",378781
"red","XP_425958.3",428397,"GHRH-LR",428397
"red","XP_015148527.1",408185,"GHRL",408185
"red","XP_004949361.1",101750732,"GIN1",101750732
"red","XP_015150653.1",427790,"GINS3",427790
"red","XP_015135548.1",374222,"GLDC",374222
"red","NP_001156720.1",427787,"GLP2R",427787
"red","XP_004950876.1",426010,"GMIP",426010
"red","NP_001026598.1",427262,"GNAQ",427262
"red","NP_001026603.2",427285,"GNE",427285
"red","NP_001191934.1",769603,"GNG10",769603
"red","NP_001254748.1",771014,"GNG13",771014
"red","XP_424995.3",427422,"GOLPH3",427422
"red","XP_015145680.1",424321,"GPD2",424321
"red","NP_001073574.1",424282,"GPR39",424282
"red","XP_423834.1",426170,"GPX8",426170
"red","XP_001234082.2",770756,"GRAP2",770756
"red","XP_004948652.1",426597,"GRB7",426597
"red","XP_001232182.3",769001,"GRIN3A",769001
"red","XP_015140963.1",770624,"GRXCR1",770624
"red","XP_003643123.1",100858972,"GTF2H2",100858972
"red","XP_001233954.1",771678,"GUCY1A2",771678
"red","NP_990036.1",395444,"HABP4",395444
"red","NP_001186371.2",416728,"HAO1",416728
"red","NP_001025796.1",416380,"HAUS1",416380
"red","NP_001026592.1",427238,"HAUS6",427238
"red","XP_015138688.1",426867,"HCLS1",426867
"red","XP_429145.3",431590,"HCN1",431590
"red","XP_414700.4",416385,"HDHD2",416385
"red","XP_015138606.1",101749300,"HHLA1",101749300
"red","NP_990020.1",395424,"HINT1",395424
"red","XP_015132976.1",100859112,"HINT2",100859112
"red","XP_015146072.1",429823,"HMCN1",429823
"red","XP_015143431.1",418059,"HMGXB4",418059
"red","XP_003643054.2",427458,"HNRNPK",427458
"red","XP_003643087.2",427297,"HOOK3",427297
"red","XP_004934519.1",417012,"HORMAD2",417012
"red","XP_004945696.1",416907,"HPS4",416907
"red","XP_015130260.1",428025,"HS6ST3",428025
"red","NP_990274.1",395785,"HSD17B4",395785
"red","XP_003643140.1",100858057,"HSDL2",100858057
"red","XP_015139110.1",396188,"HSP90AB1",396188
"red","XP_015140193.1",771973,"HTR1E",771973
"red","XP_425027.2",427453,"IDNK",427453
"red","NP_001026604.1",427294,"IDUA",427294
"red","NP_001289095.1",101749130,"IER3IP1",101749130
"red","XP_015153128.1",403121,"IFI27L2",403121
"red","XP_004941502.1",771148,"IFITM10",771148
"red","XP_003643118.1",427367,"IFT74",427367
"red","XP_015153711.1",418451,"IGSF3",418451
"red","XP_001231708.2",427375,"IKBKAP",427375
"red","NP_998753.1",407090,"IL12A",407090
"red","NP_001041543.1",422219,"IL13RA2",422219
"red","XP_015129182.1",769256,"IL17REL",769256
"red","XP_419723.1",421686,"IL20RA",421686
"red","XP_004937302.1",427140,"IL31RA",427140
"red","NP_990202.1",395684,"IL6ST",395684
"red","NP_001073575.1",426054,"IL7R",426054
"red","XP_015136092.1",427331,"INIP",427331
"red","XP_015144391.1",423932,"INPP5F",423932
"red","XP_015132812.1",427211,"IQGAP2",427211
"red","NP_990747.1",396385,"IRF8",396385
"red","NP_001258865.1",427463,"ISCA1",427463
"red","XP_413969.2",415601,"ISOC1",415601
"red","NP_990400.1",395951,"ITGA1",395951
"red","NP_990770.1",396420,"ITGAV",396420
"red","XP_004942881.1",424191,"ITGB6",424191
"red","XP_416966.3",418769,"ITGBL1",418769
"red","XP_426548.3",428991,"JAKMIP3",428991
"red","XP_003642959.1",427182,"JMY",427182
"red","XP_414699.3",416384,"KATNAL2",416384
"red","XP_003640873.2",431181,"KCNB2",431181
"red","XP_425664.1",428105,"KCNE3",428105
"red","XP_004941911.1",428902,"KCNK10",428902
"red","NP_990129.1",395579,"KCNN2",395579
"red","XP_426201.2",428643,"KHDRBS2",428643
"red","XP_015135584.1",427350,"KIAA0020",427350
"red","XP_015136032.1",427110,"KIAA0825",427110
"red","XP_004940901.1",422374,"KIAA1210",422374
"red","XP_015132784.1",426890,"KIAA1328",426890
"red","NP_001073206.1",768701,"KIAA1671",768701
"red","XP_015135673.1",427227,"KIAA2026",427227
"red","XP_015147593.1",415567,"KIF23",415567
"red","XP_015147597.1",415567,"KIF23",415567
"red","XP_424972.3",427398,"KIF24",427398
"red","XP_003643076.2",427456,"KIF27",427456
"red","XP_015132792.1",427156,"KIF2A",427156
"red","XP_003643067.1",770238,"KLF9",770238
"red","NP_001264227.1",420033,"KLHL10",420033
"red","XP_015140159.1",421801,"KLHL32",421801
"red","NP_001001311.2",408039,"KRT14",408039
"red","NP_001008440.1",418852,"LCP1",418852
"red","XP_414683.1",416369,"LHFPL2",416369
"red","NP_989906.1",395262,"LIFR",395262
"red","XP_418800.5",420701,"LIMD1",420701
"red","XP_015132832.1",429640,"LMBRD2",429640
"red","NP_990617.1",396223,"LMNB1",396223
"red","XP_424862.3",427279,"LNPEP",427279
"red","XP_003644056.2",100857424,"LOC100857424",100857424
"red","XP_015132556.1",100857983,"LOC100857983",100857983
"red","XP_004937180.1",100858799,"LOC100858799",100858799
"red","XP_004937184.1",100858799,"LOC100858799",100858799
"red","XP_015132968.1",100858919,"LOC100858919",100858919
"red","XP_015129173.1",100859097,"LOC100859097",100859097
"red","XP_003642965.2",100859284,"LOC100859284",100859284
"red","XP_003643128.1",100859442,"LOC100859442",100859442
"red","XP_015147759.1",100859846,"LOC100859846",100859846
"red","NP_001074972.1",427183,"LOC101747901",427183
"red","XP_004949357.1",427276,"LOC101747901",427276
"red","XP_015132935.1",427403,"LOC101747901",427403
"red","XP_015135953.1",427276,"LOC101747901",427276
"red","XP_004949388.1",101748283,"LOC101748283",101748283
"red","XP_003643023.2",427428,"LOC101748375",427428
"red","XP_004941963.1",101749230,"LOC101749230",101749230
"red","XP_015152268.1",101749307,"LOC101749307",101749307
"red","NP_990000.1",395389,"LOC101749492",395389
"red","XP_015155850.1",101749643,"LOC101749643",101749643
"red","XP_004937193.1",101750393,"LOC101750393",101750393
"red","XP_015153980.1",101750588,"LOC101750588",101750588
"red","XP_015154978.1",101752206,"LOC101752206",101752206
"red","XP_001231707.2",107049015,"LOC107049015",107049015
"red","XP_015154501.1",107049139,"LOC107049139",107049139
"red","XP_015128166.1",107049315,"LOC107049315",107049315
"red","XP_015128188.1",107049322,"LOC107049322",107049322
"red","XP_015128190.1",107049324,"LOC107049324",107049324
"red","XP_015128219.1",107049346,"LOC107049346",107049346
"red","XP_015128794.1",107049579,"LOC107049579",107049579
"red","XP_015128890.1",107049660,"LOC107049660",107049660
"red","XP_015128922.1",107049683,"LOC107049683",107049683
"red","XP_015129144.1",107049863,"LOC107049863",107049863
"red","XP_015129597.1",107050350,"LOC107050350",107050350
"red","XP_015129870.1",107050679,"LOC107050679",107050679
"red","XP_015135868.1",107052324,"LOC107052324",107052324
"red","XP_015136174.1",107052389,"LOC107052389",107052389
"red","XP_015139852.1",107053040,"LOC107053040",107053040
"red","XP_015147665.1",107054221,"LOC107054221",107054221
"red","XP_015153826.1",107055086,"LOC107055086",107055086
"red","XP_015156892.1",107056375,"LOC107056375",107056375
"red","XP_015156907.1",107056388,"LOC107056388",107056388
"red","XP_015157005.1",107056486,"LOC107056486",107056486
"red","XP_015157100.1",107056589,"LOC107056589",107056589
"red","XP_015157140.1",107056634,"LOC107056634",107056634
"red","XP_015157288.1",107056811,"LOC107056811",107056811
"red","XP_015157662.1",107057152,"LOC107057152",107057152
"red","XP_015148745.1",416086,"LOC416086",416086
"red","XP_015148692.1",416106,"LOC416106",416106
"red","XP_015151481.1",417507,"LOC417507",417507
"red","XP_416629.1",418414,"LOC418414",418414
"red","XP_429641.3",419250,"LOC419250",419250
"red","XP_004935064.1",419888,"LOC419888",419888
"red","NP_001264339.1",420209,"LOC420209",420209
"red","XP_015137153.1",420748,"LOC420748",420748
"red","XP_423220.3",425462,"LOC425462",425462
"red","XP_015155945.1",427010,"LOC427010",427010
"red","XP_015132931.1",427400,"LOC427400",427400
"red","XP_003642372.2",427799,"LOC427799",427799
"red","XP_015136296.1",768709,"LOC768709",768709
"red","XP_001234388.2",772269,"LOC772269",772269
"red","NP_001108554.1",427339,"LPAR1",427339
"red","XP_015149239.1",418279,"LPAR5",418279
"red","XP_015135900.1",396219,"LPL",396219
"red","XP_420371.2",422403,"LRAT",422403
"red","XP_004949635.1",101752041,"LRRC19",101752041
"red","XP_004936611.1",424469,"LRRC39",424469
"red","XP_001232011.1",107049022,"LRRC70",107049022
"red","XP_015133084.1",769679,"LRRC70",769679
"red","NP_001091008.1",771599,"LRRN1",771599
"red","NP_001131123.1",776864,"LSM12",776864
"red","XP_015138150.1",421127,"LYN",421127
"red","XP_001231596.1",768932,"LYRM7",768932
"red","XP_004949312.1",768932,"LYRM7",768932
"red","NP_001026585.1",427106,"LYSMD3",427106
"red","NP_001186516.1",423038,"LYVE1",423038
"red","XP_004949904.1",425987,"M1AP",425987
"red","XP_419549.2",421504,"MAP1LC3C",421504
"red","XP_015133061.1",427144,"MAP3K1",427144
"red","XP_003640537.1",418609,"MAP3K15",418609
"red","XP_015139587.1",421689,"MAP7",421689
"red","XP_001232135.3",768965,"MARCH3",768965
"red","XP_424965.4",427393,"MARVELD2",427393
"red","XP_015133106.1",427169,"MAST4",427169
"red","XP_001232095.1",769076,"MATK",769076
"red","XP_004949333.1",415603,"MCC",415603
"red","XP_015136173.1",427395,"MCCC2",427395
"red","NP_001244212.1",395674,"MCL1",395674
"red","NP_001280098.1",421314,"MCM8",421314
"red","XP_003643008.1",100857707,"MED18",100857707
"red","XP_424719.3",427126,"MEGF10",427126
"red","XP_015133525.1",395589,"MEIS1",395589
"red","XP_015133527.1",395589,"MEIS1",395589
"red","NP_001026680.1",428391,"MELK",428391
"red","XP_015136200.1",427322,"Metazoa_SRP",427322
"red","XP_004935847.1",428656,"MFSD2B",428656
"red","XP_001232999.2",769710,"MFSD7",769710
"red","XP_015141797.1",418164,"MICAL3",418164
"red","NP_001038142.1",693254,"MIS12",693254
"red","XP_414310.2",415966,"MKRN2OS",415966
"red","XP_424818.4",427234,"MLLT3",427234
"red","XP_001231385.1",427199,"MOCS2",427199
"red","XP_015135602.1",427360,"MPDZ",427360
"red","XP_001232123.1",769700,"MRPL17",769700
"red","NP_001006583.1",427307,"MRPL50",427307
"red","XP_424803.1",427216,"MRPS27",427216
"red","XP_003643127.2",427318,"MSH3",427318
"red","XP_015134133.1",422387,"MTMR1",422387
"red","XP_424996.3",427423,"MTMR12",427423
"red","XP_015134175.1",418923,"MTUS2",418923
"red","XP_015132803.1",427176,"MTX3",427176
"red","XP_015145458.1",100859223,"MUC13",100859223
"red","XP_015145279.1",396445,"MYLK",396445
"red","XP_424992.5",427419,"MYO3AL",427419
"red","XP_015132672.1",424751,"MYO7B",424751
"red","XP_015144339.1",423805,"MYOF",423805
"red","NP_001026623.2",427461,"NAA35",427461
"red","NP_001007976.1",427283,"NANS",427283
"red","XP_015135883.1",373906,"NARS",373906
"red","XP_015137356.1",417869,"NAV3",417869
"red","NP_001026611.1",427379,"NCBP1",427379
"red","NP_006922.1",807638,"ND3",807638
"red","NP_001186159.1",769549,"NDUFAF2",769549
"red","XP_015133051.1",374122,"NDUFS4",374122
"red","XP_015136764.1",395148,"NEBL",395148
"red","XP_004944245.2",415743,"NETO2",415743
"red","XP_015135563.1",396209,"NFIB",396209
"red","NP_001280037.1",396466,"NGF",396466
"red","NP_001239059.1",768482,"NIM1K",768482
"red","XP_015140978.1",428783,"NIPAL1",428783
"red","XP_424882.1",427300,"NIPSNAP3A",427300
"red","XP_428808.2",431254,"NKX6-3",431254
"red","XP_004949224.2",427257,"NMRK1",427257
"red","NP_001034693.1",427689,"NOG2",427689
"red","XP_004937143.1",100858366,"NOL6",100858366
"red","XP_015150839.1",417385,"NOTUM",417385
"red","XP_003642533.1",771598,"NPBWR2",771598
"red","XP_015135073.1",770620,"NPDC1",770620
"red","NP_001029997.2",428759,"NPFFR2",428759
"red","NP_989924.1",395285,"NR0B1",395285
"red","XP_015135738.1",396157,"NTRK2",396157
"red","NP_990500.1",396081,"NTRK3",396081
"red","XP_001231287.1",768471,"NUDT12",768471
"red","XP_015132932.1",427399,"NUDT2",427399
"red","XP_004937254.1",427443,"NUP155",427443
"red","XP_015141164.1",428789,"NWD2",428789
"red","XP_003643062.1",426175,"NXNL2",426175
"red","XP_015137377.1",420582,"NXPH1",420582
"red","XP_003643608.3",100858743,"NXPH4",100858743
"red","XP_015136599.1",420395,"OBSCN",420395
"red","NP_990821.1",396486,"OPN1MSW",396486
"red","NP_001026597.2",427258,"OSTF1",427258
"red","XP_015138776.1",772154,"OTOGL",772154
"red","NP_001006578.2",427190,"OXCT1",427190
"red","NP_001268672.1",427195,"PAIP1",427195
"red","XP_004937381.1",427178,"PAPD4",427178
"red","XP_015145435.1",424266,"PARP14",424266
"red","XP_424786.3",427198,"PARP8",427198
"red","NP_001104599.1",497222,"PCDHA12",497222
"red","XP_015135968.1",427287,"PCGF3",427287
"red","XP_015140894.1",395204,"PCM1",395204
"red","XP_424841.4",395456,"PCSK5",395456
"red","XP_015147620.1",395454,"PCSK6",395454
"red","XP_420631.3",422677,"PDE5A",422677
"red","XP_015135977.1",395092,"PDE6B",395092
"red","XP_004943872.1",415455,"PDE8A",415455
"red","XP_004937386.1",427645,"PDE8B",427645
"red","XP_004936056.1",769077,"PDGFRL",769077
"red","NP_990170.1",395643,"PDLIM4",395643
"red","XP_015131800.1",422699,"PDLIM5",422699
"red","NP_001026763.1",430689,"PELO",430689
"red","XP_424802.3",427215,"PGM5",427215
"red","NP_001258868.1",772196,"PGRMC1",772196
"red","NP_001006575.1",427124,"PHAX",427124
"red","NP_001186524.1",423088,"PHLDA2",423088
"red","XP_015154623.1",419818,"PI16",419818
"red","NP_001025797.1",416383,"PIAS2",416383
"red","XP_015132767.1",416383,"PIAS2",416383
"red","XP_424872.3",427290,"PIGG",427290
"red","XP_015128177.1",101748924,"PIGO",101748924
"red","XP_416412.4",418181,"PIK3C2G",418181
"red","XP_004949107.1",100857877,"PIK3C3",100857877
"red","XP_004937369.1",427171,"PIK3R1",427171
"red","XP_001233341.3",771142,"PIK3R2",771142
"red","XP_015135767.1",427243,"PIP5K1B",427243
"red","XP_004949349.1",415612,"PJA2",415612
"red","NP_001171686.1",416425,"PLA2G10",416425
"red","XP_015142594.1",428871,"PLA2G4F",428871
"red","XP_424941.2",427365,"PLAA",427365
"red","XP_015147302.1",425030,"PLCH1",425030
"red","XP_015152567.1",428180,"PLCH2",428180
"red","XP_015142127.1",423069,"PLEKHA7",423069
"red","XP_015135580.1",427237,"PLIN2",427237
"red","XP_015132700.1",374003,"POLK",374003
"red","XP_424416.3",426805,"POLR1E",426805
"red","XP_424697.2",427105,"POLR3G",427105
"red","XP_004937297.1",427138,"PPAP2A",427138
"red","XP_001231333.3",768427,"PPIC",768427
"red","XP_015142630.1",423205,"PPP1R14D",423205
"red","XP_015155029.1",426639,"PPP1R1B",426639
