"gene","lfc","padj","logpadj","direction","tissue"
"ANGPTL4",1.62508838071838,0.0100617606793918,1.99732601665205,"m.inc.d8","pituitary"
"PAPLN",1.29559290480423,0.0551161926626475,1.25872079042395,"m.inc.d8","pituitary"
"GPRC6A",1.2044221683369,0.0185122308917443,1.73254124166884,"m.inc.d8","pituitary"
"SH2D5",1.12372774985271,0.00930184437358563,2.03143093081659,"m.inc.d8","pituitary"
"BRINP2",1.11758118860957,0.0100617606793918,1.99732601665205,"m.inc.d8","pituitary"
"PPP1R17",1.01423471889514,0.0906192682874535,1.04277944888829,"m.inc.d8","pituitary"
"LOC772096",0.952292055229628,0.0483312316583762,1.31577213729189,"m.inc.d8","pituitary"
"GRIN2C",0.945162992035023,0.0551161926626475,1.25872079042395,"m.inc.d8","pituitary"
"USP35",0.897322867831386,0.0993551108586742,1.00280978773252,"m.inc.d8","pituitary"
"ARHGEF33",0.767953031392401,0.0131364085320151,1.88152335379643,"m.inc.d8","pituitary"
"FADS6",0.75084707237212,0.0460698147899603,1.33658353369609,"m.inc.d8","pituitary"
"RPH3A",0.720454369281024,0.0724255853257427,1.14010798624898,"m.inc.d8","pituitary"
"STXBP6",0.71791474817498,0.0627667104869834,1.20227063150201,"m.inc.d8","pituitary"
"ZBTB16",0.702860475522819,0.0237154111068842,1.62496934244775,"m.inc.d8","pituitary"
"SSPO",0.687395147598146,0.0920238952440455,1.03609938759816,"m.inc.d8","pituitary"
"TPPP3",0.682087494334531,0.0765004989622676,1.11633573222086,"m.inc.d8","pituitary"
"FKBP5",0.670265862072787,0.00539629598950651,2.26790423707947,"m.inc.d8","pituitary"
"PPEF1",0.668472575193435,0.0993551108586742,1.00280978773252,"m.inc.d8","pituitary"
"TXNIP",0.626742842623641,0.0674640925986839,1.17092731658422,"m.inc.d8","pituitary"
"SEPT5",0.610375683562602,0.099868318265708,1.00057226337162,"m.inc.d8","pituitary"
"NDRG4",0.609418800753845,0.0693783131326224,1.15877626382085,"m.inc.d8","pituitary"
"L3HYPDH",0.602173903139704,0.0144926724655214,1.83885152274062,"m.inc.d8","pituitary"
"LOC422082",0.59948910467428,0.039501947010368,1.40338149791734,"m.inc.d8","pituitary"
"RP4-539M6.19",0.599435828256709,0.00930184437358563,2.03143093081659,"m.inc.d8","pituitary"
"NGB",0.598033778371427,0.0724255853257427,1.14010798624898,"m.inc.d8","pituitary"
"H2AFY2",0.559857995165675,0.0144926724655214,1.83885152274062,"m.inc.d8","pituitary"
"WDR90",0.532554764060628,0.049344571263616,1.30676062009551,"m.inc.d8","pituitary"
"NEIL1",0.53189191913354,0.0993551108586742,1.00280978773252,"m.inc.d8","pituitary"
"SCN9A",0.524027883726306,0.0741437251641708,1.12992559772915,"m.inc.d8","pituitary"
"APC2",0.520894972725366,0.0718014756105826,1.14386663036845,"m.inc.d8","pituitary"
"CFAP57",0.52025914672644,0.041966586000922,1.37709635938673,"m.inc.d8","pituitary"
"SLC6A1",0.511549966794186,0.00930184437358563,2.03143093081659,"m.inc.d8","pituitary"
"LYRM9",0.5046729165357,0.0669426283022356,1.1742972403686,"m.inc.d8","pituitary"
"CA8",0.498295182856963,0.0876735770239644,1.05713127415653,"m.inc.d8","pituitary"
"PCGF2",0.4684752285491,0.0602340491628305,1.22015794091435,"m.inc.d8","pituitary"
"GSTZ1",0.466840375763463,0.0250325838971761,1.60149431961402,"m.inc.d8","pituitary"
"LHFPL5",0.465825118324813,0.00194769614577605,2.71047879515029,"m.inc.d8","pituitary"
"JMJD7",0.450535276856566,0.0724255853257427,1.14010798624898,"m.inc.d8","pituitary"
"CDH3",0.449707217402377,0.0724255853257427,1.14010798624898,"m.inc.d8","pituitary"
"UNC5D",0.432876077478489,0.099868318265708,1.00057226337162,"m.inc.d8","pituitary"
"CCDC78",0.429194686680764,0.0944408330370805,1.02484019078209,"m.inc.d8","pituitary"
"HIVEP3",0.423827217234061,0.0100617606793918,1.99732601665205,"m.inc.d8","pituitary"
"ST3GAL2",0.417820833108793,0.0571854621845182,1.24271436448521,"m.inc.d8","pituitary"
"ITGA7",0.411456105936847,0.00930184437358563,2.03143093081659,"m.inc.d8","pituitary"
"NOSIP",0.410166255613239,0.0944408330370805,1.02484019078209,"m.inc.d8","pituitary"
"LPHN3",0.401659495065464,0.0293339066077973,1.53263009504097,"m.inc.d8","pituitary"
"CRB2",0.400412553815906,0.015398858758094,1.81251146445108,"m.inc.d8","pituitary"
"TRIM69",0.398668755961937,0.090872660044898,1.04156675899588,"m.inc.d8","pituitary"
"SCNN1A",0.397151222923006,0.0571854621845182,1.24271436448521,"m.inc.d8","pituitary"
"C2H7ORF63",0.393584904866438,0.0944408330370805,1.02484019078209,"m.inc.d8","pituitary"
"SSPO",0.391703743917934,0.0144926724655214,1.83885152274062,"m.inc.d8","pituitary"
"THBS4",0.391695904591616,0.0906192682874535,1.04277944888829,"m.inc.d8","pituitary"
"PM20D1",0.390875828000817,0.0724190549829598,1.14014714671541,"m.inc.d8","pituitary"
"SLC6A8",0.381174155982732,0.0534370944232226,1.27215716412284,"m.inc.d8","pituitary"
"TTC19",0.370347877765971,0.0184686100274696,1.73356578891901,"m.inc.d8","pituitary"
"NDRG1",0.369778522531621,0.0627667104869834,1.20227063150201,"m.inc.d8","pituitary"
"LOC107049097",0.366121479724019,0.0664551517329879,1.17747134606084,"m.inc.d8","pituitary"
"CDS2",0.363847927252095,0.0250325838971761,1.60149431961402,"m.inc.d8","pituitary"
"ASTN1",0.361015553083801,0.0172247180159177,1.76384787915232,"m.inc.d8","pituitary"
"HABP4",0.359666843829893,0.0674640925986839,1.17092731658422,"m.inc.d8","pituitary"
"WBSCR17",0.356720260698435,0.0854745706012375,1.0681630722919,"m.inc.d8","pituitary"
"TCIRG1",0.34362917135413,0.0669426283022356,1.1742972403686,"m.inc.d8","pituitary"
"RAP1GAP2",0.333967834073951,0.0462265812193925,1.33510822450385,"m.inc.d8","pituitary"
"UBASH3B",0.330429406117404,0.00930184437358563,2.03143093081659,"m.inc.d8","pituitary"
"ZHX3",0.328439310191908,0.0724190549829598,1.14014714671541,"m.inc.d8","pituitary"
"RIMBP2",0.317043947538462,0.0993551108586742,1.00280978773252,"m.inc.d8","pituitary"
"NAPB",0.316696250539462,0.0571854621845182,1.24271436448521,"m.inc.d8","pituitary"
"PACSIN1",0.313658111550282,0.0724190549829598,1.14014714671541,"m.inc.d8","pituitary"
"CNTN5",0.311262652971704,0.00930184437358563,2.03143093081659,"m.inc.d8","pituitary"
"LOC424892",0.298982507620399,0.0724255853257427,1.14010798624898,"m.inc.d8","pituitary"
"CDIP1",0.295045672453585,0.0571854621845182,1.24271436448521,"m.inc.d8","pituitary"
"ACSS2",0.287733348225066,0.0993551108586742,1.00280978773252,"m.inc.d8","pituitary"
"BBS4",0.277882571746149,0.0179040139910591,1.74704959143696,"m.inc.d8","pituitary"
"DENND2C",0.277737460274368,0.0994860156621957,1.00223796194344,"m.inc.d8","pituitary"
"CIRBP",0.274040505793582,0.0672685174255125,1.1721881439095,"m.inc.d8","pituitary"
"NHLRC1",0.273742541732782,0.0993551108586742,1.00280978773252,"m.inc.d8","pituitary"
"TOX2",0.269381266053625,0.0664551517329879,1.17747134606084,"m.inc.d8","pituitary"
"CAMK1",0.262783771100047,0.0993551108586742,1.00280978773252,"m.inc.d8","pituitary"
"ABCC10",0.257510515586204,0.0944408330370805,1.02484019078209,"m.inc.d8","pituitary"
"PATZ1",0.249805330731776,0.062391347276301,1.20487563613041,"m.inc.d8","pituitary"
"POMT2",0.246136832050587,0.0893004580288022,1.0491463135765,"m.inc.d8","pituitary"
"TMEM63C",0.229525206212625,0.0944408330370805,1.02484019078209,"m.inc.d8","pituitary"
