"gene","counts","sex","tissue","treatment","samples"
"MC4R",5.09617484266787,"female","pituitary","n5","x.g43_female_pituitary_n5"
"MC4R",5.09617484266787,"female","pituitary","n5","x.g49_female_pituitary_n5.NYNO"
"MC4R",5.09617484266787,"female","pituitary","prolong","x.g50_female_pituitary_inc.prolong"
"MC4R",5.09617484266787,"female","pituitary","inc.d9","x.g9.o166_female_pituitary_inc.d9.NYNO"
"MC4R",5.09617484266787,"female","pituitary","inc.d17","x.o159.w90_female_pituitary_inc.d17"
"MC4R",5.09617484266787,"female","pituitary","m.n2","x.o171.w45_female_pituitary_m.hatch"
"MC4R",5.09617484266787,"female","pituitary","n5","x.o175.g21_female_pituitary_n5"
"MC4R",5.09617484266787,"female","pituitary","hatch","x.o37.blu50_female_pituitary_hatch"
"MC4R",5.32304317804945,"female","pituitary","m.n2","x.o61_female_pituitary_extend.hatch"
"MC4R",5.30235601315571,"female","pituitary","n5","x.o70_female_pituitary_n5"
"MC4R",5.09617484266787,"female","pituitary","m.inc.d3","x.r180_female_pituitary_m.inc.d3"
"MC4R",5.53220968715777,"female","pituitary","inc.d3","x.r33.w183_female_pituitary_inc.d3"
"MC4R",5.30930677090041,"female","pituitary","bldg","x.r39.g10_female_pituitary_bldg"
"MC4R",5.09617484266787,"female","pituitary","hatch","x.r44.w95_female_pituitary_hatch"
"MC4R",5.09617484266787,"female","pituitary","inc.d17","x.r48.y139_female_pituitary_inc.d17.NYNO"
"MC4R",6.8410933877501,"female","pituitary","n5","x.r50.w97_female_pituitary_n5"
"MC4R",5.58492255357079,"female","pituitary","m.n2","x.r74.o29_female_pituitary_m.hatch"
"MC4R",5.09617484266787,"female","pituitary","m.inc.d9","x.r76_female_pituitary_m.inc.d9"
"MC4R",5.5362935695601,"female","pituitary","early","x.s188_female_pituitary_m.inc.d8"
"MC4R",5.09617484266787,"female","pituitary","n9","x.w178_female_pituitary_n9"
"MC4R",5.38187521961092,"female","pituitary","lay","x.w51_female_pituitary_lay"
"MC4R",5.31193675435487,"female","pituitary","n9","x.w6_female_pituitary_n9"
"MC4R",5.58467054333561,"female","pituitary","inc.d9","x.y109_female_pituitary_inc.d9"
"MC4R",5.45901214623587,"female","pituitary","m.inc.d17","x.y119.w11_female_pituitary_m.inc.d17"
"MC4R",6.29010794420809,"female","pituitary","n9","x.y138.w176_female_pituitary_n9"
"MC4R",5.87804513133571,"female","pituitary","prolong","x.y145.r55_female_pituitary_inc.prolong"
"MC4R",5.28944572232082,"female","pituitary","early","x.y5_female_pituitary_m.inc.d8"
"MC4R",5.36839632272606,"female","pituitary","extend","x.y64_female_pituitary_extend"
"MC4R",5.38021816106417,"female","pituitary","hatch","x.y90_female_pituitary_hatch"
"MC4R",5.09617484266787,"female","pituitary","inc.d9","x.y93.g126_female_pituitary_inc.d9"
"MC4R",5.38786438018199,"female","pituitary","n9","x.y9_female_pituitary_n9"
"MC4R",5.39793840531164,"female","pituitary","lay","y.s156.o.r_female_pituitary_lay"
"MC4R",5.09617484266787,"female","pituitary","m.inc.d9","y12.x_female_pituitary_m.inc.d9"
"MC4R",5.09617484266787,"female","pituitary","inc.d17","y126.w92.x_female_pituitary_inc.d17"
"MC4R",5.4030946471626,"female","pituitary","inc.d9","y128.g23.x_female_pituitary_inc.d9"
"MC4R",5.85701262941104,"female","pituitary","inc.d3","y13.x_female_pituitary_inc.d3"
"MC4R",5.59001045556175,"female","pituitary","inc.d17","y130.o170.x_female_pituitary_inc.d17"
"MC4R",5.09617484266787,"female","pituitary","inc.d17","y135.blu107.x_female_pituitary_inc.d17.NYNO"
"MC4R",5.09617484266787,"female","pituitary","inc.d17","y136.x_female_pituitary_inc.d17"
"MC4R",5.39995733414345,"female","pituitary","inc.d9","y140.w119.x_female_pituitary_inc.d9"
"MC4R",5.44365445872694,"female","pituitary","prolong","y146.r32.x_female_pituitary_inc.prolong"
"MC4R",5.61996697494598,"female","pituitary","hatch","y15.x_female_pituitary_hatch"
"MC4R",5.42941967867606,"female","pituitary","n5","y6.o54_female_pituitary_n5"
"MC4R",5.64312975605072,"female","pituitary","hatch","y7.g58_female_pituitary_hatch"
"MC4R",5.41412353405317,"female","pituitary","m.inc.d17","y85.r71.x_female_pituitary_m.inc.d17"
"MC4R",5.49901038144186,"female","pituitary","n5","y94.g133.x_female_pituitary_n5"
"MC4R",5.29157128621509,"female","pituitary","n9","y97.x_female_pituitary_n9"
"MC4R",5.41568316883528,"female","pituitary","m.n2","y98.g54_female_pituitary_m.hatch"
"MC5R",5.44543424589227,"female","pituitary","control","L.G118_female_pituitary_control.NYNO"
"MC5R",5.65120216479343,"female","pituitary","control","R.G106_female_pituitary_control"
"MC5R",5.78665767508553,"female","pituitary","control","R.R20_female_pituitary_control"
"MC5R",6.37486666983748,"female","pituitary","control","R.R9_female_pituitary_control.NYNO"
"MC5R",5.09617484266787,"female","pituitary","control","R.W44_female_pituitary_control.NYNO"
"MC5R",5.36812730802516,"female","pituitary","prolong","blk.s031.pu.d_female_pituitary_prolong"
"MC5R",5.73372550491892,"female","pituitary","m.n2","blk.s032.g.w_female_pituitary_m.hatch"
"MC5R",5.73406523338285,"female","pituitary","m.inc.d3","blk.s049.y.g_female_pituitary_m.inc.d3"
"MC5R",5.79190590291636,"female","pituitary","m.inc.d3","blk.s060.pu.w_female_pituitary_m.inc.d3.NYNO"
"MC5R",6.02785185714927,"female","pituitary","inc.d9","blk.s061.pu.y_female_pituitary_inc.d9"
"MC5R",5.56348034938876,"female","pituitary","early","blk.y.l.s109_female_pituitary_m.inc.d8"
"MC5R",5.69135995356637,"female","pituitary","m.n2","blk0.x_female_pituitary_m.n2"
"MC5R",6.01310311979256,"female","pituitary","bldg","blk11.x_female_pituitary_bldg"
"MC5R",5.54770402003822,"female","pituitary","extend","blk19.x_female_pituitary_extend"
"MC5R",5.65235447183701,"female","pituitary","hatch","blk21.x_female_pituitary_hatch"
"MC5R",5.6789701866204,"female","pituitary","n9","blk4.x_female_pituitary_n9"
"MC5R",5.58002838557219,"female","pituitary","control","blu.o.x.ATLAS_female_pituitary_control"
"MC5R",5.6124592466277,"female","pituitary","hatch","blu103.x_female_pituitary_hatch.NYNO"
"MC5R",5.88606720176843,"female","pituitary","prolong","blu115.y150.x_female_pituitary_inc.prolong"
"MC5R",5.77333147521836,"female","pituitary","early","blu119.w84.x_female_pituitary_m.inc.d8"
"MC5R",5.7234428641554,"female","pituitary","hatch","blu124.w180.x_female_pituitary_hatch"
"MC5R",5.78503376895187,"female","pituitary","n9","blu36.w16_female_pituitary_n9"
"MC5R",5.68689465798055,"female","pituitary","bldg","blu38.g135.x_female_pituitary_bldg"
"MC5R",5.99874162780583,"female","pituitary","inc.d3","blu39.o26.x_female_pituitary_inc.d3.NYNO"
"MC5R",5.57011553550037,"female","pituitary","extend","blu44.y102_female_pituitary_extend"
"MC5R",6.22389517560383,"female","pituitary","inc.d9","blu47.y96.x_female_pituitary_inc.d9"
"MC5R",5.80887379456671,"female","pituitary","n5","blu55.g51_female_pituitary_n5"
"MC5R",5.75237294382862,"female","pituitary","m.inc.d3","blu56.o53_female_pituitary_m.inc.d3"
"MC5R",5.94804089662743,"female","pituitary","m.inc.d9","blu63.g62_female_pituitary_m.inc.d9"
"MC5R",5.84561499449933,"female","pituitary","early","blu80.r97_female_pituitary_m.inc.d8"
"MC5R",5.90932592384472,"female","pituitary","m.inc.d9","d.r.blk.s159_female_pituitary_m.inc.d9"
"MC5R",5.84450754671151,"female","pituitary","m.inc.d17","d.s112.blk.w_female_pituitary_m.inc.d17"
"MC5R",5.70761412957258,"female","pituitary","m.inc.d3","d.s177.blk.r_female_pituitary_m.inc.d3"
"MC5R",6.13622747006099,"female","pituitary","lay","g.blk.s004.pk_female_pituitary_lay"
"MC5R",6.01084047988004,"female","pituitary","m.n2","g.s076.pk.r_female_pituitary_m.hatch"
"MC5R",5.65811105566273,"female","pituitary","lay","g.s078.blk.o_female_pituitary_lay"
"MC5R",5.6726873458184,"female","pituitary","m.inc.d17","g.y.blk.s006_female_pituitary_m.inc.d17"
"MC5R",5.87463531896304,"female","pituitary","bldg","g141.blu27.x_female_pituitary_bldg"
"MC5R",5.09617484266787,"female","pituitary","inc.d17","g142.r40.x_female_pituitary_inc.d17"
"MC5R",5.75187945258882,"female","pituitary","m.inc.d3","g144.r54.x_female_pituitary_m.inc.d3"
"MC5R",5.65040399013078,"female","pituitary","extend","g17.w108.x_female_pituitary_extend"
"MC5R",5.73846225095663,"female","pituitary","extend","g22.blu118_female_pituitary_extend"
"MC5R",5.54636549484153,"female","pituitary","inc.d3","g6.w197.x_female_pituitary_inc.d3"
"MC5R",5.94506553593596,"female","pituitary","m.inc.d17","g63.blu65_female_pituitary_m.inc.d17"
"MC5R",5.85825059602657,"female","pituitary","m.inc.d9","g73.x_female_pituitary_m.inc.d9"
"MC5R",5.96072569840888,"female","pituitary","inc.d9","g75.x_female_pituitary_inc.d9"
"MC5R",6.19680858615432,"female","pituitary","m.n2","l.s.w.d_female_pituitary_m.hatch"
"MC5R",5.74262891271442,"female","pituitary","prolong","l.s052.pk.r_female_pituitary_prolong"
"MC5R",5.79370709936113,"female","pituitary","bldg","l.s120.y.blk_female_pituitary_bldg"
"MC5R",5.84387037957455,"female","pituitary","prolong","l.s166.o.w_female_pituitary_prolong"
"MC5R",5.90105910436155,"female","pituitary","m.inc.d17","o.s084.w.blk_female_pituitary_m.inc.d17"
"MC5R",5.85899396981324,"female","pituitary","inc.d3","o156.w80.x_female_pituitary_inc.d3"
"MC5R",5.96640685502639,"female","pituitary","inc.d3","o165.w122.x_female_pituitary_inc.d3.NYNO"
"MC5R",5.63312076218617,"female","pituitary","m.inc.d17","o169.r28.x_female_pituitary_m.inc.d17"
"MC5R",5.09617484266787,"female","pituitary","hatch","o172.w115.x_female_pituitary_hatch.NYNO"
"MC5R",5.76086801351301,"female","pituitary","inc.d3","o173.w179.x_female_pituitary_inc.d3"
"MC5R",5.09617484266787,"female","pituitary","inc.d17","o35.r51.x_female_pituitary_inc.d17"
"MC5R",5.92154181512262,"female","pituitary","m.inc.d9","o36.r62.x_female_pituitary_m.inc.d9"
"MC5R",5.93008710389878,"female","pituitary","bldg","o38.blu29.x_female_pituitary_bldg"
"MC5R",5.84948295944137,"female","pituitary","m.inc.d9","o45.g128.x_female_pituitary_m.inc.d9"
"MC5R",5.76634295058612,"female","pituitary","inc.d17","o52.blu53_female_pituitary_inc.d17"
"MC5R",6.29469356244152,"female","pituitary","inc.d9","o73.x_female_pituitary_inc.d9"
"MC5R",5.88759979111442,"female","pituitary","early","p.g.blk.s040_female_pituitary_m.inc.d8"
"MC5R",5.61748762658721,"female","pituitary","m.inc.d17","pk.s011.o.y_female_pituitary_m.inc.d17"
"MC5R",5.88106681671134,"female","pituitary","m.n2","pk.s054.d.g_female_pituitary_m.hatch"
"MC5R",5.74902947110283,"female","pituitary","early","pk.s055.d.l_female_pituitary_m.inc.d8"
"MC5R",5.61107262841044,"female","pituitary","control","r.r.x.ATLAS.R2XR_female_pituitary_control"
"MC5R",5.83037840148362,"female","pituitary","control","r.r.x.ATLAS_female_pituitary_control"
"MC5R",6.10542163819195,"female","pituitary","m.inc.d3","r.s035.y.blk_female_pituitary_m.inc.d3"
"MC5R",5.62223067050711,"female","pituitary","bldg","r.s056.g.o_female_pituitary_bldg"
"MC5R",5.92023896894451,"female","pituitary","extend","r.s131.o.d_female_pituitary_extend"
"MC5R",5.71631092601761,"female","pituitary","n9","r.s171.l.w_female_pituitary_n9"
"MC5R",5.64471668697937,"female","pituitary","hatch","r183.o22_female_pituitary_hatch"
"MC5R",5.74104420874851,"female","pituitary","prolong","r194.x_female_pituitary_prolong"
"MC5R",5.09617484266787,"female","pituitary","inc.d3","r27.w111.blu125_female_pituitary_inc.d3"
"MC5R",5.68252357698686,"female","pituitary","inc.d9","r30.w112.r46_female_pituitary_inc.d9"
"MC5R",5.7951296337507,"female","pituitary","inc.d9","r36.w184.x_female_pituitary_inc.d9"
"MC5R",5.72019205357356,"female","pituitary","inc.d17","r49.w189.x_female_pituitary_inc.d17"
"MC5R",5.09617484266787,"female","pituitary","control","r6.x_female_pituitary_control"
"MC5R",5.63505097766526,"female","pituitary","inc.d3","r73.g127.x_female_pituitary_inc.d3"
"MC5R",5.88145866971603,"female","pituitary","bldg","r83.g45_female_pituitary_bldg"
"MC5R",5.60162040975123,"female","pituitary","n9","r95.blu99_female_pituitary_n9"
"MC5R",5.77886232434888,"female","pituitary","lay","s.o.pk_female_pituitary_lay"
"MC5R",5.96968957670915,"female","pituitary","prolong","s.pu.pk_female_pituitary_prolong"
"MC5R",5.09617484266787,"female","pituitary","control","s.x.ATLAS_female_pituitary_control"
"MC5R",5.99681092911053,"female","pituitary","early","s002.x_female_pituitary_m.inc.d8"
"MC5R",5.92720842705224,"female","pituitary","m.inc.d17","s038.g.d.blk_female_pituitary_m.inc.d17"
"MC5R",5.65975169972037,"female","pituitary","bldg","s063.d.blk.l_female_pituitary_bldg"
"MC5R",5.75420146484297,"female","pituitary","m.inc.d3","s069.pk.pu.g_female_pituitary_m.inc.d3"
"MC5R",5.42371816007734,"female","pituitary","extend","s089.blk.pk.pu_female_pituitary_extend"
"MC5R",6.09064833339567,"female","pituitary","early","s091.blk.r.g_female_pituitary_m.inc.d8"
"MC5R",5.94098821997158,"female","pituitary","bldg","s092.blk.r.o_female_pituitary_bldg"
"MC5R",5.72809919150277,"female","pituitary","m.inc.d3","s093.blk.y.d_female_pituitary_m.inc.d3"
"MC5R",5.53638174681789,"female","pituitary","lay","s095.g.blk.o_female_pituitary_lay"
"MC5R",5.82714948114497,"female","pituitary","m.inc.d17","s100.l.pk.blk_female_pituitary_m.inc.d17"
"MC5R",5.94346699994596,"female","pituitary","m.inc.d3","s103.y.pk.blk_female_pituitary_m.inc.d3"
"MC5R",5.83894784095274,"female","pituitary","lay","s136.d.w.o_female_pituitary_lay"
"MC5R",5.64708067888614,"female","pituitary","extend","s137.g.blk.y_female_pituitary_extend"
"MC5R",5.95874559018935,"female","pituitary","lay","s142.o.pk.pu_female_pituitary_lay"
"MC5R",6.02312955596006,"female","pituitary","lay","s176.blk.pu.r_female_pituitary_lay"
"MC5R",5.74480822153615,"female","pituitary","extend","s186.l.o.pk_female_pituitary_extend"
"MC5R",5.9121811182749,"female","pituitary","m.n2","s333.y.blk.pk_female_pituitary_m.hatch"
"MC5R",5.74820331415954,"female","pituitary","control","w191.r1_female_pituitary_control"
"MC5R",5.61283855840082,"female","pituitary","prolong","x.blk20_female_pituitary_prolong"
"MC5R",5.76495852206796,"female","pituitary","inc.d9","x.blu101.w43_female_pituitary_inc.d9"
"MC5R",5.83748796793441,"female","pituitary","inc.d3","x.blu102.w105_female_pituitary_inc.d3"
"MC5R",5.63190138600289,"female","pituitary","n5","x.blu109.w121_female_pituitary_n5"
"MC5R",5.5642044950505,"female","pituitary","inc.d17","x.blu116.w107_female_pituitary_inc.d17.NYNO"
"MC5R",5.76122502107251,"female","pituitary","inc.d9","x.blu122.r66_female_pituitary_inc.d9"
"MC5R",6.10300084138817,"female","pituitary","m.inc.d9","x.blu25_female_pituitary_m.inc.d9"
"MC5R",5.4727323613748,"female","pituitary","n9","x.blu43.g132_female_pituitary_n9"
"MC5R",5.85736069642944,"female","pituitary","lay","x.blu6.y80_female_pituitary_lay"
"MC5R",5.71812535583296,"female","pituitary","m.inc.d17","x.blu94_female_pituitary_m.inc.d17"
"MC5R",5.73751021207175,"female","pituitary","m.n2","x.blu96_female_pituitary_m.n2"
"MC5R",5.94434243406605,"female","pituitary","early","x.g26_female_pituitary_m.inc.d8"
"MC5R",5.72366975561436,"female","pituitary","n5","x.g37_female_pituitary_n5"
"MC5R",5.59156412564273,"female","pituitary","n9","x.g4.w50_female_pituitary_n9"
"MC5R",5.6985415108118,"female","pituitary","n5","x.g43_female_pituitary_n5"
"MC5R",5.94737451638592,"female","pituitary","n5","x.g49_female_pituitary_n5.NYNO"
"MC5R",5.57213813013467,"female","pituitary","prolong","x.g50_female_pituitary_inc.prolong"
"MC5R",5.91494580063163,"female","pituitary","inc.d9","x.g9.o166_female_pituitary_inc.d9.NYNO"
"MC5R",5.8496161564816,"female","pituitary","inc.d17","x.o159.w90_female_pituitary_inc.d17"
"MC5R",5.62991132123381,"female","pituitary","m.n2","x.o171.w45_female_pituitary_m.hatch"
"MC5R",5.77277728235513,"female","pituitary","n5","x.o175.g21_female_pituitary_n5"
"MC5R",5.71530674596541,"female","pituitary","hatch","x.o37.blu50_female_pituitary_hatch"
"MC5R",5.69277069701769,"female","pituitary","m.n2","x.o61_female_pituitary_extend.hatch"
"MC5R",5.77432199191079,"female","pituitary","n5","x.o70_female_pituitary_n5"
"MC5R",5.71075454201098,"female","pituitary","m.inc.d3","x.r180_female_pituitary_m.inc.d3"
"MC5R",5.71051873968355,"female","pituitary","inc.d3","x.r33.w183_female_pituitary_inc.d3"
"MC5R",5.93750549611704,"female","pituitary","bldg","x.r39.g10_female_pituitary_bldg"
"MC5R",5.48663083093827,"female","pituitary","hatch","x.r44.w95_female_pituitary_hatch"
"MC5R",5.34989070490075,"female","pituitary","inc.d17","x.r48.y139_female_pituitary_inc.d17.NYNO"
"MC5R",6.20539407880643,"female","pituitary","n5","x.r50.w97_female_pituitary_n5"
"MC5R",5.74944351386978,"female","pituitary","m.n2","x.r74.o29_female_pituitary_m.hatch"
"MC5R",5.87354402340847,"female","pituitary","m.inc.d9","x.r76_female_pituitary_m.inc.d9"
"MC5R",5.83715820784228,"female","pituitary","early","x.s188_female_pituitary_m.inc.d8"
"MC5R",5.55228952913738,"female","pituitary","n9","x.w178_female_pituitary_n9"
"MC5R",5.79042111728245,"female","pituitary","lay","x.w51_female_pituitary_lay"
"MC5R",5.52650386173531,"female","pituitary","n9","x.w6_female_pituitary_n9"
"MC5R",5.44241438042759,"female","pituitary","inc.d9","x.y109_female_pituitary_inc.d9"
"MC5R",5.51477837887477,"female","pituitary","m.inc.d17","x.y119.w11_female_pituitary_m.inc.d17"
"MC5R",5.89022307525767,"female","pituitary","n9","x.y138.w176_female_pituitary_n9"
"MC5R",5.797174379934,"female","pituitary","prolong","x.y145.r55_female_pituitary_inc.prolong"
"MC5R",6.02745952086125,"female","pituitary","early","x.y5_female_pituitary_m.inc.d8"
"MC5R",5.75814583742672,"female","pituitary","extend","x.y64_female_pituitary_extend"
"MC5R",5.44377619301995,"female","pituitary","hatch","x.y90_female_pituitary_hatch"
"MC5R",5.58301033968332,"female","pituitary","inc.d9","x.y93.g126_female_pituitary_inc.d9"
"MC5R",5.80473983573012,"female","pituitary","n9","x.y9_female_pituitary_n9"
"MC5R",5.6169656979015,"female","pituitary","lay","y.s156.o.r_female_pituitary_lay"
"MC5R",5.66155570877078,"female","pituitary","m.inc.d9","y12.x_female_pituitary_m.inc.d9"
"MC5R",5.73866687106087,"female","pituitary","inc.d17","y126.w92.x_female_pituitary_inc.d17"
"MC5R",5.4030946471626,"female","pituitary","inc.d9","y128.g23.x_female_pituitary_inc.d9"
"MC5R",5.85701262941104,"female","pituitary","inc.d3","y13.x_female_pituitary_inc.d3"
"MC5R",5.59001045556175,"female","pituitary","inc.d17","y130.o170.x_female_pituitary_inc.d17"
"MC5R",5.62334458786503,"female","pituitary","inc.d17","y135.blu107.x_female_pituitary_inc.d17.NYNO"
"MC5R",5.76554216672615,"female","pituitary","inc.d17","y136.x_female_pituitary_inc.d17"
"MC5R",5.52500188196822,"female","pituitary","inc.d9","y140.w119.x_female_pituitary_inc.d9"
"MC5R",5.78621862549186,"female","pituitary","prolong","y146.r32.x_female_pituitary_inc.prolong"
"MC5R",5.83297061015886,"female","pituitary","hatch","y15.x_female_pituitary_hatch"
"MC5R",5.73058577847771,"female","pituitary","n5","y6.o54_female_pituitary_n5"
"MC5R",5.60298476200103,"female","pituitary","hatch","y7.g58_female_pituitary_hatch"
"MC5R",5.80152329532205,"female","pituitary","m.inc.d17","y85.r71.x_female_pituitary_m.inc.d17"
"MC5R",5.84386592915055,"female","pituitary","n5","y94.g133.x_female_pituitary_n5"
"MC5R",5.76749249830501,"female","pituitary","n9","y97.x_female_pituitary_n9"
"MC5R",5.32233170791054,"female","pituitary","m.n2","y98.g54_female_pituitary_m.hatch"
"NPFFR1",6.22810991165337,"female","pituitary","control","L.G118_female_pituitary_control.NYNO"
"NPFFR1",6.36461895579112,"female","pituitary","control","R.G106_female_pituitary_control"
"NPFFR1",6.54093356114954,"female","pituitary","control","R.R20_female_pituitary_control"
"NPFFR1",6.51515911494551,"female","pituitary","control","R.R9_female_pituitary_control.NYNO"
"NPFFR1",6.04295043309861,"female","pituitary","control","R.W44_female_pituitary_control.NYNO"
"NPFFR1",6.06013399996127,"female","pituitary","prolong","blk.s031.pu.d_female_pituitary_prolong"
"NPFFR1",6.04320644890759,"female","pituitary","m.n2","blk.s032.g.w_female_pituitary_m.hatch"
"NPFFR1",6.12444752577333,"female","pituitary","m.inc.d3","blk.s049.y.g_female_pituitary_m.inc.d3"
"NPFFR1",6.15487272308293,"female","pituitary","m.inc.d3","blk.s060.pu.w_female_pituitary_m.inc.d3.NYNO"
"NPFFR1",5.92091304991889,"female","pituitary","inc.d9","blk.s061.pu.y_female_pituitary_inc.d9"
"NPFFR1",6.01906067598587,"female","pituitary","early","blk.y.l.s109_female_pituitary_m.inc.d8"
"NPFFR1",6.43220880301195,"female","pituitary","m.n2","blk0.x_female_pituitary_m.n2"
"NPFFR1",5.95018592803636,"female","pituitary","bldg","blk11.x_female_pituitary_bldg"
"NPFFR1",6.15172008637122,"female","pituitary","extend","blk19.x_female_pituitary_extend"
"NPFFR1",5.87800911032818,"female","pituitary","hatch","blk21.x_female_pituitary_hatch"
"NPFFR1",6.09256243283965,"female","pituitary","n9","blk4.x_female_pituitary_n9"
"NPFFR1",6.30029777089673,"female","pituitary","control","blu.o.x.ATLAS_female_pituitary_control"
"NPFFR1",5.92179519830137,"female","pituitary","hatch","blu103.x_female_pituitary_hatch.NYNO"
"NPFFR1",5.95937338977662,"female","pituitary","prolong","blu115.y150.x_female_pituitary_inc.prolong"
"NPFFR1",5.8945461996945,"female","pituitary","early","blu119.w84.x_female_pituitary_m.inc.d8"
"NPFFR1",5.97654637946473,"female","pituitary","hatch","blu124.w180.x_female_pituitary_hatch"
"NPFFR1",6.02182076388026,"female","pituitary","n9","blu36.w16_female_pituitary_n9"
"NPFFR1",6.14529547765332,"female","pituitary","bldg","blu38.g135.x_female_pituitary_bldg"
"NPFFR1",5.99874162780583,"female","pituitary","inc.d3","blu39.o26.x_female_pituitary_inc.d3.NYNO"
"NPFFR1",5.94225375900423,"female","pituitary","extend","blu44.y102_female_pituitary_extend"
"NPFFR1",6.12073839383559,"female","pituitary","inc.d9","blu47.y96.x_female_pituitary_inc.d9"
"NPFFR1",6.17091961811908,"female","pituitary","n5","blu55.g51_female_pituitary_n5"
"NPFFR1",6.31079814818252,"female","pituitary","m.inc.d3","blu56.o53_female_pituitary_m.inc.d3"
"NPFFR1",6.07527869504575,"female","pituitary","m.inc.d9","blu63.g62_female_pituitary_m.inc.d9"
"NPFFR1",5.79111138301453,"female","pituitary","early","blu80.r97_female_pituitary_m.inc.d8"
"NPFFR1",5.88046664440276,"female","pituitary","m.inc.d9","d.r.blk.s159_female_pituitary_m.inc.d9"
"NPFFR1",5.9340909912333,"female","pituitary","m.inc.d17","d.s112.blk.w_female_pituitary_m.inc.d17"
"NPFFR1",5.88934684321549,"female","pituitary","m.inc.d3","d.s177.blk.r_female_pituitary_m.inc.d3"
"NPFFR1",5.77354982674344,"female","pituitary","lay","g.blk.s004.pk_female_pituitary_lay"
"NPFFR1",5.68039744017997,"female","pituitary","m.n2","g.s076.pk.r_female_pituitary_m.hatch"
"NPFFR1",5.96702897885087,"female","pituitary","lay","g.s078.blk.o_female_pituitary_lay"
"NPFFR1",5.969297283936,"female","pituitary","m.inc.d17","g.y.blk.s006_female_pituitary_m.inc.d17"
"NPFFR1",6.08326814305872,"female","pituitary","bldg","g141.blu27.x_female_pituitary_bldg"
"NPFFR1",5.80939780593166,"female","pituitary","inc.d17","g142.r40.x_female_pituitary_inc.d17"
"NPFFR1",5.95273930184182,"female","pituitary","m.inc.d3","g144.r54.x_female_pituitary_m.inc.d3"
"NPFFR1",6.02944917527971,"female","pituitary","extend","g17.w108.x_female_pituitary_extend"
"NPFFR1",6.21290063428141,"female","pituitary","extend","g22.blu118_female_pituitary_extend"
"NPFFR1",5.91848101530771,"female","pituitary","inc.d3","g6.w197.x_female_pituitary_inc.d3"
"NPFFR1",5.77683611693797,"female","pituitary","m.inc.d17","g63.blu65_female_pituitary_m.inc.d17"
"NPFFR1",5.79316972077122,"female","pituitary","m.inc.d9","g73.x_female_pituitary_m.inc.d9"
"NPFFR1",5.96072569840888,"female","pituitary","inc.d9","g75.x_female_pituitary_inc.d9"
"NPFFR1",6.08807695596093,"female","pituitary","m.n2","l.s.w.d_female_pituitary_m.hatch"
"NPFFR1",5.93569117443057,"female","pituitary","prolong","l.s052.pk.r_female_pituitary_prolong"
"NPFFR1",5.85883598433108,"female","pituitary","bldg","l.s120.y.blk_female_pituitary_bldg"
"NPFFR1",6.01821809514698,"female","pituitary","prolong","l.s166.o.w_female_pituitary_prolong"
"NPFFR1",5.83247921866094,"female","pituitary","m.inc.d17","o.s084.w.blk_female_pituitary_m.inc.d17"
"NPFFR1",5.88512990600082,"female","pituitary","inc.d3","o156.w80.x_female_pituitary_inc.d3"
"NPFFR1",5.86616404935823,"female","pituitary","inc.d3","o165.w122.x_female_pituitary_inc.d3.NYNO"
"NPFFR1",5.98226542574247,"female","pituitary","m.inc.d17","o169.r28.x_female_pituitary_m.inc.d17"
"NPFFR1",5.94422479989204,"female","pituitary","hatch","o172.w115.x_female_pituitary_hatch.NYNO"
"NPFFR1",5.67306968867769,"female","pituitary","inc.d3","o173.w179.x_female_pituitary_inc.d3"
"NPFFR1",6.13398664191249,"female","pituitary","inc.d17","o35.r51.x_female_pituitary_inc.d17"
"NPFFR1",6.24852505044786,"female","pituitary","m.inc.d9","o36.r62.x_female_pituitary_m.inc.d9"
"NPFFR1",5.98595763535964,"female","pituitary","bldg","o38.blu29.x_female_pituitary_bldg"
"NPFFR1",6.384720398598,"female","pituitary","m.inc.d9","o45.g128.x_female_pituitary_m.inc.d9"
"NPFFR1",6.10822321893689,"female","pituitary","inc.d17","o52.blu53_female_pituitary_inc.d17"
"NPFFR1",5.4139640035351,"female","pituitary","inc.d9","o73.x_female_pituitary_inc.d9"
"NPFFR1",5.88759979111442,"female","pituitary","early","p.g.blk.s040_female_pituitary_m.inc.d8"
"NPFFR1",5.98968648892674,"female","pituitary","m.inc.d17","pk.s011.o.y_female_pituitary_m.inc.d17"
"NPFFR1",6.17024202042795,"female","pituitary","m.n2","pk.s054.d.g_female_pituitary_m.hatch"
"NPFFR1",6.08262862764647,"female","pituitary","early","pk.s055.d.l_female_pituitary_m.inc.d8"
"NPFFR1",5.92982249283169,"female","pituitary","control","r.r.x.ATLAS.R2XR_female_pituitary_control"
"NPFFR1",6.23946820237608,"female","pituitary","control","r.r.x.ATLAS_female_pituitary_control"
"NPFFR1",5.65426975155515,"female","pituitary","m.inc.d3","r.s035.y.blk_female_pituitary_m.inc.d3"
"NPFFR1",5.8361213551334,"female","pituitary","bldg","r.s056.g.o_female_pituitary_bldg"
"NPFFR1",6.02553199732686,"female","pituitary","extend","r.s131.o.d_female_pituitary_extend"
"NPFFR1",6.25461620835637,"female","pituitary","n9","r.s171.l.w_female_pituitary_n9"
"NPFFR1",5.86739580368549,"female","pituitary","hatch","r183.o22_female_pituitary_hatch"
"NPFFR1",6.1466682212096,"female","pituitary","prolong","r194.x_female_pituitary_prolong"
