"gene","counts","sex","tissue","treatment","samples"
"DIO2",10.2883623882847,"female","pituitary","extend","g17.w108.x_female_pituitary_extend"
"DIO2",9.04672592475911,"female","pituitary","extend","g22.blu118_female_pituitary_extend"
"DIO2",9.40476233093613,"female","pituitary","inc.d3","g6.w197.x_female_pituitary_inc.d3"
"DIO2",8.50705732393972,"female","pituitary","m.inc.d17","g63.blu65_female_pituitary_m.inc.d17"
"DIO2",9.32851318085446,"female","pituitary","m.inc.d9","g73.x_female_pituitary_m.inc.d9"
"DIO2",9.95392417318597,"female","pituitary","inc.d9","g75.x_female_pituitary_inc.d9"
"DIO2",9.60510945488402,"female","pituitary","m.n2","l.s.w.d_female_pituitary_m.hatch"
"DIO2",8.86041627258751,"female","pituitary","prolong","l.s052.pk.r_female_pituitary_prolong"
"DIO2",9.8247916799281,"female","pituitary","bldg","l.s120.y.blk_female_pituitary_bldg"
"DIO2",9.53495658244194,"female","pituitary","prolong","l.s166.o.w_female_pituitary_prolong"
"DIO2",9.78409014506242,"female","pituitary","m.inc.d17","o.s084.w.blk_female_pituitary_m.inc.d17"
"DIO2",9.7998991252854,"female","pituitary","inc.d3","o156.w80.x_female_pituitary_inc.d3"
"DIO2",10.4834263063013,"female","pituitary","inc.d3","o165.w122.x_female_pituitary_inc.d3.NYNO"
"DIO2",9.38356185475114,"female","pituitary","m.inc.d17","o169.r28.x_female_pituitary_m.inc.d17"
"DIO2",9.68681752401884,"female","pituitary","hatch","o172.w115.x_female_pituitary_hatch.NYNO"
"DIO2",9.08463026007668,"female","pituitary","inc.d3","o173.w179.x_female_pituitary_inc.d3"
"DIO2",9.03627049315338,"female","pituitary","inc.d17","o35.r51.x_female_pituitary_inc.d17"
"DIO2",9.25055886134734,"female","pituitary","m.inc.d9","o36.r62.x_female_pituitary_m.inc.d9"
"DIO2",9.70414656874088,"female","pituitary","bldg","o38.blu29.x_female_pituitary_bldg"
"DIO2",8.56432823277465,"female","pituitary","m.inc.d9","o45.g128.x_female_pituitary_m.inc.d9"
"DIO2",8.46935329194808,"female","pituitary","inc.d17","o52.blu53_female_pituitary_inc.d17"
"DIO2",9.8196405287317,"female","pituitary","inc.d9","o73.x_female_pituitary_inc.d9"
"DIO2",9.33941446227705,"female","pituitary","early","p.g.blk.s040_female_pituitary_m.inc.d8"
"DIO2",8.79045321561768,"female","pituitary","m.inc.d17","pk.s011.o.y_female_pituitary_m.inc.d17"
"DIO2",8.82312335978654,"female","pituitary","m.n2","pk.s054.d.g_female_pituitary_m.hatch"
"DIO2",9.5505547351225,"female","pituitary","early","pk.s055.d.l_female_pituitary_m.inc.d8"
"DIO2",9.93044882971165,"female","pituitary","control","r.r.x.ATLAS.R2XR_female_pituitary_control"
"DIO2",9.60265975479613,"female","pituitary","control","r.r.x.ATLAS_female_pituitary_control"
"DIO2",10.0860892833409,"female","pituitary","m.inc.d3","r.s035.y.blk_female_pituitary_m.inc.d3"
"DIO2",9.47282250627756,"female","pituitary","bldg","r.s056.g.o_female_pituitary_bldg"
"DIO2",9.90339339718004,"female","pituitary","extend","r.s131.o.d_female_pituitary_extend"
"DIO2",9.50433327420042,"female","pituitary","n9","r.s171.l.w_female_pituitary_n9"
"DIO2",9.04983245138325,"female","pituitary","hatch","r183.o22_female_pituitary_hatch"
"DIO2",9.85924501861403,"female","pituitary","prolong","r194.x_female_pituitary_prolong"
"DIO2",9.751055803455,"female","pituitary","inc.d3","r27.w111.blu125_female_pituitary_inc.d3"
"DIO2",10.2292874444179,"female","pituitary","inc.d9","r30.w112.r46_female_pituitary_inc.d9"
"DIO2",9.89802506378795,"female","pituitary","inc.d9","r36.w184.x_female_pituitary_inc.d9"
"DIO2",8.65904625254197,"female","pituitary","inc.d17","r49.w189.x_female_pituitary_inc.d17"
"DIO2",9.35593921707904,"female","pituitary","control","r6.x_female_pituitary_control"
"DIO2",9.42271582638912,"female","pituitary","inc.d3","r73.g127.x_female_pituitary_inc.d3"
"DIO2",9.65303349271272,"female","pituitary","bldg","r83.g45_female_pituitary_bldg"
"DIO2",9.55573383244863,"female","pituitary","n9","r95.blu99_female_pituitary_n9"
"DIO2",9.20411846908788,"female","pituitary","lay","s.o.pk_female_pituitary_lay"
"DIO2",9.17984821811366,"female","pituitary","prolong","s.pu.pk_female_pituitary_prolong"
"DIO2",8.80956602724423,"female","pituitary","control","s.x.ATLAS_female_pituitary_control"
"DIO2",9.24600965952279,"female","pituitary","early","s002.x_female_pituitary_m.inc.d8"
"DIO2",9.32490467959492,"female","pituitary","m.inc.d17","s038.g.d.blk_female_pituitary_m.inc.d17"
"DIO2",8.51087086250767,"female","pituitary","bldg","s063.d.blk.l_female_pituitary_bldg"
"DIO2",9.28549127066362,"female","pituitary","m.inc.d3","s069.pk.pu.g_female_pituitary_m.inc.d3"
"DIO2",10.9168351287851,"female","pituitary","extend","s089.blk.pk.pu_female_pituitary_extend"
"DIO2",10.0487420303977,"female","pituitary","early","s091.blk.r.g_female_pituitary_m.inc.d8"
"DIO2",9.71666296213834,"female","pituitary","bldg","s092.blk.r.o_female_pituitary_bldg"
"DIO2",9.81152799260851,"female","pituitary","m.inc.d3","s093.blk.y.d_female_pituitary_m.inc.d3"
"DIO2",9.0439120057757,"female","pituitary","lay","s095.g.blk.o_female_pituitary_lay"
"DIO2",9.6795304552928,"female","pituitary","m.inc.d17","s100.l.pk.blk_female_pituitary_m.inc.d17"
"DIO2",10.1315951147016,"female","pituitary","m.inc.d3","s103.y.pk.blk_female_pituitary_m.inc.d3"
"DIO2",9.78891791764415,"female","pituitary","lay","s136.d.w.o_female_pituitary_lay"
"DIO2",10.3803716496001,"female","pituitary","extend","s137.g.blk.y_female_pituitary_extend"
"DIO2",9.27348384612875,"female","pituitary","lay","s142.o.pk.pu_female_pituitary_lay"
"DIO2",9.01514373371232,"female","pituitary","lay","s176.blk.pu.r_female_pituitary_lay"
"DIO2",10.1085392091298,"female","pituitary","extend","s186.l.o.pk_female_pituitary_extend"
"DIO2",9.23314620860659,"female","pituitary","m.n2","s333.y.blk.pk_female_pituitary_m.hatch"
"DIO2",9.40484006831632,"female","pituitary","control","w191.r1_female_pituitary_control"
"DIO2",8.92631647596426,"female","pituitary","prolong","x.blk20_female_pituitary_prolong"
"DIO2",9.39653184012522,"female","pituitary","inc.d9","x.blu101.w43_female_pituitary_inc.d9"
"DIO2",8.79935901829241,"female","pituitary","inc.d3","x.blu102.w105_female_pituitary_inc.d3"
"DIO2",8.72616898076487,"female","pituitary","n5","x.blu109.w121_female_pituitary_n5"
"DIO2",8.90957972383228,"female","pituitary","inc.d17","x.blu116.w107_female_pituitary_inc.d17.NYNO"
"DIO2",9.06816258444959,"female","pituitary","inc.d9","x.blu122.r66_female_pituitary_inc.d9"
"DIO2",9.4820178490712,"female","pituitary","m.inc.d9","x.blu25_female_pituitary_m.inc.d9"
"DIO2",9.43558115928803,"female","pituitary","n9","x.blu43.g132_female_pituitary_n9"
"DIO2",8.95486399869164,"female","pituitary","lay","x.blu6.y80_female_pituitary_lay"
"DIO2",9.33253838854647,"female","pituitary","m.inc.d17","x.blu94_female_pituitary_m.inc.d17"
"DIO2",9.63958263858357,"female","pituitary","m.n2","x.blu96_female_pituitary_m.n2"
"DIO2",9.72623295628648,"female","pituitary","early","x.g26_female_pituitary_m.inc.d8"
"DIO2",9.93805175594006,"female","pituitary","n5","x.g37_female_pituitary_n5"
"DIO2",8.75578988461572,"female","pituitary","n9","x.g4.w50_female_pituitary_n9"
"DIO2",9.8170656351916,"female","pituitary","n5","x.g43_female_pituitary_n5"
"DIO2",8.94839734615642,"female","pituitary","n5","x.g49_female_pituitary_n5.NYNO"
"DIO2",8.40607599845881,"female","pituitary","prolong","x.g50_female_pituitary_inc.prolong"
"DIO2",9.46061320202839,"female","pituitary","inc.d9","x.g9.o166_female_pituitary_inc.d9.NYNO"
"DIO2",8.64204986596217,"female","pituitary","inc.d17","x.o159.w90_female_pituitary_inc.d17"
"DIO2",9.54489318272113,"female","pituitary","m.n2","x.o171.w45_female_pituitary_m.hatch"
"DIO2",8.94169788312142,"female","pituitary","n5","x.o175.g21_female_pituitary_n5"
"DIO2",9.54404085652649,"female","pituitary","hatch","x.o37.blu50_female_pituitary_hatch"
"DIO2",9.27219175670748,"female","pituitary","m.n2","x.o61_female_pituitary_extend.hatch"
"DIO2",9.21969363295133,"female","pituitary","n5","x.o70_female_pituitary_n5"
"DIO2",8.88475351792925,"female","pituitary","m.inc.d3","x.r180_female_pituitary_m.inc.d3"
"DIO2",8.34937680707294,"female","pituitary","inc.d3","x.r33.w183_female_pituitary_inc.d3"
"DIO2",9.63958657352079,"female","pituitary","bldg","x.r39.g10_female_pituitary_bldg"
"DIO2",9.00089396947792,"female","pituitary","hatch","x.r44.w95_female_pituitary_hatch"
"DIO2",8.68791083795848,"female","pituitary","inc.d17","x.r48.y139_female_pituitary_inc.d17.NYNO"
"DIO2",9.4052799346875,"female","pituitary","n5","x.r50.w97_female_pituitary_n5"
"DIO2",9.26455665522712,"female","pituitary","m.n2","x.r74.o29_female_pituitary_m.hatch"
"DIO2",9.16118747915016,"female","pituitary","m.inc.d9","x.r76_female_pituitary_m.inc.d9"
"DIO2",9.21867571195867,"female","pituitary","early","x.s188_female_pituitary_m.inc.d8"
"DIO2",10.0048179876115,"female","pituitary","n9","x.w178_female_pituitary_n9"
"DIO2",10.1505736593026,"female","pituitary","lay","x.w51_female_pituitary_lay"
"DIO2",9.62663318663386,"female","pituitary","n9","x.w6_female_pituitary_n9"
"DIO2",8.90605031555977,"female","pituitary","inc.d9","x.y109_female_pituitary_inc.d9"
"DIO2",9.58627273228384,"female","pituitary","m.inc.d17","x.y119.w11_female_pituitary_m.inc.d17"
"DIO2",9.61180072591375,"female","pituitary","n9","x.y138.w176_female_pituitary_n9"
"DIO2",8.96131618494459,"female","pituitary","prolong","x.y145.r55_female_pituitary_inc.prolong"
"DIO2",9.05925647915911,"female","pituitary","early","x.y5_female_pituitary_m.inc.d8"
"DIO2",8.7553800386142,"female","pituitary","extend","x.y64_female_pituitary_extend"
"DIO2",9.2758837439783,"female","pituitary","hatch","x.y90_female_pituitary_hatch"
"DIO2",9.6372828820782,"female","pituitary","inc.d9","x.y93.g126_female_pituitary_inc.d9"
"DIO2",9.44294048733567,"female","pituitary","n9","x.y9_female_pituitary_n9"
"DIO2",9.35846047196891,"female","pituitary","lay","y.s156.o.r_female_pituitary_lay"
"DIO2",7.87949700784471,"female","pituitary","m.inc.d9","y12.x_female_pituitary_m.inc.d9"
"DIO2",9.18902060366681,"female","pituitary","inc.d17","y126.w92.x_female_pituitary_inc.d17"
"DIO2",8.83747599027481,"female","pituitary","inc.d9","y128.g23.x_female_pituitary_inc.d9"
"DIO2",10.0181799178214,"female","pituitary","inc.d3","y13.x_female_pituitary_inc.d3"
"DIO2",9.07074792103078,"female","pituitary","inc.d17","y130.o170.x_female_pituitary_inc.d17"
"DIO2",9.52811247294219,"female","pituitary","inc.d17","y135.blu107.x_female_pituitary_inc.d17.NYNO"
"DIO2",9.59164584986592,"female","pituitary","inc.d17","y136.x_female_pituitary_inc.d17"
"DIO2",9.56307789808651,"female","pituitary","inc.d9","y140.w119.x_female_pituitary_inc.d9"
"DIO2",8.87248705790074,"female","pituitary","prolong","y146.r32.x_female_pituitary_inc.prolong"
"DIO2",9.05308666152035,"female","pituitary","hatch","y15.x_female_pituitary_hatch"
"DIO2",9.28216800157192,"female","pituitary","n5","y6.o54_female_pituitary_n5"
"DIO2",8.93775331466984,"female","pituitary","hatch","y7.g58_female_pituitary_hatch"
"DIO2",9.81564968394578,"female","pituitary","m.inc.d17","y85.r71.x_female_pituitary_m.inc.d17"
"DIO2",9.05327700861127,"female","pituitary","n5","y94.g133.x_female_pituitary_n5"
"DIO2",10.1573270527583,"female","pituitary","n9","y97.x_female_pituitary_n9"
"DIO2",8.34086566279055,"female","pituitary","m.n2","y98.g54_female_pituitary_m.hatch"
"DIO3",5.78970353419493,"female","pituitary","control","L.G118_female_pituitary_control.NYNO"
"DIO3",6.24985391158792,"female","pituitary","control","R.G106_female_pituitary_control"
"DIO3",5.09617484266787,"female","pituitary","control","R.R20_female_pituitary_control"
"DIO3",5.42569776759994,"female","pituitary","control","R.R9_female_pituitary_control.NYNO"
"DIO3",5.57589019300623,"female","pituitary","control","R.W44_female_pituitary_control.NYNO"
"DIO3",5.42900202363537,"female","pituitary","prolong","blk.s031.pu.d_female_pituitary_prolong"
"DIO3",5.41688962438175,"female","pituitary","m.n2","blk.s032.g.w_female_pituitary_m.hatch"
"DIO3",6.66439786490116,"female","pituitary","m.inc.d3","blk.s049.y.g_female_pituitary_m.inc.d3"
"DIO3",6.81739050387149,"female","pituitary","m.inc.d3","blk.s060.pu.w_female_pituitary_m.inc.d3.NYNO"
"DIO3",6.0764372870937,"female","pituitary","inc.d9","blk.s061.pu.y_female_pituitary_inc.d9"
"DIO3",6.05033819346073,"female","pituitary","early","blk.y.l.s109_female_pituitary_m.inc.d8"
"DIO3",5.78184788168495,"female","pituitary","m.n2","blk0.x_female_pituitary_m.n2"
"DIO3",6.22623660890051,"female","pituitary","bldg","blk11.x_female_pituitary_bldg"
"DIO3",5.67753706658155,"female","pituitary","extend","blk19.x_female_pituitary_extend"
"DIO3",5.41860602992186,"female","pituitary","hatch","blk21.x_female_pituitary_hatch"
"DIO3",5.83043137654164,"female","pituitary","n9","blk4.x_female_pituitary_n9"
"DIO3",5.51569132765887,"female","pituitary","control","blu.o.x.ATLAS_female_pituitary_control"
"DIO3",5.6124592466277,"female","pituitary","hatch","blu103.x_female_pituitary_hatch.NYNO"
"DIO3",5.95937338977662,"female","pituitary","prolong","blu115.y150.x_female_pituitary_inc.prolong"
"DIO3",5.8945461996945,"female","pituitary","early","blu119.w84.x_female_pituitary_m.inc.d8"
"DIO3",5.97654637946473,"female","pituitary","hatch","blu124.w180.x_female_pituitary_hatch"
"DIO3",6.08071308430305,"female","pituitary","n9","blu36.w16_female_pituitary_n9"
"DIO3",5.68689465798055,"female","pituitary","bldg","blu38.g135.x_female_pituitary_bldg"
"DIO3",8.90820614088071,"female","pituitary","inc.d3","blu39.o26.x_female_pituitary_inc.d3.NYNO"
"DIO3",5.72106614444258,"female","pituitary","extend","blu44.y102_female_pituitary_extend"
"DIO3",5.69588895730685,"female","pituitary","inc.d9","blu47.y96.x_female_pituitary_inc.d9"
"DIO3",5.09617484266787,"female","pituitary","n5","blu55.g51_female_pituitary_n5"
"DIO3",7.12667348321944,"female","pituitary","m.inc.d3","blu56.o53_female_pituitary_m.inc.d3"
"DIO3",7.23529252414696,"female","pituitary","m.inc.d9","blu63.g62_female_pituitary_m.inc.d9"
"DIO3",5.5472641013914,"female","pituitary","early","blu80.r97_female_pituitary_m.inc.d8"
"DIO3",6.06280939262739,"female","pituitary","m.inc.d9","d.r.blk.s159_female_pituitary_m.inc.d9"
"DIO3",7.08654245242554,"female","pituitary","m.inc.d17","d.s112.blk.w_female_pituitary_m.inc.d17"
"DIO3",6.92831328084079,"female","pituitary","m.inc.d3","d.s177.blk.r_female_pituitary_m.inc.d3"
"DIO3",5.7451987091007,"female","pituitary","lay","g.blk.s004.pk_female_pituitary_lay"
"DIO3",6.73783944159143,"female","pituitary","m.n2","g.s076.pk.r_female_pituitary_m.hatch"
"DIO3",6.13959239103198,"female","pituitary","lay","g.s078.blk.o_female_pituitary_lay"
"DIO3",6.36676661453924,"female","pituitary","m.inc.d17","g.y.blk.s006_female_pituitary_m.inc.d17"
"DIO3",5.98583872639409,"female","pituitary","bldg","g141.blu27.x_female_pituitary_bldg"
"DIO3",5.09617484266787,"female","pituitary","inc.d17","g142.r40.x_female_pituitary_inc.d17"
"DIO3",5.75187945258882,"female","pituitary","m.inc.d3","g144.r54.x_female_pituitary_m.inc.d3"
"DIO3",5.44798720176215,"female","pituitary","extend","g17.w108.x_female_pituitary_extend"
"DIO3",5.60550228481876,"female","pituitary","extend","g22.blu118_female_pituitary_extend"
"DIO3",5.66426192839818,"female","pituitary","inc.d3","g6.w197.x_female_pituitary_inc.d3"
"DIO3",6.72985883549382,"female","pituitary","m.inc.d17","g63.blu65_female_pituitary_m.inc.d17"
"DIO3",6.24338128759404,"female","pituitary","m.inc.d9","g73.x_female_pituitary_m.inc.d9"
"DIO3",5.83388175998266,"female","pituitary","inc.d9","g75.x_female_pituitary_inc.d9"
"DIO3",6.63593026102625,"female","pituitary","m.n2","l.s.w.d_female_pituitary_m.hatch"
"DIO3",5.36960803928612,"female","pituitary","prolong","l.s052.pk.r_female_pituitary_prolong"
"DIO3",5.63855925756742,"female","pituitary","bldg","l.s120.y.blk_female_pituitary_bldg"
"DIO3",6.58448680345305,"female","pituitary","prolong","l.s166.o.w_female_pituitary_prolong"
"DIO3",8.03244342896686,"female","pituitary","m.inc.d17","o.s084.w.blk_female_pituitary_m.inc.d17"
"DIO3",5.74298031942986,"female","pituitary","inc.d3","o156.w80.x_female_pituitary_inc.d3"
"DIO3",5.86616404935823,"female","pituitary","inc.d3","o165.w122.x_female_pituitary_inc.d3.NYNO"
"DIO3",7.47969876169057,"female","pituitary","m.inc.d17","o169.r28.x_female_pituitary_m.inc.d17"
"DIO3",5.52475343134937,"female","pituitary","hatch","o172.w115.x_female_pituitary_hatch.NYNO"
"DIO3",5.90676934951189,"female","pituitary","inc.d3","o173.w179.x_female_pituitary_inc.d3"
"DIO3",6.25061612721694,"female","pituitary","inc.d17","o35.r51.x_female_pituitary_inc.d17"
"DIO3",6.90712219243414,"female","pituitary","m.inc.d9","o36.r62.x_female_pituitary_m.inc.d9"
"DIO3",6.89495028609103,"female","pituitary","bldg","o38.blu29.x_female_pituitary_bldg"
"DIO3",5.99714611856417,"female","pituitary","m.inc.d9","o45.g128.x_female_pituitary_m.inc.d9"
"DIO3",5.91338980237881,"female","pituitary","inc.d17","o52.blu53_female_pituitary_inc.d17"
"DIO3",5.86697042359843,"female","pituitary","inc.d9","o73.x_female_pituitary_inc.d9"
"DIO3",6.04927437541785,"female","pituitary","early","p.g.blk.s040_female_pituitary_m.inc.d8"
"DIO3",5.79891414074927,"female","pituitary","m.inc.d17","pk.s011.o.y_female_pituitary_m.inc.d17"
"DIO3",6.0716117238616,"female","pituitary","m.n2","pk.s054.d.g_female_pituitary_m.hatch"
"DIO3",5.5111761351308,"female","pituitary","early","pk.s055.d.l_female_pituitary_m.inc.d8"
"DIO3",5.68969382307282,"female","pituitary","control","r.r.x.ATLAS.R2XR_female_pituitary_control"
"DIO3",6.12386973729095,"female","pituitary","control","r.r.x.ATLAS_female_pituitary_control"
"DIO3",8.16112786772967,"female","pituitary","m.inc.d3","r.s035.y.blk_female_pituitary_m.inc.d3"
"DIO3",5.09617484266787,"female","pituitary","bldg","r.s056.g.o_female_pituitary_bldg"
"DIO3",5.8682903739547,"female","pituitary","extend","r.s131.o.d_female_pituitary_extend"
"DIO3",5.67680853224164,"female","pituitary","n9","r.s171.l.w_female_pituitary_n9"
"DIO3",5.54494860941613,"female","pituitary","hatch","r183.o22_female_pituitary_hatch"
"DIO3",5.37301798167365,"female","pituitary","prolong","r194.x_female_pituitary_prolong"
"DIO3",5.76599637721474,"female","pituitary","inc.d3","r27.w111.blu125_female_pituitary_inc.d3"
"DIO3",5.7434363346373,"female","pituitary","inc.d9","r30.w112.r46_female_pituitary_inc.d9"
"DIO3",5.66870251645721,"female","pituitary","inc.d9","r36.w184.x_female_pituitary_inc.d9"
"DIO3",6.01791586429401,"female","pituitary","inc.d17","r49.w189.x_female_pituitary_inc.d17"
"DIO3",6.10205945888568,"female","pituitary","control","r6.x_female_pituitary_control"
"DIO3",7.15243362610949,"female","pituitary","inc.d3","r73.g127.x_female_pituitary_inc.d3"
"DIO3",5.49243514194922,"female","pituitary","bldg","r83.g45_female_pituitary_bldg"
"DIO3",5.80741955421487,"female","pituitary","n9","r95.blu99_female_pituitary_n9"
"DIO3",5.67466605571192,"female","pituitary","lay","s.o.pk_female_pituitary_lay"
"DIO3",5.62799086249052,"female","pituitary","prolong","s.pu.pk_female_pituitary_prolong"
"DIO3",5.8959999613074,"female","pituitary","control","s.x.ATLAS_female_pituitary_control"
"DIO3",5.71330475396519,"female","pituitary","early","s002.x_female_pituitary_m.inc.d8"
"DIO3",6.95939330792273,"female","pituitary","m.inc.d17","s038.g.d.blk_female_pituitary_m.inc.d17"
"DIO3",8.2658165479947,"female","pituitary","bldg","s063.d.blk.l_female_pituitary_bldg"
"DIO3",6.42987024097926,"female","pituitary","m.inc.d3","s069.pk.pu.g_female_pituitary_m.inc.d3"
"DIO3",5.32803109765973,"female","pituitary","extend","s089.blk.pk.pu_female_pituitary_extend"
"DIO3",5.80619159335905,"female","pituitary","early","s091.blk.r.g_female_pituitary_m.inc.d8"
"DIO3",7.63891736403886,"female","pituitary","bldg","s092.blk.r.o_female_pituitary_bldg"
"DIO3",6.27434197412318,"female","pituitary","m.inc.d3","s093.blk.y.d_female_pituitary_m.inc.d3"
"DIO3",5.94893053841965,"female","pituitary","lay","s095.g.blk.o_female_pituitary_lay"
"DIO3",7.04802722399276,"female","pituitary","m.inc.d17","s100.l.pk.blk_female_pituitary_m.inc.d17"
"DIO3",7.9411712165188,"female","pituitary","m.inc.d3","s103.y.pk.blk_female_pituitary_m.inc.d3"
"DIO3",5.99126048578807,"female","pituitary","lay","s136.d.w.o_female_pituitary_lay"
"DIO3",5.53660829537731,"female","pituitary","extend","s137.g.blk.y_female_pituitary_extend"
"DIO3",5.97941251795626,"female","pituitary","lay","s142.o.pk.pu_female_pituitary_lay"
"DIO3",5.46224717561836,"female","pituitary","lay","s176.blk.pu.r_female_pituitary_lay"
"DIO3",5.39841604707266,"female","pituitary","extend","s186.l.o.pk_female_pituitary_extend"
"DIO3",6.32959403193752,"female","pituitary","m.n2","s333.y.blk.pk_female_pituitary_m.hatch"
"DIO3",5.09617484266787,"female","pituitary","control","w191.r1_female_pituitary_control"
"DIO3",5.61283855840082,"female","pituitary","prolong","x.blk20_female_pituitary_prolong"
"DIO3",5.09617484266787,"female","pituitary","inc.d9","x.blu101.w43_female_pituitary_inc.d9"
"DIO3",5.56809064603263,"female","pituitary","inc.d3","x.blu102.w105_female_pituitary_inc.d3"
"DIO3",6.10710721264763,"female","pituitary","n5","x.blu109.w121_female_pituitary_n5"
"DIO3",6.17342071379573,"female","pituitary","inc.d17","x.blu116.w107_female_pituitary_inc.d17.NYNO"
"DIO3",5.3956965163384,"female","pituitary","inc.d9","x.blu122.r66_female_pituitary_inc.d9"
"DIO3",6.60918137651032,"female","pituitary","m.inc.d9","x.blu25_female_pituitary_m.inc.d9"
"DIO3",7.66725624415354,"female","pituitary","n9","x.blu43.g132_female_pituitary_n9"
"DIO3",5.59775801834979,"female","pituitary","lay","x.blu6.y80_female_pituitary_lay"
"DIO3",6.79845380611126,"female","pituitary","m.inc.d17","x.blu94_female_pituitary_m.inc.d17"
"DIO3",6.48753070723103,"female","pituitary","m.n2","x.blu96_female_pituitary_m.n2"
"DIO3",5.74537654912668,"female","pituitary","early","x.g26_female_pituitary_m.inc.d8"
"DIO3",5.9768601436428,"female","pituitary","n5","x.g37_female_pituitary_n5"
"DIO3",6.12996470996276,"female","pituitary","n9","x.g4.w50_female_pituitary_n9"
"DIO3",5.87017206535864,"female","pituitary","n5","x.g43_female_pituitary_n5"
"DIO3",6.2599624007357,"female","pituitary","n5","x.g49_female_pituitary_n5.NYNO"
"DIO3",5.57213813013467,"female","pituitary","prolong","x.g50_female_pituitary_inc.prolong"
"DIO3",5.95034558959137,"female","pituitary","inc.d9","x.g9.o166_female_pituitary_inc.d9.NYNO"
"DIO3",5.47609253036832,"female","pituitary","inc.d17","x.o159.w90_female_pituitary_inc.d17"
"DIO3",6.36931063684952,"female","pituitary","m.n2","x.o171.w45_female_pituitary_m.hatch"
"DIO3",5.71475236205034,"female","pituitary","n5","x.o175.g21_female_pituitary_n5"
"DIO3",5.63337396920582,"female","pituitary","hatch","x.o37.blu50_female_pituitary_hatch"
"DIO3",5.64906953803858,"female","pituitary","m.n2","x.o61_female_pituitary_extend.hatch"
"DIO3",5.45268728413042,"female","pituitary","n5","x.o70_female_pituitary_n5"
"DIO3",5.09617484266787,"female","pituitary","m.inc.d3","x.r180_female_pituitary_m.inc.d3"
"DIO3",5.09617484266787,"female","pituitary","inc.d3","x.r33.w183_female_pituitary_inc.d3"
"DIO3",5.52128678671357,"female","pituitary","bldg","x.r39.g10_female_pituitary_bldg"
"DIO3",5.64670347747211,"female","pituitary","hatch","x.r44.w95_female_pituitary_hatch"
"DIO3",6.20480979979238,"female","pituitary","inc.d17","x.r48.y139_female_pituitary_inc.d17.NYNO"
"DIO3",6.76952608681219,"female","pituitary","n5","x.r50.w97_female_pituitary_n5"
"DIO3",6.15904446172442,"female","pituitary","m.n2","x.r74.o29_female_pituitary_m.hatch"
"DIO3",7.30051003940677,"female","pituitary","m.inc.d9","x.r76_female_pituitary_m.inc.d9"
"DIO3",5.96656900225936,"female","pituitary","early","x.s188_female_pituitary_m.inc.d8"
"DIO3",5.94092598532374,"female","pituitary","n9","x.w178_female_pituitary_n9"
"DIO3",5.81820260721608,"female","pituitary","lay","x.w51_female_pituitary_lay"
"DIO3",6.04480860570322,"female","pituitary","n9","x.w6_female_pituitary_n9"
"DIO3",5.44241438042759,"female","pituitary","inc.d9","x.y109_female_pituitary_inc.d9"
"DIO3",6.5225496741421,"female","pituitary","m.inc.d17","x.y119.w11_female_pituitary_m.inc.d17"
"DIO3",5.89022307525767,"female","pituitary","n9","x.y138.w176_female_pituitary_n9"
"DIO3",5.797174379934,"female","pituitary","prolong","x.y145.r55_female_pituitary_inc.prolong"
"DIO3",5.67257975265914,"female","pituitary","early","x.y5_female_pituitary_m.inc.d8"
"DIO3",5.56629330159422,"female","pituitary","extend","x.y64_female_pituitary_extend"
"DIO3",5.81408612914293,"female","pituitary","hatch","x.y90_female_pituitary_hatch"
"DIO3",5.62160699906491,"female","pituitary","inc.d9","x.y93.g126_female_pituitary_inc.d9"
"DIO3",5.50798956900599,"female","pituitary","n9","x.y9_female_pituitary_n9"
"DIO3",5.6169656979015,"female","pituitary","lay","y.s156.o.r_female_pituitary_lay"
"DIO3",5.74765661893758,"female","pituitary","m.inc.d9","y12.x_female_pituitary_m.inc.d9"
"DIO3",5.92121140909673,"female","pituitary","inc.d17","y126.w92.x_female_pituitary_inc.d17"
"DIO3",7.51755283091767,"female","pituitary","inc.d9","y128.g23.x_female_pituitary_inc.d9"
"DIO3",5.58068646915866,"female","pituitary","inc.d3","y13.x_female_pituitary_inc.d3"
"DIO3",6.7270083236856,"female","pituitary","inc.d17","y130.o170.x_female_pituitary_inc.d17"
"DIO3",5.56820906412817,"female","pituitary","inc.d17","y135.blu107.x_female_pituitary_inc.d17.NYNO"
"DIO3",5.91242155374421,"female","pituitary","inc.d17","y136.x_female_pituitary_inc.d17"
"DIO3",5.80283914684031,"female","pituitary","inc.d9","y140.w119.x_female_pituitary_inc.d9"
"DIO3",6.31544915652318,"female","pituitary","prolong","y146.r32.x_female_pituitary_inc.prolong"
"DIO3",5.09617484266787,"female","pituitary","hatch","y15.x_female_pituitary_hatch"
"DIO3",6.43780175373807,"female","pituitary","n5","y6.o54_female_pituitary_n5"
"DIO3",5.55921943655011,"female","pituitary","hatch","y7.g58_female_pituitary_hatch"
"DIO3",5.98325037345096,"female","pituitary","m.inc.d17","y85.r71.x_female_pituitary_m.inc.d17"
"DIO3",5.66404968815389,"female","pituitary","n5","y94.g133.x_female_pituitary_n5"
"DIO3",6.03736993559902,"female","pituitary","n9","y97.x_female_pituitary_n9"
"DIO3",7.18426131287199,"female","pituitary","m.n2","y98.g54_female_pituitary_m.hatch"
