"gene","padj","logpadj","lfc","tissue","direction"
"IQCG",3.92175347445856e-28,27.4065197100174,13.0478486294027,"gonads","bldg"
"COL10A1",2.82974572255781e-26,25.5482525878861,9.34630949750752,"gonads","bldg"
"LOC101749216",1.95957627074817e-16,15.7078378282204,8.32542578843747,"gonads","bldg"
"LOC107049904",1.74421673578127e-11,10.758399550765,8.23014120493175,"gonads","bldg"
"WFDC2",4.51313665777533e-18,17.3455215158441,7.33884377472112,"gonads","bldg"
"LOC418356",1.12563906385751e-13,12.9486008436798,7.28544746595626,"gonads","bldg"
"LOC101747844",3.7525421780194e-17,16.4256744176515,6.60918206817141,"gonads","bldg"
"MSX2",4.50910052580077e-15,14.3459100824326,6.01415902488209,"gonads","bldg"
"DLX5",2.05700276013389e-17,16.6867651255585,5.7343902939242,"gonads","bldg"
"OCX36",2.28613703114934e-07,6.64089774153111,5.46969511093775,"gonads","bldg"
"SLC9A2",1.12506090666226e-14,13.9488239658092,5.35228851304994,"gonads","bldg"
"TFF2",3.27227672156744e-07,6.48514997713759,5.23026006947491,"gonads","bldg"
"SPINK5",6.22086266032945e-09,8.20614938658845,5.05923410703434,"gonads","bldg"
"IL20RB",7.1233373485212e-09,8.1473164877582,4.86158016997419,"gonads","bldg"
"GCM1",9.86156897250071e-07,6.00605398344708,4.58355956499932,"gonads","bldg"
"LOC107053409",7.16854986824299e-06,5.14456868922977,4.49249649261438,"gonads","bldg"
"LOC107051435",1.45636996352348e-15,14.8367282866253,4.4831689780793,"gonads","bldg"
"LOC107055918",0.00091858907561295,3.03687872376593,4.43583189858891,"gonads","bldg"
"PI15",2.20426744437108e-07,6.65673571355525,4.40472651514031,"gonads","bldg"
"DLX6",2.8797970065779e-14,13.5406381240568,4.40433719217807,"gonads","bldg"
"LOC416696",9.65603392840197e-16,15.0152012169277,4.40219336732115,"gonads","bldg"
"LOC107056149",7.43886413031351e-11,10.1284933735398,4.28940572420065,"gonads","bldg"
"SLC26A3",1.20735622723418e-09,8.91816457356724,4.26748989289192,"gonads","bldg"
"CA8",5.62997224469062e-19,18.2494937461802,4.25820579570803,"gonads","bldg"
"TUSC5",3.72293108958503e-06,5.42911500237681,4.19395359583169,"gonads","bldg"
"TMEM45B",6.20000089556757e-15,14.2076082477695,4.13873803567352,"gonads","bldg"
"PPIL6",1.69214915282349e-13,12.7715613591497,4.09156448629032,"gonads","bldg"
"OVCH2",7.80180994844237e-12,11.1078046332793,4.07558134668413,"gonads","bldg"
"GAS2L2",3.64577589966732e-06,5.43821003028583,3.91180800428575,"gonads","bldg"
"ATP2B4",1.05812513265531e-14,13.9754629701002,3.90821389225721,"gonads","bldg"
"CCDC17",2.19116388058646e-06,5.65932513965847,3.76419039351663,"gonads","bldg"
"ERMN",0.00082733289464016,3.08231970784149,3.75613256882923,"gonads","bldg"
"SEMA3G",1.28256904597686e-18,17.8919192457252,3.74791339561255,"gonads","bldg"
"PNOC",0.000727452238652898,3.13819551529107,3.72950945936707,"gonads","bldg"
"RSPH14",1.38996140406451e-08,7.85699725890743,3.70090953365961,"gonads","bldg"
"LOC101750448",6.91606836906255e-07,6.16014072214192,3.6778695043789,"gonads","bldg"
"FGFBP3",7.96059799398722e-10,9.0990543071701,3.66449584909693,"gonads","bldg"
"LOC107055116",4.30388000779128e-10,9.36613984530648,3.61414009666661,"gonads","bldg"
"IL13RA2",3.22314086427914e-14,13.4917207136492,3.61065239448943,"gonads","bldg"
"LOC107052725",1.35518019544639e-06,5.8680029537306,3.60933713597209,"gonads","bldg"
"RPRM",1.52189956280747e-08,7.81761400772168,3.5927263756044,"gonads","bldg"
"RP11-166N6.1",7.36234712956449e-05,4.13298370972278,3.5321852181056,"gonads","bldg"
"LOC771638",9.19721982226489e-11,10.0363434333416,3.53029544744148,"gonads","bldg"
"C20ORF27",1.16665969735213e-10,9.93305580472129,3.52256198212512,"gonads","bldg"
"DCDC2",3.48458861208938e-16,15.4578484870195,3.51756073253679,"gonads","bldg"
"C7H21ORF58",3.18638122569094e-09,8.49670226547484,3.51217822883149,"gonads","bldg"
"AGBL2",4.9193269348422e-10,9.30809431359036,3.49351005194742,"gonads","bldg"
"DSG4",1.26298195454592e-06,5.89860285458886,3.47148085325623,"gonads","bldg"
"ADCY8",2.77477011235159e-11,10.556772992027,3.46187582220114,"gonads","bldg"
"IQCA1",2.24795702600826e-14,13.6482119953921,3.45521689631797,"gonads","bldg"
"CCDC37",1.55559501285699e-09,8.80810345784404,3.43814227605822,"gonads","bldg"
"CDHR4",2.9928478352875e-07,6.52391536333853,3.43074088803327,"gonads","bldg"
"LOC107055647",1.59693009993251e-13,12.7967140931777,3.42247456597091,"gonads","bldg"
"SPTSSB",1.74587064278827e-07,6.75798793772349,3.40619851646623,"gonads","bldg"
"PACRG",4.73460247335716e-12,11.3247164793587,3.39048277305232,"gonads","bldg"
"CDC20B",4.73233221383944e-10,9.32492477512337,3.38180833555882,"gonads","bldg"
"HOXD11",0.00800947510778058,2.09639594399863,3.34276493750639,"gonads","bldg"
