"gene","lfc","padj","logpadj","direction","tissue"
"C1ORF146",4.23008066451515,0.0450789636371758,1.34602607691674,"m.inc.d8","pituitary"
"SLC18A3",2.88159511100728,0.00537797474730415,2.26938124137122,"m.inc.d8","pituitary"
"APCDD1L",2.6811442555196,8.66499586053326e-05,4.06223164042242,"m.inc.d8","pituitary"
"REG4",2.63973529893499,0.0423238183430078,1.37341515830527,"m.inc.d8","pituitary"
"TMEM88B",2.51585085024415,0.0326035386922658,1.48673526032717,"m.inc.d8","pituitary"
"TAGLN",2.51081237570259,0.035147052779713,1.4541110864385,"m.inc.d8","pituitary"
"DTX1",2.40103124858342,1.19407949308981e-05,4.92296676009017,"m.inc.d8","pituitary"
"LIPG",2.31935664864357,4.3870895756701e-05,4.35782349807236,"m.inc.d8","pituitary"
"LMCD1",2.25789934185984,0.033472929156364,1.47530628164331,"m.inc.d8","pituitary"
"FAM132A",2.22162867475243,0.000322369128408707,3.49164655496776,"m.inc.d8","pituitary"
"ERMN",2.20818160905803,0.0776255510571703,1.10999530378491,"m.inc.d8","pituitary"
"MYH11",2.09928190630093,0.0472856139662566,1.32527096762111,"m.inc.d8","pituitary"
"NINJ2",2.09117035928406,0.015662348902776,1.805143105687,"m.inc.d8","pituitary"
"LGI3",2.07785421479282,0.0877890238096762,1.05655978018591,"m.inc.d8","pituitary"
"CRYBB2",2.02035004225783,0.0704300268118884,1.1522421462768,"m.inc.d8","pituitary"
"MLXIPL",1.92847673470885,0.0125935310719289,1.8998524819618,"m.inc.d8","pituitary"
"CNTN6",1.87022114882596,0.00457676820010264,2.33944108275854,"m.inc.d8","pituitary"
"RPRM",1.83992486585146,0.0473769966204442,1.32443247405882,"m.inc.d8","pituitary"
"CA6",1.83029397587973,0.00316264684959431,2.49994929997018,"m.inc.d8","pituitary"
"PDE6H",1.81589554659652,0.00447765567580412,2.34894930598873,"m.inc.d8","pituitary"
"FA2H",1.78422838752372,0.0589051014926753,1.22984709138987,"m.inc.d8","pituitary"
"LRTM2",1.77546802537566,0.00527286796858351,2.27795310316759,"m.inc.d8","pituitary"
"SH3BP1",1.76891730641951,0.0618334879073886,1.20877625509892,"m.inc.d8","pituitary"
"LOC100857497",1.71832462082599,0.00406793271108846,2.39062623948692,"m.inc.d8","pituitary"
"PTGDS",1.69243913046018,0.0372669496626425,1.42867615323212,"m.inc.d8","pituitary"
"SCTR",1.68505467681572,0.09619835714575,1.01683234468389,"m.inc.d8","pituitary"
"PAPLN",1.65909296483852,0.000419016410603454,3.37776896773786,"m.inc.d8","pituitary"
"SNCG",1.6292164718747,0.031106757434253,1.50714525735177,"m.inc.d8","pituitary"
"DLK2",1.62344953378656,0.000749982261011939,3.12494900865595,"m.inc.d8","pituitary"
"GPR114",1.61870353121431,0.0100307045423996,1.99866856168243,"m.inc.d8","pituitary"
"LOC107050516",1.61777541841824,0.00555369164415658,2.25541823710987,"m.inc.d8","pituitary"
"ECEL1",1.60366429068592,0.0106335639612902,1.97332115228666,"m.inc.d8","pituitary"
