"net$unmergedColors","entrezid","row.names","Name","geneid"
"greenyellow","XP_424602.4",427000,"ERI2",427000
"greenyellow","XP_015140696.1",422004,"ESCO2",422004
"greenyellow","XP_419550.5",421505,"EXO1",421505
"greenyellow","NP_990016.1",395420,"F13A1",395420
"greenyellow","XP_422895.3",425103,"FAM83D",425103
"greenyellow","XP_015135800.1",427468,"FANCC",427468
"greenyellow","XP_015139743.1",421642,"FBXO5",421642
"greenyellow","XP_001232071.1",768907,"FGF6",768907
"greenyellow","XP_015128663.1",107049506,"FKBP11",107049506
"greenyellow","NP_001039301.1",421416,"FOSL2",421416
"greenyellow","XP_015148147.1",430534,"FOXM1",430534
"greenyellow","XP_015148151.1",430534,"FOXM1",430534
"greenyellow","NP_001264292.1",417931,"GAS2L3",417931
"greenyellow","XP_015140963.1",770624,"GRXCR1",770624
"greenyellow","NP_001026503.1",425204,"GTSE1",425204
"greenyellow","NP_001006255.2",418413,"HJURP",418413
"greenyellow","XP_015149152.1",416163,"HMMR",416163
"greenyellow","XP_015142245.1",396270,"INCENP",396270
"greenyellow","XP_015133678.1",395823,"KIF4A",395823
"greenyellow","NP_001026564.1",426704,"KNSTRN",426704
"greenyellow","XP_015131064.1",416865,"KNTC1",416865
"greenyellow","XP_015135377.1",417420,"KPNA2",417420
"greenyellow","NP_001026209.1",421301,"LBH",421301
"greenyellow","XP_417970.3",419841,"LOC100858581",419841
"greenyellow","XP_015150505.1",101748559,"LOC101748559",101748559
"greenyellow","XP_015128672.1",101749531,"LOC101749531",101749531
"greenyellow","XP_015149838.1",101749834,"LOC101749834",101749834
"greenyellow","XP_015130323.1",107051182,"LOC107051182",107051182
"greenyellow","XP_015157682.1",107057175,"LOC107057175",107057175
"greenyellow","XP_015143888.1",423793,"LOC423793",423793
"greenyellow","NP_001026549.1",426385,"LOC426385",426385
"greenyellow","XP_004939719.1",428479,"LOC428479",428479
"greenyellow","NP_001073208.1",769174,"LOC769174",769174
"greenyellow","NP_001264678.1",422675,"MAD2L1",422675
"greenyellow","XP_015153801.1",429525,"MCM10",429525
"greenyellow","XP_015148569.1",416027,"MCM2",416027
"greenyellow","XP_417826.4",419679,"MFSD2A",419679
"greenyellow","XP_004942416.1",423963,"MKI67",423963
"greenyellow","NP_001292058.1",768422,"MLN",768422
"greenyellow","XP_015149346.1",101751218,"MXD3",101751218
"greenyellow","NP_001026123.1",420332,"MYC",420332
"greenyellow","XP_015141210.1",422822,"NCAPG",422822
"greenyellow","NP_989808.2",395134,"NDC80",395134
"greenyellow","NP_001026221.1",421376,"NEK2",421376
"greenyellow","NP_989809.2",395135,"NUF2",395135
"greenyellow","XP_015152316.1",395942,"PAX7",395942
"greenyellow","NP_001264928.1",422003,"PBK",422003
"greenyellow","NP_001025810.1",416575,"PLK1",416575
"greenyellow","XP_416549.4",418326,"POLQ",418326
"greenyellow","XP_015133415.1",107051987,"POU3F3",107051987
"greenyellow","NP_001073221.1",770336,"PRC1",770336
"greenyellow","NP_990797.2",396453,"PRL",396453
"greenyellow","NP_001264669.1",416158,"PTTG1",416158
"greenyellow","NP_001279000.1",769203,"PYCR2",769203
"greenyellow","XP_004949789.2",426884,"RACGAP1",426884
"greenyellow","XP_001231545.2",421936,"RRM2",421936
"greenyellow","NP_001186577.1",420650,"SGOL1",420650
"greenyellow","XP_003641983.1",415751,"SHCBP1",415751
"greenyellow","XP_015129193.1",107049906,"SKA1",107049906
"greenyellow","XP_015134719.1",418948,"SKA3",418948
"greenyellow","NP_001004403.1",422902,"SLBP",422902
"greenyellow","XP_004947617.1",428201,"STC1",428201
"greenyellow","XP_001234815.2",771551,"SUB1L1",771551
"greenyellow","NP_990226.1",395713,"TFAP2B",395713
"greenyellow","NP_990229.1",395719,"TK1",395719
"greenyellow","XP_015152064.1",100859413,"UBE2C",100859413
