"gene","lfc","padj","logpadj","direction","tissue"
"DTX2",18.7707551269939,7.5589469280318e-43,42.121538703864,"n9","gonads"
"LOC107049904",10.6696053787623,5.82657961894568e-14,13.2345863146296,"n9","gonads"
"COL10A1",8.3318181207555,2.05893668441857e-18,17.6863570084235,"n9","gonads"
"OVALX",7.05405248597382,0.00643509299967844,2.19144517230966,"n9","gonads"
"RBP",6.66553013810841,1.22783942615509e-14,13.9108584254543,"n9","gonads"
"IQCG",5.92842517320065,6.81167171512295e-06,5.16674629079548,"n9","gonads"
"RAB6A",5.21964667515842,0.000140281691978616,3.85299900460587,"n9","gonads"
"LOC107053409",5.12908340567837,4.39284793656537e-05,4.35725383007262,"n9","gonads"
"RP11-26J3.4",4.93410230377512,0.0157399349051417,1.80299706806312,"n9","gonads"
"LOC418356",4.72827055329791,1.06147526885528e-05,4.97409011993868,"n9","gonads"
"OvoDA1",4.71719984210091,0.00258417104437434,2.58767874409433,"n9","gonads"
"LOC101752276",4.49586907715231,0.000853717934917777,3.06868559481822,"n9","gonads"
"SPINK7",4.28736292059619,0.0125341024759284,1.9019067589301,"n9","gonads"
"C20H20ORF195",4.24477368232565,8.13300003859514e-06,5.08974922563891,"n9","gonads"
"FAM229A",4.23857143520701,1.27672752154202e-05,4.89390177972752,"n9","gonads"
"LOC101748683",4.21760117718812,2.26365654308683e-07,6.64518946651092,"n9","gonads"
"OCX36",4.17131846991032,0.00235976094703999,2.62713199052137,"n9","gonads"
"ODF1",4.04671317654654,3.21163415473719e-05,4.49327393214429,"n9","gonads"
"LOC100859381",3.92994216817508,7.33222190485615e-06,5.1347643998751,"n9","gonads"
"OVST",3.91169464193206,0.0828408801243488,1.08175529568977,"n9","gonads"
"MUC6",3.83022462301677,0.00245416694255444,2.61009589810283,"n9","gonads"
"ZNRF4",3.79282682638182,7.86272521370399e-07,6.10442690177967,"n9","gonads"
"PLCZ1",3.74810894690361,5.84659817091983e-07,6.23309675363134,"n9","gonads"
"C1ORF158",3.59619427554086,3.49035154942349e-05,4.45713082854635,"n9","gonads"
"LOC101747255",3.5766841269598,3.90600462248806e-06,5.40826724709018,"n9","gonads"
"AVD",3.54240885308384,7.73327272052388e-07,6.11163667378288,"n9","gonads"
"C3H2ORF70",3.53768890149733,0.00285203114336372,2.54484573642285,"n9","gonads"
"C8H1ORF111",3.52347845333683,8.53646879102232e-05,4.0687217430958,"n9","gonads"
"ODF2L",3.49952771486187,0.00297099685043001,2.52709780859404,"n9","gonads"
"FBXO39",3.44457124661471,0.000117070091526429,3.93155404211027,"n9","gonads"
"DNAJB8",3.37688040208112,7.27533793875378e-06,5.13814682893624,"n9","gonads"
"LOC101747625",3.34641830273507,0.000658767704272547,3.18126770003055,"n9","gonads"
"GHRH-LR",3.30744714194303,3.90600462248806e-06,5.40826724709018,"n9","gonads"
"C7ORF72",3.27948056160349,0.000140281691978616,3.85299900460587,"n9","gonads"
"C19ORF71",3.25650973812757,0.000730231270709675,3.13653957318598,"n9","gonads"
"CA8",3.22877806321874,4.62151070803211e-08,7.33521603636667,"n9","gonads"
"SHANK3",3.21513553706719,0.000189309195287201,3.72282829060302,"n9","gonads"
"AvBD11",3.18935403074405,0.0631549351066621,1.19959270677377,"n9","gonads"
"LOC100857573",3.17651287097656,1.68953118851333e-05,4.77223378679869,"n9","gonads"
