"","gene","counts","sex","tissue","treatment","extint","samples"
"1","ADRA2A",9.2432793543151,"male","hypothalamus","control","reference","L.Blu13_male_hypothalamus_control.NYNO"
"2","ADRA2A",8.57574118248208,"male","hypothalamus","control","reference","L.G107_male_hypothalamus_control"
"3","ADRA2A",8.84262882970453,"male","hypothalamus","control","reference","L.R3_male_hypothalamus_control"
"4","ADRA2A",8.37872172340962,"male","hypothalamus","control","reference","L.R8_male_hypothalamus_control"
"5","ADRA2A",8.89464691131973,"male","hypothalamus","control","reference","L.W33_male_hypothalamus_control.NYNO"
"6","ADRA2A",9.06230502215797,"male","hypothalamus","control","reference","L.W3_male_hypothalamus_control"
"7","ADRA2A",9.07562761529104,"male","hypothalamus","control","reference","L.W4_male_hypothalamus_control"
"8","ADRA2A",8.75687066770348,"male","hypothalamus","control","reference","R.Y108.W29_male_hypothalamus_control.NYNO"
"9","ADRA2A",8.67120176285414,"male","hypothalamus","prolong","eggs","blk.s030.o.g_male_hypothalamus_prolong"
"10","ADRA2A",9.03919828170547,"male","hypothalamus","n5","chicks","blk12.x_male_hypothalamus_n5.NYNO"
"11","ADRA2A",9.10726791845627,"male","hypothalamus","inc.d17","eggs","blk17.x_male_hypothalamus_inc.d17"
"12","ADRA2A",8.65653470922141,"male","hypothalamus","m.inc.d3","loss","blk5.x_male_hypothalamus_m.inc.d3"
"13","ADRA2A",8.96850344047628,"male","hypothalamus","m.n2","loss","blu10.w26.x_male_hypothalamus_m.hatch"
"14","ADRA2A",8.79588023722693,"male","hypothalamus","hatch","chicks","blu104.w120.x_male_hypothalamus_hatch"
"15","ADRA2A",8.94487862163183,"male","hypothalamus","inc.d9","eggs","blu108.w40.o158_male_hypothalamus_inc.d9"
"16","ADRA2A",8.78106355328345,"male","hypothalamus","inc.d3","eggs","blu111.w113.x_male_hypothalamus_inc.d3"
"17","ADRA2A",8.82243141534266,"male","hypothalamus","inc.d17","eggs","blu113.w124.x_male_hypothalamus_inc.d17"
"18","ADRA2A",8.20249671365628,"male","hypothalamus","bldg","reference","blu114.r38.w198_male_hypothalamus_bldg"
"19","ADRA2A",9.08330111517238,"male","hypothalamus","inc.d17","eggs","blu121.w91.x_male_hypothalamus_inc.d17"
"20","ADRA2A",9.05265630830835,"male","hypothalamus","bldg","reference","blu33.y88.x_male_hypothalamus_bldg"
"21","ADRA2A",8.85007216195142,"male","hypothalamus","n5","chicks","blu37.r65.x_male_hypothalamus_n5"
"22","ADRA2A",8.58445796851485,"male","hypothalamus","n5","chicks","blu41.y100.x_male_hypothalamus_n5.NYNO"
"23","ADRA2A",8.98015442790803,"male","hypothalamus","n9","chicks","blu81.r88_male_hypothalamus_n9"
"24","ADRA2A",8.76567979235092,"male","hypothalamus","m.n2","loss","blu84.x_male_hypothalamus_extend.hatch"
"25","ADRA2A",8.99152041423206,"male","hypothalamus","n5","chicks","d.s008.y.blk_male_hypothalamus_n5"
"26","ADRA2A",9.03200248619302,"male","hypothalamus","n5","chicks","d.s047.blk.o_male_hypothalamus_n5"
"27","ADRA2A",9.12816107476753,"male","hypothalamus","m.inc.d3","loss","d.s110.g.blk_male_hypothalamus_m.inc.d3"
"28","ADRA2A",8.7057376915761,"male","hypothalamus","m.inc.d3","loss","g.blk.s041.r_male_hypothalamus_m.inc.d3"
"29","ADRA2A",8.95211835697063,"male","hypothalamus","m.inc.d17","loss","g.o.y.s037_male_hypothalamus_m.inc.d17"
"30","ADRA2A",9.16928366185681,"male","hypothalamus","n9","chicks","g.s.blk.d_male_hypothalamus_n9"
"31","ADRA2A",8.75044649273879,"male","hypothalamus","lay","eggs","g.s.blk.y_male_hypothalamus_lay"
"32","ADRA2A",9.09412009405306,"male","hypothalamus","lay","eggs","g.s043.pu.blk_male_hypothalamus_lay"
"33","ADRA2A",8.67968540610816,"male","hypothalamus","m.n2","loss","g.s075.pk.pu_male_hypothalamus_m.hatch"
"34","ADRA2A",8.69839649662559,"male","hypothalamus","early","chicks","g.s111.r.blk_male_hypothalamus_m.inc.d8"
"35","ADRA2A",8.74711447193644,"male","hypothalamus","early","chicks","g.s179.o.pk_male_hypothalamus_m.inc.d8"
"36","ADRA2A",8.81572381041759,"male","hypothalamus","extend","chicks","g.s351.pk.w_male_hypothalamus_extend"
"37","ADRA2A",9.01581968697341,"male","hypothalamus","prolong","eggs","g.y.o.s_male_hypothalamus_prolong"
"38","ADRA2A",8.84897920988525,"male","hypothalamus","bldg","reference","g104.w82.x_male_hypothalamus_bldg"
"39","ADRA2A",9.08305938007514,"male","hypothalamus","hatch","chicks","g114.w83.x_male_hypothalamus_hatch"
"40","ADRA2A",9.03951708408315,"male","hypothalamus","inc.d17","eggs","g130.y81.x_male_hypothalamus_inc.d17"
"41","ADRA2A",9.1560918654931,"male","hypothalamus","early","chicks","g137.r24.w5_male_hypothalamus_m.inc.d8"
"42","ADRA2A",9.16231484868984,"male","hypothalamus","inc.d17","eggs","g143.blu32.x_male_hypothalamus_inc.d17"
"43","ADRA2A",8.99523926620432,"male","hypothalamus","inc.d3","eggs","g146.blu51_male_hypothalamus_inc.d3.NYNO"
"44","ADRA2A",8.61792315390267,"male","hypothalamus","inc.d3","eggs","g20.w106.x_male_hypothalamus_inc.d3"
"45","ADRA2A",8.96808752869675,"male","hypothalamus","extend","chicks","g3.g119.w20_male_hypothalamus_extend"
"46","ADRA2A",8.82839662351874,"male","hypothalamus","m.inc.d17","loss","g32.blu79_male_hypothalamus_m.inc.d17"
"47","ADRA2A",8.85359798566448,"male","hypothalamus","m.n2","loss","g34.x_male_hypothalamus_m.hatch"
"48","ADRA2A",9.18364391324738,"male","hypothalamus","prolong","eggs","g38.x_male_hypothalamus_inc.prolong"
"49","ADRA2A",9.21684878446077,"male","hypothalamus","bldg","reference","g52.blu58_male_hypothalamus_bldg"
"50","ADRA2A",8.86754078145787,"male","hypothalamus","hatch","chicks","g53.y84_male_hypothalamus_hatch"
"51","ADRA2A",8.88121656984406,"male","hypothalamus","extend","chicks","g8.y197_male_hypothalamus_extend"
"52","ADRA2A",9.01593577171904,"male","hypothalamus","extend","chicks","l.s.o.blk_male_hypothalamus_extend"
"53","ADRA2A",9.0650933970736,"male","hypothalamus","m.inc.d17","loss","l.s024.y.g_male_hypothalamus_m.inc.d17"
"54","ADRA2A",9.07117516372994,"male","hypothalamus","prolong","eggs","l.s080.blk.r_male_hypothalamus_prolong"
"55","ADRA2A",8.923107102666,"male","hypothalamus","m.inc.d9","loss","l.s280.g.blk_male_hypothalamus_m.inc.d9"
"56","ADRA2A",8.77775740037331,"male","hypothalamus","m.inc.d9","loss","o.d.s009_male_hypothalamus_m.inc.d9.NYNO"
"57","ADRA2A",9.05006499990535,"male","hypothalamus","lay","eggs","o.s.w.r_male_hypothalamus_lay"
"58","ADRA2A",8.98685834005355,"male","hypothalamus","m.inc.d3","loss","o.s010.r.blk_male_hypothalamus_m.inc.d3"
"59","ADRA2A",9.1344716011021,"male","hypothalamus","prolong","eggs","o114.blu9_male_hypothalamus_inc.prolong"
"60","ADRA2A",8.97182111222281,"male","hypothalamus","n5","chicks","o152.o120.w42_male_hypothalamus_n5"
"61","ADRA2A",8.90471892947527,"male","hypothalamus","m.n2","loss","o3.x_male_hypothalamus_m.n2"
"62","ADRA2A",9.13476260874401,"male","hypothalamus","hatch","chicks","o39.y77.x_male_hypothalamus_hatch"
"63","ADRA2A",9.05370859197157,"male","hypothalamus","hatch","chicks","o44.blu26.x_male_hypothalamus_hatch"
"64","ADRA2A",8.66881912576324,"male","hypothalamus","inc.d3","eggs","o48.r197.x_male_hypothalamus_inc.d3"
"65","ADRA2A",8.74220341155877,"male","hypothalamus","inc.d9","eggs","o49.x_male_hypothalamus_inc.d9"
"66","ADRA2A",8.76295199237935,"male","hypothalamus","inc.d9","eggs","o57.g59_male_hypothalamus_inc.d9"
"67","ADRA2A",8.79295130892757,"male","hypothalamus","m.inc.d17","loss","o59.blu64_male_hypothalamus_m.inc.d17"
"68","ADRA2A",8.89754327140709,"male","hypothalamus","prolong","eggs","pk.s.d.g_male_hypothalamus_prolong"
"69","ADRA2A",9.07718726834944,"male","hypothalamus","lay","eggs","pk.s238.blk.w_male_hypothalamus_lay"
"70","ADRA2A",8.5471061786823,"male","hypothalamus","lay","eggs","pk.w.s141.o_male_hypothalamus_lay"
"71","ADRA2A",8.78723014145037,"male","hypothalamus","early","chicks","pu.blk.s102.y_male_hypothalamus_m.inc.d8"
"72","ADRA2A",8.83567088964985,"male","hypothalamus","m.n2","loss","pu.s.o.r_male_hypothalamus_m.hatch"
"73","ADRA2A",8.962554195696,"male","hypothalamus","lay","eggs","r.s005.pk.blk_male_hypothalamus_lay"
"74","ADRA2A",8.80184174866734,"male","hypothalamus","extend","chicks","r.s057.g.pk_male_hypothalamus_extend"
"75","ADRA2A",8.91613480159004,"male","hypothalamus","early","chicks","r.s058.d.l_male_hypothalamus_m.inc.d8"
"76","ADRA2A",8.81393413036592,"male","hypothalamus","bldg","reference","r.s059.d.o_male_hypothalamus_bldg"
"77","ADRA2A",8.93076243891521,"male","hypothalamus","extend","chicks","r.s086.l.blk_male_hypothalamus_extend"
"78","ADRA2A",8.99383420673998,"male","hypothalamus","lay","eggs","r.s116.blk.pu_male_hypothalamus_lay"
"79","ADRA2A",9.14940939316142,"male","hypothalamus","extend","chicks","r.s172.l.y_male_hypothalamus_extend"
"80","ADRA2A",8.94627301096376,"male","hypothalamus","n9","chicks","r.y.s007.blk_male_hypothalamus_n9"
"81","ADRA2A",8.86615758651104,"male","hypothalamus","inc.d17","eggs","r176.blu54_male_hypothalamus_inc.d17"
"82","ADRA2A",9.1524433302867,"male","hypothalamus","lay","eggs","r190.o43.x_male_hypothalamus_lay"
"83","ADRA2A",8.95990128612344,"male","hypothalamus","n9","chicks","r195.x_male_hypothalamus_n9"
"84","ADRA2A",9.11304443045229,"male","hypothalamus","m.inc.d9","loss","r196.x_male_hypothalamus_m.inc.d9"
"85","ADRA2A",8.58426542537551,"male","hypothalamus","n9","chicks","r37.w100.x_male_hypothalamus_n9"
"86","ADRA2A",8.59867162878367,"male","hypothalamus","early","chicks","r4.x_male_hypothalamus_m.inc.d8"
"87","ADRA2A",8.8278611466244,"male","hypothalamus","hatch","chicks","r41.w99.x_male_hypothalamus_hatch"
"88","ADRA2A",8.99950451742751,"male","hypothalamus","inc.d9","eggs","r45.x_male_hypothalamus_inc.d9"
"89","ADRA2A",8.79774839744367,"male","hypothalamus","hatch","chicks","r72.y83.x_male_hypothalamus_hatch"
"90","ADRA2A",8.78273632866082,"male","hypothalamus","prolong","eggs","r81.x_male_hypothalamus_inc.prolong"
"91","ADRA2A",9.12290151112423,"male","hypothalamus","m.inc.d9","loss","r84.x_male_hypothalamus_m.inc.d9"
"92","ADRA2A",8.96694900494571,"male","hypothalamus","m.inc.d9","loss","r85.g39_male_hypothalamus_m.inc.d9"
"93","ADRA2A",9.14576831642785,"male","hypothalamus","prolong","eggs","r90.x_male_hypothalamus_inc.prolong"
"94","ADRA2A",8.65598363274762,"male","hypothalamus","bldg","reference","s.pu148.blk.r_male_hypothalamus_bldg"
"95","ADRA2A",8.66078815192388,"male","hypothalamus","early","chicks","s044.blk.d.r_male_hypothalamus_m.inc.d8"
"96","ADRA2A",9.12101818172117,"male","hypothalamus","m.n2","loss","s062.d.blk.g_male_hypothalamus_m.hatch"
"97","ADRA2A",8.95005682303843,"male","hypothalamus","m.inc.d17","loss","s064.g.blk.pu_male_hypothalamus_m.inc.d17"
"98","ADRA2A",9.29530847758469,"male","hypothalamus","bldg","reference","s065.l.d.o_male_hypothalamus_bldg"
"99","ADRA2A",8.92659112003963,"male","hypothalamus","bldg","reference","s066.l.d.r_male_hypothalamus_bldg"
"100","ADRA2A",8.83340478669099,"male","hypothalamus","early","chicks","s067.o.l.y_male_hypothalamus_m.inc.d8"
"101","ADRA2A",8.83546450545571,"male","hypothalamus","m.inc.d3","loss","s071.pu.g.pk_male_hypothalamus_m.inc.d3"
"102","ADRA2A",8.88902826773809,"male","hypothalamus","m.n2","loss","s090.blk.pk.w_male_hypothalamus_m.hatch"
"103","ADRA2A",8.9771582153261,"male","hypothalamus","m.inc.d17","loss","s096.g.blk.pk_male_hypothalamus_m.inc.d17"
"104","ADRA2A",9.05254014789982,"male","hypothalamus","m.inc.d3","loss","s139.l.blk.w_male_hypothalamus_m.inc.d3"
"105","ADRA2A",8.94967870502041,"male","hypothalamus","lay","eggs","s150.w.g.blk_male_hypothalamus_lay"
"106","ADRA2A",9.28548366704316,"male","hypothalamus","m.inc.d3","loss","s175.blk.pu.pk_male_hypothalamus_m.inc.d3"
"107","ADRA2A",8.82404631364041,"male","hypothalamus","n9","chicks","s187.l.o.r_male_hypothalamus_n9"
"108","ADRA2A",8.87863649265994,"male","hypothalamus","lay","eggs","s243.blk.pk.r_male_hypothalamus_lay"
"109","ADRA2A",8.80497557770559,"male","hypothalamus","inc.d9","eggs","w34.x_male_hypothalamus_inc.d9"
"110","ADRA2A",8.79378389199102,"male","hypothalamus","control","reference","x.blk.blk.ATLAS_male_hypothalamus_control"
"111","ADRA2A",8.93096545521534,"male","hypothalamus","n9","chicks","x.blk16_male_hypothalamus_n9.NYNO"
"112","ADRA2A",8.95474995790737,"male","hypothalamus","m.n2","loss","x.blk23_male_hypothalamus_m.n2"
"113","ADRA2A",8.74584474813683,"male","hypothalamus","inc.d9","eggs","x.blu106.o153_male_hypothalamus_inc.d9"
"114","ADRA2A",9.0139781629641,"male","hypothalamus","inc.d17","eggs","x.blu117.w89_male_hypothalamus_inc.d17"
"115","ADRA2A",8.97085444801581,"male","hypothalamus","n9","chicks","x.blu23.w14_male_hypothalamus_n9"
"116","ADRA2A",9.03288833221274,"male","hypothalamus","n5","chicks","x.blu30_male_hypothalamus_n5"
"117","ADRA2A",8.90242198045626,"male","hypothalamus","inc.d3","eggs","x.blu42.o28_male_hypothalamus_inc.d3.NYNO"
"118","ADRA2A",8.98904455022101,"male","hypothalamus","prolong","eggs","x.blu57_male_hypothalamus_prolong"
"119","ADRA2A",8.9444132444918,"male","hypothalamus","extend","chicks","x.blu69_male_hypothalamus_extend"
"120","ADRA2A",8.75758175934383,"male","hypothalamus","extend","chicks","x.blu73_male_hypothalamus_extend"
"121","ADRA2A",8.80886466060344,"male","hypothalamus","m.n2","loss","x.blu76_male_hypothalamus_m.hatch"
"122","ADRA2A",8.16306775406351,"male","hypothalamus","control","reference","x.g.ATLAS_male_hypothalamus_control"
"123","ADRA2A",9.09464680414405,"male","hypothalamus","control","reference","x.g.g.ATLAS_male_hypothalamus_control"
"124","ADRA2A",8.58125406023155,"male","hypothalamus","inc.d9","eggs","x.g13.w109_male_hypothalamus_inc.d9"
"125","ADRA2A",8.87164458588652,"male","hypothalamus","inc.d17","eggs","x.g14.w199_male_hypothalamus_inc.d17"
"126","ADRA2A",8.85634868719494,"male","hypothalamus","inc.d3","eggs","x.g147.blu28_male_hypothalamus_inc.d3"
"127","ADRA2A",8.6155760461354,"male","hypothalamus","m.inc.d3","loss","x.g5.w79_male_hypothalamus_m.inc.d3"
"128","ADRA2A",8.63861561644172,"male","hypothalamus","hatch","chicks","x.g70_male_hypothalamus_hatch"
"129","ADRA2A",8.58887411410534,"male","hypothalamus","m.inc.d9","loss","x.o117_male_hypothalamus_m.inc.d9"
"130","ADRA2A",8.51233503928491,"male","hypothalamus","hatch","chicks","x.o160.w102_male_hypothalamus_hatch"
"131","ADRA2A",9.05127064767367,"male","hypothalamus","inc.d3","eggs","x.o163.w101_male_hypothalamus_inc.d3"
"132","ADRA2A",9.09241502461512,"male","hypothalamus","n5","chicks","x.o164.w123_male_hypothalamus_n5"
"133","ADRA2A",9.10369769763048,"male","hypothalamus","n9","chicks","x.o2_male_hypothalamus_n9"
"134","ADRA2A",9.27396206600532,"male","hypothalamus","bldg","reference","x.o30.g134_male_hypothalamus_bldg"
"135","ADRA2A",8.80844855681462,"male","hypothalamus","m.inc.d17","loss","x.o40.r70_male_hypothalamus_m.inc.d17"
"136","ADRA2A",8.71356630628075,"male","hypothalamus","inc.d9","eggs","x.o47.y82_male_hypothalamus_inc.d9"
"137","ADRA2A",8.64991200929805,"male","hypothalamus","m.n2","loss","x.o4_male_hypothalamus_m.hatch"
"138","ADRA2A",9.03921369026745,"male","hypothalamus","n5","chicks","x.o68_male_hypothalamus_n5"
"139","ADRA2A",8.91449957976636,"male","hypothalamus","m.inc.d17","loss","x.r10.w18_male_hypothalamus_m.inc.d17"
"140","ADRA2A",8.45318241297253,"male","hypothalamus","hatch","chicks","x.r178_male_hypothalamus_hatch"
"141","ADRA2A",8.81559569650961,"male","hypothalamus","n5","chicks","x.r181_male_hypothalamus_n5"
"142","ADRA2A",9.16315218270617,"male","hypothalamus","m.inc.d3","loss","x.r185_male_hypothalamus_m.inc.d3"
"143","ADRA2A",8.85646206155268,"male","hypothalamus","inc.d17","eggs","x.r29.w96_male_hypothalamus_inc.d17"
"144","ADRA2A",9.0893420644208,"male","hypothalamus","inc.d3","eggs","x.r64.g140_male_hypothalamus_inc.d3"
"145","ADRA2A",9.08096075161564,"male","hypothalamus","bldg","reference","x.r67.blu35_male_hypothalamus_bldg"
"146","ADRA2A",8.79884177859043,"male","hypothalamus","inc.d9","eggs","x.w192.o157_male_hypothalamus_inc.d9"
"147","ADRA2A",9.01602078359257,"male","hypothalamus","inc.d17","eggs","x.y132.w76_male_hypothalamus_inc.d17"
"148","ADRA2A",8.71047864559537,"male","hypothalamus","inc.d9","eggs","x.y141.w116_male_hypothalamus_inc.d9"
"149","ADRA2A",8.78738370866642,"male","hypothalamus","early","chicks","x.y51_male_hypothalamus_m.inc.d8"
"150","ADRA2A",9.21530091764924,"male","hypothalamus","prolong","eggs","x.y79_male_hypothalamus_prolong"
"151","ADRA2A",9.09790231837191,"male","hypothalamus","m.inc.d9","loss","y.w.blk_male_hypothalamus_m.inc.d9"
"152","ADRA2A",8.8462503374138,"male","hypothalamus","n9","chicks","y129.x_male_hypothalamus_n9"
"153","ADRA2A",8.94140726820356,"male","hypothalamus","n9","chicks","y131.w185.x_male_hypothalamus_n9"
"154","ADRA2A",9.26160523183135,"male","hypothalamus","inc.d17","eggs","y133.w77.r58_male_hypothalamus_inc.d17"
"155","ADRA2A",8.90464079650548,"male","hypothalamus","m.inc.d17","loss","y148.w81.g145_male_hypothalamus_m.inc.d17"
"156","ADRA2A",8.93348805547174,"male","hypothalamus","inc.d3","eggs","y149.r52.x_male_hypothalamus_inc.d3"
"157","ADRA2A",8.96562317534796,"male","hypothalamus","m.inc.d3","loss","y18.x_male_hypothalamus_m.inc.d3"
"158","ADRA2A",8.56432429872193,"male","hypothalamus","m.inc.d17","loss","y4.x_male_hypothalamus_m.inc.d17"
"159","ADRA2A",8.58068260601569,"male","hypothalamus","early","chicks","y55.x_male_hypothalamus_m.inc.d8"
"160","ADRA2A",8.75576721745857,"male","hypothalamus","m.inc.d9","loss","y63.x_male_hypothalamus_m.inc.d9"
"161","ADRA2A",8.92377714511144,"male","hypothalamus","inc.d9","eggs","y95.g131.x_male_hypothalamus_inc.d9"
"162","ADRA2A",8.74079243531397,"male","hypothalamus","inc.d3","eggs","y98.o50.x_male_hypothalamus_inc.d3"
"163","ANXA5",11.8248529452845,"male","hypothalamus","control","reference","L.Blu13_male_hypothalamus_control.NYNO"
"164","ANXA5",12.8404934181443,"male","hypothalamus","control","reference","L.G107_male_hypothalamus_control"
"165","ANXA5",13.8006134175259,"male","hypothalamus","control","reference","L.R3_male_hypothalamus_control"
"166","ANXA5",12.4657933799588,"male","hypothalamus","control","reference","L.R8_male_hypothalamus_control"
"167","ANXA5",12.9148619332296,"male","hypothalamus","control","reference","L.W33_male_hypothalamus_control.NYNO"
"168","ANXA5",12.5818894471891,"male","hypothalamus","control","reference","L.W3_male_hypothalamus_control"
"169","ANXA5",13.4236398618267,"male","hypothalamus","control","reference","L.W4_male_hypothalamus_control"
"170","ANXA5",12.2200983944092,"male","hypothalamus","control","reference","R.Y108.W29_male_hypothalamus_control.NYNO"
"171","ANXA5",15.1341459251838,"male","hypothalamus","prolong","eggs","blk.s030.o.g_male_hypothalamus_prolong"
"172","ANXA5",12.3438601913931,"male","hypothalamus","n5","chicks","blk12.x_male_hypothalamus_n5.NYNO"
"173","ANXA5",11.9486447454787,"male","hypothalamus","inc.d17","eggs","blk17.x_male_hypothalamus_inc.d17"
"174","ANXA5",15.7091328398166,"male","hypothalamus","m.inc.d3","loss","blk5.x_male_hypothalamus_m.inc.d3"
"175","ANXA5",14.3468211374479,"male","hypothalamus","m.n2","loss","blu10.w26.x_male_hypothalamus_m.hatch"
"176","ANXA5",12.6434724368871,"male","hypothalamus","hatch","chicks","blu104.w120.x_male_hypothalamus_hatch"
"177","ANXA5",12.375206341308,"male","hypothalamus","inc.d9","eggs","blu108.w40.o158_male_hypothalamus_inc.d9"
"178","ANXA5",12.080886878582,"male","hypothalamus","inc.d3","eggs","blu111.w113.x_male_hypothalamus_inc.d3"
"179","ANXA5",12.217473528426,"male","hypothalamus","inc.d17","eggs","blu113.w124.x_male_hypothalamus_inc.d17"
"180","ANXA5",12.3362645637475,"male","hypothalamus","bldg","reference","blu114.r38.w198_male_hypothalamus_bldg"
"181","ANXA5",15.1793583881415,"male","hypothalamus","inc.d17","eggs","blu121.w91.x_male_hypothalamus_inc.d17"
"182","ANXA5",13.2587336491548,"male","hypothalamus","bldg","reference","blu33.y88.x_male_hypothalamus_bldg"
"183","ANXA5",12.0415544519081,"male","hypothalamus","n5","chicks","blu37.r65.x_male_hypothalamus_n5"
"184","ANXA5",11.9310383498281,"male","hypothalamus","n5","chicks","blu41.y100.x_male_hypothalamus_n5.NYNO"
"185","ANXA5",15.1770295210834,"male","hypothalamus","n9","chicks","blu81.r88_male_hypothalamus_n9"
"186","ANXA5",14.3650738734969,"male","hypothalamus","m.n2","loss","blu84.x_male_hypothalamus_extend.hatch"
"187","ANXA5",12.6312977659417,"male","hypothalamus","n5","chicks","d.s008.y.blk_male_hypothalamus_n5"
"188","ANXA5",12.7188372500434,"male","hypothalamus","n5","chicks","d.s047.blk.o_male_hypothalamus_n5"
"189","ANXA5",15.0698611288719,"male","hypothalamus","m.inc.d3","loss","d.s110.g.blk_male_hypothalamus_m.inc.d3"
"190","ANXA5",15.274422956862,"male","hypothalamus","m.inc.d3","loss","g.blk.s041.r_male_hypothalamus_m.inc.d3"
"191","ANXA5",14.377346750867,"male","hypothalamus","m.inc.d17","loss","g.o.y.s037_male_hypothalamus_m.inc.d17"
"192","ANXA5",13.4574884142737,"male","hypothalamus","n9","chicks","g.s.blk.d_male_hypothalamus_n9"
"193","ANXA5",16.6201821873889,"male","hypothalamus","lay","eggs","g.s.blk.y_male_hypothalamus_lay"
"194","ANXA5",12.3141056540208,"male","hypothalamus","lay","eggs","g.s043.pu.blk_male_hypothalamus_lay"
"195","ANXA5",12.7560376884098,"male","hypothalamus","m.n2","loss","g.s075.pk.pu_male_hypothalamus_m.hatch"
"196","ANXA5",14.4746685268164,"male","hypothalamus","early","chicks","g.s111.r.blk_male_hypothalamus_m.inc.d8"
"197","ANXA5",13.9685562795773,"male","hypothalamus","early","chicks","g.s179.o.pk_male_hypothalamus_m.inc.d8"
"198","ANXA5",13.1143529911293,"male","hypothalamus","extend","chicks","g.s351.pk.w_male_hypothalamus_extend"
"199","ANXA5",14.7357010828215,"male","hypothalamus","prolong","eggs","g.y.o.s_male_hypothalamus_prolong"
"200","ANXA5",15.4016963773519,"male","hypothalamus","bldg","reference","g104.w82.x_male_hypothalamus_bldg"
"201","ANXA5",12.7533384344225,"male","hypothalamus","hatch","chicks","g114.w83.x_male_hypothalamus_hatch"
"202","ANXA5",12.2991996601646,"male","hypothalamus","inc.d17","eggs","g130.y81.x_male_hypothalamus_inc.d17"
"203","ANXA5",14.8957246199217,"male","hypothalamus","early","chicks","g137.r24.w5_male_hypothalamus_m.inc.d8"
"204","ANXA5",11.9252297890212,"male","hypothalamus","inc.d17","eggs","g143.blu32.x_male_hypothalamus_inc.d17"
"205","ANXA5",12.6507520366636,"male","hypothalamus","inc.d3","eggs","g146.blu51_male_hypothalamus_inc.d3.NYNO"
"206","ANXA5",15.4218414876592,"male","hypothalamus","inc.d3","eggs","g20.w106.x_male_hypothalamus_inc.d3"
"207","ANXA5",13.3771383850722,"male","hypothalamus","extend","chicks","g3.g119.w20_male_hypothalamus_extend"
"208","ANXA5",15.1029312211059,"male","hypothalamus","m.inc.d17","loss","g32.blu79_male_hypothalamus_m.inc.d17"
"209","ANXA5",14.6732979512284,"male","hypothalamus","m.n2","loss","g34.x_male_hypothalamus_m.hatch"
"210","ANXA5",14.6942899645272,"male","hypothalamus","prolong","eggs","g38.x_male_hypothalamus_inc.prolong"
"211","ANXA5",12.1842752452578,"male","hypothalamus","bldg","reference","g52.blu58_male_hypothalamus_bldg"
"212","ANXA5",13.4470797097124,"male","hypothalamus","hatch","chicks","g53.y84_male_hypothalamus_hatch"
"213","ANXA5",12.6348617507975,"male","hypothalamus","extend","chicks","g8.y197_male_hypothalamus_extend"
"214","ANXA5",13.0042527151803,"male","hypothalamus","extend","chicks","l.s.o.blk_male_hypothalamus_extend"
"215","ANXA5",15.2539782388731,"male","hypothalamus","m.inc.d17","loss","l.s024.y.g_male_hypothalamus_m.inc.d17"
"216","ANXA5",15.0389040273116,"male","hypothalamus","prolong","eggs","l.s080.blk.r_male_hypothalamus_prolong"
"217","ANXA5",14.7698774244642,"male","hypothalamus","m.inc.d9","loss","l.s280.g.blk_male_hypothalamus_m.inc.d9"
"218","ANXA5",13.0431665642715,"male","hypothalamus","m.inc.d9","loss","o.d.s009_male_hypothalamus_m.inc.d9.NYNO"
"219","ANXA5",12.7248870136605,"male","hypothalamus","lay","eggs","o.s.w.r_male_hypothalamus_lay"
"220","ANXA5",15.3928320019514,"male","hypothalamus","m.inc.d3","loss","o.s010.r.blk_male_hypothalamus_m.inc.d3"
"221","ANXA5",14.5608264821226,"male","hypothalamus","prolong","eggs","o114.blu9_male_hypothalamus_inc.prolong"
"222","ANXA5",11.821356718144,"male","hypothalamus","n5","chicks","o152.o120.w42_male_hypothalamus_n5"
"223","ANXA5",14.8908900789332,"male","hypothalamus","m.n2","loss","o3.x_male_hypothalamus_m.n2"
"224","ANXA5",15.0630265147731,"male","hypothalamus","hatch","chicks","o39.y77.x_male_hypothalamus_hatch"
"225","ANXA5",13.5031372127717,"male","hypothalamus","hatch","chicks","o44.blu26.x_male_hypothalamus_hatch"
"226","ANXA5",11.7983808235106,"male","hypothalamus","inc.d3","eggs","o48.r197.x_male_hypothalamus_inc.d3"
"227","ANXA5",14.4950237426811,"male","hypothalamus","inc.d9","eggs","o49.x_male_hypothalamus_inc.d9"
"228","ANXA5",14.9624142572121,"male","hypothalamus","inc.d9","eggs","o57.g59_male_hypothalamus_inc.d9"
"229","ANXA5",13.7394455928809,"male","hypothalamus","m.inc.d17","loss","o59.blu64_male_hypothalamus_m.inc.d17"
"230","ANXA5",13.8360483828749,"male","hypothalamus","prolong","eggs","pk.s.d.g_male_hypothalamus_prolong"
"231","ANXA5",12.2793921572137,"male","hypothalamus","lay","eggs","pk.s238.blk.w_male_hypothalamus_lay"
"232","ANXA5",14.3964030527773,"male","hypothalamus","lay","eggs","pk.w.s141.o_male_hypothalamus_lay"
"233","ANXA5",14.6306736373687,"male","hypothalamus","early","chicks","pu.blk.s102.y_male_hypothalamus_m.inc.d8"
"234","ANXA5",14.6319681777132,"male","hypothalamus","m.n2","loss","pu.s.o.r_male_hypothalamus_m.hatch"
"235","ANXA5",13.7997392952772,"male","hypothalamus","lay","eggs","r.s005.pk.blk_male_hypothalamus_lay"
