"","group","gene","results","n"
"1441","FP","UGGT1","Inc9toInc17(+); Hatch2N5(-)",2
"1442","FP","ULK1","Inc9toInc17(-); Hatch2N5(+)",2
"1443","FP","UMOD","Lay2Inc3(+); Inc9toInc17(+)",2
"1444","FP","UMPS","Lay2Inc3(+); Hatch2N5(-)",2
"1445","FP","UNC5A","Bldg2Lay(-); Inc9toInc17(-)",2
"1446","FP","UQCR10","Lay2Inc3(+); Inc9toInc17(+)",2
"1447","FP","UQCRC2","Inc9toInc17(+); Hatch2N5(-)",2
"1448","FP","UQCRFS1","Lay2Inc3(+); Hatch2N5(-)",2
"1449","FP","USE1","Inc9toInc17(+); Hatch2N5(-)",2
"1450","FP","USMG5","Inc9toInc17(+); Hatch2N5(-)",2
"1451","FP","USO1","Inc9toInc17(+); Hatch2N5(-)",2
"1452","FP","USP1","Inc9toInc17(+); Hatch2N5(-)",2
"1453","FP","USP16","Inc9toInc17(+); Hatch2N5(-)",2
"1454","FP","USP3","Bldg2Lay(+); Inc9toInc17(-)",2
"1455","FP","USP31","Lay2Inc3(-); Hatch2N5(+)",2
"1456","FP","USP32","Bldg2Lay(+); Lay2Inc3(-)",2
"1457","FP","USP35","Inc9toInc17(+); Hatch2N5(-)",2
"1458","FP","UTP23","Inc9toInc17(+); Hatch2N5(-)",2
"1459","FP","VCP","Inc9toInc17(+); Hatch2N5(-)",2
"1460","FP","VDAC1","Inc9toInc17(+); Hatch2N5(-)",2
"1461","FP","VDAC2","Inc9toInc17(+); Hatch2N5(-)",2
"1462","FP","VPS50","Inc9toInc17(+); Hatch2N5(-)",2
"1463","FP","VPS53","Inc9toInc17(-); Hatch2N5(+)",2
"1464","FP","VTN","Bldg2Lay(-); N5toN9(+)",2
"1465","FP","VWA9","Inc9toInc17(+); Hatch2N5(-)",2
"1466","FP","WASF2","Inc9toInc17(-); Hatch2N5(+)",2
"1467","FP","WASF3","Lay2Inc3(-); Hatch2N5(+)",2
"1468","FP","WBP11","Inc9toInc17(-); Hatch2N5(+)",2
"1469","FP","WDR4","Inc9toInc17(+); Hatch2N5(-)",2
"1470","FP","WDR43","Inc9toInc17(+); Hatch2N5(-)",2
"1471","FP","WDR77","Inc9toInc17(+); Hatch2N5(-)",2
"1472","FP","WDR82","Lay2Inc3(-); Inc9toInc17(-)",2
"1473","FP","WFS1","Inc9toInc17(+); Hatch2N5(-)",2
"1474","FP","WHSC1","Lay2Inc3(-); Hatch2N5(+)",2
"1475","FP","WIPI1","Inc9toInc17(+); Hatch2N5(-)",2
"1476","FP","WNK2","Inc9toInc17(-); Hatch2N5(+)",2
"1477","FP","WRB","Inc9toInc17(+); Hatch2N5(-)",2
"1478","FP","WRNIP1","Lay2Inc3(+); Inc9toInc17(-)",2
"1479","FP","WSB2","Lay2Inc3(+); Hatch2N5(-)",2
"1480","FP","WWC1","Inc9toInc17(-); Hatch2N5(+)",2
"1481","FP","WWTR1","Lay2Inc3(-); Inc9toInc17(-)",2
"1482","FP","XRN2","Inc9toInc17(-); Hatch2N5(+)",2
"1483","FP","YARS","Lay2Inc3(+); Hatch2N5(-)",2
"1484","FP","YWHAQ","Lay2Inc3(+); Hatch2N5(-)",2
"1485","FP","ZBTB16","Bldg2Lay(+); Lay2Inc3(-)",2
"1486","FP","ZBTB33","Bldg2Lay(+); Lay2Inc3(-)",2
"1487","FP","ZBTB40","Inc9toInc17(-); Hatch2N5(+)",2
"1488","FP","ZC3H7B","Lay2Inc3(-); Hatch2N5(+)",2
"1489","FP","ZC3HAV1L","Bldg2Lay(-); Inc9toInc17(+)",2
"1490","FP","ZFHX3","Inc9toInc17(-); Hatch2N5(+)",2
"1491","FP","ZFYVE9","Inc9toInc17(-); Hatch2N5(+)",2
"1492","FP","ZHX3","Inc9toInc17(-); Hatch2N5(+)",2
"1493","FP","ZMYND19","Inc9toInc17(+); Hatch2N5(-)",2
"1494","FP","ZNF319","Inc9toInc17(-); Hatch2N5(+)",2
"1495","FP","ZNF385B","Bldg2Lay(+); Inc9toInc17(-)",2
"1496","FP","ZNF469","Inc9toInc17(-); Hatch2N5(+)",2
"1497","FP","ZNF516","Inc9toInc17(-); Hatch2N5(+)",2
"1498","FP","ZNF568","Lay2Inc3(-); Inc9toInc17(-)",2
"1499","FP","ZNF608","Inc9toInc17(-); Hatch2N5(+)",2
"1500","FP","ZNF618","Inc9toInc17(-); Hatch2N5(+)",2
"1501","FP","ZNF687","Inc9toInc17(-); Hatch2N5(+)",2
"1502","FP","ZNF706","Bldg2Lay(+); Lay2Inc3(-)",2
"1503","FP","ZNF830","Inc9toInc17(+); Hatch2N5(-)",2
"1504","FP","ZSWIM8","Inc9toInc17(-); Hatch2N5(+)",2
"1505","FG","LOC107053414","Bldg2Lay(+); Lay2Inc3(-); In17toHatch(-); Inc9toInc17(+); Hatch2N5(+)",5
"1506","FG","COL10A1","Bldg2Lay(+); Lay2Inc3(-); Inc3toInc9(-); N5toN9(+)",4
"1507","FG","ANP32A","Bldg2Lay(-); Lay2Inc3(+); Inc9toInc17(-)",3
"1508","FG","ANXA5","Bldg2Lay(-); Lay2Inc3(+); Inc9toInc17(-)",3
"1509","FG","CA8","Bldg2Lay(-); Lay2Inc3(-); N5toN9(+)",3
"1510","FG","CALB1","Bldg2Lay(+); Lay2Inc3(-); N5toN9(+)",3
"1511","FG","FDX1L","Bldg2Lay(-); Lay2Inc3(+); N5toN9(-)",3
"1512","FG","GAL3ST2","Bldg2Lay(+); Lay2Inc3(-); Inc9toInc17(+)",3
"1513","FG","LOC107049904","Lay2Inc3(-); Inc3toInc9(-); N5toN9(+)",3
"1514","FG","LOC418356","Lay2Inc3(-); Inc9toInc17(+); N5toN9(+)",3
"1515","FG","NRG2","Bldg2Lay(-); Lay2Inc3(-); N5toN9(+)",3
"1516","FG","OSTN","Bldg2Lay(+); Inc3toInc9(-); Lay2Inc3(+)",3
"1517","FG","RGS7","Bldg2Lay(-); Lay2Inc3(+); Inc9toInc17(-)",3
"1518","FG","SLC44A5","Lay2Inc3(-); Inc9toInc17(-); N5toN9(+)",3
"1519","FG","A2ML1","Lay2Inc3(-); N5toN9(+)",2
"1520","FG","ABCB9","Lay2Inc3(-); N5toN9(+)",2
"1521","FG","ACO2","Bldg2Lay(-); N5toN9(+)",2
"1522","FG","ACOX1","Lay2Inc3(-); Inc9toInc17(+)",2
"1523","FG","ADH5","Bldg2Lay(-); Lay2Inc3(+)",2
"1524","FG","AK8","Inc9toInc17(-); N5toN9(+)",2
"1525","FG","ALDH7A1","Bldg2Lay(-); Lay2Inc3(+)",2
"1526","FG","ALKBH1","Bldg2Lay(-); Lay2Inc3(+)",2
"1527","FG","ANAPC15","Bldg2Lay(-); Lay2Inc3(+)",2
"1528","FG","ANKRD50","Bldg2Lay(+); Lay2Inc3(-)",2
"1529","FG","ANOS1","Bldg2Lay(-); Lay2Inc3(+)",2
"1530","FG","AOC1","Bldg2Lay(+); Lay2Inc3(-)",2
"1531","FG","AP000304.12","Bldg2Lay(-); Lay2Inc3(+)",2
"1532","FG","AQP8","Bldg2Lay(-); N5toN9(-)",2
"1533","FG","ARF1","Bldg2Lay(-); Lay2Inc3(+)",2
"1534","FG","ARRDC2","Bldg2Lay(+); Inc3toInc9(-)",2
"1535","FG","ARRDC4","Bldg2Lay(+); Lay2Inc3(-)",2
"1536","FG","ASB14","Lay2Inc3(-); Inc9toInc17(-)",2
"1537","FG","ATF3","Bldg2Lay(+); Lay2Inc3(-)",2
"1538","FG","ATP2A3","Lay2Inc3(-); N5toN9(+)",2
"1539","FG","ATP5C1","Bldg2Lay(-); Lay2Inc3(+)",2
"1540","FG","ATP5G1","Bldg2Lay(-); N5toN9(+)",2
"1541","FG","ATP5G3","Bldg2Lay(-); Lay2Inc3(+)",2
"1542","FG","ATP5H","Bldg2Lay(-); Lay2Inc3(+)",2
"1543","FG","AVPR1A","Inc3toInc9(-); Lay2Inc3(+)",2
"1544","FG","BMF","Bldg2Lay(+); Lay2Inc3(-)",2
"1545","FG","BOLA3","Bldg2Lay(-); Lay2Inc3(+)",2
"1546","FG","BUD31","Bldg2Lay(-); Lay2Inc3(+)",2
"1547","FG","C10H15ORF26","Inc9toInc17(-); N5toN9(+)",2
"1548","FG","C11ORF31","Bldg2Lay(-); Lay2Inc3(+)",2
"1549","FG","C17H9ORF171","Inc9toInc17(-); N5toN9(+)",2
"1550","FG","C1H21ORF59","Inc9toInc17(-); N5toN9(+)",2
"1551","FG","C1QTNF2","Bldg2Lay(-); Lay2Inc3(+)",2
"1552","FG","C1QTNF5","Bldg2Lay(-); Lay2Inc3(+)",2
"1553","FG","C2CD4C","Lay2Inc3(-); N5toN9(+)",2
"1554","FG","C3H20ORF26","Lay2Inc3(-); Inc9toInc17(-)",2
"1555","FG","C3ORF48","Lay2Inc3(-); Inc9toInc17(-)",2
"1556","FG","C7","Bldg2Lay(+); Lay2Inc3(+)",2
"1557","FG","C8H1ORF21","Bldg2Lay(+); Lay2Inc3(+)",2
"1558","FG","CA4","Bldg2Lay(+); Lay2Inc3(-)",2
"1559","FG","CALB2","Inc3toInc9(-); Lay2Inc3(+)",2
"1560","FG","CAPN8","Bldg2Lay(+); Lay2Inc3(-)",2
"1561","FG","CAT","Bldg2Lay(+); Lay2Inc3(-)",2
"1562","FG","CBS","Bldg2Lay(+); Lay2Inc3(-)",2
"1563","FG","CBX7","Bldg2Lay(+); N5toN9(-)",2
"1564","FG","CCDC108","Lay2Inc3(-); Inc9toInc17(-)",2
"1565","FG","CCDC13","Lay2Inc3(-); Inc9toInc17(-)",2
"1566","FG","CCDC148","Lay2Inc3(-); Inc9toInc17(-)",2
"1567","FG","CCDC169","Inc9toInc17(-); N5toN9(+)",2
"1568","FG","CCDC58","Bldg2Lay(-); Lay2Inc3(+)",2
"1569","FG","CCNDBP1","Lay2Inc3(+); Inc9toInc17(+)",2
"1570","FG","CD3D","Bldg2Lay(-); N5toN9(+)",2
"1571","FG","CDC23","Bldg2Lay(-); Lay2Inc3(+)",2
"1572","FG","CDKL1","Inc9toInc17(-); N5toN9(+)",2
"1573","FG","CEMIP","Bldg2Lay(+); Lay2Inc3(+)",2
"1574","FG","CFAP57","Inc9toInc17(-); N5toN9(+)",2
"1575","FG","CFAP99","Inc9toInc17(-); N5toN9(+)",2
"1576","FG","CFLAR","Bldg2Lay(+); Lay2Inc3(-)",2
"1577","FG","CHCHD2","Bldg2Lay(-); Lay2Inc3(+)",2
"1578","FG","CHCHD3","Bldg2Lay(-); Lay2Inc3(+)",2
"1579","FG","CHGB","Bldg2Lay(-); N5toN9(-)",2
"1580","FG","CHMP1A","Bldg2Lay(-); Lay2Inc3(+)",2
"1581","FG","CHRNA3","Bldg2Lay(-); N5toN9(-)",2
"1582","FG","CKS1B","Bldg2Lay(-); Lay2Inc3(+)",2
"1583","FG","CLAPS2","Bldg2Lay(-); Lay2Inc3(+)",2
"1584","FG","CLCN2","Lay2Inc3(-); N5toN9(+)",2
"1585","FG","COMMD4","Bldg2Lay(-); Lay2Inc3(+)",2
"1586","FG","COX4I1","Bldg2Lay(-); Lay2Inc3(+)",2
"1587","FG","CPNE7","Lay2Inc3(-); N5toN9(+)",2
"1588","FG","CREBRF","Bldg2Lay(+); Lay2Inc3(-)",2
"1589","FG","CROCC","Lay2Inc3(-); Inc9toInc17(-)",2
"1590","FG","CTC-487M23.8","Bldg2Lay(-); Lay2Inc3(+)",2
"1591","FG","CTSL2","Inc3toInc9(-); Lay2Inc3(+)",2
"1592","FG","CWC15","Bldg2Lay(-); Lay2Inc3(+)",2
"1593","FG","DAD1","Bldg2Lay(-); Lay2Inc3(+)",2
"1594","FG","DBI","Bldg2Lay(-); Lay2Inc3(+)",2
"1595","FG","DCTN6","Bldg2Lay(-); Lay2Inc3(+)",2
"1596","FG","DDX1","Bldg2Lay(-); Lay2Inc3(+)",2
"1597","FG","DEPDC1B","Bldg2Lay(-); N5toN9(+)",2
"1598","FG","DIRC2","Lay2Inc3(-); Inc9toInc17(-)",2
"1599","FG","DMA","Bldg2Lay(-); Inc9toInc17(-)",2
"1600","FG","DNAAF2","Inc9toInc17(-); N5toN9(+)",2
"1601","FG","DNAH5","Lay2Inc3(-); Inc9toInc17(-)",2
"1602","FG","DNAH9","Inc9toInc17(-); N5toN9(+)",2
"1603","FG","DNAI1","Inc9toInc17(-); N5toN9(+)",2
"1604","FG","DOCK3","Bldg2Lay(+); Lay2Inc3(-)",2
"1605","FG","DPM1","Bldg2Lay(-); Lay2Inc3(+)",2
"1606","FG","DUSP16","Bldg2Lay(+); Lay2Inc3(-)",2
"1607","FG","DYNLRB2","Inc9toInc17(-); N5toN9(+)",2
"1608","FG","EDNRB","Bldg2Lay(+); Lay2Inc3(-)",2
"1609","FG","EFCAB1","Inc9toInc17(-); N5toN9(+)",2
"1610","FG","EGFL7","Lay2Inc3(+); Inc9toInc17(+)",2
"1611","FG","EGR1","Inc3toInc9(-); Lay2Inc3(+)",2
"1612","FG","EIF3I","Bldg2Lay(-); Lay2Inc3(+)",2
"1613","FG","EIF3M","Bldg2Lay(-); Lay2Inc3(+)",2
"1614","FG","ENTPD7","Bldg2Lay(-); N5toN9(+)",2
"1615","FG","EPAS1","Bldg2Lay(+); Lay2Inc3(-)",2
"1616","FG","EPHA4","Inc9toInc17(+); N5toN9(-)",2
"1617","FG","ERBB3","Bldg2Lay(+); Lay2Inc3(-)",2
"1618","FG","ERH","Bldg2Lay(-); Lay2Inc3(+)",2
"1619","FG","ETNPPL","Bldg2Lay(+); Lay2Inc3(-)",2
"1620","FG","EXOSC8","Bldg2Lay(-); Lay2Inc3(+)",2
"1621","FG","FAM107A","Lay2Inc3(-); N5toN9(+)",2
"1622","FG","FAM118B","Inc9toInc17(-); N5toN9(+)",2
"1623","FG","FAM126B","Bldg2Lay(+); Lay2Inc3(-)",2
"1624","FG","FAM179B","Lay2Inc3(-); Inc9toInc17(-)",2
"1625","FG","FAM183A","Inc9toInc17(-); N5toN9(+)",2
"1626","FG","FAM19A5","Lay2Inc3(+); Inc9toInc17(+)",2
"1627","FG","FAM83C","Bldg2Lay(+); Lay2Inc3(-)",2
"1628","FG","FICD","Lay2Inc3(-); N5toN9(+)",2
"1629","FG","FILIP1L","Bldg2Lay(+); Lay2Inc3(-)",2
"1630","FG","FNBP1L","Bldg2Lay(+); Lay2Inc3(-)",2
"1631","FG","FOXC1","Bldg2Lay(+); Lay2Inc3(-)",2
"1632","FG","FOXJ1","Lay2Inc3(-); Inc9toInc17(-)",2
"1633","FG","FUT4","Lay2Inc3(-); N5toN9(+)",2
"1634","FG","GALE","Bldg2Lay(-); N5toN9(+)",2
"1635","FG","GBGT1","Inc9toInc17(-); N5toN9(+)",2
"1636","FG","GCGR","Bldg2Lay(-); Lay2Inc3(+)",2
"1637","FG","GFPT1","Bldg2Lay(+); Lay2Inc3(-)",2
"1638","FG","GJB5","Inc9toInc17(-); N5toN9(+)",2
"1639","FG","GLUL","Bldg2Lay(+); Lay2Inc3(-)",2
"1640","FG","GMNC","Lay2Inc3(-); Inc3toInc9(+)",2
"1641","FG","GNA14","Bldg2Lay(+); Lay2Inc3(-)",2
"1642","FG","GPATCH8","Bldg2Lay(+); Lay2Inc3(-)",2
"1643","FG","GPR139","Inc3toInc9(-); Lay2Inc3(+)",2
"1644","FG","GUCY1A2","Bldg2Lay(+); Lay2Inc3(-)",2
"1645","FG","H2AFV","Bldg2Lay(-); Lay2Inc3(+)",2
"1646","FG","HBAA","Bldg2Lay(-); Lay2Inc3(+)",2
"1647","FG","HBG2","Bldg2Lay(-); Lay2Inc3(+)",2
"1648","FG","HEPH","Bldg2Lay(+); Lay2Inc3(-)",2
"1649","FG","HINT1","Bldg2Lay(-); Lay2Inc3(+)",2
"1650","FG","HMGN5","Bldg2Lay(-); Lay2Inc3(+)",2
"1651","FG","HSBP1","Bldg2Lay(-); Lay2Inc3(+)",2
"1652","FG","HSDL1","Lay2Inc3(-); N5toN9(+)",2
"1653","FG","HYDIN","Lay2Inc3(-); Inc9toInc17(-)",2
"1654","FG","HYOU1","Bldg2Lay(-); N5toN9(+)",2
"1655","FG","IL13RA2","Bldg2Lay(-); Lay2Inc3(-)",2
"1656","FG","IL1R1","Bldg2Lay(+); Lay2Inc3(-)",2
"1657","FG","IMMP2L","Bldg2Lay(-); Lay2Inc3(+)",2
"1658","FG","IMPA1","Bldg2Lay(-); Lay2Inc3(+)",2
"1659","FG","IQCG","In17toHatch(-); N5toN9(+)",2
"1660","FG","IQSEC1","Bldg2Lay(+); Lay2Inc3(-)",2
"1661","FG","IVNS1ABP","Bldg2Lay(+); Lay2Inc3(-)",2
"1662","FG","KAT6A","Bldg2Lay(+); Lay2Inc3(-)",2
"1663","FG","KCNK2","Bldg2Lay(+); Lay2Inc3(+)",2
"1664","FG","KIAA0319L","Bldg2Lay(+); Lay2Inc3(-)",2
"1665","FG","KIAA0556","Lay2Inc3(-); Inc9toInc17(-)",2
"1666","FG","KIAA1671","Bldg2Lay(+); Lay2Inc3(-)",2
"1667","FG","KIF27","Lay2Inc3(-); Inc9toInc17(-)",2
"1668","FG","KLF15","Bldg2Lay(+); Lay2Inc3(-)",2
"1669","FG","KLHDC8A","Bldg2Lay(-); N5toN9(+)",2
"1670","FG","LAMTOR2","Bldg2Lay(-); Lay2Inc3(+)",2
"1671","FG","LAPTM4A","Bldg2Lay(-); Lay2Inc3(+)",2
"1672","FG","LMX1B","Inc9toInc17(-); N5toN9(+)",2
"1673","FG","LOC100858131","Lay2Inc3(-); Inc9toInc17(-)",2
"1674","FG","LOC100858647","Lay2Inc3(-); N5toN9(+)",2
"1675","FG","LOC100859655","Lay2Inc3(-); Inc9toInc17(-)",2
"1676","FG","LOC101747652","Bldg2Lay(-); Lay2Inc3(+)",2
"1677","FG","LOC101748706","Bldg2Lay(-); N5toN9(+)",2
"1678","FG","LOC101749151","Lay2Inc3(-); N5toN9(+)",2
"1679","FG","LOC101749216","Bldg2Lay(-); In17toHatch(+)",2
"1680","FG","LOC101751171","Lay2Inc3(+); Inc9toInc17(+)",2
"1681","FG","LOC101751203","Bldg2Lay(+); Lay2Inc3(+)",2
"1682","FG","LOC107049309","Bldg2Lay(-); Inc9toInc17(+)",2
"1683","FG","LOC107049603","Lay2Inc3(-); N5toN9(+)",2
"1684","FG","LOC107050492","Bldg2Lay(-); Lay2Inc3(+)",2
"1685","FG","LOC107052722","Lay2Inc3(-); Inc9toInc17(-)",2
"1686","FG","LOC107052731","Lay2Inc3(-); Inc9toInc17(-)",2
"1687","FG","LOC107054816","Bldg2Lay(-); Lay2Inc3(+)",2
"1688","FG","LOC395991","Lay2Inc3(-); Inc9toInc17(-)",2
"1689","FG","LOC417113","Bldg2Lay(-); Lay2Inc3(+)",2
"1690","FG","LOC419409","Bldg2Lay(+); Lay2Inc3(-)",2
"1691","FG","LOC422214","Bldg2Lay(-); Lay2Inc3(+)",2
"1692","FG","LOC422320","Bldg2Lay(+); Lay2Inc3(-)",2
"1693","FG","LOC769000","Bldg2Lay(+); Lay2Inc3(-)",2
"1694","FG","LOC769510","Lay2Inc3(-); Inc9toInc17(-)",2
"1695","FG","LOC770126","Bldg2Lay(-); N5toN9(+)",2
"1696","FG","LOXL2","Bldg2Lay(+); Lay2Inc3(-)",2
"1697","FG","LRGUK","Lay2Inc3(-); Inc9toInc17(-)",2
"1698","FG","LRRC18","Inc9toInc17(-); N5toN9(+)",2
"1699","FG","LRRC23","Inc9toInc17(-); N5toN9(+)",2
"1700","FG","LRRC48","Inc9toInc17(-); N5toN9(+)",2
"1701","FG","LRRC71","Inc9toInc17(-); N5toN9(+)",2
"1702","FG","MAGOH2","Bldg2Lay(-); Lay2Inc3(+)",2
"1703","FG","MANF","Bldg2Lay(-); N5toN9(+)",2
"1704","FG","MDH1","Bldg2Lay(-); Lay2Inc3(+)",2
"1705","FG","MDK","Bldg2Lay(-); Lay2Inc3(+)",2
"1706","FG","METTL7A","Lay2Inc3(-); N5toN9(+)",2
"1707","FG","MGAT4C","Bldg2Lay(-); N5toN9(+)",2
"1708","FG","MGST3","Bldg2Lay(-); Lay2Inc3(+)",2
"1709","FG","MOCOS","Bldg2Lay(+); Lay2Inc3(-)",2
"1710","FG","MRM1","Bldg2Lay(-); Lay2Inc3(+)",2
"1711","FG","MRP63","Bldg2Lay(-); Lay2Inc3(+)",2
"1712","FG","MRPL21","Bldg2Lay(-); Lay2Inc3(+)",2
"1713","FG","MRPL33","Bldg2Lay(-); Lay2Inc3(+)",2
"1714","FG","MRVI1","Bldg2Lay(+); Lay2Inc3(-)",2
"1715","FG","MSANTD4","Bldg2Lay(-); Lay2Inc3(+)",2
"1716","FG","MT4","Bldg2Lay(+); Inc3toInc9(-)",2
"1717","FG","MUC","Bldg2Lay(+); Lay2Inc3(-)",2
"1718","FG","MXD3","Bldg2Lay(-); Lay2Inc3(+)",2
"1719","FG","MYCN","Bldg2Lay(-); N5toN9(+)",2
"1720","FG","MYO1C","Bldg2Lay(+); Lay2Inc3(-)",2
"1721","FG","MYO7A","Lay2Inc3(-); Inc9toInc17(-)",2
"1722","FG","NAP1L1","Bldg2Lay(-); Lay2Inc3(+)",2
"1723","FG","NBEAL1","Bldg2Lay(+); Lay2Inc3(-)",2
"1724","FG","NDUFA1","Bldg2Lay(-); Lay2Inc3(+)",2
"1725","FG","NDUFA12","Bldg2Lay(-); Lay2Inc3(+)",2
"1726","FG","NDUFA2","Bldg2Lay(-); Lay2Inc3(+)",2
"1727","FG","NDUFA4","Bldg2Lay(-); Lay2Inc3(+)",2
"1728","FG","NDUFA8","Bldg2Lay(-); Lay2Inc3(+)",2
"1729","FG","NDUFB10","Bldg2Lay(-); Lay2Inc3(+)",2
"1730","FG","NDUFB3","Bldg2Lay(-); Lay2Inc3(+)",2
"1731","FG","NDUFS5","Bldg2Lay(-); Lay2Inc3(+)",2
"1732","FG","NEB","Bldg2Lay(+); Lay2Inc3(-)",2
"1733","FG","NECAB2","Bldg2Lay(-); Lay2Inc3(+)",2
"1734","FG","NEU4","Bldg2Lay(+); Lay2Inc3(-)",2
"1735","FG","NGEF","Lay2Inc3(-); Inc9toInc17(-)",2
"1736","FG","NHP2","Bldg2Lay(-); Lay2Inc3(+)",2
"1737","FG","NIP7","Bldg2Lay(-); Lay2Inc3(+)",2
"1738","FG","NIPAL3","Lay2Inc3(-); N5toN9(+)",2
"1739","FG","NLE1","Bldg2Lay(-); Lay2Inc3(+)",2
"1740","FG","NOP2","Bldg2Lay(-); Lay2Inc3(+)",2
"1741","FG","NPM1","Bldg2Lay(-); Lay2Inc3(+)",2
"1742","FG","NPRL2","Inc9toInc17(-); N5toN9(+)",2
"1743","FG","NR1D1","Bldg2Lay(+); Lay2Inc3(-)",2
"1744","FG","NR1D2","Bldg2Lay(+); Lay2Inc3(-)",2
"1745","FG","NTNG2","Bldg2Lay(+); Lay2Inc3(-)",2
"1746","FG","NUP37","Bldg2Lay(-); Lay2Inc3(+)",2
"1747","FG","NUTF2","Inc3toInc9(-); Lay2Inc3(+)",2
"1748","FG","NWD2","Bldg2Lay(-); N5toN9(+)",2
"1749","FG","OCX36","Lay2Inc3(-); N5toN9(+)",2
"1750","FG","OLFM4","Bldg2Lay(+); N5toN9(-)",2
"1751","FG","OPRM1","Bldg2Lay(-); N5toN9(+)",2
"1752","FG","OTOGL","Bldg2Lay(+); Lay2Inc3(-)",2
"1753","FG","OVALX","Lay2Inc3(-); N5toN9(+)",2
"1754","FG","OvoDA1","Lay2Inc3(-); N5toN9(+)",2
"1755","FG","OVSTL","Bldg2Lay(+); Lay2Inc3(-)",2
"1756","FG","PCNT","Lay2Inc3(-); Inc9toInc17(-)",2
"1757","FG","PCNXL4","Lay2Inc3(-); Inc9toInc17(-)",2
"1758","FG","PCP4L1","Bldg2Lay(-); Lay2Inc3(+)",2
"1759","FG","PDAP1","Bldg2Lay(-); Lay2Inc3(+)",2
"1760","FG","PDIA4","Bldg2Lay(-); N5toN9(+)",2
"1761","FG","PEBP1","Bldg2Lay(-); Lay2Inc3(+)",2
"1762","FG","PFDN1","Bldg2Lay(-); Lay2Inc3(+)",2
"1763","FG","PFDN2","Bldg2Lay(-); Lay2Inc3(+)",2
"1764","FG","PGAM1","Bldg2Lay(-); N5toN9(+)",2
"1765","FG","PGM3","Lay2Inc3(-); N5toN9(+)",2
"1766","FG","PI15","Bldg2Lay(-); Inc3toInc9(+)",2
"1767","FG","PIGQ","Lay2Inc3(-); N5toN9(+)",2
"1768","FG","PIH1D3","Inc9toInc17(-); N5toN9(+)",2
"1769","FG","PITPNA","Bldg2Lay(+); Lay2Inc3(-)",2
"1770","FG","PKDCCa","Bldg2Lay(-); Lay2Inc3(+)",2
"1771","FG","PKIB","Bldg2Lay(-); Lay2Inc3(+)",2
"1772","FG","PLEKHH1","Bldg2Lay(+); Lay2Inc3(-)",2
"1773","FG","PM20D2","Bldg2Lay(+); Inc3toInc9(-)",2
"1774","FG","POLR2E","Bldg2Lay(-); Lay2Inc3(+)",2
"1775","FG","PPARGC1B","Lay2Inc3(-); N5toN9(+)",2
"1776","FG","PPIH","Bldg2Lay(-); Lay2Inc3(+)",2
"1777","FG","PPP2R3A","Bldg2Lay(+); Lay2Inc3(-)",2
"1778","FG","PPT1","Inc3toInc9(-); Lay2Inc3(+)",2
"1779","FG","PRDX3","Bldg2Lay(-); Lay2Inc3(+)",2
"1780","FG","PRELID1","Bldg2Lay(-); Lay2Inc3(+)",2
"1781","FG","PRPS2","Bldg2Lay(-); Inc9toInc17(+)",2
"1782","FG","PRSS12","Inc3toInc9(-); Lay2Inc3(+)",2
"1783","FG","PSMA1","Bldg2Lay(-); Lay2Inc3(+)",2
"1784","FG","PSMB1","Bldg2Lay(-); Lay2Inc3(+)",2
"1785","FG","PSMB2","Bldg2Lay(-); Lay2Inc3(+)",2
"1786","FG","PSMB7","Bldg2Lay(-); Lay2Inc3(+)",2
"1787","FG","PSMC6","Bldg2Lay(-); Lay2Inc3(+)",2
"1788","FG","RAB43","Bldg2Lay(+); Lay2Inc3(-)",2
"1789","FG","RABL2B","Inc9toInc17(-); N5toN9(+)",2
"1790","FG","RAN","Bldg2Lay(-); Lay2Inc3(+)",2
"1791","FG","RANBP10","Bldg2Lay(+); Lay2Inc3(-)",2
"1792","FG","RAPGEFL1","Lay2Inc3(-); N5toN9(+)",2
"1793","FG","RAVER2","Bldg2Lay(+); Lay2Inc3(-)",2
"1794","FG","RBP","Lay2Inc3(-); N5toN9(+)",2
"1795","FG","RGS12","Lay2Inc3(-); Inc9toInc17(-)",2
"1796","FG","RHPN1","Lay2Inc3(-); Inc9toInc17(-)",2
"1797","FG","RIMBP2","Lay2Inc3(-); N5toN9(+)",2
"1798","FG","RPL10A","Bldg2Lay(-); Lay2Inc3(+)",2
"1799","FG","RPL11","Bldg2Lay(-); Lay2Inc3(+)",2
"1800","FG","RPL14","Bldg2Lay(-); Lay2Inc3(+)",2
"1801","FG","RPL18A","Bldg2Lay(-); Lay2Inc3(+)",2
"1802","FG","RPL22","Bldg2Lay(-); Lay2Inc3(+)",2
"1803","FG","RPL24","Bldg2Lay(-); Lay2Inc3(+)",2
"1804","FG","RPL27","Bldg2Lay(-); Lay2Inc3(+)",2
"1805","FG","RPL30","Bldg2Lay(-); Lay2Inc3(+)",2
"1806","FG","RPL31","Bldg2Lay(-); Lay2Inc3(+)",2
"1807","FG","RPL34","Bldg2Lay(-); Lay2Inc3(+)",2
"1808","FG","RPL35","Bldg2Lay(-); Lay2Inc3(+)",2
"1809","FG","RPL35A","Bldg2Lay(-); Lay2Inc3(+)",2
"1810","FG","RPL37","Bldg2Lay(-); Lay2Inc3(+)",2
"1811","FG","RPL38","Bldg2Lay(-); Lay2Inc3(+)",2
