"gene","lfc","padj","logpadj","direction"
"FOXM1",4.98267489729759,0.000110978004237436,3.95476308954584,"inc.d17"
"KPNA2",4.88749196923642,8.46499437252085e-23,22.0723733262714,"inc.d17"
"FGF6",4.67295554005967,3.21577094911746e-12,11.4927148924724,"inc.d17"
"CDCA3",4.59089789219852,9.92016479865201e-08,7.00348111307257,"inc.d17"
"CDK1",4.50167736094571,1.08256267649203e-23,22.9655469501555,"inc.d17"
"CKAP2",4.41387492128252,9.88113175354564e-21,20.0051933098486,"inc.d17"
"DEPDC1",4.30875300528988,9.20809505698165e-12,11.0358302060475,"inc.d17"
"SHCBP1",4.2773717362947,3.69170434819139e-15,14.432773086923,"inc.d17"
"CCNB3",4.10416914425867,1.17863070818013e-13,12.928622247935,"inc.d17"
"SLC13A3",4.09842221359264,0.000676438352041729,3.16977177717142,"inc.d17"
"LOC423793",4.07328020151187,6.52318328435481e-20,19.1855404187693,"inc.d17"
"CENPK",3.92077770122089,1.35263835395863e-11,10.8688183023488,"inc.d17"
"ESCO2",3.89836808424745,2.19287999612501e-09,8.65898513414406,"inc.d17"
"RRM2",3.88499470593286,4.51744815384039e-17,16.3451068230792,"inc.d17"
"LOC101749834",3.83709692517495,2.25979584816733e-10,9.64593079360445,"inc.d17"
"BUB1",3.82839502969663,2.66109839362518e-23,22.5749390671929,"inc.d17"
"PBK",3.79796535945713,3.65753705337527e-15,14.4368112654775,"inc.d17"
"LOC101749531",3.74651406228948,0.000628302128499323,3.20183146902201,"inc.d17"
"RACGAP1",3.71778514533941,2.56153664745829e-22,21.5914994263677,"inc.d17"
"FAM83D",3.70812617124966,1.32287530343218e-14,13.8784810912498,"inc.d17"
"PRC1",3.61820083246607,0.0563767344721466,1.24890008351585,"inc.d17"
"CDC45",3.57020497603628,1.50780237821794e-15,14.8216555760217,"inc.d17"
"CENPI",3.56920236894552,1.40898523804974e-14,13.8510935569738,"inc.d17"
"MKI67",3.49753982688647,3.80255155391237e-22,21.419924889194,"inc.d17"
"CDC6",3.43585277232917,0.00106652652972676,2.97202833705409,"inc.d17"
"NUF2",3.40048022471086,3.13506110806732e-10,9.50375398955805,"inc.d17"
"ANLN",3.36906918885905,0.000216231513112572,3.66508101263263,"inc.d17"
"SKA1",3.28835652663616,3.73162077786973e-13,12.4281024974139,"inc.d17"
"PHGDH",3.24753872744974,0.000112070428645835,3.95050896697815,"inc.d17"
"LOC107052690",3.19760433034648,0.0201356806639315,1.6960336849742,"inc.d17"
"PRLH",3.11080296132671,0.0153678173037548,1.81338781111115,"inc.d17"
"GAS2L3",3.09198412978984,2.33246964367314e-06,5.63218399974482,"inc.d17"
"MLN",3.05291865385776,6.40621166424175e-10,9.19339871614151,"inc.d17"
"SGOL1",3.04217177551333,3.1280744046931e-10,9.50472292531701,"inc.d17"
"CENPA",3.02750737509295,1.50304105295879e-05,4.82302915725076,"inc.d17"
"PDE11A",2.96198349650842,0.000227581882493824,3.64286231453595,"inc.d17"
"LOC422926",2.94533201594695,0.000397753926660456,3.4003855242683,"inc.d17"
"UBE2C",2.89933194102047,2.76497601373921e-13,12.5583086318623,"inc.d17"
"CAMKV",2.88267496021312,0.00197544267302059,2.70433556894486,"inc.d17"
"LOC101748788",2.81207145568979,0.0242477244232593,1.6153290123934,"inc.d17"
"KNSTRN",2.79906806625505,3.13420590681324e-16,15.5038724752397,"inc.d17"
"SLC38A4",2.77415928148843,0.0734659082932909,1.13391414764888,"inc.d17"
"DEPDC1B",2.76848378682812,7.64856097009753e-08,7.11642026700765,"inc.d17"
"MXD3",2.71116404483447,8.08673811419192e-08,7.09222662111629,"inc.d17"
"DLGAP5",2.70571861407673,1.32287530343218e-14,13.8784810912498,"inc.d17"
"DGUOK",2.68257958156201,7.26587864348142e-19,18.1387118601076,"inc.d17"
"MCM10",2.64344148479548,1.26407217860216e-09,8.89822812710295,"inc.d17"
"CDC20",2.62995405783055,8.30903669485001e-14,13.0804493230704,"inc.d17"
"KIF4A",2.61990564839385,1.11595100501551e-14,13.9523548723505,"inc.d17"
"NEK2",2.5498076847778,9.75810536208069e-05,4.01063449695103,"inc.d17"
"PRL",2.52610781289362,1.64426544628033e-13,12.7840280696738,"inc.d17"
"UMOD",2.47636445606906,0.00504983082962553,2.29672317059238,"inc.d17"
"SLBP",2.43082520419825,4.47396949629848e-17,16.3493069812663,"inc.d17"
"MAD2L1",2.39978153747578,3.98511310578185e-14,13.3995593479141,"inc.d17"
"STC1",2.39484441082924,4.23461281630635e-17,16.3731862924003,"inc.d17"
"SLC30A8",2.39458143470333,0.0248637212369653,1.60443387200428,"inc.d17"
"CEP55",2.32938926642906,0.000869467933937252,3.06074643018905,"inc.d17"
"KNTC1",2.31854424036635,1.3379958003165e-17,16.8735452497238,"inc.d17"
"SKA3",2.29572919315237,4.58814776409644e-10,9.33836260382693,"inc.d17"
"FBXO5",2.27502290880988,3.42629061323534e-05,4.46517580355038,"inc.d17"
