"gene","padj","logpadj","lfc","tissue","direction"
"LOC418356",0.00510404771856296,2.29208527397896,3.14165898904484,"gonads","hatch"
"SLC12A4",0.000767271414747721,3.11505098145335,2.95516932075216,"gonads","hatch"
"LOC101749216",0.0426841126528011,1.36973374256602,2.41737396402673,"gonads","hatch"
"GPA33",0.0612997579411245,1.21254124040885,2.40957545188926,"gonads","hatch"
"IFI6",0.000635794312605958,3.19668336131413,2.40527129308413,"gonads","hatch"
"CLDN34",0.0748782798422606,1.12564414108078,2.32868521226821,"gonads","hatch"
"NOXO1",0.00289414921931937,2.53847908086856,2.12315788845461,"gonads","hatch"
"SPTSSB",0.0117803569340673,1.92884155062299,2.0645165094077,"gonads","hatch"
"HSP25",3.80199663820765e-05,4.41998827148123,2.0072699244749,"gonads","hatch"
"MUC13",0.0334997900920824,1.47495791422094,1.86959117063114,"gonads","hatch"
"C11ORF34",0.0387216979190294,1.41204560744066,1.80187197859267,"gonads","hatch"
"FER1L6",0.010129321162291,1.99441965882035,1.72048719914961,"gonads","hatch"
"LGALS2",0.0322645729955892,1.4912740781746,1.64199976826391,"gonads","hatch"
"ANXA5",0.0109518038055877,1.96051434490638,1.62979695943163,"gonads","hatch"
"LOC107055658",0.0286962886592401,1.5421742676924,1.51384379010541,"gonads","hatch"
"DPP9",0.0497786943766162,1.30295649849615,1.49933827238405,"gonads","hatch"
"RPL29",0.00150582101358036,2.82222664661738,1.42980816877231,"gonads","hatch"
"C23H1ORF63",0.025319010239136,1.5965532755932,1.38721672138589,"gonads","hatch"
"LOC427816",0.0357187290699501,1.44710400240743,1.37976745873697,"gonads","hatch"
"ATP2B4",0.0496861520508884,1.30376463593257,1.36301414557049,"gonads","hatch"
"TCERG1L",0.0293214988518514,1.5328138332652,1.35204675050869,"gonads","hatch"
"PCP4L1",0.0605614999535289,1.21780337701073,1.30939354994836,"gonads","hatch"
"SLC10A4",0.0955575122150691,1.01973516538231,1.2982765054775,"gonads","hatch"
"CDCA2",0.0230007946772999,1.63825715885179,1.29256114444553,"gonads","hatch"
"LOC771657",0.0318000706401239,1.49757191528029,1.23594321763647,"gonads","hatch"
"DMB2",0.0727672112692047,1.13806426866249,1.22874304866524,"gonads","hatch"
"CD3D",0.0469544234359307,1.32832348788512,1.22767874732118,"gonads","hatch"
"CD8A",0.0801758962356543,1.09595617666895,1.22484209270389,"gonads","hatch"
"CD4",0.00289016585316365,2.53907723438981,1.22156961364767,"gonads","hatch"
"PLLP",0.0686432427315279,1.16340220844688,1.22050868340916,"gonads","hatch"
"XCL1",0.0851775244702314,1.06967498605778,1.19553942308068,"gonads","hatch"
"CAPN2",0.00244682902318286,2.61139637673832,1.18132687929324,"gonads","hatch"
"RPS28",0.00208831370505093,2.68020426135029,1.1735780458571,"gonads","hatch"
"BLK",0.0125061573653929,1.9028761108791,1.1718246803356,"gonads","hatch"
"GPR82",0.0295620036651471,1.52926613349688,1.16684584230549,"gonads","hatch"
"HBAA",0.047593466012587,1.32245266638577,1.15908624322905,"gonads","hatch"
"LOC107055647",0.0813933248474057,1.08941121059985,1.14035573077196,"gonads","hatch"
"RPL34",4.11431436115813e-06,5.38570252836797,1.13766727639638,"gonads","hatch"
"PLACL2",0.00461989793152892,2.33536761930609,1.13448412088775,"gonads","hatch"
"RPL36A",0.000201859276511174,3.69495128764558,1.1286678854358,"gonads","hatch"
"TNNC1",0.0696303306354369,1.1572015425983,1.12733164376754,"gonads","hatch"
"SRGN",0.00758535025496897,2.12002436078519,1.12281688479171,"gonads","hatch"
"S100A1",0.0541130453431447,1.26669802440216,1.12183136406586,"gonads","hatch"
"GATM",0.0654741668648455,1.18393001910819,1.10190746055054,"gonads","hatch"
"LOC107057578",0.093333113256849,1.02996424742868,1.10053556013503,"gonads","hatch"
"TNFRSF14",0.0833374244758811,1.07915992544338,1.09536594763284,"gonads","hatch"
"RGS1",0.00910440502290823,2.0407484302876,1.08377524285463,"gonads","hatch"
"HBG2",0.0715026690431458,1.14567774660346,1.07390495759051,"gonads","hatch"
"RPLP2",0.000326335130692101,3.48633617094254,1.06255704393386,"gonads","hatch"
"RPL37",0.000109335517218481,3.96123873625375,1.05682326366913,"gonads","hatch"
"LRAT",0.0768329832939039,1.11445230356934,1.05646460149264,"gonads","hatch"
"GFPT2",0.0323117295788944,1.49063979449038,1.04529554885379,"gonads","hatch"
"LOC422993",0.0390105227114837,1.40881823043181,1.04008671721703,"gonads","hatch"
"NME2",0.0763427958185793,1.11723193940463,1.03958970633699,"gonads","hatch"
"FBP1",0.00470456889934416,2.32748016675614,1.03152580910781,"gonads","hatch"
"KCTD8",0.057827333137539,1.23786683588865,1.02081012242888,"gonads","hatch"
"IL18R1",0.0442441573455345,1.35414407186168,1.01403249655534,"gonads","hatch"
"RPRD1A",0.00649284201270467,2.18756516448368,0.989819732968165,"gonads","hatch"
"GH",0.0424309425976156,1.37231732033341,0.980334282664008,"gonads","hatch"
"NME4",0.0459356190741862,1.33785042626399,0.974298554898464,"gonads","hatch"
"RPL35A",0.00463193010431871,2.33423800272141,0.958337276863585,"gonads","hatch"
"NDUFA2",0.0101836572227513,1.9920962272622,0.95679001640727,"gonads","hatch"
