"entrezid","padj","logpadj","lfc","tissue","direction","row.names","Name","geneid","gene"
"NP_990826.1",0.0290778705577622,1.53643740107557,2.39721278636219,"pituitary","prolong",396491,"LGALS1",396491,"LGALS1"
"NP_001264289.1",0.0616128490120158,1.21032870872664,1.55232846121,"pituitary","prolong",417883,"NTS",417883,"NTS"
"XP_015145352.1",0.0178468560802703,1.74843827855723,1.43293808439133,"pituitary","prolong",374027,"NEB",374027,"NEB"
"XP_003642123.1",0.0678761436037578,1.16828284017853,1.35993960738596,"pituitary","prolong",416173,"KCNIP1",416173,"KCNIP1"
"NP_001180568.1",0.0933320821845774,1.02996904520576,1.20226399415838,"pituitary","prolong",424186,"FAP",424186,"FAP"
"NP_001292052.1",0.0806128354147308,1.09359580303381,1.15531954855132,"pituitary","prolong",427850,"RELN",427850,"RELN"
"NP_990018.1",0.054005151928295,1.26756480781957,1.13274986506467,"pituitary","prolong",395422,"OPCML",395422,"OPCML"
"NP_001026630.1",0.0498454995310942,1.30237404732313,1.07831055478443,"pituitary","prolong",427549,"CEBPA",427549,"CEBPA"
"XP_015143432.1",0.0798733348699609,1.09759818253402,1.03697245715141,"pituitary","prolong",423563,"MDGA2",423563,"MDGA2"
"XP_015147302.1",0.0195781141845105,1.7082291429059,1.02934235787109,"pituitary","prolong",425030,"PLCH1",425030,"PLCH1"
"XP_425558.3",0.0516298817731217,1.28709886943931,1.01732614872344,"pituitary","prolong",427988,"TMPRSS3",427988,"TMPRSS3"
"XP_015131019.1",0.00502961414915417,2.29846533091242,0.975756361925466,"pituitary","prolong",416887,"WSCD2",416887,"WSCD2"
"XP_015147312.1",0.00803992124392594,2.09474820541771,0.966580763301448,"pituitary","prolong",427941,"PLXNA4B",427941,"PLXNA4B"
"XP_004944342.1",0.07017563507765,1.153813648384,0.954230237658399,"pituitary","prolong",101748749,"ZNF469",101748749,"ZNF469"
"XP_015138664.1",0.00863760979504162,2.06360641914566,0.913073535549443,"pituitary","prolong",768579,"LOC768579",768579,"LOC768579"
