"","sex","tissue","treatment","gene","samples","counts"
"113","female","hypothalamus","lay","AR","g.blk.s004.pk_female_hypothalamus_lay",7.51222805367459
"114","female","hypothalamus","lay","AR","g.s078.blk.o_female_hypothalamus_lay",7.4249593925709
"115","female","hypothalamus","bldg","AR","g141.blu27.x_female_hypothalamus_bldg",7.65617433090693
"116","female","hypothalamus","inc.d17","AR","g142.r40.x_female_hypothalamus_inc.d17",7.6833147864467
"117","female","hypothalamus","inc.d3","AR","g6.w197.x_female_hypothalamus_inc.d3",7.65265014573472
"118","female","hypothalamus","inc.d9","AR","g75.x_female_hypothalamus_inc.d9",7.64694028628153
"119","female","hypothalamus","bldg","AR","l.s120.y.blk_female_hypothalamus_bldg",7.60582228809681
"120","female","hypothalamus","inc.d3","AR","o156.w80.x_female_hypothalamus_inc.d3",7.57593909567748
"121","female","hypothalamus","inc.d3","AR","o165.w122.x_female_hypothalamus_inc.d3",7.62282269504747
"122","female","hypothalamus","hatch","AR","o172.w115.x_female_hypothalamus_hatch",7.48916622084785
"123","female","hypothalamus","inc.d3","AR","o173.w179.x_female_hypothalamus_inc.d3",7.62877165367162
"124","female","hypothalamus","inc.d17","AR","o35.r51.x_female_hypothalamus_inc.d17",7.83218390520308
"125","female","hypothalamus","bldg","AR","o38.blu29.x_female_hypothalamus_bldg",7.44311244276969
"126","female","hypothalamus","inc.d17","AR","o52.blu53_female_hypothalamus_inc.d17",7.78424221770188
"127","female","hypothalamus","inc.d9","AR","o73.x_female_hypothalamus_inc.d9",7.19730781185052
"128","female","hypothalamus","control","AR","r.r.x.ATLAS.R2XR_female_hypothalamus_control",7.18159343822038
"129","female","hypothalamus","control","AR","r.r.x.ATLAS_female_hypothalamus_control",7.1810762544198
"130","female","hypothalamus","bldg","AR","r.s056.g.o_female_hypothalamus_bldg",7.72732002673324
"131","female","hypothalamus","n9","AR","r.s171.l.w_female_hypothalamus_n9",8.0150124118992
"132","female","hypothalamus","hatch","AR","r183.o22_female_hypothalamus_hatch",7.40731074364948
"133","female","hypothalamus","inc.d3","AR","r27.w111.blu125_female_hypothalamus_inc.d3",7.6093202707637
"134","female","hypothalamus","inc.d9","AR","r30.w112.r46_female_hypothalamus_inc.d9",7.696864548731
"135","female","hypothalamus","inc.d9","AR","r36.w184.x_female_hypothalamus_inc.d9",7.27376912020274
"136","female","hypothalamus","inc.d17","AR","r49.w189.x_female_hypothalamus_inc.d17",7.62777987701276
"137","female","hypothalamus","control","AR","r6.x_female_hypothalamus_control.NYNO",7.4424588817408
"138","female","hypothalamus","inc.d3","AR","r73.g127.x_female_hypothalamus_inc.d3",7.85087798540009
"139","female","hypothalamus","bldg","AR","r83.g45_female_hypothalamus_bldg",7.81494914725666
"140","female","hypothalamus","n9","AR","r95.blu99_female_hypothalamus_n9",7.7701362870256
"141","female","hypothalamus","lay","AR","s.o.pk_female_hypothalamus_lay",7.55296210001182
"142","female","hypothalamus","control","AR","s.x.ATLAS_female_hypothalamus_control",7.57810708589761
"143","female","hypothalamus","bldg","AR","s063.d.blk.l_female_hypothalamus_bldg",7.63556384198181
"144","female","hypothalamus","bldg","AR","s092.blk.r.o_female_hypothalamus_bldg",7.28277016991205
"145","female","hypothalamus","lay","AR","s095.g.blk.o_female_hypothalamus_lay",7.59132121449001
"146","female","hypothalamus","lay","AR","s136.d.w.o_female_hypothalamus_lay",7.72797657557017
"147","female","hypothalamus","lay","AR","s142.o.pk.pu_female_hypothalamus_lay",7.87424304127001
"148","female","hypothalamus","lay","AR","s176.blk.pu.r_female_hypothalamus_lay",7.60681158926266
"149","female","hypothalamus","control","AR","w191.r1_female_hypothalamus_control",7.71805333218635
"150","female","hypothalamus","inc.d9","AR","x.blu101.w43_female_hypothalamus_inc.d9",7.71229265772671
"151","female","hypothalamus","inc.d3","AR","x.blu102.w105_female_hypothalamus_inc.d3",7.94517517127841
"152","female","hypothalamus","n5","AR","x.blu109.w121_female_hypothalamus_n5",7.89142393126214
"153","female","hypothalamus","inc.d17","AR","x.blu116.w107_female_hypothalamus_inc.d17",7.97565609234993
"154","female","hypothalamus","inc.d9","AR","x.blu122.r66_female_hypothalamus_inc.d9",7.67305722443162
"155","female","hypothalamus","n9","AR","x.blu43.g132_female_hypothalamus_n9",7.53143517684794
"156","female","hypothalamus","lay","AR","x.blu6.y80_female_hypothalamus_lay",7.91713162924289
"157","female","hypothalamus","n5","AR","x.g37_female_hypothalamus_n5",7.63396888113845
"158","female","hypothalamus","n9","AR","x.g4.w50_female_hypothalamus_n9",7.80811036032324
"159","female","hypothalamus","n5","AR","x.g43_female_hypothalamus_n5",7.67418763598427
"160","female","hypothalamus","n5","AR","x.g49_female_hypothalamus_n5",7.4463532926014
"161","female","hypothalamus","inc.d9","AR","x.g9.o166_female_hypothalamus_inc.d9",7.6691043908411
"162","female","hypothalamus","inc.d17","AR","x.o159.w90_female_hypothalamus_inc.d17",7.76105818260959
"163","female","hypothalamus","n5","AR","x.o175.g21_female_hypothalamus_n5",7.72243074454544
"164","female","hypothalamus","hatch","AR","x.o37.blu50_female_hypothalamus_hatch.NYNO",7.66791239173442
"165","female","hypothalamus","n5","AR","x.o70_female_hypothalamus_n5.NYNO",7.78305260269798
"166","female","hypothalamus","inc.d3","AR","x.r33.w183_female_hypothalamus_inc.d3",7.58829812548339
"167","female","hypothalamus","bldg","AR","x.r39.g10_female_hypothalamus_bldg",7.53701951684468
"168","female","hypothalamus","hatch","AR","x.r44.w95_female_hypothalamus_hatch",7.52458552514527
"169","female","hypothalamus","inc.d17","AR","x.r48.y139_female_hypothalamus_inc.d17",7.63949004511446
"170","female","hypothalamus","n5","AR","x.r50.w97_female_hypothalamus_n5",7.63818797230094
"171","female","hypothalamus","n9","AR","x.w178_female_hypothalamus_n9",7.86519831927193
"172","female","hypothalamus","lay","AR","x.w51_female_hypothalamus_lay",7.78809556420175
"173","female","hypothalamus","n9","AR","x.w6_female_hypothalamus_n9",7.93936654076799
"174","female","hypothalamus","inc.d9","AR","x.y109_female_hypothalamus_inc.d9",7.53437929177257
"175","female","hypothalamus","n9","AR","x.y138.w176_female_hypothalamus_n9",8.04936028334365
"176","female","hypothalamus","hatch","AR","x.y90_female_hypothalamus_hatch",7.66147004732235
"177","female","hypothalamus","inc.d9","AR","x.y93.g126_female_hypothalamus_inc.d9",7.5578234706913
"178","female","hypothalamus","n9","AR","x.y9_female_hypothalamus_n9",7.77702417340101
"179","female","hypothalamus","lay","AR","y.s156.o.r_female_hypothalamus_lay",7.79804913108917
"180","female","hypothalamus","inc.d17","AR","y126.w92.x_female_hypothalamus_inc.d17",7.76754238277032
"181","female","hypothalamus","inc.d3","AR","y13.x_female_hypothalamus_inc.d3",7.33718910140698
"182","female","hypothalamus","inc.d17","AR","y130.o170.x_female_hypothalamus_inc.d17",7.81322164760424
"183","female","hypothalamus","inc.d17","AR","y135.blu107.x_female_hypothalamus_inc.d17",7.79755575106737
"184","female","hypothalamus","inc.d17","AR","y136.x_female_hypothalamus_inc.d17",7.65945597314545
"185","female","hypothalamus","inc.d9","AR","y140.w119.x_female_hypothalamus_inc.d9",7.48487325502851
"186","female","hypothalamus","hatch","AR","y15.x_female_hypothalamus_hatch",7.64212520297927
"187","female","hypothalamus","n5","AR","y6.o54_female_hypothalamus_n5",7.90682085167997
"188","female","hypothalamus","hatch","AR","y7.g58_female_hypothalamus_hatch",7.60616301721649
"189","female","hypothalamus","n5","AR","y94.g133.x_female_hypothalamus_n5.NYNO",7.6148958465443
"190","female","hypothalamus","n9","AR","y97.x_female_hypothalamus_n9",7.7119583752183
"191","female","hypothalamus","control","AVP","L.G118_female_hypothalamus_control.NYNO",8.64690902523301
"192","female","hypothalamus","control","AVP","R.G106_female_hypothalamus_control",9.67639007010047
"193","female","hypothalamus","control","AVP","R.R20_female_hypothalamus_control.NYNO",12.2032279776092
"194","female","hypothalamus","control","AVP","R.R9_female_hypothalamus_control",9.92392363281514
"195","female","hypothalamus","control","AVP","R.W44_female_hypothalamus_control",11.7303488582644
"196","female","hypothalamus","inc.d9","AVP","blk.s061.pu.y_female_hypothalamus_inc.d9",12.0586164315122
"197","female","hypothalamus","bldg","AVP","blk11.x_female_hypothalamus_bldg",11.4971743099775
"198","female","hypothalamus","hatch","AVP","blk21.x_female_hypothalamus_hatch",10.6182496601779
"199","female","hypothalamus","n9","AVP","blk4.x_female_hypothalamus_n9",12.856691747138
"200","female","hypothalamus","control","AVP","blu.o.x.ATLAS_female_hypothalamus_control",8.19978075455248
"201","female","hypothalamus","hatch","AVP","blu103.x_female_hypothalamus_hatch",10.339116896143
"202","female","hypothalamus","hatch","AVP","blu124.w180.x_female_hypothalamus_hatch",11.310811011157
"203","female","hypothalamus","n9","AVP","blu36.w16_female_hypothalamus_n9",10.6251548500775
"204","female","hypothalamus","bldg","AVP","blu38.g135.x_female_hypothalamus_bldg",10.8039249293055
"205","female","hypothalamus","inc.d3","AVP","blu39.o26.x_female_hypothalamus_inc.d3.NYNO",9.66671250961164
"206","female","hypothalamus","inc.d9","AVP","blu47.y96.x_female_hypothalamus_inc.d9",11.2820286610178
"207","female","hypothalamus","n5","AVP","blu55.g51_female_hypothalamus_n5",12.367174051627
"208","female","hypothalamus","lay","AVP","g.blk.s004.pk_female_hypothalamus_lay",7.89840117552605
"209","female","hypothalamus","lay","AVP","g.s078.blk.o_female_hypothalamus_lay",10.2241741128223
"210","female","hypothalamus","bldg","AVP","g141.blu27.x_female_hypothalamus_bldg",9.69479836796888
"211","female","hypothalamus","inc.d17","AVP","g142.r40.x_female_hypothalamus_inc.d17",12.5583174092868
"212","female","hypothalamus","inc.d3","AVP","g6.w197.x_female_hypothalamus_inc.d3",9.76068758914348
"213","female","hypothalamus","inc.d9","AVP","g75.x_female_hypothalamus_inc.d9",11.4362614722049
"214","female","hypothalamus","bldg","AVP","l.s120.y.blk_female_hypothalamus_bldg",10.8053480329036
"215","female","hypothalamus","inc.d3","AVP","o156.w80.x_female_hypothalamus_inc.d3",11.4299970816862
"216","female","hypothalamus","inc.d3","AVP","o165.w122.x_female_hypothalamus_inc.d3",9.4087739231933
"217","female","hypothalamus","hatch","AVP","o172.w115.x_female_hypothalamus_hatch",11.0052554203827
"218","female","hypothalamus","inc.d3","AVP","o173.w179.x_female_hypothalamus_inc.d3",11.1643292410366
"219","female","hypothalamus","inc.d17","AVP","o35.r51.x_female_hypothalamus_inc.d17",11.3817652253518
"220","female","hypothalamus","bldg","AVP","o38.blu29.x_female_hypothalamus_bldg",10.086987160428
"221","female","hypothalamus","inc.d17","AVP","o52.blu53_female_hypothalamus_inc.d17",10.5608876744838
"222","female","hypothalamus","inc.d9","AVP","o73.x_female_hypothalamus_inc.d9",10.047064758645
"223","female","hypothalamus","control","AVP","r.r.x.ATLAS.R2XR_female_hypothalamus_control",10.2419955301175
"224","female","hypothalamus","control","AVP","r.r.x.ATLAS_female_hypothalamus_control",10.23726917973
"225","female","hypothalamus","bldg","AVP","r.s056.g.o_female_hypothalamus_bldg",10.1204400075448
"226","female","hypothalamus","n9","AVP","r.s171.l.w_female_hypothalamus_n9",11.1308484984697
"227","female","hypothalamus","hatch","AVP","r183.o22_female_hypothalamus_hatch",7.00590911816748
"228","female","hypothalamus","inc.d3","AVP","r27.w111.blu125_female_hypothalamus_inc.d3",10.526774252295
"229","female","hypothalamus","inc.d9","AVP","r30.w112.r46_female_hypothalamus_inc.d9",12.3057738587461
"230","female","hypothalamus","inc.d9","AVP","r36.w184.x_female_hypothalamus_inc.d9",10.1658164628782
"231","female","hypothalamus","inc.d17","AVP","r49.w189.x_female_hypothalamus_inc.d17",11.0561271071529
"232","female","hypothalamus","control","AVP","r6.x_female_hypothalamus_control.NYNO",8.83872729467726
"233","female","hypothalamus","inc.d3","AVP","r73.g127.x_female_hypothalamus_inc.d3",11.6458256026701
"234","female","hypothalamus","bldg","AVP","r83.g45_female_hypothalamus_bldg",8.85053461138225
"235","female","hypothalamus","n9","AVP","r95.blu99_female_hypothalamus_n9",11.8795643291773
"236","female","hypothalamus","lay","AVP","s.o.pk_female_hypothalamus_lay",11.0689465449263
"237","female","hypothalamus","control","AVP","s.x.ATLAS_female_hypothalamus_control",13.1535627425689
"238","female","hypothalamus","bldg","AVP","s063.d.blk.l_female_hypothalamus_bldg",11.5796921831885
"239","female","hypothalamus","bldg","AVP","s092.blk.r.o_female_hypothalamus_bldg",7.34435361434037
"240","female","hypothalamus","lay","AVP","s095.g.blk.o_female_hypothalamus_lay",10.6650097310321
"241","female","hypothalamus","lay","AVP","s136.d.w.o_female_hypothalamus_lay",11.1727353255834
"242","female","hypothalamus","lay","AVP","s142.o.pk.pu_female_hypothalamus_lay",11.6752800068398
"243","female","hypothalamus","lay","AVP","s176.blk.pu.r_female_hypothalamus_lay",11.8792527133451
"244","female","hypothalamus","control","AVP","w191.r1_female_hypothalamus_control",7.71805333218635
"245","female","hypothalamus","inc.d9","AVP","x.blu101.w43_female_hypothalamus_inc.d9",11.505676175084
"246","female","hypothalamus","inc.d3","AVP","x.blu102.w105_female_hypothalamus_inc.d3",10.9085957978025
"247","female","hypothalamus","n5","AVP","x.blu109.w121_female_hypothalamus_n5",11.1316624203054
"248","female","hypothalamus","inc.d17","AVP","x.blu116.w107_female_hypothalamus_inc.d17",11.5328622638063
"249","female","hypothalamus","inc.d9","AVP","x.blu122.r66_female_hypothalamus_inc.d9",9.84242480770016
"250","female","hypothalamus","n9","AVP","x.blu43.g132_female_hypothalamus_n9",10.0468286377505
"251","female","hypothalamus","lay","AVP","x.blu6.y80_female_hypothalamus_lay",11.7178901463341
"252","female","hypothalamus","n5","AVP","x.g37_female_hypothalamus_n5",11.3375390693975
"253","female","hypothalamus","n9","AVP","x.g4.w50_female_hypothalamus_n9",10.534013460781
"254","female","hypothalamus","n5","AVP","x.g43_female_hypothalamus_n5",11.4858982104318
"255","female","hypothalamus","n5","AVP","x.g49_female_hypothalamus_n5",9.61316444182697
"256","female","hypothalamus","inc.d9","AVP","x.g9.o166_female_hypothalamus_inc.d9",10.7308053426325
"257","female","hypothalamus","inc.d17","AVP","x.o159.w90_female_hypothalamus_inc.d17",11.8814193358102
"258","female","hypothalamus","n5","AVP","x.o175.g21_female_hypothalamus_n5",11.4539429075736
"259","female","hypothalamus","hatch","AVP","x.o37.blu50_female_hypothalamus_hatch.NYNO",11.2233207353882
"260","female","hypothalamus","n5","AVP","x.o70_female_hypothalamus_n5.NYNO",11.2471893982737
"261","female","hypothalamus","inc.d3","AVP","x.r33.w183_female_hypothalamus_inc.d3",11.4026528457092
"262","female","hypothalamus","bldg","AVP","x.r39.g10_female_hypothalamus_bldg",10.0217216358127
"263","female","hypothalamus","hatch","AVP","x.r44.w95_female_hypothalamus_hatch",10.659377895658
"264","female","hypothalamus","inc.d17","AVP","x.r48.y139_female_hypothalamus_inc.d17",10.5878805479203
"265","female","hypothalamus","n5","AVP","x.r50.w97_female_hypothalamus_n5",11.6168867887342
"266","female","hypothalamus","n9","AVP","x.w178_female_hypothalamus_n9",11.5058211692058
"267","female","hypothalamus","lay","AVP","x.w51_female_hypothalamus_lay",11.7558761297189
"268","female","hypothalamus","n9","AVP","x.w6_female_hypothalamus_n9",11.0847169618491
"269","female","hypothalamus","inc.d9","AVP","x.y109_female_hypothalamus_inc.d9",10.1743803267935
"270","female","hypothalamus","n9","AVP","x.y138.w176_female_hypothalamus_n9",11.9075104224555
"271","female","hypothalamus","hatch","AVP","x.y90_female_hypothalamus_hatch",10.7067451106864
"272","female","hypothalamus","inc.d9","AVP","x.y93.g126_female_hypothalamus_inc.d9",11.1453148990039
"273","female","hypothalamus","n9","AVP","x.y9_female_hypothalamus_n9",10.7662808781337
"274","female","hypothalamus","lay","AVP","y.s156.o.r_female_hypothalamus_lay",11.6568757278452
"275","female","hypothalamus","inc.d17","AVP","y126.w92.x_female_hypothalamus_inc.d17",11.8913695437306
"276","female","hypothalamus","inc.d3","AVP","y13.x_female_hypothalamus_inc.d3",11.6559105584284
"277","female","hypothalamus","inc.d17","AVP","y130.o170.x_female_hypothalamus_inc.d17",11.6107218616374
"278","female","hypothalamus","inc.d17","AVP","y135.blu107.x_female_hypothalamus_inc.d17",11.5858041439659
"279","female","hypothalamus","inc.d17","AVP","y136.x_female_hypothalamus_inc.d17",11.1123039887967
"280","female","hypothalamus","inc.d9","AVP","y140.w119.x_female_hypothalamus_inc.d9",11.6219438023526
"281","female","hypothalamus","hatch","AVP","y15.x_female_hypothalamus_hatch",8.8368302837885
"282","female","hypothalamus","n5","AVP","y6.o54_female_hypothalamus_n5",10.2200787619206
