"gene","lfc","padj","logpadj","direction","tissue"
"SEBOX",2.8955202615754,0.036653661748296,1.43588263227412,"n9","pituitary"
"VTN",2.34075863129445,0.0228126978622196,1.64182335140066,"n9","pituitary"
"RASA4",2.25082770042803,0.0228126978622196,1.64182335140066,"n9","pituitary"
"CITED4",1.9903849131838,0.0223161353226093,1.65138101373934,"n9","pituitary"
"LOC424214",1.4736277289422,0.0386844399979734,1.41246368567598,"n9","pituitary"
"SARM1",1.46239014898994,0.0757013611031916,1.12089631185671,"n9","pituitary"
"GREB1",1.24168762384117,0.0757013611031916,1.12089631185671,"n9","pituitary"
"CARD10",1.21459776435874,0.0549762303970168,1.25982504211896,"n9","pituitary"
"NSMF",0.977684496002979,0.0549762303970168,1.25982504211896,"n9","pituitary"
"TRIM65",0.947522658305904,0.0386844399979734,1.41246368567598,"n9","pituitary"
"AREG",0.783406272707016,0.0757013611031916,1.12089631185671,"n9","pituitary"
"DDX10",0.763671227888484,0.0549762303970168,1.25982504211896,"n9","pituitary"
"INSIG1",0.659561282604378,0.0757013611031916,1.12089631185671,"n9","pituitary"
"LOC421975",0.636726432612668,0.0386844399979734,1.41246368567598,"n9","pituitary"
"SPTY2D1",0.522487398254501,0.0228126978622196,1.64182335140066,"n9","pituitary"
"MTUS1",0.454482065689159,0.0757013611031916,1.12089631185671,"n9","pituitary"
"MTUS1",0.454482065689159,0.0757013611031916,1.12089631185671,"n9","pituitary"
"RACGAP1",-1.48060048361568,0.0757013611031916,1.12089631185671,"n5","pituitary"
"FAP",-1.57075143959537,0.0549762303970168,1.25982504211896,"n5","pituitary"
"ANGPTL4",-1.63648429381284,0.0386844399979734,1.41246368567598,"n5","pituitary"
"RRM2",-1.870106134141,0.0549762303970168,1.25982504211896,"n5","pituitary"
"KPNA2",-1.94609086469873,0.0549762303970168,1.25982504211896,"n5","pituitary"
"LOC101750367",-2.716201640957,0.0338106461494753,1.47094652942736,"n5","pituitary"
