"net$unmergedColors","entrezid","row.names","Name","geneid"
"green","XP_001232955.1",771032,"C8ORF4",771032
"green","XP_015135471.1",417389,"CA10",417389
"green","XP_415893.1",417647,"CA4",417647
"green","XP_015148467.1",395895,"CACNA1D",395895
"green","XP_015148482.1",395895,"CACNA1D",395895
"green","NP_001157122.1",423990,"CALCRL",423990
"green","XP_015134082.1",422341,"CAPN6",422341
"green","XP_015141631.1",418141,"CAPRIN2",418141
"green","XP_015150926.1",422125,"CASKIN2",422125
"green","NP_001072955.1",769254,"CBLN4",769254
"green","XP_004938811.1",101751930,"CCDC169",101751930
"green","XP_004945463.1",769634,"CCDC78",769634
"green","XP_015138802.1",421205,"CCDC85A",421205
"green","XP_003642516.1",419279,"CCM2L",419279
"green","XP_015149150.1",416155,"CCNJL",416155
"green","XP_004935033.1",419856,"CD34",419856
"green","XP_429544.5",418040,"CDC42EP1",418040
"green","NP_001263267.1",415745,"CDCA9",415745
"green","XP_015147985.1",374068,"CDH5",374068
"green","NP_001264950.1",421829,"CGA",421829
"green","XP_419377.1",421312,"CHGB",421312
"green","XP_421045.4",423112,"CHKA",423112
"green","NP_990311.2",395828,"CHRD",395828
"green","NP_990730.1",396364,"CHRM3",396364
"green","XP_004944659.1",416032,"CHST13",416032
"green","XP_004942398.1",423952,"CHST15",423952
"green","XP_015143682.1",396018,"CHST3",396018
"green","XP_004939870.1",421089,"CHST9",421089
"green","NP_989513.1",374002,"CKMT1A",374002
"green","NP_001264696.1",418790,"CLDN10",418790
"green","NP_001269336.1",425507,"CMKLR1",425507
"green","XP_422028.1",424182,"COBLL1",424182
"green","XP_015142770.1",395779,"COCH",395779
"green","XP_001231624.2",374046,"COL11A1",374046
"green","XP_015134209.1",769037,"COL13A1",769037
"green","NP_001292131.1",396503,"COL17A1",396503
"green","XP_015151474.1",417504,"COL26A1",417504
"green","XP_015132474.1",424799,"COL4A4",424799
"green","NP_990865.2",396548,"COL6A3",396548
"green","NP_001006176.1",416670,"CORO7",416670
"green","NP_001159797.1",768420,"COTL1",768420
"green","NP_001186389.1",417690,"CPNE8",417690
"green","NP_001153454.1",416418,"CPPED1",416418
"green","XP_003640711.1",420533,"CROT",420533
"green","XP_003640520.3",418437,"CRYBG3",418437
"green","XP_015138521.1",420279,"CSMD3",420279
"green","XP_004943764.2",425524,"CSPG4",425524
"green","NP_990579.1",396176,"CSRP1",396176
"green","XP_015128623.1",418620,"CTPS2",418620
"green","NP_001026300.1",422410,"CTSO",422410
"green","XP_015143834.1",395180,"CXCL12",395180
"green","XP_015144664.1",428997,"CXCR7",428997
"green","XP_421999.5",424152,"CYBRD1",424152
"green","NP_001001757.1",414841,"CYP2C8",414841
"green","XP_015138205.1",420164,"CYP7B1",420164
"green","XP_015154641.1",770067,"CYYR1",770067
"green","NP_001038157.1",723789,"DACT1",723789
"green","NP_001263283.1",417801,"DBX2",417801
"green","XP_003640800.2",420821,"DCDC2",420821
"green","XP_417264.4",419073,"DCHS1",419073
"green","NP_001073193.1",418965,"DDX10",418965
"green","XP_417416.2",419242,"DEPTOR",419242
"green","NP_001006361.1",420623,"DFNA5",420623
"green","XP_004936068.1",422740,"DLC1",422740
"green","XP_004941673.1",423208,"DLL4",423208
"green","NP_001029987.1",416008,"DNASE1L3",416008
"green","XP_015135038.1",417217,"DNM1",417217
"green","XP_415868.2",417624,"DOC2B",417624
"green","XP_001234832.3",771569,"DRCC1",771569
"green","XP_417173.2",418979,"DYNC2H1",418979
"green","NP_001264703.1",424617,"EFCAB14",424617
"green","XP_420047.2",422041,"EFHC1",422041
"green","NP_001292610.1",417137,"EGFL7",417137
"green","NP_001026211.1",421306,"EHD3",421306
"green","XP_015135079.1",418971,"ELMOD1",418971
"green","XP_004947714.1",771632,"ELN",771632
"green","XP_015141113.1",772178,"EMCN",772178
"green","NP_989631.1",374180,"ENAH",374180
"green","XP_004939476.1",428443,"EOMES",428443
"green","NP_989691.1",378782,"EPHA1",378782
"green","XP_015131631.1",395997,"EPHA5",395997
"green","XP_422345.4",424505,"EPHX4",424505
"green","XP_417851.5",419707,"ESAM",419707
"green","NP_990125.1",395575,"ESR2",395575
"green","XP_015153454.1",396235,"ETS1",396235
"green","XP_004938880.1",101748418,"EXPH5",101748418
"green","NP_001153900.1",423122,"FADS2",423122
"green","XP_015135387.1",417450,"FAM104A",417450
"green","XP_425472.2",427898,"FAM109B",427898
"green","XP_001234111.1",770783,"FAM167B",770783
"green","NP_001264726.1",421296,"FAM179A",421296
"green","XP_015131302.1",768638,"FAM19A5",768638
"green","XP_015130991.1",768548,"FAM222A",768548
"green","XP_015140388.1",428645,"FAM83B",428645
"green","XP_420680.2",395168,"FAT1",395168
"green","XP_004934540.1",417024,"FBXW8",417024
"green","XP_015146991.1",424904,"FCGBP",424904
"green","XP_015151740.1",419135,"FER1L4",419135
"green","NP_990840.2",396515,"FGFR3",396515
"green","XP_015141364.1",396515,"FGFR3",396515
"green","XP_004938569.1",418726,"FHL2",418726
"green","NP_001264652.1",421803,"FHL5",421803
"green","NP_001012792.1",415672,"FHOD1",415672
"green","NP_989583.1",374100,"FLT1",374100
"green","NP_001280022.1",395742,"FLT4",395742
"green","NP_001239253.1",424984,"FNDC3B",424984
"green","XP_004941979.2",101752179,"FOXA1",101752179
"green","XP_425185.1",427613,"FOXI1",427613
"green","NP_001019998.1",416092,"FOXP1",416092
"green","XP_420211.3",422221,"FYTTD1L",422221
"green","XP_004940877.1",428717,"GAB3",428717
"green","XP_420725.2",422771,"GABRG1",422771
"green","XP_001233421.2",770097,"GABRG3",770097
"green","XP_421304.4",423394,"GALC",423394
"green","XP_001231953.2",769120,"GCNT7",769120
"green","NP_990433.1",395994,"GFRA1",395994
"green","XP_015147794.1",415625,"GINS3",415625
"green","NP_001012873.2",420580,"GLCCI1",420580
"green","XP_015136886.1",420580,"GLCCI1",420580
"green","XP_015143519.1",423612,"GLUD1",423612
"green","XP_015147819.1",415634,"GPR114",415634
"green","XP_004938835.1",428079,"GPR12",428079
"green","XP_015135071.1",772385,"GPR21",772385
"green","XP_015147815.1",415633,"GPR56",415633
"green","XP_015128235.1",418611,"GPR64",418611
"green","XP_426254.2",428696,"GPR83-L",428696
"green","XP_415415.3",417132,"GPSM1",417132
"green","XP_015131565.1",428651,"GRHL1",428651
"green","XP_015150950.1",431090,"GRIN2C",431090
"green","XP_015133216.1",418660,"GYG2",418660
"green","NP_990180.1",395654,"HBEGF",395654
"green","XP_015144578.1",374207,"HDAC4",374207
"green","XP_015145449.1",424257,"HEG1",424257
"green","XP_015152981.1",107054979,"HHLA2",107054979
"green","XP_004939709.1",420856,"HIVEP1",420856
"green","XP_004940351.1",428621,"HS3ST5",428621
"green","NP_989921.1",395282,"ID1",395282
"green","NP_990333.1",395852,"ID2",395852
"green","NP_989920.1",395281,"ID3",395281
"green","NP_989613.1",374150,"ID4",374150
"green","XP_015154315.1",771410,"IGFN1",771410
"green","XP_416568.3",418346,"IGSF11",418346
"green","NP_989902.1",395258,"IL15",395258
"green","XP_015147064.1",424908,"IL1RAP",424908
"green","XP_015150082.1",768437,"IL20RB",768437
"green","XP_004941582.1",423138,"INCENPL",423138
"green","XP_004936457.1",423492,"INF2",423492
"green","XP_015136806.1",396361,"INHBA",396361
"green","XP_015155629.1",107055367,"ISYNA1",107055367
"green","XP_015146927.1",418212,"ITPR2",418212
"green","XP_015154473.1",419910,"ITPR3",419910
"green","XP_004949112.1",395475,"KANK1",395475
"green","XP_015145212.1",424184,"KCNH7",424184
"green","XP_004938046.1",395973,"KCNJ8",395973
"green","XP_419478.2",421424,"KCNK5",421424
"green","XP_015140250.1",421866,"KCNQ5",421866
"green","XP_015132653.1",107051871,"KCTD12",107051871
"green","XP_015149548.1",427644,"KCTD16",427644
"green","XP_004947895.2",419665,"KIAA1522",419665
"green","XP_004934871.1",421178,"KIF21B",421178
"green","NP_001006417.1",421934,"KLF11",421934
"green","XP_004942700.2",429011,"KLF7",429011
"green","NP_001012875.1",420612,"KLHL7",420612
"green","XP_001232283.3",769085,"LACTBL1",769085
"green","XP_015152145.1",428148,"LAMA5",428148
"green","XP_015152147.1",428148,"LAMA5",428148
"green","XP_015154529.1",428268,"LAMB3",428268
"green","NP_001026416.2",424006,"LANCL1",424006
"green","NP_001104816.1",424294,"LCT",424294
"green","XP_015141181.1",422809,"LGI2",422809
"green","XP_015155805.1",107055406,"LMBR1L",107055406
"green","XP_015142241.1",374129,"LMO2",374129
"green","XP_015142243.1",374129,"LMO2",374129
"green","XP_015141128.1",100857280,"LOC100857280",100857280
"green","XP_015143955.1",100858460,"LOC100858460",100858460
"green","XP_015145520.1",100859020,"LOC100859020",100859020
"green","XP_004944621.1",100859425,"LOC100859425",100859425
"green","XP_003640687.2",100859524,"LOC100859524",100859524
"green","XP_003640905.2",100859545,"LOC100859545",100859545
"green","XP_015147759.1",100859846,"LOC100859846",100859846
"green","XP_015130542.1",101747278,"LOC101747278",101747278
"green","XP_015148807.1",101748153,"LOC101748153",101748153
"green","XP_004934593.1",101748326,"LOC101748326",101748326
"green","XP_015143416.1",101748344,"LOC101748344",101748344
"green","XP_004946745.2",101749175,"LOC101749175",101749175
"green","XP_015154181.1",101749375,"LOC101749375",101749375
"green","XP_004942810.1",101749600,"LOC101749600",101749600
"green","XP_015140656.1",101750448,"LOC101750448",101750448
"green","XP_004934559.2",101751203,"LOC101751203",101751203
"green","XP_015139023.1",107052863,"LOC107052863",107052863
"green","XP_015142234.1",107053416,"LOC107053416",107053416
"green","XP_015144232.1",107053690,"LOC107053690",107053690
"green","XP_015153258.1",107055022,"LOC107055022",107055022
"green","XP_015153964.1",107055115,"LOC107055115",107055115
"green","XP_015153966.1",107055116,"LOC107055116",107055116
"green","XP_015154984.1",107055293,"LOC107055293",107055293
"green","XP_015156293.1",107055647,"LOC107055647",107055647
"green","XP_421052.4",423120,"LOC107056260",423120
"green","XP_015156917.1",107056399,"LOC107056399",107056399
"green","XP_015157100.1",107056589,"LOC107056589",107056589
"green","XP_015157111.1",107056595,"LOC107056595",107056595
"green","XP_015157861.1",107057340,"LOC107057340",107057340
"green","XP_004945700.1",416916,"LOC416916",416916
"green","XP_415252.3",416959,"LOC416959",416959
"green","XP_015141727.1",418170,"LOC418170",418170
"green","XP_416420.4",418189,"LOC418189",418189
"green","NP_001026013.1",419112,"LOC419112",419112
"green","XP_418822.3",420721,"LOC420721",420721
"green","XP_003641026.2",421419,"LOC421419",421419
"green","NP_001006419.1",421975,"LOC421975",421975
"green","XP_015134068.1",422316,"LOC422316",422316
"green","XP_421491.1",423605,"LOC423605",423605
"green","XP_015144010.1",423752,"LOC423752",423752
"green","XP_425809.3",428250,"LOC428250",428250
"green","XP_003642370.3",769421,"LOC769421",769421
"green","XP_001234392.3",771089,"LOC771089",771089
"green","XP_015152667.1",771735,"LOC771735",771735
"green","XP_001235219.3",772017,"LOC772017",772017
"green","XP_015131579.1",421945,"LPIN1",421945
"green","XP_004938753.1",418855,"LRCH1",418855
"green","XP_004942822.1",424168,"LRP2",424168
"green","XP_015143162.1",428888,"LTBP2",428888
"green","XP_004936224.2",422846,"LYAR",422846
"green","XP_015131236.1",417729,"MAGI2",417729
"green","XP_003643063.1",427247,"MAMDC2",427247
"green","XP_015141089.1",422712,"MANBA",422712
"green","XP_004938115.1",419047,"MANSC4",419047
"green","NP_001025970.1",418563,"MAOA",418563
"green","XP_015155953.1",418563,"MAOA",418563
"green","XP_001234443.1",771145,"MAPK13",771145
"green","XP_003641945.1",415704,"MBTPS1",415704
"green","XP_015143432.1",423563,"MDGA2",423563
"green","XP_015147236.1",424997,"MECOM",424997
"green","XP_015136050.1",769007,"MEF2C",769007
"green","XP_004947431.2",419385,"MEGF6",419385
"green","XP_015150747.1",417332,"METRNL",417332
"green","XP_015141918.1",423031,"MICAL2",423031
"green","XP_004946242.2",417417,"MILR1",417417
"green","NP_989597.1",374124,"MIP",374124
"green","XP_015151134.1",101751014,"MLXIPL",101751014
"green","XP_421496.3",423611,"MMRN2",423611
"green","NP_001007918.1",422197,"MPP1",422197
"green","XP_001233047.2",769757,"MPP4",769757
"green","XP_004945279.2",416534,"MSLN",416534
"green","NP_990606.1",396212,"MT4",396212
"green","XP_420684.4",422729,"MTUS1",422729
"green","XP_419680.1",421641,"MYCT1",421641
"green","XP_015145920.1",424391,"MYOC",424391
"green","NP_001012855.1",419464,"NECAP2",419464
"green","XP_418946.4",395736,"NEDD9",395736
"green","XP_415310.4",417020,"NEFH",417020
"green","XP_015131520.1",418881,"NEK5",418881
"green","XP_015140901.1",396033,"NFKB1",396033
"green","XP_419490.3",421438,"NFKBIE",421438
"green","NP_001186477.1",395591,"NKX6-2",395591
"green","XP_004937093.1",424820,"NMNAT3",424820
"green","XP_015136640.1",100858754,"NOS3",100858754
"green","NP_001238962.1",374031,"NOTCH2",374031
"green","XP_015143131.1",423315,"NPAS3",423315
"green","NP_001026374.1",423353,"NPC2",423353
"green","XP_015134818.1",395960,"NR5A1",395960
"green","XP_015134819.1",395960,"NR5A1",395960
"green","NP_001026297.1",422380,"NRK",422380
"green","XP_015142928.1",423385,"NRXN3",423385
"green","XP_004945844.1",417260,"NSMF",417260
"green","XP_004939305.1",428419,"NSUN6",428419
"green","XP_015139402.1",417914,"NTN4",417914
"green","NP_001026155.1",420614,"NUPL2",420614
"green","XP_004938523.1",428009,"OCA2",428009
"green","XP_015137473.1",420532,"OLAH",420532
"green","XP_015152108.1",419251,"OPRL1",419251
"green","XP_003641008.2",421644,"OPRM1",421644
"green","NP_990241.1",395735,"OTC",395735
"green","XP_004945360.1",416624,"OTOA",416624
"green","XP_415018.3",416720,"OVOL2",416720
"green","NP_990079.1",395507,"P2RX5",395507
"green","XP_004947089.1",100859257,"P2RY11",100859257
"green","XP_015142698.1",423158,"PAMR1",423158
"green","XP_004940992.1",422438,"PCDH18",422438
"green","XP_015140894.1",395204,"PCM1",395204
"green","XP_004940271.1",395136,"PCSK2",395136
"green","NP_001264740.1",418978,"PDGFD",418978
"green","XP_426503.4",428948,"PDLIM1",428948
"green","XP_414432.2",416099,"PDZRN3",416099
"green","XP_004946259.1",771243,"PECAM1",771243
"green","XP_001234988.1",776013,"PELI2",776013
"green","XP_004943510.1",429155,"PEX5L",429155
"green","XP_015146335.1",418247,"PFKFB3",418247
"green","XP_015139871.1",421541,"PGBD5",421541
"green","XP_015139688.1",421667,"PHACTR2",421667
"green","XP_015135302.1",772213,"PHF19",772213
"green","NP_001092322.1",416804,"PIWIL1",416804
"green","XP_015146243.1",107053969,"PKDREJ",107053969
"green","NP_990705.1",396333,"PKIA",396333
"green","NP_996866.1",404304,"PLA2R1",404304
"green","XP_015141761.1",423014,"PLCB2",423014
"green","XP_015144344.1",425224,"PLCE1",425224
"green","NP_001264366.1",423278,"PLEK2",423278
"green","XP_015142127.1",423069,"PLEKHA7",423069
"green","XP_015152456.1",426013,"PLEKHG5",426013
"green","XP_015144998.1",395755,"PODXL",395755
"green","XP_015145045.1",395755,"PODXL",395755
"green","XP_418861.2",420763,"POU6F2",420763
"green","NP_001025824.1",416775,"PPIL2",416775
"green","XP_419794.2",421764,"PPIL6",421764
"green","NP_001026022.1",419170,"PPP1R16B",419170
"green","XP_015137914.1",417793,"PRICKLE1",417793
"green","XP_015144179.1",428985,"PRLHR",428985
"green","XP_015132295.1",395085,"PROC",395085
"green","NP_001278581.1",422825,"PROM1",422825
"green","XP_015141239.1",422825,"PROM1",422825
"green","NP_990142.1",395602,"PSAP",395602
"green","XP_425565.4",427995,"PTCHD1",427995
"green","XP_425978.4",428417,"PTCHD3",428417
"green","XP_015138425.1",417853,"PTPRB",417853
"green","XP_420710.1",422756,"RASL11B",422756
"green","XP_004945389.1",416645,"RBFOX1",416645
"green","XP_015150074.1",416645,"RBFOX1",416645
"green","XP_015143302.1",428911,"RCOR1",428911
"green","XP_004936294.2",771776,"REEP1",771776
"green","XP_015155462.1",107055351,"REEP6",107055351
"green","XP_416411.1",418180,"RERGL",418180
"green","XP_015133284.1",418713,"RFX8",418713
"green","NP_001186381.1",395618,"RGS6",395618
"green","XP_015142986.1",423513,"RHOJ",423513
"green","XP_004941935.1",423417,"RIN3",423417
"green","XP_015143237.1",423417,"RIN3",423417
"green","XP_015153568.1",107055040,"ROBO4",107055040
"green","XP_015132845.1",693251,"RP11-195F19.29",693251
"green","XP_004943516.1",770907,"RP11-385J1.3",770907
"green","NP_001264535.1",415790,"RRAD",415790
"green","XP_015143594.1",423660,"RTKN2",423660
"green","XP_415292.4",417001,"RTN4R",417001
"green","XP_015151532.1",427828,"RTN4RL1",427828
"green","XP_420385.2",422415,"RXFP1",422415
"green","XP_015145735.1",396231,"RXRG",396231
"green","XP_003642685.1",100859094,"S100A16",100859094
"green","NP_001006256.2",418470,"SAMSN1",418470
"green","NP_989584.1",374101,"SCX",374101
"green","NP_001001462.1",374102,"SDC2",374102
"green","XP_015145933.1",424402,"SELE",424402
"green","NP_001108489.1",417745,"SELO",417745
"green","NP_990308.2",395825,"SEMA3A",395825
"green","XP_015156278.1",374090,"SEMA3C",374090
"green","XP_015149386.1",416251,"SGCD",416251
"green","NP_989807.1",395133,"SGK1",395133
"green","XP_004945872.2",417225,"SH2D3C",417225
"green","XP_420452.1",422487,"SH2D4A",422487
"green","XP_015141266.1",422883,"SH3BP2",422883
"green","NP_989860.1",395202,"SH3GL1",395202
"green","XP_015155401.1",395202,"SH3GL1",395202
"green","XP_015139401.1",101748950,"SHANK3",101748950
"green","XP_015154001.1",100857728,"SHE",100857728
"green","NP_990152.1",395615,"SHH",395615
"green","NP_989832.1",395162,"SHISA2",395162
"green","XP_015149791.1",416419,"SHISA9",416419
"green","XP_004944828.1",416185,"SIL1",416185
"green","XP_004937125.1",424784,"SLC16A14",424784
"green","XP_015152175.1",427957,"SLC19A2",427957
"green","XP_422610.3",424792,"SLC19A3",424792
"green","XP_004940361.1",421757,"SLC22A16",421757
"green","XP_421366.1",423456,"SLC25A29",423456
"green","XP_417040.3",418845,"SLC25A30",418845
"green","XP_421367.3",423457,"SLC25A47",423457
"green","XP_004944890.1",427611,"SLC26A2",427611
"green","XP_015128752.1",426354,"SLC27A2",426354
"green","XP_416173.3",417932,"SLC5A8",417932
"green","XP_003640835.1",100858092,"SLC6A18",100858092
"green","NP_990047.1",395458,"SLC6A2",395458
"green","XP_418798.3",420699,"SLC6A20",420699
"green","NP_001025771.2",416041,"SLC6A6",416041
"green","XP_422796.3",424989,"SLC7A14",424989
"green","NP_989892.1",395247,"SMAD2",395247
"green","XP_419196.1",432368,"SNAI2",432368
"green","NP_001034415.1",428534,"SOX17",428534
"green","NP_989640.1",374200,"SOX18",374200
"green","XP_419414.1",421354,"SPATA17",421354
"green","XP_004946747.2",771958,"SPATA22",771958
"green","NP_001186523.1",423083,"SPTY2D1",423083
"green","NP_001073680.1",425346,"SSPO",425346
"green","XP_004941447.1",423055,"ST5",423055
"green","NP_001264423.1",407778,"ST6GALNAC5",407778
"green","XP_015134006.1",418908,"STARD13",418908
"green","XP_421162.4",423238,"STARD9",423238
"green","XP_421302.2",423390,"STON2",423390
"green","XP_015138388.1",426312,"SULF1",426312
"green","XP_015131167.1",771328,"TBX1",771328
"green","NP_001257807.1",374202,"TBX3",374202
"green","XP_015155258.1",100857635,"TBXA2R",100857635
"green","XP_420377.3",422409,"TDO2",422409
"green","NP_001026178.1",420972,"TERT",420972
"green","XP_004940194.1",101752029,"THBD",101752029
"green","XP_015146806.1",424562,"TIE1",424562
"green","XP_428202.3",430648,"TINAGL1",430648
"green","XP_425399.3",427825,"TLCD2",427825
"green","NP_001075178.3",771173,"TLR1B",771173
"green","XP_416147.2",417905,"TMCC3",417905
"green","NP_001012576.1",420586,"TMEM106B",420586
"green","XP_015130769.1",416847,"TMEM120B",416847
"green","NP_001304665.1",419753,"TMEM136-1",419753
"green","XP_015152637.1",419443,"TMEM201",419443
"green","XP_415054.1",416759,"TMEM204",416759
"green","XP_414977.3",416681,"TMEM209",416681
"green","XP_015133392.1",418738,"TMEM255B",418738
"green","NP_001008469.1",423047,"TMEM41B",423047
"green","XP_015152670.1",771913,"TMEM51",771913
"green","XP_015150098.1",427681,"TMEM8A",427681
"green","XP_015136619.1",769596,"TMIE",769596
"green","XP_015142512.1",418143,"TMTC1",418143
"green","XP_423315.4",425564,"TNFRSF25",425564
"green","XP_015152489.1",419365,"TNFRSF9",419365
"green","XP_015145730.1",396213,"TNR",396213
"green","XP_004946213.1",417391,"TOM1L1",417391
"green","XP_015146847.1",374269,"TP63",374269
"green","XP_004938897.2",418989,"TRPC6",418989
"green","XP_015132560.1",424835,"TRPM2",424835
"green","XP_015154169.1",395321,"TULP1",395321
"green","XP_015130206.1",107051021,"TXNIP",107051021
"green","XP_015149364.1",426419,"UNC5A",426419
"green","XP_004944389.1",415859,"URAH",415859
"green","XP_015148842.1",416035,"UROC1",416035
"green","XP_015150164.1",101749629,"VASN",101749629
"green","NP_990373.1",395909,"VEGFA",395909
"green","XP_004939662.1",776358,"VOPP1",776358
"green","XP_419036.3",420951,"VSTM2A",420951
"green","XP_004938532.1",418688,"VWA3B",418688
"green","XP_015142823.1",427918,"WEE2",427918
"green","XP_004939443.1",420634,"WIPF3",420634
"green","XP_417370.5",419192,"WISP2",419192
"green","XP_015131019.1",416887,"WSCD2",416887
"green","NP_001029996.1",428363,"XKR9",428363
"green","XP_001233004.3",769715,"XRRA1",769715
"green","XP_015150019.1",414781,"XYLT1",414781
"green","XP_015134095.1",771155,"ZAR1L",771155
"green","XP_015152092.1",419259,"ZBTB46",419259
"green","XP_426450.2",428895,"ZDHHC22",428895
"green","XP_414197.5",415835,"ZFPM1",415835
"green","NP_989720.3",378906,"ZP3",378906
"green","XP_015143705.1",423739,"ZSWIM8",423739
