"gene","padj","logpadj","lfc","tissue","direction"
"ODF1",2.46512423005113e-105,104.608161189544,20.5579764012452,"gonads","prolong"
"C8H1ORF111",3.62701593414131e-107,106.440450536481,20.2403997519076,"gonads","prolong"
"NOX5",3.83853759266416e-98,97.4158342017794,17.7445651109399,"gonads","prolong"
"LOC422928",3.66525463177406e-90,89.4358958487628,17.2231733227093,"gonads","prolong"
"C20H20ORF195",5.44252417777405e-77,76.2641996329804,17.0427731367464,"gonads","prolong"
"PDC",5.9636740597601e-86,85.2244861006174,16.7086624706255,"gonads","prolong"
"CCDC63",3.03190811165787e-84,83.5182839650468,15.1946853873362,"gonads","prolong"
"DLEU7",1.148975159326e-68,67.9396893605931,14.7602031088461,"gonads","prolong"
"LOC101752063",1.75852510780027e-68,67.7548514265502,14.6111013570682,"gonads","prolong"
"C3H2ORF70",3.20517560590826e-50,49.494148171266,13.821273084272,"gonads","prolong"
"C12ORF50",1.03424748349589e-68,67.9853755271452,13.176079110011,"gonads","prolong"
"LOC769866",2.25195013403168e-55,54.6474412304968,12.9759503303898,"gonads","prolong"
"LOC425470",1.45159558393868e-50,49.8381543616853,12.6334498593256,"gonads","prolong"
"LOC101748683",1.7814118672603e-27,26.7492356588641,9.8779040614865,"gonads","prolong"
"ZNRF4",9.81590157916427e-30,29.008069804788,9.85380822463453,"gonads","prolong"
"LOC100859381",8.79887252523884e-26,25.0555729741496,9.84083625845301,"gonads","prolong"
"C7ORF72",1.15232252599301e-27,26.9384259482958,9.72569001060683,"gonads","prolong"
"LOC100858845",5.89828811454011e-27,26.2292740172202,9.60474381600729,"gonads","prolong"
"LOC107056226",9.26292297917001e-27,26.0332519470747,9.51522371061675,"gonads","prolong"
"LOC101747255",4.87928502605922e-27,26.311643811601,9.42867475648449,"gonads","prolong"
"DNAJB8",3.59835659886811e-26,25.4438958000659,9.25883959898798,"gonads","prolong"
"CAPZA3",2.26203514583277e-26,25.645500651611,8.93707252232416,"gonads","prolong"
"C17ORF64",3.12886324840016e-24,23.5046134179222,8.66788261042036,"gonads","prolong"
"C1ORF158",2.10729455524755e-22,21.6762747549578,8.6614591476009,"gonads","prolong"
"LOC101747625",2.44207069443992e-21,20.6122417680075,8.31574864660273,"gonads","prolong"
"C5H14ORF166B",3.39006562698763e-22,21.4697918943743,8.25257089103796,"gonads","prolong"
"LOC101750451",6.28093996331566e-22,21.201975357802,8.20894416460922,"gonads","prolong"
"KLHL10",9.74167417338364e-35,34.011366400228,8.01157241978857,"gonads","prolong"
"FAM71BL",1.68025485791735e-26,25.7746248403023,7.99607180973428,"gonads","prolong"
"HK3",3.95010174560174e-41,40.4033917177952,7.96902883996868,"gonads","prolong"
"PLCZ1",7.64227860674512e-25,24.1167771337287,7.82119463432498,"gonads","prolong"
"TPPP2",1.87159581947434e-37,36.7277879335489,7.69864108839971,"gonads","prolong"
"C5H11ORF91",6.22843179456262e-22,21.2056212870006,7.62929375355619,"gonads","prolong"
"SPO11",3.64419161581258e-22,21.4383987953922,7.50781272203519,"gonads","prolong"
"NME8",1.24419205046933e-20,19.9051125778272,7.48188140335826,"gonads","prolong"
"FAM229A",7.25581991866646e-17,16.1393135045174,7.38172166170318,"gonads","prolong"
"FBXO39",4.36412677351798e-27,26.3601026420801,7.29222986871172,"gonads","prolong"
"TSSK3",1.86442629481856e-21,20.7294547806514,7.25983089155121,"gonads","prolong"
"IQCG",5.11898921462029e-09,8.29081578547922,7.16545291458919,"gonads","prolong"
"SLC28A3",5.49993532792438e-29,28.2596424172132,7.13964420380799,"gonads","prolong"
