"","sex","tissue","treatment","gene","samples","counts"
"2639","female","pituitary","n9","FAM19A1","y97.x_female_pituitary_n9",9.08373806964456
"2640","female","pituitary","m.hatch","FAM19A1","y98.g54_female_pituitary_m.hatch",8.4607072219759
"2641","female","pituitary","control","FAM83G","L.G118_female_pituitary_control.NYNO",5.94162311870991
"2642","female","pituitary","control","FAM83G","R.G106_female_pituitary_control",6.04619193467693
"2643","female","pituitary","control","FAM83G","R.R20_female_pituitary_control",6.06377408828693
"2644","female","pituitary","control","FAM83G","R.R9_female_pituitary_control.NYNO",5.09617484266786
"2645","female","pituitary","control","FAM83G","R.W44_female_pituitary_control.NYNO",5.91967401772525
"2646","female","pituitary","prolong","FAM83G","blk.s031.pu.d_female_pituitary_prolong",6.16124416074811
"2647","female","pituitary","m.hatch","FAM83G","blk.s032.g.w_female_pituitary_m.hatch",6.43600505612628
"2648","female","pituitary","m.inc.d3","FAM83G","blk.s049.y.g_female_pituitary_m.inc.d3",5.83079945155239
"2649","female","pituitary","m.inc.d3","FAM83G","blk.s060.pu.w_female_pituitary_m.inc.d3.NYNO",6.01012500085931
"2650","female","pituitary","inc.d9","FAM83G","blk.s061.pu.y_female_pituitary_inc.d9",5.86117964929733
"2651","female","pituitary","m.inc.d8","FAM83G","blk.y.l.s109_female_pituitary_m.inc.d8",6.24250564551647
"2652","female","pituitary","m.n2","FAM83G","blk0.x_female_pituitary_m.n2",5.99708656659904
"2653","female","pituitary","bldg","FAM83G","blk11.x_female_pituitary_bldg",5.97172248859026
"2654","female","pituitary","extend","FAM83G","blk19.x_female_pituitary_extend",7.10437925125479
"2655","female","pituitary","hatch","FAM83G","blk21.x_female_pituitary_hatch",6.09768400276908
"2656","female","pituitary","n9","FAM83G","blk4.x_female_pituitary_n9",6.43604187672112
"2657","female","pituitary","control","FAM83G","blu.o.x.ATLAS_female_pituitary_control",5.58002838557218
"2658","female","pituitary","hatch","FAM83G","blu103.x_female_pituitary_hatch.NYNO",6.13716745613537
"2659","female","pituitary","inc.prolong","FAM83G","blu115.y150.x_female_pituitary_inc.prolong",5.95937338977662
"2660","female","pituitary","m.inc.d8","FAM83G","blu119.w84.x_female_pituitary_m.inc.d8",5.62260091266999
"2661","female","pituitary","hatch","FAM83G","blu124.w180.x_female_pituitary_hatch",6.57869676073302
"2662","female","pituitary","n9","FAM83G","blu36.w16_female_pituitary_n9",5.81260815615607
"2663","female","pituitary","bldg","FAM83G","blu38.g135.x_female_pituitary_bldg",5.92594253534846
"2664","female","pituitary","inc.d3","FAM83G","blu39.o26.x_female_pituitary_inc.d3.NYNO",6.11680622907245
"2665","female","pituitary","extend","FAM83G","blu44.y102_female_pituitary_extend",6.31883104209868
"2666","female","pituitary","inc.d9","FAM83G","blu47.y96.x_female_pituitary_inc.d9",5.93840714157546
"2667","female","pituitary","n5","FAM83G","blu55.g51_female_pituitary_n5",6.09433540333255
"2668","female","pituitary","m.inc.d3","FAM83G","blu56.o53_female_pituitary_m.inc.d3",6.33348983844231
"2669","female","pituitary","m.inc.d9","FAM83G","blu63.g62_female_pituitary_m.inc.d9",5.94804089662743
"2670","female","pituitary","m.inc.d8","FAM83G","blu80.r97_female_pituitary_m.inc.d8",5.73156546267335
"2671","female","pituitary","m.inc.d9","FAM83G","d.r.blk.s159_female_pituitary_m.inc.d9",5.88046664440275
"2672","female","pituitary","m.inc.d17","FAM83G","d.s112.blk.w_female_pituitary_m.inc.d17",6.02672007085404
"2673","female","pituitary","m.inc.d3","FAM83G","d.s177.blk.r_female_pituitary_m.inc.d3",5.88934684321549
"2674","female","pituitary","lay","FAM83G","g.blk.s004.pk_female_pituitary_lay",5.80068210449914
"2675","female","pituitary","m.hatch","FAM83G","g.s076.pk.r_female_pituitary_m.hatch",5.9495207653533
"2676","female","pituitary","lay","FAM83G","g.s078.blk.o_female_pituitary_lay",5.81865286302679
"2677","female","pituitary","m.inc.d17","FAM83G","g.y.blk.s006_female_pituitary_m.inc.d17",6.11654512966967
"2678","female","pituitary","bldg","FAM83G","g141.blu27.x_female_pituitary_bldg",5.69147410842887
"2679","female","pituitary","inc.d17","FAM83G","g142.r40.x_female_pituitary_inc.d17",7.02841194080846
"2680","female","pituitary","m.inc.d3","FAM83G","g144.r54.x_female_pituitary_m.inc.d3",6.29097232078592
"2681","female","pituitary","extend","FAM83G","g17.w108.x_female_pituitary_extend",6.24825841240292
"2682","female","pituitary","extend","FAM83G","g22.blu118_female_pituitary_extend",6.95990210712923
"2683","female","pituitary","inc.d3","FAM83G","g6.w197.x_female_pituitary_inc.d3",6.12465575428171
"2684","female","pituitary","m.inc.d17","FAM83G","g63.blu65_female_pituitary_m.inc.d17",6.25469939762728
"2685","female","pituitary","m.inc.d9","FAM83G","g73.x_female_pituitary_m.inc.d9",6.11854160396461
"2686","female","pituitary","inc.d9","FAM83G","g75.x_female_pituitary_inc.d9",5.71200699015175
"2687","female","pituitary","m.hatch","FAM83G","l.s.w.d_female_pituitary_m.hatch",6.20952832657931
"2688","female","pituitary","prolong","FAM83G","l.s052.pk.r_female_pituitary_prolong",6.82165447464479
"2689","female","pituitary","bldg","FAM83G","l.s120.y.blk_female_pituitary_bldg",6.00822583558011
"2690","female","pituitary","prolong","FAM83G","l.s166.o.w_female_pituitary_prolong",6.33347299399238
"2691","female","pituitary","m.inc.d17","FAM83G","o.s084.w.blk_female_pituitary_m.inc.d17",6.30590905959787
"2692","female","pituitary","inc.d3","FAM83G","o156.w80.x_female_pituitary_inc.d3",5.71029328752613
"2693","female","pituitary","inc.d3","FAM83G","o165.w122.x_female_pituitary_inc.d3.NYNO",5.45592338946487
"2694","female","pituitary","m.inc.d17","FAM83G","o169.r28.x_female_pituitary_m.inc.d17",6.34262162592867
"2695","female","pituitary","hatch","FAM83G","o172.w115.x_female_pituitary_hatch.NYNO",6.34708849120367
"2696","female","pituitary","inc.d3","FAM83G","o173.w179.x_female_pituitary_inc.d3",5.96986673823928
"2697","female","pituitary","inc.d17","FAM83G","o35.r51.x_female_pituitary_inc.d17",5.89574551830192
"2698","female","pituitary","m.inc.d9","FAM83G","o36.r62.x_female_pituitary_m.inc.d9",5.85129644810878
"2699","female","pituitary","bldg","FAM83G","o38.blu29.x_female_pituitary_bldg",5.93008710389878
"2700","female","pituitary","m.inc.d9","FAM83G","o45.g128.x_female_pituitary_m.inc.d9",6.13593708572788
"2701","female","pituitary","inc.d17","FAM83G","o52.blu53_female_pituitary_inc.d17",6.54639263448468
"2702","female","pituitary","inc.d9","FAM83G","o73.x_female_pituitary_inc.d9",5.09617484266786
"2703","female","pituitary","m.inc.d8","FAM83G","p.g.blk.s040_female_pituitary_m.inc.d8",6.30224801132882
"2704","female","pituitary","m.inc.d17","FAM83G","pk.s011.o.y_female_pituitary_m.inc.d17",6.43445400961596
"2705","female","pituitary","m.hatch","FAM83G","pk.s054.d.g_female_pituitary_m.hatch",6.14659402719748
"2706","female","pituitary","m.inc.d8","FAM83G","pk.s055.d.l_female_pituitary_m.inc.d8",5.84794092334715
"2707","female","pituitary","control","FAM83G","r.r.x.ATLAS.R2XR_female_pituitary_control",5.61107262841044
"2708","female","pituitary","control","FAM83G","r.r.x.ATLAS_female_pituitary_control",5.83037840148362
"2709","female","pituitary","m.inc.d3","FAM83G","r.s035.y.blk_female_pituitary_m.inc.d3",5.54238114532425
"2710","female","pituitary","bldg","FAM83G","r.s056.g.o_female_pituitary_bldg",5.83612135513339
"2711","female","pituitary","extend","FAM83G","r.s131.o.d_female_pituitary_extend",6.02553199732686
"2712","female","pituitary","n9","FAM83G","r.s171.l.w_female_pituitary_n9",6.69564352305254
"2713","female","pituitary","hatch","FAM83G","r183.o22_female_pituitary_hatch",6.50017454579492
"2714","female","pituitary","prolong","FAM83G","r194.x_female_pituitary_prolong",7.03927034819836
"2715","female","pituitary","inc.d3","FAM83G","r27.w111.blu125_female_pituitary_inc.d3",5.09617484266786
"2716","female","pituitary","inc.d9","FAM83G","r30.w112.r46_female_pituitary_inc.d9",5.84977168014936
"2717","female","pituitary","inc.d9","FAM83G","r36.w184.x_female_pituitary_inc.d9",5.79512963375069
"2718","female","pituitary","inc.d17","FAM83G","r49.w189.x_female_pituitary_inc.d17",6.59639640643418
"2719","female","pituitary","control","FAM83G","r6.x_female_pituitary_control",5.81449448964207
"2720","female","pituitary","inc.d3","FAM83G","r73.g127.x_female_pituitary_inc.d3",6.06731363759934
"2721","female","pituitary","bldg","FAM83G","r83.g45_female_pituitary_bldg",5.95000570450571
"2722","female","pituitary","n9","FAM83G","r95.blu99_female_pituitary_n9",6.30493313296329
"2723","female","pituitary","lay","FAM83G","s.o.pk_female_pituitary_lay",5.75445852606931
"2724","female","pituitary","prolong","FAM83G","s.pu.pk_female_pituitary_prolong",6.2033543419469
"2725","female","pituitary","control","FAM83G","s.x.ATLAS_female_pituitary_control",6.44918951727026
"2726","female","pituitary","m.inc.d8","FAM83G","s002.x_female_pituitary_m.inc.d8",6.01341661140331
"2727","female","pituitary","m.inc.d17","FAM83G","s038.g.d.blk_female_pituitary_m.inc.d17",5.94458902736851
"2728","female","pituitary","bldg","FAM83G","s063.d.blk.l_female_pituitary_bldg",5.88828340333185
"2729","female","pituitary","m.inc.d3","FAM83G","s069.pk.pu.g_female_pituitary_m.inc.d3",5.52306159846953
"2730","female","pituitary","extend","FAM83G","s089.blk.pk.pu_female_pituitary_extend",6.22749401484612
"2731","female","pituitary","m.inc.d8","FAM83G","s091.blk.r.g_female_pituitary_m.inc.d8",5.89658867947706
"2732","female","pituitary","bldg","FAM83G","s092.blk.r.o_female_pituitary_bldg",5.69775208840606
"2733","female","pituitary","m.inc.d3","FAM83G","s093.blk.y.d_female_pituitary_m.inc.d3",5.89550924241999
"2734","female","pituitary","lay","FAM83G","s095.g.blk.o_female_pituitary_lay",5.93069726343231
"2735","female","pituitary","m.inc.d17","FAM83G","s100.l.pk.blk_female_pituitary_m.inc.d17",6.31532466079469
"2736","female","pituitary","m.inc.d3","FAM83G","s103.y.pk.blk_female_pituitary_m.inc.d3",5.9110992522673
"2737","female","pituitary","lay","FAM83G","s136.d.w.o_female_pituitary_lay",6.01073598814509
"2738","female","pituitary","extend","FAM83G","s137.g.blk.y_female_pituitary_extend",6.50585433333074
"2739","female","pituitary","lay","FAM83G","s142.o.pk.pu_female_pituitary_lay",5.76822276444918
"2740","female","pituitary","lay","FAM83G","s176.blk.pu.r_female_pituitary_lay",6.08840438791298
"2741","female","pituitary","extend","FAM83G","s186.l.o.pk_female_pituitary_extend",6.46453481329144
"2742","female","pituitary","m.hatch","FAM83G","s333.y.blk.pk_female_pituitary_m.hatch",5.83602469305492
"2743","female","pituitary","control","FAM83G","w191.r1_female_pituitary_control",5.09617484266786
"2744","female","pituitary","prolong","FAM83G","x.blk20_female_pituitary_prolong",6.24616484122132
"2745","female","pituitary","inc.d9","FAM83G","x.blu101.w43_female_pituitary_inc.d9",6.36495686022246
"2746","female","pituitary","inc.d3","FAM83G","x.blu102.w105_female_pituitary_inc.d3",6.19762780144741
"2747","female","pituitary","n5","FAM83G","x.blu109.w121_female_pituitary_n5",6.3048437371338
"2748","female","pituitary","inc.d17","FAM83G","x.blu116.w107_female_pituitary_inc.d17.NYNO",6.1003094852355
"2749","female","pituitary","inc.d9","FAM83G","x.blu122.r66_female_pituitary_inc.d9",5.93308797901065
"2750","female","pituitary","m.inc.d9","FAM83G","x.blu25_female_pituitary_m.inc.d9",5.7204340162931
"2751","female","pituitary","n9","FAM83G","x.blu43.g132_female_pituitary_n9",5.62721746609649
"2752","female","pituitary","lay","FAM83G","x.blu6.y80_female_pituitary_lay",5.59775801834978
"2753","female","pituitary","m.inc.d17","FAM83G","x.blu94_female_pituitary_m.inc.d17",6.18795977408708
"2754","female","pituitary","m.n2","FAM83G","x.blu96_female_pituitary_m.n2",5.73751021207175
"2755","female","pituitary","m.inc.d8","FAM83G","x.g26_female_pituitary_m.inc.d8",5.68428640841816
"2756","female","pituitary","n5","FAM83G","x.g37_female_pituitary_n5",6.65257957542734
"2757","female","pituitary","n9","FAM83G","x.g4.w50_female_pituitary_n9",5.59156412564273
"2758","female","pituitary","n5","FAM83G","x.g43_female_pituitary_n5",6.55958244896069
"2759","female","pituitary","n5","FAM83G","x.g49_female_pituitary_n5.NYNO",6.25996240073569
"2760","female","pituitary","inc.prolong","FAM83G","x.g50_female_pituitary_inc.prolong",6.19101510518564
"2761","female","pituitary","inc.d9","FAM83G","x.g9.o166_female_pituitary_inc.d9.NYNO",6.01662829066026
"2762","female","pituitary","inc.d17","FAM83G","x.o159.w90_female_pituitary_inc.d17",5.93623519242389
"2763","female","pituitary","m.hatch","FAM83G","x.o171.w45_female_pituitary_m.hatch",6.06405902717718
"2764","female","pituitary","n5","FAM83G","x.o175.g21_female_pituitary_n5",5.97845062001721
"2765","female","pituitary","hatch","FAM83G","x.o37.blu50_female_pituitary_hatch",7.39765027609996
"2766","female","pituitary","extend.hatch","FAM83G","x.o61_female_pituitary_extend.hatch",7.17204393272515
"2767","female","pituitary","n5","FAM83G","x.o70_female_pituitary_n5",5.98169642674351
"2768","female","pituitary","m.inc.d3","FAM83G","x.r180_female_pituitary_m.inc.d3",5.81192509030431
"2769","female","pituitary","inc.d3","FAM83G","x.r33.w183_female_pituitary_inc.d3",5.78176421422076
"2770","female","pituitary","bldg","FAM83G","x.r39.g10_female_pituitary_bldg",5.85650217005198
"2771","female","pituitary","hatch","FAM83G","x.r44.w95_female_pituitary_hatch",5.7684318570305
"2772","female","pituitary","inc.d17","FAM83G","x.r48.y139_female_pituitary_inc.d17.NYNO",6.09243326260664
"2773","female","pituitary","n5","FAM83G","x.r50.w97_female_pituitary_n5",5.91002044189202
"2774","female","pituitary","m.hatch","FAM83G","x.r74.o29_female_pituitary_m.hatch",5.97464657350476
"2775","female","pituitary","m.inc.d9","FAM83G","x.r76_female_pituitary_m.inc.d9",5.77139063673181
"2776","female","pituitary","m.inc.d8","FAM83G","x.s188_female_pituitary_m.inc.d8",6.11128199586363
"2777","female","pituitary","n9","FAM83G","x.w178_female_pituitary_n9",6.19157913283573
"2778","female","pituitary","lay","FAM83G","x.w51_female_pituitary_lay",5.69883623545528
"2779","female","pituitary","n9","FAM83G","x.w6_female_pituitary_n9",5.97305318779403
"2780","female","pituitary","inc.d9","FAM83G","x.y109_female_pituitary_inc.d9",5.99960482139083
"2781","female","pituitary","m.inc.d17","FAM83G","x.y119.w11_female_pituitary_m.inc.d17",6.18178956280037
"2782","female","pituitary","n9","FAM83G","x.y138.w176_female_pituitary_n9",6.04537989575544
"2783","female","pituitary","inc.prolong","FAM83G","x.y145.r55_female_pituitary_inc.prolong",6.49958798335238
"2784","female","pituitary","m.inc.d8","FAM83G","x.y5_female_pituitary_m.inc.d8",5.73249098634992
"2785","female","pituitary","extend","FAM83G","x.y64_female_pituitary_extend",6.47298940612352
"2786","female","pituitary","hatch","FAM83G","x.y90_female_pituitary_hatch",6.67510539204611
"2787","female","pituitary","inc.d9","FAM83G","x.y93.g126_female_pituitary_inc.d9",6.13055825508855
"2788","female","pituitary","n9","FAM83G","x.y9_female_pituitary_n9",6.04789690437213
"2789","female","pituitary","lay","FAM83G","y.s156.o.r_female_pituitary_lay",5.90424060299693
"2790","female","pituitary","m.inc.d9","FAM83G","y12.x_female_pituitary_m.inc.d9",6.01000370960381
"2791","female","pituitary","inc.d17","FAM83G","y126.w92.x_female_pituitary_inc.d17",6.53221560285689
"2792","female","pituitary","inc.d9","FAM83G","y128.g23.x_female_pituitary_inc.d9",5.77741653185284
"2793","female","pituitary","inc.d3","FAM83G","y13.x_female_pituitary_inc.d3",5.77823271780365
"2794","female","pituitary","inc.d17","FAM83G","y130.o170.x_female_pituitary_inc.d17",6.87165487055504
"2795","female","pituitary","inc.d17","FAM83G","y135.blu107.x_female_pituitary_inc.d17.NYNO",6.74677573244414
"2796","female","pituitary","inc.d17","FAM83G","y136.x_female_pituitary_inc.d17",5.67714398562811
"2797","female","pituitary","inc.d9","FAM83G","y140.w119.x_female_pituitary_inc.d9",5.8336081185985
"2798","female","pituitary","inc.prolong","FAM83G","y146.r32.x_female_pituitary_inc.prolong",6.35878700608871
"2799","female","pituitary","hatch","FAM83G","y15.x_female_pituitary_hatch",5.73596032694961
"2800","female","pituitary","n5","FAM83G","y6.o54_female_pituitary_n5",6.34987600279857
"2801","female","pituitary","hatch","FAM83G","y7.g58_female_pituitary_hatch",6.9041537078403
"2802","female","pituitary","m.inc.d17","FAM83G","y85.r71.x_female_pituitary_m.inc.d17",5.72829146541496
"2803","female","pituitary","n5","FAM83G","y94.g133.x_female_pituitary_n5",6.12428223700543
"2804","female","pituitary","n9","FAM83G","y97.x_female_pituitary_n9",6.03736993559902
"2805","female","pituitary","m.hatch","FAM83G","y98.g54_female_pituitary_m.hatch",6.17960809229065
"2806","female","pituitary","control","FGF6","L.G118_female_pituitary_control.NYNO",6.06796703881315
"2807","female","pituitary","control","FGF6","R.G106_female_pituitary_control",6.24985391158792
"2808","female","pituitary","control","FGF6","R.R20_female_pituitary_control",6.27085473115846
"2809","female","pituitary","control","FGF6","R.R9_female_pituitary_control.NYNO",5.42569776759993
"2810","female","pituitary","control","FGF6","R.W44_female_pituitary_control.NYNO",5.77154084130271
"2811","female","pituitary","prolong","FGF6","blk.s031.pu.d_female_pituitary_prolong",6.69241061238857
"2812","female","pituitary","m.hatch","FGF6","blk.s032.g.w_female_pituitary_m.hatch",8.65974000833454
"2813","female","pituitary","m.inc.d3","FGF6","blk.s049.y.g_female_pituitary_m.inc.d3",6.37530716161526
"2814","female","pituitary","m.inc.d3","FGF6","blk.s060.pu.w_female_pituitary_m.inc.d3.NYNO",5.52478377917721
"2815","female","pituitary","inc.d9","FGF6","blk.s061.pu.y_female_pituitary_inc.d9",5.97620453194145
"2816","female","pituitary","m.inc.d8","FGF6","blk.y.l.s109_female_pituitary_m.inc.d8",6.27895070858368
"2817","female","pituitary","m.n2","FGF6","blk0.x_female_pituitary_m.n2",6.30801429706757
"2818","female","pituitary","bldg","FGF6","blk11.x_female_pituitary_bldg",5.85725511018452
"2819","female","pituitary","extend","FGF6","blk19.x_female_pituitary_extend",9.95374839554827
"2820","female","pituitary","hatch","FGF6","blk21.x_female_pituitary_hatch",8.27602155410286
"2821","female","pituitary","n9","FGF6","blk4.x_female_pituitary_n9",6.53212880680909
"2822","female","pituitary","control","FGF6","blu.o.x.ATLAS_female_pituitary_control",9.12561487650468
"2823","female","pituitary","hatch","FGF6","blu103.x_female_pituitary_hatch.NYNO",6.86840420015494
"2824","female","pituitary","inc.prolong","FGF6","blu115.y150.x_female_pituitary_inc.prolong",6.51326555092025
"2825","female","pituitary","m.inc.d8","FGF6","blu119.w84.x_female_pituitary_m.inc.d8",5.31208011086852
"2826","female","pituitary","hatch","FGF6","blu124.w180.x_female_pituitary_hatch",8.11152341082435
"2827","female","pituitary","n9","FGF6","blu36.w16_female_pituitary_n9",6.13580746566981
"2828","female","pituitary","bldg","FGF6","blu38.g135.x_female_pituitary_bldg",6.21951341187714
"2829","female","pituitary","inc.d3","FGF6","blu39.o26.x_female_pituitary_inc.d3.NYNO",6.55257440371257
"2830","female","pituitary","extend","FGF6","blu44.y102_female_pituitary_extend",9.16694426359621
"2831","female","pituitary","inc.d9","FGF6","blu47.y96.x_female_pituitary_inc.d9",6.12073839383559
"2832","female","pituitary","n5","FGF6","blu55.g51_female_pituitary_n5",7.15534995619727
"2833","female","pituitary","m.inc.d3","FGF6","blu56.o53_female_pituitary_m.inc.d3",6.86388883081411
"2834","female","pituitary","m.inc.d9","FGF6","blu63.g62_female_pituitary_m.inc.d9",6.45659655473796
"2835","female","pituitary","m.inc.d8","FGF6","blu80.r97_female_pituitary_m.inc.d8",6.29360675164319
"2836","female","pituitary","m.inc.d9","FGF6","d.r.blk.s159_female_pituitary_m.inc.d9",6.06280939262738
"2837","female","pituitary","m.inc.d17","FGF6","d.s112.blk.w_female_pituitary_m.inc.d17",6.05133740045312
"2838","female","pituitary","m.inc.d3","FGF6","d.s177.blk.r_female_pituitary_m.inc.d3",6.01482529055128
"2839","female","pituitary","lay","FGF6","g.blk.s004.pk_female_pituitary_lay",5.74519870910069
"2840","female","pituitary","m.hatch","FGF6","g.s076.pk.r_female_pituitary_m.hatch",6.09494161445131
"2841","female","pituitary","lay","FGF6","g.s078.blk.o_female_pituitary_lay",5.86426982417948
"2842","female","pituitary","m.inc.d17","FGF6","g.y.blk.s006_female_pituitary_m.inc.d17",5.98921880431919
"2843","female","pituitary","bldg","FGF6","g141.blu27.x_female_pituitary_bldg",5.81187548164969
"2844","female","pituitary","inc.d17","FGF6","g142.r40.x_female_pituitary_inc.d17",8.23150817635608
"2845","female","pituitary","m.inc.d3","FGF6","g144.r54.x_female_pituitary_m.inc.d3",7.4770786218265
"2846","female","pituitary","extend","FGF6","g17.w108.x_female_pituitary_extend",10.3625312590607
"2847","female","pituitary","extend","FGF6","g22.blu118_female_pituitary_extend",9.03962785719341
"2848","female","pituitary","inc.d3","FGF6","g6.w197.x_female_pituitary_inc.d3",6.47276604807776
"2849","female","pituitary","m.inc.d17","FGF6","g63.blu65_female_pituitary_m.inc.d17",5.84477633915719
"2850","female","pituitary","m.inc.d9","FGF6","g73.x_female_pituitary_m.inc.d9",6.38794264121336
"2851","female","pituitary","inc.d9","FGF6","g75.x_female_pituitary_inc.d9",6.54086540663799
"2852","female","pituitary","m.hatch","FGF6","l.s.w.d_female_pituitary_m.hatch",6.3393053870973
"2853","female","pituitary","prolong","FGF6","l.s052.pk.r_female_pituitary_prolong",8.45531513387701
"2854","female","pituitary","bldg","FGF6","l.s120.y.blk_female_pituitary_bldg",8.41637680874583
"2855","female","pituitary","prolong","FGF6","l.s166.o.w_female_pituitary_prolong",7.82386392562559
"2856","female","pituitary","m.inc.d17","FGF6","o.s084.w.blk_female_pituitary_m.inc.d17",6.30590905959787
"2857","female","pituitary","inc.d3","FGF6","o156.w80.x_female_pituitary_inc.d3",5.93473250604395
"2858","female","pituitary","inc.d3","FGF6","o165.w122.x_female_pituitary_inc.d3.NYNO",5.71611256601823
"2859","female","pituitary","m.inc.d17","FGF6","o169.r28.x_female_pituitary_m.inc.d17",6.37658405442164
"2860","female","pituitary","hatch","FGF6","o172.w115.x_female_pituitary_hatch.NYNO",8.61027265759973
"2861","female","pituitary","inc.d3","FGF6","o173.w179.x_female_pituitary_inc.d3",5.76086801351301
"2862","female","pituitary","inc.d17","FGF6","o35.r51.x_female_pituitary_inc.d17",6.38691743273851
"2863","female","pituitary","m.inc.d9","FGF6","o36.r62.x_female_pituitary_m.inc.d9",6.525820255031
"2864","female","pituitary","bldg","FGF6","o38.blu29.x_female_pituitary_bldg",6.37192636084694
"2865","female","pituitary","m.inc.d9","FGF6","o45.g128.x_female_pituitary_m.inc.d9",6.23054080540623
"2866","female","pituitary","inc.d17","FGF6","o52.blu53_female_pituitary_inc.d17",10.2086802959123
"2867","female","pituitary","inc.d9","FGF6","o73.x_female_pituitary_inc.d9",5.54469724071333
"2868","female","pituitary","m.inc.d8","FGF6","p.g.blk.s040_female_pituitary_m.inc.d8",6.66072531359716
"2869","female","pituitary","m.inc.d17","FGF6","pk.s011.o.y_female_pituitary_m.inc.d17",6.29098438050247
"2870","female","pituitary","m.hatch","FGF6","pk.s054.d.g_female_pituitary_m.hatch",6.5196744181618
"2871","female","pituitary","m.inc.d8","FGF6","pk.s055.d.l_female_pituitary_m.inc.d8",5.96631495521849
"2872","female","pituitary","control","FGF6","r.r.x.ATLAS.R2XR_female_pituitary_control",6.06884338007285
"2873","female","pituitary","control","FGF6","r.r.x.ATLAS_female_pituitary_control",6.52176753922966
"2874","female","pituitary","m.inc.d3","FGF6","r.s035.y.blk_female_pituitary_m.inc.d3",6.05132217295395
"2875","female","pituitary","bldg","FGF6","r.s056.g.o_female_pituitary_bldg",6.08935615041222
"2876","female","pituitary","extend","FGF6","r.s131.o.d_female_pituitary_extend",7.00522460690052
"2877","female","pituitary","n9","FGF6","r.s171.l.w_female_pituitary_n9",6.49013510557986
"2878","female","pituitary","hatch","FGF6","r183.o22_female_pituitary_hatch",9.28095136520883
"2879","female","pituitary","prolong","FGF6","r194.x_female_pituitary_prolong",9.55510462936199
"2880","female","pituitary","inc.d3","FGF6","r27.w111.blu125_female_pituitary_inc.d3",6.09773561202985
"2881","female","pituitary","inc.d9","FGF6","r30.w112.r46_female_pituitary_inc.d9",6.71432779975478
"2882","female","pituitary","inc.d9","FGF6","r36.w184.x_female_pituitary_inc.d9",6.22011910131391
"2883","female","pituitary","inc.d17","FGF6","r49.w189.x_female_pituitary_inc.d17",9.84333008219019
"2884","female","pituitary","control","FGF6","r6.x_female_pituitary_control",5.09617484266786
"2885","female","pituitary","inc.d3","FGF6","r73.g127.x_female_pituitary_inc.d3",6.94598774052368
"2886","female","pituitary","bldg","FGF6","r83.g45_female_pituitary_bldg",5.68827126855186
"2887","female","pituitary","n9","FGF6","r95.blu99_female_pituitary_n9",6.71947632799255
"2888","female","pituitary","lay","FGF6","s.o.pk_female_pituitary_lay",6.96357685158148
"2889","female","pituitary","prolong","FGF6","s.pu.pk_female_pituitary_prolong",9.6412122212163
"2890","female","pituitary","control","FGF6","s.x.ATLAS_female_pituitary_control",7.66430247366883
"2891","female","pituitary","m.inc.d8","FGF6","s002.x_female_pituitary_m.inc.d8",7.6219568183859
"2892","female","pituitary","m.inc.d17","FGF6","s038.g.d.blk_female_pituitary_m.inc.d17",6.16849218759785
"2893","female","pituitary","bldg","FGF6","s063.d.blk.l_female_pituitary_bldg",6.28727760898269
"2894","female","pituitary","m.inc.d3","FGF6","s069.pk.pu.g_female_pituitary_m.inc.d3",7.82503342818224
"2895","female","pituitary","extend","FGF6","s089.blk.pk.pu_female_pituitary_extend",9.75618408421311
"2896","female","pituitary","m.inc.d8","FGF6","s091.blk.r.g_female_pituitary_m.inc.d8",6.74534608135261
"2897","female","pituitary","bldg","FGF6","s092.blk.r.o_female_pituitary_bldg",5.78917798817472
"2898","female","pituitary","m.inc.d3","FGF6","s093.blk.y.d_female_pituitary_m.inc.d3",6.06170428919907
"2899","female","pituitary","lay","FGF6","s095.g.blk.o_female_pituitary_lay",6.29796479062859
"2900","female","pituitary","m.inc.d17","FGF6","s100.l.pk.blk_female_pituitary_m.inc.d17",6.19778127180465
"2901","female","pituitary","m.inc.d3","FGF6","s103.y.pk.blk_female_pituitary_m.inc.d3",6.72699349301505
"2902","female","pituitary","lay","FGF6","s136.d.w.o_female_pituitary_lay",5.92975793219688
"2903","female","pituitary","extend","FGF6","s137.g.blk.y_female_pituitary_extend",8.65575795712625
"2904","female","pituitary","lay","FGF6","s142.o.pk.pu_female_pituitary_lay",5.86991772242601
"2905","female","pituitary","lay","FGF6","s176.blk.pu.r_female_pituitary_lay",5.46224717561835
"2906","female","pituitary","extend","FGF6","s186.l.o.pk_female_pituitary_extend",7.92726350046471
"2907","female","pituitary","m.hatch","FGF6","s333.y.blk.pk_female_pituitary_m.hatch",6.70287106146362
"2908","female","pituitary","control","FGF6","w191.r1_female_pituitary_control",5.09617484266786
"2909","female","pituitary","prolong","FGF6","x.blk20_female_pituitary_prolong",10.4656391981653
"2910","female","pituitary","inc.d9","FGF6","x.blu101.w43_female_pituitary_inc.d9",5.83663096300514
"2911","female","pituitary","inc.d3","FGF6","x.blu102.w105_female_pituitary_inc.d3",6.3671795246791
"2912","female","pituitary","n5","FGF6","x.blu109.w121_female_pituitary_n5",6.73814021277497
"2913","female","pituitary","inc.d17","FGF6","x.blu116.w107_female_pituitary_inc.d17.NYNO",8.37022829340468
"2914","female","pituitary","inc.d9","FGF6","x.blu122.r66_female_pituitary_inc.d9",5.88036890990858
