"","gene","counts","sex","tissue","treatment","extint","samples"
"4745","GNRHR",8.03416147198092,"male","pituitary","control","reference","x.g.g.g.ATLAS_male_pituitary_control"
"4746","GNRHR",8.21827413559887,"male","pituitary","inc.d9","eggs","x.g13.w109_male_pituitary_inc.d9"
"4747","GNRHR",8.95112990878413,"male","pituitary","inc.d17","eggs","x.g14.w199_male_pituitary_inc.d17"
"4748","GNRHR",8.26487888748283,"male","pituitary","inc.d3","eggs","x.g147.blu28_male_pituitary_inc.d3"
"4749","GNRHR",8.44714406019086,"male","pituitary","m.inc.d3","loss","x.g5.w79_male_pituitary_m.inc.d3"
"4750","GNRHR",7.69985346153856,"male","pituitary","hatch","chicks","x.g70_male_pituitary_hatch"
"4751","GNRHR",8.0926477444407,"male","pituitary","m.inc.d9","loss","x.o117_male_pituitary_m.inc.d9"
"4752","GNRHR",7.57863364325829,"male","pituitary","hatch","chicks","x.o160.w102_male_pituitary_hatch"
"4753","GNRHR",7.90355557344264,"male","pituitary","inc.d3","eggs","x.o163.w101_male_pituitary_inc.d3.NYNO"
"4754","GNRHR",8.11594211756622,"male","pituitary","n5","chicks","x.o164.w123_male_pituitary_n5.NYNO"
"4755","GNRHR",8.82345408231049,"male","pituitary","n9","chicks","x.o2_male_pituitary_n9"
"4756","GNRHR",8.4797701243521,"male","pituitary","bldg","reference","x.o30.g134_male_pituitary_bldg"
"4757","GNRHR",8.66823093643151,"male","pituitary","m.inc.d17","loss","x.o40.r70_male_pituitary_m.inc.d17"
"4758","GNRHR",8.63118033478085,"male","pituitary","inc.d9","eggs","x.o47.y82_male_pituitary_inc.d9"
"4759","GNRHR",8.5878906442804,"male","pituitary","m.n2","loss","x.o4_male_pituitary_m.hatch"
"4760","GNRHR",8.08517745250848,"male","pituitary","n5","chicks","x.o68_male_pituitary_n5"
"4761","GNRHR",8.78082125378782,"male","pituitary","m.inc.d17","loss","x.r10.w18_male_pituitary_m.inc.d17"
"4762","GNRHR",8.29643397998162,"male","pituitary","hatch","chicks","x.r178_male_pituitary_hatch"
"4763","GNRHR",8.4539762481024,"male","pituitary","n5","chicks","x.r181_male_pituitary_n5"
"4764","GNRHR",8.32055842534457,"male","pituitary","m.inc.d3","loss","x.r185_male_pituitary_m.inc.d3"
"4765","GNRHR",8.76820858991285,"male","pituitary","inc.d17","eggs","x.r29.w96_male_pituitary_inc.d17"
"4766","GNRHR",9.25340302638173,"male","pituitary","inc.d3","eggs","x.r64.g140_male_pituitary_inc.d3"
"4767","GNRHR",7.93739903141069,"male","pituitary","bldg","reference","x.r67.blu35_male_pituitary_bldg.NYNO"
"4768","GNRHR",8.82367558505194,"male","pituitary","inc.d9","eggs","x.w192.o157_male_pituitary_inc.d9"
"4769","GNRHR",7.96539222835637,"male","pituitary","control","reference","x.y.s.ATLAS_male_pituitary_control"
"4770","GNRHR",9.26980815474862,"male","pituitary","inc.d17","eggs","x.y132.w76_male_pituitary_inc.d17"
"4771","GNRHR",8.75718445213943,"male","pituitary","inc.d9","eggs","x.y141.w116_male_pituitary_inc.d9"
"4772","GNRHR",8.5582142991302,"male","pituitary","early","chicks","x.y51_male_pituitary_m.inc.d8"
"4773","GNRHR",7.85639375781715,"male","pituitary","prolong","eggs","x.y79_male_pituitary_prolong"
"4774","GNRHR",8.75223328104208,"male","pituitary","m.inc.d9","loss","y.w.blk_male_pituitary_m.inc.d9"
"4775","GNRHR",9.12626206600252,"male","pituitary","n9","chicks","y129.x_male_pituitary_n9"
"4776","GNRHR",9.21119367502683,"male","pituitary","n9","chicks","y131.w185.x_male_pituitary_n9"
"4777","GNRHR",8.08208827770622,"male","pituitary","inc.d17","eggs","y133.w77.r58_male_pituitary_inc.d17"
"4778","GNRHR",8.67325359072938,"male","pituitary","m.inc.d17","loss","y148.w81.g145_male_pituitary_m.inc.d17"
"4779","GNRHR",8.11012777373001,"male","pituitary","inc.d3","eggs","y149.r52.x_male_pituitary_inc.d3"
"4780","GNRHR",8.94498091161317,"male","pituitary","m.inc.d3","loss","y18.x_male_pituitary_m.inc.d3"
"4781","GNRHR",8.10442450580885,"male","pituitary","m.inc.d17","loss","y4.x_male_pituitary_m.inc.d17"
"4782","GNRHR",8.68518815474177,"male","pituitary","early","chicks","y55.x_male_pituitary_m.inc.d8"
"4783","GNRHR",8.33160843754524,"male","pituitary","m.inc.d9","loss","y63.x_male_pituitary_m.inc.d9"
"4784","GNRHR",8.08692715452796,"male","pituitary","inc.d9","eggs","y95.g131.x_male_pituitary_inc.d9"
"4785","GNRHR",8.03711472082399,"male","pituitary","inc.d3","eggs","y98.o50.x_male_pituitary_inc.d3"
"4786","HTR2C",6.99333904405259,"male","pituitary","control","reference","L.Blu13_male_pituitary_control.NYNO"
"4787","HTR2C",7.10976148717022,"male","pituitary","control","reference","L.G107_male_pituitary_control"
"4788","HTR2C",7.61868752781302,"male","pituitary","control","reference","L.R3_male_pituitary_control.NYNO"
"4789","HTR2C",7.56248918234882,"male","pituitary","control","reference","L.R8_male_pituitary_control"
"4790","HTR2C",7.10628186360703,"male","pituitary","control","reference","L.W33_male_pituitary_control"
"4791","HTR2C",7.64029328829952,"male","pituitary","control","reference","L.W3_male_pituitary_control"
"4792","HTR2C",7.46141394953504,"male","pituitary","control","reference","L.W4_male_pituitary_control"
"4793","HTR2C",6.99240781319939,"male","pituitary","control","reference","R.Y108.W29_male_pituitary_control"
"4794","HTR2C",6.91701095532239,"male","pituitary","prolong","eggs","blk.s030.o.g_male_pituitary_prolong"
"4795","HTR2C",7.22203453178114,"male","pituitary","n5","chicks","blk12.x_male_pituitary_n5"
"4796","HTR2C",6.97718149230623,"male","pituitary","inc.d17","eggs","blk17.x_male_pituitary_inc.d17"
"4797","HTR2C",6.97897092649582,"male","pituitary","m.inc.d3","loss","blk5.x_male_pituitary_m.inc.d3"
"4798","HTR2C",7.22395794150284,"male","pituitary","m.n2","loss","blu10.w26.x_male_pituitary_m.hatch"
"4799","HTR2C",7.44502280100174,"male","pituitary","hatch","chicks","blu104.w120.x_male_pituitary_hatch.NYNO"
"4800","HTR2C",7.0543162422206,"male","pituitary","inc.d9","eggs","blu108.w40.o158_male_pituitary_inc.d9"
"4801","HTR2C",7.01974242578619,"male","pituitary","inc.d3","eggs","blu111.w113.x_male_pituitary_inc.d3"
"4802","HTR2C",7.05988425022478,"male","pituitary","inc.d17","eggs","blu113.w124.x_male_pituitary_inc.d17.NYNO"
"4803","HTR2C",7.31404103331762,"male","pituitary","bldg","reference","blu114.r38.w198_male_pituitary_bldg"
"4804","HTR2C",7.37550709966444,"male","pituitary","inc.d17","eggs","blu121.w91.x_male_pituitary_inc.d17"
"4805","HTR2C",7.239357938718,"male","pituitary","bldg","reference","blu33.y88.x_male_pituitary_bldg"
"4806","HTR2C",7.18210051789256,"male","pituitary","n5","chicks","blu37.r65.x_male_pituitary_n5"
"4807","HTR2C",7.29952741518433,"male","pituitary","n5","chicks","blu41.y100.x_male_pituitary_n5"
"4808","HTR2C",6.96822473415353,"male","pituitary","n9","chicks","blu81.r88_male_pituitary_n9"
"4809","HTR2C",7.22172017047757,"male","pituitary","m.n2","loss","blu84.x_male_pituitary_extend.hatch"
"4810","HTR2C",7.24530403811693,"male","pituitary","n5","chicks","d.s008.y.blk_male_pituitary_n5"
"4811","HTR2C",7.27841334211288,"male","pituitary","n5","chicks","d.s047.blk.o_male_pituitary_n5"
"4812","HTR2C",7.10222829802522,"male","pituitary","m.inc.d3","loss","d.s110.g.blk_male_pituitary_m.inc.d3"
"4813","HTR2C",7.37914549736488,"male","pituitary","m.inc.d3","loss","g.blk.s041.r_male_pituitary_m.inc.d3"
"4814","HTR2C",7.25592366999234,"male","pituitary","m.inc.d17","loss","g.o.y.s037_male_pituitary_m.inc.d17"
"4815","HTR2C",7.3471190620773,"male","pituitary","n9","chicks","g.s.blk.d_male_pituitary_n9"
"4816","HTR2C",7.03425892027679,"male","pituitary","lay","eggs","g.s.blk.y_male_pituitary_lay"
"4817","HTR2C",6.77979851768628,"male","pituitary","lay","eggs","g.s043.pu.blk_male_pituitary_lay"
"4818","HTR2C",7.05773637795196,"male","pituitary","m.n2","loss","g.s075.pk.pu_male_pituitary_m.hatch"
"4819","HTR2C",7.16099414032574,"male","pituitary","early","chicks","g.s111.r.blk_male_pituitary_m.inc.d8"
"4820","HTR2C",7.8812242171858,"male","pituitary","early","chicks","g.s179.o.pk_male_pituitary_m.inc.d8"
"4821","HTR2C",7.14396220726078,"male","pituitary","extend","chicks","g.s351.pk.w_male_pituitary_extend"
"4822","HTR2C",6.99225042869123,"male","pituitary","prolong","eggs","g.y.o.s_male_pituitary_prolong"
"4823","HTR2C",7.16657080338695,"male","pituitary","bldg","reference","g104.w82.x_male_pituitary_bldg"
"4824","HTR2C",7.0836395255431,"male","pituitary","hatch","chicks","g114.w83.x_male_pituitary_hatch.NYNO"
"4825","HTR2C",7.59219981217298,"male","pituitary","inc.d17","eggs","g130.y81.x_male_pituitary_inc.d17"
"4826","HTR2C",7.11832461329252,"male","pituitary","early","chicks","g137.r24.w5_male_pituitary_m.inc.d8"
"4827","HTR2C",7.09344487227505,"male","pituitary","inc.d17","eggs","g143.blu32.x_male_pituitary_inc.d17"
"4828","HTR2C",7.34128599976561,"male","pituitary","inc.d3","eggs","g146.blu51_male_pituitary_inc.d3"
"4829","HTR2C",7.208813194149,"male","pituitary","inc.d3","eggs","g20.w106.x_male_pituitary_inc.d3"
"4830","HTR2C",7.50704879696502,"male","pituitary","extend","chicks","g3.g119.w20_male_pituitary_extend"
"4831","HTR2C",7.06428185677935,"male","pituitary","m.inc.d17","loss","g32.blu79_male_pituitary_m.inc.d17"
"4832","HTR2C",7.09397515023853,"male","pituitary","m.n2","loss","g34.x_male_pituitary_m.hatch"
"4833","HTR2C",7.14871869638555,"male","pituitary","prolong","eggs","g38.x_male_pituitary_inc.prolong"
"4834","HTR2C",7.10686922296953,"male","pituitary","bldg","reference","g52.blu58_male_pituitary_bldg"
"4835","HTR2C",6.95712204574379,"male","pituitary","hatch","chicks","g53.y84_male_pituitary_hatch"
"4836","HTR2C",6.88691970330739,"male","pituitary","extend","chicks","g8.y197_male_pituitary_extend"
"4837","HTR2C",7.12272814886999,"male","pituitary","extend","chicks","l.s.o.blk_male_pituitary_extend"
"4838","HTR2C",7.46543101326699,"male","pituitary","m.inc.d17","loss","l.s024.y.g_male_pituitary_m.inc.d17"
"4839","HTR2C",6.86961326967733,"male","pituitary","prolong","eggs","l.s080.blk.r_male_pituitary_prolong"
"4840","HTR2C",7.27666163061141,"male","pituitary","m.inc.d9","loss","l.s280.g.blk_male_pituitary_m.inc.d9"
"4841","HTR2C",7.26221571642237,"male","pituitary","m.inc.d9","loss","o.d.s009_male_pituitary_m.inc.d9"
"4842","HTR2C",7.43862144100913,"male","pituitary","lay","eggs","o.s.w.r_male_pituitary_lay"
"4843","HTR2C",7.1673578037064,"male","pituitary","m.inc.d3","loss","o.s010.r.blk_male_pituitary_m.inc.d3"
"4844","HTR2C",7.10698253672121,"male","pituitary","prolong","eggs","o114.blu9_male_pituitary_inc.prolong"
"4845","HTR2C",7.04387449726629,"male","pituitary","n5","chicks","o152.o120.w42_male_pituitary_n5"
"4846","HTR2C",7.05144515866975,"male","pituitary","m.n2","loss","o3.x_male_pituitary_m.n2"
"4847","HTR2C",7.4367375025639,"male","pituitary","hatch","chicks","o39.y77.x_male_pituitary_hatch"
"4848","HTR2C",7.3775376391964,"male","pituitary","hatch","chicks","o44.blu26.x_male_pituitary_hatch"
"4849","HTR2C",6.95571992965921,"male","pituitary","inc.d3","eggs","o48.r197.x_male_pituitary_inc.d3"
"4850","HTR2C",7.18160124723393,"male","pituitary","inc.d9","eggs","o49.x_male_pituitary_inc.d9"
"4851","HTR2C",7.27775892224828,"male","pituitary","inc.d9","eggs","o57.g59_male_pituitary_inc.d9"
"4852","HTR2C",7.11586087688325,"male","pituitary","m.inc.d17","loss","o59.blu64_male_pituitary_m.inc.d17"
"4853","HTR2C",6.94381952983496,"male","pituitary","prolong","eggs","pk.s.d.g_male_pituitary_prolong"
"4854","HTR2C",7.36437198904755,"male","pituitary","lay","eggs","pk.s238.blk.w_male_pituitary_lay"
"4855","HTR2C",7.39147283429449,"male","pituitary","lay","eggs","pk.w.s141.o_male_pituitary_lay"
"4856","HTR2C",7.03364529305324,"male","pituitary","early","chicks","pu.blk.s102.y_male_pituitary_m.inc.d8"
"4857","HTR2C",7.06811874625733,"male","pituitary","m.n2","loss","pu.s.o.r_male_pituitary_m.hatch"
"4858","HTR2C",6.67784136114195,"male","pituitary","lay","eggs","r.s005.pk.blk_male_pituitary_lay"
"4859","HTR2C",7.31106575388023,"male","pituitary","extend","chicks","r.s057.g.pk_male_pituitary_extend"
"4860","HTR2C",7.16080994066798,"male","pituitary","early","chicks","r.s058.d.l_male_pituitary_m.inc.d8"
"4861","HTR2C",7.16838985144204,"male","pituitary","bldg","reference","r.s059.d.o_male_pituitary_bldg"
"4862","HTR2C",7.34759588649836,"male","pituitary","extend","chicks","r.s086.l.blk_male_pituitary_extend"
"4863","HTR2C",6.85348300197918,"male","pituitary","lay","eggs","r.s116.blk.pu_male_pituitary_lay"
"4864","HTR2C",6.92754060877936,"male","pituitary","extend","chicks","r.s172.l.y_male_pituitary_extend"
"4865","HTR2C",7.08579867337502,"male","pituitary","n9","chicks","r.y.s007.blk_male_pituitary_n9"
"4866","HTR2C",7.09559825333751,"male","pituitary","inc.d17","eggs","r176.blu54_male_pituitary_inc.d17"
"4867","HTR2C",6.93037959955371,"male","pituitary","lay","eggs","r190.o43.x_male_pituitary_lay"
"4868","HTR2C",6.86725466232311,"male","pituitary","n9","chicks","r195.x_male_pituitary_n9"
"4869","HTR2C",7.32473557214511,"male","pituitary","m.inc.d9","loss","r196.x_male_pituitary_m.inc.d9"
"4870","HTR2C",7.13679945054283,"male","pituitary","n9","chicks","r37.w100.x_male_pituitary_n9"
"4871","HTR2C",7.08385955494623,"male","pituitary","early","chicks","r4.x_male_pituitary_m.inc.d8"
"4872","HTR2C",7.20306413788654,"male","pituitary","hatch","chicks","r41.w99.x_male_pituitary_hatch"
"4873","HTR2C",7.11912392905671,"male","pituitary","inc.d9","eggs","r45.X_male_pituitary_inc.d9"
"4874","HTR2C",6.84835397698659,"male","pituitary","hatch","chicks","r72.y83.x_male_pituitary_hatch"
"4875","HTR2C",7.03761479482062,"male","pituitary","prolong","eggs","r81.x_male_pituitary_inc.prolong"
"4876","HTR2C",7.44244887811427,"male","pituitary","m.inc.d9","loss","r84.x_male_pituitary_m.inc.d9"
"4877","HTR2C",7.0663058229569,"male","pituitary","m.inc.d9","loss","r85.g39_male_pituitary_m.inc.d9.NYNO"
"4878","HTR2C",6.82418748296302,"male","pituitary","prolong","eggs","r90.x_male_pituitary_inc.prolong"
"4879","HTR2C",7.17814941655955,"male","pituitary","bldg","reference","s.pu148.blk.r_male_pituitary_bldg"
"4880","HTR2C",7.17642585350388,"male","pituitary","early","chicks","s044.blk.d.r_male_pituitary_m.inc.d8"
"4881","HTR2C",7.09512807074136,"male","pituitary","m.n2","loss","s062.d.blk.g_male_pituitary_m.hatch"
"4882","HTR2C",7.38840814146343,"male","pituitary","m.inc.d17","loss","s064.g.blk.pu_male_pituitary_m.inc.d17"
"4883","HTR2C",6.96026046629103,"male","pituitary","bldg","reference","s065.l.d.o_male_pituitary_bldg"
"4884","HTR2C",7.14464394828647,"male","pituitary","bldg","reference","s066.l.d.r_male_pituitary_bldg"
"4885","HTR2C",7.1419480798704,"male","pituitary","early","chicks","s067.o.l.y_male_pituitary_m.inc.d8"
"4886","HTR2C",7.52656834946107,"male","pituitary","m.inc.d3","loss","s071.pu.g.pk_male_pituitary_m.inc.d3"
"4887","HTR2C",7.0854599371746,"male","pituitary","m.n2","loss","s090.blk.pk.w_male_pituitary_m.hatch"
"4888","HTR2C",7.05102522570468,"male","pituitary","m.inc.d17","loss","s096.g.blk.pk_male_pituitary_m.inc.d17"
"4889","HTR2C",6.90629081578399,"male","pituitary","m.inc.d3","loss","s139.l.blk.w_male_pituitary_m.inc.d3"
"4890","HTR2C",7.13987516825698,"male","pituitary","lay","eggs","s150.w.g.blk_male_pituitary_lay"
"4891","HTR2C",6.99961663322158,"male","pituitary","m.inc.d3","loss","s175.blk.pu.pk_male_pituitary_m.inc.d3"
"4892","HTR2C",7.25770931671104,"male","pituitary","n9","chicks","s187.l.o.r_male_pituitary_n9"
"4893","HTR2C",7.26151684595855,"male","pituitary","lay","eggs","s243.blk.pk.r_male_pituitary_lay"
"4894","HTR2C",7.25942357904478,"male","pituitary","inc.d9","eggs","w34.x_male_pituitary_inc.d9"
"4895","HTR2C",7.15085113765723,"male","pituitary","control","reference","x.blk.blk.ATLAS_male_pituitary_control"
"4896","HTR2C",6.89912230240775,"male","pituitary","n9","chicks","x.blk16_male_pituitary_n9"
"4897","HTR2C",6.83632597400562,"male","pituitary","m.n2","loss","x.blk23_male_pituitary_m.n2"
"4898","HTR2C",7.19721492401679,"male","pituitary","control","reference","x.blu.o.ATLAS_male_pituitary_control"
"4899","HTR2C",7.34942181264312,"male","pituitary","inc.d9","eggs","x.blu106.o153_male_pituitary_inc.d9.NYNO"
"4900","HTR2C",7.20777769237727,"male","pituitary","inc.d17","eggs","x.blu117.w89_male_pituitary_inc.d17"
"4901","HTR2C",7.32978995949348,"male","pituitary","n9","chicks","x.blu23.w14_male_pituitary_n9"
"4902","HTR2C",7.13015340716414,"male","pituitary","n5","chicks","x.blu30_male_pituitary_n5"
"4903","HTR2C",7.04109762415935,"male","pituitary","inc.d3","eggs","x.blu42.o28_male_pituitary_inc.d3"
"4904","HTR2C",7.35746324437738,"male","pituitary","prolong","eggs","x.blu57_male_pituitary_prolong"
"4905","HTR2C",7.1643500457644,"male","pituitary","extend","chicks","x.blu69_male_pituitary_extend"
"4906","HTR2C",6.71880327100567,"male","pituitary","extend","chicks","x.blu73_male_pituitary_extend"
"4907","HTR2C",7.164084865391,"male","pituitary","m.n2","loss","x.blu76_male_pituitary_m.hatch"
"4908","HTR2C",7.61699381953369,"male","pituitary","control","reference","x.g.ATLAS_male_pituitary_control"
"4909","HTR2C",7.1600283005258,"male","pituitary","control","reference","x.g.g.ATLAS_male_pituitary_control"
"4910","HTR2C",7.41201096819626,"male","pituitary","control","reference","x.g.g.g.ATLAS_male_pituitary_control"
"4911","HTR2C",7.3373077148851,"male","pituitary","inc.d9","eggs","x.g13.w109_male_pituitary_inc.d9"
"4912","HTR2C",7.09561236881227,"male","pituitary","inc.d17","eggs","x.g14.w199_male_pituitary_inc.d17"
"4913","HTR2C",7.19263470542819,"male","pituitary","inc.d3","eggs","x.g147.blu28_male_pituitary_inc.d3"
"4914","HTR2C",7.21062118717379,"male","pituitary","m.inc.d3","loss","x.g5.w79_male_pituitary_m.inc.d3"
"4915","HTR2C",6.96211043895421,"male","pituitary","hatch","chicks","x.g70_male_pituitary_hatch"
"4916","HTR2C",7.14350435837024,"male","pituitary","m.inc.d9","loss","x.o117_male_pituitary_m.inc.d9"
"4917","HTR2C",7.34919618098973,"male","pituitary","hatch","chicks","x.o160.w102_male_pituitary_hatch"
"4918","HTR2C",6.85979625035853,"male","pituitary","inc.d3","eggs","x.o163.w101_male_pituitary_inc.d3.NYNO"
"4919","HTR2C",7.16792118263079,"male","pituitary","n5","chicks","x.o164.w123_male_pituitary_n5.NYNO"
"4920","HTR2C",7.12039108679242,"male","pituitary","n9","chicks","x.o2_male_pituitary_n9"
"4921","HTR2C",7.16564440340178,"male","pituitary","bldg","reference","x.o30.g134_male_pituitary_bldg"
"4922","HTR2C",7.11570127433586,"male","pituitary","m.inc.d17","loss","x.o40.r70_male_pituitary_m.inc.d17"
"4923","HTR2C",7.38677140905396,"male","pituitary","inc.d9","eggs","x.o47.y82_male_pituitary_inc.d9"
"4924","HTR2C",6.80719058290712,"male","pituitary","m.n2","loss","x.o4_male_pituitary_m.hatch"
"4925","HTR2C",7.40097189069792,"male","pituitary","n5","chicks","x.o68_male_pituitary_n5"
"4926","HTR2C",6.92103222669136,"male","pituitary","m.inc.d17","loss","x.r10.w18_male_pituitary_m.inc.d17"
"4927","HTR2C",7.26112951046941,"male","pituitary","hatch","chicks","x.r178_male_pituitary_hatch"
"4928","HTR2C",7.34427704470214,"male","pituitary","n5","chicks","x.r181_male_pituitary_n5"
"4929","HTR2C",7.26243445945058,"male","pituitary","m.inc.d3","loss","x.r185_male_pituitary_m.inc.d3"
"4930","HTR2C",7.20877099256884,"male","pituitary","inc.d17","eggs","x.r29.w96_male_pituitary_inc.d17"
"4931","HTR2C",7.02309455196065,"male","pituitary","inc.d3","eggs","x.r64.g140_male_pituitary_inc.d3"
"4932","HTR2C",7.24844548411939,"male","pituitary","bldg","reference","x.r67.blu35_male_pituitary_bldg.NYNO"
"4933","HTR2C",7.06445912552625,"male","pituitary","inc.d9","eggs","x.w192.o157_male_pituitary_inc.d9"
"4934","HTR2C",6.78197751033099,"male","pituitary","control","reference","x.y.s.ATLAS_male_pituitary_control"
"4935","HTR2C",7.02535628331707,"male","pituitary","inc.d17","eggs","x.y132.w76_male_pituitary_inc.d17"
"4936","HTR2C",7.17032584269073,"male","pituitary","inc.d9","eggs","x.y141.w116_male_pituitary_inc.d9"
"4937","HTR2C",7.24358360059186,"male","pituitary","early","chicks","x.y51_male_pituitary_m.inc.d8"
"4938","HTR2C",7.17478413566087,"male","pituitary","prolong","eggs","x.y79_male_pituitary_prolong"
"4939","HTR2C",7.12994176375964,"male","pituitary","m.inc.d9","loss","y.w.blk_male_pituitary_m.inc.d9"
"4940","HTR2C",7.35551222446756,"male","pituitary","n9","chicks","y129.x_male_pituitary_n9"
"4941","HTR2C",7.14738403278195,"male","pituitary","n9","chicks","y131.w185.x_male_pituitary_n9"
"4942","HTR2C",7.23700820021513,"male","pituitary","inc.d17","eggs","y133.w77.r58_male_pituitary_inc.d17"
"4943","HTR2C",7.13425054826124,"male","pituitary","m.inc.d17","loss","y148.w81.g145_male_pituitary_m.inc.d17"
"4944","HTR2C",7.6208840788878,"male","pituitary","inc.d3","eggs","y149.r52.x_male_pituitary_inc.d3"
"4945","HTR2C",6.9983294567271,"male","pituitary","m.inc.d3","loss","y18.x_male_pituitary_m.inc.d3"
"4946","HTR2C",7.21745468028737,"male","pituitary","m.inc.d17","loss","y4.x_male_pituitary_m.inc.d17"
"4947","HTR2C",7.1617062795299,"male","pituitary","early","chicks","y55.x_male_pituitary_m.inc.d8"
"4948","HTR2C",7.00038144933166,"male","pituitary","m.inc.d9","loss","y63.x_male_pituitary_m.inc.d9"
"4949","HTR2C",7.12834441618158,"male","pituitary","inc.d9","eggs","y95.g131.x_male_pituitary_inc.d9"
"4950","HTR2C",7.10778444983394,"male","pituitary","inc.d3","eggs","y98.o50.x_male_pituitary_inc.d3"
"4951","KALRN",10.0240226614446,"male","pituitary","control","reference","L.Blu13_male_pituitary_control.NYNO"
"4952","KALRN",9.81230419162448,"male","pituitary","control","reference","L.G107_male_pituitary_control"
"4953","KALRN",9.58855079796788,"male","pituitary","control","reference","L.R3_male_pituitary_control.NYNO"
"4954","KALRN",9.21873514466921,"male","pituitary","control","reference","L.R8_male_pituitary_control"
"4955","KALRN",10.4961955489706,"male","pituitary","control","reference","L.W33_male_pituitary_control"
"4956","KALRN",8.84026573280212,"male","pituitary","control","reference","L.W3_male_pituitary_control"
"4957","KALRN",9.77614256979054,"male","pituitary","control","reference","L.W4_male_pituitary_control"
"4958","KALRN",9.30754787605522,"male","pituitary","control","reference","R.Y108.W29_male_pituitary_control"
"4959","KALRN",9.78653194856752,"male","pituitary","prolong","eggs","blk.s030.o.g_male_pituitary_prolong"
"4960","KALRN",9.23480298246712,"male","pituitary","n5","chicks","blk12.x_male_pituitary_n5"
"4961","KALRN",10.2286866380538,"male","pituitary","inc.d17","eggs","blk17.x_male_pituitary_inc.d17"
"4962","KALRN",9.27504021529944,"male","pituitary","m.inc.d3","loss","blk5.x_male_pituitary_m.inc.d3"
"4963","KALRN",9.44863669101994,"male","pituitary","m.n2","loss","blu10.w26.x_male_pituitary_m.hatch"
"4964","KALRN",8.60187988721836,"male","pituitary","hatch","chicks","blu104.w120.x_male_pituitary_hatch.NYNO"
"4965","KALRN",10.2096474491683,"male","pituitary","inc.d9","eggs","blu108.w40.o158_male_pituitary_inc.d9"
"4966","KALRN",9.17810255336442,"male","pituitary","inc.d3","eggs","blu111.w113.x_male_pituitary_inc.d3"
"4967","KALRN",9.5437060552544,"male","pituitary","inc.d17","eggs","blu113.w124.x_male_pituitary_inc.d17.NYNO"
"4968","KALRN",8.89642721245504,"male","pituitary","bldg","reference","blu114.r38.w198_male_pituitary_bldg"
"4969","KALRN",9.0051855968946,"male","pituitary","inc.d17","eggs","blu121.w91.x_male_pituitary_inc.d17"
"4970","KALRN",9.07222338895916,"male","pituitary","bldg","reference","blu33.y88.x_male_pituitary_bldg"
"4971","KALRN",9.98797909970817,"male","pituitary","n5","chicks","blu37.r65.x_male_pituitary_n5"
"4972","KALRN",10.3332644831978,"male","pituitary","n5","chicks","blu41.y100.x_male_pituitary_n5"
"4973","KALRN",9.05836477870631,"male","pituitary","n9","chicks","blu81.r88_male_pituitary_n9"
"4974","KALRN",10.4579078893202,"male","pituitary","m.n2","loss","blu84.x_male_pituitary_extend.hatch"
"4975","KALRN",10.2355743696011,"male","pituitary","n5","chicks","d.s008.y.blk_male_pituitary_n5"
"4976","KALRN",9.66394142846531,"male","pituitary","n5","chicks","d.s047.blk.o_male_pituitary_n5"
"4977","KALRN",9.71610451229221,"male","pituitary","m.inc.d3","loss","d.s110.g.blk_male_pituitary_m.inc.d3"
"4978","KALRN",9.47928278410671,"male","pituitary","m.inc.d3","loss","g.blk.s041.r_male_pituitary_m.inc.d3"
"4979","KALRN",9.83761622229784,"male","pituitary","m.inc.d17","loss","g.o.y.s037_male_pituitary_m.inc.d17"
"4980","KALRN",10.2202690293718,"male","pituitary","n9","chicks","g.s.blk.d_male_pituitary_n9"
"4981","KALRN",9.2304788192133,"male","pituitary","lay","eggs","g.s.blk.y_male_pituitary_lay"
"4982","KALRN",9.20030231956875,"male","pituitary","lay","eggs","g.s043.pu.blk_male_pituitary_lay"
"4983","KALRN",9.17073380050655,"male","pituitary","m.n2","loss","g.s075.pk.pu_male_pituitary_m.hatch"
"4984","KALRN",10.0977377967046,"male","pituitary","early","chicks","g.s111.r.blk_male_pituitary_m.inc.d8"
"4985","KALRN",9.04793149417022,"male","pituitary","early","chicks","g.s179.o.pk_male_pituitary_m.inc.d8"
"4986","KALRN",9.53741882621395,"male","pituitary","extend","chicks","g.s351.pk.w_male_pituitary_extend"
"4987","KALRN",10.1784634026716,"male","pituitary","prolong","eggs","g.y.o.s_male_pituitary_prolong"
"4988","KALRN",9.72117914364635,"male","pituitary","bldg","reference","g104.w82.x_male_pituitary_bldg"
"4989","KALRN",9.89948631740863,"male","pituitary","hatch","chicks","g114.w83.x_male_pituitary_hatch.NYNO"
"4990","KALRN",9.35046035121407,"male","pituitary","inc.d17","eggs","g130.y81.x_male_pituitary_inc.d17"
"4991","KALRN",10.2608794262866,"male","pituitary","early","chicks","g137.r24.w5_male_pituitary_m.inc.d8"
"4992","KALRN",10.1187266417609,"male","pituitary","inc.d17","eggs","g143.blu32.x_male_pituitary_inc.d17"
"4993","KALRN",10.2306761874886,"male","pituitary","inc.d3","eggs","g146.blu51_male_pituitary_inc.d3"
"4994","KALRN",9.32542886367268,"male","pituitary","inc.d3","eggs","g20.w106.x_male_pituitary_inc.d3"
"4995","KALRN",9.99139139166239,"male","pituitary","extend","chicks","g3.g119.w20_male_pituitary_extend"
