"net$unmergedColors","entrezid","row.names","Name","geneid"
"black","NP_001090993.1",395583,"SPRY1",395583
"black","NP_001034366.1",419713,"SRPR",419713
"black","NP_001006186.1",416821,"SSPO",416821
"black","XP_015136881.1",420574,"SSPO",420574
"black","XP_015131377.1",420871,"SSR1",420871
"black","NP_001006561.1",425656,"SSR2",425656
"black","NP_001264404.1",425027,"SSR3",425027
"black","XP_004947617.1",428201,"STC1",428201
"black","XP_015137455.1",420540,"STEAP1",420540
"black","NP_001026684.1",428444,"STT3B",428444
"black","XP_420616.3",422662,"SULT1E1",422662
"black","XP_004943918.1",427508,"SV2B",427508
"black","XP_015152157.1",419219,"SYCP2",419219
"black","XP_015138202.1",417830,"TBC1D30",417830
"black","XP_004935536.1",426319,"TBCE",426319
"black","NP_989475.1",373943,"TBX20",373943
"black","XP_004937903.2",418101,"TBXAS1",418101
"black","XP_004941928.2",423412,"TC2N",423412
"black","XP_015149059.1",373854,"TENM2",373854
"black","XP_015137423.1",420561,"TFPI2",420561
"black","NP_001103529.2",421398,"THADA",421398
"black","NP_001239150.1",396431,"THRB",396431
"black","XP_015137370.1",420585,"THSD7A",420585
"black","NP_001012708.1",415548,"TIPIN",415548
"black","XP_004945352.1",416611,"TMC5",416611
"black","NP_001012904.1",422344,"TMEM164",422344
"black","XP_001234722.2",772254,"TMEM196",772254
"black","XP_015130881.1",101748111,"TMEM233",101748111
"black","XP_004934985.1",771698,"TMEM81",771698
"black","XP_015153730.1",100859131,"TMPRSS13",100859131
"black","XP_004943272.1",424419,"TOR1AIP2",424419
"black","NP_989731.1",378918,"TRAM1",378918
"black","NP_001264437.1",416977,"TRIAP1",416977
"black","XP_015138631.1",428386,"TRIB1",428386
"black","XP_001234476.2",771180,"TRIM35",771180
"black","XP_420816.1",422871,"TRMT44",422871
"black","XP_420129.2",422126,"TSEN54",422126
"black","NP_990394.1",395937,"TSHB",395937
"black","XP_015140212.1",421849,"TTK",421849
"black","XP_414741.3",416428,"TXNDC11",416428
"black","NP_001001765.1",414879,"UBA5",414879
"black","NP_001264353.1",100858486,"UEVLD",100858486
"black","NP_001025998.1",418894,"UFM1",418894
"black","XP_015156518.1",427987,"UMODL1",427987
"black","XP_015136356.1",419030,"USP35",419030
"black","XP_003641830.1",100859365,"VEPH1",100859365
"black","NP_001090992.1",395329,"VIPR1",395329
"black","XP_015139595.1",421702,"VNN1",421702
"black","XP_015153800.1",431270,"VWA5A",431270
"black","XP_415806.3",417560,"WDR81",417560
"black","NP_001026352.2",423045,"WEE1",423045
"black","XP_015135440.1",417437,"WIPI1",417437
"black","NP_001006192.2",416918,"XBP1",416918
