"gene","lfc","padj","logpadj","direction","tissue"
"REG4",6.60094180180144,4.09188890217051e-09,8.38807616621826,"lay","pituitary"
"PROCA1",5.87899326628773,3.30887545828291e-09,8.48031957880521,"lay","pituitary"
"PRPH2",4.69217096850992,0.00728146158035135,2.13778143764149,"lay","pituitary"
"LOC101747844",3.85803854412973,0.0288134749708835,1.54040436165462,"lay","pituitary"
"LOC107054855",3.10915985248852,0.000197696877698366,3.70400018960933,"lay","pituitary"
"APOD",3.10019072765269,0.015597096480299,1.80695624138578,"lay","pituitary"
"TMEM88B",3.04055127337731,0.0408546797692009,1.38875818927762,"lay","pituitary"
"LOC769726",2.86471428985727,0.080291067674535,1.09533276699323,"lay","pituitary"
"CRABP1",2.63719990116683,0.00756932308485693,2.12094295717841,"lay","pituitary"
"DLK1",2.46378617484112,3.1851578644016e-05,4.49686903807291,"lay","pituitary"
"PLLP",2.45703736487827,0.0283514239006108,1.5474251245436,"lay","pituitary"
"NINJ2",2.35142923655768,0.0510327818472299,1.29215075720231,"lay","pituitary"
"ANO4",2.3170979423532,0.0336889798660278,1.47251213966485,"lay","pituitary"
"TMEM52",2.08437220177191,0.00718949880012268,2.14330138443325,"lay","pituitary"
"TNFRSF25",1.94631730306686,0.00872794353130835,2.05908807224104,"lay","pituitary"
"CNTN6",1.94406358465747,0.0156583471199477,1.80525408356618,"lay","pituitary"
"PLA2G4E",1.93261826750825,0.000322079278807743,3.4920372149162,"lay","pituitary"
"MTBP",1.91579933362389,0.050775196022109,1.29434839128788,"lay","pituitary"
"ASB11",1.81776928457081,0.00434115895425924,2.36239431190518,"lay","pituitary"
"APCDD1L",1.80746360143691,0.0409216884468097,1.38804645540943,"lay","pituitary"
"GRID2IP",1.7541108175793,4.86919152328472e-06,5.3125431427123,"lay","pituitary"
"LOC107050516",1.72863269040473,0.0498276229729137,1.30252983035594,"lay","pituitary"
"CLUL1",1.62001024246481,0.0349093647384204,1.45705805416803,"lay","pituitary"
"MCHR1",1.57420712710177,0.0470154258292954,1.32775962603475,"lay","pituitary"
"SLC10A4",1.507229053819,0.00396498470253284,2.40175848391218,"lay","pituitary"
"URAH",1.48272402144706,0.0327745058358775,1.48446384774984,"lay","pituitary"
"LRG1",1.44346847066389,0.0925024096404783,1.0338469539644,"lay","pituitary"
"CNP",1.40747982027382,0.0798627632846929,1.09765566711273,"lay","pituitary"
"GPRC6A",1.37806788046732,0.00148932029196683,2.82701189319796,"lay","pituitary"
"MT4",1.33426173413107,0.0103684303248121,1.98428698641435,"lay","pituitary"
"PAPLN",1.22894691158373,0.0864331915843732,1.06331945018527,"lay","pituitary"
"GATA2",1.22812489240069,0.000438249746436407,3.35827832650924,"lay","pituitary"
"MBP",1.19812558670059,0.0191755497528296,1.7172521762083,"lay","pituitary"
"CNTN4",1.1858127040628,2.33678762640543e-06,5.63138075567422,"lay","pituitary"
"GRIN2C",1.17528032122017,0.0916062790998406,1.03807475684579,"lay","pituitary"
"LOC100859848",1.15838713398426,0.0936927500646821,1.02829401347422,"lay","pituitary"
"TBX20",1.13137944224383,0.00954897616467653,2.02004319070608,"lay","pituitary"
"BCL11B",1.11999957098656,0.071921260854576,1.1431427075737,"lay","pituitary"
"BRINP2",1.10538432295087,0.0643856882411653,1.19121065761899,"lay","pituitary"
"GATA2",1.07994310683723,3.58466613927032e-07,6.44555128647442,"lay","pituitary"
"ZBTB16",1.03037164083698,0.0510327818472299,1.29215075720231,"lay","pituitary"
"ROM1",1.00371255760863,0.00160249577616029,2.79520310651598,"lay","pituitary"
"C8G",0.995800785001016,0.0936927500646821,1.02829401347422,"lay","pituitary"
"C18ORF42",0.948304756550642,0.018899503442678,1.72354960614093,"lay","pituitary"
"ATCAY",0.900101933905434,0.000419187657887713,3.37759151273752,"lay","pituitary"
"SFRP4",0.895887974847788,0.0916062790998406,1.03807475684579,"lay","pituitary"
"ESR1",0.885404548856172,3.62694695520018e-11,10.4404587960138,"lay","pituitary"
"DOC2B",0.845537400114943,0.0498276229729137,1.30252983035594,"lay","pituitary"
"NFKBIE",0.839686380841669,0.0206514265274287,1.6850499434462,"lay","pituitary"
"FADS6",0.811730459177111,0.0293445015096471,1.53247326367463,"lay","pituitary"
"AMPH",0.755423335440821,9.79825291442381e-08,7.00885135464076,"lay","pituitary"
"CHST8",0.743480866241715,0.0989032683044314,1.00478935670285,"lay","pituitary"
"OSBPL10",0.719845752391302,1.41378140634213e-07,6.84961773435679,"lay","pituitary"
"ITPR1",0.719392277316753,0.0570737439335315,1.24356363759049,"lay","pituitary"
"ZNF385B",0.71560908733411,0.013362278333112,1.87411948623628,"lay","pituitary"
"NT5DC3",0.690834965928107,0.00026810527885247,3.57169463490213,"lay","pituitary"
"GPD1L2",0.676206898018292,0.0721927461260396,1.14150643782785,"lay","pituitary"
"BLVRA",0.669249694824927,0.0043688966090613,2.35962823284719,"lay","pituitary"
"C1H12ORF63",0.648222162023984,0.0838307486991441,1.07659665510509,"lay","pituitary"
"CFAP57",0.624216201738738,0.0244199837280413,1.61225462977788,"lay","pituitary"
"NOS2",0.607311875793068,0.0547161306885671,1.2618846218146,"lay","pituitary"
"RAB3B",0.579630788718102,0.0108315681067742,1.96530866518258,"lay","pituitary"
"ITPR2",0.577507081606601,1.14050134452781e-06,5.94290419840078,"lay","pituitary"
"POLR3G",0.554407694012523,0.0408546797692009,1.38875818927762,"lay","pituitary"
"MXI1",0.535648461019066,0.0916062790998406,1.03807475684579,"lay","pituitary"
"NTNG1",0.534336982212917,0.0336889798660278,1.47251213966485,"lay","pituitary"
"GPR75",0.491355738886234,0.0162980543569516,1.78786423807912,"lay","pituitary"
"GSTZ1",0.490774638749563,0.069421062715836,1.15850874231988,"lay","pituitary"
"ZFYVE28",0.489226766644294,0.00128333175300009,2.89166106001409,"lay","pituitary"
"NOL4",0.477639025372867,0.00738165358826075,2.13184633955717,"lay","pituitary"
"COQ10B",0.473639745192418,0.0679058035436493,1.16809310732075,"lay","pituitary"
"B3GALT1",0.469045107596524,0.0698211455602661,1.15601302996439,"lay","pituitary"
"PKIA",0.448397660361009,0.0691046284003277,1.16049286403816,"lay","pituitary"
"EPHX1",0.438900505251002,0.0207057226207044,1.68390960820878,"lay","pituitary"
"ASTN1",0.433869739809033,0.0195566703596144,1.70870508449413,"lay","pituitary"
"HDAC9",0.431907392794793,0.0497043796802118,1.3036053419076,"lay","pituitary"
"ARRDC4",0.430203352573742,0.0190221774140745,1.7207397721098,"lay","pituitary"
"TMEM108",0.417366954824398,0.0702110287094957,1.15359466377512,"lay","pituitary"
"AADACL4",0.405375977893553,0.0318366135767323,1.49707313387263,"lay","pituitary"
"CNTN5",0.399586271476106,0.00131110230586559,2.8823634188062,"lay","pituitary"
"RTN1",0.385568211583044,0.0288134749708835,1.54040436165462,"lay","pituitary"
"CDS2",0.381720582045099,0.00421686533839209,2.37501026754739,"lay","pituitary"
"FAM189A1",0.375983780959793,0.0361732399650756,1.44161259060425,"lay","pituitary"
"PCBP2",0.368035925126606,0.0078457718600177,2.1053643244726,"lay","pituitary"
"DAP",0.36515942748089,0.0462902534526141,1.33451044132195,"lay","pituitary"
