"net$unmergedColors","entrezid","row.names","Name","geneid"
"magenta","XP_015150649.1",417366,"ACOX1",417366
"magenta","XP_015132518.1",424810,"ACSL3",424810
"magenta","XP_015144915.1",424099,"ADAM23",424099
"magenta","XP_015144917.1",424099,"ADAM23",424099
"magenta","XP_015131838.1",422689,"ANK2",422689
"magenta","XP_004937711.1",417926,"APAF1",417926
"magenta","XP_004938601.1",418761,"ARHGEF7",418761
"magenta","XP_414345.3",416003,"ASB14",416003
"magenta","XP_004943384.2",424898,"ATP13A3",424898
"magenta","XP_015139898.1",430770,"B3GALNT2",430770
"magenta","XP_015131862.1",771481,"BBS7",771481
"magenta","XP_015141532.1",422945,"C4H20ORF194",422945
"magenta","NP_001170793.2",768444,"CACNA2D1",768444
"magenta","XP_415279.4",416987,"CCDC60",416987
"magenta","XP_015135707.1",419023,"CCDC90B",419023
"magenta","XP_015128429.1",428001,"CDKL5",428001
"magenta","XP_015139459.1",421499,"CEP170",421499
"magenta","XP_015137006.1",420724,"CLASP2",420724
"magenta","XP_004938458.2",428005,"CLCN4",428005
"magenta","XP_004935700.1",769340,"CLDN20",769340
"magenta","XP_015150059.1",416632,"CLEC16A",416632
"magenta","XP_015149429.1",416293,"CNOT6",416293
"magenta","NP_001025563.1",415340,"COR7A",415340
"magenta","XP_015141289.1",422832,"CPEB2",422832
"magenta","XP_015145862.1",424351,"DENND1B",424351
"magenta","XP_004938728.1",769506,"DGKH",769506
"magenta","XP_003641811.1",424890,"DLG1",424890
"magenta","XP_015143778.1",423728,"DLG5",423728
"magenta","XP_015136164.1",427385,"DMXL1",427385
"magenta","NP_001186610.1",423246,"DNAL1",423246
"magenta","XP_004938627.1",418779,"DOCK9",418779
"magenta","XP_004942708.1",429012,"DYTN",429012
"magenta","XP_015139636.1",421703,"EPB41L2",421703
"magenta","XP_001232120.1",422747,"EXOC1",422747
"magenta","XP_015133745.1",422237,"FAM122A",422237
"magenta","XP_004940115.1",428384,"FAM135B",428384
"magenta","XP_419774.1",421742,"FAM26D",421742
"magenta","XP_015149653.1",416484,"FBXL18",416484
"magenta","XP_004940417.1",421798,"FBXL4",421798
"magenta","XP_428110.3",430553,"GAN",430553
"magenta","XP_425991.2",428431,"GPNMB",428431
"magenta","XP_015133445.1",421064,"GREB1L",421064
"magenta","XP_003643087.2",427297,"HOOK3",427297
"magenta","NP_001012594.1",422496,"HSPA4L",422496
"magenta","XP_004942214.2",423814,"IDE",423814
"magenta","NP_990620.1",396226,"ITGA6",396226
"magenta","XP_015136746.1",374058,"ITGB1",374058
"magenta","XP_004936231.1",422854,"JAKMIP1",422854
"magenta","XP_015138496.1",772061,"KCNC2",772061
"magenta","XP_015152643.1",419449,"KIF1B",419449
"magenta","XP_015152645.1",419449,"KIF1B",419449
"magenta","XP_015131286.1",417692,"KIF21A",417692
"magenta","NP_989906.1",395262,"LIFR",395262
"magenta","XP_004938696.1",418815,"LMO7",418815
"magenta","XP_015137731.1",107052636,"LOC107052636",107052636
"magenta","XP_015156190.1",107055538,"LOC107055538",107055538
"magenta","XP_015156292.1",107055646,"LOC107055646",107055646
"magenta","XP_015156870.1",107056348,"LOC107056348",107056348
"magenta","XP_015157505.1",107057034,"LOC107057034",107057034
"magenta","XP_015145146.1",424167,"LOC424167",424167
"magenta","XP_015155945.1",427010,"LOC427010",427010
"magenta","XP_015140843.1",769052,"LOC769052",769052
"magenta","XP_015133807.1",772071,"LOC772071",772071
"magenta","XP_004940903.1",422375,"LONRF3",422375
"magenta","NP_001177406.1",424545,"LPHN2",424545
"magenta","XP_015146967.1",424922,"LRCH3",424922
"magenta","XP_015148755.1",416083,"MAGI1",416083
"magenta","XP_015144815.1",424001,"MAP2",424001
"magenta","XP_001233169.1",423778,"MAPK8",423778
"magenta","XP_015143927.1",423778,"MAPK8",423778
"magenta","XP_004936417.1",423480,"MARK3",423480
"magenta","XP_015131348.1",420826,"MBOAT1",420826
"magenta","XP_015133331.1",418748,"MCF2L",418748
"magenta","XP_015141797.1",418164,"MICAL3",418164
"magenta","NP_990528.2",396116,"MMP16",396116
"magenta","NP_001032250.1",554283,"MORF4L1",554283
"magenta","XP_015147406.1",415432,"MYEF2",415432
"magenta","XP_015140428.1",421915,"MYT1L",421915
"magenta","XP_004943522.2",429156,"NAALADL2",429156
"magenta","XP_004941378.1",422977,"NAV2",422977
"magenta","XP_015137368.1",417869,"NAV3",417869
"magenta","XP_015136760.1",395148,"NEBL",395148
"magenta","XP_015144144.1",423903,"NHLRC2",423903
"magenta","XP_015135526.1",419012,"NOX4",419012
"magenta","NP_001280138.1",415316,"NPTN",415316
"magenta","XP_015135349.1",396202,"NRCAM",396202
"magenta","XP_015145829.1",424336,"NTNG1",424336
"magenta","XP_015134485.1",415380,"OTUD7A",415380
"magenta","XP_015138826.1",100857196,"PAPOLG",100857196
"magenta","XP_004938950.2",419021,"PCF11",419021
"magenta","XP_015143884.1",423796,"PCGF5",423796
"magenta","XP_015132293.1",374116,"PER2",374116
"magenta","XP_015137052.1",428411,"PFKP",428411
"magenta","XP_015144976.1",424054,"PGAP1",424054
"magenta","NP_001186364.1",416730,"PLCB4",416730
"magenta","XP_015147439.1",418183,"PLEKHA5",418183
"magenta","NP_990608.1",396214,"PLP1",396214
"magenta","NP_001072958.1",769547,"PNO1",769547
"magenta","XP_015137405.1",420568,"PPP1R9A",420568
"magenta","XP_015137408.1",420568,"PPP1R9A",420568
"magenta","XP_015142961.1",423460,"PPP2R5C",423460
"magenta","XP_015142275.1",423116,"PPP6R3",423116
"magenta","XP_015132722.1",395660,"PRLR",395660
"magenta","XP_015145515.1",424234,"PTPN4",424234
"magenta","XP_015142859.1",423327,"RALGAPA1",423327
"magenta","XP_015146018.1",424439,"RC3H1",424439
"magenta","XP_015135367.1",417410,"RHOT1",417410
"magenta","XP_015139926.1",426209,"RNF217",426209
"magenta","XP_015143328.1",423484,"RP11-73M18.2",423484
"magenta","NP_001274134.1",395796,"RPS27A",395796
"magenta","XP_015134000.1",422273,"RPS6KA6",422273
"magenta","XP_004942074.2",423687,"RUFY2",423687
"magenta","XP_015145225.1",771555,"SCN1A",771555
"magenta","XP_003641650.2",424180,"SCN3A",424180
"magenta","XP_015145123.1",395946,"SCN9A",395946
"magenta","XP_425404.3",427830,"SLC13A2",427830
"magenta","XP_015150313.1",418336,"SLC22A15",418336
"magenta","XP_004941933.1",772279,"SLC24A4",772279
"magenta","XP_015138943.1",396444,"SNAP25",396444
"magenta","XP_015140429.1",421913,"SNTG2",421913
"magenta","XP_015141077.1",422719,"SORBS2",422719
"magenta","XP_015151029.1",422095,"SPAG9",422095
"magenta","XP_004937577.1",417749,"SPAM1",417749
"magenta","XP_015131990.1",422586,"SPARCL1",422586
"magenta","XP_004937353.1",427168,"SREK1",427168
"magenta","XP_015134915.1",417105,"STRBP",417105
"magenta","XP_015143371.1",423509,"SYNE2",423509
"magenta","XP_004935395.1",428566,"SYT14",428566
"magenta","XP_015134218.1",423690,"TET1",423690
"magenta","XP_015152173.1",419215,"TGM3",419215
"magenta","XP_015137370.1",420585,"THSD7A",420585
"magenta","XP_015137837.1",420957,"TMEM245",420957
"magenta","XP_004936398.1",423471,"TRAF3",423471
"magenta","XP_015149467.1",427641,"TRPC7",427641
"magenta","XP_015141991.1",423061,"TUB",423061
"magenta","XP_015150824.1",417371,"UNK",417371
"magenta","XP_015149996.1",416593,"UNKL",416593
"magenta","XP_004936730.1",424553,"USP33",424553
"magenta","NP_001026250.1",421793,"USP45",421793
"magenta","XP_420711.1",422758,"USP46",422758
"magenta","NP_001155865.1",395436,"USPL1",395436
"magenta","XP_004943803.1",415376,"VPS13C",415376
"magenta","XP_015132020.1",422570,"WDR17",422570
"magenta","XP_015138304.1",420212,"WWP1",420212
"magenta","NP_001012965.1",428081,"XPO4",428081
"magenta","XP_004944277.1",415764,"ZNF507",415764
"magenta","XP_015138345.1",420194,"ZNF704",420194
