"gene","padj","logpadj","lfc","tissue","direction","row.names","geneid","entrezid"
"XP_414655.2",0.000140331496686915,3.85284484285519,-0.876836056234028,"pituitary","control",NA,NA,NA
"XP_426173.3",1.41553567916002e-05,4.84907917958957,-0.877116977014567,"pituitary","control",NA,NA,NA
"XP_420210.4",3.13788462932314e-09,8.50336302817082,-0.877268899040241,"pituitary","control",NA,NA,NA
"XP_015139164.1",0.0408721449264934,1.38857257037999,-0.877588646168319,"pituitary","control",NA,NA,NA
"XP_428110.3",0.00215006405090192,2.66754860215931,-0.87823000827804,"pituitary","control",NA,NA,NA
"XP_015137732.1",0.000558181733646687,3.25322437978979,-0.878798453749926,"pituitary","control",NA,NA,NA
"XP_003641325.1",0.0466183951668794,1.33144268109783,-0.878875287603354,"pituitary","control",NA,NA,NA
"XP_004936611.1",0.0577332570054758,1.23857394120905,-0.878931102351748,"pituitary","control",NA,NA,NA
"XP_015145862.1",3.04817850493961e-05,4.51595960378904,-0.87928220105597,"pituitary","control",NA,NA,NA
"XP_015156905.1",6.26185675581518e-16,15.2032968713838,-0.879631769335227,"pituitary","control",NA,NA,NA
"XP_004935925.2",0.0141928669710557,1.84792986783046,-0.879926983919203,"pituitary","control",NA,NA,NA
"XP_015141794.1",9.94141012319775e-06,5.00255200943684,-0.880435072690495,"pituitary","control",NA,NA,NA
"XP_015136436.1",0.0159137678347704,1.79822698213102,-0.88099115212929,"pituitary","control",NA,NA,NA
"XP_415451.2",1.78967486287826e-05,4.7472258618043,-0.882758780785604,"pituitary","control",NA,NA,NA
"XP_015138826.1",0.000866245859199444,3.06235882837567,-0.884027238435567,"pituitary","control",NA,NA,NA
"XP_422397.4",2.40812873250658e-06,5.61832030050272,-0.884042236623448,"pituitary","control",NA,NA,NA
"XP_015139068.1",0.00256162970750801,2.59148364883359,-0.884182779134746,"pituitary","control",NA,NA,NA
"XP_416333.4",0.0937093921690202,1.02821687909342,-0.884196570134432,"pituitary","control",NA,NA,NA
"XP_015133719.1",0.000165250566218132,3.78185704376372,-0.884380710926195,"pituitary","control",NA,NA,NA
"XP_015144958.1",3.7737784523646e-05,4.42322359959763,-0.88499743277,"pituitary","control",NA,NA,NA
"NP_001264810.1",0.00101714095916688,2.99261885676628,-0.885677109934972,"pituitary","control",NA,NA,NA
"XP_015145395.1",0.000120869043589159,3.91768491435753,-0.886041327852338,"pituitary","control",NA,NA,NA
"NP_001186402.1",7.69647444607633e-08,7.11370816823611,-0.88844188506038,"pituitary","control",NA,NA,NA
"XP_015151618.1",0.000241435823167134,3.61719829078567,-0.888608034154103,"pituitary","control",NA,NA,NA
"NP_001186255.1",0.0415884333554544,1.38102743928633,-0.888992222753661,"pituitary","control",NA,NA,NA
"XP_015134540.1",0.0469624688203057,1.3282490802687,-0.889419885741097,"pituitary","control",NA,NA,NA
"NP_989693.1",0.00934049607013942,2.02963005794516,-0.890671848482021,"pituitary","control",NA,NA,NA
"NP_001258911.1",4.04256069311937e-07,6.39334345107797,-0.892092194067598,"pituitary","control",NA,NA,NA
"XP_015148527.1",0.0156659618377003,1.80504293573394,-0.892323834841604,"pituitary","control",NA,NA,NA
"NP_001264423.1",7.15737605768699e-06,5.14524616379937,-0.89378524706943,"pituitary","control",NA,NA,NA
"NP_001186459.1",1.43377072566062e-07,6.84352029116567,-0.893836761595637,"pituitary","control",NA,NA,NA
"XP_015151531.1",0.0704264782057363,1.15226402868927,-0.893849706369309,"pituitary","control",NA,NA,NA
"XP_015135503.1",0.0021029987391467,2.67716098769494,-0.894337409829945,"pituitary","control",NA,NA,NA
"XP_004943872.1",3.94419270678884e-09,8.40404187429612,-0.895577432699682,"pituitary","control",NA,NA,NA
"NP_001091106.1",1.68030601265982e-07,6.77461161856749,-0.895649413599438,"pituitary","control",NA,NA,NA
"XP_015132999.1",1.06139267120459e-07,6.97412391545017,-0.895826153259159,"pituitary","control",NA,NA,NA
"XP_015138127.1",2.50435937072979e-05,4.60130335057091,-0.896530400083149,"pituitary","control",NA,NA,NA
"XP_015135927.1",2.0253283891317e-06,5.69350454972087,-0.899000571877249,"pituitary","control",NA,NA,NA
"XP_015148711.1",0.00641739608127262,2.19264115525415,-0.899830220705217,"pituitary","control",NA,NA,NA
"XP_015130687.1",0.00512610986490412,2.29021209007329,-0.899953027793409,"pituitary","control",NA,NA,NA
"XP_015138451.1",6.11631297738916e-10,9.21351029944099,-0.900586213480902,"pituitary","control",NA,NA,NA
"XP_015153132.1",0.0131894524510163,1.87977323344818,-0.901730254396893,"pituitary","control",NA,NA,NA
"XP_003642414.1",0.00139124973650114,2.8565949049114,-0.902524495749971,"pituitary","control",NA,NA,NA
"XP_004936054.1",0.0652083091850342,1.18569706065943,-0.903304696784044,"pituitary","control",NA,NA,NA
"XP_003640800.2",4.69896379662278e-06,5.32799790100546,-0.903762951173016,"pituitary","control",NA,NA,NA
"NP_989712.2",0.0291068483472137,1.5360048168736,-0.904620445639176,"pituitary","control",NA,NA,NA
"XP_015132290.1",2.86806081284895e-06,5.54241164435545,-0.906013351315754,"pituitary","control",NA,NA,NA
"XP_015148397.1",2.16667103038167e-11,10.6642070233989,-0.906462273194469,"pituitary","control",NA,NA,NA
"XP_003641499.1",1.02679956156029e-07,6.98851432544273,-0.906526675338027,"pituitary","control",NA,NA,NA
"XP_015146115.1",9.35903403636608e-06,5.02876897330511,-0.907357205519555,"pituitary","control",NA,NA,NA
"NP_989467.2",0.0925832868712933,1.03346740505325,-0.90752441213677,"pituitary","control",NA,NA,NA
"XP_421753.2",6.9756217671344e-15,14.1564170757962,-0.907820110371314,"pituitary","control",NA,NA,NA
"NP_001136319.1",0.0356858930147636,1.44750343085237,-0.907969112207614,"pituitary","control",NA,NA,NA
"NP_001264462.1",1.27059174213484e-05,4.89599397157035,-0.908350318463343,"pituitary","control",NA,NA,NA
"XP_015150950.1",0.0235707424884218,1.62762673679915,-0.90915907500533,"pituitary","control",NA,NA,NA
"NP_989752.1",7.70861567977984e-05,4.11302360594539,-0.910249942800269,"pituitary","control",NA,NA,NA
"NP_001157867.1",1.86223884969025e-16,15.7299646174202,-0.910402134144754,"pituitary","control",NA,NA,NA
"NP_990764.1",0.0612555006472593,1.21285490625341,-0.910465031256527,"pituitary","control",NA,NA,NA
"XP_015135692.1",9.47325112543907e-11,10.0235009498745,-0.911030646656127,"pituitary","control",NA,NA,NA
"NP_001075169.1",0.000329126122538392,3.48263764665109,-0.911805086963078,"pituitary","control",NA,NA,NA
"XP_015132767.1",1.94954005513759e-06,5.71006783739494,-0.912640153594374,"pituitary","control",NA,NA,NA
"XP_004940351.1",3.9252617481769e-06,5.40613137789996,-0.914432748980361,"pituitary","control",NA,NA,NA
"NP_001264284.1",2.57174893982279e-07,6.58977143052678,-0.915935395617136,"pituitary","control",NA,NA,NA
"XP_015148692.1",0.0153403291728575,1.81416532119396,-0.916421524703845,"pituitary","control",NA,NA,NA
"XP_015142747.1",5.22788849815383e-05,4.28167368374507,-0.916464658870891,"pituitary","control",NA,NA,NA
"XP_015137575.1",0.000613414039609537,3.21224628825707,-0.916806543744795,"pituitary","control",NA,NA,NA
"XP_015138921.1",0.000362537983592083,3.44064648509228,-0.916867474223346,"pituitary","control",NA,NA,NA
"NP_990554.1",2.33565509953421e-05,4.6315912880271,-0.918014053231719,"pituitary","control",NA,NA,NA
"XP_015134468.1",0.00121947373011222,2.91382755081576,-0.918403426708615,"pituitary","control",NA,NA,NA
"XP_415676.5",3.37602855578715e-08,7.47159388859605,-0.919415663927132,"pituitary","control",NA,NA,NA
"XP_003641721.2",6.76565832135785e-05,4.16968993869344,-0.919688321307315,"pituitary","control",NA,NA,NA
"XP_015152224.1",0.000107686213919301,3.96783989189239,-0.919857001873765,"pituitary","control",NA,NA,NA
"XP_015152981.1",0.0210916964742768,1.67588848712699,-0.9216837213631,"pituitary","control",NA,NA,NA
"XP_424533.2",4.11612749788707e-13,12.3855111813413,-0.921801167029597,"pituitary","control",NA,NA,NA
"XP_015145127.1",6.72925795975138e-15,14.1720328231093,-0.923428370122366,"pituitary","control",NA,NA,NA
"NP_989955.1",0.0381480405945197,1.41852776389105,-0.925391919530878,"pituitary","control",NA,NA,NA
"XP_015146325.1",0.000350497084836983,3.4553155898071,-0.925841598305665,"pituitary","control",NA,NA,NA
"NP_989745.1",2.37409038865045e-21,20.6245027501898,-0.926561482954115,"pituitary","control",NA,NA,NA
"XP_015146740.1",0.0336929546995777,1.4724609019469,-0.926947492187328,"pituitary","control",NA,NA,NA
"XP_421654.3",0.0610224541274999,1.21451033041044,-0.927532088179851,"pituitary","control",NA,NA,NA
"XP_015138365.1",0.0315206969914264,1.50140418787716,-0.927758177365109,"pituitary","control",NA,NA,NA
"XP_001235013.2",0.0277552970505364,1.55665412027885,-0.928208843886017,"pituitary","control",NA,NA,NA
"XP_015131184.1",1.11955897827737e-08,7.95095302288376,-0.929059168264857,"pituitary","control",NA,NA,NA
"XP_001234388.2",0.0117588733374557,1.92963428767878,-0.929977246947865,"pituitary","control",NA,NA,NA
"XP_015150082.1",0.0516526482745515,1.28690740693159,-0.930158168700102,"pituitary","control",NA,NA,NA
"XP_423016.4",0.0140924734460767,1.85101277483194,-0.930311669171246,"pituitary","control",NA,NA,NA
"XP_015140019.1",1.9072336707802e-06,5.71959609472878,-0.93057253961698,"pituitary","control",NA,NA,NA
"NP_001186474.1",0.0648263991716908,1.1882481009221,-0.931496686849779,"pituitary","control",NA,NA,NA
"NP_001012873.2",1.32181122504117e-06,5.87883056434883,-0.932281790645318,"pituitary","control",NA,NA,NA
"XP_015128884.1",0.0598360612789812,1.22303700172618,-0.93240723992791,"pituitary","control",NA,NA,NA
"XP_425999.4",0.0124659922909904,1.90427314601304,-0.933061237855452,"pituitary","control",NA,NA,NA
"XP_015141171.1",0.00944010826909241,2.02502302472738,-0.935156410619508,"pituitary","control",NA,NA,NA
"NP_001264684.1",2.13416752837661e-10,9.67077149222466,-0.935767047224334,"pituitary","control",NA,NA,NA
"XP_015142842.1",4.63032426092355e-08,7.3343885943387,-0.935986284129393,"pituitary","control",NA,NA,NA
"XP_015138223.1",0.000451204801215272,3.3456262877255,-0.936719877534064,"pituitary","control",NA,NA,NA
"XP_004938523.1",0.0611177715378646,1.21383248928924,-0.937539443150722,"pituitary","control",NA,NA,NA
"XP_015131889.1",4.2586812820858e-12,11.3707248611263,-0.937695277441084,"pituitary","control",NA,NA,NA
"NP_001188317.1",0.027786770808595,1.55616192107059,-0.937809772543434,"pituitary","control",NA,NA,NA
"XP_004940006.1",1.00983862611629e-05,4.99574802164971,-0.938624840282337,"pituitary","control",NA,NA,NA
"XP_426241.2",0.000524183236773822,3.28051687177751,-0.939842708792485,"pituitary","control",NA,NA,NA
"XP_003643075.3",0.0115005761118847,1.93928040347721,-0.941465835639388,"pituitary","control",NA,NA,NA
"XP_001233393.1",4.08278779062384e-13,12.3890431926355,-0.94148090643432,"pituitary","control",NA,NA,NA
"XP_004938524.1",0.0787637028301684,1.10367387505159,-0.942786562244813,"pituitary","control",NA,NA,NA
"XP_015135387.1",5.39040090676144e-07,6.26837893330688,-0.942837424520646,"pituitary","control",NA,NA,NA
"XP_015137900.1",8.36913579986882e-10,9.07731938510414,-0.945480069895548,"pituitary","control",NA,NA,NA
"XP_001235224.1",1.18633897577269e-05,4.92579120112904,-0.945790588604336,"pituitary","control",NA,NA,NA
"XP_004943856.2",0.002720498077018,2.56535157673869,-0.947167705571145,"pituitary","control",NA,NA,NA
"NP_001006401.1",0.000253106060810778,3.59669745521645,-0.948234204297082,"pituitary","control",NA,NA,NA
"XP_015152012.1",5.18178248445909e-07,6.28552082133511,-0.948284645987776,"pituitary","control",NA,NA,NA
"NP_990062.1",0.0554494644410492,1.25610264413016,-0.948720303969962,"pituitary","control",NA,NA,NA
"NP_001170793.2",1.44804818343139e-06,5.8392169868611,-0.948841294904628,"pituitary","control",NA,NA,NA
"XP_004946198.2",1.29041321404052e-05,4.88927119835042,-0.949296800619911,"pituitary","control",NA,NA,NA
"XP_414345.3",1.56076174123356e-08,7.80666338929191,-0.949402933136521,"pituitary","control",NA,NA,NA
"NP_001029985.1",0.00348751884075341,2.45748343750669,-0.950342558220438,"pituitary","control",NA,NA,NA
"XP_421072.5",0.00144344291980256,2.84060038539248,-0.950731140122153,"pituitary","control",NA,NA,NA
"XP_015136362.1",0.0197827049584061,1.70371432607594,-0.951093351231444,"pituitary","control",NA,NA,NA
"XP_015135843.1",5.68923500351078e-05,4.24494612659081,-0.951806937428002,"pituitary","control",NA,NA,NA
"XP_416745.1",0.000610854266366047,3.21406238855003,-0.951935351966156,"pituitary","control",NA,NA,NA
"XP_015130465.1",0.00131969416742099,2.87952670272643,-0.953417445728911,"pituitary","control",NA,NA,NA
"XP_004947446.1",0.00972867925210519,2.01194611476309,-0.953930951435956,"pituitary","control",NA,NA,NA
"XP_004936258.1",0.0433639242089065,1.36287142330643,-0.954115188134022,"pituitary","control",NA,NA,NA
"XP_004940733.1",0.0957676717317981,1.01878107085841,-0.954563201422281,"pituitary","control",NA,NA,NA
"XP_015132443.1",0.0245456434259166,1.61002557905963,-0.957928689181047,"pituitary","control",NA,NA,NA
"XP_001234724.1",9.17185398287023e-06,5.03754286791272,-0.958869388818589,"pituitary","control",NA,NA,NA
"NP_989716.1",0.00537194665717128,2.26986830847748,-0.959551001362933,"pituitary","control",NA,NA,NA
"NP_001186422.1",5.10934989602799e-05,4.29163435515471,-0.959802498444572,"pituitary","control",NA,NA,NA
"XP_004936083.1",0.00571804545611889,2.24275239650109,-0.960312624875414,"pituitary","control",NA,NA,NA
"XP_001231894.1",6.47933055186799e-06,5.18846986336532,-0.960643672804602,"pituitary","control",NA,NA,NA
"NP_989542.1",1.11017492109272e-22,21.9546085876275,-0.960673986461003,"pituitary","control",NA,NA,NA
"XP_015134485.1",1.7778294867812e-13,12.7501098949413,-0.960732996477145,"pituitary","control",NA,NA,NA
"XP_015136746.1",0.0282785288026612,1.54854318856347,-0.961652626401894,"pituitary","control",NA,NA,NA
"NP_001155865.1",0.00162222016037136,2.78989020564524,-0.962537757707524,"pituitary","control",NA,NA,NA
"XP_015137466.1",3.19399487521497e-09,8.49566578502523,-0.962598381712377,"pituitary","control",NA,NA,NA
"XP_015133242.1",0.0148697135536116,1.82769739753615,-0.962847815932428,"pituitary","control",NA,NA,NA
"NP_989727.1",0.0236427244998889,1.62630247842153,-0.963926066602423,"pituitary","control",NA,NA,NA
"NP_001039294.1",4.24020368335654e-16,15.372613281041,-0.964825302669052,"pituitary","control",NA,NA,NA
"XP_418894.2",2.35658929609971e-06,5.62771609926585,-0.965799602591972,"pituitary","control",NA,NA,NA
"XP_015131885.1",3.16893850273393e-07,6.49908618876251,-0.966064098317324,"pituitary","control",NA,NA,NA
"XP_003643500.2",5.02497389799297e-07,6.2988661898253,-0.967628841472491,"pituitary","control",NA,NA,NA
"NP_001182618.1",0.00133464531731541,2.87463413295005,-0.96895944825096,"pituitary","control",NA,NA,NA
"XP_015149136.1",0.000253777243295207,3.59554732453613,-0.969187540972828,"pituitary","control",NA,NA,NA
"XP_015155007.1",5.06902659909514e-09,8.29507542986361,-0.969974130649956,"pituitary","control",NA,NA,NA
"XP_015137862.1",0.0362426897121069,1.44077957910286,-0.970205145009204,"pituitary","control",NA,NA,NA
"XP_015141132.1",8.95466095239288e-09,8.04795085306368,-0.97172602173203,"pituitary","control",NA,NA,NA
"XP_004937790.2",0.0789066501517181,1.10288639346374,-0.972442357276909,"pituitary","control",NA,NA,NA
"XP_015136018.1",0.0489881350147066,1.30990909388188,-0.977827128312668,"pituitary","control",NA,NA,NA
"XP_015138345.1",8.00246108482551e-10,9.09677642910968,-0.979171664951474,"pituitary","control",NA,NA,NA
"XP_015139017.1",0.0260328943661975,1.58447754386203,-0.979334069694942,"pituitary","control",NA,NA,NA
"XP_417402.4",4.81897772787067e-09,8.31704508089639,-0.981867940586261,"pituitary","control",NA,NA,NA
"XP_417029.1",0.000262558327536366,3.58077420268358,-0.982017650870774,"pituitary","control",NA,NA,NA
"NP_001254748.1",0.0204440084414409,1.68943394839424,-0.982202969104736,"pituitary","control",NA,NA,NA
"NP_990581.1",1.03249747490027e-10,9.9861110017909,-0.982256855588586,"pituitary","control",NA,NA,NA
"XP_004935395.1",4.81516685533696e-07,6.31738865909052,-0.982258565981481,"pituitary","control",NA,NA,NA
"XP_417416.2",9.66178021294426e-05,4.01494284610754,-0.98458501901443,"pituitary","control",NA,NA,NA
"NP_990018.1",0.0167565047576475,1.77581656582339,-0.985682909091223,"pituitary","control",NA,NA,NA
"XP_015139926.1",1.62349529012715e-05,4.78954896695468,-0.986350895142131,"pituitary","control",NA,NA,NA
"XP_015133808.1",0.000102675691114959,3.98853236520766,-0.986381523215839,"pituitary","control",NA,NA,NA
"NP_001020004.1",0.0178794212805889,1.74764654251518,-0.986685391658855,"pituitary","control",NA,NA,NA
"NP_001072958.1",0.0171493398468629,1.76575259319455,-0.987129865368579,"pituitary","control",NA,NA,NA
"XP_015142712.1",0.0611392723985581,1.21367973399677,-0.987480934492805,"pituitary","control",NA,NA,NA
"NP_001138665.1",0.000691068327048562,3.16047901110171,-0.988102551827136,"pituitary","control",NA,NA,NA
"NP_001292599.2",0.000969238804960083,3.01356920654169,-0.98877818540511,"pituitary","control",NA,NA,NA
"XP_015147457.1",4.54518300414399e-08,7.34244862595359,-0.988988444792823,"pituitary","control",NA,NA,NA
"XP_004939926.1",7.28468662618469e-07,6.1375891260417,-0.991027380567844,"pituitary","control",NA,NA,NA
"XP_004943323.1",0.00102653179089619,2.98862759632067,-0.992166792477373,"pituitary","control",NA,NA,NA
"XP_015153392.1",4.53504327796979e-06,5.34341856410691,-0.992981821572842,"pituitary","control",NA,NA,NA
"NP_001171686.1",0.00295942802495289,2.52879221786341,-0.993145100460039,"pituitary","control",NA,NA,NA
"XP_413838.3",0.0147842906992694,1.83019950663213,-0.99377390411631,"pituitary","control",NA,NA,NA
"XP_001233674.1",0.096150947011133,1.01704643394569,-0.99568675386714,"pituitary","control",NA,NA,NA
"XP_015140933.1",1.95812774785248e-18,17.7081589783257,-0.995941328068251,"pituitary","control",NA,NA,NA
"XP_003643062.1",0.00047854797720489,3.32007451516858,-0.995942899248095,"pituitary","control",NA,NA,NA
"XP_420724.2",0.0349180458284835,1.45695006936664,-0.998176775492022,"pituitary","control",NA,NA,NA
"XP_015131611.1",9.20812028201744e-05,4.03582901632491,-0.998363923916879,"pituitary","control",NA,NA,NA
"XP_001235323.2",0.00581828224517963,2.23520521492965,-0.998598043717183,"pituitary","control",NA,NA,NA
"NP_001012543.1",0.0839847188652838,1.07579972722632,-0.998781955885476,"pituitary","control",NA,NA,NA
"XP_004937158.1",0.0366270936603136,1.43619754099597,-0.999883772111493,"pituitary","control",NA,NA,NA
"XP_420991.3",7.24189409119474e-09,8.14014783079573,-1.0021721937413,"pituitary","control",NA,NA,NA
"XP_015141175.1",0.00281197193123237,2.55098901870617,-1.00290314383563,"pituitary","control",NA,NA,NA
"XP_015132669.1",0.0378747574515502,1.42165013968543,-1.0031871986791,"pituitary","control",NA,NA,NA
"XP_015135110.1",0.0421339120905245,1.3753682152038,-1.00660305752469,"pituitary","control",NA,NA,NA
"XP_001232059.1",0.0269446654974541,1.56952720355104,-1.00682500834288,"pituitary","control",NA,NA,NA
"XP_015132475.1",0.0162995685191382,1.78782389205234,-1.0079007911031,"pituitary","control",NA,NA,NA
"NP_001012596.1",0.0226404859327427,1.6451142561214,-1.00927662880672,"pituitary","control",NA,NA,NA
"XP_015133445.1",0.0147842906992694,1.83019950663213,-1.00986573137232,"pituitary","control",NA,NA,NA
"XP_004943602.1",2.02988129419174e-05,4.69252935853253,-1.01104561604417,"pituitary","control",NA,NA,NA
"XP_425830.4",9.53603586493929e-05,4.02063212422339,-1.01188825927946,"pituitary","control",NA,NA,NA
"NP_001032250.1",1.12067983780655e-05,4.95051844140465,-1.01321380952477,"pituitary","control",NA,NA,NA
"XP_015132195.1",0.000922038072389398,3.03525114587993,-1.01331341799294,"pituitary","control",NA,NA,NA
"XP_015130868.1",0.000549968497164041,3.25966218668696,-1.01363175646828,"pituitary","control",NA,NA,NA
"XP_001231808.2",0.000801513086644456,3.09608938234156,-1.01364881695505,"pituitary","control",NA,NA,NA
"XP_003642337.1",0.0639861392336219,1.19391409330203,-1.0138494063616,"pituitary","control",NA,NA,NA
"XP_004935295.2",0.000279520100254329,3.55358695659449,-1.01384989828831,"pituitary","control",NA,NA,NA
"XP_015141672.1",0.00678467722206562,2.16847080887532,-1.01509075484962,"pituitary","control",NA,NA,NA
"XP_015138521.1",0.000180163022076184,3.74433434185982,-1.01675937037816,"pituitary","control",NA,NA,NA
"XP_015151327.1",1.33126131582055e-05,4.87573668766599,-1.01688118701935,"pituitary","control",NA,NA,NA
"NP_990394.1",0.0103706391750033,1.98419447585567,-1.01754377629701,"pituitary","control",NA,NA,NA
"XP_015145117.1",2.77328259594448e-16,15.5570058738026,-1.01756451679342,"pituitary","control",NA,NA,NA
"XP_015149705.1",0.0830661719791491,1.08057580309728,-1.01871700541666,"pituitary","control",NA,NA,NA
"XP_004944576.2",0.00867832076455344,2.06156430169459,-1.01875450071474,"pituitary","control",NA,NA,NA
"NP_990573.1",6.33039840221906e-16,15.1985689568957,-1.02017295214339,"pituitary","control",NA,NA,NA
"XP_015147406.1",6.81919219033139e-06,5.16626706934065,-1.02103263759613,"pituitary","control",NA,NA,NA
"NP_001006372.1",4.38795360126713e-14,13.3577379733535,-1.02140706620349,"pituitary","control",NA,NA,NA
"NP_990098.1",1.76300416142704e-10,9.75374666258289,-1.02182731670781,"pituitary","control",NA,NA,NA
"XP_015142275.1",3.50188181971091e-15,14.4556985144243,-1.02217446983225,"pituitary","control",NA,NA,NA
"XP_015152130.1",0.0010233996902468,2.98995471881214,-1.02224697739992,"pituitary","control",NA,NA,NA
"XP_421692.1",0.023098255774406,1.63642081388062,-1.0223204716756,"pituitary","control",NA,NA,NA
"NP_001274134.1",0.00649232357833759,2.18759984300717,-1.02269573746398,"pituitary","control",NA,NA,NA
"NP_001186610.1",0.00521742272386619,2.28254397462418,-1.0252119866773,"pituitary","control",NA,NA,NA
"XP_424100.4",0.00624265977907549,2.20463033319243,-1.02636866998128,"pituitary","control",NA,NA,NA
"XP_015141896.1",3.99599280482396e-09,8.39837530243506,-1.02644022619618,"pituitary","control",NA,NA,NA
"NP_990524.1",8.97607878165335e-05,4.04691334433578,-1.02771682151812,"pituitary","control",NA,NA,NA
"XP_015147339.1",0.000554293877107836,3.25625991872482,-1.02870337994675,"pituitary","control",NA,NA,NA
"XP_015137286.1",0.000356890929838004,3.44746448922943,-1.02886313052504,"pituitary","control",NA,NA,NA
"XP_004940992.1",1.82350202011758e-05,4.73909375122849,-1.03009596171726,"pituitary","control",NA,NA,NA
"NP_990259.1",0.0622223636121733,1.20605349557017,-1.03232252272026,"pituitary","control",NA,NA,NA
"XP_004940903.1",0.0108021912055345,1.96648813970308,-1.03400031971745,"pituitary","control",NA,NA,NA
"XP_004937024.2",6.35409709268202e-09,8.19694615329643,-1.03459987125316,"pituitary","control",NA,NA,NA
"XP_015140843.1",0.0142286173766404,1.84683729913349,-1.0355370503232,"pituitary","control",NA,NA,NA
"XP_422610.3",0.00432336379725063,2.36417821843561,-1.03656787554025,"pituitary","control",NA,NA,NA
"XP_004943495.1",0.0307223330561756,1.51254580703409,-1.03727656562964,"pituitary","control",NA,NA,NA
"XP_015137265.1",0.0518271311474288,1.28544283054546,-1.03751792255753,"pituitary","control",NA,NA,NA
"XP_004942592.1",0.0143192788915955,1.84407885222973,-1.03821158195701,"pituitary","control",NA,NA,NA
"XP_015144179.1",0.0106036491154475,1.97454465190709,-1.03863090559027,"pituitary","control",NA,NA,NA
"NP_001264027.1",1.34187409827665e-15,14.8722882300603,-1.03957324326244,"pituitary","control",NA,NA,NA
"XP_015136319.1",0.00492194007349139,2.30786367830295,-1.03994572605056,"pituitary","control",NA,NA,NA
"XP_421290.2",0.00185193385209787,2.73237452963137,-1.04075009595463,"pituitary","control",NA,NA,NA
"XP_015133415.1",0.0512803277170816,1.29004920803555,-1.04147984580565,"pituitary","control",NA,NA,NA
"NP_989704.1",0.00808230053499465,2.09246500464033,-1.04160413456395,"pituitary","control",NA,NA,NA
"XP_015135707.1",0.00216065399101167,2.66541477584043,-1.04221251058572,"pituitary","control",NA,NA,NA
"XP_015139907.1",7.17677842588251e-11,10.1440704618633,-1.0428751184287,"pituitary","control",NA,NA,NA
"XP_015140304.1",0.000698688878603586,3.15571616958312,-1.04432508268772,"pituitary","control",NA,NA,NA
"NP_001006190.1",0.0144129799699577,1.8412462169161,-1.04447796988485,"pituitary","control",NA,NA,NA
"NP_001289075.1",0.00249284517193442,2.60330469424497,-1.04473020881805,"pituitary","control",NA,NA,NA
"XP_015151776.1",0.0350261365896673,1.45560776306255,-1.04490659247868,"pituitary","control",NA,NA,NA
"XP_416969.1",2.59031138934683e-05,4.58664802489703,-1.04511402022631,"pituitary","control",NA,NA,NA
"NP_001264758.1",7.25355613252277e-16,15.1394490237617,-1.04585431918663,"pituitary","control",NA,NA,NA
"XP_015139947.1",7.56290952899855e-23,22.1213110948031,-1.04596983456567,"pituitary","control",NA,NA,NA
"XP_003640722.2",0.00364763599383294,2.43798850744816,-1.04685984519133,"pituitary","control",NA,NA,NA
"XP_015146171.1",2.44217644903752e-12,11.6122229611631,-1.04689136557336,"pituitary","control",NA,NA,NA
"XP_003642240.1",1.4013010754706e-32,31.8534685446801,-1.04859943826168,"pituitary","control",NA,NA,NA
"NP_006915.1",8.75328216952104e-05,4.05782907145359,-1.0488466790081,"pituitary","control",NA,NA,NA
"NP_001264295.1",9.22116778745765e-10,9.03521407552626,-1.04896162371283,"pituitary","control",NA,NA,NA
"NP_001171687.1",2.77166504739709e-13,12.5572592548887,-1.05153156810217,"pituitary","control",NA,NA,NA
"XP_015143555.1",1.24928613444098e-09,8.90333808013923,-1.05192417205448,"pituitary","control",NA,NA,NA
"XP_015155320.1",6.54085882975267e-06,5.18436522407107,-1.05491901832423,"pituitary","control",NA,NA,NA
"XP_015132543.1",0.000363260834456859,3.43978142376178,-1.05625268317547,"pituitary","control",NA,NA,NA
"NP_001026055.1",0.0377993658354176,1.42251548631328,-1.05686865381603,"pituitary","control",NA,NA,NA
"XP_414338.2",0.00317340757845853,2.49847414545147,-1.05793828206687,"pituitary","control",NA,NA,NA
"XP_004937804.1",0.0692886816970235,1.15933770157833,-1.05859420927799,"pituitary","control",NA,NA,NA
"XP_421162.4",0.00770351434698566,2.1133111042678,-1.05893729299262,"pituitary","control",NA,NA,NA
"XP_015145730.1",0.000642327378037685,3.192243566578,-1.05929110676682,"pituitary","control",NA,NA,NA
"XP_015146083.1",7.31916433774513e-05,4.13553850148581,-1.05970621597541,"pituitary","control",NA,NA,NA
"XP_414253.4",0.0132106905208417,1.87907448128377,-1.05980468582161,"pituitary","control",NA,NA,NA
"NP_001078828.1",0.016407783455237,1.78495008428378,-1.06037529854746,"pituitary","control",NA,NA,NA
"XP_004938365.1",1.81711145091592e-05,4.74061843480898,-1.06137399036091,"pituitary","control",NA,NA,NA
"XP_015132182.1",0.000791878725085789,3.10134132479803,-1.06140042812168,"pituitary","control",NA,NA,NA
"XP_424134.1",1.75996960300884e-06,5.75449483295831,-1.06245490350618,"pituitary","control",NA,NA,NA
"NP_989906.1",7.37592715550032e-06,5.13218338101631,-1.06273977841559,"pituitary","control",NA,NA,NA
"NP_001103457.1",0.0558680529245765,1.25283646411231,-1.06350760540539,"pituitary","control",NA,NA,NA
"NP_989754.1",1.30208696523163e-05,4.88536000865652,-1.06457298914021,"pituitary","control",NA,NA,NA
