"gene","padj","logpadj","lfc","tissue","direction","row.names","geneid","entrezid"
"XP_015149628.1",3.9252617481769e-06,5.40613137789996,0.57254777555735,"pituitary","bldg",NA,NA,NA
"XP_015145680.1",7.65913077404758e-05,4.11582051515263,0.571899832893545,"pituitary","bldg",NA,NA,NA
"XP_015128719.1",0.0123046339646884,1.90993130105752,0.571855874504974,"pituitary","bldg",NA,NA,NA
"XP_015130286.1",0.0447264497440981,1.34943557349602,0.571608295603965,"pituitary","bldg",NA,NA,NA
"NP_001264937.1",9.72164024966329e-08,7.01226045407786,0.571577530299383,"pituitary","bldg",NA,NA,NA
"NP_001012847.1",3.09079666781347e-08,7.50992956463945,0.571512653546067,"pituitary","bldg",NA,NA,NA
"NP_001025863.2",0.000405858446804701,3.39162541098184,0.570563757817172,"pituitary","bldg",NA,NA,NA
"XP_015149988.1",0.000822755047791586,3.08472944452881,0.570241484463912,"pituitary","bldg",NA,NA,NA
"NP_990261.1",0.0414545460503455,1.38242783625195,0.570232276320943,"pituitary","bldg",NA,NA,NA
"XP_414601.3",1.40079018495563e-06,5.85362690992471,0.570230714204809,"pituitary","bldg",NA,NA,NA
"XP_015142296.1",2.20230352394831e-05,4.65712282628536,0.570047032162683,"pituitary","bldg",NA,NA,NA
"XP_418271.3",3.43767477580954e-06,5.46373521251002,0.569593773587732,"pituitary","bldg",NA,NA,NA
"XP_015139481.1",0.00751757250164676,2.12392237474547,0.569401610968429,"pituitary","bldg",NA,NA,NA
"XP_015153068.1",0.00581312229975859,2.23559054001427,0.569254339944118,"pituitary","bldg",NA,NA,NA
"XP_015143488.1",0.00149024019158402,2.82674372791483,0.569179363254328,"pituitary","bldg",NA,NA,NA
"XP_015127987.1",0.0326371991685771,1.48628711823385,0.569100927953615,"pituitary","bldg",NA,NA,NA
"XP_015150789.1",0.000877752512882919,3.05662791853635,0.569084142594722,"pituitary","bldg",NA,NA,NA
"XP_015136574.1",3.13952963241394e-05,4.50313541350287,0.569073527674922,"pituitary","bldg",NA,NA,NA
"XP_425050.4",0.000688697975828858,3.16197119345965,0.568589627280802,"pituitary","bldg",NA,NA,NA
"XP_015153771.1",0.00250044785300072,2.60198219826096,0.568208788403426,"pituitary","bldg",NA,NA,NA
"NP_990486.2",5.34571871259025e-05,4.27199389720385,0.567486097951872,"pituitary","bldg",NA,NA,NA
"NP_999839.1",0.000137186295041773,3.86268927263091,0.56670441284465,"pituitary","bldg",NA,NA,NA
"XP_015148282.1",0.000483981444275261,3.31517128877572,0.56643932194113,"pituitary","bldg",NA,NA,NA
"XP_015138851.1",0.00149024019158402,2.82674372791483,0.565086771774812,"pituitary","bldg",NA,NA,NA
"NP_001026710.1",1.26390230724008e-06,5.89828649335286,0.564677208685477,"pituitary","bldg",NA,NA,NA
"XP_015154072.1",0.0124826191357144,1.90369428029096,0.563841678951916,"pituitary","bldg",NA,NA,NA
"XP_015131875.1",0.00265660638576306,2.57567278776301,0.563261408970154,"pituitary","bldg",NA,NA,NA
"XP_015154959.1",4.37754340136562e-08,7.35876953938954,0.562891485477978,"pituitary","bldg",NA,NA,NA
"NP_001006176.1",0.0280988129961419,1.55131202600645,0.562565611474091,"pituitary","bldg",NA,NA,NA
"XP_015149210.1",0.000345700136481327,3.46130044899946,0.561474273745416,"pituitary","bldg",NA,NA,NA
"XP_419261.3",4.50743624929251e-05,4.34607040698521,0.561432531153312,"pituitary","bldg",NA,NA,NA
"XP_004943493.1",1.23194227431023e-17,16.9094096416325,0.56138665151482,"pituitary","bldg",NA,NA,NA
"XP_015134818.1",0.037484742185743,1.42614547181785,0.560914133940961,"pituitary","bldg",NA,NA,NA
"XP_015135242.1",0.0306321512890873,1.51382250171869,0.560877244310033,"pituitary","bldg",NA,NA,NA
"XP_003641914.1",4.92962451398289e-06,5.30718615936691,0.560156454830812,"pituitary","bldg",NA,NA,NA
"XP_015142323.1",1.43377072566062e-07,6.84352029116567,0.559906598604809,"pituitary","bldg",NA,NA,NA
"XP_417851.5",0.0295170156726988,1.52992755411177,0.559740207846129,"pituitary","bldg",NA,NA,NA
"XP_015155263.1",1.6310901602861e-05,4.78752203219546,0.559526576418507,"pituitary","bldg",NA,NA,NA
"XP_015154866.1",0.000212036291457374,3.6735898002468,0.559237464638158,"pituitary","bldg",NA,NA,NA
"XP_015152964.1",0.00811466121448848,2.09072960716856,0.558772607905642,"pituitary","bldg",NA,NA,NA
"XP_015150354.1",0.000462636710110977,3.33475990903606,0.55831430621812,"pituitary","bldg",NA,NA,NA
"XP_015152478.1",0.0057340624177659,2.24153758387929,0.55716776035481,"pituitary","bldg",NA,NA,NA
"XP_015134192.1",4.31681308912135e-06,5.36483675517059,0.557098399845834,"pituitary","bldg",NA,NA,NA
"XP_015128166.1",2.42110542900946e-06,5.61598629843926,0.55683861525519,"pituitary","bldg",NA,NA,NA
"XP_015155494.1",0.028918272339785,1.53882765659571,0.556356159888959,"pituitary","bldg",NA,NA,NA
"NP_001107598.1",0.0739290463609835,1.13118489589681,0.55594506103273,"pituitary","bldg",NA,NA,NA
"XP_015143069.1",4.5143480870717e-05,4.34540495689625,0.554388144127978,"pituitary","bldg",NA,NA,NA
"XP_426988.3",4.25493055383946e-07,6.37110752378866,0.554333276627693,"pituitary","bldg",NA,NA,NA
"XP_004945316.1",0.0526095536349184,1.27893538295316,0.553949835048029,"pituitary","bldg",NA,NA,NA
"NP_001020475.1",5.56733876623726e-06,5.25435235156333,0.553874524409621,"pituitary","bldg",NA,NA,NA
"XP_015128537.1",0.0106743715495222,1.97165768450986,0.553735321732272,"pituitary","bldg",NA,NA,NA
"XP_004940755.1",0.0284949457062435,1.54523216618625,0.553353092111873,"pituitary","bldg",NA,NA,NA
"XP_015149035.1",5.35077961840395e-05,4.27158293586597,0.553318229582587,"pituitary","bldg",NA,NA,NA
"NP_001005346.1",0.0539071511313956,1.26835361902662,0.553317214911633,"pituitary","bldg",NA,NA,NA
"NP_001012860.1",5.24003439006496e-06,5.2806658627555,0.553307217104823,"pituitary","bldg",NA,NA,NA
"NP_990533.1",0.0154183691695118,1.81196156001643,0.553054279870576,"pituitary","bldg",NA,NA,NA
"XP_015131638.1",0.0260124911645368,1.58481805429376,0.553052619700162,"pituitary","bldg",NA,NA,NA
"XP_015135067.1",5.60938766646897e-08,7.25108454473101,0.553010102452626,"pituitary","bldg",NA,NA,NA
"XP_414878.2",0.00669076367649582,2.17452430950278,0.55288925178183,"pituitary","bldg",NA,NA,NA
"XP_004945676.1",1.37312292702055e-11,10.8622905813816,0.55287651485226,"pituitary","bldg",NA,NA,NA
"XP_417801.1",0.0674356122308865,1.17111069529178,0.552715994363117,"pituitary","bldg",NA,NA,NA
"XP_015131095.1",0.00138891520272908,2.85732426838119,0.552711357878865,"pituitary","bldg",NA,NA,NA
"NP_001025804.1",1.10378577421679e-05,4.95711520749757,0.552156448966453,"pituitary","bldg",NA,NA,NA
"XP_015143210.1",0.0969471926596939,1.0134647624497,0.551594996733553,"pituitary","bldg",NA,NA,NA
"NP_001034685.1",0.00358831245894598,2.44510974698587,0.550881819302668,"pituitary","bldg",NA,NA,NA
"XP_015129886.1",0.00597167868609035,2.22390356809571,0.550612069509931,"pituitary","bldg",NA,NA,NA
"XP_015153994.1",0.00469739233018403,2.32814316565912,0.550439179151439,"pituitary","bldg",NA,NA,NA
"NP_990534.1",0.000157094644305891,3.80383862074008,0.550352216646513,"pituitary","bldg",NA,NA,NA
"XP_004949769.1",0.000912442106960812,3.03979468130992,0.550239886626541,"pituitary","bldg",NA,NA,NA
"XP_424910.2",7.17453924855487e-06,5.14420598424349,0.550119344470755,"pituitary","bldg",NA,NA,NA
"XP_015149029.1",0.0010095877844046,2.99585591285209,0.550086555046226,"pituitary","bldg",NA,NA,NA
"XP_415126.1",2.40713902189106e-13,12.61849882676,0.54964683838411,"pituitary","bldg",NA,NA,NA
"NP_001090997.1",0.000380113265622031,3.42008697363311,0.549632054992412,"pituitary","bldg",NA,NA,NA
"NP_989751.1",0.0353439460293195,1.45168496464564,0.549322683500118,"pituitary","bldg",NA,NA,NA
"XP_004944196.1",0.000527814648691194,3.27751856076722,0.54913837563073,"pituitary","bldg",NA,NA,NA
"NP_989686.1",1.68850040308064e-11,10.7724988313533,0.548657170558519,"pituitary","bldg",NA,NA,NA
"XP_015148493.1",0.00479568169057733,2.31914965055515,0.548539028944808,"pituitary","bldg",NA,NA,NA
"XP_015135308.1",0.00415779487918608,2.38113693997689,0.548329214202885,"pituitary","bldg",NA,NA,NA
"XP_424391.5",0.00661932845432509,2.17918606847188,0.548213522391263,"pituitary","bldg",NA,NA,NA
"NP_990294.1",0.00565011536769749,2.24794268438536,0.547969042484771,"pituitary","bldg",NA,NA,NA
"XP_015128519.1",0.00526868181466978,2.27829802847328,0.547736205681044,"pituitary","bldg",NA,NA,NA
"XP_015145353.1",0.000362537983592083,3.44064648509228,0.547585636031214,"pituitary","bldg",NA,NA,NA
"XP_015128902.1",0.000431131537372602,3.36539020724138,0.547521380764843,"pituitary","bldg",NA,NA,NA
"NP_001006421.1",0.00948996762981912,2.02273526894414,0.547367357333923,"pituitary","bldg",NA,NA,NA
"XP_418747.2",0.00485502942388703,2.31380813370797,0.546171093842459,"pituitary","bldg",NA,NA,NA
"NP_001012959.1",0.0359725052097344,1.44402931584072,0.544869491955115,"pituitary","bldg",NA,NA,NA
"XP_015129651.1",0.0266402510714766,1.57446168646709,0.544838191727046,"pituitary","bldg",NA,NA,NA
"XP_015152788.1",0.000512934371549996,3.28993819804022,0.544702494002167,"pituitary","bldg",NA,NA,NA
"NP_001138320.1",0.0786811887075602,1.10412908742537,0.544502876739803,"pituitary","bldg",NA,NA,NA
"XP_015141553.1",0.000466400347412667,3.3312411347513,0.544397602966403,"pituitary","bldg",NA,NA,NA
"NP_001073200.1",3.35756079613124e-07,6.47397611471724,0.544036599260985,"pituitary","bldg",NA,NA,NA
"XP_015153311.1",0.00255828002966589,2.59205191932476,0.543931971811941,"pituitary","bldg",NA,NA,NA
"NP_001025906.1",0.000197875381226185,3.70360823541818,0.54376238901827,"pituitary","bldg",NA,NA,NA
"NP_001007087.1",0.00752945145379043,2.12323666248053,0.54359810592935,"pituitary","bldg",NA,NA,NA
"NP_001264454.1",0.000537494092388595,3.26962630472796,0.543042432379994,"pituitary","bldg",NA,NA,NA
"NP_989975.1",1.96271843017161e-08,7.70714199942888,0.54298186257085,"pituitary","bldg",NA,NA,NA
"XP_015155044.1",1.51640056263614e-05,4.81918606310756,0.542036103330996,"pituitary","bldg",NA,NA,NA
"XP_001233714.1",0.00929668124255925,2.03167205954023,0.541487670828686,"pituitary","bldg",NA,NA,NA
"NP_990574.1",0.000106498256916081,3.97265750037475,0.541322422907966,"pituitary","bldg",NA,NA,NA
"NP_001073228.1",1.89268010582697e-09,8.72292278276841,0.541231588649227,"pituitary","bldg",NA,NA,NA
"NP_001025769.1",1.83383248567129e-08,7.7366403381705,0.540489053203972,"pituitary","bldg",NA,NA,NA
"XP_015145696.1",0.00114174222889824,2.94243193567288,0.540063513344041,"pituitary","bldg",NA,NA,NA
"XP_418113.1",1.61287114677152e-09,8.79240032726782,0.539940637606241,"pituitary","bldg",NA,NA,NA
"NP_001025512.2",0.000244561918119959,3.61161116805999,0.539898505950181,"pituitary","bldg",NA,NA,NA
"XP_423078.3",0.0347210497896046,1.45940715242008,0.539716927990737,"pituitary","bldg",NA,NA,NA
"XP_015134559.1",0.00643688034697402,2.19132456375155,0.539494085097241,"pituitary","bldg",NA,NA,NA
"NP_989443.1",0.000249979982085368,3.60209476739973,0.539435490980698,"pituitary","bldg",NA,NA,NA
"XP_015151519.1",1.60559977819102e-19,18.7943627005171,0.539341376453045,"pituitary","bldg",NA,NA,NA
"NP_001025840.1",1.71133114998508e-20,19.7666659444649,0.53915060365655,"pituitary","bldg",NA,NA,NA
"XP_015152524.1",7.09254653975384e-06,5.14919780577646,0.538300165522504,"pituitary","bldg",NA,NA,NA
"XP_423512.2",0.000665894117623246,3.17659482156195,0.537677071449662,"pituitary","bldg",NA,NA,NA
"NP_990222.1",6.35409709268202e-09,8.19694615329643,0.537581197675056,"pituitary","bldg",NA,NA,NA
"XP_427238.2",0.00290605020403628,2.53669688723428,0.537313019242629,"pituitary","bldg",NA,NA,NA
"XP_015152764.1",8.14269926957216e-05,4.08923160450191,0.536886609854367,"pituitary","bldg",NA,NA,NA
"NP_001006574.1",2.39511288851205e-06,5.62067401222752,0.536059295059722,"pituitary","bldg",NA,NA,NA
"XP_417719.5",1.73479403179324e-07,6.76075208062272,0.535870824401608,"pituitary","bldg",NA,NA,NA
"XP_015153717.1",0.000473961886189618,3.32425658086401,0.535697880925696,"pituitary","bldg",NA,NA,NA
"XP_015155589.1",0.00201538971261806,2.69564096258754,0.53392091771432,"pituitary","bldg",NA,NA,NA
"NP_989659.1",7.77178758965512e-07,6.10947907759121,0.533880566126599,"pituitary","bldg",NA,NA,NA
"XP_015142170.1",1.79513583004095e-07,6.74590268468709,0.533624735986567,"pituitary","bldg",NA,NA,NA
"XP_015130043.1",0.0585258434276806,1.23265231888126,0.533265991055165,"pituitary","bldg",NA,NA,NA
"XP_003643067.1",0.0132325243496786,1.87835729817393,0.533237911374103,"pituitary","bldg",NA,NA,NA
"XP_004944104.1",0.0354992195959508,1.4497811942378,0.533078711555709,"pituitary","bldg",NA,NA,NA
"XP_003642042.2",0.00918331201725992,2.03700065960414,0.53291885323617,"pituitary","bldg",NA,NA,NA
"NP_990827.1",3.66222212387836e-09,8.43625531807662,0.532055154574695,"pituitary","bldg",NA,NA,NA
"XP_419250.4",0.00293722717860986,2.53206246185273,0.531914448535596,"pituitary","bldg",NA,NA,NA
"XP_015155648.1",8.83645085809928e-11,10.0537221334311,0.53182689566842,"pituitary","bldg",NA,NA,NA
"XP_015155930.1",0.0264224559649766,1.57802681721109,0.531746955957667,"pituitary","bldg",NA,NA,NA
"NP_990304.1",0.0232051227469374,1.63441612997382,0.531138130135416,"pituitary","bldg",NA,NA,NA
"XP_015130846.1",0.0540915732624747,1.26687038684644,0.53093008829499,"pituitary","bldg",NA,NA,NA
"XP_415059.2",2.60894081784505e-05,4.58353577248078,0.530896419521029,"pituitary","bldg",NA,NA,NA
"XP_015154265.1",0.017056698927838,1.76810501631885,0.530228562543801,"pituitary","bldg",NA,NA,NA
"XP_421496.3",0.0100947817523467,1.9959030659998,0.529966053287591,"pituitary","bldg",NA,NA,NA
"XP_423657.3",5.64504049024872e-06,5.24833293865867,0.52890709005388,"pituitary","bldg",NA,NA,NA
"XP_015138688.1",0.0406092576835268,1.39137494911855,0.528667755550454,"pituitary","bldg",NA,NA,NA
"XP_004940124.1",0.0144393108621214,1.84045353363064,0.528536749235259,"pituitary","bldg",NA,NA,NA
"XP_004938502.1",5.07845429197476e-06,5.29426845201035,0.528516509124169,"pituitary","bldg",NA,NA,NA
"XP_421810.5",0.0960373750650459,1.01755971877687,0.528094334782282,"pituitary","bldg",NA,NA,NA
"NP_001257896.1",4.25123755624218e-06,5.37148462627669,0.527807677461186,"pituitary","bldg",NA,NA,NA
"XP_015148774.1",0.000119502013731716,3.92262477634594,0.527445721995435,"pituitary","bldg",NA,NA,NA
"XP_015136636.1",0.0138904688769128,1.85728309427541,0.527193284162626,"pituitary","bldg",NA,NA,NA
"XP_004936595.2",0.0146965957644445,1.83278325109757,0.527129011142606,"pituitary","bldg",NA,NA,NA
"XP_015140679.1",0.00651228649688354,2.18626650165715,0.526867068191196,"pituitary","bldg",NA,NA,NA
"XP_015152084.1",1.51977427050895e-06,5.81822091228703,0.52669555927985,"pituitary","bldg",NA,NA,NA
"XP_015141615.1",0.00116328913852892,2.93431232683579,0.526470160679199,"pituitary","bldg",NA,NA,NA
"NP_001006359.1",0.0130823847587576,1.88331308222224,0.526172683434819,"pituitary","bldg",NA,NA,NA
"XP_015130260.1",0.0535147913920722,1.271526163173,0.526075961495,"pituitary","bldg",NA,NA,NA
"XP_003641839.3",0.00227991427198243,2.64208148278241,0.525979992709862,"pituitary","bldg",NA,NA,NA
"XP_015155638.1",1.46679005277315e-07,6.83363204392576,0.525937199522743,"pituitary","bldg",NA,NA,NA
"NP_001026343.1",0.00346805804997393,2.4599136417113,0.52552121604338,"pituitary","bldg",NA,NA,NA
"XP_015148140.1",0.00801687694335297,2.09599478264097,0.525281214485055,"pituitary","bldg",NA,NA,NA
"NP_001026226.1",0.00214328221958199,2.66892063888013,0.525003048148957,"pituitary","bldg",NA,NA,NA
"XP_015147673.1",0.000338523996651039,3.47041054043896,0.524740151585951,"pituitary","bldg",NA,NA,NA
"XP_015147337.1",0.00109511077684539,2.96054194718066,0.524523647774014,"pituitary","bldg",NA,NA,NA
"NP_990712.1",1.19626587433036e-05,4.92217228613185,0.524036317472985,"pituitary","bldg",NA,NA,NA
"NP_990441.1",0.000878737726214067,3.05614072794621,0.523925128280633,"pituitary","bldg",NA,NA,NA
"NP_001026757.1",0.0616776280292473,1.20987233653974,0.523622933411072,"pituitary","bldg",NA,NA,NA
"NP_990279.1",0.00375068182270534,2.42588977629298,0.523590527881869,"pituitary","bldg",NA,NA,NA
"XP_015155622.1",3.69727436666006e-06,5.43211832018556,0.523505849767922,"pituitary","bldg",NA,NA,NA
"NP_001292131.1",0.0271806165695498,1.56574069588476,0.523490209162247,"pituitary","bldg",NA,NA,NA
"XP_015134517.1",0.0119398715869215,1.92300034400994,0.523340257647736,"pituitary","bldg",NA,NA,NA
"XP_015128468.1",0.00475201833497393,2.32312189236132,0.523305262421935,"pituitary","bldg",NA,NA,NA
"XP_015146711.1",2.95864888873798e-10,9.52890657074042,0.523203995631466,"pituitary","bldg",NA,NA,NA
"XP_015137227.1",9.95020439867838e-09,8.00216799781645,0.5226115433279,"pituitary","bldg",NA,NA,NA
"XP_003640381.1",0.00149559223521747,2.8251867982724,0.522466701091088,"pituitary","bldg",NA,NA,NA
"XP_001233341.3",1.34849295452511e-08,7.87015131826475,0.522366436743924,"pituitary","bldg",NA,NA,NA
"XP_015130900.1",1.55770338130184e-12,11.8075152373746,0.52212228142953,"pituitary","bldg",NA,NA,NA
"XP_420141.1",3.77544328794516e-05,4.42303204901335,0.521974474894907,"pituitary","bldg",NA,NA,NA
"XP_015151583.1",0.000175564057523925,3.75556439057548,0.521809274218307,"pituitary","bldg",NA,NA,NA
"XP_004942521.1",0.0215091830029705,1.66737608538381,0.52134727336914,"pituitary","bldg",NA,NA,NA
"NP_990077.1",1.52907537856968e-05,4.81557110471852,0.520626029039893,"pituitary","bldg",NA,NA,NA
"NP_001264642.1",0.0127902358686597,1.89312144648985,0.520444954561755,"pituitary","bldg",NA,NA,NA
"XP_015136410.1",0.0165833330721676,1.78032817647749,0.519875475185718,"pituitary","bldg",NA,NA,NA
"XP_001234026.4",2.21061867548668e-06,5.6554861653428,0.519817491270496,"pituitary","bldg",NA,NA,NA
"NP_990066.1",0.000320675115577639,3.49393474006103,0.519498044403682,"pituitary","bldg",NA,NA,NA
"XP_004945352.1",0.0044583213621591,2.35082863016215,0.519356562075057,"pituitary","bldg",NA,NA,NA
"XP_015128610.1",0.0011834097509512,2.9268648565844,0.519326229600691,"pituitary","bldg",NA,NA,NA
"XP_015155093.1",0.0268173354293986,1.571584375843,0.519213149151703,"pituitary","bldg",NA,NA,NA
"XP_424383.4",0.0517343352238997,1.28622112714032,0.51920498702056,"pituitary","bldg",NA,NA,NA
"XP_015155705.1",0.00501781836450722,2.29948506337213,0.518823266739469,"pituitary","bldg",NA,NA,NA
"XP_015129710.1",0.0267908657496443,1.57201325189317,0.518437567281801,"pituitary","bldg",NA,NA,NA
"NP_001026072.1",0.000142830399002286,3.84517935058557,0.517846081971747,"pituitary","bldg",NA,NA,NA
"XP_015129279.1",0.0521811641738512,1.28248623591729,0.516422351974034,"pituitary","bldg",NA,NA,NA
"XP_015142997.1",1.07375454393155e-07,6.96909498530252,0.515708676961668,"pituitary","bldg",NA,NA,NA
"NP_001007889.1",2.01118665930093e-09,8.69654762043139,0.515197545160242,"pituitary","bldg",NA,NA,NA
"XP_015145487.1",6.9261205098348e-06,5.15950995628916,0.514813838615149,"pituitary","bldg",NA,NA,NA
"NP_001001298.1",0.0695540354342785,1.15767766774242,0.514760434948255,"pituitary","bldg",NA,NA,NA
"XP_015140415.1",0.000989586271112817,3.0045463384611,0.514377578070031,"pituitary","bldg",NA,NA,NA
"XP_015155350.1",0.000276252716372394,3.55869344290053,0.513738582449032,"pituitary","bldg",NA,NA,NA
"NP_001186404.1",0.00364926029389176,2.43779515823876,0.513393418249587,"pituitary","bldg",NA,NA,NA
"XP_015154852.1",0.00136675650297638,2.86430885107457,0.512402625212993,"pituitary","bldg",NA,NA,NA
"NP_001026735.1",1.92509542875865e-05,4.71554773724324,0.51214674036679,"pituitary","bldg",NA,NA,NA
"XP_003642836.1",6.81005723568076e-12,11.1668492380085,0.511367436295601,"pituitary","bldg",NA,NA,NA
"NP_001264514.1",0.000915380652840154,3.03839827090539,0.510798954104699,"pituitary","bldg",NA,NA,NA
"NP_001006317.2",0.00248724194672589,2.6042819666331,0.51053811184847,"pituitary","bldg",NA,NA,NA
"XP_001233620.1",0.0110296469918695,1.95743838710074,0.51030023450353,"pituitary","bldg",NA,NA,NA
"XP_015132299.1",0.00463474179441973,2.33397445577672,0.51028062193926,"pituitary","bldg",NA,NA,NA
"XP_015149068.1",0.00288633356154272,2.53965348073858,0.510011872449978,"pituitary","bldg",NA,NA,NA
"NP_001268866.1",0.00366630289797687,2.43577165789923,0.510000217523664,"pituitary","bldg",NA,NA,NA
"XP_015133848.1",0.00027553043958695,3.55983041490881,0.50990494202772,"pituitary","bldg",NA,NA,NA
"XP_015138435.1",4.50108049381469e-08,7.34668322040812,0.509300441511375,"pituitary","bldg",NA,NA,NA
"NP_990052.1",0.0167533374027443,1.77589866497231,0.508954689801554,"pituitary","bldg",NA,NA,NA
"XP_003642860.1",0.00683695899127208,2.16513702503161,0.508600535835369,"pituitary","bldg",NA,NA,NA
"XP_015133575.1",1.18079844849281e-06,5.92782422616081,0.50859805828615,"pituitary","bldg",NA,NA,NA
"NP_001035002.1",0.00527176064959382,2.27804431596343,0.508330991554295,"pituitary","bldg",NA,NA,NA
"XP_015152075.1",0.0346645062172476,1.46011498178144,0.508320526093378,"pituitary","bldg",NA,NA,NA
"XP_426403.4",0.0296225391111283,1.52837771844511,0.508066771392002,"pituitary","bldg",NA,NA,NA
"XP_015131536.1",4.48379243251402e-06,5.34835450033672,0.507825083858279,"pituitary","bldg",NA,NA,NA
"XP_015151737.1",0.00330847102214088,2.48037266485277,0.507391302282352,"pituitary","bldg",NA,NA,NA
"XP_015148058.1",0.0218508251168779,1.66053215883355,0.506978035603099,"pituitary","bldg",NA,NA,NA
"XP_015153813.1",0.000756808005232399,3.12101428277715,0.506465321605373,"pituitary","bldg",NA,NA,NA
"XP_414155.4",5.08843340312291e-08,7.29341590510953,0.505669749174905,"pituitary","bldg",NA,NA,NA
"XP_004941647.1",3.12390031495709e-08,7.50530283310293,0.505521037767039,"pituitary","bldg",NA,NA,NA
"NP_001012972.1",0.000990483091657381,3.00415293381809,0.505296171565833,"pituitary","bldg",NA,NA,NA
"XP_015155431.1",0.0729220509448329,1.13714112524062,0.505048321229786,"pituitary","bldg",NA,NA,NA
"XP_420196.4",0.00839863422902456,2.07579133239333,0.504681448644223,"pituitary","bldg",NA,NA,NA
"XP_015135481.1",0.000221440125055492,3.65474368196099,0.504010521810448,"pituitary","bldg",NA,NA,NA
"XP_015154507.1",6.33039840221906e-16,15.1985689568957,0.503821536870399,"pituitary","bldg",NA,NA,NA
"XP_015153589.1",0.00213724617915819,2.67014545065191,0.503743517638772,"pituitary","bldg",NA,NA,NA
"NP_001026346.2",0.00540291288454023,2.26737203487955,0.503509473687406,"pituitary","bldg",NA,NA,NA
"XP_004936820.1",6.34782973027309e-06,5.19737473097116,0.503458224033373,"pituitary","bldg",NA,NA,NA
"XP_015155687.1",0.0747639600931697,1.12630770299863,0.503107697093318,"pituitary","bldg",NA,NA,NA
"XP_015145932.1",0.0179279515462111,1.74646933023703,0.502901598146745,"pituitary","bldg",NA,NA,NA
"NP_001264647.1",0.0577332570054758,1.23857394120905,0.501690645930108,"pituitary","bldg",NA,NA,NA
"NP_001012573.2",1.07623751459129e-05,4.96809187375019,0.501255110884517,"pituitary","bldg",NA,NA,NA
"XP_427387.4",0.00248635252751074,2.60443729488246,0.501004526176036,"pituitary","bldg",NA,NA,NA
"NP_001001778.2",0.00751691105152787,2.12396058878,0.500888537426626,"pituitary","bldg",NA,NA,NA
"NP_989813.1",0.000369956713727435,3.43184908698449,0.500510586207094,"pituitary","bldg",NA,NA,NA
"XP_015146341.1",0.0420627998368847,1.37610182263307,0.500082923686588,"pituitary","bldg",NA,NA,NA
"NP_001012804.1",5.14184983087365e-08,7.28888061119671,0.49947327150151,"pituitary","bldg",NA,NA,NA
"XP_015136207.1",0.000154693744617122,3.81052724760117,0.499365873382015,"pituitary","bldg",NA,NA,NA
"XP_015150164.1",0.00550359665367879,2.25935340208003,0.49899483752071,"pituitary","bldg",NA,NA,NA
"XP_015153756.1",0.0192972096373756,1.71450548512184,0.498949553293697,"pituitary","bldg",NA,NA,NA
"XP_015154860.1",1.71177889035844e-05,4.76655233364182,0.498768755793949,"pituitary","bldg",NA,NA,NA
"XP_421999.5",0.00713377992182012,2.14668029284087,0.498539654072244,"pituitary","bldg",NA,NA,NA
"XP_015152048.1",3.22486042770789e-07,6.49148907693197,0.498258392380382,"pituitary","bldg",NA,NA,NA
"XP_425551.4",0.066270869580818,1.17867733072665,0.497770983070103,"pituitary","bldg",NA,NA,NA
"XP_015155805.1",0.0254118761859435,1.59496326934073,0.49747330186591,"pituitary","bldg",NA,NA,NA
"XP_015153042.1",0.00192433862305969,2.71571850340717,0.497094746154253,"pituitary","bldg",NA,NA,NA
"NP_001006186.1",8.31224613106535e-06,5.08028160551574,0.496852112995454,"pituitary","bldg",NA,NA,NA
"XP_015149361.1",0.00824358102159319,2.08388408926474,0.496772064923933,"pituitary","bldg",NA,NA,NA
"XP_015142525.1",0.0109500386206123,1.96058434907142,0.496742438905701,"pituitary","bldg",NA,NA,NA
"XP_015140973.1",0.0115085469481666,1.93897950627719,0.496693489361347,"pituitary","bldg",NA,NA,NA
"XP_015143705.1",5.91719776155502e-05,4.22788391571254,0.496143963975538,"pituitary","bldg",NA,NA,NA
"NP_990155.1",6.14441374358639e-05,4.21151954810242,0.496125568656312,"pituitary","bldg",NA,NA,NA
"XP_001233932.1",0.0521147608854011,1.28303925053669,0.496048068000162,"pituitary","bldg",NA,NA,NA
"XP_004947874.1",0.00813801628857899,2.08948144522335,0.49604668514135,"pituitary","bldg",NA,NA,NA
"XP_015128528.1",0.0468110629721571,1.32965149692638,0.495533224103135,"pituitary","bldg",NA,NA,NA
"XP_417598.4",0.0626984154313561,1.20274343489678,0.494847687738311,"pituitary","bldg",NA,NA,NA
"NP_001264489.1",0.00242126426726967,2.61595780719044,0.494615099062356,"pituitary","bldg",NA,NA,NA
"NP_989721.2",9.88426193955643e-10,9.00505575402303,0.494199522110847,"pituitary","bldg",NA,NA,NA
"XP_419012.4",5.29808127619386e-21,20.275881383613,0.494116605167478,"pituitary","bldg",NA,NA,NA
"NP_001026133.2",0.00432069235189617,2.36444665584348,0.493991528171417,"pituitary","bldg",NA,NA,NA
"XP_419245.5",0.00247294062232461,2.60678631134042,0.493346381469393,"pituitary","bldg",NA,NA,NA
"XP_004937186.2",0.00434010574962944,2.36249968847804,0.493243547437412,"pituitary","bldg",NA,NA,NA
"XP_001233623.3",0.0619528491130233,1.20793871631597,0.493215274435758,"pituitary","bldg",NA,NA,NA
