"gene","padj","logpadj","lfc","tissue","direction"
"IQCG",4.88858220568911e-240,239.310817077385,37.9435822274196,"gonads","n9"
"C20H20ORF195",5.08074920735731e-42,41.2940722419228,13.3564235637447,"gonads","n9"
"FAM229A",3.49026059144637e-42,41.4571421463353,12.4412893214045,"gonads","n9"
"DLEU7",3.81375071047802e-30,29.4186476984432,11.7858647575306,"gonads","n9"
"C3H2ORF70",2.28330824781566e-31,30.6414354545681,11.7780632025609,"gonads","n9"
"LOC107049904",1.69328590436183e-15,14.7712697068624,10.6715312334279,"gonads","n9"
"LOC425470",1.18162222009148e-26,25.9275213508271,10.3657002390479,"gonads","n9"
"COL10A1",3.69292030267737e-19,18.4326300648053,8.3360412832754,"gonads","n9"
"LOC107049112",8.89231981672233e-13,12.0509849260743,7.92211050133845,"gonads","n9"
"OVALX",0.00180055935925982,2.74459255661758,7.0572380584986,"gonads","n9"
"RBP",1.1408885675949e-21,20.9427567717448,6.67488155463317,"gonads","n9"
"RAB6A",0.000142432565525293,3.84639070303769,5.22218680701973,"gonads","n9"
"LOC107053409",4.0810950957027e-05,4.389223285389,5.13379784521649,"gonads","n9"
"LOC418356",8.16435443876139e-06,5.08807814953939,4.73272235785821,"gonads","n9"
"OvoDA1",0.00220724899636547,2.65614867198203,4.71755777965492,"gonads","n9"
"LOC101752276",0.000237581786980453,3.62418685542933,4.49504793161315,"gonads","n9"
"LOC101748683",2.46562387422732e-05,4.60807317340381,4.30403269744329,"gonads","n9"
"SPINK7",0.0222511188768666,1.65264814603892,4.29397088112657,"gonads","n9"
"OCX36",0.000908733847781162,3.04156329539767,4.17480765574107,"gonads","n9"
"ODF1",0.00024720206989827,3.60694789708794,4.08471755195084,"gonads","n9"
"LOC100859381",0.000158323829619134,3.80045371373381,4.00553304789381,"gonads","n9"
"OVST",0.0200089199661366,1.69877635291332,3.91858581209134,"gonads","n9"
"LOC101747625",0.000911764482029115,3.04011732983444,3.91640633898888,"gonads","n9"
"C19ORF71",0.000724537431076373,3.13993917307755,3.9042236742637,"gonads","n9"
"ZNRF4",2.6418920554134e-05,4.57808493111817,3.84556051177627,"gonads","n9"
"C8H1ORF111",0.00142457559311332,2.8463145005832,3.83494364177631,"gonads","n9"
"MUC6",0.00233031107168275,2.63258610142123,3.83395242269514,"gonads","n9"
"PLCZ1",8.88882743273041e-06,5.05115552509069,3.77856762540471,"gonads","n9"
"C1ORF158",0.000510784712036644,3.29176210979837,3.77663161544214,"gonads","n9"
"LOC101750451",0.00165112148141883,2.78222097230417,3.75675410315185,"gonads","n9"
"LOC101747255",0.000119047695786195,3.92427900611399,3.648754524484,"gonads","n9"
"LOC100858845",0.0020469317052243,2.68889664709764,3.60116784640858,"gonads","n9"
"AVD",1.52521555273743e-07,6.81666877484237,3.54660790141891,"gonads","n9"
"DNAJB8",0.000538079007320597,3.26915395124038,3.53035198411616,"gonads","n9"
"ODF2L",0.0075399178836158,2.12263338395605,3.51069774609624,"gonads","n9"
"C7ORF72",0.00176629890733976,2.75293579972585,3.42489153917926,"gonads","n9"
"SBF1",0.00317363074655497,2.49844360501107,3.32685751447027,"gonads","n9"
"GHRH-LR",9.33695930759083e-07,6.02979453393463,3.31118271095024,"gonads","n9"
"C5H11ORF91",0.0124301510748345,1.90552359295383,3.23364203711587,"gonads","n9"
"CA8",3.4471528406181e-09,8.46253946032124,3.23145089496981,"gonads","n9"
"LOC101751469",0.0104708617699159,1.9800175736681,3.19722130182912,"gonads","n9"
"AvBD11",0.0411072413813822,1.38608166681104,3.19333053430491,"gonads","n9"
"LOC100857573",3.69319640505932e-05,4.43259759585149,3.18406714274762,"gonads","n9"
"SLC9A2",0.000525056908854635,3.279793622571,3.10566357859691,"gonads","n9"
