"gene","counts","sex","tissue","treatment","samples"
"ADRA2A",6.82981426828691,"male","gonads","control","L.Blu13_male_gonad_control.NYNO"
"ADRA2A",6.37317892064243,"male","gonads","control","L.G107_male_gonad_control"
"ADRA2A",6.08351327691067,"male","gonads","control","L.R3_male_gonad_control.NYNO"
"ADRA2A",6.53776489397426,"male","gonads","control","L.R8_male_gonad_control"
"ADRA2A",5.71460892768307,"male","gonads","control","L.W33_male_gonad_control"
"ADRA2A",5.76938988136094,"male","gonads","control","L.W3_male_gonad_control.NYNO"
"ADRA2A",6.06148591864224,"male","gonads","control","L.W4_male_gonad_control.NYNO"
"ADRA2A",6.25340130348095,"male","gonads","control","R.Y108.W29_male_gonad_control"
"ADRA2A",6.4818641369443,"male","gonads","prolong","blk.s030.o.g_male_gonad_prolong"
"ADRA2A",6.52061177522775,"male","gonads","n5","blk12.x_male_gonad_n5"
"ADRA2A",6.48267364521027,"male","gonads","inc.d17","blk17.x_male_gonad_inc.d17"
"ADRA2A",6.08287573824871,"male","gonads","m.inc.d3","blk5.x_male_gonad_m.inc.d3"
"ADRA2A",6.47498548016082,"male","gonads","m.n2","blu10.w26.x_male_gonad_m.hatch"
"ADRA2A",6.8219570158363,"male","gonads","hatch","blu104.w120.x_male_gonad_hatch"
"ADRA2A",6.12769442270753,"male","gonads","inc.d9","blu108.w40.o158_male_gonad_inc.d9"
"ADRA2A",5.78090776374438,"male","gonads","inc.d3","blu111.w113.x_male_gonad_inc.d3"
"ADRA2A",6.64652928436151,"male","gonads","inc.d17","blu113.w124.x_male_gonad_inc.d17"
"ADRA2A",6.08893642837744,"male","gonads","bldg","blu114.r38.w198_male_gonad_bldg"
"ADRA2A",5.65693250336104,"male","gonads","inc.d17","blu121.w91.x_male_gonad_inc.d17"
"ADRA2A",6.41392284429033,"male","gonads","bldg","blu33.y88.x_male_gonad_bldg"
"ADRA2A",7.18111186937043,"male","gonads","n5","blu37.r65.x_male_gonad_n5"
"ADRA2A",6.11678368562969,"male","gonads","n5","blu41.y100.x_male_gonad_n5"
"ADRA2A",6.50582140183586,"male","gonads","n9","blu81.r88_male_gonad_n9"
"ADRA2A",6.23685977181074,"male","gonads","m.n2","blu84.x_male_gonad_extend.hatch"
"ADRA2A",6.70023036761349,"male","gonads","n5","d.s008.y.blk_male_gonad_n5"
"ADRA2A",6.30815064809533,"male","gonads","n5","d.s047.blk.o_male_gonad_n5"
"ADRA2A",7.06586339068747,"male","gonads","m.inc.d3","d.s110.g.blk_male_gonad_m.inc.d3"
"ADRA2A",6.13280910265071,"male","gonads","m.inc.d3","g.blk.s041.r_male_gonad_m.inc.d3"
"ADRA2A",6.61378085547097,"male","gonads","m.inc.d17","g.o.y.s037_male_gonad_m.inc.d17"
"ADRA2A",6.56203540181202,"male","gonads","n9","g.s.blk.d_male_gonad_n9"
"ADRA2A",6.72613385569306,"male","gonads","lay","g.s.blk.y_male_gonad_lay"
"ADRA2A",6.55221857949032,"male","gonads","lay","g.s043.pu.blk_male_gonad_lay"
"ADRA2A",6.27275862215177,"male","gonads","m.n2","g.s075.pk.pu_male_gonad_m.hatch"
"ADRA2A",7.20817025606193,"male","gonads","early","g.s111.r.blk_male_gonad_m.inc.d8"
"ADRA2A",6.60081619769715,"male","gonads","early","g.s179.o.pk_male_gonad_m.inc.d8"
"ADRA2A",6.59303945623132,"male","gonads","extend","g.s351.pk.w_male_gonad_extend"
"ADRA2A",6.34175960253335,"male","gonads","prolong","g.y.o.s_male_gonad_prolong"
"ADRA2A",5.99388776614216,"male","gonads","bldg","g104.w82.x_male_gonad_bldg"
"ADRA2A",6.12785435613322,"male","gonads","hatch","g114.w83.x_male_gonad_hatch.NYNO"
"ADRA2A",6.49977015276947,"male","gonads","inc.d17","g130.y81.x_male_gonad_inc.d17"
"ADRA2A",6.12993934710855,"male","gonads","early","g137.r24.w5_male_gonad_m.inc.d8"
"ADRA2A",6.5447241082581,"male","gonads","inc.d17","g143.blu32.x_male_gonad_inc.d17"
"ADRA2A",6.14627247837427,"male","gonads","inc.d3","g146.blu51_male_gonad_inc.d3"
"ADRA2A",6.41578863376248,"male","gonads","inc.d3","g20.w106.x_male_gonad_inc.d3"
"ADRA2A",6.10215891939977,"male","gonads","extend","g3.g119.w20_male_gonad_extend"
"ADRA2A",6.20562572286381,"male","gonads","m.inc.d17","g32.blu79_male_gonad_m.inc.d17"
"ADRA2A",6.45812507406519,"male","gonads","m.n2","g34.x_male_gonad_m.hatch.NYNO"
"ADRA2A",6.48909762419779,"male","gonads","prolong","g38.x_male_gonad_inc.prolong"
"ADRA2A",6.31626206734931,"male","gonads","bldg","g52.blu58_male_gonad_bldg"
"ADRA2A",6.02527834424171,"male","gonads","hatch","g53.y84_male_gonad_hatch"
"ADRA2A",6.16839447751702,"male","gonads","extend","g8.y197_male_gonad_extend"
"ADRA2A",6.22029010619083,"male","gonads","extend","l.s.o.blk_male_gonad_extend"
"ADRA2A",6.02952415649945,"male","gonads","m.inc.d17","l.s024.y.g_male_gonad_m.inc.d17"
"ADRA2A",6.39303483087083,"male","gonads","prolong","l.s080.blk.r_male_gonad_prolong"
"ADRA2A",6.48005567116104,"male","gonads","m.inc.d9","l.s280.g.blk_male_gonad_m.inc.d9"
"ADRA2A",6.50675992061538,"male","gonads","m.inc.d9","o.d.s009_male_gonad_m.inc.d9"
"ADRA2A",6.20823840996832,"male","gonads","lay","o.s.w.r_male_gonad_lay"
"ADRA2A",6.44628148218747,"male","gonads","m.inc.d3","o.s010.r.blk_male_gonad_m.inc.d3"
"ADRA2A",6.22970004449276,"male","gonads","prolong","o114.blu9_male_gonad_inc.prolong"
"ADRA2A",6.1186493004163,"male","gonads","n5","o152.o120.w42_male_gonad_n5"
"ADRA2A",6.36455165423827,"male","gonads","m.n2","o3.x_male_gonad_m.n2"
"ADRA2A",6.9700709117686,"male","gonads","hatch","o39.y77.x_male_gonad_hatch"
"ADRA2A",6.80557728873711,"male","gonads","hatch","o44.blu26.x_male_gonad_hatch"
"ADRA2A",6.42371003761822,"male","gonads","inc.d3","o48.r197.x_male_gonad_inc.d3"
"ADRA2A",6.61207804566452,"male","gonads","inc.d9","o49.x_male_gonad_inc.d9"
"ADRA2A",6.31956782256269,"male","gonads","inc.d9","o57.g59_male_gonad_inc.d9"
"ADRA2A",6.41809788656857,"male","gonads","m.inc.d17","o59.blu64_male_gonad_m.inc.d17"
"ADRA2A",8.3727118339878,"male","gonads","prolong","pk.s.d.g_male_gonad_prolong"
"ADRA2A",6.90361761058463,"male","gonads","lay","pk.s238.blk.w_male_gonad_lay"
"ADRA2A",6.17171915303914,"male","gonads","lay","pk.w.s141.o_male_gonad_lay"
"ADRA2A",6.34607467685197,"male","gonads","early","pu.blk.s102.y_male_gonad_m.inc.d8"
"ADRA2A",6.64118250882098,"male","gonads","lay","r.s005.pk.blk_male_gonad_lay"
"ADRA2A",6.53639923647648,"male","gonads","extend","r.s057.g.pk_male_gonad_extend"
"ADRA2A",5.99751692316696,"male","gonads","early","r.s058.d.l_male_gonad_m.inc.d8"
"ADRA2A",6.14280903905659,"male","gonads","bldg","r.s059.d.o_male_gonad_bldg"
"ADRA2A",6.3679492294612,"male","gonads","extend","r.s086.l.blk_male_gonad_extend"
"ADRA2A",6.20523023561051,"male","gonads","lay","r.s116.blk.pu_male_gonad_lay"
"ADRA2A",6.60724750515185,"male","gonads","extend","r.s172.l.y_male_gonad_extend"
"ADRA2A",6.34033264577161,"male","gonads","n9","r.y.s007.blk_male_gonad_n9"
"ADRA2A",6.44763095385393,"male","gonads","inc.d17","r176.blu54_male_gonad_inc.d17"
"ADRA2A",5.8124585339268,"male","gonads","lay","r190.o43.x_male_gonad_lay"
"ADRA2A",6.23387080508233,"male","gonads","n9","r195.x_male_gonad_n9"
"ADRA2A",6.68625482694183,"male","gonads","m.inc.d9","r196.x_male_gonad_m.inc.d9"
"ADRA2A",6.60764568488866,"male","gonads","n9","r37.w100.x_male_gonad_n9"
"ADRA2A",6.25486820478998,"male","gonads","early","r4.x_male_gonad_m.inc.d8"
"ADRA2A",6.22802858569486,"male","gonads","hatch","r41.w99.x_male_gonad_hatch"
"ADRA2A",6.57445636254618,"male","gonads","inc.d9","r45.X_male_gonad_inc.d9"
"ADRA2A",6.15796961005139,"male","gonads","hatch","r72.y83.x_male_gonad_hatch"
"ADRA2A",6.50757672008895,"male","gonads","prolong","r81.x_male_gonad_inc.prolong"
"ADRA2A",6.78921720983047,"male","gonads","m.inc.d9","r84.x_male_gonad_m.inc.d9"
"ADRA2A",6.54054890277663,"male","gonads","m.inc.d9","r85.g39_male_gonad_m.inc.d9.NYNO"
"ADRA2A",6.70289387379307,"male","gonads","prolong","r90.x_male_gonad_inc.prolong"
"ADRA2A",6.31235986099742,"male","gonads","bldg","s.pu148.blk.r_male_gonad_bldg"
"ADRA2A",6.95370622749052,"male","gonads","early","s044.blk.d.r_male_gonad_m.inc.d8"
"ADRA2A",6.21245402747814,"male","gonads","m.n2","s062.d.blk.g_male_gonad_m.hatch"
"ADRA2A",6.33057629572093,"male","gonads","m.inc.d17","s064.g.blk.pu_male_gonad_m.inc.d17"
"ADRA2A",6.33508190428439,"male","gonads","bldg","s065.l.d.o_male_gonad_bldg"
"ADRA2A",6.58142956688632,"male","gonads","bldg","s066.l.d.r_male_gonad_bldg"
"ADRA2A",6.36554756182914,"male","gonads","early","s067.o.l.y_male_gonad_m.inc.d8"
"ADRA2A",5.98333621219424,"male","gonads","m.inc.d3","s071.pu.g.pk_male_gonad_m.inc.d3"
"ADRA2A",6.96828688862198,"male","gonads","m.n2","s090.blk.pk.w_male_gonad_m.hatch"
"ADRA2A",6.50203149777598,"male","gonads","m.inc.d17","s096.g.blk.pk_male_gonad_m.inc.d17"
"ADRA2A",6.51839817032565,"male","gonads","m.inc.d3","s139.l.blk.w_male_gonad_m.inc.d3"
"ADRA2A",6.21332392856597,"male","gonads","lay","s150.w.g.blk_male_gonad_lay"
"ADRA2A",6.44284792978239,"male","gonads","m.inc.d3","s175.blk.pu.pk_male_gonad_m.inc.d3"
"ADRA2A",6.28380288691881,"male","gonads","n9","s187.l.o.r_male_gonad_n9"
"ADRA2A",6.51472739910417,"male","gonads","lay","s243.blk.pk.r_male_gonad_lay"
"ADRA2A",6.3639423321219,"male","gonads","inc.d9","w34.x_male_gonad_inc.d9"
"ADRA2A",6.41561579355051,"male","gonads","control","x.blk.blk.ATLAS_male_gonad_control"
"ADRA2A",6.07528902989179,"male","gonads","n9","x.blk16_male_gonad_n9.NYNO"
"ADRA2A",6.78522692726277,"male","gonads","m.n2","x.blk23_male_gonad_m.n2"
"ADRA2A",6.50185735922629,"male","gonads","inc.d9","x.blu106.o153_male_gonad_inc.d9.NYNO"
"ADRA2A",6.19809027856088,"male","gonads","inc.d17","x.blu117.w89_male_gonad_inc.d17"
"ADRA2A",6.3376092994035,"male","gonads","n9","x.blu23.w14_male_gonad_n9"
"ADRA2A",6.25871661769058,"male","gonads","n5","x.blu30_male_gonad_n5"
"ADRA2A",6.160721115134,"male","gonads","inc.d3","x.blu42.o28_male_gonad_inc.d3"
"ADRA2A",6.3972586882869,"male","gonads","prolong","x.blu57_male_gonad_prolong"
"ADRA2A",6.31531939431108,"male","gonads","extend","x.blu69_male_gonad_extend"
"ADRA2A",6.61377938164794,"male","gonads","extend","x.blu73_male_gonad_extend"
"ADRA2A",6.69804675163753,"male","gonads","m.n2","x.blu76_male_gonad_m.hatch"
"ADRA2A",6.43667376198094,"male","gonads","control","x.g.ATLAS_male_gonad_control"
"ADRA2A",6.29816375402533,"male","gonads","control","x.g.g.ATLAS_male_gonad_control"
"ADRA2A",6.40382352713969,"male","gonads","control","x.g.g.g.ATLAS_male_gonad_control"
"ADRA2A",6.47503071576849,"male","gonads","inc.d9","x.g13.w109_male_gonad_inc.d9"
"ADRA2A",6.91077833746154,"male","gonads","inc.d17","x.g14.w199_male_gonad_inc.d17"
"ADRA2A",7.00064624795967,"male","gonads","inc.d3","x.g147.blu28_male_gonad_inc.d3"
"ADRA2A",6.41559451310144,"male","gonads","m.inc.d3","x.g5.w79_male_gonad_m.inc.d3"
"ADRA2A",6.27072175903605,"male","gonads","hatch","x.g70_male_gonad_hatch"
"ADRA2A",6.53105069932048,"male","gonads","m.inc.d9","x.o117_male_gonad_m.inc.d9"
"ADRA2A",6.11619272684789,"male","gonads","hatch","x.o160.w102_male_gonad_hatch"
"ADRA2A",6.24705419067727,"male","gonads","inc.d3","x.o163.w101_male_gonad_inc.d3"
"ADRA2A",6.10506166958795,"male","gonads","n5","x.o164.w123_male_gonad_n5"
"ADRA2A",6.89814168354872,"male","gonads","n9","x.o2_male_gonad_n9"
"ADRA2A",6.64920801018394,"male","gonads","bldg","x.o30.g134_male_gonad_bldg"
"ADRA2A",6.67805714464324,"male","gonads","m.inc.d17","x.o40.r70_male_gonad_m.inc.d17"
"ADRA2A",6.38233592269367,"male","gonads","inc.d9","x.o47.y82_male_gonad_inc.d9"
"ADRA2A",6.1096721364236,"male","gonads","m.n2","x.o4_male_gonad_m.hatch"
"ADRA2A",6.57435437862823,"male","gonads","n5","x.o68_male_gonad_n5"
"ADRA2A",6.42995353185945,"male","gonads","m.inc.d17","x.r10.w18_male_gonad_m.inc.d17"
"ADRA2A",6.17402818363267,"male","gonads","hatch","x.r178_male_gonad_hatch"
"ADRA2A",6.21850801890202,"male","gonads","n5","x.r181_male_gonad_n5"
"ADRA2A",6.59031377122617,"male","gonads","m.inc.d3","x.r185_male_gonad_m.inc.d3"
"ADRA2A",6.53255011530599,"male","gonads","inc.d17","x.r29.w96_male_gonad_inc.d17"
"ADRA2A",6.32717987206286,"male","gonads","inc.d3","x.r64.g140_male_gonad_inc.d3"
"ADRA2A",6.43353634772878,"male","gonads","bldg","x.r67.blu35_male_gonad_bldg"
"ADRA2A",6.03251623225343,"male","gonads","inc.d9","x.w192.o157_male_gonad_inc.d9"
"ADRA2A",7.15470405247417,"male","gonads","control","x.y.s.ATLAS_male_gonad_control"
"ADRA2A",6.57154918229845,"male","gonads","inc.d17","x.y132.w76_male_gonad_inc.d17"
"ADRA2A",6.48518322075552,"male","gonads","inc.d9","x.y141.w116_male_gonad_inc.d9"
"ADRA2A",6.37134469005632,"male","gonads","early","x.y51_male_gonad_m.inc.d8"
"ADRA2A",6.39631544384245,"male","gonads","prolong","x.y79_male_gonad_prolong"
"ADRA2A",6.48901577567503,"male","gonads","m.inc.d9","y.w.blk_male_gonad_m.inc.d9"
"ADRA2A",6.56964549106135,"male","gonads","n9","y129.x_male_gonad_n9"
"ADRA2A",6.63470908333627,"male","gonads","n9","y131.w185.x_male_gonad_n9"
"ADRA2A",6.20754860317362,"male","gonads","inc.d17","y133.w77.r58_male_gonad_inc.d17"
"ADRA2A",6.28151305718952,"male","gonads","m.inc.d17","y148.w81.g145_male_gonad_m.inc.d17"
"ADRA2A",6.12649026313326,"male","gonads","inc.d3","y149.r52.x_male_gonad_inc.d3"
"ADRA2A",6.34621586670122,"male","gonads","m.inc.d3","y18.x_male_gonad_m.inc.d3"
"ADRA2A",6.63685037448038,"male","gonads","m.inc.d17","y4.x_male_gonad_m.inc.d17"
"ADRA2A",6.40870215237038,"male","gonads","early","y55.x_male_gonad_m.inc.d8"
"ADRA2A",6.4844893000704,"male","gonads","m.inc.d9","y63.x_male_gonad_m.inc.d9"
"ADRA2A",6.31675869837123,"male","gonads","inc.d9","y95.g131.x_male_gonad_inc.d9"
"ADRA2A",6.31893978234324,"male","gonads","inc.d3","y98.o50.x_male_gonad_inc.d3"
"AR",7.53073860444727,"male","gonads","control","L.Blu13_male_gonad_control.NYNO"
"AR",7.51469596641718,"male","gonads","control","L.G107_male_gonad_control"
"AR",7.72401281419823,"male","gonads","control","L.R3_male_gonad_control.NYNO"
"AR",7.27844056972966,"male","gonads","control","L.R8_male_gonad_control"
"AR",7.47153426803911,"male","gonads","control","L.W33_male_gonad_control"
"AR",7.39684790485037,"male","gonads","control","L.W3_male_gonad_control.NYNO"
"AR",7.61438503062034,"male","gonads","control","L.W4_male_gonad_control.NYNO"
"AR",7.67929520921895,"male","gonads","control","R.Y108.W29_male_gonad_control"
"AR",8.61581515615675,"male","gonads","prolong","blk.s030.o.g_male_gonad_prolong"
"AR",8.31885809828685,"male","gonads","n5","blk12.x_male_gonad_n5"
"AR",8.50765043353783,"male","gonads","inc.d17","blk17.x_male_gonad_inc.d17"
"AR",8.09170717541536,"male","gonads","m.inc.d3","blk5.x_male_gonad_m.inc.d3"
"AR",8.43637253102233,"male","gonads","m.n2","blu10.w26.x_male_gonad_m.hatch"
"AR",7.77839494106821,"male","gonads","hatch","blu104.w120.x_male_gonad_hatch"
"AR",8.17294495517693,"male","gonads","inc.d9","blu108.w40.o158_male_gonad_inc.d9"
"AR",8.39243841525201,"male","gonads","inc.d3","blu111.w113.x_male_gonad_inc.d3"
"AR",7.83255433400642,"male","gonads","inc.d17","blu113.w124.x_male_gonad_inc.d17"
"AR",7.6325676096129,"male","gonads","bldg","blu114.r38.w198_male_gonad_bldg"
"AR",7.47856924153501,"male","gonads","inc.d17","blu121.w91.x_male_gonad_inc.d17"
"AR",8.20685620833189,"male","gonads","bldg","blu33.y88.x_male_gonad_bldg"
"AR",8.22237118456276,"male","gonads","n5","blu37.r65.x_male_gonad_n5"
"AR",7.50825950984629,"male","gonads","n5","blu41.y100.x_male_gonad_n5"
"AR",8.01905857443955,"male","gonads","n9","blu81.r88_male_gonad_n9"
"AR",8.23580437798188,"male","gonads","m.n2","blu84.x_male_gonad_extend.hatch"
"AR",8.27536327158536,"male","gonads","n5","d.s008.y.blk_male_gonad_n5"
"AR",8.53588435375088,"male","gonads","n5","d.s047.blk.o_male_gonad_n5"
"AR",8.33014691471072,"male","gonads","m.inc.d3","d.s110.g.blk_male_gonad_m.inc.d3"
"AR",8.446549056449,"male","gonads","m.inc.d3","g.blk.s041.r_male_gonad_m.inc.d3"
"AR",8.17055236932657,"male","gonads","m.inc.d17","g.o.y.s037_male_gonad_m.inc.d17"
"AR",8.28980746848664,"male","gonads","n9","g.s.blk.d_male_gonad_n9"
"AR",8.38928513268786,"male","gonads","lay","g.s.blk.y_male_gonad_lay"
"AR",8.01193500391225,"male","gonads","lay","g.s043.pu.blk_male_gonad_lay"
"AR",8.33535541504349,"male","gonads","m.n2","g.s075.pk.pu_male_gonad_m.hatch"
"AR",8.85666005251725,"male","gonads","early","g.s111.r.blk_male_gonad_m.inc.d8"
"AR",8.38149850793888,"male","gonads","early","g.s179.o.pk_male_gonad_m.inc.d8"
"AR",8.5536099947522,"male","gonads","extend","g.s351.pk.w_male_gonad_extend"
"AR",8.31389859611903,"male","gonads","prolong","g.y.o.s_male_gonad_prolong"
"AR",8.3505497087299,"male","gonads","bldg","g104.w82.x_male_gonad_bldg"
"AR",8.02021762409331,"male","gonads","hatch","g114.w83.x_male_gonad_hatch.NYNO"
"AR",7.99408913230954,"male","gonads","inc.d17","g130.y81.x_male_gonad_inc.d17"
"AR",7.84582603554599,"male","gonads","early","g137.r24.w5_male_gonad_m.inc.d8"
"AR",8.17234578380807,"male","gonads","inc.d17","g143.blu32.x_male_gonad_inc.d17"
"AR",8.03445060286725,"male","gonads","inc.d3","g146.blu51_male_gonad_inc.d3"
"AR",8.21233864932021,"male","gonads","inc.d3","g20.w106.x_male_gonad_inc.d3"
"AR",8.26431889316205,"male","gonads","extend","g3.g119.w20_male_gonad_extend"
"AR",8.28033767316218,"male","gonads","m.inc.d17","g32.blu79_male_gonad_m.inc.d17"
"AR",8.48217518240501,"male","gonads","m.n2","g34.x_male_gonad_m.hatch.NYNO"
"AR",8.40183778811765,"male","gonads","prolong","g38.x_male_gonad_inc.prolong"
"AR",8.12656357212719,"male","gonads","bldg","g52.blu58_male_gonad_bldg"
"AR",8.08085366994146,"male","gonads","hatch","g53.y84_male_gonad_hatch"
"AR",8.51053009867296,"male","gonads","extend","g8.y197_male_gonad_extend"
"AR",8.41855608957203,"male","gonads","extend","l.s.o.blk_male_gonad_extend"
"AR",8.21636311817808,"male","gonads","m.inc.d17","l.s024.y.g_male_gonad_m.inc.d17"
"AR",8.42418882029905,"male","gonads","prolong","l.s080.blk.r_male_gonad_prolong"
"AR",8.07116569172746,"male","gonads","m.inc.d9","l.s280.g.blk_male_gonad_m.inc.d9"
"AR",8.23813793160605,"male","gonads","m.inc.d9","o.d.s009_male_gonad_m.inc.d9"
"AR",8.21225897997907,"male","gonads","lay","o.s.w.r_male_gonad_lay"
"AR",8.17346109510652,"male","gonads","m.inc.d3","o.s010.r.blk_male_gonad_m.inc.d3"
"AR",8.08973339055238,"male","gonads","prolong","o114.blu9_male_gonad_inc.prolong"
"AR",8.32268286082385,"male","gonads","n5","o152.o120.w42_male_gonad_n5"
"AR",8.34219082019437,"male","gonads","m.n2","o3.x_male_gonad_m.n2"
"AR",8.73368320445714,"male","gonads","hatch","o39.y77.x_male_gonad_hatch"
"AR",8.29021543398649,"male","gonads","hatch","o44.blu26.x_male_gonad_hatch"
"AR",8.51101227134471,"male","gonads","inc.d3","o48.r197.x_male_gonad_inc.d3"
"AR",8.33807465954125,"male","gonads","inc.d9","o49.x_male_gonad_inc.d9"
"AR",8.24779699943024,"male","gonads","inc.d9","o57.g59_male_gonad_inc.d9"
"AR",8.49613576796807,"male","gonads","m.inc.d17","o59.blu64_male_gonad_m.inc.d17"
"AR",8.55930999617045,"male","gonads","prolong","pk.s.d.g_male_gonad_prolong"
"AR",8.80361585646432,"male","gonads","lay","pk.s238.blk.w_male_gonad_lay"
"AR",7.93319690474217,"male","gonads","lay","pk.w.s141.o_male_gonad_lay"
"AR",8.29453736879811,"male","gonads","early","pu.blk.s102.y_male_gonad_m.inc.d8"
"AR",8.19851466123211,"male","gonads","lay","r.s005.pk.blk_male_gonad_lay"
"AR",8.43079671100248,"male","gonads","extend","r.s057.g.pk_male_gonad_extend"
"AR",8.39227868933074,"male","gonads","early","r.s058.d.l_male_gonad_m.inc.d8"
"AR",8.64288040235557,"male","gonads","bldg","r.s059.d.o_male_gonad_bldg"
"AR",8.18789925599718,"male","gonads","extend","r.s086.l.blk_male_gonad_extend"
"AR",8.05699919719105,"male","gonads","lay","r.s116.blk.pu_male_gonad_lay"
"AR",8.2738138090415,"male","gonads","extend","r.s172.l.y_male_gonad_extend"
"AR",7.85960712201506,"male","gonads","n9","r.y.s007.blk_male_gonad_n9"
"AR",8.29139538741918,"male","gonads","inc.d17","r176.blu54_male_gonad_inc.d17"
"AR",8.11459141490262,"male","gonads","lay","r190.o43.x_male_gonad_lay"
"AR",8.48702498139781,"male","gonads","n9","r195.x_male_gonad_n9"
"AR",8.29985368541661,"male","gonads","m.inc.d9","r196.x_male_gonad_m.inc.d9"
"AR",8.27483728619859,"male","gonads","n9","r37.w100.x_male_gonad_n9"
"AR",8.19472223178656,"male","gonads","early","r4.x_male_gonad_m.inc.d8"
"AR",8.06103948806915,"male","gonads","hatch","r41.w99.x_male_gonad_hatch"
"AR",8.12060477710445,"male","gonads","inc.d9","r45.X_male_gonad_inc.d9"
"AR",7.97254230679866,"male","gonads","hatch","r72.y83.x_male_gonad_hatch"
"AR",8.76207143605457,"male","gonads","prolong","r81.x_male_gonad_inc.prolong"
"AR",8.43519135064256,"male","gonads","m.inc.d9","r84.x_male_gonad_m.inc.d9"
"AR",8.49127749493189,"male","gonads","m.inc.d9","r85.g39_male_gonad_m.inc.d9.NYNO"
"AR",8.36936338424725,"male","gonads","prolong","r90.x_male_gonad_inc.prolong"
"AR",8.18829726026663,"male","gonads","bldg","s.pu148.blk.r_male_gonad_bldg"
"AR",8.06225603884027,"male","gonads","early","s044.blk.d.r_male_gonad_m.inc.d8"
"AR",8.18798812069464,"male","gonads","m.n2","s062.d.blk.g_male_gonad_m.hatch"
"AR",7.96965121748625,"male","gonads","m.inc.d17","s064.g.blk.pu_male_gonad_m.inc.d17"
"AR",8.62634541114983,"male","gonads","bldg","s065.l.d.o_male_gonad_bldg"
"AR",8.29478210556191,"male","gonads","bldg","s066.l.d.r_male_gonad_bldg"
"AR",8.07086911522708,"male","gonads","early","s067.o.l.y_male_gonad_m.inc.d8"
"AR",8.30962070274937,"male","gonads","m.inc.d3","s071.pu.g.pk_male_gonad_m.inc.d3"
"AR",8.65034907725,"male","gonads","m.n2","s090.blk.pk.w_male_gonad_m.hatch"
"AR",8.36138145751298,"male","gonads","m.inc.d17","s096.g.blk.pk_male_gonad_m.inc.d17"
"AR",8.41531785546347,"male","gonads","m.inc.d3","s139.l.blk.w_male_gonad_m.inc.d3"
"AR",8.2573064406047,"male","gonads","lay","s150.w.g.blk_male_gonad_lay"
"AR",7.99225289010297,"male","gonads","m.inc.d3","s175.blk.pu.pk_male_gonad_m.inc.d3"
"AR",8.41329682041013,"male","gonads","n9","s187.l.o.r_male_gonad_n9"
"AR",8.76908731659709,"male","gonads","lay","s243.blk.pk.r_male_gonad_lay"
"AR",7.98212128833722,"male","gonads","inc.d9","w34.x_male_gonad_inc.d9"
"AR",8.0013381871804,"male","gonads","control","x.blk.blk.ATLAS_male_gonad_control"
"AR",8.28165760456731,"male","gonads","n9","x.blk16_male_gonad_n9.NYNO"
"AR",8.33622299999711,"male","gonads","m.n2","x.blk23_male_gonad_m.n2"
"AR",7.91523419715162,"male","gonads","inc.d9","x.blu106.o153_male_gonad_inc.d9.NYNO"
"AR",7.72657319413048,"male","gonads","inc.d17","x.blu117.w89_male_gonad_inc.d17"
"AR",8.46945241425081,"male","gonads","n9","x.blu23.w14_male_gonad_n9"
"AR",8.27400061262167,"male","gonads","n5","x.blu30_male_gonad_n5"
"AR",8.31730385058516,"male","gonads","inc.d3","x.blu42.o28_male_gonad_inc.d3"
"AR",8.25619652338537,"male","gonads","prolong","x.blu57_male_gonad_prolong"
"AR",8.22310891816415,"male","gonads","extend","x.blu69_male_gonad_extend"
"AR",8.60678762510767,"male","gonads","extend","x.blu73_male_gonad_extend"
"AR",8.13435274603555,"male","gonads","m.n2","x.blu76_male_gonad_m.hatch"
"AR",7.63044103000666,"male","gonads","control","x.g.ATLAS_male_gonad_control"
"AR",7.88958110573609,"male","gonads","control","x.g.g.ATLAS_male_gonad_control"
"AR",7.78812355006577,"male","gonads","control","x.g.g.g.ATLAS_male_gonad_control"
"AR",8.22441406138965,"male","gonads","inc.d9","x.g13.w109_male_gonad_inc.d9"
"AR",8.3180624960171,"male","gonads","inc.d17","x.g14.w199_male_gonad_inc.d17"
"AR",7.93568178055194,"male","gonads","inc.d3","x.g147.blu28_male_gonad_inc.d3"
"AR",7.82724320045768,"male","gonads","m.inc.d3","x.g5.w79_male_gonad_m.inc.d3"
"AR",8.34299915717177,"male","gonads","hatch","x.g70_male_gonad_hatch"
"AR",8.27200968405614,"male","gonads","m.inc.d9","x.o117_male_gonad_m.inc.d9"
"AR",8.00233277220471,"male","gonads","hatch","x.o160.w102_male_gonad_hatch"
"AR",7.83078561094317,"male","gonads","inc.d3","x.o163.w101_male_gonad_inc.d3"
"AR",8.47340494369058,"male","gonads","n5","x.o164.w123_male_gonad_n5"
"AR",8.10286863698786,"male","gonads","n9","x.o2_male_gonad_n9"
"AR",7.42965971340276,"male","gonads","bldg","x.o30.g134_male_gonad_bldg"
"AR",8.12290823345537,"male","gonads","m.inc.d17","x.o40.r70_male_gonad_m.inc.d17"
"AR",7.95258546394887,"male","gonads","inc.d9","x.o47.y82_male_gonad_inc.d9"
"AR",8.1907516360628,"male","gonads","m.n2","x.o4_male_gonad_m.hatch"
"AR",8.45351861870679,"male","gonads","n5","x.o68_male_gonad_n5"
"AR",8.32285304463777,"male","gonads","m.inc.d17","x.r10.w18_male_gonad_m.inc.d17"
"AR",8.45478821935673,"male","gonads","hatch","x.r178_male_gonad_hatch"
