"gene","counts","sex","tissue","treatment","samples"
"POMC",5.05272358504361,"male","gonads","inc.d3","blu111.w113.x_male_gonad_inc.d3"
"POMC",5.41750605522556,"male","gonads","inc.d17","blu113.w124.x_male_gonad_inc.d17"
"POMC",5.38674534271333,"male","gonads","bldg","blu114.r38.w198_male_gonad_bldg"
"POMC",5.82906616957722,"male","gonads","inc.d17","blu121.w91.x_male_gonad_inc.d17"
"POMC",5.7381200904478,"male","gonads","bldg","blu33.y88.x_male_gonad_bldg"
"POMC",5.64922309015837,"male","gonads","n5","blu37.r65.x_male_gonad_n5"
"POMC",5.05272358504361,"male","gonads","n5","blu41.y100.x_male_gonad_n5"
"POMC",5.52972889542002,"male","gonads","n9","blu81.r88_male_gonad_n9"
"POMC",5.6275331475183,"male","gonads","m.n2","blu84.x_male_gonad_extend.hatch"
"POMC",5.6628191252409,"male","gonads","n5","d.s008.y.blk_male_gonad_n5"
"POMC",5.42563851374622,"male","gonads","n5","d.s047.blk.o_male_gonad_n5"
"POMC",5.4634093657289,"male","gonads","m.inc.d3","d.s110.g.blk_male_gonad_m.inc.d3"
"POMC",5.50854037540126,"male","gonads","m.inc.d3","g.blk.s041.r_male_gonad_m.inc.d3"
"POMC",5.51232598672083,"male","gonads","m.inc.d17","g.o.y.s037_male_gonad_m.inc.d17"
"POMC",5.52978260289143,"male","gonads","n9","g.s.blk.d_male_gonad_n9"
"POMC",5.39659867286695,"male","gonads","lay","g.s.blk.y_male_gonad_lay"
"POMC",5.05272358504361,"male","gonads","lay","g.s043.pu.blk_male_gonad_lay"
"POMC",5.55623567094949,"male","gonads","m.n2","g.s075.pk.pu_male_gonad_m.hatch"
"POMC",5.5816360738748,"male","gonads","early","g.s111.r.blk_male_gonad_m.inc.d8"
"POMC",5.05272358504361,"male","gonads","early","g.s179.o.pk_male_gonad_m.inc.d8"
"POMC",5.44641331666164,"male","gonads","extend","g.s351.pk.w_male_gonad_extend"
"POMC",5.05272358504361,"male","gonads","prolong","g.y.o.s_male_gonad_prolong"
"POMC",5.44261434707918,"male","gonads","bldg","g104.w82.x_male_gonad_bldg"
"POMC",5.69470438118417,"male","gonads","hatch","g114.w83.x_male_gonad_hatch.NYNO"
"POMC",5.39796638323294,"male","gonads","inc.d17","g130.y81.x_male_gonad_inc.d17"
"POMC",5.35790893265131,"male","gonads","early","g137.r24.w5_male_gonad_m.inc.d8"
"POMC",5.83940245257654,"male","gonads","inc.d17","g143.blu32.x_male_gonad_inc.d17"
"POMC",5.38962512501969,"male","gonads","inc.d3","g146.blu51_male_gonad_inc.d3"
"POMC",5.05272358504361,"male","gonads","inc.d3","g20.w106.x_male_gonad_inc.d3"
"POMC",5.45685324065442,"male","gonads","extend","g3.g119.w20_male_gonad_extend"
"POMC",5.54555347617286,"male","gonads","m.inc.d17","g32.blu79_male_gonad_m.inc.d17"
"POMC",5.65144223114467,"male","gonads","m.n2","g34.x_male_gonad_m.hatch.NYNO"
"POMC",5.05272358504361,"male","gonads","prolong","g38.x_male_gonad_inc.prolong"
"POMC",5.68044413268219,"male","gonads","bldg","g52.blu58_male_gonad_bldg"
"POMC",5.44028876574644,"male","gonads","hatch","g53.y84_male_gonad_hatch"
"POMC",5.5093075969368,"male","gonads","extend","g8.y197_male_gonad_extend"
"POMC",5.56943889292292,"male","gonads","extend","l.s.o.blk_male_gonad_extend"
"POMC",5.62377828199147,"male","gonads","m.inc.d17","l.s024.y.g_male_gonad_m.inc.d17"
"POMC",5.4798276909978,"male","gonads","prolong","l.s080.blk.r_male_gonad_prolong"
"POMC",5.53587336132256,"male","gonads","m.inc.d9","l.s280.g.blk_male_gonad_m.inc.d9"
"POMC",5.05272358504361,"male","gonads","m.inc.d9","o.d.s009_male_gonad_m.inc.d9"
"POMC",5.59122116194187,"male","gonads","lay","o.s.w.r_male_gonad_lay"
"POMC",5.34191323434718,"male","gonads","m.inc.d3","o.s010.r.blk_male_gonad_m.inc.d3"
"POMC",5.05272358504361,"male","gonads","prolong","o114.blu9_male_gonad_inc.prolong"
"POMC",5.45406169596119,"male","gonads","n5","o152.o120.w42_male_gonad_n5"
"POMC",5.05272358504361,"male","gonads","m.n2","o3.x_male_gonad_m.n2"
"POMC",5.05272358504361,"male","gonads","hatch","o39.y77.x_male_gonad_hatch"
"POMC",5.05272358504361,"male","gonads","hatch","o44.blu26.x_male_gonad_hatch"
"POMC",5.05272358504361,"male","gonads","inc.d3","o48.r197.x_male_gonad_inc.d3"
"POMC",5.65605243267543,"male","gonads","inc.d9","o49.x_male_gonad_inc.d9"
"POMC",5.35224731121464,"male","gonads","inc.d9","o57.g59_male_gonad_inc.d9"
"POMC",5.59823253956728,"male","gonads","m.inc.d17","o59.blu64_male_gonad_m.inc.d17"
"POMC",5.37663623675061,"male","gonads","prolong","pk.s.d.g_male_gonad_prolong"
"POMC",5.49879461022915,"male","gonads","lay","pk.s238.blk.w_male_gonad_lay"
"POMC",5.6476349177464,"male","gonads","lay","pk.w.s141.o_male_gonad_lay"
"POMC",5.42255448569495,"male","gonads","early","pu.blk.s102.y_male_gonad_m.inc.d8"
"POMC",5.6355029786194,"male","gonads","lay","r.s005.pk.blk_male_gonad_lay"
"POMC",5.47699086194362,"male","gonads","extend","r.s057.g.pk_male_gonad_extend"
"POMC",5.60462854786708,"male","gonads","early","r.s058.d.l_male_gonad_m.inc.d8"
"POMC",5.05272358504361,"male","gonads","bldg","r.s059.d.o_male_gonad_bldg"
"POMC",5.6273363330267,"male","gonads","extend","r.s086.l.blk_male_gonad_extend"
"POMC",5.36290131313656,"male","gonads","lay","r.s116.blk.pu_male_gonad_lay"
"POMC",5.66452307223509,"male","gonads","extend","r.s172.l.y_male_gonad_extend"
"POMC",5.81224377591949,"male","gonads","n9","r.y.s007.blk_male_gonad_n9"
"POMC",5.5475986754791,"male","gonads","inc.d17","r176.blu54_male_gonad_inc.d17"
"POMC",5.39561926348096,"male","gonads","lay","r190.o43.x_male_gonad_lay"
"POMC",5.05272358504361,"male","gonads","n9","r195.x_male_gonad_n9"
"POMC",5.33928589517853,"male","gonads","m.inc.d9","r196.x_male_gonad_m.inc.d9"
"POMC",5.45303222012694,"male","gonads","n9","r37.w100.x_male_gonad_n9"
"POMC",5.05272358504361,"male","gonads","early","r4.x_male_gonad_m.inc.d8"
"POMC",5.36404316033605,"male","gonads","hatch","r41.w99.x_male_gonad_hatch"
"POMC",5.05272358504361,"male","gonads","inc.d9","r45.X_male_gonad_inc.d9"
"POMC",5.7010872169876,"male","gonads","hatch","r72.y83.x_male_gonad_hatch"
"POMC",5.05272358504361,"male","gonads","prolong","r81.x_male_gonad_inc.prolong"
"POMC",5.05272358504361,"male","gonads","m.inc.d9","r84.x_male_gonad_m.inc.d9"
"POMC",5.54691518383544,"male","gonads","m.inc.d9","r85.g39_male_gonad_m.inc.d9.NYNO"
"POMC",5.05272358504361,"male","gonads","prolong","r90.x_male_gonad_inc.prolong"
"POMC",5.3993369502781,"male","gonads","bldg","s.pu148.blk.r_male_gonad_bldg"
"POMC",5.66368953484857,"male","gonads","early","s044.blk.d.r_male_gonad_m.inc.d8"
"POMC",5.55806946315358,"male","gonads","m.n2","s062.d.blk.g_male_gonad_m.hatch"
"POMC",5.4945413272952,"male","gonads","m.inc.d17","s064.g.blk.pu_male_gonad_m.inc.d17"
"POMC",5.51914514424436,"male","gonads","bldg","s065.l.d.o_male_gonad_bldg"
"POMC",5.65358101895784,"male","gonads","bldg","s066.l.d.r_male_gonad_bldg"
"POMC",5.79801909776311,"male","gonads","early","s067.o.l.y_male_gonad_m.inc.d8"
"POMC",5.63196109303392,"male","gonads","m.inc.d3","s071.pu.g.pk_male_gonad_m.inc.d3"
"POMC",5.05272358504361,"male","gonads","m.n2","s090.blk.pk.w_male_gonad_m.hatch"
"POMC",5.48430959102721,"male","gonads","m.inc.d17","s096.g.blk.pk_male_gonad_m.inc.d17"
"POMC",5.54399810712406,"male","gonads","m.inc.d3","s139.l.blk.w_male_gonad_m.inc.d3"
"POMC",5.28626842733234,"male","gonads","lay","s150.w.g.blk_male_gonad_lay"
"POMC",5.56613300876059,"male","gonads","m.inc.d3","s175.blk.pu.pk_male_gonad_m.inc.d3"
"POMC",5.25572209590248,"male","gonads","n9","s187.l.o.r_male_gonad_n9"
"POMC",5.5149000502417,"male","gonads","lay","s243.blk.pk.r_male_gonad_lay"
"POMC",5.05272358504361,"male","gonads","inc.d9","w34.x_male_gonad_inc.d9"
"POMC",5.47131565649786,"male","gonads","control","x.blk.blk.ATLAS_male_gonad_control"
"POMC",5.50653515026289,"male","gonads","n9","x.blk16_male_gonad_n9.NYNO"
"POMC",5.05272358504361,"male","gonads","m.n2","x.blk23_male_gonad_m.n2"
"POMC",5.27771637011992,"male","gonads","inc.d9","x.blu106.o153_male_gonad_inc.d9.NYNO"
"POMC",5.63657333323258,"male","gonads","inc.d17","x.blu117.w89_male_gonad_inc.d17"
"POMC",5.05272358504361,"male","gonads","n9","x.blu23.w14_male_gonad_n9"
"POMC",5.80199392759706,"male","gonads","n5","x.blu30_male_gonad_n5"
"POMC",5.5346288421047,"male","gonads","inc.d3","x.blu42.o28_male_gonad_inc.d3"
"POMC",5.44110751591236,"male","gonads","prolong","x.blu57_male_gonad_prolong"
"POMC",5.62542874538289,"male","gonads","extend","x.blu69_male_gonad_extend"
"POMC",5.39354642921585,"male","gonads","extend","x.blu73_male_gonad_extend"
"POMC",5.66999371606594,"male","gonads","m.n2","x.blu76_male_gonad_m.hatch"
"POMC",5.63565914499274,"male","gonads","control","x.g.ATLAS_male_gonad_control"
"POMC",5.40146372454297,"male","gonads","control","x.g.g.ATLAS_male_gonad_control"
"POMC",5.49404186276931,"male","gonads","control","x.g.g.g.ATLAS_male_gonad_control"
"POMC",5.05272358504361,"male","gonads","inc.d9","x.g13.w109_male_gonad_inc.d9"
"POMC",5.39816583818803,"male","gonads","inc.d17","x.g14.w199_male_gonad_inc.d17"
"POMC",5.32222711849849,"male","gonads","inc.d3","x.g147.blu28_male_gonad_inc.d3"
"POMC",5.63702940062114,"male","gonads","m.inc.d3","x.g5.w79_male_gonad_m.inc.d3"
"POMC",5.52476940646908,"male","gonads","hatch","x.g70_male_gonad_hatch"
"POMC",5.36090898954635,"male","gonads","m.inc.d9","x.o117_male_gonad_m.inc.d9"
"POMC",5.53688743221669,"male","gonads","hatch","x.o160.w102_male_gonad_hatch"
"POMC",5.4401167875153,"male","gonads","inc.d3","x.o163.w101_male_gonad_inc.d3"
"POMC",5.30955524917404,"male","gonads","n5","x.o164.w123_male_gonad_n5"
"POMC",5.44368624218583,"male","gonads","n9","x.o2_male_gonad_n9"
"POMC",5.59909920517123,"male","gonads","bldg","x.o30.g134_male_gonad_bldg"
"POMC",5.52561070279702,"male","gonads","m.inc.d17","x.o40.r70_male_gonad_m.inc.d17"
"POMC",5.41979692497102,"male","gonads","inc.d9","x.o47.y82_male_gonad_inc.d9"
"POMC",5.51687813958254,"male","gonads","m.n2","x.o4_male_gonad_m.hatch"
"POMC",5.48470769541711,"male","gonads","n5","x.o68_male_gonad_n5"
"POMC",5.39060574151756,"male","gonads","m.inc.d17","x.r10.w18_male_gonad_m.inc.d17"
"POMC",5.50434169950872,"male","gonads","hatch","x.r178_male_gonad_hatch"
"POMC",5.41292595608349,"male","gonads","n5","x.r181_male_gonad_n5"
"POMC",5.76607528639397,"male","gonads","m.inc.d3","x.r185_male_gonad_m.inc.d3"
"POMC",5.4160544807716,"male","gonads","inc.d17","x.r29.w96_male_gonad_inc.d17"
"POMC",5.67232748619686,"male","gonads","inc.d3","x.r64.g140_male_gonad_inc.d3"
"POMC",5.39971269984535,"male","gonads","bldg","x.r67.blu35_male_gonad_bldg"
"POMC",5.92038591043075,"male","gonads","inc.d9","x.w192.o157_male_gonad_inc.d9"
"POMC",5.77933404747591,"male","gonads","control","x.y.s.ATLAS_male_gonad_control"
"POMC",5.34251874897425,"male","gonads","inc.d17","x.y132.w76_male_gonad_inc.d17"
"POMC",5.57276829203893,"male","gonads","inc.d9","x.y141.w116_male_gonad_inc.d9"
"POMC",5.62450905955645,"male","gonads","early","x.y51_male_gonad_m.inc.d8"
"POMC",5.42065479142372,"male","gonads","prolong","x.y79_male_gonad_prolong"
"POMC",5.77811554387579,"male","gonads","m.inc.d9","y.w.blk_male_gonad_m.inc.d9"
"POMC",5.31698236028084,"male","gonads","n9","y129.x_male_gonad_n9"
"POMC",5.05272358504361,"male","gonads","n9","y131.w185.x_male_gonad_n9"
"POMC",5.05272358504361,"male","gonads","inc.d17","y133.w77.r58_male_gonad_inc.d17"
"POMC",5.75367532481468,"male","gonads","m.inc.d17","y148.w81.g145_male_gonad_m.inc.d17"
"POMC",5.51918604038852,"male","gonads","inc.d3","y149.r52.x_male_gonad_inc.d3"
"POMC",5.45205190540047,"male","gonads","m.inc.d3","y18.x_male_gonad_m.inc.d3"
"POMC",5.05272358504361,"male","gonads","m.inc.d17","y4.x_male_gonad_m.inc.d17"
"POMC",5.43092936095815,"male","gonads","early","y55.x_male_gonad_m.inc.d8"
"POMC",5.50055220783894,"male","gonads","m.inc.d9","y63.x_male_gonad_m.inc.d9"
"POMC",5.64415600239279,"male","gonads","inc.d9","y95.g131.x_male_gonad_inc.d9"
"POMC",5.4993214173592,"male","gonads","inc.d3","y98.o50.x_male_gonad_inc.d3"
"PRL",12.36471677891,"male","gonads","control","L.Blu13_male_gonad_control.NYNO"
"PRL",9.75892749531576,"male","gonads","control","L.G107_male_gonad_control"
"PRL",12.457796248684,"male","gonads","control","L.R3_male_gonad_control.NYNO"
"PRL",9.97401743833086,"male","gonads","control","L.R8_male_gonad_control"
"PRL",10.0604216994068,"male","gonads","control","L.W33_male_gonad_control"
"PRL",11.2127054960959,"male","gonads","control","L.W3_male_gonad_control.NYNO"
"PRL",11.9238382746835,"male","gonads","control","L.W4_male_gonad_control.NYNO"
"PRL",9.97341125557965,"male","gonads","control","R.Y108.W29_male_gonad_control"
"PRL",10.4032970960788,"male","gonads","prolong","blk.s030.o.g_male_gonad_prolong"
"PRL",9.83733267054151,"male","gonads","n5","blk12.x_male_gonad_n5"
"PRL",10.0835820893365,"male","gonads","inc.d17","blk17.x_male_gonad_inc.d17"
"PRL",10.2847154780079,"male","gonads","m.inc.d3","blk5.x_male_gonad_m.inc.d3"
"PRL",10.6902588373631,"male","gonads","m.n2","blu10.w26.x_male_gonad_m.hatch"
"PRL",10.1533064979054,"male","gonads","hatch","blu104.w120.x_male_gonad_hatch"
"PRL",9.78086031800674,"male","gonads","inc.d9","blu108.w40.o158_male_gonad_inc.d9"
"PRL",9.92498788554993,"male","gonads","inc.d3","blu111.w113.x_male_gonad_inc.d3"
"PRL",10.2059978182726,"male","gonads","inc.d17","blu113.w124.x_male_gonad_inc.d17"
"PRL",9.81911864102799,"male","gonads","bldg","blu114.r38.w198_male_gonad_bldg"
"PRL",9.96664293068434,"male","gonads","inc.d17","blu121.w91.x_male_gonad_inc.d17"
"PRL",10.2106652308385,"male","gonads","bldg","blu33.y88.x_male_gonad_bldg"
"PRL",10.8076510950651,"male","gonads","n5","blu37.r65.x_male_gonad_n5"
"PRL",9.84780439809123,"male","gonads","n5","blu41.y100.x_male_gonad_n5"
"PRL",11.0442454560199,"male","gonads","n9","blu81.r88_male_gonad_n9"
"PRL",11.028295099145,"male","gonads","m.n2","blu84.x_male_gonad_extend.hatch"
"PRL",10.2289428022245,"male","gonads","n5","d.s008.y.blk_male_gonad_n5"
"PRL",10.3583007247708,"male","gonads","n5","d.s047.blk.o_male_gonad_n5"
"PRL",10.5011667175692,"male","gonads","m.inc.d3","d.s110.g.blk_male_gonad_m.inc.d3"
"PRL",10.3730630327619,"male","gonads","m.inc.d3","g.blk.s041.r_male_gonad_m.inc.d3"
"PRL",10.8189335959429,"male","gonads","m.inc.d17","g.o.y.s037_male_gonad_m.inc.d17"
"PRL",11.2369398020651,"male","gonads","n9","g.s.blk.d_male_gonad_n9"
"PRL",10.6298704928838,"male","gonads","lay","g.s.blk.y_male_gonad_lay"
"PRL",10.3228275783739,"male","gonads","lay","g.s043.pu.blk_male_gonad_lay"
"PRL",10.4628204276648,"male","gonads","m.n2","g.s075.pk.pu_male_gonad_m.hatch"
"PRL",10.686395824391,"male","gonads","early","g.s111.r.blk_male_gonad_m.inc.d8"
"PRL",9.76751102316169,"male","gonads","early","g.s179.o.pk_male_gonad_m.inc.d8"
"PRL",10.6148718565005,"male","gonads","extend","g.s351.pk.w_male_gonad_extend"
"PRL",10.1440058516879,"male","gonads","prolong","g.y.o.s_male_gonad_prolong"
"PRL",9.90002083440707,"male","gonads","bldg","g104.w82.x_male_gonad_bldg"
"PRL",10.3994196012065,"male","gonads","hatch","g114.w83.x_male_gonad_hatch.NYNO"
"PRL",10.5634822237488,"male","gonads","inc.d17","g130.y81.x_male_gonad_inc.d17"
"PRL",10.0855578113267,"male","gonads","early","g137.r24.w5_male_gonad_m.inc.d8"
"PRL",9.88461953415155,"male","gonads","inc.d17","g143.blu32.x_male_gonad_inc.d17"
"PRL",10.3704382648508,"male","gonads","inc.d3","g146.blu51_male_gonad_inc.d3"
"PRL",10.0849816916406,"male","gonads","inc.d3","g20.w106.x_male_gonad_inc.d3"
"PRL",10.7169909565334,"male","gonads","extend","g3.g119.w20_male_gonad_extend"
"PRL",10.350186320113,"male","gonads","m.inc.d17","g32.blu79_male_gonad_m.inc.d17"
"PRL",10.5764571268838,"male","gonads","m.n2","g34.x_male_gonad_m.hatch.NYNO"
"PRL",9.94513681346253,"male","gonads","prolong","g38.x_male_gonad_inc.prolong"
"PRL",9.99379611058751,"male","gonads","bldg","g52.blu58_male_gonad_bldg"
"PRL",10.0440471230363,"male","gonads","hatch","g53.y84_male_gonad_hatch"
"PRL",10.7549584274834,"male","gonads","extend","g8.y197_male_gonad_extend"
"PRL",10.4574940661247,"male","gonads","extend","l.s.o.blk_male_gonad_extend"
"PRL",10.5094711500756,"male","gonads","m.inc.d17","l.s024.y.g_male_gonad_m.inc.d17"
"PRL",10.2422366008868,"male","gonads","prolong","l.s080.blk.r_male_gonad_prolong"
"PRL",10.0978377725881,"male","gonads","m.inc.d9","l.s280.g.blk_male_gonad_m.inc.d9"
"PRL",9.85214368927637,"male","gonads","m.inc.d9","o.d.s009_male_gonad_m.inc.d9"
"PRL",10.1601307956076,"male","gonads","lay","o.s.w.r_male_gonad_lay"
"PRL",11.2942402396649,"male","gonads","m.inc.d3","o.s010.r.blk_male_gonad_m.inc.d3"
"PRL",9.95306625011617,"male","gonads","prolong","o114.blu9_male_gonad_inc.prolong"
"PRL",11.0379278404471,"male","gonads","n5","o152.o120.w42_male_gonad_n5"
"PRL",9.72831151718336,"male","gonads","m.n2","o3.x_male_gonad_m.n2"
"PRL",10.0041828991421,"male","gonads","hatch","o39.y77.x_male_gonad_hatch"
"PRL",10.1888249973159,"male","gonads","hatch","o44.blu26.x_male_gonad_hatch"
"PRL",10.2470889259988,"male","gonads","inc.d3","o48.r197.x_male_gonad_inc.d3"
"PRL",9.62736480257428,"male","gonads","inc.d9","o49.x_male_gonad_inc.d9"
"PRL",9.78245117599706,"male","gonads","inc.d9","o57.g59_male_gonad_inc.d9"
"PRL",10.2597738989914,"male","gonads","m.inc.d17","o59.blu64_male_gonad_m.inc.d17"
"PRL",9.80327555493867,"male","gonads","prolong","pk.s.d.g_male_gonad_prolong"
"PRL",9.98481055939412,"male","gonads","lay","pk.s238.blk.w_male_gonad_lay"
"PRL",10.4752657882954,"male","gonads","lay","pk.w.s141.o_male_gonad_lay"
"PRL",9.86166144121393,"male","gonads","early","pu.blk.s102.y_male_gonad_m.inc.d8"
"PRL",10.400177483452,"male","gonads","lay","r.s005.pk.blk_male_gonad_lay"
"PRL",10.4110406986181,"male","gonads","extend","r.s057.g.pk_male_gonad_extend"
"PRL",10.2639274469901,"male","gonads","early","r.s058.d.l_male_gonad_m.inc.d8"
"PRL",9.72264418872128,"male","gonads","bldg","r.s059.d.o_male_gonad_bldg"
"PRL",10.7660608327619,"male","gonads","extend","r.s086.l.blk_male_gonad_extend"
"PRL",10.351941868728,"male","gonads","lay","r.s116.blk.pu_male_gonad_lay"
"PRL",10.6069709399343,"male","gonads","extend","r.s172.l.y_male_gonad_extend"
"PRL",10.4242496756276,"male","gonads","n9","r.y.s007.blk_male_gonad_n9"
"PRL",9.86090256254376,"male","gonads","inc.d17","r176.blu54_male_gonad_inc.d17"
"PRL",10.000241975278,"male","gonads","lay","r190.o43.x_male_gonad_lay"
"PRL",10.4425879520071,"male","gonads","n9","r195.x_male_gonad_n9"
"PRL",9.86672434655314,"male","gonads","m.inc.d9","r196.x_male_gonad_m.inc.d9"
"PRL",10.0152864604547,"male","gonads","n9","r37.w100.x_male_gonad_n9"
"PRL",11.8335999118537,"male","gonads","early","r4.x_male_gonad_m.inc.d8"
"PRL",10.032693984853,"male","gonads","hatch","r41.w99.x_male_gonad_hatch"
"PRL",9.81389603615191,"male","gonads","inc.d9","r45.X_male_gonad_inc.d9"
"PRL",9.84398290966779,"male","gonads","hatch","r72.y83.x_male_gonad_hatch"
"PRL",9.96439837721896,"male","gonads","prolong","r81.x_male_gonad_inc.prolong"
"PRL",9.89809829334527,"male","gonads","m.inc.d9","r84.x_male_gonad_m.inc.d9"
"PRL",10.0298259347961,"male","gonads","m.inc.d9","r85.g39_male_gonad_m.inc.d9.NYNO"
"PRL",9.94765878480903,"male","gonads","prolong","r90.x_male_gonad_inc.prolong"
"PRL",10.1072257181036,"male","gonads","bldg","s.pu148.blk.r_male_gonad_bldg"
"PRL",10.2549539941168,"male","gonads","early","s044.blk.d.r_male_gonad_m.inc.d8"
"PRL",10.3853586582825,"male","gonads","m.n2","s062.d.blk.g_male_gonad_m.hatch"
"PRL",10.6047538532894,"male","gonads","m.inc.d17","s064.g.blk.pu_male_gonad_m.inc.d17"
"PRL",11.1019534099202,"male","gonads","bldg","s065.l.d.o_male_gonad_bldg"
"PRL",10.1099285676182,"male","gonads","bldg","s066.l.d.r_male_gonad_bldg"
"PRL",11.2807828257982,"male","gonads","early","s067.o.l.y_male_gonad_m.inc.d8"
"PRL",10.3862975621431,"male","gonads","m.inc.d3","s071.pu.g.pk_male_gonad_m.inc.d3"
"PRL",10.3829798580318,"male","gonads","m.n2","s090.blk.pk.w_male_gonad_m.hatch"
"PRL",10.1888367426209,"male","gonads","m.inc.d17","s096.g.blk.pk_male_gonad_m.inc.d17"
"PRL",10.2605069082136,"male","gonads","m.inc.d3","s139.l.blk.w_male_gonad_m.inc.d3"
"PRL",10.2449433515852,"male","gonads","lay","s150.w.g.blk_male_gonad_lay"
"PRL",10.5784456399942,"male","gonads","m.inc.d3","s175.blk.pu.pk_male_gonad_m.inc.d3"
"PRL",10.1171906674158,"male","gonads","n9","s187.l.o.r_male_gonad_n9"
"PRL",11.2059470628317,"male","gonads","lay","s243.blk.pk.r_male_gonad_lay"
"PRL",9.82454619793251,"male","gonads","inc.d9","w34.x_male_gonad_inc.d9"
"PRL",10.258310925808,"male","gonads","control","x.blk.blk.ATLAS_male_gonad_control"
"PRL",10.4614771065197,"male","gonads","n9","x.blk16_male_gonad_n9.NYNO"
"PRL",9.89170281264426,"male","gonads","m.n2","x.blk23_male_gonad_m.n2"
"PRL",10.1543390232314,"male","gonads","inc.d9","x.blu106.o153_male_gonad_inc.d9.NYNO"
"PRL",10.8571062397457,"male","gonads","inc.d17","x.blu117.w89_male_gonad_inc.d17"
"PRL",9.8868992879362,"male","gonads","n9","x.blu23.w14_male_gonad_n9"
"PRL",10.8887189287541,"male","gonads","n5","x.blu30_male_gonad_n5"
"PRL",9.82368313372058,"male","gonads","inc.d3","x.blu42.o28_male_gonad_inc.d3"
"PRL",10.4526924598182,"male","gonads","prolong","x.blu57_male_gonad_prolong"
"PRL",10.5382563974336,"male","gonads","extend","x.blu69_male_gonad_extend"
"PRL",9.7664200650891,"male","gonads","extend","x.blu73_male_gonad_extend"
"PRL",10.5741618640804,"male","gonads","m.n2","x.blu76_male_gonad_m.hatch"
"PRL",10.1643468091433,"male","gonads","control","x.g.ATLAS_male_gonad_control"
"PRL",9.87692707079383,"male","gonads","control","x.g.g.ATLAS_male_gonad_control"
"PRL",10.0250289460102,"male","gonads","control","x.g.g.g.ATLAS_male_gonad_control"
"PRL",11.1011158642314,"male","gonads","inc.d9","x.g13.w109_male_gonad_inc.d9"
"PRL",9.82105667716158,"male","gonads","inc.d17","x.g14.w199_male_gonad_inc.d17"
"PRL",10.3834753801334,"male","gonads","inc.d3","x.g147.blu28_male_gonad_inc.d3"
"PRL",9.57983610855802,"male","gonads","m.inc.d3","x.g5.w79_male_gonad_m.inc.d3"
"PRL",9.97241166442313,"male","gonads","hatch","x.g70_male_gonad_hatch"
"PRL",9.7280396831183,"male","gonads","m.inc.d9","x.o117_male_gonad_m.inc.d9"
"PRL",9.99963597658865,"male","gonads","hatch","x.o160.w102_male_gonad_hatch"
"PRL",10.147694786248,"male","gonads","inc.d3","x.o163.w101_male_gonad_inc.d3"
"PRL",10.9269023018099,"male","gonads","n5","x.o164.w123_male_gonad_n5"
"PRL",9.5427745646053,"male","gonads","n9","x.o2_male_gonad_n9"
"PRL",10.1797258329242,"male","gonads","bldg","x.o30.g134_male_gonad_bldg"
"PRL",10.0876313987304,"male","gonads","m.inc.d17","x.o40.r70_male_gonad_m.inc.d17"
"PRL",9.93845987661238,"male","gonads","inc.d9","x.o47.y82_male_gonad_inc.d9"
"PRL",10.3443476276291,"male","gonads","m.n2","x.o4_male_gonad_m.hatch"
"PRL",10.2375169190686,"male","gonads","n5","x.o68_male_gonad_n5"
"PRL",10.2014012188773,"male","gonads","m.inc.d17","x.r10.w18_male_gonad_m.inc.d17"
"PRL",10.3221590094517,"male","gonads","hatch","x.r178_male_gonad_hatch"
"PRL",10.3522380233411,"male","gonads","n5","x.r181_male_gonad_n5"
"PRL",10.6816889542456,"male","gonads","m.inc.d3","x.r185_male_gonad_m.inc.d3"
"PRL",10.3126447411465,"male","gonads","inc.d17","x.r29.w96_male_gonad_inc.d17"
"PRL",11.1129736977164,"male","gonads","inc.d3","x.r64.g140_male_gonad_inc.d3"
"PRL",9.7610448129555,"male","gonads","bldg","x.r67.blu35_male_gonad_bldg"
"PRL",9.89549075732213,"male","gonads","inc.d9","x.w192.o157_male_gonad_inc.d9"
"PRL",9.99554360321867,"male","gonads","control","x.y.s.ATLAS_male_gonad_control"
"PRL",9.95289489574849,"male","gonads","inc.d17","x.y132.w76_male_gonad_inc.d17"
"PRL",10.3141736956556,"male","gonads","inc.d9","x.y141.w116_male_gonad_inc.d9"
"PRL",10.4961318939124,"male","gonads","early","x.y51_male_gonad_m.inc.d8"
"PRL",10.4957366071984,"male","gonads","prolong","x.y79_male_gonad_prolong"
"PRL",10.0683530230081,"male","gonads","m.inc.d9","y.w.blk_male_gonad_m.inc.d9"
"PRL",10.0774336503394,"male","gonads","n9","y129.x_male_gonad_n9"
"PRL",10.7552840225945,"male","gonads","n9","y131.w185.x_male_gonad_n9"
"PRL",10.0522208182621,"male","gonads","inc.d17","y133.w77.r58_male_gonad_inc.d17"
"PRL",10.2976633622316,"male","gonads","m.inc.d17","y148.w81.g145_male_gonad_m.inc.d17"
"PRL",9.99058372719934,"male","gonads","inc.d3","y149.r52.x_male_gonad_inc.d3"
"PRL",10.2304798293742,"male","gonads","m.inc.d3","y18.x_male_gonad_m.inc.d3"
"PRL",9.77188328180396,"male","gonads","m.inc.d17","y4.x_male_gonad_m.inc.d17"
"PRL",10.0323344442721,"male","gonads","early","y55.x_male_gonad_m.inc.d8"
"PRL",9.94261961293467,"male","gonads","m.inc.d9","y63.x_male_gonad_m.inc.d9"
