"","group","results","genes","n"
"1","MP","early_inc.d9(-); hatch_early(+)","A2ML3; ACCN2; ACSBG1; ADAMTS19; ADCYAP1; ADCYAP1R1; ADORA2B; AGRP; ANKRD55; ANO4; APELA; APOA1; AQP4; ARHGAP20; ARHGAP22; ASPA; ATCAY; BAIAP2; BCAN; BRINP3; BVES; C5H11ORF9; C7H2ORF66; C8ORF34; CA6; CACNA2D3; CACNG2; CACNG4; CACNG5; CALCR; CAMK4L; CARTPT; CCBE1; CCDC36; CCDC67; CD164L2; CDH10; CDH13; CDH20; CDKL1; CLCN2; CLEC18A; CNIH3; CNTN2; CNTNAP1; COL25A1; COL9A1; CPNE4; CPNE7; CRABP1; CRB1; CRYM; CSPG5; CYP19A1; DIRAS2; DLX1; DLX5; DLX6; DOC2B; DPYSL4; EGF; EGLN3; ELFN2; ENPP6; ENTPD2; ETNK2; FABP7; FAM159A; FAM43B; FAM81A; FAT3; FGF1; FIBCD1; GABBR2; GABRA2; GABRA3; GABRA5; GABRQ; GAD1; GAD2; GAL; GAP43; GAREML; GCHFR; GCM2; GDA; GFAP; GFRA2; GHRH; GLDN; GLUL; GPAT2; GPR37; GPR37L1; GPR83; GREM2; GRIN1; GRM2; GRPR; HAP1; HEPACAM; HTR1A; IAPP; ID4; IGFBP2; IGLL1; ISLR2; KBP; KCNA10; KCNA6; KCNAB1; KCNG3; KCNIP1; KCNJ10; KCNJ6; KCNK12; KCNS2; KCNT1; LAMP5; LEF1; LGI3; LHCGR; LOC100857843; LOC100857927; LOC100858326; LOC100858941; LOC100859314; LOC100859449; LOC100859605; LOC101747275; LOC101747844; LOC101748456; LOC101749227; LOC101750448; LOC107049033; LOC107050872; LOC107054855; LOC107056412; LOC408180; LOC417962; LOC418109; LOC419677; LOC420716; LOC422321; LOC422323; LOC423478; LOC425001; LOC769726; LRFN2; LRRN4; LRRTM1; LRTM2; MC4R; MDGA1; MLC1; MLPH; MMD2; MMP17; MTSS1L; MYO16; NAT; NCAN; NDP; NECAB1; NEFM; NES; NGEF; NKAIN2; NKAIN4; NKX2-3; NPTX1; NPTX2; NPY; NPY2R; NR2E1; NRG2; NRN1L; NRP2; NRTN; NT5C1A; NTM; NTRK2; NTS; NTSR1; NXPH2; OLIG2; OMG; OPRD1; OPRK1; OVCH2; OXT; P2RX5; P2RY1; PCDH8; PDE1A; PDYN; PIPOX; PNAT3; POPDC3; PROCA1; PROKR2; PRRT3; PTK2B; RASD2; RASGRF2; RASL10B; RELN; RFX4; RGS4; RGS8; RIBC2; RIMS3; S100B; SARDH; SCRG1; SEMA5A; SEMA5B; SEPP1L; SEZ6L; SFXN5; SH3RF3; SHANK3; SHH; SHISA8; SLC10A4; SLC13A5; SLC17A6; SLC18A2; SLC1A2; SLC1A3; SLC1A6; SLC25A48; SLC27A1; SLC32A1; SLC6A11; SLC6A7; SLC6A9; SLC8A2; SLIT1; SLITRK4; SNCA; SNCG; SOX10; SOX21; SOX8; SSTR1; ST6GALNAC2; STC2; STK31; SYNDIG1; SYT7; TAC1; THY1; TMEM179; TMEM240; TMEM88B; TNFAIP8L3; TP73; TPH1; TRHDE; TSHR; TTR; TUSC5; VCAN; VIP; VIT; VWA5B1; WDR72; WNT7A; XK",270
"2","MH","early_inc.d9(+); hatch_early(-)","ALDH1A1; CALB2; CALCA; CBLN2; CCK; CRYBB2; CST3; FXYD2; GBX2; GHRH; HAPLN4; HCRT; INCENP; IRX2; LHCGR; LHX9; LOC107054855; LOC107055134; NPVF; NXPH3; PAPPA; PITX2; RBPMS2; SHOX2; SIX6; SNCG; SOD3; TCF7L2; WISP1; WNT2",30
"3","MP","early_inc.d9(+); hatch_early(-)","ANXA5; ATP2B4; C10H15ORF60; KYNU; LOC101747531; LOC101748559; LOC107055658; MOV10L1; RHCG; SLC12A4; TECRL; TRIM55; UNKL",13
"4","MH","early_inc.d9(-); hatch_early(+)","IGJ; IGLL1; LOC420300; PPP1R1B; SATB2; SH3RF2",6
"5","FP","early_inc.d9(+); hatch_early(-)","ANXA5; AVD; SLC9A3",3
"6","FP","early_inc.d9(-); hatch_early(+)","NINJ2; PDE6H",2
