"gene","padj","logpadj","lfc","sextissue","direction"
"ROCK2",3.7365956037351e-05,4.42752390150003,4.03305038002561,"male_gonad","m.inc.d8"
"TMSB4X",1.04597468732274e-18,17.9804788253053,3.12712538120058,"male_gonad","m.inc.d8"
"LOC107051332",1.45010275248138e-10,9.83860122310668,2.79081199186315,"male_gonad","m.inc.d8"
"ECM1",1.96756152282143e-14,13.7060716789922,2.70893426457082,"male_gonad","m.inc.d8"
"MLN",5.11971522012756e-05,4.29075419561926,2.60090332321142,"male_gonad","m.inc.d8"
"LOC107055647",3.17893855149944e-10,9.49771786686429,2.53675145375679,"male_gonad","m.inc.d8"
"LOC107049263",0.0802036492450389,1.09580587098107,2.53587269579849,"male_gonad","m.inc.d8"
"AP3B2",0.000473819782430155,3.32438681102376,2.49135370785595,"male_gonad","m.inc.d8"
"SEMA6A",0.000352537992251282,3.45279407318044,2.40022081486765,"male_gonad","m.inc.d8"
"DMB2",0.00786071753995182,2.10453780899642,2.36960005348852,"male_gonad","m.inc.d8"
"SCO2",1.0966729609553e-06,5.95992286415543,2.35582593243032,"male_gonad","m.inc.d8"
"RPUSD3",1.53789064009485e-11,10.8130745462589,2.26625272502319,"male_gonad","m.inc.d8"
"CYP24A1",0.00818987202799205,2.08672288431664,2.26337341444367,"male_gonad","m.inc.d8"
"AMH",9.21285010708402e-06,5.03560599474369,2.25011611417201,"male_gonad","m.inc.d8"
"TUT1",4.29212807396572e-08,7.36732732748271,2.23053101786162,"male_gonad","m.inc.d8"
"NANOG",0.000240205176203129,3.61941763818109,2.20703118735066,"male_gonad","m.inc.d8"
"F8A3",8.3650703236826e-08,7.07753040364852,2.19794922925669,"male_gonad","m.inc.d8"
"GPR21",0.00230101143737873,2.63808122262726,2.14164275699675,"male_gonad","m.inc.d8"
"TCTA",0.000202425642589918,3.69373447340383,2.13943928268093,"male_gonad","m.inc.d8"
"ANGPTL3",9.68186921797522e-06,5.01404078807556,2.04302556258937,"male_gonad","m.inc.d8"
"XKR6",1.81411723055215e-06,5.74133465170985,2.02585658125532,"male_gonad","m.inc.d8"
"PSMB5",0.00359216825800193,2.44464332907312,2.02112883919039,"male_gonad","m.inc.d8"
"LOC107050804",1.29906811263696e-20,19.8863680774359,2.01044082742156,"male_gonad","m.inc.d8"
"LOC107050672",6.36243718818301e-10,9.19637649211454,2.007721526795,"male_gonad","m.inc.d8"
"LOC100859351",0.0022282196202152,2.65204200598172,1.95374491494758,"male_gonad","m.inc.d8"
"LOC107050982",7.08628063147754e-06,5.14958165269592,1.93143088073415,"male_gonad","m.inc.d8"
"KCNC4",0.0528136121008331,1.27725412863319,1.91991081761809,"male_gonad","m.inc.d8"
"ERBB2",0.000124424973948963,3.90509244151279,1.91334605228941,"male_gonad","m.inc.d8"
"ATRAID",1.6378867175698e-06,5.7857161389832,1.8971279855606,"male_gonad","m.inc.d8"
"PANX3",0.000355514696684359,3.44914244118741,1.88809375900384,"male_gonad","m.inc.d8"
"CAPN2",7.31986460203783e-08,7.13549695215632,1.88622677997247,"male_gonad","m.inc.d8"
"IGFBP5",7.41710702035675e-19,18.1297654545712,1.81913453088598,"male_gonad","m.inc.d8"
"ACP5",0.018160342577009,1.74087596319922,1.77998929699703,"male_gonad","m.inc.d8"
"LOC100857850",5.46336737970112e-06,5.26253959472386,1.74260507683656,"male_gonad","m.inc.d8"
"FAM19A2",0.0619484565348993,1.20796950973549,1.72020930825637,"male_gonad","m.inc.d8"
"CDC6",3.49589196213563e-09,8.45644199736868,1.7133324434067,"male_gonad","m.inc.d8"
"LOC693258",0.000704989653491188,3.15181725671733,1.70757907275194,"male_gonad","m.inc.d8"
"HRH4",0.0232915213311143,1.63280214374827,1.70337671852594,"male_gonad","m.inc.d8"
"HMX3",0.0453337476488713,1.34357837721423,1.70171966985584,"male_gonad","m.inc.d8"
"FBLN7",0.00361046871781811,2.4424364135104,1.69069715583567,"male_gonad","m.inc.d8"
"SERPING1",8.66632041438682e-09,8.06216525810944,1.68573738429161,"male_gonad","m.inc.d8"
"HSPBP1",0.000103569498747115,3.984768125635,1.6666470977393,"male_gonad","m.inc.d8"
"LOC107050564",1.30957219173764e-05,4.88287055557467,1.66657364424026,"male_gonad","m.inc.d8"
"LOC100858855",0.00103458312674463,2.98523460887827,1.66316834413129,"male_gonad","m.inc.d8"
"CATH2",0.0243791995700082,1.61298055745575,1.65887169682496,"male_gonad","m.inc.d8"
"LOC101748559",2.5675480834278e-07,6.59048141446025,1.65323196533059,"male_gonad","m.inc.d8"
"COX14",4.34435239003608e-06,5.36207495440423,1.6530703667145,"male_gonad","m.inc.d8"
"DHRS13",4.2296204989445e-06,5.37369859778052,1.64911055081179,"male_gonad","m.inc.d8"
"ZBTB42",0.000555502616552732,3.25531389108542,1.64271154028014,"male_gonad","m.inc.d8"
"LOC107050646",0.00152057969292574,2.81799081373693,1.6127132314069,"male_gonad","m.inc.d8"
"LOC101750437",0.0126133269092108,1.89917034818137,1.58701840694821,"male_gonad","m.inc.d8"
"C6H10ORF71",0.0413683334868192,1.38333197419891,1.55172678268893,"male_gonad","m.inc.d8"
"MAP2K6",0.0056382750478856,2.24885374207467,1.54108505035633,"male_gonad","m.inc.d8"
"LOC107050086",6.20256658453321e-05,4.2074285648808,1.53012826360676,"male_gonad","m.inc.d8"
"WNT5A",1.14591242483837e-15,14.9408485716031,1.52610143445145,"male_gonad","m.inc.d8"
"NAT8B",0.0114587305146342,1.94086349415121,1.51800184929096,"male_gonad","m.inc.d8"
"LOC101748630",0.0187075494118456,1.72798309901079,1.5150727635468,"male_gonad","m.inc.d8"
"TAF6L",0.00422206139214268,2.37447545599403,1.50555856426706,"male_gonad","m.inc.d8"
"CCND2",1.13418591891959e-09,8.94531574884466,1.49453804818849,"male_gonad","m.inc.d8"
"ESPL1",3.9761660927919e-12,11.400535482505,1.49243091974599,"male_gonad","m.inc.d8"
"RENBP",0.0632113532523486,1.19920491203363,1.48588102973604,"male_gonad","m.inc.d8"
"BMPR1B",0.000591613082983642,3.22796223054266,1.48182334970739,"male_gonad","m.inc.d8"
"SHOX",0.0117747983435501,1.92904652190891,1.46554463302643,"male_gonad","m.inc.d8"
"IKZF4",0.00660170939007653,2.18034359740407,1.465309505417,"male_gonad","m.inc.d8"
"LOC101749360",3.11757136530634e-08,7.5061835961641,1.46140947516714,"male_gonad","m.inc.d8"
"LOC107050863",0.000273009500320504,3.5638222399007,1.45416632295312,"male_gonad","m.inc.d8"
"MRPS21",5.28152909334687e-06,5.27724032355279,1.45260469537831,"male_gonad","m.inc.d8"
"RAB25",0.000869907683163536,3.06052683338133,1.42656522714306,"male_gonad","m.inc.d8"
"TCTN3",0.0029995657181292,2.52294161857126,1.40731077953293,"male_gonad","m.inc.d8"
"LOC101751319",0.00103952711934489,2.98316417624284,1.39871098521729,"male_gonad","m.inc.d8"
"LOC101751307",0.000238700262221455,3.62214710390373,1.39698505272774,"male_gonad","m.inc.d8"
"LOC107055405",9.65215747505807e-05,4.01537560118608,1.39678929572927,"male_gonad","m.inc.d8"
"VWA5B2",0.00198693212353881,2.70181696876137,1.39479319260044,"male_gonad","m.inc.d8"
"ADMP",0.007838992873144,2.10573973039363,1.39470004745044,"male_gonad","m.inc.d8"
"LOC101748081",3.05333183555825e-07,6.51522599408968,1.390538590868,"male_gonad","m.inc.d8"
"LOC107049136",0.0217634125117469,1.66227300608676,1.38636151791292,"male_gonad","m.inc.d8"
"FAM136A",0.00452039921112932,2.34482320953935,1.38428928435583,"male_gonad","m.inc.d8"
"G6PC3",5.00066634450836e-10,9.3009721215717,1.38151989240275,"male_gonad","m.inc.d8"
"FAM43A",0.0022778290548077,2.64247887171409,1.37764898192021,"male_gonad","m.inc.d8"
"LOC107057574",3.22227724562647e-07,6.4918370954917,1.37435548879886,"male_gonad","m.inc.d8"
"C1H7orf55",2.33517549350837e-06,5.63168047569816,1.37363417013189,"male_gonad","m.inc.d8"
"LOC107049580",0.000744903725240714,3.12789985382694,1.35030566016018,"male_gonad","m.inc.d8"
"SYCE2",0.000432949858075174,3.36356239838619,1.34911812241906,"male_gonad","m.inc.d8"
"LOC107055358",0.00170012674029418,2.76951870182249,1.3416654629472,"male_gonad","m.inc.d8"
"SLC35E4",0.00070645094456116,3.15091798986081,1.33587234511091,"male_gonad","m.inc.d8"
"PAGR1",1.4190408268235e-07,6.8480051093987,1.31736498787552,"male_gonad","m.inc.d8"
"LOC101748192",0.0110424659512838,1.95693393118593,1.30962473066179,"male_gonad","m.inc.d8"
"RBM14",1.45010275248138e-10,9.83860122310668,1.30722950432072,"male_gonad","m.inc.d8"
"LOC107054635",0.000939720166482371,3.02700145304458,1.30428318817404,"male_gonad","m.inc.d8"
"LOC107051380",1.0966729609553e-06,5.95992286415543,1.29841860317098,"male_gonad","m.inc.d8"
"LOC101747947",9.50967640307015e-11,10.0218342610596,1.29184782985096,"male_gonad","m.inc.d8"
"PHPT1",6.0874396765156e-09,8.21556532939722,1.283918629623,"male_gonad","m.inc.d8"
"CELSR1",0.0883465319880274,1.05381049389942,1.28140424655527,"male_gonad","m.inc.d8"
"LOC107056270",0.00014314270234893,3.84423078812703,1.27475314631252,"male_gonad","m.inc.d8"
"LOC107051018",5.81328004782196e-08,7.23557875492179,1.26616979337406,"male_gonad","m.inc.d8"
"LOC422511",0.0223850791274363,1.65004136612091,1.26453887941054,"male_gonad","m.inc.d8"
"LOC101748312",0.0701972048924908,1.15368018023394,1.25761527399683,"male_gonad","m.inc.d8"
"PYGO2",1.97673789136283e-09,8.70405091282155,1.25469675900129,"male_gonad","m.inc.d8"
