"gene","pvalue","padj","logpadj","lfc","sextissue","direction","direction2"
"SATB2",0.00229802550070887,0.159048208167981,0.798471219276782,1.57393127776236,"male_hypothalamus","NS","m.inc.d3"
"FGF3",0.0296277464115636,0.504459660975613,0.297173556317319,1.53224333711639,"male_hypothalamus","NS","m.inc.d3"
"TMEM61",0.000663934540261793,0.0790877136260489,1.10189097944616,1.48936744083336,"male_hypothalamus","m.inc.d3","m.inc.d3"
"DGKH",4.51243820486153e-06,0.0103066064941391,1.98688430498498,1.4869174818129,"male_hypothalamus","m.inc.d3","m.inc.d3"
"LOC770277",0.0167834942077019,0.381643898828038,0.4183416761004,1.45493196313882,"male_hypothalamus","NS","m.inc.d3"
"PPP1R27",0.0252184910723245,0.472072455687197,0.325991338886768,1.44018426000118,"male_hypothalamus","NS","m.inc.d3"
"PERP1",0.030035138844031,0.505348117948715,0.296409347388764,1.42590444927429,"male_hypothalamus","NS","m.inc.d3"
"AKAP5",4.91594241039961e-05,0.0311198638282076,1.50696231202899,1.42287945795829,"male_hypothalamus","m.inc.d3","m.inc.d3"
"SNTG2",0.000109927114351291,0.0395817895354906,1.40250457476278,1.40156959743627,"male_hypothalamus","m.inc.d3","m.inc.d3"
"WFS1",6.15735495809567e-05,0.0328494887014404,1.48347138579586,1.37312108483872,"male_hypothalamus","m.inc.d3","m.inc.d3"
"BRS3",0.000635113466917281,0.0781922387539314,1.10683635222939,1.37042631520235,"male_hypothalamus","m.inc.d3","m.inc.d3"
"RAPSN",0.0299042798370371,0.504909576357973,0.296786392188285,1.36862212599676,"male_hypothalamus","NS","m.inc.d3"
"GPR88",3.02605063421454e-05,0.029015242666304,1.53737379290245,1.35438339635387,"male_hypothalamus","m.inc.d3","m.inc.d3"
"LOC107056399",0.0166821782735611,0.380746186478924,0.419364437826336,1.34825429812766,"male_hypothalamus","NS","m.inc.d3"
"PDYN",0.0010161801956501,0.101271593996712,0.994512354249608,1.34274497506154,"male_hypothalamus","NS","m.inc.d3"
"LOC107050850",6.63105139878286e-05,0.0335250049975002,1.47463114873702,1.33549735362663,"male_hypothalamus","m.inc.d3","m.inc.d3"
"OASL",0.0260170720359464,0.479313079637781,0.319380719689605,1.33203972486049,"male_hypothalamus","NS","m.inc.d3"
"WWP1",0.00922071580281663,0.303501401386283,0.517839299274309,1.3276816376657,"male_hypothalamus","NS","m.inc.d3"
"RASGRP1",0.000122281360992338,0.0412023827933131,1.38507766736337,1.3251849773753,"male_hypothalamus","m.inc.d3","m.inc.d3"
"PDE1A",3.39916151198501e-05,0.029015242666304,1.53737379290245,1.32456510982789,"male_hypothalamus","m.inc.d3","m.inc.d3"
"SH3RF2",0.000728180220138386,0.0810749525100165,1.09111329704468,1.32168468700191,"male_hypothalamus","m.inc.d3","m.inc.d3"
"DRD1",0.000302113506656967,0.0529898813593946,1.27580705283928,1.31161262777232,"male_hypothalamus","m.inc.d3","m.inc.d3"
"MOV10",0.0159520566865689,0.373698669920503,0.427478447901537,1.28063889965133,"male_hypothalamus","NS","m.inc.d3"
"DGKB",0.0395941127046157,0.58886951161897,0.22998093044584,1.27437098533529,"male_hypothalamus","NS","m.inc.d3"
"HTR6",0.000283727216552314,0.0529898813593946,1.27580705283928,1.27364107569961,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ANKRD28",0.00324885954910159,0.189404477083592,0.722609759494738,1.26859991566127,"male_hypothalamus","NS","m.inc.d3"
"POSTN",0.00162044723339377,0.130491864002351,0.884416565176531,1.26333057528852,"male_hypothalamus","NS","m.inc.d3"
"MICAL1",0.0211593644662084,0.42800079403686,0.368555425273027,1.25921258130491,"male_hypothalamus","NS","m.inc.d3"
"LOC420300",0.0180189243449699,0.397098635650594,0.401101605080253,1.25655144438987,"male_hypothalamus","NS","m.inc.d3"
"AFF3",5.27633167669647e-06,0.0103066064941391,1.98688430498498,1.25259507126112,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ROBO1",0.00571348958005849,0.249013249140935,0.603777544969648,1.24267743352068,"male_hypothalamus","NS","m.inc.d3"
"GUCY1A2",0.000476828963731447,0.0635970630376817,1.19656293994875,1.24075830491757,"male_hypothalamus","m.inc.d3","m.inc.d3"
"LOC101748456",0.000718130230899594,0.0807736086314491,1.0927305142003,1.23680205054765,"male_hypothalamus","m.inc.d3","m.inc.d3"
"BCL11B",0.000437888350850541,0.0628305588336917,1.20182907752249,1.23056495306915,"male_hypothalamus","m.inc.d3","m.inc.d3"
"CHRM4",0.00134113695684002,0.11842701789917,0.926549206515495,1.22347903110559,"male_hypothalamus","NS","m.inc.d3"
"HTR4",3.32018869239392e-05,0.029015242666304,1.53737379290245,1.2198062429651,"male_hypothalamus","m.inc.d3","m.inc.d3"
"VSIG1",0.034754639254238,0.552057812590779,0.258015439708391,1.21830714698911,"male_hypothalamus","NS","m.inc.d3"
"CARHSP1",5.65783104844208e-05,0.0314968994540228,1.50173219593369,1.21316188784368,"male_hypothalamus","m.inc.d3","m.inc.d3"
"IAPP",0.0118733620746303,0.334721480610679,0.475316416081602,1.21214962700204,"male_hypothalamus","NS","m.inc.d3"
"GDA",4.24661201626792e-05,0.0290640999140715,1.53664312216243,1.19601265767189,"male_hypothalamus","m.inc.d3","m.inc.d3"
"EGR3",0.000458711687567837,0.0628305588336917,1.20182907752249,1.18843038454499,"male_hypothalamus","m.inc.d3","m.inc.d3"
"RASEF",0.00787036239605161,0.283455552621734,0.547515031178356,1.16723473348694,"male_hypothalamus","NS","m.inc.d3"
"LOC769052",0.021921577566382,0.43856856118743,0.357962503967634,1.16701257639663,"male_hypothalamus","NS","m.inc.d3"
"CCDC60",0.00531790156374892,0.240848062274182,0.618256843420609,1.1635844197754,"male_hypothalamus","NS","m.inc.d3"
"LOC107055647",0.0254258815505874,0.473018742023063,0.325121651236945,1.16285390066602,"male_hypothalamus","NS","m.inc.d3"
"LIMD1",0.012937374632476,0.344465137763204,0.462854725115431,1.16024164354906,"male_hypothalamus","NS","m.inc.d3"
"EPB41L4B",3.92213988364227e-05,0.0290640999140715,1.53664312216243,1.15592687026597,"male_hypothalamus","m.inc.d3","m.inc.d3"
"BANK1",0.000606491081609423,0.0753933185332724,1.12266714024037,1.1502880676961,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ATP2A2",0.031291535876325,0.519894500340165,0.284084776689428,1.1500698299313,"male_hypothalamus","NS","m.inc.d3"
"SCN3A",0.00825866096433019,0.286609415850251,0.542709546022992,1.13272925744055,"male_hypothalamus","NS","m.inc.d3"
"TTC34",0.0325529927132397,0.533685683355085,0.272714447418039,1.12817074075777,"male_hypothalamus","NS","m.inc.d3"
"SPATA16",0.0144599099619247,0.362375931434264,0.440840655345146,1.12731349468368,"male_hypothalamus","NS","m.inc.d3"
"ADORA2A",0.0444403354698517,0.623920796390394,0.204870538320482,1.12564692222892,"male_hypothalamus","NS","m.inc.d3"
"PI15",0.0197808284899635,0.41384596076061,0.383161279266484,1.12436350096787,"male_hypothalamus","NS","m.inc.d3"
"RASD2",0.00022193132477843,0.0496441432043232,1.30413198028195,1.11911796954592,"male_hypothalamus","m.inc.d3","m.inc.d3"
"PANX3",0.0132502223894498,0.346236423417377,0.46062724709866,1.11255506743942,"male_hypothalamus","NS","m.inc.d3"
"SLCO4C1",0.00943623470431664,0.307433967313156,0.512248150493723,1.10369741294911,"male_hypothalamus","NS","m.inc.d3"
"GPNMB",0.00263226069863679,0.172838287104336,0.762360046369262,1.09161280453728,"male_hypothalamus","NS","m.inc.d3"
"KCNA1",0.000506019802594039,0.0661130362491232,1.17971289735484,1.08515499890092,"male_hypothalamus","m.inc.d3","m.inc.d3"
"NOX4",0.00319842625256283,0.188721888192694,0.72417772691493,1.08466588081565,"male_hypothalamus","NS","m.inc.d3"
"SKIV2L2",0.0385670604131008,0.583013744426615,0.234321206719073,1.07954371010222,"male_hypothalamus","NS","m.inc.d3"
"LOC107052863",1.04695828389707e-05,0.0148947265189089,1.82696746642807,1.07880761911742,"male_hypothalamus","m.inc.d3","m.inc.d3"
"DOK6",2.60656633754587e-06,0.00834361884648434,2.07864554358554,1.07677811583653,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ADRA2C",6.8494272733452e-07,0.0043850033403956,2.35803007146218,1.06552420911522,"male_hypothalamus","m.inc.d3","m.inc.d3"
"GRIN2B",7.79766163846996e-05,0.0356575927210605,1.447847979816,1.0601629703635,"male_hypothalamus","m.inc.d3","m.inc.d3"
"LECT1",0.00639928835094216,0.259292683688175,0.586209737294207,1.05929925750524,"male_hypothalamus","NS","m.inc.d3"
"GABRA5",0.000455165759692915,0.0628305588336917,1.20182907752249,1.05837381006375,"male_hypothalamus","m.inc.d3","m.inc.d3"
"SYNE2",0.00612359811597418,0.254566721678355,0.594198370266323,1.05406931747043,"male_hypothalamus","NS","m.inc.d3"
"PDE10A",2.57840235595614e-05,0.027511553138052,1.56048489124443,1.04990625458351,"male_hypothalamus","m.inc.d3","m.inc.d3"
"EGFR",0.00348907131963343,0.194235083376463,0.711672323652078,1.04458587958417,"male_hypothalamus","NS","m.inc.d3"
"LOC107054765",0.0402403899905577,0.593397817067194,0.226654055655536,1.03961611158145,"male_hypothalamus","NS","m.inc.d3"
"PDE3A",2.12455312924865e-06,0.00834361884648434,2.07864554358554,1.02509113987641,"male_hypothalamus","m.inc.d3","m.inc.d3"
"DSEL",8.59799190669518e-06,0.0137610860466656,1.86134728954082,1.0205749437317,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ARHGAP6",0.000524828637654294,0.067877837136622,1.1682720045187,1.01982608612422,"male_hypothalamus","m.inc.d3","m.inc.d3"
"LOC772158",0.0470859475744571,0.643739995879903,0.191289507104794,1.01623962878882,"male_hypothalamus","NS","m.inc.d3"
"DLGAP2",0.000176705821546071,0.0481391774271466,1.31750133495636,1.01562430302735,"male_hypothalamus","m.inc.d3","m.inc.d3"
"FAM83B",0.0241476321862577,0.46247898259532,0.33490799903366,1.0149459560694,"male_hypothalamus","NS","m.inc.d3"
"SS2",0.00789637103622366,0.283455552621734,0.547515031178356,1.01433774449169,"male_hypothalamus","NS","m.inc.d3"
"CA7",0.002954301292762,0.179274283187321,0.746482005311608,0.99865640437202,"male_hypothalamus","NS","m.inc.d3"
"FST",0.0150479217579621,0.368400746059172,0.433679498971786,0.992423542339473,"male_hypothalamus","NS","m.inc.d3"
"BCL11A",0.000331486762574989,0.0558467961580284,1.2530017366182,0.982029424581029,"male_hypothalamus","m.inc.d3","m.inc.d3"
"SPAM1",0.0311928409131718,0.519894500340165,0.284084776689428,0.979720677539204,"male_hypothalamus","NS","m.inc.d3"
"LOC101749060",5.6427901496535e-05,0.0314968994540228,1.50173219593369,0.974731363283998,"male_hypothalamus","m.inc.d3","m.inc.d3"
"NAV3",0.000594162445314871,0.0753233262357585,1.12307051003164,0.974363373303895,"male_hypothalamus","m.inc.d3","m.inc.d3"
"NGEF",0.000229951685919358,0.0496441432043232,1.30413198028195,0.963380220396671,"male_hypothalamus","m.inc.d3","m.inc.d3"
"CHST7",0.000423240320984955,0.0628305588336917,1.20182907752249,0.95349673155875,"male_hypothalamus","m.inc.d3","m.inc.d3"
"FAM135B",0.00467812958682694,0.2277519818621,0.642537835175913,0.951483152946136,"male_hypothalamus","NS","m.inc.d3"
"CLCN1",0.0267296653567689,0.484942252964943,0.314309974205637,0.942582135072649,"male_hypothalamus","NS","m.inc.d3"
"RTN4RL2",0.00813845108182296,0.286269346491128,0.543225153419138,0.933398507472215,"male_hypothalamus","NS","m.inc.d3"
"CACNG3",0.000301716191117787,0.0529898813593946,1.27580705283928,0.932511029046821,"male_hypothalamus","m.inc.d3","m.inc.d3"
"CLMN",4.31285456394375e-05,0.0290640999140715,1.53664312216243,0.923775480274472,"male_hypothalamus","m.inc.d3","m.inc.d3"
"LOC427775",0.0228530520915826,0.450863603976308,0.345954821757591,0.923119209697612,"male_hypothalamus","NS","m.inc.d3"
"KCNK5",0.000220188039504845,0.0496441432043232,1.30413198028195,0.919782585430641,"male_hypothalamus","m.inc.d3","m.inc.d3"
"PLCD4",0.000173791365067364,0.0481391774271466,1.31750133495636,0.908605565568856,"male_hypothalamus","m.inc.d3","m.inc.d3"
"GABRA4",0.000876479643853078,0.0935203779991234,1.02909374647195,0.907796947767896,"male_hypothalamus","m.inc.d3","m.inc.d3"
"RGS12",0.00746754161783336,0.276342204840284,0.558552781643443,0.906572858315026,"male_hypothalamus","NS","m.inc.d3"
"COL19A1",0.00783111025127005,0.283455552621734,0.547515031178356,0.903435553035467,"male_hypothalamus","NS","m.inc.d3"
"RASSF5",0.000173550781062259,0.0481391774271466,1.31750133495636,0.899868505185702,"male_hypothalamus","m.inc.d3","m.inc.d3"
"FAM105A",0.000267482259398323,0.05234240856075,1.28114629696981,0.897617414187106,"male_hypothalamus","m.inc.d3","m.inc.d3"
"USP46",0.015990798905049,0.373698669920503,0.427478447901537,0.89284070199114,"male_hypothalamus","NS","m.inc.d3"
"LRRN4",0.00347083393909682,0.194235083376463,0.711672323652078,0.892237731771144,"male_hypothalamus","NS","m.inc.d3"
"LMO7",0.00369222166102029,0.202897880462248,0.69272248972544,0.888699963852101,"male_hypothalamus","NS","m.inc.d3"
"USP13",0.0403180490701961,0.593397817067194,0.226654055655536,0.888258744486742,"male_hypothalamus","NS","m.inc.d3"
"LOC101748568",0.0135381504939978,0.349480804284571,0.456576673486918,0.887880328750654,"male_hypothalamus","NS","m.inc.d3"
"PRKCD",0.000219868425156986,0.0496441432043232,1.30413198028195,0.885407758409621,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ADCY1",0.0112543715715165,0.326759577328112,0.48577167438309,0.88475165069144,"male_hypothalamus","NS","m.inc.d3"
"MN1",0.000232634223075554,0.0496441432043232,1.30413198028195,0.883792472044118,"male_hypothalamus","m.inc.d3","m.inc.d3"
"EPHA1",0.0167347520206842,0.381266485538863,0.418771368828709,0.879558170825558,"male_hypothalamus","NS","m.inc.d3"
"LOC100857380",0.00394260639555585,0.209465279206212,0.678887955030984,0.876835485473757,"male_hypothalamus","NS","m.inc.d3"
"DOCK5",0.0243353464834645,0.463675262461725,0.333786073530437,0.876178898222467,"male_hypothalamus","NS","m.inc.d3"
"TMCO4",0.000990977689507336,0.100013755157976,0.999940266216075,0.874028257346292,"male_hypothalamus","NS","m.inc.d3"
"SERTAD2",5.10400765692252e-05,0.0311198638282076,1.50696231202899,0.872859489418666,"male_hypothalamus","m.inc.d3","m.inc.d3"
"TIAM2",0.000299203013218082,0.0529898813593946,1.27580705283928,0.868964869073621,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ITPKA",0.000190527049037767,0.0493762171755625,1.30648218541885,0.86731861594181,"male_hypothalamus","m.inc.d3","m.inc.d3"
"TAC1",0.00344887085212557,0.194235083376463,0.711672323652078,0.866175556786781,"male_hypothalamus","NS","m.inc.d3"
"BAIAP2",0.00218994576923919,0.153756501406782,0.813166511549981,0.860296031763105,"male_hypothalamus","NS","m.inc.d3"
"DGKI",0.00026201886428845,0.05234240856075,1.28114629696981,0.855077636461668,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ARHGAP11A",0.0029320300611027,0.178770061439804,0.747705210596931,0.854920722605649,"male_hypothalamus","NS","m.inc.d3"
"GPC6",0.000211262153156463,0.0496441432043232,1.30413198028195,0.854305019378334,"male_hypothalamus","m.inc.d3","m.inc.d3"
"FLRT2",0.000839548163626255,0.0910980905683946,1.04049072581844,0.853020381754471,"male_hypothalamus","m.inc.d3","m.inc.d3"
"PLXNA2",0.00210877389454727,0.150842128188733,0.821477348885728,0.849436323865484,"male_hypothalamus","NS","m.inc.d3"
"C1ORF95",0.000649794501106643,0.0784902716242401,1.10518416799015,0.848698580025823,"male_hypothalamus","m.inc.d3","m.inc.d3"
"WNT9A",0.00960734185815052,0.308536920641017,0.510692859276591,0.845460668897428,"male_hypothalamus","NS","m.inc.d3"
"PFN4",0.0284018636843148,0.493517198993693,0.306697707638925,0.843094718046907,"male_hypothalamus","NS","m.inc.d3"
"TENM2",0.0080910361862113,0.286269346491128,0.543225153419138,0.84076674334954,"male_hypothalamus","NS","m.inc.d3"
"GPRIN1",0.00337755794753858,0.193063624822696,0.714299544070929,0.83936153092351,"male_hypothalamus","NS","m.inc.d3"
"B3GALT5",0.00550973056214488,0.245910350361136,0.60922319143157,0.837625015497968,"male_hypothalamus","NS","m.inc.d3"
"PHACTR1",0.000394598634793128,0.0607851295955213,1.21620265303811,0.837566782879857,"male_hypothalamus","m.inc.d3","m.inc.d3"
"LRRK1",0.00296989732741125,0.179370591415914,0.746248759913684,0.837491572922132,"male_hypothalamus","NS","m.inc.d3"
"GPSM1",6.80763925285071e-05,0.0335250049975002,1.47463114873702,0.83624261886414,"male_hypothalamus","m.inc.d3","m.inc.d3"
"FIGN",0.00988568745968092,0.310998383866719,0.507241867820718,0.836155278770542,"male_hypothalamus","NS","m.inc.d3"
"TBR1",0.033926444577774,0.542992745467273,0.265205972666362,0.835449389532769,"male_hypothalamus","NS","m.inc.d3"
"PEAK1",3.93464376032997e-05,0.0290640999140715,1.53664312216243,0.826869739467384,"male_hypothalamus","m.inc.d3","m.inc.d3"
"GALNT15",0.000315659389574049,0.0538893709880816,1.26849688558192,0.826583362559479,"male_hypothalamus","m.inc.d3","m.inc.d3"
"EGR1",0.00177574308842878,0.13533699109668,0.86858348327323,0.822371148891825,"male_hypothalamus","NS","m.inc.d3"
"SYT14",0.000600062226193861,0.0753254582763352,1.12305821742058,0.818511362810106,"male_hypothalamus","m.inc.d3","m.inc.d3"
"NT5C1A",0.000225926842551974,0.0496441432043232,1.30413198028195,0.816708644673809,"male_hypothalamus","m.inc.d3","m.inc.d3"
"CAMK1G",0.0068058353045432,0.264066409816276,0.578286839077902,0.815964377612147,"male_hypothalamus","NS","m.inc.d3"
"DLK1",0.000970783523289806,0.0994392978576214,1.00244195091546,0.815828545097205,"male_hypothalamus","m.inc.d3","m.inc.d3"
"LOC770617",0.0112470088197033,0.326759577328112,0.48577167438309,0.809085441692775,"male_hypothalamus","NS","m.inc.d3"
"ATP2B1",0.000172554963736592,0.0481391774271466,1.31750133495636,0.807896590195362,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ADAM23",0.0349734686842305,0.553523229954126,0.256864148174253,0.805954366247034,"male_hypothalamus","NS","m.inc.d3"
"LOC422323",0.00109130566247703,0.10350427927671,0.985041694382494,0.805255752281916,"male_hypothalamus","NS","m.inc.d3"
"PLCB1",0.000565146241950004,0.0723613248192785,1.14049349050715,0.803937109815812,"male_hypothalamus","m.inc.d3","m.inc.d3"
"SLC8A2",0.00584880838642778,0.251295870735595,0.599814647625009,0.80336289500552,"male_hypothalamus","NS","m.inc.d3"
"LOC107056348",0.0306511621521786,0.512346579890985,0.290436158529244,0.803328237039363,"male_hypothalamus","NS","m.inc.d3"
"CAMK2A",0.00131857478513038,0.11842701789917,0.926549206515495,0.802494656325603,"male_hypothalamus","NS","m.inc.d3"
"SORCS3",0.00135489778821746,0.118822680002304,0.925100656494881,0.797980246307706,"male_hypothalamus","NS","m.inc.d3"
"CKAP2",0.00308752821856351,0.184732295843398,0.733457172342842,0.795872701326995,"male_hypothalamus","NS","m.inc.d3"
"KCNS2",0.00464062974621958,0.227657560423738,0.642717922356501,0.790640392874208,"male_hypothalamus","NS","m.inc.d3"
"FILIP1L",0.00318290120102484,0.188675310082973,0.724284927584275,0.790081306979647,"male_hypothalamus","NS","m.inc.d3"
"MASP1",0.0158200356313844,0.373698669920503,0.427478447901537,0.788866659103072,"male_hypothalamus","NS","m.inc.d3"
"RP11-47I22.4",0.00154213371498117,0.129754120340295,0.886878842245274,0.788332141907714,"male_hypothalamus","NS","m.inc.d3"
"GPR21",0.000750935874259736,0.0828877839139798,1.0815094714966,0.787137384056712,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ANO3",1.5077069666988e-05,0.017549709092374,1.7557300780941,0.785845368421646,"male_hypothalamus","m.inc.d3","m.inc.d3"
"PTK2B",0.00159607679573762,0.129754120340295,0.886878842245274,0.785605960321928,"male_hypothalamus","NS","m.inc.d3"
"PLXNA4B",0.00828660053990721,0.28676117111614,0.542479654648678,0.783901841397619,"male_hypothalamus","NS","m.inc.d3"
"MCTP1",0.000378092256834828,0.0590377226404041,1.22887040362034,0.782694379366287,"male_hypothalamus","m.inc.d3","m.inc.d3"
"DAPK1",0.0230566917535571,0.453483688498534,0.343438329601637,0.78198823249401,"male_hypothalamus","NS","m.inc.d3"
"KCTD16",0.00138578383906797,0.120704600513104,0.918276176966619,0.77914450249544,"male_hypothalamus","NS","m.inc.d3"
"MMP16",0.00921674798826834,0.303501401386283,0.517839299274309,0.779046570291611,"male_hypothalamus","NS","m.inc.d3"
"LOC107053497",0.0209047674890463,0.426495573977862,0.370085471429554,0.776071506652147,"male_hypothalamus","NS","m.inc.d3"
"TMEM158",0.00111839655843484,0.105293746574997,0.977597420919137,0.775321618361491,"male_hypothalamus","NS","m.inc.d3"
"NMBR",0.0183684975593961,0.397694922359393,0.40044995391061,0.774338926887478,"male_hypothalamus","NS","m.inc.d3"
"FAM196B",0.00575181669824045,0.249013249140935,0.603777544969648,0.773955368507643,"male_hypothalamus","NS","m.inc.d3"
"DOC2B",0.000253092156343216,0.0518499494774163,1.28525166245122,0.77238499609661,"male_hypothalamus","m.inc.d3","m.inc.d3"
"MKL2",0.000719165212744861,0.0807736086314491,1.0927305142003,0.771455093408796,"male_hypothalamus","m.inc.d3","m.inc.d3"
"TPD52L1",0.011046409771304,0.32471421302454,0.488498701509398,0.770594573481852,"male_hypothalamus","NS","m.inc.d3"
"HTR2C",0.00347490520254834,0.194235083376463,0.711672323652078,0.768301133544574,"male_hypothalamus","NS","m.inc.d3"
"FOXG1",0.0368112704095327,0.567185928187312,0.246274552483683,0.766085258705662,"male_hypothalamus","NS","m.inc.d3"
"MEF2C",0.0025628081408539,0.16976025792454,0.770163973598724,0.762385473893214,"male_hypothalamus","NS","m.inc.d3"
"LOC768579",0.00825983086916141,0.286609415850251,0.542709546022992,0.761666492258663,"male_hypothalamus","NS","m.inc.d3"
"LOC100857745",0.000648956739680234,0.0784902716242401,1.10518416799015,0.761479003660224,"male_hypothalamus","m.inc.d3","m.inc.d3"
"PAK6",0.00133425895774926,0.11842701789917,0.926549206515495,0.760898213169304,"male_hypothalamus","NS","m.inc.d3"
"RP11-330H6.5",0.00279782027074044,0.17474775973932,0.757588383187934,0.760354766384672,"male_hypothalamus","NS","m.inc.d3"
"ARNT2",0.000120563098448588,0.0412023827933131,1.38507766736337,0.758952490777415,"male_hypothalamus","m.inc.d3","m.inc.d3"
"CNKSR2",0.00175762167700082,0.13533699109668,0.86858348327323,0.758403238935123,"male_hypothalamus","NS","m.inc.d3"
"FNDC9",0.0410212796268578,0.598097620089449,0.223227925700376,0.752265338968389,"male_hypothalamus","NS","m.inc.d3"
"GRM5",0.00126141827836303,0.115365711686859,0.937923250434297,0.746707806199347,"male_hypothalamus","NS","m.inc.d3"
"PAPOLG",0.0181645011404201,0.397569696755452,0.400586725465454,0.746462645766966,"male_hypothalamus","NS","m.inc.d3"
"XKR4",0.00957178531155587,0.308536920641017,0.510692859276591,0.744842946502219,"male_hypothalamus","NS","m.inc.d3"
"VGLL3",0.00273234051105542,0.174054168674396,0.759315570710019,0.742244548323836,"male_hypothalamus","NS","m.inc.d3"
"IGF1",0.0129517605987668,0.344465137763204,0.462854725115431,0.740089868054338,"male_hypothalamus","NS","m.inc.d3"
"LPP",0.0417779266182755,0.601038845416179,0.22109745843867,0.739275014986087,"male_hypothalamus","NS","m.inc.d3"
"AGBL1",0.0122529763805108,0.338997098902943,0.469804018421798,0.739266791461223,"male_hypothalamus","NS","m.inc.d3"
"LOC107050872",0.0250882498812258,0.470562538003428,0.3273826504409,0.737670542258072,"male_hypothalamus","NS","m.inc.d3"
"FAM131B",0.000136644541786562,0.0437399178258785,1.35912203720604,0.737152208056062,"male_hypothalamus","m.inc.d3","m.inc.d3"
"THBS2",0.0149862796272934,0.368300046732945,0.433798226038221,0.73442287829356,"male_hypothalamus","NS","m.inc.d3"
"NPY1R",0.00523470323088184,0.239375500600754,0.620920300455792,0.7341466311188,"male_hypothalamus","NS","m.inc.d3"
"KIAA1456",0.00189067322038083,0.139127470768714,0.856587109940684,0.733920749841264,"male_hypothalamus","NS","m.inc.d3"
"CASP9",0.0479548803675571,0.649063729626005,0.187712659030014,0.732653542263055,"male_hypothalamus","NS","m.inc.d3"
"SHC3",0.000398777794909699,0.0607851295955213,1.21620265303811,0.731503753587286,"male_hypothalamus","m.inc.d3","m.inc.d3"
"ADAMTS19",0.00730886140319953,0.274435957204008,0.561558987016968,0.731387307986421,"male_hypothalamus","NS","m.inc.d3"
"UGGT2",0.0141598293523196,0.359623563273667,0.444151860141075,0.728191650873615,"male_hypothalamus","NS","m.inc.d3"
"MAPKBP1",0.000717883723581956,0.0807736086314491,1.0927305142003,0.727115057561054,"male_hypothalamus","m.inc.d3","m.inc.d3"
"IL1RAPL1",0.000290047400595047,0.0529898813593946,1.27580705283928,0.726915545478314,"male_hypothalamus","m.inc.d3","m.inc.d3"
"KIAA0319",0.00994675973738019,0.311335105578114,0.506771906303472,0.725431129537075,"male_hypothalamus","NS","m.inc.d3"
"CLVS2",0.000196671905338463,0.0493762171755625,1.30648218541885,0.724119276184964,"male_hypothalamus","m.inc.d3","m.inc.d3"
"LOC100858332",0.000403950294673302,0.0608491714470231,1.21574533096614,0.723926717214422,"male_hypothalamus","m.inc.d3","m.inc.d3"
"PCDH8",0.0134870911572964,0.349480804284571,0.456576673486918,0.723446199938421,"male_hypothalamus","NS","m.inc.d3"
