"gene","pvalue","padj","logpadj","lfc","sextissue","direction","direction2"
"EDNRB",0.0426287605626297,1,0,-0.442445075928347,"male_hypothalamus","NS","inc.d9"
"AKAP12",0.00964299807629708,1,0,-0.450373724431239,"male_hypothalamus","NS","inc.d9"
"BCL6",0.00780090279149369,1,0,-0.455814163793934,"male_hypothalamus","NS","inc.d9"
"ARHGAP24",0.0154892614435885,1,0,-0.462883021869075,"male_hypothalamus","NS","inc.d9"
"PGM2",0.0442361782910411,1,0,-0.466694231722128,"male_hypothalamus","NS","inc.d9"
"TM4SF18",0.0141287661900209,1,0,-0.469062937572088,"male_hypothalamus","NS","inc.d9"
"INADL",0.00585418952291779,1,0,-0.469460056148281,"male_hypothalamus","NS","inc.d9"
"IL1RAPL2",0.02693726814824,1,0,-0.471361102417943,"male_hypothalamus","NS","inc.d9"
"SPARC",0.00909178355058945,1,0,-0.474644766615974,"male_hypothalamus","NS","inc.d9"
"KCNK1",0.00277098627087058,0.941788958812138,0.0260464053724535,-0.477164214775205,"male_hypothalamus","NS","inc.d9"
"ATIC",0.00788428934361214,1,0,-0.478769119202062,"male_hypothalamus","NS","inc.d9"
"GPR123",0.0255674790045485,1,0,-0.478859069592933,"male_hypothalamus","NS","inc.d9"
"NECAB2",0.0161562309982725,1,0,-0.481358599704257,"male_hypothalamus","NS","inc.d9"
"ADCYAP1",0.0300194626306005,1,0,-0.495592872070089,"male_hypothalamus","NS","inc.d9"
"MFSD2A",0.0216275079240412,1,0,-0.496044209292221,"male_hypothalamus","NS","inc.d9"
"ALOX5",0.0393801018592719,1,0,-0.499230972809862,"male_hypothalamus","NS","inc.d9"
"DRAXIN",0.00894721142388948,1,0,-0.510025533303637,"male_hypothalamus","NS","inc.d9"
"PDLIM4",0.0478908540351597,1,0,-0.521579341055225,"male_hypothalamus","NS","inc.d9"
"SLX4IP",0.0457803206477201,1,0,-0.52349273652201,"male_hypothalamus","NS","inc.d9"
"LGALS8",0.0122074292778651,1,0,-0.529239422896848,"male_hypothalamus","NS","inc.d9"
"LOC100859840",0.0319200789303882,1,0,-0.531672544618713,"male_hypothalamus","NS","inc.d9"
"HKDC1",0.0247786462525612,1,0,-0.533001328370491,"male_hypothalamus","NS","inc.d9"
"BTBD17",0.0263245899554686,1,0,-0.53502549974986,"male_hypothalamus","NS","inc.d9"
"CXCR7",0.0163245531212613,1,0,-0.546344691903951,"male_hypothalamus","NS","inc.d9"
"STXBP6",0.01546918237756,1,0,-0.548403297391124,"male_hypothalamus","NS","inc.d9"
"FNDC1",0.0130618279577093,1,0,-0.553725703058621,"male_hypothalamus","NS","inc.d9"
"ACOT12",0.0226123007110517,1,0,-0.556189365282095,"male_hypothalamus","NS","inc.d9"
"NQO2",0.0387547469002708,1,0,-0.562271741640103,"male_hypothalamus","NS","inc.d9"
"ZNF488",0.0240070647635349,1,0,-0.599328378839597,"male_hypothalamus","NS","inc.d9"
"CBLN4",0.0031621913807758,1,0,-0.606478266093427,"male_hypothalamus","NS","inc.d9"
"NTNG1",0.00255905932352875,0.915537144825613,0.0383240309739241,-0.618268937343849,"male_hypothalamus","NS","inc.d9"
"PPEF1",0.0186832656263562,1,0,-0.621912314215126,"male_hypothalamus","NS","inc.d9"
"POU4F1",0.0185359004532195,1,0,-0.630707307792147,"male_hypothalamus","NS","inc.d9"
"SLC2A12",0.00354696943736982,1,0,-0.635246970946447,"male_hypothalamus","NS","inc.d9"
"RNF157",0.0139018321466496,1,0,-0.639317918471409,"male_hypothalamus","NS","inc.d9"
"LOC100859318",0.0453603712882105,1,0,-0.647859731427631,"male_hypothalamus","NS","inc.d9"
"RBM20",0.0240409121198129,1,0,-0.648154153592391,"male_hypothalamus","NS","inc.d9"
"UBXN2A",0.0207243719649312,1,0,-0.663975898037561,"male_hypothalamus","NS","inc.d9"
"PGF",0.0388664714531508,1,0,-0.669362173333153,"male_hypothalamus","NS","inc.d9"
"EBF2",0.0354489826795555,1,0,-0.679663076589264,"male_hypothalamus","NS","inc.d9"
"NEFM",0.0194370415212128,1,0,-0.680233292081126,"male_hypothalamus","NS","inc.d9"
"FAM159A",0.033124125692093,1,0,-0.683022640567265,"male_hypothalamus","NS","inc.d9"
"HBAA",0.0350731309431346,1,0,-0.686311094467993,"male_hypothalamus","NS","inc.d9"
"DEPTOR",0.0428874920460239,1,0,-0.688742117289929,"male_hypothalamus","NS","inc.d9"
"FIBP",0.0268963831327345,1,0,-0.693567433695766,"male_hypothalamus","NS","inc.d9"
"FAM212B",0.00808593529601773,1,0,-0.702428713103403,"male_hypothalamus","NS","inc.d9"
"MET",0.00705379131884781,1,0,-0.713917200384963,"male_hypothalamus","NS","inc.d9"
"TTK",0.00326535753044221,1,0,-0.724353833778167,"male_hypothalamus","NS","inc.d9"
"CNIH3",0.000767549061139307,0.471328645570018,0.326676164664435,-0.732154745746658,"male_hypothalamus","NS","inc.d9"
"ACPP",0.0350413825444732,1,0,-0.741338023421631,"male_hypothalamus","NS","inc.d9"
"CCDC169",0.0467691630173077,1,0,-0.748258361958665,"male_hypothalamus","NS","inc.d9"
"NKX2-2",0.0258636371315333,1,0,-0.750360906143231,"male_hypothalamus","NS","inc.d9"
"MKS1",0.0304358423738492,1,0,-0.750511170877248,"male_hypothalamus","NS","inc.d9"
"FZD10",0.0118416740700627,1,0,-0.762024563414649,"male_hypothalamus","NS","inc.d9"
"CYYR1",0.00270260913574733,0.941788958812138,0.0260464053724535,-0.762401254691488,"male_hypothalamus","NS","inc.d9"
"HRH2",0.0318242359262048,1,0,-0.768251889033409,"male_hypothalamus","NS","inc.d9"
"PDZRN4",0.000630554559176135,0.469363540534294,0.328490648780332,-0.768766702576203,"male_hypothalamus","NS","inc.d9"
"ITIH3",0.0283283829305436,1,0,-0.770287289376616,"male_hypothalamus","NS","inc.d9"
"C20H20ORF85",0.0194688090734059,1,0,-0.772252114364954,"male_hypothalamus","NS","inc.d9"
"LOC769329",0.0105679155470482,1,0,-0.77576556148306,"male_hypothalamus","NS","inc.d9"
"SCN4B",0.0409531587345068,1,0,-0.781569761431101,"male_hypothalamus","NS","inc.d9"
"PCOLCE2",0.0295460379865032,1,0,-0.782555226206849,"male_hypothalamus","NS","inc.d9"
"C18ORF42",0.0150224061648585,1,0,-0.791686787043726,"male_hypothalamus","NS","inc.d9"
"NNF1",0.0157825736200681,1,0,-0.797528531473178,"male_hypothalamus","NS","inc.d9"
"CHRNA8",0.0433774627154063,1,0,-0.800784067475633,"male_hypothalamus","NS","inc.d9"
"CILP",0.0280203733659898,1,0,-0.809244496328058,"male_hypothalamus","NS","inc.d9"
"VAMP1",0.000571676458383055,0.458486733058554,0.338673226717675,-0.821514766097606,"male_hypothalamus","NS","inc.d9"
"NFKBIB",0.0426528437465056,1,0,-0.827097946659354,"male_hypothalamus","NS","inc.d9"
"STC2",0.00522538435502674,1,0,-0.829281634777884,"male_hypothalamus","NS","inc.d9"
"PNAT3",0.0252205874116549,1,0,-0.836520000795294,"male_hypothalamus","NS","inc.d9"
"PCP4L1",0.0487459096928562,1,0,-0.836948965971199,"male_hypothalamus","NS","inc.d9"
"LOC107051305",0.0165323761818194,1,0,-0.85342209504693,"male_hypothalamus","NS","inc.d9"
"NXPH3",0.0224088530016842,1,0,-0.85765488574563,"male_hypothalamus","NS","inc.d9"
"SCRG1",0.00649939987592583,1,0,-0.860413893256369,"male_hypothalamus","NS","inc.d9"
"FGF2",0.027450005759492,1,0,-0.866585695241474,"male_hypothalamus","NS","inc.d9"
"APOH",0.0199259437828761,1,0,-0.876807762357443,"male_hypothalamus","NS","inc.d9"
"CAV2",0.00360906097416429,1,0,-0.878832826509507,"male_hypothalamus","NS","inc.d9"
"ALDH1A1",0.0444622751761367,1,0,-0.883612610352836,"male_hypothalamus","NS","inc.d9"
"OTX2",0.0130689919828537,1,0,-0.90255973943613,"male_hypothalamus","NS","inc.d9"
"LOC107057584",0.0312239880468459,1,0,-0.907500465702109,"male_hypothalamus","NS","inc.d9"
"CCDC109B",0.0126836069087833,1,0,-0.910272792350134,"male_hypothalamus","NS","inc.d9"
"CCK",0.0186298092007565,1,0,-0.949068032139125,"male_hypothalamus","NS","inc.d9"
"SLITRK6",0.00123868903501763,0.580688876933265,0.236056492776337,-0.959856554089504,"male_hypothalamus","NS","inc.d9"
"SYT2",0.0115374932688563,1,0,-0.968149143790054,"male_hypothalamus","NS","inc.d9"
"LOC772218",0.0200660701261222,1,0,-0.970676350259591,"male_hypothalamus","NS","inc.d9"
"LOC417800",0.00484497935153292,1,0,-0.991545270688654,"male_hypothalamus","NS","inc.d9"
"LOC107049015",0.0112954885490665,1,0,-1.0320612901895,"male_hypothalamus","NS","inc.d9"
"BIRC7",0.000655969641055651,0.469363540534294,0.328490648780332,-1.03526346694402,"male_hypothalamus","NS","inc.d9"
"RBP3",0.0343678653465487,1,0,-1.042808364555,"male_hypothalamus","NS","inc.d9"
"SERPINB10",0.0247925444971422,1,0,-1.05067442942293,"male_hypothalamus","NS","inc.d9"
"LOC101751638",0.00231735828871724,0.877506854320828,0.0567494825178799,-1.05106828244924,"male_hypothalamus","NS","inc.d9"
"CCL1",0.0267254973514249,1,0,-1.05286090540284,"male_hypothalamus","NS","inc.d9"
"RSRC1",0.0264622975692227,1,0,-1.05488914699037,"male_hypothalamus","NS","inc.d9"
"GPS2",0.0286644317916498,1,0,-1.05913924978448,"male_hypothalamus","NS","inc.d9"
"FAM212A",0.0489312560237816,1,0,-1.07042672889579,"male_hypothalamus","NS","inc.d9"
"HSPA4L",0.00611212211537113,1,0,-1.09139648192006,"male_hypothalamus","NS","inc.d9"
"TMEM215",0.00876371895075378,1,0,-1.0932999926652,"male_hypothalamus","NS","inc.d9"
"UNC45B",0.0278882589912878,1,0,-1.11794216010907,"male_hypothalamus","NS","inc.d9"
"ATP6V1C2",0.00559052527279821,1,0,-1.13288638402816,"male_hypothalamus","NS","inc.d9"
"SNCG",0.000789300020345858,0.471328645570018,0.326676164664435,-1.1659828169583,"male_hypothalamus","NS","inc.d9"
"GSTA4",0.0113829907281228,1,0,-1.19437189927493,"male_hypothalamus","NS","inc.d9"
"CLIC6",0.0323430255828955,1,0,-1.19483557090305,"male_hypothalamus","NS","inc.d9"
"WNT2",0.0187459366973622,1,0,-1.20254348883349,"male_hypothalamus","NS","inc.d9"
"CALB2",0.000573319195439163,0.458486733058554,0.338673226717675,-1.2240066633787,"male_hypothalamus","NS","inc.d9"
"HAPLN1",0.0164612746750194,1,0,-1.23111978452488,"male_hypothalamus","NS","inc.d9"
"HAPLN4",0.00104429361075576,0.546045063008639,0.262771515155292,-1.26531552804927,"male_hypothalamus","NS","inc.d9"
"LOC101751319",0.000434144879562126,0.458486733058554,0.338673226717675,-1.27330447390321,"male_hypothalamus","NS","inc.d9"
"GHRH",0.00235949086148895,0.877506854320828,0.0567494825178799,-1.27381925745488,"male_hypothalamus","NS","inc.d9"
"LHX9",0.000208467846827918,0.314902264180616,0.50182421672893,-1.28628822922913,"male_hypothalamus","NS","inc.d9"
"PAPPA",0.00079739307452081,0.471328645570018,0.326676164664435,-1.29382663251034,"male_hypothalamus","NS","inc.d9"
"HCRT",0.00087198955991585,0.493945752793999,0.306320744509281,-1.29953784440747,"male_hypothalamus","NS","inc.d9"
"LRRC32",0.00642495811759531,1,0,-1.30158530797023,"male_hypothalamus","NS","inc.d9"
"LOC422609",0.0233690788243679,1,0,-1.30866309433672,"male_hypothalamus","NS","inc.d9"
"LOC107055134",0.00404204824285742,1,0,-1.30874156158919,"male_hypothalamus","NS","inc.d9"
"C1HXORF36",0.00775240433259186,1,0,-1.3259527907721,"male_hypothalamus","NS","inc.d9"
"CBLN2",5.34883995605503e-05,0.121505755408879,0.915403150188155,-1.33396398544226,"male_hypothalamus","NS","inc.d9"
"LOC420039",0.0281451998168197,1,0,-1.33443534794721,"male_hypothalamus","NS","inc.d9"
"CD55",0.0402648921759141,1,0,-1.37666358931254,"male_hypothalamus","NS","inc.d9"
"INCENP",0.00011675479546747,0.198410180547531,0.702436047695034,-1.38985518160699,"male_hypothalamus","NS","inc.d9"
"TCF7L2",0.000521574222954714,0.458486733058554,0.338673226717675,-1.39664849784012,"male_hypothalamus","NS","inc.d9"
"LOC101750514",0.0274067642443419,1,0,-1.39721689899927,"male_hypothalamus","NS","inc.d9"
"CRYBB2",0.00899098538042111,1,0,-1.39752625647879,"male_hypothalamus","NS","inc.d9"
"LHCGR",0.00056094065959604,0.458486733058554,0.338673226717675,-1.43890161213847,"male_hypothalamus","NS","inc.d9"
"TM4SF4",0.000749022441935099,0.471328645570018,0.326676164664435,-1.44552918813939,"male_hypothalamus","NS","inc.d9"
"KRT19",0.0496192192698911,1,0,-1.45852864222635,"male_hypothalamus","NS","inc.d9"
"SOX14",0.00220149170785094,0.877506854320828,0.0567494825178799,-1.51034330537572,"male_hypothalamus","NS","inc.d9"
"CDH1",0.0111605717676027,1,0,-1.57116020987718,"male_hypothalamus","NS","inc.d9"
"IRX2",0.00027156343823679,0.369190494282916,0.432749489481505,-1.57714945008808,"male_hypothalamus","NS","inc.d9"
"LOC771308",0.00483745192502073,1,0,-1.58393588870136,"male_hypothalamus","NS","inc.d9"
"FEV",0.0276756683498739,1,0,-1.61765102680852,"male_hypothalamus","NS","inc.d9"
"GBX2",5.36251954728411e-05,0.121505755408879,0.915403150188155,-1.62884806396543,"male_hypothalamus","NS","inc.d9"
"LOC426106",0.00650352682009945,1,0,-1.6533141065452,"male_hypothalamus","NS","inc.d9"
"PMCH",0.049290010461264,1,0,-1.65646429531052,"male_hypothalamus","NS","inc.d9"
"DIO3",0.0377259742116325,1,0,-1.75478807492683,"male_hypothalamus","NS","inc.d9"
"IRX3",0.0116592167828836,1,0,-1.78509845661424,"male_hypothalamus","NS","inc.d9"
"DRD3",0.00109257495615118,0.550131723291677,0.259533310779586,-1.81868850536413,"male_hypothalamus","NS","inc.d9"
"CRYBA1",0.00391638196342788,1,0,-1.88424385348408,"male_hypothalamus","NS","inc.d9"
"NPVF",0.0104408602328537,1,0,-1.9609489253764,"male_hypothalamus","NS","inc.d9"
"ZAP70",0.0201966257820147,1,0,-1.96931401728341,"male_hypothalamus","NS","inc.d9"
"SHOX2",6.86740402940298e-05,0.133374796828191,0.874926229134205,-2.05232019885186,"male_hypothalamus","NS","inc.d9"
"LOC421506",0.0458433411552092,1,0,-2.12924694343607,"male_hypothalamus","NS","inc.d9"
"LOC107056859",0.0357276771556824,1,0,-2.40227400671097,"male_hypothalamus","NS","inc.d9"
"LOC107054855",4.11973082438923e-07,0.00560077405575716,2.2517519471165,-2.47717501719326,"male_hypothalamus","inc.d9","inc.d9"
"HABP2",0.000462054101652757,0.458486733058554,0.338673226717675,-2.57376738163934,"male_hypothalamus","NS","inc.d9"
"IRX5",0.00563436694274793,1,0,-2.63184432946523,"male_hypothalamus","NS","inc.d9"
"CALCA",1.56467551622174e-06,0.0106358818215173,1.97322649689031,-2.71283001446676,"male_hypothalamus","inc.d9","inc.d9"
"PRORSD1",0.0226514585886025,1,0,-2.81409866265426,"male_hypothalamus","NS","inc.d9"
"NRAP",0.0273385082518202,1,0,-2.86943388876152,"male_hypothalamus","NS","inc.d9"
"SHOX",0.00686002126521698,1,0,-2.9296783348163,"male_hypothalamus","NS","inc.d9"
"PITX2",8.04499759656104e-06,0.0364572474417491,1.43821612410633,-3.43697441292208,"male_hypothalamus","inc.d9","inc.d9"
"NR5A1",3.58508047556025e-05,0.121505755408879,0.915403150188155,-3.65557432479942,"male_hypothalamus","NS","inc.d9"
"LECT2",0.0014825001557652,0.671819653920928,0.17274729512884,-3.8723598228498,"male_hypothalamus","NS","inc.d9"
"MRPS36",0.00177090072866732,0.776625658265557,0.109788265271984,-6.38093295799155,"male_hypothalamus","NS","inc.d9"
