"gene","pvalue","padj","logpadj","lfc","sextissue","direction","direction2"
"SOX4",4.20036018387698e-13,1.19931814159238e-11,10.9210655968755,3.21722754871565,"male_hypothalamus","n9","n9"
"GEMIN8",0.000459212027098759,0.00200352615802555,2.6982049830481,3.04883371051483,"male_hypothalamus","n9","n9"
"F8A3",2.79203506645709e-11,5.48521918041678e-10,9.26080601404301,2.79531119166239,"male_hypothalamus","n9","n9"
"LOC107055647",1.20761604464085e-08,1.45111466784268e-07,6.83829826802837,2.72244065183662,"male_hypothalamus","n9","n9"
"LRRC71",0.00241890139358143,0.00870894185533358,2.06003460897698,2.71823788797266,"male_hypothalamus","n9","n9"
"HELT",0.0145971734505755,0.0417962453792279,1.37886272981159,2.6452507399545,"male_hypothalamus","n9","n9"
"SATB2",3.83839575619043e-06,2.72638402849576e-05,4.56441297105823,2.59927208556913,"male_hypothalamus","n9","n9"
"ANGPTL3",1.64781641220444e-05,0.000100469999135742,3.99796360147634,2.5813029048139,"male_hypothalamus","n9","n9"
"MTBP",0.00375225465521774,0.0127913495580956,1.89308363263517,2.52871931632571,"male_hypothalamus","n9","n9"
"LOC107051332",6.36136602188878e-08,6.66790833211857e-07,6.17601037931925,2.4923629013378,"male_hypothalamus","n9","n9"
"RTN4RL2",3.94262490311154e-11,7.48603150248623e-10,9.12574834963315,2.4908370102699,"male_hypothalamus","n9","n9"
"LOC107050672",1.29463980667413e-10,2.20835987098304e-09,8.65593015320414,2.44848999063193,"male_hypothalamus","n9","n9"
"ECM1",1.82230019228447e-10,3.03233428569246e-09,8.51822292361087,2.40088774687417,"male_hypothalamus","n9","n9"
"LOC101749727",7.36897415402137e-17,4.22705500522872e-15,14.3739621008079,2.34006487429732,"male_hypothalamus","n9","n9"
"LOC107050646",6.99497987744765e-08,7.28710738957094e-07,6.13744483026189,2.29129346765523,"male_hypothalamus","n9","n9"
"ATP2B4",7.01365021542922e-06,4.70141305760723e-05,4.32777159081155,2.25082861092123,"male_hypothalamus","n9","n9"
"ADO",3.08316075843588e-12,7.3278969424713e-11,10.1350206470955,2.19229963863486,"male_hypothalamus","n9","n9"
"LOC107050482",0.000213114406548126,0.00101130855630551,2.99511631833976,2.15433122191271,"male_hypothalamus","n9","n9"
"LOC107053040",0.000931377323106838,0.00377746858819733,2.42279913837988,2.1364690444387,"male_hypothalamus","n9","n9"
"FIGN",1.09986373811915e-06,8.82162095559284e-06,5.05445160677423,2.11455628532951,"male_hypothalamus","n9","n9"
"SMURF2",0.00508175485249868,0.0167374811629559,1.77630989875239,2.10229425564112,"male_hypothalamus","n9","n9"
"TUT1",0.00051016925489282,0.00220392469662151,2.65680324847744,2.08172514301838,"male_hypothalamus","n9","n9"
"HIF3A",0.00477309611268694,0.0158386221539976,1.80028260159393,2.05207612253708,"male_hypothalamus","n9","n9"
"C17ORF89",0.00191776932082366,0.00714303394975279,2.146117285735,2.04516922461572,"male_hypothalamus","n9","n9"
"CCDC57",4.99260781968401e-09,6.42750978301175e-08,7.1919572536653,2.03787829073263,"male_hypothalamus","n9","n9"
"LOC101748630",0.00121613420408368,0.00477980471365068,2.32058984680136,2.03662773500379,"male_hypothalamus","n9","n9"
"TFAP2C",0.00131990691243083,0.00514748550616669,2.28840486755611,2.03592318642528,"male_hypothalamus","n9","n9"
"TET3",6.89545997783421e-08,7.19998297992751e-07,6.14266853019822,2.02998965720444,"male_hypothalamus","n9","n9"
"CNTD1",0.00831499701696325,0.0256972913038453,1.59011265230257,2.00393247604482,"male_hypothalamus","n9","n9"
